@relation data

@attribute 9969 numeric
@attribute 4855 numeric
@attribute 9968 numeric
@attribute 4854 numeric
@attribute 51003 numeric
@attribute 4853 numeric
@attribute 10046 numeric
@attribute 4851 numeric
@attribute 90390 numeric
@attribute 9862 numeric
@attribute 9282 numeric
@attribute 22938 numeric
@attribute 1024 numeric
@attribute 2648 numeric
@attribute 81857 numeric
@attribute 84246 numeric
@attribute 3516 numeric
@attribute 1387 numeric
@attribute 9794 numeric
@attribute 9477 numeric
@attribute 9443 numeric
@attribute 9442 numeric
@attribute 9441 numeric
@attribute 51586 numeric
@attribute 84441 numeric
@attribute 8850 numeric
@attribute 112950 numeric
@attribute 9440 numeric
@attribute 5469 numeric
@attribute 10001 numeric
@attribute 10025 numeric
@attribute 55534 numeric
@attribute 29079 numeric
@attribute 892 numeric
@attribute 9439 numeric
@attribute Class {Control,BRCA}

@data
5.500173644,9.011787117,8.919743136,9.921350458,5.175535827,6.17863476125,7.418318837,11.71105832,10.29905948,9.7954428875,5.684529393,7.321885546,6.00641655,11.39008041,8.727206693,10.71605229,6.29390628333,8.6873024975,6.40952157767,10.94214079,7.497576362,8.870627591,8.179686605,7.474077299,5.445769113,5.938762876,8.87609434133,7.318138584,7.577959591,11.1830493,10.3419432952,5.283376631,9.48265729,7.65828096167,7.52995016267,BRCA
5.664419727,9.266400712,8.444229248,11.15565329,5.742822246,6.64354148875,7.632724666,11.5412565,10.68336774,9.166041786,5.5072144868,7.707602652,7.07068751,11.4871292,7.920026947,10.96031353,6.83311588167,9.023964326,6.385258589,10.93386418,7.002964268,8.50856842,7.943175772,7.288255825,8.045570099,5.091923254,8.55556860533,7.441058314,8.197119763,11.20603466,9.34698105975,5.504788206,9.764308135,9.44448819133,7.87248184667,Control
5.932811936,10.26076112,8.644001466,11.46972335,5.550447635,6.5459896465,8.65922987,11.58622772,10.78233917,9.7658881805,5.5046395804,7.390665805,6.8817904,11.62374676,8.303485245,11.01488198,6.95892592833,8.87704806,6.21707377733,11.22643043,7.3883711975,8.538519855,8.103315514,7.3613741255,7.926860989,5.527485802,8.726828411,7.131962716,8.080472632,11.07134187,9.40433962375,5.702942321,9.878802392,9.16658085533,7.72443876367,Control
5.412113573,10.39664254,9.863420138,11.53607976,5.325000691,6.21965945325,8.009158364,10.56679164,10.38197038,11.030996225,5.7980303874,6.775581064,7.474073225,12.48149555,9.448529911,10.88922276,6.454463297,8.924929238,6.50875257767,11.12646913,6.9789806635,8.712992169,8.484058683,7.673288472,7.478610125,5.089171051,8.77310907667,7.980683878,6.088105148,10.66411416,10.0765720755,5.973617732,10.68420973,8.775631466,7.109994302,BRCA
6.023317043,10.23521879,9.131690517,10.89883964,5.476876799,6.559325653,8.431853925,11.80861644,9.773081961,10.80741467,5.5078793262,7.041580102,7.643136691,12.5292244,8.363303744,10.73900867,6.694731782,8.787588937,6.31363307867,11.55940591,6.993096183,8.229757489,8.402608273,7.362944401,7.945635683,4.719884481,9.15120272867,7.951271782,6.801647336,10.09916734,9.95495896025,5.590221183,10.23521879,9.002741126,7.42862010367,BRCA
5.933933296,9.150877671,9.551372359,11.25229009,5.799094593,6.32952449125,7.944977189,10.76621026,10.71101325,10.5693519,5.698002572,7.023868337,7.001439511,11.9866439,9.081024742,11.29220962,6.45050859867,8.856661681,6.327718836,11.36679226,6.9570460935,8.739562185,8.436358762,7.5877900835,7.392920835,5.915886099,8.81582217,7.870782555,5.979345877,10.78908143,9.583387599,6.238027893,10.03404273,8.50223419533,7.14140664933,BRCA
6.132685436,9.313586622,9.704068386,11.37859847,5.441791574,6.41300349325,7.902105432,10.62072869,10.80325148,11.50789328,5.8573764914,6.718707958,7.062022182,11.74533621,9.08585159,11.12873886,6.348126252,9.171450661,6.62465370033,11.33290385,7.256688004,8.921038401,8.759839198,7.585866024,6.911635038,4.795210185,8.632555538,8.24165088,6.40650744,10.98130703,10.0160077025,5.726293954,9.881466225,8.870577471,7.239489751,BRCA
5.810900139,8.986027686,9.286985727,11.22308177,5.633294061,6.13940245875,8.095662229,10.83272413,10.6537276,10.52372027,5.655643227,7.090221279,6.986812299,11.86370244,9.074476753,11.08527678,6.261646369,8.4836949415,6.43433130233,11.38494305,7.4828698355,8.952931307,8.629521578,7.3198543115,7.228436626,5.191218407,8.754590999,8.442778825,5.887653968,11.0078229,9.7203616845,5.69000583,10.02129272,8.639642381,7.18799315567,BRCA
6.138226355,9.020202927,9.376299677,11.29699664,5.458784924,6.3894120405,8.058737407,10.22614155,10.38018536,11.598233715,5.5567753366,6.782084567,7.225354772,11.77608148,9.466168826,10.97779886,6.52301651333,8.813489955,6.71919166167,11.02068851,7.1524837165,8.704267769,8.467861387,7.701237343,7.106644396,5.310713879,8.73834007667,8.067516543,6.240415109,10.61911518,9.750559931,5.669530862,9.724394956,9.264054618,7.17553158867,BRCA
5.290397907,10.38895127,8.751017701,11.5568558,5.212385731,6.554495297,9.280017406,12.2658041,10.97079276,11.07821045,5.7424256752,7.276057213,7.324363122,11.92236708,9.668672785,11.71972476,5.97800930767,8.456160299,6.748522879,11.28988649,7.1560300695,10.1985743,9.820434733,8.5224268365,7.122157924,4.916728914,9.13309046233,8.745490404,5.312983894,11.00930747,10.343450271,5.790127717,10.80480483,9.223068249,7.23617470433,BRCA
