@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10333 numeric
@attribute 107 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 1636 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23236 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2774 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 355 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 356 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3654 numeric
@attribute 3725 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5054 numeric
@attribute 51135 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54106 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 55844 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5970 numeric
@attribute 624 numeric
@attribute 6300 numeric
@attribute 6347 numeric
@attribute 6352 numeric
@attribute 6416 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 712 numeric
@attribute 7124 numeric
@attribute 713 numeric
@attribute 7132 numeric
@attribute 714 numeric
@attribute 718 numeric
@attribute 811 numeric
@attribute 841 numeric
@attribute 8503 numeric
@attribute 8772 numeric
@attribute 8837 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 9630 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.0455764177,-0.0213125190,0.2841429040,0.4174692793,0.8944790857,-0.1538685693,2.3584245311,0.3070585448,0.2858521625,-0.0801269710,-0.0131690648,1.2075416012,-0.1898532445,0.6288589894,0.7379945731,0.9289300937,0.0672894034,-0.0401020524,0.4478188096,1.6287773193,-0.0765595098,-0.1280158754,0.4557906479,2.5938532501,0.2668822305,0.2679063242,0.4983481401,-0.0354637797,-0.0072285445,2.1287122038,0.1075109721,-0.2486633961,-0.1095083857,-0.2430928978,1.3582962865,1.7024177213,0.6013237532,0.6334898934,1.6197582881,0.0372776528,0.8098630121,3.0971668291,0.0010604149,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,-0.0931709614,1.4761069679,-0.1197500205,-0.0664558089,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.4406913167,-0.0124034577,-0.0363831474,0.1115028196,0.3768321643,1.1201675758,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,1.2157194917,0.5131288470,0.6241121968,1.7100287346,-0.1199459792,0.2565123712,0.4776154854,0.8690730108,0.3435973456,0.8073990904,0.4500692432,-0.1099566451,0.0593719746,-0.0989793460,-0.1203307158,-0.1360977886,1.4667636421,0.0233612703,0.7355849647,2.3349697627,0.1048994176,-0.0795126762,1.1454639601,0.3946563084,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,-0.0793503276,BRCA
GSM481003,0.3007907103,-0.0628837672,-0.0692073683,0.2877502063,0.3061586227,1.0309285214,-0.1002396531,2.5114432043,0.3973698837,0.1101227322,-0.1516893194,-0.0067144994,1.3259332918,-0.2042405328,0.8103868588,0.8040623380,0.7902084636,0.0914481967,-0.0551309586,0.2624370770,1.5822581693,-0.0320325630,-0.1236682045,0.3250210694,2.2865577637,0.0943974674,0.4162924297,1.0770822940,0.0204832373,-0.1151960538,0.8208781174,1.4715424657,-0.1257941105,-0.1299268159,-0.1419386838,1.6018303342,2.4163282448,0.4942415375,1.0462392932,1.9719548359,0.0608519517,1.4016762564,2.5698548448,-0.0124293140,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,-0.1266500411,1.5995909609,0.2789530126,-0.0716271501,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.4434489308,-0.0164878158,-0.0964656634,0.0825805235,0.4223379152,1.1333078442,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,1.5458108518,0.5371550628,0.6049226272,3.1995868419,-0.0766953883,0.2222999979,0.5876617368,1.5404983274,0.3926736576,0.2719719032,0.4773078447,-0.1016684996,0.1131282425,-0.0371813529,0.3678463830,-0.1429027843,1.3210169064,-0.1128650076,1.6460385932,2.4549540671,0.1321838536,0.1190332978,1.3959826067,0.4604086661,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,-0.0319829624,BRCA
GSM481004,0.4733082638,-0.0120286066,-0.0682730252,0.3929689074,0.4136280409,1.1718887911,-0.1577521968,2.2194539971,0.4676012300,0.4210706907,-0.2391101478,-0.0146582856,1.0587875816,-0.2011653437,0.8890818098,0.7018607473,0.7554294536,0.0321022126,-0.0439653979,0.3193705141,1.6611578276,-0.0809765638,-0.1066800437,0.2758434620,2.1729679853,0.0639764964,0.4565757285,2.5220021768,0.1090250993,-0.0492128852,2.5183840991,1.6739334250,-0.1977293875,-0.2246398431,-0.1927705000,1.6827038777,1.9569436598,0.7031065965,1.1430110809,2.0826415886,0.1890115326,1.3433312625,3.0840943361,-0.0288742959,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,-0.1195634382,1.5031896006,-0.0322893260,-0.0003620527,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.4324569896,-0.0053747542,-0.0611670742,0.2967681568,0.5495924441,1.3982536542,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,1.4715695732,1.2485504977,0.4966396672,2.8820409113,-0.0907408854,0.2880970038,0.4072908132,1.1630562656,0.3364432512,0.4477677480,0.7094309197,-0.0486927830,0.0708280785,-0.1108125282,-0.0368083989,-0.0814708638,1.4022095196,-0.0583282519,1.7324149248,2.4934302717,0.0914597162,0.1043470586,1.4400380619,0.4613454718,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,0.1464914267,BRCA
GSM481005,0.7983672971,-0.0758807756,-0.0925683750,0.7559128657,0.3984561536,0.8377137407,-0.1595498767,2.3890128664,0.4302809539,0.2068608563,-0.1103455591,0.0304015636,1.3188462358,-0.1832310853,0.9670564680,0.7327531320,1.0908687503,0.0770652426,-0.0375340859,0.5904648845,1.4807582746,-0.0306531701,-0.1683066803,0.5546432902,2.3114442678,0.5774546972,0.3903404364,0.5863126215,-0.0447170497,-0.0388775236,2.3123772144,0.3897922044,-0.2033722807,-0.1439297993,-0.1125736402,1.3759988721,1.9105042447,0.8630593168,0.6809106159,1.8920790091,0.0661443981,0.7793831442,2.8895452333,0.3720061620,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,-0.0819878108,1.3645848670,0.4609039199,-0.0973110587,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.5140340507,-0.0761428344,-0.0381307079,0.0225950191,0.4403047296,1.3712493853,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,1.2129281088,0.1586607496,0.4447447957,2.7729318671,-0.1215470509,0.4676337253,0.3632583721,1.1279461384,0.4534288727,0.5362932858,0.5976829881,-0.0665274850,0.1918886058,-0.0554622218,-0.1027448054,-0.1383994270,1.3140131507,-0.0621204238,0.5123881329,2.4943833417,0.1227475022,0.0457376592,1.2396340239,0.5493073225,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,0.0748881821,BRCA
GSM481006,0.6102282105,-0.0446968372,-0.0610226503,0.5505344721,0.3921763096,0.6131046123,-0.1606978679,2.7993582883,0.4174783649,0.1912894818,-0.1162875150,0.0247047886,1.4356097507,-0.2291768656,1.2209734655,0.8024770168,1.0996662435,0.0934248020,-0.0243946056,0.6643883944,1.3146320589,-0.1508883867,-0.2032751216,0.5267736223,2.5094886421,0.3577389630,0.2354427614,0.4520055540,-0.0910276576,-0.0263599712,1.9709999030,0.7345458053,-0.1049547011,-0.1509048072,-0.1688726571,1.4395066746,1.8248747664,0.8481344624,0.8279588929,1.6438614859,0.1223146532,1.0869957842,2.7820571792,-0.0003746613,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,-0.1256054163,1.5441306196,-0.0461319976,-0.0106408464,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.4188138904,-0.0846453661,-0.0205332816,0.3496824755,0.3909603753,0.9865753614,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,1.3122026393,1.0691471357,0.5143065399,2.8575072951,-0.1162517042,0.3639865402,0.3491632068,1.0640574322,0.3380506146,0.5783400405,0.4666741335,-0.0274221951,0.0774115979,-0.1095530791,-0.0591356744,-0.1477345804,1.1998099668,-0.0351368830,0.9481664005,2.6509422727,0.1767319650,0.1659671659,1.1236223613,0.4692782080,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,0.4044486584,BRCA
GSM481007,0.3836162349,-0.0665360102,-0.1091924483,0.2756707471,0.2309822093,0.7229683679,-0.1408010811,2.4604020782,0.2757121727,0.1294501655,-0.0361999132,0.0693962222,1.2181181839,-0.0446292206,1.1343356063,0.6969900434,0.6895177521,0.0187699569,-0.0594928700,0.3499374598,1.4150039667,-0.0492152067,-0.1352403009,0.5209690785,2.2709788829,0.0829495256,0.2572633833,0.3051382034,0.0635063079,0.0419518193,1.5888246496,0.3815329463,-0.1695612810,-0.1511262000,-0.1798202869,1.4693711392,2.0019709589,0.7172199483,0.7820959147,1.7544682556,0.0016019143,1.3999506757,2.2132332134,-0.0786241875,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,-0.0836514095,1.4868055220,0.1430614591,-0.0579688576,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.4103662983,-0.0474711412,-0.0156919252,0.1702727380,0.2606000659,1.0516917631,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,1.4910032429,0.0249032191,0.5193731897,2.8559285004,-0.0979786190,0.2094873252,0.3947684393,0.2169134759,0.6869849099,0.3115602897,0.2434186208,-0.0349783328,-0.0378676735,-0.0479881281,0.1398046748,-0.0970773859,1.5900844355,0.0026085648,1.3011941914,2.3564071415,0.1683203725,0.0523188741,1.3381449249,0.1118762767,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,0.3768923105,BRCA
GSM481008,0.5217626055,-0.0786411340,-0.1022847509,0.9329660580,0.3457279783,1.3536448031,-0.1408923033,2.1300801171,0.4476290999,0.1979250253,-0.1402303537,-0.0033952392,1.2615825528,-0.1406718484,0.9561627172,0.6497903308,0.9398854532,0.0071927985,0.0040104141,0.3171693577,1.5773606507,-0.0616991531,-0.2036045082,0.1998051750,2.1560482681,0.1062172761,0.3088421996,3.7100130320,0.0322303700,-0.0779219265,2.6366142299,2.2164069593,-0.1578689768,-0.0432277814,-0.1796682819,1.2875107631,2.1130765477,0.5663450009,1.0276691739,1.6684907476,0.2086261566,1.2762110606,2.4474974322,0.0643475656,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,-0.1060613890,1.6687167920,0.0366716310,-0.0964413439,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.4415647174,-0.0769149952,-0.0421325161,0.1694990192,0.4047704326,1.0726860836,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,1.3571830794,1.8163475924,0.5585720231,2.9415273534,0.1081364036,0.3020598857,0.9020165747,1.0231049003,0.0843056362,0.2844155535,0.5394916288,-0.0688331930,0.0077770210,-0.1437051381,-0.0821399172,-0.1406099637,1.2373752406,0.0183143989,1.0562807394,2.4107195587,0.2110551038,0.0282589524,1.3797544043,0.2001410015,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,-0.0837222802,Control
GSM481009,0.5489170128,-0.0925829344,-0.1314133674,0.4141671401,0.2764711754,0.3397072764,-0.2270745653,1.7882246540,0.1436777954,0.2812716372,-0.1590186953,-0.0460119554,1.1639748752,-0.3330149019,0.7515524406,0.5076287837,0.8664243184,-0.0072369986,-0.0821720857,0.4197121219,1.4264966791,-0.0367782738,-0.2011497214,0.3250879490,2.0593769551,0.3526260266,0.1725846681,0.3269794668,-0.2402149611,-0.1702981595,0.9991316413,0.1852908233,-0.2203453198,-0.1940156351,-0.1676231830,1.0581297616,1.1429168019,0.4399121959,0.7593096520,1.4121935302,0.0623427681,0.6739098801,2.0585756833,0.0831366837,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.1955891928,1.2002787294,-0.0985022541,-0.1029173690,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.2971062577,-0.0512534837,-0.0866642194,-0.1362282480,0.2795271149,0.7096309500,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,0.9630623995,0.2536026579,0.2179962545,1.6956768731,-0.2472444937,0.0517636729,0.1325173036,0.2427701615,0.4328454778,0.3713083595,0.4242561069,-0.0637761413,0.0715685539,-0.1552172712,-0.1245508698,-0.1205459856,1.0942457432,-0.0480901508,0.6725121166,2.7050820288,0.2052960319,0.0289410084,0.7153020533,0.1667075575,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,0.0271284135,Control
GSM481010,0.6249280034,-0.1180296430,-0.0856121376,0.8322192047,0.3582406002,0.6525139230,-0.1403038260,2.1086231072,0.3798376370,0.3067598991,-0.0893704778,0.0036142197,1.0892066083,-0.0572229483,1.4438292494,0.7358219301,1.3039561975,0.0062863231,-0.0533458203,0.6331500416,1.4701154121,-0.1134077050,-0.1147065031,0.7057379800,2.1362189799,0.2218772557,0.3174347172,1.3842930889,-0.0780208683,-0.0221168976,1.8094631367,1.6296272655,-0.1438307749,-0.1489029545,-0.0178994006,1.3806106646,2.0214559557,1.0125633992,0.8721879155,1.7936493554,0.1809599443,1.1876550054,2.7471628225,0.1684411286,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,-0.0872663059,1.3031095667,0.0225883950,-0.0688042777,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.4726768376,0.0053278920,-0.0301696181,0.2085053455,0.5158594621,1.1154199801,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,1.2152642781,0.2311209826,0.4516097499,3.0530998179,-0.1211244072,0.7657218578,0.4001078805,1.3532863502,0.2637763904,0.8614470834,0.3878838463,0.0407279982,0.3634714415,-0.0223536321,-0.0689478631,-0.0678413932,1.2312859525,-0.1093509761,1.1145762462,2.6424743764,0.0754469297,0.2118905579,1.3444891074,0.4466109948,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,0.0420144455,Control
GSM481011,0.3773361022,-0.0137978302,-0.0661589997,0.2562781054,0.1895736574,1.1371545084,-0.1937270963,2.7272794777,0.4895673924,0.1974606326,-0.1973138971,0.0986143788,1.4613334589,-0.2463071451,0.7541625414,0.7795279973,0.7538124666,-0.0361745392,-0.0865289202,0.2530173084,1.5207398576,-0.0754183352,-0.0782974666,0.2512683526,2.0899075419,0.2600723965,0.2600992171,0.0802930284,0.0246799973,-0.0394266611,1.6893038817,0.2282059908,-0.1425343341,-0.0954395305,-0.2198452753,1.4644612165,1.9929131126,0.3715898003,1.3345354182,1.9562136729,0.0443784665,1.0963865406,2.8480850698,0.0234519974,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,-0.0478217234,1.4140396192,-0.0093488651,-0.0975409582,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.3431488292,0.0417571971,-0.0673564051,0.0978642043,0.3978262835,1.5733309313,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,1.4994342731,0.0447868341,0.6355269162,2.7200380696,0.1061483734,0.1213096739,0.5330254723,0.6447139097,0.7929640099,0.3925923205,0.3245543128,-0.1487344496,-0.0516900792,-0.0626981794,-0.0423061008,-0.1235076798,1.2472988190,-0.0040261240,0.4931039812,2.5080431916,0.0645896237,-0.0562693753,1.3676190143,0.3790538642,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,-0.0041702244,Control
