@relation data

@attribute id string
@attribute 11261 numeric
@attribute 1432 numeric
@attribute 1616 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 317 numeric
@attribute 4217 numeric
@attribute 4741 numeric
@attribute 4744 numeric
@attribute 4747 numeric
@attribute 4842 numeric
@attribute 54205 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5630 numeric
@attribute 572 numeric
@attribute 57679 numeric
@attribute 581 numeric
@attribute 5868 numeric
@attribute 5879 numeric
@attribute 596 numeric
@attribute 5961 numeric
@attribute 598 numeric
@attribute 6300 numeric
@attribute 637 numeric
@attribute 63928 numeric
@attribute 6506 numeric
@attribute 6647 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7133 numeric
@attribute 7157 numeric
@attribute 79139 numeric
@attribute 834 numeric
@attribute 836 numeric
@attribute 84134 numeric
@attribute 842 numeric
@attribute 847 numeric
@attribute 9973 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.8611027989,0.4174692793,0.8197669268,-0.0393430959,-0.0842877695,-0.1630744558,0.0317033734,-0.0107358682,0.0490472844,0.3129714777,0.1030333459,0.0368593611,0.0005258398,-0.0097749699,-0.0502834128,-0.1915679172,-0.0182527169,0.6486776985,1.4788247029,1.0400522820,0.1612316305,0.4517662190,0.5395283599,2.1106193876,-0.0407187870,0.1176751926,0.3923970497,0.2027706363,0.7895966098,0.3991677657,3.2701125443,-0.0618729870,0.3996426109,0.0871318146,0.6241121968,0.6887301476,-0.1447931698,-0.0002374172,2.6477843375,-0.1203307158,1.4667636421,0.0407503399,0.9853307140,1.7305131283,0.2685871031,0.0052920096,0.7675533033,0.3441887239,0.2394049198,-0.1308749324,BRCA
GSM481003,0.8260841547,0.3061586227,0.8100307297,-0.0783416078,-0.0567179674,-0.1368268711,-0.0741480512,-0.0093582275,0.0126731734,0.3069249565,0.1110656509,0.0367393828,0.3709838952,0.9044073647,0.2359668258,-0.1437845464,0.1319214864,0.5260021543,1.4940092098,0.8106030215,0.1265427291,0.4978785231,0.7071057357,2.3991614866,-0.0629141957,0.1079437497,0.8256779464,0.1766330116,1.1044230957,0.2197816760,3.4451596026,-0.0646676839,0.8525091633,0.2027870905,0.6049226272,0.7906400810,-0.1587073663,-0.0105612511,2.7052017749,0.3678463830,1.3210169064,-0.0150242090,0.9925875762,1.6023857737,0.1877753286,0.0413504756,1.2556327947,0.7539005348,0.3043369050,-0.1206382784,BRCA
GSM481004,0.8845133396,0.4136280409,1.3887278959,-0.0436245997,-0.0221125116,-0.1752176107,-0.0512530341,-0.0007544410,0.0063695379,0.3490753961,0.0268829770,0.1053847389,1.4391557442,0.1560831749,0.7360568340,-0.1105701636,0.0181169579,0.5568734760,1.5397735213,1.2435202534,0.1383806468,0.4221550408,0.5545792864,2.1534173294,-0.0351111331,0.0885420397,0.5918967704,0.1795501293,0.4883667428,0.2675627119,3.1503309594,-0.0883470983,0.3355301063,0.0731631404,0.4966396672,1.0386877479,-0.0972555234,-0.0069383934,2.3499542176,-0.0368083989,1.4022095196,0.8039232566,0.8802483742,1.4567593267,0.1754668737,0.0227122911,1.1303196681,0.5294298967,0.2741349299,0.0138040476,BRCA
GSM481005,0.8255034942,0.3984561536,0.6996099856,-0.0572476977,-0.0917996070,-0.1828394795,-0.0803474883,-0.0320623397,-0.0289277306,0.3806163611,0.1940816199,-0.0674943316,0.1453092483,0.0439948242,-0.0345874658,-0.1608383148,0.1081913242,0.8398691173,1.6021617843,1.1356134855,0.3057993211,0.4644701202,0.6868093671,2.4669886416,-0.0686842084,0.1439991749,0.5596565347,0.3523143971,1.0273913688,0.5047304571,3.0240586301,-0.0833753531,1.0664752275,0.1140465466,0.4447447957,0.7332842213,-0.1152613652,-0.0184596019,2.9997989983,-0.1027448054,1.3140131507,0.1196174981,0.9015575944,1.7020598093,0.0128515019,0.1452049680,0.8553219312,0.4136187493,0.2945727162,0.0286962650,BRCA
GSM481006,0.8436095273,0.3921763096,0.8282176453,-0.1580378624,-0.0737027144,-0.1798130357,-0.0373069271,-0.0297564328,0.0425456472,0.0284119511,0.0576291601,0.0920476306,0.7801415092,0.4901421748,0.0596305941,-0.2062268536,0.0367047245,0.6594483865,1.5006651944,1.0245994510,0.3482065284,0.5067868330,0.4674810317,2.6787843870,-0.0781638251,0.0522727690,0.4886666650,0.1801286247,0.8656490569,0.3324119622,3.3005572359,-0.0787858003,0.8918884398,0.1918322109,0.5143065399,0.5348292987,-0.1569815902,-0.0212718913,2.5241018831,-0.0591356744,1.1998099668,0.3729235640,1.3752852871,1.7559615007,0.1681962259,0.0978846997,0.6948633468,0.5213412684,0.2179931731,0.0116614561,BRCA
GSM481007,0.8502483182,0.2309822093,0.8751958659,-0.0592211258,-0.0584074570,-0.1595452834,-0.0217085710,0.0342799643,0.1174303185,-0.0651461341,0.0884708629,0.1340240605,0.0599110612,0.1407087208,-0.0459512810,-0.0890015231,0.0379549713,0.4920493394,1.1625167250,1.0916134130,0.2404658702,0.4350651474,1.1163454109,2.6515267472,-0.0757599017,0.6465486123,0.9255183645,0.1633460904,0.9085509542,0.3224442709,3.0947886640,-0.0395099294,-0.0976124506,0.1788453258,0.5193731897,0.8986499582,-0.0530207068,0.0059012931,2.5976988672,0.1398046748,1.5900844355,0.1503481193,1.2977375326,1.5292203955,0.1040986171,0.0586705186,1.0406859088,0.7313789074,0.2298235172,0.2655958385,BRCA
GSM481008,0.7475578486,0.3457279783,1.3893046330,-0.0120961942,-0.1242721472,-0.1415540114,-0.0586353774,-0.0189730318,-0.0285132210,0.3291079448,0.3583017097,0.3502357583,0.0137186776,0.1974133580,-0.0725106275,-0.2150531223,0.0158213981,0.7504032691,1.5366616944,0.8087446459,0.2826632336,0.4865003888,0.2473534204,2.4015404396,0.0051592408,0.0877691983,1.0612640086,0.2864397840,0.9423102802,0.3914852613,3.2627433132,-0.0483734958,0.3684775401,0.0997079746,0.5585720231,0.8953086573,-0.1261704511,0.0051838737,2.1214077659,-0.0821399172,1.2373752406,1.1995626164,0.9878225434,1.2692561225,0.3014857584,0.0279587975,1.0459482470,0.4864576326,0.1904267217,0.0439701005,Control
GSM481009,0.6688206773,0.2764711754,0.5448543259,-0.0763729922,-0.1016495514,-0.3551101820,0.0420216801,-0.0168746994,0.0371915324,0.0576242388,0.0577980618,-0.0540037800,-0.1490067704,0.0941744797,-0.0727651384,-0.2666216254,-0.0419632214,0.6549914120,1.4563478480,0.4472229415,0.1498070048,0.1471335525,0.2551399111,2.2685457769,-0.0175848331,-0.0169085372,-0.0767497015,0.1623237154,0.5673530965,0.2759424355,3.2104844170,-0.1458780054,0.7705255486,0.0380890368,0.2179962545,0.2611433211,-0.1344264271,0.0177018771,2.3663890571,-0.1245508698,1.0942457432,0.3269099770,0.9829903326,1.5455886313,0.2007991270,-0.0766929161,0.3333781926,0.3737636758,0.2013182675,-0.1000382461,Control
GSM481010,0.7652878618,0.3582406002,1.0247067609,-0.0958565252,-0.0837579101,-0.1186668222,-0.0592187406,-0.0600506980,-0.0134445900,-0.0026364843,0.1383740484,0.2321009186,0.7619555326,1.2410745230,1.2997560464,-0.1399874936,0.2049654462,0.7335124992,1.3844987064,1.0618852462,0.3126156600,0.4636299179,0.3259510165,2.2875249785,-0.0755643150,0.1477367531,0.7550900512,0.2671315793,0.8686887410,0.4433930765,3.1837559010,-0.0879259115,0.0026266385,0.0602844359,0.4516097499,0.8465682827,-0.1212306364,-0.0505535309,3.0150474759,-0.0689478631,1.2312859525,0.1169206984,0.7534921082,1.6900166025,0.3255459719,0.1088690767,0.8087938706,0.3622522485,0.4750303891,0.0449633663,Control
GSM481011,0.7990937517,0.1895736574,1.0044699116,-0.0165605314,-0.0813863640,-0.1678512817,0.0037944356,-0.0030932098,0.0333168130,0.6123021057,0.0393868066,0.1257654843,0.0261684234,0.0123771474,-0.0467342158,-0.1628566781,0.0471237373,0.4358141350,1.4936494496,0.7789269015,0.1755088156,0.6478326957,0.6543249066,2.7065248585,-0.0282108063,0.0749484782,0.8490704160,0.1866826064,0.8156974314,0.1468833473,3.1741475263,-0.0457399186,1.2590235321,0.0944211634,0.6355269162,0.5948791403,-0.0789207903,0.0254426051,2.9558201135,-0.0423061008,1.2472988190,0.4780643796,0.9952894231,1.7132033198,0.3104807229,-0.0036057916,0.8205929951,0.5318953696,0.1719347363,-0.0782024614,Control
