@relation data

@attribute id string
@attribute 10144 numeric
@attribute 10276 numeric
@attribute 10395 numeric
@attribute 10451 numeric
@attribute 10928 numeric
@attribute 11214 numeric
@attribute 1123 numeric
@attribute 1124 numeric
@attribute 116984 numeric
@attribute 116985 numeric
@attribute 117289 numeric
@attribute 158763 numeric
@attribute 171177 numeric
@attribute 1894 numeric
@attribute 2 numeric
@attribute 221472 numeric
@attribute 2245 numeric
@attribute 23092 numeric
@attribute 23221 numeric
@attribute 23229 numeric
@attribute 23263 numeric
@attribute 23365 numeric
@attribute 23370 numeric
@attribute 23380 numeric
@attribute 23433 numeric
@attribute 23526 numeric
@attribute 257106 numeric
@attribute 25791 numeric
@attribute 26230 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 27237 numeric
@attribute 29 numeric
@attribute 2909 numeric
@attribute 29984 numeric
@attribute 3633 numeric
@attribute 387 numeric
@attribute 388 numeric
@attribute 389 numeric
@attribute 391 numeric
@attribute 392 numeric
@attribute 393 numeric
@attribute 394 numeric
@attribute 395 numeric
@attribute 396 numeric
@attribute 397 numeric
@attribute 398 numeric
@attribute 399 numeric
@attribute 4168 numeric
@attribute 4649 numeric
@attribute 4650 numeric
@attribute 4952 numeric
@attribute 50649 numeric
@attribute 50650 numeric
@attribute 51291 numeric
@attribute 51306 numeric
@attribute 5296 numeric
@attribute 54509 numeric
@attribute 55288 numeric
@attribute 55635 numeric
@attribute 55789 numeric
@attribute 55843 numeric
@attribute 57381 numeric
@attribute 57449 numeric
@attribute 57514 numeric
@attribute 57522 numeric
@attribute 57569 numeric
@attribute 57580 numeric
@attribute 58480 numeric
@attribute 58504 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 64333 numeric
@attribute 64411 numeric
@attribute 6453 numeric
@attribute 64857 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 7074 numeric
@attribute 7204 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 79658 numeric
@attribute 79822 numeric
@attribute 80728 numeric
@attribute 83478 numeric
@attribute 84033 numeric
@attribute 84144 numeric
@attribute 84986 numeric
@attribute 85360 numeric
@attribute 8874 numeric
@attribute 89846 numeric
@attribute 89941 numeric
@attribute 8997 numeric
@attribute 90627 numeric
@attribute 91614 numeric
@attribute 9181 numeric
@attribute 9322 numeric
@attribute 93663 numeric
@attribute 9411 numeric
@attribute 94134 numeric
@attribute 9459 numeric
@attribute 9743 numeric
@attribute 9754 numeric
@attribute 9824 numeric
@attribute 9828 numeric
@attribute 9886 numeric
@attribute 9901 numeric
@attribute 9908 numeric
@attribute 9912 numeric
@attribute 9938 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0181731357,0.9690867295,1.1653025805,-0.0326138439,0.6854532650,0.1280452925,0.2033367676,0.1764882262,0.2424879394,0.0752260678,-0.0645978094,-0.1840367374,0.0385933436,0.0775998607,0.4645407777,-0.0478853417,0.5005847514,0.1469324437,0.1544235841,0.2022540038,-0.2147165674,0.1206888382,2.8973255952,1.0201594162,0.2135572422,0.0021775573,-0.0552964139,-0.1230325037,0.1727772389,1.5691557874,2.5027934015,-0.0963834492,0.4093179396,0.3163274045,1.0756498818,0.1396813961,2.3560742060,1.2771876843,1.6387094258,1.3281647927,1.2856327950,-0.0923457111,0.5145896167,-0.0408925212,1.1453010898,0.4622597255,0.2488075483,-0.1038761917,-0.0710749992,0.0984805275,0.8217109225,0.5482661216,0.4801460121,0.5397403194,0.1070277548,0.3781432621,1.1555331424,0.0534481907,0.3708191948,-0.1063902819,-0.1567769964,-0.0896226902,0.2140993964,-0.1814430618,0.8746863329,0.0744925754,0.5815612384,-0.1493795969,0.3527812859,0.0193919604,3.2701125443,0.7911284625,-0.1825565849,-0.0801486851,0.5296690137,-0.0033423958,0.4238998022,0.7849642666,0.2573466731,-0.0234144181,0.2904654710,0.6535986927,0.4244473530,-0.0056752554,-0.0023895863,0.9991486802,-0.1444676156,0.4823913608,0.2111608545,-0.0236175401,-0.0689384927,0.2325054142,0.5924200276,0.1577197406,-0.0493697333,0.9246227749,0.0524773360,0.4972156629,-0.0991626859,1.1541396589,0.7566002331,0.4613022184,0.0278639876,0.0477693399,0.5672101140,-0.0027959566,0.0804090380,-0.0551408336,1.3693501800,2.1064708233,-0.0044051602,1.0296739369,-0.0172567156,0.5987831983,0.2411862325,BRCA
GSM481003,-0.0411328180,1.4268718887,0.8777218947,-0.0231692680,0.6800606993,0.1338368257,0.3988255031,-0.0677879461,0.6766457814,0.3174974310,-0.0409973589,-0.1478133066,-0.0244065040,0.1170370472,0.2761680131,-0.0133583776,0.6715946960,0.0152069569,0.3855670541,0.1688495674,-0.1097599240,0.0953503352,3.1484793293,1.1923801803,0.0658783226,0.1769958556,-0.0516806803,-0.0147724892,0.2128589997,1.6461487189,2.3481266499,0.0214152868,0.6370275887,0.2662321729,1.2251409801,0.0219264541,2.2548772812,1.3222772131,2.1074112058,1.9281432134,1.4303203701,-0.0143992958,0.3141893047,-0.0489048387,1.4418869596,0.9470082469,0.3199266732,-0.1142412126,-0.0781305797,0.0618562135,0.5326408325,0.4768587798,0.4711220712,0.5172265816,0.2102524908,0.2806328155,1.4443705760,0.5807920002,0.4443208953,-0.0980953709,-0.0217205089,-0.0719634758,0.2575055541,0.0189597536,0.7971555424,-0.0135800610,0.4375762916,-0.0438680094,0.4344674846,-0.0071054548,3.4451596026,1.8047334209,-0.0432929028,-0.1266487328,1.4115826412,-0.0656398241,0.5975429522,0.7615024755,0.3769451761,-0.0553885548,0.0839562974,0.3559159044,0.2302531050,-0.0640276709,0.1084957430,0.5933402836,-0.0546692059,0.9415563443,0.0616335016,-0.0196646343,-0.0673546071,-0.0619161049,0.7365341154,0.0871189219,-0.0950534017,1.4003549254,0.3499204872,0.2347696542,-0.0829809761,0.8408122492,0.6187450702,0.3036629524,0.2186843034,0.0516622148,0.2962089152,-0.0074776538,0.0383701863,-0.0700422605,1.1462536677,1.4203251071,-0.0365102059,0.9389693836,0.0408511106,0.4653440085,0.1941480732,BRCA
GSM481004,-0.0191709659,1.1368801314,0.9611543842,-0.0307725794,0.7008573280,0.0963389270,0.3273378457,-0.0355497392,0.1764670457,0.2760547237,-0.0826259005,-0.1023203224,-0.0757456110,0.0782573644,0.1296651321,-0.0107281020,0.6330232060,0.0665235370,0.4313968231,0.2752154278,-0.1533938454,0.1328991915,2.9972924922,1.1318192096,0.2225306472,0.0426446086,-0.0794578535,-0.0742796901,0.2881344773,1.6421943874,2.2978463620,0.0359183101,0.6672094362,0.3542718301,1.3437041140,0.0713985673,2.2044553339,1.1584445268,1.3840411529,2.0184366770,1.2159749258,-0.0436296604,0.4544313495,-0.0627299798,0.7845555319,0.4108253932,0.2231266112,-0.1360754046,-0.0783212090,0.0763759505,0.7854113459,0.6140044444,0.5861610361,0.8629887241,0.1865094804,0.1891889364,1.2018412555,0.2459502544,0.4106102142,-0.1617750050,-0.0969979934,-0.0825609517,0.2761916922,0.0202158426,0.8359015419,0.0114761360,0.4856682694,-0.1145462067,0.5090892706,0.0503410633,3.1503309594,1.8457994221,0.0235277364,-0.1099492880,0.6547500696,-0.0399284600,0.8286074771,0.7668976274,0.3770500924,-0.0500999228,0.1372055122,0.1908394388,0.4023250320,-0.0649329242,0.0092281189,0.6959446337,-0.1124738346,0.4161821402,0.1440312824,-0.0480629229,-0.0632633941,0.0684070644,0.8386577582,0.0842149444,-0.0695647807,1.2739459275,0.0916671008,0.2296199557,-0.0244812894,0.7983339448,0.8604009036,0.3972717903,0.1887620694,-0.0316677625,0.8315192394,0.0403786980,0.1275522817,-0.0276654235,1.3311144782,1.3726946381,-0.0048373979,0.9594489667,0.1181112285,0.4859332624,0.2163254187,BRCA
GSM481005,-0.0014183917,1.4850009118,1.2748777249,-0.0564037240,0.8150747685,0.1081407288,0.5452488850,0.0574656656,0.5713001229,0.1474218717,-0.0579748021,-0.1397347394,0.0157882521,0.1567583789,0.0278951197,-0.0297862833,0.2841802854,-0.0008586649,0.1714497030,0.3392045438,-0.1201931883,0.1197699101,2.5402811104,0.8774514512,0.3597899402,0.1202573521,-0.0614234346,-0.1369087202,0.1946313770,2.2849479170,2.3618305622,-0.0088546342,0.5094793110,0.3095598578,0.9643799623,0.1112757047,2.3612720490,1.1072648684,1.5323671252,1.2930419892,1.3032034635,-0.0627001272,1.0202225883,-0.0715186300,1.2518462484,0.4076916931,0.3163320357,-0.1465047039,-0.0811018124,0.0487453661,0.6031414053,0.6226351128,0.4735783255,0.2616536821,0.1541239062,0.7343729013,0.9524374414,-0.0095514118,0.6347686873,-0.1548340471,-0.1343059759,-0.0879947616,0.5277854146,-0.0518859118,0.5983978527,0.1697341890,0.7940591411,-0.1436538813,0.4296011125,0.0206433007,3.0240586301,0.9297815149,-0.0208791407,-0.1243659107,0.3963016160,-0.0700711419,0.3306360611,0.7326186685,0.1642662317,0.0180744121,0.2881692323,0.5558878461,0.5034101729,-0.0950495207,0.0036584168,0.8645605629,-0.0902387458,0.7144491398,0.1141769427,-0.0671164690,0.1237441311,0.4128514417,0.7190125407,0.0488178599,-0.0514490982,0.8408773328,0.0152960924,0.7396885324,0.0871450380,0.9312694087,0.7159352386,0.7719544064,0.2107235970,0.1146806047,1.0253801594,0.0616507958,0.0300773574,-0.0463857669,1.5126325041,1.4699400796,-0.0193651397,1.2652555668,0.0533158688,0.6036284129,0.1866518880,BRCA
GSM481006,0.0336149113,1.0808971419,0.8216877006,-0.0841016283,0.5591097990,0.1934795560,0.1616002170,0.0686441107,0.7172143031,0.2051040047,-0.0583284508,-0.1262914515,-0.0545312287,0.1575621885,0.6220273757,-0.0192464166,0.5645022625,0.0366433948,0.4482548358,0.2106966805,-0.1284431687,0.1205287743,2.8568024108,0.9625575279,0.3610722401,0.1185193794,-0.1232467473,-0.1160696300,0.2100061820,1.9435506762,2.3209303766,-0.0590804831,0.5767764330,0.2718983890,1.1702892774,0.1564790620,2.5397693236,1.3032351309,1.9966333806,1.0355297161,1.3894741536,-0.0294492651,0.9667708274,-0.0712340471,1.4007645882,0.5611030732,0.4895944512,-0.1017423167,-0.1302001907,0.0703886751,0.5705484411,0.5443858127,0.5284510339,0.6794934808,-0.0036314128,0.4390394198,1.1112498336,0.2529198596,0.4221639929,-0.0773797207,-0.0482383652,-0.1045439157,0.2382307169,-0.1382315664,0.8384261726,0.1789698408,0.6183469655,-0.0668901430,0.3525477610,-0.0086408527,3.3005572359,1.1112692641,-0.0495605654,-0.1104953908,0.8617629559,0.0207567108,0.4257632743,0.8822284468,0.1961396041,0.0128678733,0.2175775908,0.3958835783,0.4431047085,-0.1211343683,0.0232389788,0.6371814043,-0.0232584533,0.8683193160,0.0825584609,0.0678498665,0.0916481724,0.2599740647,0.4670390064,0.1569244603,-0.0550709022,0.8963107247,0.2210786755,0.5614326206,0.0374873555,1.2168710813,0.8018713808,0.4678481681,0.1065994358,0.1954215918,0.9315912557,0.0202441819,0.1357702451,-0.1150006575,1.4159072116,1.2360611754,-0.0847796116,1.3620353363,0.0920939420,0.9018737686,0.1984657517,BRCA
GSM481007,-0.0282777848,0.5420622462,0.4312661625,-0.0341735956,0.5351270335,0.1221090665,0.1828322746,-0.0291920494,0.7841891349,0.3582103150,-0.0234589414,-0.0516969554,0.0153108249,0.1995382669,0.7984659650,-0.0362173783,0.9838866590,-0.0371881423,0.5595876244,-0.0285087065,-0.1163244512,0.0571031523,3.0173221693,0.5710306652,0.1390897424,0.1286334479,-0.0605850669,-0.0839940188,0.0133216111,1.8873771614,1.5268680864,0.0307996508,0.6597966601,0.2271756674,1.6851754514,0.0164260102,1.9990592401,1.2450055286,1.9481498301,1.3797527337,1.2698502072,-0.0809328982,0.5475669987,-0.0454993123,1.1660413659,0.2387859241,0.6814527341,-0.0749818668,-0.0880929150,0.0492769915,0.3502210345,0.2612594591,0.4979078904,0.9978991152,0.2182010422,0.4764212581,1.4279245571,0.6222226229,0.3726857161,-0.0490010979,-0.0546615449,-0.0758853365,0.1977239495,-0.0198365795,0.7352474747,-0.1075234941,0.4542226236,-0.1126914493,0.8321109876,-0.0440411722,3.0947886640,1.6025384089,-0.0361170458,-0.0803614525,0.5685341080,0.0341657985,0.4223282600,0.8779219021,0.0959797245,-0.0621160632,0.2030390211,0.1090552003,0.2061097287,-0.0768376531,0.0575834834,0.3410338442,-0.1450248403,0.8458676273,0.0556913612,0.0486504506,-0.0695624830,-0.1518095710,0.5625457358,0.1085153274,-0.0493062391,1.1523823187,0.1635844609,0.2661231104,-0.0672299169,0.9169253635,0.8784144397,0.6959127936,0.2274804437,0.0175777069,0.3496775628,-0.0248570354,0.1380458104,-0.0378607568,1.6700600834,0.2282156333,-0.0449651944,1.0522149789,0.2316918652,0.4431329041,0.2322261396,BRCA
GSM481008,0.1005076472,2.0539053398,0.9321235388,-0.0587467358,0.7241649516,0.1275502817,0.8379873334,-0.1170386907,0.3728386466,0.2518231767,-0.0951423888,-0.0747021723,-0.0310716861,0.5515693240,0.0286161591,-0.0098432555,0.9706925899,0.0743190686,0.2678262276,0.0352268052,-0.1339751984,0.1181333933,2.8072107830,0.7120074366,0.2983536325,-0.0312203454,-0.1038548896,0.1130976237,0.1274224225,2.3074568361,1.9950440972,-0.0348471312,0.5800506662,0.3316378098,0.9975902137,0.0280664366,1.7342027903,1.2663560211,1.2673418635,1.9804673527,1.1527615287,-0.1088612034,0.5509530001,-0.0382777336,1.0340836306,0.2336067353,0.2334671770,-0.1393994816,-0.1160705780,0.0826189717,0.5897740507,0.3723985100,0.3693943201,0.4561195742,0.2592766791,0.2678655983,1.1462765579,0.1714593732,0.5619843067,0.2124254888,0.1238338782,-0.0333550215,-0.0139379212,-0.0444375504,0.6059186599,0.1214026098,0.1974814174,0.3139986474,0.0890311357,0.1151906978,3.2627433132,1.8644267959,0.0181689856,-0.0598626767,1.3140591830,0.0149941920,1.0337894854,0.6225703634,0.4423311165,0.0012555714,0.1490175020,0.2441576069,0.4555317293,-0.0584359721,0.0569410248,0.7143386990,-0.1578816351,0.8501603604,0.1471608492,-0.0914937159,-0.0538076453,0.2638130171,0.9316942901,0.0616711039,-0.0787753973,1.5785863996,0.0071163766,0.4145877100,0.1502100211,0.7688564698,0.9888388503,0.6291046557,0.1151846586,-0.0380562781,0.4601788066,0.0574830935,0.0649271071,0.2646150681,0.7421005255,0.6274189221,-0.0333633602,1.2075693782,0.0738077762,0.4382573868,0.1960819449,Control
GSM481009,-0.0031629302,0.7059115162,1.0001556239,-0.0990485983,0.5198089516,-0.0079500419,0.2845437323,-0.1070886314,0.2196928420,-0.2477786861,-0.1126215265,-0.0646500988,-0.0700702990,0.1469579459,0.3842784293,0.0068995485,0.2331039541,0.0387827425,0.0921955579,0.0167494812,-0.2017795242,0.0994998306,2.4770559304,0.4853728315,0.3404112140,-0.2081116428,-0.1429678888,0.0131859442,-0.2134766084,1.8612376377,2.3891541138,-0.1936102202,0.2992236726,0.2152201382,0.8015639985,0.1118237544,2.2850365361,1.2243885219,0.8028215208,0.9558427978,1.4164103933,-0.0214670029,0.6264597443,-0.0061424237,0.5232538580,0.4913277809,0.0086056607,-0.1722902000,-0.0439415300,-0.0502062099,0.1026662290,0.3019401968,0.0387253841,0.4051912815,-0.0963722025,0.5898279630,0.6547553167,-0.1215894088,0.3008362255,-0.0482893065,-0.0723883802,-0.1429777403,0.2962163546,-0.3575855699,0.4927400070,-0.0428069517,0.8101196202,-0.2484447203,0.4471616740,-0.0881019203,3.2104844170,0.7943820304,-0.1872259752,-0.1951421718,0.1914585770,-0.0048351571,0.2639122234,0.7109363042,0.0603736136,-0.0048567386,0.0807280921,0.2955456314,0.1698026346,-0.0048604058,-0.0540411155,0.4587352475,-0.1060785996,0.3275758230,0.0184486922,-0.1103804397,0.0470089012,0.0112993869,0.2838411664,0.0656985323,-0.0923224752,0.4910250096,0.0659846506,0.3371375791,-0.0979479425,0.9741334927,0.4257872387,0.3838670310,0.1478981803,-0.0219624919,0.7020718792,-0.1007765412,-0.0784221273,-0.0619124922,0.8698973356,1.2048771052,-0.0747395321,1.2251294386,-0.0795205561,0.2893647197,0.2414110834,Control
GSM481010,0.0419939286,1.4430204034,0.9823457247,-0.0673315320,0.8254857898,0.1561197726,0.3443731277,0.0347501312,1.0967100337,0.2051516440,-0.0634506427,-0.1080580824,-0.0383408207,0.3850530298,0.3918815686,-0.0527798400,0.3028617397,0.0204636710,0.2765083685,0.2714304265,-0.0904884087,0.1779702014,2.5389421053,0.9368031445,0.4293198345,0.5712070018,-0.0597431090,0.0054352671,0.2552389921,2.0183881894,2.6467682272,-0.0174332366,0.5728910059,0.2999584299,1.1795738489,0.0645748584,2.1533832948,1.1356745677,1.8321906031,1.4798714121,1.0119739109,0.0014003146,1.1964324483,-0.0859107281,1.2173758137,0.4292223471,0.6900834024,-0.1223527236,-0.0878936532,0.1408481049,0.5719973968,0.5018110811,0.5301368579,0.6277128887,0.1739203187,0.4134068340,1.1194783820,0.2202525477,0.7754669469,0.0060254058,0.0432944231,-0.1130904276,0.4199770445,-0.0296422710,0.5349119153,0.0944063394,0.8181074327,-0.0319732958,0.7766043766,0.0033605387,3.1837559010,1.3407380601,0.0244037201,-0.0814987625,0.7607271338,-0.0131988167,0.5124889152,0.9860387906,0.2370666653,0.0688335455,0.2435579410,0.1492879673,0.4551148628,-0.1376485593,0.0842259519,0.7626146430,0.0742606151,0.5431491393,0.1330160854,0.0110264553,-0.0130188095,0.2583378486,0.7255578654,0.1186533748,-0.0333315845,0.9639839100,0.2280718278,0.5604146399,0.0814173014,0.8386362549,0.6932727254,0.8873102898,0.2375697481,0.1221883289,0.7012065333,0.1470429869,0.0332637016,-0.0344995096,1.1007788704,1.6004875766,-0.0291481853,1.5083623987,0.0040510554,0.6950426745,0.2052486207,Control
GSM481011,0.0033626513,0.6575203368,0.8198903559,-0.0442146932,0.5819455573,0.0630914663,0.1308517440,0.1600170877,0.3489973088,0.1296426628,-0.0599965737,-0.0897967406,0.0070944791,-0.0393713925,0.1401442280,-0.0029207791,0.5668585264,0.0140128614,0.4602497226,0.0757633608,-0.1806019036,0.0948011485,2.9202642839,0.4674448802,0.1589345597,0.0541171944,-0.0746147707,0.0223361996,-0.0766534268,1.9158500320,1.7353292109,0.0115171513,0.4878626819,0.2272050983,1.5371240134,0.0125335493,2.2447497329,1.3839726604,1.8088489324,1.9169715047,1.4359601559,-0.0435596113,0.4608853212,-0.0490723567,1.3237589057,0.7323982264,0.3888664891,-0.1223907383,-0.0302692440,0.1227608847,0.4764029046,0.3795575854,0.5726833043,0.1864422328,0.1246252550,0.2006057185,1.3710955015,0.1403009952,0.1669244332,0.0481460090,-0.0353386166,-0.0907010918,0.3671215815,-0.0342315707,0.4972323013,0.0099024671,0.3513818811,-0.0797279875,-0.0339501188,0.0284717729,3.1741475263,1.5971835990,-0.0108052118,-0.0355253763,0.2833982350,-0.0132821193,0.4220466438,0.6513424288,0.4613780722,-0.0475626586,0.0857347009,-0.0608331135,0.3048086891,-0.0547222076,0.0532967153,0.4628949402,-0.1090694330,0.6937275299,0.1049926782,-0.0829326831,-0.0319408811,0.0068641421,1.0880533612,0.0474358449,-0.0449031658,1.4012986678,0.0274552795,0.2078198339,-0.0561443195,1.0655502437,1.0479519816,0.4810517437,0.1325598588,-0.0293058675,0.4208626890,-0.0665432006,0.0387725587,-0.0257359888,1.9914872795,1.1187207103,-0.0297064796,0.7118958564,0.0978761279,0.4417740506,0.2254770854,Control
