@relation data

@attribute 10007 numeric
@attribute 10020 numeric
@attribute 1116 numeric
@attribute 132789 numeric
@attribute 140838 numeric
@attribute 1727 numeric
@attribute 197258 numeric
@attribute 2582 numeric
@attribute 2584 numeric
@attribute 2585 numeric
@attribute 2592 numeric
@attribute 2645 numeric
@attribute 2673 numeric
@attribute 27159 numeric
@attribute 2762 numeric
@attribute 2821 numeric
@attribute 29925 numeric
@attribute 29926 numeric
@attribute 3073 numeric
@attribute 3074 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 4351 numeric
@attribute 51005 numeric
@attribute 51700 numeric
@attribute 51706 numeric
@attribute 5236 numeric
@attribute 5238 numeric
@attribute 5372 numeric
@attribute 5373 numeric
@attribute 54187 numeric
@attribute 55276 numeric
@attribute 55577 numeric
@attribute 55907 numeric
@attribute 5973 numeric
@attribute 64841 numeric
@attribute 6675 numeric
@attribute 7264 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 80146 numeric
@attribute 80201 numeric
@attribute 80896 numeric
@attribute 8790 numeric
@attribute 91373 numeric
@attribute 9945 numeric
@attribute Class {Control,BRCA}

@data
11.50889917,9.388104019,5.002265111,6.84532745,6.064411413,12.630340905,9.120316378,6.06804707467,10.82495499,7.693696755,7.98262638267,5.30303857733,9.9380304435,5.131979075,10.91242928,11.56304622,7.29428400667,8.322965967,7.107010728,12.91155214,7.421314376,8.5486277015,6.873785904,8.261943431,8.733584087,6.9142259635,10.59551884,13.05207472,8.19687992,11.09465688,9.069611633,8.066090704,8.461204311,10.94344908,10.25523827,9.860497734,5.934641074,8.483192145,7.802986618,10.31612343,9.2403386986,5.78110476,4.993687096,7.495029094,4.944403139,7.983037945,9.221031882,Control
11.57911804,8.86238252,4.948847562,7.3052038585,5.7089688895,12.364742135,9.547512066,6.37405258967,10.96917084,7.52423258367,7.94627691567,5.53179062767,9.34545895,4.687873886,10.97474459,10.75019637,7.496571276,7.863043524,7.267093607,12.58278655,7.25216743275,7.2752951695,6.491216266,7.772151447,9.001190806,7.5204845035,11.22088178,12.4173608,7.8981199535,10.80184598,8.776664244,7.961523672,8.200838696,10.96031353,10.32589273,9.692742386,6.029679945,8.13647996,8.148376321,9.963792397,8.5570668926,6.052248095,5.272407006,6.8134517485,5.730104109,8.350719474,8.663425681,BRCA
11.84250171,9.169975799,4.98710623,7.2160195605,6.36252366,11.906069465,9.900180431,6.606422928,11.18656944,7.470634852,8.13287189367,5.131792113,9.29320491,5.0755294435,11.43117909,10.62223972,7.85701201933,8.14548812,7.144329712,12.7645524,7.24124136325,7.4405797005,5.458620899,8.308476836,9.606803599,7.7027483795,11.24731951,12.5439804,7.768234763,10.85319669,8.905538281,8.596843038,8.457135749,11.11641563,10.876383605,8.782311189,6.150159168,7.971286497,8.34267599,9.672182718,8.1375869088,5.461734198,5.73478497,6.737364204,5.258529523,8.385475393,7.009271932,BRCA
11.6951762,9.791635483,5.480516577,6.857736739,5.3023749965,12.051463945,10.31926034,6.655246754,11.23595455,6.659588438,8.21974876233,5.41224549733,9.2711507935,5.110750134,11.54965727,11.00318779,7.751208527,7.815224756,7.302047389,12.23971048,6.9620171695,7.744375252,5.78869305,8.097454264,9.087834821,7.87915491,11.89889998,12.11865571,7.302575321,10.98982397,9.596479163,8.61710112,8.602996767,11.10430408,10.207822372,9.403811531,6.734273105,8.196443679,8.812242398,10.4210605,7.9965682378,5.82324701,5.264171629,6.492776151,5.352274105,8.373899518,7.497774262,Control
11.25835125,9.775001605,5.371568663,7.208103811,6.583437966,12.18315503,9.578863787,6.98412943333,10.93000936,7.682119137,7.93525592667,5.381060378,10.2137771165,5.0225497605,11.6005403,10.69578097,7.97934030033,8.109830832,7.176525051,12.64120964,7.11097001925,7.708490746,5.48205062,7.975462708,8.899841107,7.1903807415,10.93087057,12.73257984,8.1382193535,10.63866242,9.119162341,8.455883152,8.369075052,10.86107549,10.67625776,9.120497827,5.814557632,8.973741217,9.380310145,10.08386525,9.0660444806,5.917319114,5.287630431,6.7507975,6.012127959,7.866569768,7.738600872,BRCA
11.2607492,8.87800578,5.346435058,7.190084276,6.750035278,12.761541375,9.908242911,6.520756373,10.53077724,7.77745622733,7.49306242033,4.78029427967,10.046922905,5.16681982,10.85995812,10.84878354,7.55152160167,8.3025631485,6.875169162,13.1958974,7.27924073425,8.2776170305,8.361890192,7.698810782,9.195151403,7.3420734175,10.59102464,13.00468928,8.298945895,10.34544991,9.390115808,7.998450984,9.459688332,11.19313431,10.32271566,9.473604861,6.760823468,9.400581223,7.917821266,11.03013967,8.716050116,5.21024395,4.997982479,9.1593805205,5.778347403,7.861740043,9.604535218,BRCA
11.38561723,8.814022522,5.491381137,6.784944195,5.818745464,12.19115058,10.47070999,6.63505526467,11.69692854,7.05016451767,7.62765243967,5.24441804267,9.1164030025,5.570627879,11.21644291,10.50240945,7.48806720833,8.1446847535,6.888624921,11.98494007,7.07306347475,6.820861544,5.69405225,7.278707598,9.08890821,7.9078998975,11.96905199,11.57190206,6.754765557,11.10737094,9.547121611,8.037328852,8.110210699,11.10430408,9.7533171915,10.11144907,6.541565657,8.31464116,8.590101509,11.19460776,8.259227047,6.060269679,5.499615714,7.282274332,5.129706745,8.034470399,8.010809379,BRCA
11.56651327,9.302679545,5.273526379,7.4832238145,6.3602279605,12.40260016,9.305709021,6.52519494567,10.93212267,7.69310850267,7.93371239367,5.44014183767,9.725809339,4.3848038115,11.23083122,10.36033166,7.56811039667,8.386814997,6.929261738,13.13613647,7.13942682425,7.287694177,6.59332062,8.426328841,8.906771211,6.9793316775,10.6860017,12.2754728,7.92435404,10.83708803,8.77081346,8.222953198,8.761568788,11.19380271,10.644290145,9.870133933,5.567584424,8.44315193,8.218395073,10.27454155,8.6703653428,5.491621645,5.368952732,7.515470398,4.846005888,7.94040335,9.578250555,Control
11.36882578,10.49310768,5.048553625,7.0455505575,6.639384926,12.18368905,9.755063289,6.43548509533,11.09785784,7.47865214433,7.80737483733,5.20127672467,9.6142033185,5.214945087,11.7240492,10.91468805,7.33071672433,8.2567879515,7.03656137,12.50103733,7.363162919,8.1547705925,5.425183376,8.653795517,9.103209852,7.2173964665,10.864964,12.13760287,7.7936257375,10.52153201,9.323032869,9.006284785,8.758657228,11.09488611,11.01505491,8.838747853,7.046281298,8.808434225,8.871474925,9.99487707,8.08941919,5.364932404,5.442455259,7.2783141065,5.080030024,8.114186267,8.240840365,BRCA
11.3442156,9.470750946,5.492022402,6.937991748,6.387663615,12.370331835,9.872709937,5.970522876,10.67145286,7.33232435,7.86898479467,5.52820953933,9.3968847235,5.0229459345,10.46549017,11.07513166,7.229776611,7.820558902,7.095347239,12.53522562,7.0345246175,8.182674481,5.938292408,8.06060289,9.357591109,7.6191648385,11.55392216,12.71973005,7.3925929705,11.31492605,8.686361438,8.443410974,7.73787453,11.23824666,9.930855751,9.554464685,6.086301455,8.587403553,8.103499115,9.804115337,8.993405749,5.647898183,5.641120592,6.811098421,5.726293954,8.138465245,7.178916585,BRCA
11.4091179,9.33928279,5.127128959,7.0565027555,5.821211436,12.76854106,10.14854685,6.37083741633,11.44004913,6.34098043033,8.429694467,5.520952032,8.911960349,4.968982059,11.0724812,11.66763062,7.88913040667,8.4027013735,7.279241735,13.09870741,7.0127930545,8.3253168705,7.01100671,8.547088405,9.926592927,8.2630990645,11.07296681,12.53965448,7.9747093635,11.2808811,9.138438926,9.293288355,7.656963092,11.73219511,10.1038576125,11.02231599,5.62600922,8.850976841,9.614958763,10.14962047,8.3681031852,6.181605124,5.203799462,7.7114455925,5.240897443,8.554062253,9.559215089,BRCA
10.98603064,10.47490271,5.541957134,7.6143430595,6.3742966585,12.622983295,9.799071567,6.30426301567,10.71573921,7.75967935467,7.74400371033,5.419747676,9.7916942555,5.4073719905,11.10704394,10.82171841,7.71480463,8.003198861,7.077032319,12.93044173,7.20574551525,8.033782948,5.895794131,8.223689368,9.000916275,7.210702954,11.00891197,12.55486108,8.3639166725,10.63522863,8.73696091,8.340875026,8.54296522,11.15845524,10.611148015,9.887518083,6.279662229,8.58662508,7.975333728,10.26892824,8.7738329156,5.684686388,4.79000478,7.9221589695,5.570775033,7.97381376,8.709412238,Control
11.09785784,9.440817855,5.212774804,7.331284489,6.303648135,13.19910635,9.542248919,6.262064587,10.74066222,7.45897237667,8.04746915367,5.49564778167,10.019985327,5.446263496,11.33884516,11.2498099,7.53586380367,8.0372356745,7.574709175,12.70456839,7.229572549,8.8292487585,6.846528182,8.226052227,9.16185061,7.198376369,11.13429814,13.09148337,8.7333843985,11.27142817,8.925733282,7.647532403,8.474406762,11.12211636,10.324579735,9.937352163,6.203255613,8.551632448,7.951490357,9.814991395,8.9908265678,6.154216227,5.383886777,7.0996492735,5.200860606,7.78721879,8.20072837,Control
11.57100849,7.99053107,4.62091844,6.9841726495,5.5022252035,12.50301196,10.18025763,6.61878377233,11.2910039,7.306679294,8.39766958967,5.18523056133,8.668340554,5.1733854175,10.80048359,10.90219441,8.013255941,8.7929420825,7.254558909,12.75033439,7.270700089,6.694170416,6.646238725,8.276811994,9.486151779,8.35884987,10.93816836,12.26010515,8.244856007,10.77621939,9.447765722,7.956697224,8.658881899,11.49170796,10.71509961,9.77763387,5.583392151,6.319315918,8.758548971,8.39528898,7.9825833316,6.1022441,5.525059738,8.2947210665,5.168332398,8.736631192,8.884911618,BRCA
12.31194418,8.134145359,5.102250005,7.511701657,5.96518345,12.38152963,10.28924692,6.397120148,11.19062121,7.07782555367,8.23250327933,5.39372571767,9.2643397455,5.3171154105,11.94205636,11.36247141,7.810253944,8.591000453,7.650946042,12.88385376,7.44888365275,7.5124677965,7.029787251,8.093339815,8.819229987,8.0830487855,10.56679164,12.60813011,8.949044117,10.60627128,10.10956988,8.341653496,9.240493895,11.30974934,10.98716338,9.095621932,5.950124992,6.934991518,8.753251123,9.422275648,8.115957583,6.563162421,5.327517838,8.1844885685,5.281523233,8.108238405,9.290572499,BRCA
12.07757191,8.311295486,5.380254332,7.2883576255,5.994875078,12.44725374,10.00237241,6.27978295967,11.21084804,6.95605955167,8.361567588,5.55735813,8.583934567,4.8214148985,11.26326937,11.15594258,7.887205075,8.380114831,7.613994069,12.84571551,7.3205492105,7.276306071,6.399688614,8.443721766,9.525335383,8.3748201215,11.0078229,12.44988381,8.0476967695,11.06323009,9.586746509,8.120239335,8.631396377,11.5968724,10.881970625,9.280295858,5.605710071,6.460665271,8.841423708,7.693297243,8.0820814208,6.48510929,5.362129031,7.7025699825,4.936651187,8.562224414,9.204596284,BRCA
11.71890753,8.255407641,4.813795654,7.5585974855,5.946197326,12.072364605,10.20370316,6.41900987367,10.98603064,7.188201103,8.13823689733,5.276280094,9.0878345165,4.945686738,11.10343226,10.89955162,8.131846513,8.5661657685,7.358741572,12.84903075,7.32107004825,7.100523053,5.946152572,8.514971532,9.908633222,8.1531549305,11.38201077,12.12695617,8.2653274275,11.01990014,9.540118894,8.061143158,8.409052632,11.53000404,11.013704865,9.240994681,5.769514729,6.296416681,8.622675197,8.181973558,7.8307857686,6.441662431,5.277437357,7.318416851,5.307438771,9.027022092,8.336429709,BRCA
