@relation data

@attribute id string
@attribute 10170 numeric
@attribute 10720 numeric
@attribute 10901 numeric
@attribute 10941 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 145226 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1548 numeric
@attribute 1549 numeric
@attribute 1551 numeric
@attribute 1553 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 157506 numeric
@attribute 1576 numeric
@attribute 1577 numeric
@attribute 1579 numeric
@attribute 158835 numeric
@attribute 1592 numeric
@attribute 216 numeric
@attribute 284541 numeric
@attribute 317749 numeric
@attribute 340665 numeric
@attribute 50700 numeric
@attribute 51109 numeric
@attribute 53630 numeric
@attribute 54490 numeric
@attribute 54575 numeric
@attribute 54576 numeric
@attribute 54577 numeric
@attribute 54578 numeric
@attribute 54579 numeric
@attribute 54600 numeric
@attribute 54657 numeric
@attribute 54658 numeric
@attribute 54659 numeric
@attribute 54884 numeric
@attribute 56603 numeric
@attribute 5959 numeric
@attribute 6121 numeric
@attribute 64816 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7366 numeric
@attribute 7367 numeric
@attribute 79799 numeric
@attribute 8228 numeric
@attribute 8608 numeric
@attribute 8694 numeric
@attribute 8854 numeric
@attribute 9227 numeric
@attribute 9249 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.5499815405,6.6481657865,10.834146178,5.564691589,13.65917147,10.96541655,9.6928862,6.262508033,7.868808861,5.609704182,5.169936271,5.105815554,5.821079567,5.147928634,5.667190506,5.6868600275,5.264922245,5.0553050655,4.8997521625,5.011016147,6.137611747,5.45451419,5.831251023,9.601214178,5.081735071,6.026142315,6.328365825,4.176945829,5.7562670555,10.137118032,4.828740173,9.447765722,5.68566776,5.596123584,9.6384313575,6.037717843,5.745513828,4.989378887,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,12.02464979,10.23091542,11.88529801,4.716458988,5.1516093565,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,5.218245385,6.499212576,5.093191733,10.13541467,9.2949631845,5.631985502,12.11445497,Control
GSM427159,5.80482165775,7.937870279,10.5896940385,5.301232095,12.45678569,10.78521972,9.225400943,6.19947933,7.350146089,5.946445035,5.301232095,4.44952763,8.886611969,4.98710623,5.039150733,4.899988218,5.501288856,5.1448679035,5.2804050785,4.771900633,5.899424146,5.214524337,4.888269882,8.679648221,5.119990277,6.015254046,6.033319063,4.624139064,5.92241252925,10.2706930805,5.3503236695,8.86238252,5.576228285,5.874189107,9.673336217,4.928146734,6.918449222,4.255773643,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,10.62199486,8.276811994,10.25166618,5.002940155,5.3758344395,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,5.033900371,7.089426976,6.211893768,9.260026318,8.593195801,6.168126147,12.06519405,BRCA
GSM427160,5.52607013675,5.9412922905,10.668165561,5.932280461,10.37227772,8.439977457,6.558195394,5.1797990125,7.012460079,5.970630084,5.057354142,5.070616072,4.844123557,4.747402994,5.033215116,5.100882184,5.245658467,5.6510240955,5.2980693585,4.525994391,5.960124324,5.112503363,5.135874705,8.15122097,4.806596392,5.190428437,5.539167536,5.905393774,7.67993413475,8.166738199,5.179648122,8.678284212,5.329313116,5.980831476,9.595131394,6.064587171,5.001702332,4.277092785,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,9.44114996,6.981998527,8.234603256,4.489785835,4.715631588,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,4.7157349535,6.970252957,5.995434345,9.01143772,8.149069627,5.841225451,11.11140976,BRCA
GSM427162,5.3934253605,6.1921094465,10.557784559,5.062004299,11.67143283,9.933831202,7.149216488,5.3573935195,6.513100351,6.528106825,5.801553978,5.660003917,7.345363384,5.677798027,5.229406468,6.203983216,5.402254249,5.6412953675,5.437870183,4.92244912,5.633294061,5.144669712,5.460424154,8.699078855,5.584068992,5.203995173,5.549369797,5.057029153,7.01049456225,8.7478253225,4.4477078555,8.700215255,5.273526379,6.006528756,9.8005434495,5.193979903,5.460424154,4.845002284,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,9.698696475,7.589016492,10.55887534,5.312711681,5.1616151485,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,4.9021860855,6.132222731,6.621982704,9.822599161,8.4113937595,5.268575917,11.61805062,Control
GSM427163,6.133177293,5.8896958225,10.891577883,5.518229233,13.18229429,10.54993411,8.718559525,6.084648569,6.877379619,5.854002662,5.038053386,5.265859966,6.454345052,4.841735742,5.130324729,5.4139593525,5.588723066,5.841531388,5.543792467,5.200272115,6.060539901,5.494584616,4.714811949,8.812242398,5.197326058,5.567432314,5.780579955,5.346612346,5.84249806275,9.751713309,5.08966918,9.439312046,5.776374632,5.241660263,10.381796593,5.863697681,5.185877691,5.022158329,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,10.29412707,8.411766376,9.539954171,5.593959684,5.041888608,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,4.401800999,7.441058314,5.989826604,9.764714513,8.0666472505,6.251156317,11.86608512,BRCA
GSM427164,7.30293841525,10.6100650295,10.174477371,5.79064906,13.03513077,10.03551433,8.716211674,5.779174922,7.695265054,5.69000583,5.10518698,5.440131024,5.743764871,5.040904755,5.234397132,5.495975867,5.028139516,5.4400429355,5.113218362,5.861342069,5.679488016,4.519748404,5.377480603,8.830119917,5.342529189,6.100931012,6.153405728,5.057462456,5.56123223425,10.1207332755,4.8692463625,8.758990275,5.844869715,5.249266367,9.5988446685,6.20653151,10.67589996,4.769786816,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,10.88216751,8.557780662,8.681986034,6.006753142,4.9272180185,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,4.847091857,7.131859853,5.518071829,9.555356578,9.500552494,6.108007529,11.4905076,BRCA
GSM427165,5.6612959285,10.034899063,10.101913393,5.98687237,9.616503414,7.873876433,6.194663913,5.4084174235,5.86196234,6.335440044,4.904497645,5.346080415,5.981059894,4.981180512,4.948613986,5.8328492495,5.072332275,5.3621893625,4.864967766,4.904497645,6.488889022,5.219373048,4.342031665,8.525208673,4.649642211,5.646674804,8.643748998,5.255511354,8.147913393,9.6761316425,5.0592133425,8.193748493,5.614644516,5.709711946,10.4670666955,5.401230463,9.510754836,4.189689145,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,8.616687708,5.654644083,8.352927454,5.268482349,5.4155921825,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,4.800901095,6.234822818,4.998433881,8.93668293,9.42643559,5.46859248,11.21989318,BRCA
GSM427166,6.22376090475,5.402536842,10.723215915,5.341462114,13.10298289,9.812803484,9.137478628,5.379819241,7.793800193,5.757697518,4.918399651,5.559423936,5.859479655,5.273526379,5.273526379,5.5246541575,4.846005888,5.520568082,5.1632701255,6.007201809,6.190817922,4.607083101,5.506693372,9.591859431,5.364932404,5.517599514,5.956063188,5.334149236,7.19551181575,10.5980063685,5.0838818895,9.147091136,5.281894103,5.57856988,9.818774181,5.893733061,5.167931151,5.384232247,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,10.43366919,8.320508512,10.3235449,5.528970731,5.2353643615,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,4.96422506,6.792436083,5.619127766,8.874398256,9.726780742,5.692100223,12.02131498,Control
GSM427167,5.38405247725,9.5456637855,11.047414266,5.0188247,10.81594784,8.050530436,7.163325442,5.286166152,7.384915658,5.531234258,4.920187583,4.778749175,5.167931151,5.241850906,5.391468086,5.2493603095,5.686368332,5.724689425,5.0189983305,5.287261033,6.337091664,5.352274105,4.948613986,8.176623375,5.835425946,6.274732813,6.507997257,5.092557633,6.10094608225,9.0682075815,4.9423577225,9.779251973,5.221694654,5.56072355,9.871084613,5.221694654,8.923536316,4.528802152,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,9.772677934,7.481882409,8.215303806,5.69600164,5.3230765195,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,4.6728027165,7.345163761,5.781235931,8.662188695,8.8961627045,6.169830446,11.24345683,BRCA
GSM427169,5.9001802095,7.292380092,11.0025689195,5.2209212,12.68048706,10.51195055,7.703490296,5.5590900495,6.839333325,6.129803967,4.963487128,5.177231401,5.856743757,5.542111953,6.009890885,5.8300379875,5.787909903,5.267633249,5.511947247,5.246228736,6.152087694,5.32446073,5.408721412,8.626659179,4.854508448,5.970169897,5.411944154,5.109790179,5.74493773925,9.8389993355,4.801959183,9.610111812,5.871604195,5.871604195,9.9759025335,5.655216748,6.730983353,4.618426738,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,11.33884516,8.144506733,11.82578773,4.579318777,5.4861945155,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,5.034665276,7.476545984,6.201296302,9.606322445,8.111380987,5.300134022,11.76843466,BRCA
