@relation data

@attribute id string
@attribute 10136 numeric
@attribute 1056 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1080 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 1131 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1179 numeric
@attribute 1357 numeric
@attribute 1358 numeric
@attribute 1359 numeric
@attribute 1360 numeric
@attribute 1361 numeric
@attribute 1506 numeric
@attribute 1811 numeric
@attribute 196883 numeric
@attribute 219931 numeric
@attribute 22802 numeric
@attribute 23236 numeric
@attribute 23436 numeric
@attribute 23439 numeric
@attribute 26279 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3778 numeric
@attribute 3784 numeric
@attribute 387 numeric
@attribute 4218 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 493 numeric
@attribute 50487 numeric
@attribute 51032 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 5408 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5646 numeric
@attribute 5874 numeric
@attribute 5879 numeric
@attribute 5906 numeric
@attribute 6262 numeric
@attribute 63036 numeric
@attribute 6344 numeric
@attribute 64600 numeric
@attribute 6522 numeric
@attribute 6548 numeric
@attribute 6558 numeric
@attribute 683 numeric
@attribute 7220 numeric
@attribute 760 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 8671 numeric
@attribute 8681 numeric
@attribute 8766 numeric
@attribute 886 numeric
@attribute 952 numeric
@attribute 9545 numeric
@attribute 9635 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0954405495,0.0323117397,-0.0213125190,0.0324851423,-0.0707549198,0.6906278624,-0.1873276656,0.3041730966,0.6485430572,-0.0921196936,-0.0936600890,0.6758355689,0.0131832718,-0.2321828826,-0.0136411509,-0.0154710036,-0.1800391852,-0.0391748585,-0.0695864542,-0.0981845281,-0.0496203903,0.5572309808,-0.1002258837,0.2858521625,0.0519492497,-0.0676795500,-0.1405790460,0.4478188096,1.6287773193,-0.1904537968,0.2178563230,-0.0355535233,0.0663673716,0.6282143195,-0.0229599379,2.3560742060,1.8766126111,1.2048343619,-0.1563157375,-0.0891506131,-0.1090014479,0.5992863820,0.1752267555,0.0748847273,-0.0464189791,-0.0559130493,1.9343319144,-0.1041749746,0.6534248968,-0.1100423932,-0.1130804456,0.8851186170,0.2648592970,0.0211414876,0.0724902563,0.3919864135,-0.0567561424,0.1942306542,-0.0931709614,1.4761069679,-0.1197500205,0.0295893912,-0.1131897440,-0.1306083152,0.2608651281,-0.0981862237,-0.0750473595,1.6460725750,-0.1055979071,3.2701125443,0.2993447634,0.0053061193,0.2590593828,-0.0864705451,-0.2286017106,1.2943901155,0.6690897846,0.4270012921,1.6976951435,0.7853395464,-0.1597511065,0.8918800157,0.0096668727,-0.0773267898,0.2858685850,-0.0101853435,1.7506613918,-0.1094014102,-0.0103162152,-0.2870479236,-0.0869520638,BRCA
GSM481003,-0.1254377889,0.1323301035,-0.0692073683,-0.0064876447,-0.0295532005,0.4153288136,-0.1628839508,0.2577621225,0.8073847730,-0.0861088868,-0.1100853766,0.4801001175,-0.0699017613,-0.0645656502,-0.1003440105,-0.0769760606,-0.0722956247,0.0071025080,-0.0899908387,-0.1116033603,-0.1103498666,0.7923795115,-0.0570434122,0.1101227322,-0.0018527509,-0.0770076443,-0.1302135657,0.2624370770,1.5822581693,-0.1219833474,0.0514344826,-0.0627746906,0.4280975269,0.4261038489,-0.0432902732,2.2548772812,2.0866407080,1.2874445120,-0.1045751128,-0.0761271237,-0.1358756409,1.2565654757,0.1291358674,-0.0328896525,0.1091750296,-0.0285004068,1.7734545548,-0.1329245619,0.4377239040,-0.0585331546,-0.0577878292,1.4375892037,0.2367261773,0.1059427222,-0.0359319534,0.0715840599,-0.0835485794,0.2958115291,-0.1266500411,1.5995909609,0.2789530126,-0.0549062036,-0.0733205585,-0.1407786516,0.2829620648,-0.0518483993,-0.0337643415,1.5438314930,-0.0089068416,3.4451596026,0.1105344640,-0.0028599759,0.2684812858,-0.0520858829,-0.1516569339,1.6990702758,0.8637242620,0.5860435491,1.3036684031,0.5097366827,0.0581779555,1.1356858278,0.0912243185,-0.1046172373,0.2950577102,-0.0306176476,1.7549252101,-0.0466370494,-0.0489590437,-0.2230663290,-0.0684297801,BRCA
GSM481004,-0.0833833766,-0.0794073430,-0.0682730252,-0.0572336419,-0.0972540207,0.7538955795,-0.1865766728,0.4959490365,1.0032708717,-0.0867666750,-0.0400951271,0.5932523358,-0.0046431383,-0.1300422513,-0.0515821707,-0.0050540623,-0.0924821183,-0.0685423365,-0.1105417867,-0.1205908433,0.0553660385,0.6389935926,-0.0443509666,0.4210706907,0.0231304561,-0.0727936911,-0.1334671667,0.3193705141,1.6611578276,-0.1383980732,-0.0097076942,-0.0462495909,0.4999212028,0.6508253671,-0.0156653527,2.2044553339,1.5303068235,1.6465649538,-0.0849351305,-0.0423334801,-0.1083835931,0.4561181011,0.1709414899,0.0339282870,-0.0756853581,-0.0345149361,1.9968408249,-0.1283555202,0.7977221701,-0.0450252922,-0.0556800035,1.4775397683,0.4841016842,0.0386013718,0.0367292284,0.3503516176,-0.0147714728,0.9263242449,-0.1195634382,1.5031896006,-0.0322893260,-0.1028544153,-0.0579577535,-0.0783494150,0.4684481415,-0.1085750333,-0.0723416345,1.9994549921,-0.0372193518,3.1503309594,0.2161254814,0.0197884273,0.2343009069,-0.1183706294,-0.0981588746,1.6058463370,0.9163998216,0.4257083723,1.0389628001,0.5001532906,-0.0274990224,0.9571160324,0.0167640063,-0.0605252561,0.3563124613,0.0138251425,1.6765609403,-0.0095923008,-0.0394629655,-0.1751232233,-0.0855465455,BRCA
GSM481005,-0.0310310191,-0.0990739269,-0.0925683750,0.0108283770,-0.1070688624,0.8534066271,-0.1859157358,0.4385876315,1.1066493301,-0.0942889848,-0.0452075420,0.3788599880,-0.0926694571,-0.1839606763,-0.0993867269,0.0443981122,-0.1069827957,-0.0894610541,-0.0703677932,-0.1348167149,0.2799949490,0.3819323260,-0.1238956748,0.2068608563,0.0180481336,-0.1177032135,-0.0750139249,0.5904648845,1.4807582746,-0.1711450809,0.1994229225,0.0021436654,0.1212341356,0.5182364691,-0.0347035827,2.3612720490,1.9569283948,0.8559349278,-0.1209874501,-0.1212607316,-0.0687286405,0.9552678574,0.0784749269,0.3383061767,-0.1066267519,-0.0409958283,1.8319341490,-0.1803314871,0.9701980831,-0.1093718719,-0.0812180090,1.3417037682,0.2413362460,0.0780962507,-0.0366886569,0.2416097289,0.0360093063,1.5309084753,-0.0819878108,1.3645848670,0.4609039199,-0.0822304308,-0.0352054444,-0.1071202226,0.3166812967,-0.0871069950,-0.0307554886,1.4619544744,-0.0681920689,3.0240586301,0.0446880130,-0.0358730607,0.2748905117,-0.0505725289,-0.1681138359,1.2091922725,0.8318093922,0.7789582627,2.2685995921,1.1553888973,-0.0639567531,1.0282304035,0.1013291268,-0.0551051659,0.4715396177,0.0939124124,1.9807013682,-0.0961749247,-0.0969966923,-0.2015180029,-0.0866973326,BRCA
GSM481006,0.0290226265,-0.2354056409,-0.0610226503,-0.0522829933,-0.1096866448,1.2541987586,-0.1669847436,0.5766390173,0.8823370718,-0.0944013842,-0.1439105411,0.6523239961,-0.0698495338,-0.0683738515,-0.1429680238,-0.0762847171,-0.1474624699,0.1088348876,-0.0736635058,-0.1138412327,-0.0951017123,0.6667933892,-0.0673612224,0.1912894818,0.0577119846,-0.1522625482,-0.0912184608,0.6643883944,1.3146320589,-0.1978774663,0.1351932498,0.0168171378,0.2181934865,0.5808903046,-0.0508138391,2.5397693236,2.4494346082,1.1591157516,-0.1928323078,-0.1071198158,-0.0999615427,0.9066364228,-0.0728818892,0.1292292832,-0.1097232796,-0.1244880484,1.8720728660,-0.1093713284,0.9283294981,-0.1071660221,-0.0743231954,1.4097695924,0.1678630912,0.0329594999,-0.0627304080,0.3202906285,0.0852915491,0.5399629881,-0.1256054163,1.5441306196,-0.0461319976,-0.1452491344,-0.0202520989,-0.1067864274,0.2588561041,-0.1044239603,-0.0489088737,0.4555724476,-0.0522678179,3.3005572359,0.2859294764,-0.0443390303,0.2258541270,-0.0482396819,-0.0775579248,1.4687983899,0.6072934194,0.5444996427,1.3702839556,0.9836672302,0.0154857074,0.9375375463,-0.0030618567,-0.0416173076,0.4215005838,0.0167937154,1.8602705524,-0.0987549074,-0.1198226669,-0.2342832944,-0.1072649908,BRCA
GSM481007,-0.0825317605,-0.1946924349,-0.1091924483,-0.0409257532,-0.0722388906,0.8056753526,-0.0611303696,0.6382880130,0.5886042261,-0.0595955011,-0.0965363181,0.4626764772,-0.0511807343,-0.0926697079,-0.1748227821,0.0970567943,0.1430741836,0.1331269590,-0.1571297226,-0.1068503252,0.0258853085,0.6435950102,0.0250874134,0.1294501655,0.0610000427,-0.1012385326,-0.1956158172,0.3499374598,1.4150039667,-0.1225340637,0.0550178691,-0.0743076288,0.3613447715,0.1589717499,-0.0675590451,1.9990592401,1.9858639315,1.2515263292,-0.0986034427,-0.0552017571,-0.0639382190,1.4007932205,-0.0474682670,0.4021267280,-0.1062760652,-0.0560216277,1.5249591765,-0.1262426000,0.6590667502,-0.0647904080,-0.0210949484,0.6752474693,0.3013776672,0.0008870039,0.2451748582,0.1465554425,0.2361062177,-0.1124364039,-0.0836514095,1.4868055220,0.1430614591,-0.0595656852,-0.0789337213,-0.0816008528,0.2214731303,-0.0580448157,-0.0014222495,0.5886697204,0.0965198628,3.0947886640,0.0668356439,0.0265171231,0.2646599637,-0.1066330304,-0.0877751080,2.1508602741,0.6255749410,0.4663079068,1.0963673145,0.4693157312,-0.0455492911,1.2202413425,0.0449932087,-0.0696049801,0.6659851471,0.0332880970,1.8560548854,-0.0126897097,-0.0128815731,-0.2250019784,-0.0782023945,BRCA
GSM481008,-0.1644217295,0.1359192569,-0.1022847509,0.0073234723,-0.0837821578,0.9556061970,-0.0927685142,0.2863269619,0.7602961962,-0.0874917199,-0.0445672441,0.3568348908,0.0417646343,-0.1691084075,-0.0485568933,-0.0959019469,-0.1202818081,-0.0860556001,-0.0180721182,-0.0261652473,-0.0347283245,0.5294961808,-0.0172998717,0.1979250253,0.0004199324,-0.0752571553,-0.1066421580,0.3171693577,1.5773606507,-0.1632898217,0.0515839298,-0.0320775752,0.3614642392,0.2846754151,-0.0588205382,1.7342027903,1.9131054877,1.0822508104,-0.1365751932,-0.0949711165,-0.0792500605,0.9785020654,0.2619806110,0.2425652087,-0.1336147326,0.3851697262,1.8131806963,-0.0422537948,1.2670828490,-0.0664148636,-0.0305955941,0.4564657203,0.3109411343,0.0837085973,0.0617635319,-0.0294756517,0.3041578594,-0.1651714859,-0.1060613890,1.6687167920,0.0366716310,-0.0997503088,-0.0909356824,-0.1083086539,0.2738108856,-0.1056714096,-0.1196029719,2.9883827823,-0.0424920167,3.2627433132,0.2171431813,-0.0147841188,0.2408640609,-0.0631529367,-0.1806219434,1.8804270122,0.7507656030,0.6499279548,0.5253739749,0.8262679963,-0.0512409590,0.9744661360,0.0442506512,-0.0548871543,0.1094217652,0.1876541325,1.7290406843,-0.0296854630,-0.0410551444,-0.1820185295,-0.0663866700,Control
GSM481009,0.1676241270,-0.2067539086,-0.1314133674,-0.0292480118,-0.1376798666,0.4983229081,-0.2549137573,-0.0641390445,0.8146943457,-0.1382546349,-0.1893536572,0.2691004176,-0.1662613034,-0.2172858155,-0.1334628772,-0.0112057638,-0.1595179371,-0.0648024938,-0.2195558590,-0.1603771230,-0.0942478679,0.1846738497,-0.0310183406,0.2812716372,0.2590299144,-0.1508895850,-0.0463956869,0.4197121219,1.4264966791,-0.2374210076,0.2000191124,-0.0548121327,0.1931102983,0.4109733035,-0.0503741214,2.2850365361,1.8021978403,0.7746091188,-0.1674389526,-0.3735897056,-0.0711978792,0.5135420329,-0.1965277056,0.0579115311,-0.3514352102,-0.1119520696,1.6117041996,-0.2061452887,0.9655601712,-0.2042166633,-0.1058680916,0.7975955299,0.0616922838,-0.1774177346,-0.0636470687,0.4092911698,0.1206036070,0.4025874838,-0.1955891928,1.2002787294,-0.0985022541,-0.1110232712,-0.0197843461,-0.1948926150,0.3586061170,-0.1066654161,-0.1903911113,1.5640009130,-0.0667903924,3.2104844170,0.1710524842,-0.0932350359,0.1485110340,-0.2053294594,-0.1908542063,0.9079339206,0.6407201064,0.5374596214,0.9821649356,0.8228630960,-0.0592896369,0.8410133314,-0.0454398805,-0.0924899587,0.3058357786,-0.0391394026,1.6398403179,-0.0862845252,-0.0404937682,-0.3525373232,-0.1671412872,Control
GSM481010,-0.1212983264,-0.0340398564,-0.0856121376,-0.0299397763,-0.1032531772,0.5580687042,-0.1150484082,0.2565518150,1.0041584842,-0.0822335011,-0.1091626319,0.3016868198,-0.0142874903,-0.1131938211,-0.0392564887,-0.0108968351,-0.0878949526,-0.1016995969,-0.0312747979,-0.1105630766,-0.0356908833,0.4378504344,-0.1265452456,0.3067598991,0.0328294369,-0.1542527573,-0.1037507219,0.6331500416,1.4701154121,-0.1049189998,0.4681226672,0.0048748811,0.1122889133,0.2976963311,0.0315012316,2.1533832948,1.9677985760,1.1128667200,-0.0958312944,-0.0572905339,-0.0784865001,1.1311606698,-0.0669410945,0.1801746006,-0.0272888464,-0.0600241986,1.8788603088,-0.1151323117,1.1677750106,-0.0515181919,-0.0912136735,1.6215499607,0.0982108879,-0.0116166438,0.1075761976,0.0486381737,-0.0151800391,0.0399373054,-0.0872663059,1.3031095667,0.0225883950,-0.0874600532,-0.0959986451,-0.1277396448,0.3844459151,-0.1128206664,-0.0485023446,1.3318298203,-0.0084182931,3.1837559010,0.3209661450,-0.0640405766,0.2941147598,-0.0815766632,-0.0974640826,1.2446082401,0.6950195148,0.9199044052,1.7013810611,0.9160737120,-0.0696537572,1.1378867638,0.0982792469,-0.0359266409,0.4233123806,0.1038080066,2.2683796807,-0.0247105592,-0.0489380526,-0.1607988681,-0.0646011905,Control
GSM481011,-0.0669149734,-0.1616639174,-0.0661589997,0.0080882865,-0.0475884426,1.1929691749,-0.1498224161,0.3705056948,0.6087986411,-0.0953929259,-0.0870217879,0.5806935298,0.0385029681,-0.1775294528,-0.2175042020,0.0294009258,-0.0584064544,-0.0383583614,-0.1100238788,-0.0984074723,-0.0181835081,0.7776344550,-0.0602790147,0.1974606326,-0.0373845027,-0.0346676108,-0.1059520594,0.2530173084,1.5207398576,-0.2251044646,0.0141741859,-0.1155827556,0.0571182206,0.3504476787,-0.0280116964,2.2447497329,1.5951676667,1.0450381968,-0.2090282230,0.0049888158,-0.1116891076,0.5877753954,0.2094058641,0.0234133798,-0.0823677012,0.0201129692,1.5402704870,-0.1422212873,0.3790732502,-0.0477901846,-0.0081674960,0.6927535980,0.2946575154,0.0350165386,-0.0610166781,0.0602992324,-0.0271469704,0.1297885573,-0.0478217234,1.4140396192,-0.0093488651,-0.0264375704,-0.0535547931,-0.1215208248,0.2189997299,-0.0728182171,-0.0513703098,1.6126038433,-0.0774295838,3.1741475263,0.0518733455,-0.0259851331,0.2772281048,-0.0877311546,-0.1592199401,1.8131147660,1.0001277401,0.2766887071,1.1615773309,0.4770813386,-0.1060798597,1.3700665053,0.0436406151,-0.0414344758,0.2350564673,-0.0462587857,1.8741800039,-0.0641319608,-0.0133706812,-0.2631229790,-0.0764157060,Control
