@relation data

@attribute 10825 numeric
@attribute 129807 numeric
@attribute 175 numeric
@attribute 23324 numeric
@attribute 2517 numeric
@attribute 2519 numeric
@attribute 2629 numeric
@attribute 2720 numeric
@attribute 284004 numeric
@attribute 3073 numeric
@attribute 3074 numeric
@attribute 4123 numeric
@attribute 4125 numeric
@attribute 4126 numeric
@attribute 4758 numeric
@attribute 4759 numeric
@attribute 64772 numeric
@attribute Class {Control,BRCA}

@data
6.186565552,5.422410676,8.716786137,9.245386992,10.51117475,7.7716558605,10.475073405,8.962381825,6.33704705,7.107010728,12.91155214,10.22292804,9.086873394,10.52119828,10.43781997,4.862465343,8.416566514,Control
6.612061707,5.41126628,9.206941772,9.605100332,10.19667623,7.257373287,10.0971863685,9.24060548533,6.29655434,7.267093607,12.58278655,10.53996601,9.863420138,10.03012262,10.62985317,4.833916319,8.94638079,BRCA
5.465820435,5.165119293,9.239646931,9.077016709,10.40311354,6.8630497995,10.3290504665,9.31805038867,6.411388639,7.144329712,12.7645524,10.01445333,9.643766526,10.59878323,10.6865533,5.202624638,8.886962465,BRCA
7.341632511,5.383195587,9.776688453,9.259426168,10.24606989,6.603326644,9.9498479915,9.324015298,6.671191186,7.302047389,12.23971048,10.17662856,9.665780528,10.2403087,10.61025923,5.233822166,9.470512017,Control
6.153507065,5.870741528,9.6382735,9.440817855,11.82768023,7.357798279,10.3039485955,9.32807961533,6.16591759,7.176525051,12.64120964,9.266740358,9.665123195,10.1173058,10.59770368,5.182107523,8.266787858,BRCA
6.141397664,5.972756545,9.294874074,9.418454106,10.50921116,8.150386476,10.776507045,9.41940201333,6.277711078,6.875169162,13.1958974,9.702986948,9.834408286,9.865215603,11.08849694,4.972360944,8.734083914,BRCA
8.317549556,5.536217098,10.55758842,9.631986923,9.688110896,6.960207316,9.7435372145,9.45580298333,6.162699096,6.888624921,11.98494007,9.452334495,9.524042672,9.640317758,9.60410892,5.169134558,9.164543144,BRCA
6.674831803,6.053769117,9.400805339,8.661868152,10.74240652,7.7509716415,10.50246504,9.46122339367,6.195746828,6.929261738,13.13613647,9.512612641,9.432119639,10.50506251,10.67474424,5.047681518,8.59931884,Control
6.029900759,5.455665247,9.407427708,8.949827531,10.4183642,7.3486826185,10.39194972,9.04965058333,6.649188353,7.03656137,12.50103733,9.911059038,9.661778599,10.43472755,10.75242897,5.368254349,8.622510484,BRCA
6.266229613,5.735326697,9.333536174,9.494106111,10.38957787,7.5203606125,10.59557416,9.121771254,6.680504137,7.095347239,12.53522562,10.23292486,9.16863522,10.22872886,10.51539952,4.774274953,9.114849234,BRCA
6.1022441,6.009611007,9.194320487,9.402511748,10.80671094,8.022421911,10.87547767,8.99843635,6.588681378,7.279241735,13.09870741,10.4297627,10.58027768,10.93699877,10.6490498,5.123305363,8.954473424,BRCA
6.204674452,5.363706598,9.836169177,9.613237473,10.70994132,7.6777416895,10.4160391275,9.19775566233,6.434299309,7.077032319,12.93044173,9.625618044,9.451314737,10.60435889,10.56613044,4.884855828,8.658230342,Control
6.302095669,5.953853775,8.924575838,9.508765915,10.40449794,7.8918114,10.1831732455,9.00821636133,6.192347685,7.574709175,12.70456839,10.26648823,9.231575885,10.53462901,10.38018536,5.043313058,9.018381808,Control
6.029459097,6.288271459,9.145690907,9.222222012,10.78521972,7.399256691,10.316113657,8.96940432,7.093499766,7.254558909,12.75033439,11.03657221,9.266611536,10.07347253,10.52443425,5.057462456,9.875964751,BRCA
5.877014897,5.569484446,9.470974588,9.758490207,10.91980209,7.971027614,10.3019561165,9.52298533,7.371278148,7.650946042,12.88385376,10.53497911,10.00076803,10.96945868,10.41378687,4.939004665,8.578524713,BRCA
6.289101891,5.719191142,9.026247551,9.319446964,10.76553912,7.178234173,10.474452265,9.190346321,6.781330613,7.613994069,12.84571551,10.75691093,9.499273441,10.26892824,10.62937509,5.088535181,9.392951213,BRCA
5.751350738,5.897247233,8.894379073,9.144327561,11.26783731,7.4032539335,10.562025485,9.45999956167,6.805328332,7.358741572,12.84903075,11.44285036,9.011787117,10.7998525,11.08849694,5.159680898,9.576891081,BRCA
6.178720242,5.609408701,9.597587563,8.988344651,10.86526952,7.631632269,10.357581415,9.332768548,6.408716636,7.772002946,12.71693524,10.08868262,9.718045242,10.10617723,10.66322477,5.061788345,8.479619745,BRCA
6.147515948,6.14619252,9.010675742,9.009549514,11.18215551,7.433210088,10.848122605,9.41875965767,6.644329045,7.618552751,12.91933548,10.53897001,9.637567286,10.59849016,10.89698342,5.232287804,9.510863603,BRCA
6.00360856,5.26763996,6.207019812,10.16224061,10.85352421,7.567499753,10.27728762,9.391958083,6.387591412,6.886279205,12.6473067,10.5240375,9.412475177,9.565750015,10.22849739,5.852005861,10.03404273,BRCA
