@relation data

@attribute id string
@attribute 10053 numeric
@attribute 10239 numeric
@attribute 10312 numeric
@attribute 10577 numeric
@attribute 10717 numeric
@attribute 1075 numeric
@attribute 10947 numeric
@attribute 11154 numeric
@attribute 1174 numeric
@attribute 1200 numeric
@attribute 1201 numeric
@attribute 1203 numeric
@attribute 1211 numeric
@attribute 1212 numeric
@attribute 1213 numeric
@attribute 130340 numeric
@attribute 138050 numeric
@attribute 1497 numeric
@attribute 1508 numeric
@attribute 1509 numeric
@attribute 1510 numeric
@attribute 1511 numeric
@attribute 1512 numeric
@attribute 1513 numeric
@attribute 1514 numeric
@attribute 1515 numeric
@attribute 1519 numeric
@attribute 1520 numeric
@attribute 1521 numeric
@attribute 1522 numeric
@attribute 162 numeric
@attribute 164 numeric
@attribute 175 numeric
@attribute 1777 numeric
@attribute 20 numeric
@attribute 22901 numeric
@attribute 23062 numeric
@attribute 23163 numeric
@attribute 23431 numeric
@attribute 23457 numeric
@attribute 23545 numeric
@attribute 23659 numeric
@attribute 245972 numeric
@attribute 2517 numeric
@attribute 2548 numeric
@attribute 256471 numeric
@attribute 2581 numeric
@attribute 2588 numeric
@attribute 26088 numeric
@attribute 26503 numeric
@attribute 26985 numeric
@attribute 27074 numeric
@attribute 2717 numeric
@attribute 2720 numeric
@attribute 2760 numeric
@attribute 2799 numeric
@attribute 285362 numeric
@attribute 2990 numeric
@attribute 3073 numeric
@attribute 3074 numeric
@attribute 3373 numeric
@attribute 3423 numeric
@attribute 3425 numeric
@attribute 3482 numeric
@attribute 3916 numeric
@attribute 3920 numeric
@attribute 3988 numeric
@attribute 4074 numeric
@attribute 410 numeric
@attribute 411 numeric
@attribute 4125 numeric
@attribute 4126 numeric
@attribute 427 numeric
@attribute 4668 numeric
@attribute 4669 numeric
@attribute 4758 numeric
@attribute 4864 numeric
@attribute 4891 numeric
@attribute 50617 numeric
@attribute 51172 numeric
@attribute 51606 numeric
@attribute 527 numeric
@attribute 53 numeric
@attribute 533 numeric
@attribute 535 numeric
@attribute 537 numeric
@attribute 54 numeric
@attribute 5476 numeric
@attribute 55353 numeric
@attribute 5538 numeric
@attribute 5660 numeric
@attribute 57192 numeric
@attribute 58511 numeric
@attribute 6272 numeric
@attribute 6448 numeric
@attribute 6556 numeric
@attribute 6609 numeric
@attribute 768239 numeric
@attribute 7805 numeric
@attribute 79158 numeric
@attribute 8120 numeric
@attribute 8218 numeric
@attribute 84572 numeric
@attribute 8546 numeric
@attribute 8722 numeric
@attribute 8763 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 8943 numeric
@attribute 9114 numeric
@attribute 9179 numeric
@attribute 9374 numeric
@attribute 9476 numeric
@attribute 950 numeric
@attribute 9583 numeric
@attribute 967 numeric
@attribute 9741 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6143120651,1.4225067935,1.6738675032,2.7148328888,0.2466831178,1.5523942561,0.8717059746,0.0511043429,0.5540406950,0.3801840476,0.3130438712,0.8129389313,1.1994170448,1.1314834352,0.9762964896,0.5078475111,0.7269797196,0.6309610795,0.9411051525,2.5257521338,0.0305233706,-0.1458183439,1.5157867780,0.0333525931,1.1087656209,3.0372766654,0.2896635608,0.1629681584,-0.1272595558,1.2372530534,0.7254632358,1.1585602116,0.6025427840,0.3565337884,0.1232706450,-0.0520362989,0.6625830919,0.3379146442,1.0073865155,0.1262392112,0.1451175362,0.1587988781,0.3848780062,0.3443529979,0.3017342116,0.8823685911,0.6143064231,0.2446671088,0.4090725925,1.3025172599,0.9271070536,0.2850323461,1.4869275291,1.1501833580,0.4317610234,1.1661712908,1.0353233702,1.7712657154,0.4682932107,2.4279096425,0.2951997683,0.4309154605,-0.0795617451,0.6702738365,2.1060530620,1.6075262523,2.1529132394,1.0189027588,0.0769687003,0.0792311808,1.1294281781,0.7716491172,1.4941328913,0.3808953161,0.0534303926,0.5824878440,0.6131714572,0.6267310447,2.4635784760,0.2091589209,0.5670613307,2.4183807174,1.0259514972,2.5227004687,0.0597448071,1.2688255211,-0.0293031934,1.2202479811,2.4338900327,1.8131161480,2.5538356454,0.4811517475,-0.1519015898,0.5360182768,1.1499844579,-0.1963070270,0.0610618150,-0.0824301842,-0.0217962279,0.7411010838,-0.0296123906,0.2304289394,0.8288485651,0.5279663356,0.0522506029,2.1382729188,0.6612468096,0.7030178067,0.4438516418,0.3081399427,0.1425308883,0.3745032710,-0.2697078676,1.3046872262,-0.0148016274,3.0454307132,3.0099366638,BRCA
GSM480985,0.6951283606,1.4725717896,1.5248748063,3.7791756790,0.2525860690,1.1648660665,0.7631762876,-0.0089639010,0.3196732650,0.5610107639,0.2448544004,1.0630485846,1.0686403018,0.6391484147,0.9761699387,0.1873514526,0.8750117516,0.4158860784,1.5770175770,3.0719434817,-0.1205340754,-0.1397892626,2.3752875551,0.1888893066,0.7972431890,2.9691235488,1.1845887303,0.7136214170,-0.1273534608,1.6765146919,0.6563419980,1.1584935838,0.7604473342,0.5569922833,0.2126350958,-0.0384176763,0.9794088927,0.3141975727,0.8204888168,0.0646424564,0.0537479857,0.3441370042,-0.0244346953,0.5886577630,0.9347429738,1.0941669147,0.8906361786,0.2777387919,0.5077292782,1.5849358193,0.9173976596,0.7302097757,1.1626390582,1.4247054856,0.5003201155,2.0517670870,1.1950427489,2.4077671914,0.6318303670,2.9964776039,0.0836926003,0.6798775606,0.1093830906,0.8405749302,2.2847706058,2.5246696042,2.3492531910,0.5616406591,0.1864916880,0.0324282829,1.5134890826,1.6437723539,2.2418435123,0.4496961442,0.1708889249,1.0247096940,0.7197968751,0.8700025942,2.7492374976,0.1465775189,0.6211203963,2.1662541827,1.0355537496,2.2831419043,0.0651744295,1.5569773252,-0.0639078364,2.0377518721,2.1481315346,1.8116625250,3.4668635875,0.3511628323,-0.1745335209,1.1041426435,1.4752146764,-0.1522088453,0.1111059587,-0.0621049454,-0.0700770219,1.1252054531,0.0150799945,0.3611563333,1.0808458737,0.4418233717,0.6371510634,2.2923320507,0.5436569304,0.4508681191,0.3601449017,0.3485498828,0.1503269388,0.3128055911,-0.2095562073,1.5366178826,0.0907530459,3.4229310354,3.3852478134,BRCA
GSM480986,0.7918008389,1.5227516921,1.4874231750,2.9714932706,0.2376826298,1.9866819846,0.5957547399,0.0463688501,0.5463974501,0.5479703558,0.3704161923,0.8729037826,1.1128240418,1.0619463432,0.9186360455,0.5657338353,0.8843411421,0.5724393682,1.4858362991,2.9618167744,0.0030232786,-0.0719315565,1.7445522396,0.0335158544,1.2153582944,3.2115665277,0.8608508838,0.2504070161,-0.1365853150,1.2526535293,0.9777050502,1.2626870058,0.8956687938,0.4518098855,0.1875717312,-0.0046132401,0.7379660292,0.2775517579,0.8856714644,0.1373993985,0.1341092451,0.4771744012,0.2060151435,0.3805492725,0.5232733787,0.7080323962,0.8925343911,0.3432392162,0.4498045331,1.3173371519,0.8856393038,0.3923350050,1.6262730892,1.3157572448,0.5847949263,1.7491998131,1.0725262026,1.8551821261,0.4075005682,2.2449943274,0.0945587250,0.6348855619,-0.0206414225,0.9549328711,2.2909580293,2.0824697685,2.6209070681,0.9804558756,0.1964165367,0.0513792873,1.7131473257,1.0643303544,1.6952060321,0.4739486918,0.0539720886,0.8559454828,0.6117093869,0.5860370012,2.4174837801,0.3098298039,0.4854964733,2.6092237730,1.2466252001,2.6487076944,0.0582224142,1.4233209656,-0.0473082143,1.5580549761,2.6405657827,2.1343981175,3.0589153692,0.4223857530,-0.1556712212,0.7396011026,1.0176035904,-0.1315459704,0.0909154103,-0.0340595775,-0.0650568826,0.8561091540,0.0332629905,0.3196731228,0.8138000796,0.3258018047,0.3084006687,2.2385784238,0.6076434631,0.6861353857,0.5388216390,0.3635885301,0.1304385227,0.4155415824,-0.1615039118,1.5087519788,0.0894214559,3.1099714968,3.0796519650,BRCA
GSM480987,-0.0504469688,1.3994950284,1.4002731833,2.6382109591,0.2020422903,2.0400326047,0.5623485704,0.0330157872,0.4076746446,0.5076859873,0.1020956232,0.6013198376,1.1973683200,0.3991383267,0.8633190452,-0.1297463610,0.7164549388,0.9293853905,1.8548068975,1.0866192647,-0.0526834476,-0.1697421763,0.1318076161,0.9198403096,2.4482087120,1.0663706280,1.0101268092,0.0078317968,-0.1288055058,0.9356046418,0.5528650573,0.8222441140,0.2670979156,0.2461519765,0.1589459914,-0.0877007212,0.5300617010,0.2123670471,0.7101139965,-0.0278838163,0.0937184970,0.2376245612,0.1147659657,0.1105033044,0.3566832624,0.3127621031,0.4654938527,0.3263801097,0.4253018963,1.2514257641,0.7483898131,1.7274481026,1.6990640264,1.1531221415,0.4248307187,1.9036816990,0.9944509317,1.6500189454,0.4438207315,2.7025072425,0.2100001560,0.3366314163,-0.0025574124,1.4631114166,2.4207307232,1.5825747084,2.8774259884,1.0316937631,-0.0282794263,0.0642383548,1.3628919663,0.6599096289,1.3319369191,0.2935712228,0.0602300104,0.4988010564,0.8503708068,0.3783285297,0.5451265420,0.3336792046,0.4408101541,2.3018662334,0.8022692035,2.5250110229,0.0216528606,0.9225538754,-0.0454535507,1.4994593681,2.0207574754,2.0286046267,2.9828676804,0.4848050840,-0.1297138220,-0.0382217098,1.4536344947,-0.1753705006,0.1042765246,-0.1178969925,-0.0458682574,0.4551232046,-0.0928464763,0.7448681519,0.8297775620,0.1845626915,0.3700233428,2.3746536598,0.6556489000,0.7343495455,0.4666165547,0.2633650197,0.0354724982,0.5208985131,-0.2413670312,1.3661282100,-0.0591311589,3.4921860164,3.4610996776,BRCA
GSM480988,0.6651541619,1.4606095922,1.9768290249,2.6797747877,0.2336625432,1.2253286429,0.3768438303,0.0354322350,0.2232566630,0.6786938956,0.2500766682,0.7048245169,0.9692984145,0.4196553928,0.8550069128,0.3142159817,0.7135967784,0.7610478143,1.2302137000,2.3815003764,-0.0771605604,-0.0869024769,2.4106331765,0.1240684543,0.5724089941,2.9493321577,0.4894500143,0.2853974567,-0.1552671052,1.1628481680,1.2317149324,1.3477626990,0.7695017069,0.4483212142,0.1243642824,0.0464358267,0.5721847337,0.3536826940,0.6436327224,0.1317501055,0.0717317383,0.3185837494,0.1387512824,0.2166701522,0.2406342437,0.7503276631,0.7816105474,0.3699611574,0.5098414287,1.1591554468,0.7144507785,0.5164196040,1.5060873612,1.4342106781,0.5571329155,1.6480233324,0.9135258088,2.6572073699,0.4117308575,2.3551963568,0.3264272207,0.4941558676,0.0600307916,0.6083950446,2.1178715942,1.9471457959,2.8692550394,0.5251857920,0.0316845320,0.0236460330,2.1943604762,1.1683991746,1.6632971279,0.6188953468,0.1202252024,0.5301615299,0.6930006445,0.6966277208,2.9510261086,0.3558105439,0.4717482587,2.4824682474,1.2765441239,2.2279191218,0.0583560137,1.4222286624,0.0123034462,1.5844568569,2.4547690271,2.1387088596,2.9522883891,0.2562515611,-0.0376537269,0.8737116543,0.9282636127,-0.1559919835,0.0925775799,-0.1305258925,-0.0300241729,0.6689037141,0.0067085068,0.2309859506,0.6857623049,0.4540266042,0.2261242810,2.0813086828,0.4668352327,0.4123464040,0.4310184621,0.1802334750,0.0433548102,0.4509769996,-0.2114222703,1.1147962173,-0.0830452026,2.8574498629,3.1577359042,BRCA
GSM480989,1.0872009703,2.0046633735,2.1277031632,3.1494030952,0.1861731648,1.2131182628,0.2868206810,-0.0036139836,0.6577190819,0.6246220736,0.4088607258,0.6105725308,1.1803665832,1.1025918848,0.7178036943,0.6118485513,0.8727325466,0.4307680485,1.8922351581,3.2184017500,-0.0440582217,-0.1545042630,2.3844845741,-0.1166333743,0.7887181625,2.9999179178,0.7218239838,0.3369124245,-0.2058682827,1.3256485596,1.2957978994,0.9433390029,0.3639612206,0.7836381287,0.1536935761,0.0980581144,0.8906831002,0.2792394819,0.6242749002,0.3684515197,0.1336893973,0.5849929220,0.4823784157,0.3890595156,0.6560733582,0.5378749203,0.6080515079,0.3357382367,0.4052364673,1.7573704544,0.6932529128,0.5378898531,1.5230114196,1.3144662851,0.7031641477,1.7123068234,0.9923123140,2.4031464756,0.4819586427,2.3638981731,0.1799063782,0.5546988178,-0.0354337847,0.7905578685,2.4502108280,1.6943778312,2.6176267464,1.0972264342,0.1828765272,0.0822314502,1.9155484394,0.9033617012,1.3767889477,0.7485212734,0.1933445482,1.3321290390,0.5788972377,0.7027902354,3.1985672843,0.3440530650,0.4853385165,3.1747188966,1.3421834634,3.3196494316,0.1251372889,1.6810859640,-0.0452475503,1.6725090239,2.5331138194,2.1191751213,3.6641959325,0.4342729476,-0.1711621564,0.7747299092,1.4806387101,-0.2340251811,0.2248261644,-0.0381078102,-0.0366488714,0.6305979339,-0.0383940799,0.2098831874,0.9562271386,0.2330075028,0.2642624421,2.0013435061,0.3172533265,0.5764628719,0.5365505359,0.5103131626,0.2231578347,0.5257357954,-0.2476688376,1.3031247399,0.1216932705,3.6952799426,3.1654886404,BRCA
GSM480990,0.5226657964,1.7115865384,1.9517909760,2.6510360771,0.1207801240,2.2530755903,0.2558112307,0.0064673190,0.8094430494,0.6970671335,0.4643306544,0.4721010247,1.1604397012,1.1913729861,0.8432761808,0.1051962484,0.8817640961,0.7218004385,2.1320328243,2.6674814356,-0.0192993419,-0.0525763644,1.6037760600,-0.1148439898,1.1117833592,2.1170771520,0.4084177396,0.0180568368,-0.1169694460,1.1651945131,0.9441063161,0.8705823336,0.2012015875,0.2491576452,0.1456148048,-0.0358600322,0.4786939876,0.3054938981,0.6846161561,0.1791068960,0.0371921359,0.5068344302,0.1128523393,0.3130536933,0.4072394369,0.2538017999,0.4887175258,0.3235635876,0.4468732815,1.2178873122,0.6295977114,0.4589302594,1.0576910260,1.0958563052,0.9122823077,1.4043887228,0.9122090684,1.6483402512,0.2947561939,1.9465403633,0.0148114189,0.3382607175,-0.0805639209,0.8685073141,2.4555683187,1.5628154933,2.1692224873,0.9711773230,0.1915451656,0.0593348612,1.3286223952,0.4041248440,1.0959475488,0.3947642570,0.1100128064,0.6038618980,0.5586778444,0.3744227562,2.0966728793,0.4688002180,0.5824783352,3.1792538265,1.0856118762,3.0851253934,0.0775462456,1.5961095689,-0.0300012777,1.4641507203,2.3306908249,1.2462152838,3.3314003795,0.5317597323,-0.1249533393,0.2185356793,1.4264969624,-0.1730533300,0.0906475111,-0.0255154651,0.0399669308,0.7122747747,-0.0640743610,0.6899175100,0.5709802620,0.1399117160,0.2983920485,1.8475843991,0.4127825990,0.8928001613,0.5869851419,0.4306118472,0.1661559193,0.7353317736,-0.2032413098,1.1199795939,-0.0109076798,3.4456837443,3.2774495550,Control
GSM480991,1.0181285433,1.5991491721,1.9548463702,3.0763230854,0.2020101688,1.7783834487,0.3292333910,0.0538914441,0.5996197004,0.6879691412,0.5157820662,0.7883174032,1.2246226268,1.3150380452,0.7870749709,0.4232417083,0.9751624318,0.5557305636,1.9452381165,3.3404715060,0.0147134401,-0.1561541544,2.5832287296,-0.0586773964,0.9815350211,3.3503331609,0.8885130618,0.4148792883,-0.1012344471,1.1894869937,1.1160722226,1.1671589347,0.6653328206,0.5675334501,0.2633807118,0.1095150444,0.8753718325,0.4331699152,0.6857462334,0.2205367841,0.0986545528,0.5756097456,0.6596218793,0.3815470617,0.7030184204,0.4352617630,0.7706238129,0.4540658543,0.4982348675,1.6214236092,0.7479636288,1.3175270110,1.4865300919,1.3888472417,0.7522064067,1.8858746666,1.2060454591,1.8353408797,0.3749364078,2.5931766034,0.2865525757,0.8058129589,0.0346916272,0.9589034978,2.5096996652,2.2787851525,2.5054822498,1.1232369474,0.4494242791,0.0409435759,2.0459546360,0.9491910770,1.7887687180,0.5791600604,0.1118828165,1.0022382588,0.6874921345,0.6666735885,2.7468340529,0.3734121701,0.4964059232,3.1350121101,1.3744778784,2.8990819322,0.1604087682,1.8557779853,0.0100539294,1.9124401249,2.5815827667,1.8351302893,3.4355427622,0.4838255587,-0.1286999281,0.8800035584,1.3207211923,-0.1535138113,0.2852445329,-0.0849736056,-0.0776796795,0.8681339178,0.1180611081,0.2873288737,1.1019604315,0.2412065082,0.5028655720,2.3217190157,0.4500272210,0.6971781336,0.6311017220,0.4589599152,0.1158644960,0.4660726214,-0.2067876671,1.5565664317,0.0634547451,3.4921040800,3.1756868230,Control
GSM480992,1.1948922251,1.7513222844,2.3609367311,2.7621481684,0.1826894088,1.4566390039,0.1837766226,0.0415181278,0.7700731896,0.8017648469,0.6545573728,0.3473982419,1.1392125174,1.3967628189,0.8327260339,0.1149376764,0.7550854538,1.1829526473,1.6074999379,3.6489519013,-0.0354779380,-0.1081665917,1.9369730240,-0.0930546311,0.6114042641,2.6952222586,0.1423397329,0.0405047584,-0.1507795297,1.1889939077,1.3331444340,1.1930996416,0.4651198099,0.5923040952,0.2587869582,0.0335047627,0.6896286379,0.3265212597,0.6504899056,0.3485636403,0.0869171159,0.6882149836,0.0189752440,0.1453994831,0.5831117513,0.2096321021,0.3965950078,0.4097311430,0.6009607002,0.7648458477,0.4727569353,0.8376772637,1.0601867206,1.1335597866,0.8491498223,1.6480988661,1.0855443296,1.7424372137,0.3545082701,2.0590669290,0.1866085050,0.6255188781,-0.0060374123,0.9608591059,2.6620135665,1.5362635040,2.0883135133,0.9079192014,0.5233401110,0.0963477720,1.9624610957,0.7523012441,1.3274090029,0.5350558127,0.1247552034,0.8961720840,0.6687324329,0.2934190806,2.2214331427,0.4206743938,0.4913583273,3.4234994650,1.4590425715,3.1821215418,0.1988145202,1.9009259739,0.0267094132,1.8015881813,2.6315740287,1.5447055994,3.0997888668,0.6002683495,-0.1335080229,0.6332261280,1.5833050040,-0.1389105353,0.1729813910,-0.0490653579,-0.0658791075,0.7846478942,-0.1369239798,0.4589779524,0.6015862075,0.1618323695,0.1905034041,1.8797565922,0.1409345185,0.8833835256,0.7422009094,0.5628421953,0.0310615227,0.6041184668,-0.2675255011,1.2725413235,0.1201111253,3.4658576647,2.9578249851,Control
GSM480993,1.0236971223,1.8378044944,1.8447848111,2.9215122063,0.1741620189,1.3234217754,0.5099920705,-0.0218767378,0.5045885989,0.6528833915,0.4338406493,0.4755469993,1.0328274289,0.9267996791,0.8213512268,0.4566361214,0.8543911080,0.8351284757,1.4200339525,3.3739577930,-0.0340500005,-0.1223433465,2.2692645044,-0.0428806042,0.8980644234,2.7501399121,0.3653112383,0.3842712446,0.0108910670,1.2051356501,1.0990368054,1.1070815918,0.7348893667,0.6504875759,0.2555235904,-0.0768544611,0.8076555928,0.2987675639,0.7431815034,0.1589081978,0.2076407935,0.5777387229,0.3843253352,0.1014895280,0.5736843281,0.4543534236,0.6211204029,0.2988800438,0.5566453909,1.3739540559,0.6526784421,0.5173295504,1.3688402838,1.3615808209,0.7534448307,1.8243508815,1.1910323449,2.1838857161,0.4104690846,2.4622005078,0.1833913909,0.6561426221,0.0127523537,0.9929613224,2.4204977969,1.9670651269,2.6325990359,1.0101418760,0.4308764796,0.0778449165,2.0878255667,0.8897252214,1.5633234018,0.7995278174,0.1032584179,0.8920076265,0.7879215231,0.5786399736,2.7589055830,0.2725769351,0.6403183415,2.9720670878,1.2238996251,2.8663656050,0.0359939708,1.7198129629,-0.0595622477,1.6516429351,2.7047916055,2.0868569016,3.0971606819,0.4533994367,-0.1791047965,0.8611144647,1.3485616276,-0.1817137117,0.0841120003,-0.0553568085,0.0181720382,0.6572623596,0.0172202534,0.2601383731,0.8486350457,0.2503771845,0.2507889494,2.2338060886,0.3061990543,0.6751166826,0.5339253467,0.4237260454,0.1043396187,0.5566465264,-0.2397738694,1.4406751651,0.0518983149,3.2764808337,3.1655114227,Control
