@relation data

@attribute 83700 numeric
@attribute 338 numeric
@attribute 51378 numeric
@attribute 5781 numeric
@attribute 682 numeric
@attribute 6464 numeric
@attribute 2335 numeric
@attribute 56301 numeric
@attribute 5478 numeric
@attribute 23657 numeric
@attribute 285 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 284 numeric
@attribute 3676 numeric
@attribute 9046 numeric
@attribute 3675 numeric
@attribute 1525 numeric
@attribute 6520 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 481 numeric
@attribute 3678 numeric
@attribute 2207 numeric
@attribute 6566 numeric
@attribute 90952 numeric
@attribute 23759 numeric
@attribute 5777 numeric
@attribute 54210 numeric
@attribute 3635 numeric
@attribute 50848 numeric
@attribute 4312 numeric
@attribute 5175 numeric
@attribute 3690 numeric
@attribute 8832 numeric
@attribute 55423 numeric
@attribute 6402 numeric
@attribute 57126 numeric
@attribute 2888 numeric
@attribute 6403 numeric
@attribute 3685 numeric
@attribute 4973 numeric
@attribute 9056 numeric
@attribute 6693 numeric
@attribute 6404 numeric
@attribute 2886 numeric
@attribute 3688 numeric
@attribute 4893 numeric
@attribute 3687 numeric
@attribute 9057 numeric
@attribute 3689 numeric
@attribute 2885 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 58494 numeric
@attribute 6654 numeric
@attribute 2621 numeric
@attribute 51206 numeric
@attribute 3265 numeric
@attribute 965 numeric
@attribute 3845 numeric
@attribute 962 numeric
@attribute 961 numeric
@attribute 3897 numeric
@attribute 23539 numeric
@attribute 9123 numeric
@attribute 4099 numeric
@attribute 11136 numeric
@attribute 23428 numeric
@attribute 8140 numeric
@attribute 3655 numeric
@attribute 10461 numeric
@attribute 6714 numeric
@attribute 140885 numeric
@attribute 7010 numeric
@attribute 7525 numeric
@attribute 5196 numeric
@attribute 914 numeric
@attribute 5627 numeric
@attribute 51744 numeric
@attribute 5197 numeric
@attribute 857 numeric
@attribute 5624 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5335 numeric
@attribute 2534 numeric
@attribute 120425 numeric
@attribute 4067 numeric
@attribute 3932 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 7056 numeric
@attribute Class {Control,BRCA}

@data
11.0724812,7.52571875,5.510179653,11.64123906,8.8793823445,9.15105029633,5.784851809,11.44759484,7.340653781,5.468103682,10.30496191,6.893001507,7.99361935,9.957674541,6.297013109,6.196356218,8.1217165825,9.958574872,9.160287724,8.881298397,8.1654550638,11.0075662667,10.57663577,10.42552569,5.431465218,10.83822324,5.59953846533,6.80465488733,5.739045575,7.745155171,6.435307999,5.564691589,12.12241722,6.147515948,7.0866122105,6.484828414,5.913614242,5.657219288,6.34278893925,7.545024544,10.67951553,8.405993556,9.470273049,6.459892344,4.82618143,6.82020416933,9.30169669467,8.74899041,6.01615391233,7.9841253975,11.423270155,9.4954151895,11.18792748,12.346326125,11.31322333,8.001564595,10.0911473073,5.802366961,7.4423513115,9.0962696335,6.8286116825,6.701137054,8.334569436,6.1933182115,5.468103682,8.761053454,5.395419826,7.110929882,6.60059810433,8.325497867,6.43230933033,9.112248912,6.75911734333,10.958471399,10.720855645,8.956696408,4.92268697,8.049591461,12.29448586,6.143337929,6.251629749,13.206076235,4.850263431,6.685313404,7.339184439,7.6745180755,9.2289642325,8.479821812,10.63456176,5.69019779725,7.0703331436,11.7240492,7.537453572,Control
11.33884516,6.348379055,4.948847562,11.64123906,8.771832078,8.42779587067,5.68055279233,10.19564323,6.648325671,4.948847562,9.663318432,7.712339773,7.61467511,8.6172071545,6.043635001,5.563756613,7.940840191,11.10149663,9.20400973767,8.993477034,7.6774776296,11.0786587633,10.55403266,10.02820346,5.272407006,10.58303601,5.92315269333,6.92689952033,5.97717186,7.742126034,6.68672331833,5.101199635,11.52829551,5.52873637,7.052513345,6.65147713967,5.61353994,5.282820861,5.7995310015,6.458780312,9.752932999,7.081539693,9.175650046,6.68177874667,6.239603899,7.70625733267,8.828078384,8.474680533,5.64215681733,8.024133975,11.4456095,9.5539178325,11.10029786,11.8557988,11.11214317,7.481398095,9.8802505615,5.3573015295,7.8897640555,8.2815049495,6.4300637355,7.370864191,8.749220069,6.35214759,6.060593939,9.024558716,5.9854380675,6.754958049,6.36561548567,8.538694442,6.371338954,8.87194953,6.586005659,10.5766137675,10.236162425,9.025562565,4.332418168,9.713391295,12.39041358,6.353195907,6.183690582,12.113213965,4.06456111,7.098719371,6.741201091,7.862876923,8.8907159655,10.07020855,11.67867508,5.74326863275,7.6111323212,12.12504541,6.800385888,BRCA
10.83188538,5.194176951,4.915295312,11.37070935,8.768137349,8.45925672733,5.278519036,7.329933371,7.649240232,4.584732512,7.742648173,7.905749702,7.849031477,7.128479166,6.268430299,5.8058864945,7.980807774,11.53476504,9.84281731133,8.935534242,7.590935683,11.3381346567,9.18625115,10.46214465,4.544584798,8.799403966,5.79473177367,6.94614165833,6.241654902,8.060129988,6.36773601167,5.507645012,10.40487575,5.194176951,6.57139652,6.86307926,6.092445976,5.561334729,5.565204699,6.451215749,10.08758255,8.082416694,9.388921983,6.77600019633,5.451055498,8.21755960667,8.9042892375,8.690112479,6.33241706267,6.725819356,11.82795379,9.480270588,9.860497734,10.173210653,9.458448204,7.228580927,9.89024327825,5.9146248955,7.856102429,8.229193271,6.720661627,7.958786319,9.6175147105,6.0643577435,6.431335148,8.784374029,6.5929681715,7.364837496,6.60124077833,9.659657526,6.561221976,9.34698839,7.22912163867,11.38025436,8.9239845385,8.927023183,4.963487128,10.35655132,11.62074231,5.816734888,6.203891817,10.5864353725,5.857490426,6.212526175,6.813047234,7.7021225845,8.275073194,9.258943514,11.59799678,5.8326297955,7.448654099,12.67203307,6.364927481,BRCA
10.71326216,6.832450574,5.475661496,11.77608148,8.831628272,7.73867912133,5.20244744133,9.826322502,6.934991518,4.482788153,7.80883731,8.08212392,8.17437786,8.4476090825,5.660003917,6.1176592375,8.3145459475,10.77384001,8.76121365867,9.524248408,7.1937672274,9.415136053,9.671576946,10.02390718,4.53376448,9.753083475,5.437532102,6.773314497,5.633294061,8.06060289,6.54769707467,5.139460541,9.922525358,5.254944744,6.6775755405,7.00024685333,4.342813605,5.745177655,6.26453683075,6.015142517,9.271638758,7.485348582,9.091145182,6.89828157633,5.73024,8.13014295033,8.75186424133,8.847629866,5.635042506,7.015392628,11.954544835,9.432546201,10.35208789,10.217931663,10.3854637,6.648325671,9.496993845,5.919204608,8.398114105,7.9716927155,6.243898751,7.829676956,8.5747783985,6.5914705675,6.086407617,9.184485567,5.6049829815,7.009719816,6.65095194133,8.869671817,6.18410994633,8.862764851,6.91032494133,11.093196936,9.0675019935,8.724992221,5.229406468,9.779251973,11.6659178,6.232282407,7.343965437,10.9511039505,4.845002284,5.584068992,6.506054132,8.054801422,8.08464112175,9.56812767,11.00452968,6.064440107,7.6522265588,12.52623397,5.838328613,Control
10.87313284,5.764215595,5.041999937,11.54684638,9.050818791,8.10318445333,5.25964903267,9.697098373,7.31944887,4.911705061,8.194487401,7.843106264,7.090221279,8.374691736,5.694748763,5.639333158,7.9312840775,12.04072818,9.51717962767,8.886703411,7.6579137982,11.0671163433,9.349370323,10.2658146,4.44414752,9.586361839,5.93814949667,6.95957036867,5.546825987,7.919118257,6.78912007267,5.607338636,10.6953025,5.476714818,6.8343688625,7.07500935333,6.088105148,5.549215754,5.63271403975,7.347712434,9.935467529,9.716802799,8.762549077,6.30521607467,5.852630158,8.024771969,9.13491446,8.770532686,6.05438603367,6.634522856,11.664734205,9.66718229,10.04873245,11.121158615,10.03355416,7.634958261,9.58722150125,5.9062815045,7.697637374,8.544231152,6.8833304115,8.681986034,8.7855995045,6.275924,5.989826604,8.869887692,5.6865494335,6.868733444,6.72271790267,9.002154772,7.03425695367,8.968180054,6.72839437467,10.636090239,9.346193744,9.180823621,4.238982945,9.841195224,11.67950002,5.835046906,6.056372858,12.094032035,4.906423146,7.405441727,6.944393257,7.930765467,8.34620788925,8.919415413,12.12951334,5.91669616975,7.950268865,11.96427598,5.544432256,BRCA
11.52775569,5.663352625,5.797863326,11.95147243,8.9573893605,8.70127661067,5.707811796,9.061101886,7.950324238,4.985513237,8.830119917,6.814297663,9.003996476,8.63196621,7.092337284,5.9807494755,8.363719193,11.4744083,10.3886318853,8.792953849,8.0926699198,12.1145166367,10.95930669,10.17570583,5.476714818,9.800584933,6.068461391,7.329467798,5.518071829,7.186711317,6.73902004267,5.476714818,11.90810746,6.672712173,7.741012465,6.58785765767,5.964982644,5.470383322,5.948291782,7.45762943,10.94344908,9.313904007,10.02441981,6.25933008967,5.508912889,7.15187721367,9.489530799,9.445243095,7.17660310767,7.7016899055,13.379465115,9.9164802245,11.02694718,12.98729249,10.14723709,8.19601328,10.6332608627,5.941329895,7.3388634815,8.9373963525,7.019536675,7.472185401,9.8326031655,6.085013037,6.154570678,10.14832758,5.5780756935,7.016922821,6.509119171,10.40145051,7.21289602867,8.923204539,6.38912935567,11.0045926235,10.2086082175,9.552621611,4.590130156,8.416735391,12.26341894,5.78110476,6.239556166,13.169679585,5.499695432,7.460253403,7.80732453,7.6687152575,8.716652398,8.97466634,11.79461296,5.66966000725,7.4183463498,12.02694363,8.065956118,BRCA
11.71299347,5.761026747,4.993460669,12.03524768,8.345918811,8.36198243367,6.4670477,6.440500143,6.757593772,5.10140977,9.241268848,7.851001152,7.49197557,7.781972493,6.042759915,5.2283618045,8.00994217,10.24783886,8.66957255133,8.710342497,7.77673562,8.83242227333,10.70804518,9.478952156,5.072332275,9.239646931,5.20562717533,7.417935019,5.836246857,8.082270314,6.790668032,4.981180512,9.176011741,5.418536788,6.843917805,7.64867622433,5.754494213,5.349799819,6.181260444,6.452575359,9.545409111,7.978569078,8.688058921,7.25085123867,6.082580853,7.50182492433,9.251714595,9.358008891,6.031614841,7.1628441385,11.636086735,9.167523377,11.77183206,13.612733115,11.2250027,7.292025067,9.06588790875,5.7180194865,7.9742866725,7.2971646555,6.6232326,7.617983703,8.307924129,6.051283158,6.843296507,9.721262049,5.3003586355,6.899511381,7.158489434,9.182345388,7.19476401833,8.547431684,7.54701473933,10.7572486395,8.407617644,8.18992476,5.536217098,9.410706331,12.53522562,6.365014999,6.883746426,9.2216698995,5.019714421,6.662423158,5.996847001,8.590203577,8.39165280725,8.893893904,11.980959,5.862304229,8.3350079456,13.11366653,5.646674804,BRCA
11.31896656,5.862458365,5.290029217,11.28411575,8.8300470005,8.53051419067,6.11171869767,8.93734522,7.417897071,4.440622372,9.877974684,6.876858011,8.280192097,8.4976927755,6.51601958,5.730023584,8.2637160875,10.06266044,9.34830377267,8.934251932,8.060705661,11.6829085233,10.27665401,10.95407835,5.325720324,10.35265071,6.20886654667,7.27179105267,5.431465218,7.46131803,6.50818729167,5.252108349,11.48554018,5.838328613,7.129524289,6.567183293,6.613204258,5.337721125,5.979355383,6.809675295,10.75503384,7.800157538,9.716982805,6.24643194667,5.632130956,7.76995200267,9.23773095817,8.993477034,6.00625084667,6.747602003,11.69409393,9.1611827995,13.03513077,13.37481751,11.17704903,7.787382059,10.132048191,6.26063088,7.7095138065,9.042169407,7.0670465565,7.567216718,8.754331251,6.248142195,5.725748823,9.066352354,5.737923147,7.570446091,6.34760938233,9.053437973,6.328962603,9.467518326,7.00963552967,10.909664813,10.014758987,8.84840474,5.256643908,9.392951213,12.41967063,5.841099622,5.953446408,12.42221496,5.555364666,6.020263967,7.162847292,7.7549264415,8.80415305075,9.157947591,10.68348837,5.88068915225,7.757716558,12.07897478,6.92202275,Control
10.96573399,5.589022814,5.241850906,11.64347756,9.017325795,8.16926655967,5.79816158467,7.914237304,7.944069439,5.706952669,7.522112898,6.901292687,7.748010194,7.634911512,6.379383241,5.4029647955,8.446684304,11.24231983,9.88719094933,9.169130251,7.891337482,11.8796742633,9.280446664,10.48162315,5.262293378,8.938396899,6.02339317333,6.87905191167,5.160286177,7.57557919,6.84945253667,5.192205263,10.8590069,5.40668228,6.672645933,6.80364086367,5.991301456,5.791560958,5.92738308275,6.575921614,10.365683,8.959597113,9.158850196,6.29080341467,5.749206573,8.114530488,9.05065703483,8.769533015,6.196845866,6.537469927,11.5577866,9.3657406255,11.21785793,11.83751796,10.15718937,6.878728789,9.487018861,5.530045787,7.94496816,8.735810797,6.5497902615,7.616679553,9.6183197915,6.184122169,5.229983196,8.895212575,5.60076847,7.191752936,6.691921469,8.764623762,6.958562315,9.1190968365,6.85674479767,11.1590909,9.2182717045,9.527448232,4.827579315,8.831086408,11.60505131,5.945216293,5.929560972,11.441748505,5.015037253,7.205282841,7.428655643,8.1175343725,8.0162301535,7.67246269,11.06871466,5.81485113325,7.6719006758,12.20624983,6.515310041,BRCA
10.72598418,6.161087152,4.554721148,11.52775569,8.4637879505,8.39504068233,5.37743589167,11.50955249,7.103736613,5.320314304,7.076818602,7.699539704,7.162394161,9.1572452295,5.729220505,5.4896702555,8.061784113,10.6279946,9.31708568633,8.786074471,7.6172088754,11.8340178433,9.152139757,9.994474054,5.557663769,9.261778266,5.93082713433,6.98522982867,5.328236218,8.076790383,6.82081096367,5.159075364,10.25957296,5.411944154,6.9925262615,6.79934445133,5.578947201,4.972820434,6.1636783635,6.894093582,9.93833767,9.288653359,8.932222966,7.078510385,5.894885198,7.798260765,9.06946628383,8.271931157,6.04941479267,7.327479922,10.97266949,9.70078824,9.002738467,10.2600636325,10.08323369,7.4960371,9.451873703,5.7288263995,8.148239231,8.009368739,6.1985753455,7.502038402,8.723829144,6.308911843,5.841099622,8.593410849,5.012436912,7.51975639,7.17848648167,8.276684068,6.30607312233,8.2219366135,6.973025285,10.417250621,8.9440034885,8.558077339,4.977407298,9.377341303,11.24631027,6.038266749,6.350148575,11.881986655,5.28356184,7.606018576,6.850940421,8.2287174245,8.42904151725,8.743051332,11.11942121,6.225327925,7.3060563712,12.27296951,5.644152813,BRCA
