@relation data

@attribute 83700 numeric
@attribute 338 numeric
@attribute 51378 numeric
@attribute 5781 numeric
@attribute 682 numeric
@attribute 6464 numeric
@attribute 2335 numeric
@attribute 56301 numeric
@attribute 5478 numeric
@attribute 23657 numeric
@attribute 285 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 284 numeric
@attribute 3676 numeric
@attribute 9046 numeric
@attribute 3675 numeric
@attribute 1525 numeric
@attribute 6520 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 481 numeric
@attribute 3678 numeric
@attribute 2207 numeric
@attribute 6566 numeric
@attribute 90952 numeric
@attribute 23759 numeric
@attribute 5777 numeric
@attribute 54210 numeric
@attribute 3635 numeric
@attribute 50848 numeric
@attribute 4312 numeric
@attribute 5175 numeric
@attribute 3690 numeric
@attribute 8832 numeric
@attribute 55423 numeric
@attribute 6402 numeric
@attribute 57126 numeric
@attribute 2888 numeric
@attribute 6403 numeric
@attribute 3685 numeric
@attribute 4973 numeric
@attribute 9056 numeric
@attribute 6693 numeric
@attribute 6404 numeric
@attribute 2886 numeric
@attribute 3688 numeric
@attribute 4893 numeric
@attribute 3687 numeric
@attribute 9057 numeric
@attribute 3689 numeric
@attribute 2885 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 58494 numeric
@attribute 6654 numeric
@attribute 2621 numeric
@attribute 51206 numeric
@attribute 3265 numeric
@attribute 965 numeric
@attribute 3845 numeric
@attribute 962 numeric
@attribute 961 numeric
@attribute 3897 numeric
@attribute 23539 numeric
@attribute 9123 numeric
@attribute 4099 numeric
@attribute 11136 numeric
@attribute 23428 numeric
@attribute 8140 numeric
@attribute 3655 numeric
@attribute 10461 numeric
@attribute 6714 numeric
@attribute 140885 numeric
@attribute 7010 numeric
@attribute 7525 numeric
@attribute 5196 numeric
@attribute 914 numeric
@attribute 5627 numeric
@attribute 51744 numeric
@attribute 5197 numeric
@attribute 857 numeric
@attribute 5624 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5335 numeric
@attribute 2534 numeric
@attribute 120425 numeric
@attribute 4067 numeric
@attribute 3932 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 7056 numeric
@attribute Class {Control,BRCA}

@data
11.20569569,6.516728771,4.901363214,11.67803681,8.646084224,8.62624266567,5.303385894,10.0322459,6.961915926,5.47558044,9.523836907,8.083640375,7.841880566,8.66032822,5.442289366,6.205377824,7.868672706,9.005344631,9.40553512433,9.282845833,7.6843879584,10.45793763,10.47331538,11.00670145,4.998433881,9.059426345,6.22588212733,6.812437156,5.404469963,8.631178079,6.66349506767,5.263890047,10.85352421,5.576228285,6.44399106,6.89568309867,6.52642539,5.011910695,6.14102926475,6.888746673,10.03888509,7.392491577,9.978374813,6.358223409,5.372961888,7.41398023633,8.5429645305,8.359597076,5.88281038067,7.6315003355,11.530394835,9.153599552,11.66204091,12.842764705,10.28386424,6.507481989,9.93865256025,5.5655325525,8.198599078,8.0631693435,6.7499434665,8.594558929,8.660541931,6.3427468675,6.494260087,9.328193084,6.1934264185,7.045216672,6.39369571567,8.444746903,6.641325096,8.6434616555,6.89592443067,10.786589999,9.2039053845,9.18487604,4.723301869,9.910778047,11.99760301,6.507481989,6.685173215,12.15689855,4.832651143,6.657000843,6.80536058,8.709822916,8.9502413505,9.924167126,10.71430158,5.790786971,6.9076540764,11.73774813,7.388450298,BRCA
11.04322917,5.970630084,5.20340796,11.69692854,8.5068042415,8.601359139,5.616571363,10.24961752,7.502913581,4.752897783,9.475278021,7.288638004,8.411956995,8.8107934945,6.711395528,5.991882186,7.9624000735,10.53098201,9.42659936033,9.088311981,7.9574093308,11.30856091,9.720655169,11.27393851,4.906182599,10.26227726,5.71658539333,7.04071315267,5.928376985,7.791425228,6.56443669333,5.398154738,11.85099365,5.887897624,6.735270696,6.733226642,7.049797169,5.38008113,6.1358924015,7.202983612,10.62352057,8.633831795,9.600285146,6.37980156367,5.812248716,7.05009819,9.18007328783,8.700336649,6.214450131,7.7815947565,12.19832114,9.5256586835,10.95259222,12.193384535,11.30388933,8.512524314,9.9190056315,5.548429074,7.4409667175,8.8728674485,6.5565791765,7.856831861,9.3568726805,6.207828883,6.277060108,9.65740828,5.5038057255,7.184778974,6.685153967,8.993844956,6.535519258,9.366517614,6.98144085767,10.712859843,10.139130396,9.330659861,4.815077462,8.611099628,12.07828769,5.851756067,6.467284066,12.90706253,5.091923254,6.822223857,7.215390118,7.877739246,8.477755757,8.818774784,11.07740677,5.852877388,7.509195938,12.16093036,6.625311134,Control
10.70754056,8.400389696,5.206146244,11.86292605,8.7903553315,8.523978557,6.18745509633,11.89604864,7.155352377,4.993460669,9.323494555,6.995431166,7.931344923,9.6391180575,5.692100223,5.7372118465,8.309212196,9.9831294,9.403063414,9.278752093,7.9878450618,11.2772303167,10.11027486,10.61025923,5.434304001,10.81201905,5.98385966867,6.803089398,5.795397636,7.924992273,6.417104127,5.364232071,12.01909212,5.582263377,6.470553693,6.64886872033,6.335440044,5.303243061,6.07229881425,7.310297228,10.72951477,7.197145724,9.551728025,6.31079098033,5.790388412,7.487791281,9.52376826383,8.782311189,5.833124685,8.3704806725,11.42839688,9.597360232,11.858053,12.34714865,10.79887295,8.640083234,10.118329645,5.506735034,7.6537280945,8.974241235,7.0758260015,6.905420477,9.021856042,6.370942988,5.741339733,8.755572891,5.410484449,7.002874423,6.28995542333,8.941327257,6.95978501467,8.79391558,6.75905554167,10.8105651425,10.590884185,8.442550769,4.955372383,8.211110933,12.10010062,5.667403422,6.55167414,13.418552165,4.944168843,6.672535396,7.548207573,7.919144247,8.5293685075,8.323416374,10.59403555,5.8050524925,7.3656981534,11.89182747,7.068243885,Control
11.21903252,5.787779337,6.169329391,11.0249286,9.3386841175,9.16094315833,5.540230241,8.493956619,7.155352377,5.346435058,8.439354191,8.137837934,7.658516996,7.614369105,6.691398504,5.9491313435,8.8558219455,9.685318716,9.74108570167,8.714658623,7.0894307086,11.218616671,10.99419451,10.43052602,5.18190882,10.59770368,6.25014137433,7.516461694,6.086089107,8.194979796,5.72725181833,5.125166757,11.31701417,4.840980873,6.451068616,6.85401276867,7.313157687,5.870864797,5.76510314725,6.136433016,10.42071848,8.728100036,8.943482666,6.29069405367,5.190823476,7.946184041,9.15082053767,8.647099619,6.75150059067,7.9133540005,11.88734111,9.06038523,10.53019687,10.489753981,9.989636156,7.7584583,9.94048319325,5.6240771985,8.1909422715,8.1633518635,6.6476128175,6.191903727,8.0590904075,6.3606686485,5.363706598,8.8976497,5.308239648,8.19268873,7.42768159,9.000916275,5.75840882033,9.65898453,6.82951290367,10.7435649285,10.351843965,6.361948707,5.109999067,9.773259203,11.32848436,6.304972419,6.285777293,12.50149699,4.700318863,4.904979261,8.158055634,7.988942668,8.5706565075,9.030143702,9.744102689,5.77734798875,7.1534205814,12.03287579,7.207456398,BRCA
11.90579323,5.850631456,4.897254041,11.92126273,8.120754252,8.789516499,5.960731805,8.711822784,7.355331548,4.931696351,10.20337282,7.298133898,8.468217878,7.9756571805,7.991537612,5.825648913,8.093597058,10.81962051,9.495319738,8.357740164,7.322166587,11.3597607767,11.17577737,10.47189392,5.431214469,9.603014797,6.019787356,7.13020930867,5.718232318,8.236482005,5.744491636,5.213747029,11.25022455,4.788047896,7.2682916495,6.752746806,7.938390374,5.606894664,5.96335906925,6.418700692,11.15310882,8.369773038,9.685318716,6.128178989,4.772692515,7.479527293,9.44121959,8.81729638,6.20343666067,7.7607571165,12.562740285,9.5800955565,14.67555382,14.14958881,10.30226796,7.8511886,10.1265589305,5.6681201505,7.2806843915,7.954276079,7.0204037355,6.076714738,8.398633319,6.1163863015,5.857863615,9.229906989,5.2967899485,7.538811912,7.21593225733,9.402623661,6.10844654733,9.368079933,6.91208436433,11.38212335,9.634881044,6.196140414,4.765152047,8.744658219,12.22502371,6.242607864,6.163202459,11.97200604,5.31307462,5.472171943,8.167858571,7.9147536295,8.93480514275,8.819732939,11.47931054,5.62585714825,7.0222287176,12.93579034,6.817754747,BRCA
11.41166472,5.777361355,5.997919695,10.85319669,8.443895584,8.419142242,5.30175675867,8.360837347,6.980656926,4.921497326,8.151525421,7.850469917,8.093432255,7.2072336135,6.289101891,5.847319854,8.728623836,10.33946621,9.16414089967,8.891541557,6.8611236482,11.5555045387,9.381100084,10.75224706,4.505933891,9.623342493,5.96540611933,7.417477812,6.176029121,8.360837347,5.73390613167,5.240515881,10.0970317,5.364932404,6.862997247,6.61130188967,6.63376222,5.398154738,5.90417779925,6.07692847,10.33270825,10.18974462,9.409189966,6.207583212,5.748737112,8.414255078,8.933464829,8.541833388,6.316335853,7.3728810515,11.681747475,9.0393998015,10.83158062,10.4605186095,9.476058165,7.192690117,9.7232467975,5.825649543,8.539009948,8.169965746,7.1398498025,6.178222265,8.53676075,6.39331208,6.762884029,8.750104935,5.4917354465,7.994835846,6.80069783333,9.141852409,5.87139509267,9.2181035635,7.22720437133,10.7197217855,8.9433045075,6.201051201,4.944168843,9.861374301,11.78049682,6.171732872,6.462138741,11.872194975,4.795210185,4.944168843,7.631688412,7.7272309565,8.1157153055,8.866792965,10.74565776,5.6869878525,6.9209080238,12.39411974,6.258288656,BRCA
11.32023378,6.026142315,5.600813315,10.89823124,9.052454298,8.58330978467,5.298779371,8.136838795,7.170228349,4.726575091,7.791034449,7.978912229,7.412995553,6.9711654675,6.19830322,5.9105825085,8.708228537,10.39870125,9.31203840033,9.02738156,6.865177778,11.30625711,10.13424056,10.15940501,5.049425205,10.08711178,6.24230014333,7.881687676,6.268570655,7.506587513,5.60916538767,5.169936271,10.56535468,5.229790979,6.3621073685,6.82296993933,6.300037329,5.249456007,6.01102899675,5.965386767,10.458089,9.330043562,8.881298397,6.26908873767,5.337899487,8.31640780267,9.05192720867,8.366847964,6.202547924,7.0673076805,11.055174395,8.9731778835,10.6166318,9.977269187,9.728992348,7.688986551,9.8125510085,5.5659029005,8.146852134,7.9798444215,6.9933104255,6.015923042,8.135609518,5.9631549035,6.240701309,8.439977457,5.6594284955,8.140089864,7.28859329433,8.887343342,5.71221607367,8.9798741475,7.35444662233,10.1842791755,9.4485766805,6.627246137,5.447257868,9.508765915,11.10215306,6.329935892,6.398919476,11.745184475,5.139767484,5.538546893,8.19969826,7.5975884795,7.9997957695,8.619359016,9.93170563,5.8591069415,6.8965544166,12.3239471,7.300812696,BRCA
11.19524625,6.553095983,4.700735,11.4871292,8.676331448,8.49027171233,5.62889739467,9.8765404,7.479903767,4.991874681,8.251531081,7.88932314,8.044026739,7.766303225,6.82706041,5.944181272,8.327804747,9.937786163,9.08980029933,9.151613494,7.0036304332,10.474957662,10.12647254,10.9757443,5.268482349,9.356370053,5.880766121,7.267388056,5.711227301,8.303724962,5.80714597267,5.413637447,10.32215382,5.69000583,6.594533182,7.07563052467,7.395150919,5.78771405,5.91735949,5.835804886,10.36934682,8.401478078,9.222662775,6.05842915633,5.43213367,7.69302650467,9.04214245483,8.850844048,6.17923126367,7.4279176285,11.80706946,8.9213733295,13.15952927,12.44657104,10.13846417,7.192172276,9.56124647025,5.37118006,8.041917075,8.339837345,6.9654454415,6.612135447,8.36937226,6.4514895885,6.425220624,8.723440065,5.6993145695,7.827931929,6.836217708,9.371407008,5.95639658467,8.8316015025,7.03736704367,11.068458655,9.18669315,6.785161856,4.757838652,9.714503602,11.85977947,5.413637447,6.28540742,11.47644482,4.42789603,5.070616072,7.6455704,7.531468856,8.34669283075,8.82991386,10.28924692,5.8570988385,6.895239566,12.48900128,7.162847292,BRCA
11.07740677,5.614423668,5.119160314,10.89528011,9.4879812905,8.95843216133,5.63963242033,7.752282163,7.362866814,5.006535067,8.455307825,7.960988197,7.836809583,7.175270496,6.768320398,6.01286458,8.70490029,10.32139858,9.58636200533,8.902843217,7.003788491,10.95210528,10.03091577,10.85687312,4.951647528,9.825460147,6.41198782867,7.79308931833,6.08693831,8.375496855,5.823423914,5.044843524,11.22396264,5.50954641,6.226211613,6.57792380067,7.673293394,5.406001929,5.932679197,5.593959684,10.2072374,8.640001868,9.362930698,6.052489268,5.501288856,8.40222940533,9.0875921835,8.687831539,6.25572357233,7.551753055,11.67906498,9.111304808,12.96853095,12.182476745,10.48546988,7.574595656,9.848242135,5.5685105735,7.888636145,8.6570079755,6.6035671485,5.923393601,8.2448768425,6.3043655465,6.001020373,8.83564079,5.8366360965,7.991976868,6.956308681,8.99655902,5.837794173,8.969074069,7.07743364033,10.931847045,9.560385286,6.567123767,4.863456876,9.312021348,11.75128055,6.36737598,6.5117571,11.388876995,4.878003385,5.353156751,8.275287778,7.8558007155,8.21665827025,9.153894694,9.513950163,5.677996665,7.0040046146,12.05711016,7.171429841,BRCA
7.03100122,5.935702091,4.740943304,7.418614,8.727807799,8.67313689733,5.319722061,10.76873043,6.454756297,4.686239521,10.44129753,8.527849483,7.747456426,8.344003427,6.182896477,6.118887362,8.062562651,8.691945103,8.54979281767,9.845502253,6.7185464612,9.95170859933,11.25022455,8.662954149,5.279110251,11.25703878,5.78278015367,6.99649640933,5.676811285,8.848717702,5.44784307067,5.244707519,11.51195041,4.766875281,7.5073823605,6.94946382367,6.591900502,6.026750963,6.35135247325,6.396866433,7.62607609,8.38506549,9.187711542,6.03313954767,5.312983894,7.82750824433,8.1006439875,8.961436038,6.72113053933,7.356566039,11.705440355,10.2970447,12.56021108,9.709625118,10.43144566,8.480033951,10.1117414233,5.397941717,8.85628218,8.5457553055,7.564460333,5.989031828,8.462542883,6.6686461845,6.482691508,8.942068084,6.799070248,8.580985033,6.535497801,9.616503414,5.634729943,9.016699505,6.94510312533,10.47112676,9.4340434515,5.734852697,5.027033758,9.76786627,11.36752411,6.555590428,6.924786158,11.856782875,6.114372881,5.027033758,7.498233163,7.6793168875,7.74146486825,9.875749783,9.580042347,5.6576825155,7.4112322548,12.34859823,7.866198824,BRCA
