@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1027 numeric
@attribute 103 numeric
@attribute 10332 numeric
@attribute 10379 numeric
@attribute 10399 numeric
@attribute 1147 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1796 numeric
@attribute 1965 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2213 numeric
@attribute 23118 numeric
@attribute 23533 numeric
@attribute 23586 numeric
@attribute 2534 numeric
@attribute 25898 numeric
@attribute 27102 numeric
@attribute 27113 numeric
@attribute 29110 numeric
@attribute 2932 numeric
@attribute 30835 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 3310 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3445 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 355 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 3559 numeric
@attribute 356 numeric
@attribute 3560 numeric
@attribute 3561 numeric
@attribute 3565 numeric
@attribute 3569 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3596 numeric
@attribute 3654 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3718 numeric
@attribute 4068 numeric
@attribute 4179 numeric
@attribute 440275 numeric
@attribute 4478 numeric
@attribute 4599 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4938 numeric
@attribute 4939 numeric
@attribute 4940 numeric
@attribute 51135 numeric
@attribute 51284 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54106 numeric
@attribute 5588 numeric
@attribute 5610 numeric
@attribute 57506 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 64135 numeric
@attribute 6504 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6869 numeric
@attribute 6885 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7128 numeric
@attribute 7157 numeric
@attribute 7161 numeric
@attribute 7297 numeric
@attribute 8503 numeric
@attribute 8667 numeric
@attribute 868 numeric
@attribute 8743 numeric
@attribute 8793 numeric
@attribute 8794 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 9134 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 9367 numeric
@attribute 940 numeric
@attribute 9451 numeric
@attribute 9641 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,0.5834629533,1.6314720287,0.9198608781,1.5075298383,2.7115588982,-0.1264090053,0.6036259606,2.1756899677,1.5553736859,1.1127546282,1.1499698796,2.6122123597,0.2027700551,2.5917396498,1.9397812022,0.1866127024,-0.1128402543,0.3869956061,-0.0448427393,0.3545336227,-0.0119043016,0.9514784215,2.0377430321,0.0239596368,1.4199947384,1.2060972602,-0.0859177344,2.9697711170,1.7846097918,-0.0071032289,0.4555979681,0.0636480931,-0.1199885893,-0.0355491750,-0.0352307766,-0.1936514984,0.5704009241,0.8266974284,-0.0526817539,-0.1502639149,0.9466797090,1.8719507903,0.5622643714,0.2482422408,-0.0177594677,-0.0967912121,-0.1760776161,-0.0677221629,0.0003793428,-0.1042894628,-0.1635283750,0.1266020980,-0.1427666815,-0.2414363771,-0.0203942615,1.1724569916,1.0548458216,0.2621445727,0.4470524510,0.0567569479,-0.1623839847,-0.1257935035,1.1446034145,0.5980447877,0.8032602911,-0.0541318617,2.0220233733,0.4754300158,0.8049394469,0.6222571999,0.4087582765,-0.0312992236,0.1465691538,0.3233914226,-0.2339746466,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,-0.0480750479,-0.0425356007,1.9213543832,-0.0394104061,1.5825335458,0.8525465690,0.1412796113,-0.0129204625,0.6816845689,0.9369924123,0.8531475714,0.0372537282,0.1224982199,-0.0295175633,0.9587464938,0.1084792829,0.2804396783,0.1563439426,0.8841919228,-0.1360732363,1.2250487839,0.8580704628,3.0072288813,0.2355270146,0.2065734030,0.6953951515,0.0030422283,1.0897716172,1.4904231056,0.3573680105,1.6426802428,1.8834737148,0.5398516901,-0.0947839043,-0.2453502594,0.0172649335,1.4240894451,-0.1338171530,0.9271493068,-0.0148841539,BRCA
GSM480985,0.6712534413,0.4411996799,1.1038011162,0.7256099795,1.7779963680,2.7380425137,-0.0960339078,0.8658275828,1.9473829085,1.1625347307,0.9595143553,1.0797404014,2.4052719473,0.3297663452,2.0516016627,1.4054429928,0.2867683454,-0.0980658331,0.4735284309,-0.0263181581,0.4486756139,0.0315317513,0.9260753068,2.1499958336,0.0785158289,1.4103516273,0.8787267861,-0.0761863278,3.1069582999,2.0404402000,0.0544814206,0.6992694347,0.0881125467,-0.1568539746,-0.0688103966,-0.0579974532,-0.2161015719,0.6930642174,1.2275162233,-0.1283639223,-0.1919777421,1.6257408953,2.3712515981,0.6094995523,-0.0314154737,0.2870424135,-0.1313371339,-0.1553152348,-0.0922413117,-0.0817170213,-0.1839557208,-0.1799587318,-0.0603622181,-0.1356333635,-0.1827412749,-0.0459955214,0.9020442569,0.9619517792,0.3229465311,0.5544197005,0.1556939161,-0.0271074642,-0.1180662523,1.4300064444,0.7150775671,0.8774038748,0.6221065586,1.8178075153,0.4509238059,0.9412159958,0.5609422953,0.3918603846,-0.0132144624,-0.0034263134,0.5854109176,-0.1576585554,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,-0.0342530832,-0.0797153226,1.9373695652,0.0310598344,1.5935095322,0.8536376064,0.2236295765,-0.1708069508,0.8107330653,1.1877501093,1.0000824235,0.5274472088,0.2041423073,-0.1125852546,0.8959703881,0.9595268907,0.4057916362,0.5712410682,0.5955694337,-0.1123524452,1.1729557717,1.1287610356,3.1524978281,0.4534196694,1.4504289925,0.6583199990,0.1266051651,1.0081416080,0.9785033418,0.1432181572,1.4025407806,0.6753045402,0.0240563192,-0.0976470362,-0.1420515836,-0.0755412145,1.6159079870,-0.1120574987,1.1344667301,0.1249656190,BRCA
GSM480986,0.3637514705,0.4792193069,1.3781034724,0.8395699189,1.4769461321,2.8065404627,-0.0898837451,0.6944233122,1.8848332487,1.3508609449,1.1313685492,1.3173312434,2.5643588604,0.2048830986,2.4968324184,1.7577156492,0.2145363198,-0.0504659953,0.3484060676,-0.0236322101,0.3618640598,0.0265829566,0.7559358042,2.2547901124,0.0129383448,1.0706012746,1.3099040800,-0.0614579147,3.0790505111,1.9584478553,0.0013618719,0.8233810456,0.0197932966,-0.1459904786,-0.1096312147,-0.0646809692,-0.1664142668,0.7245968678,0.7817915348,-0.0855226764,-0.1827084002,1.0875774383,1.9573997111,0.4264019540,0.0009803817,-0.0239051148,-0.0704303690,-0.1368422777,-0.0697262036,-0.0882681534,-0.1630047210,-0.1821055065,0.1871303074,-0.1428892811,-0.1846981423,0.0224967756,1.2574874233,1.0879376855,0.2916625174,0.5183176570,0.0812981193,-0.1311157038,-0.1248284220,0.9911391383,0.9581417178,0.8557906921,0.3296837808,2.2257816393,0.3572855135,0.9283377825,0.7128700620,0.4241582888,-0.0258917820,0.1255886387,0.2910466744,-0.1283800956,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,-0.0651264098,-0.0370660395,2.0651082593,0.0220968891,1.9378681357,0.9353946786,0.0731956334,-0.0805332644,0.8439718666,1.0308837134,0.8920400335,0.1005128598,0.1247599432,-0.0810648357,0.6764137213,0.3079955788,0.4525440362,0.2669933733,0.8508987498,-0.0763476108,1.2944865178,0.9668687962,3.1445948780,0.2372617236,0.6654362376,1.0325570305,0.0132687988,1.1387518238,1.4750367002,0.7189214824,1.5648168326,1.0686674790,0.2420500529,-0.1025164721,-0.1836532933,-0.0764585939,1.4439546531,-0.0338983699,0.7755073346,0.1161199381,BRCA
GSM480987,0.4741756265,0.4050084262,2.0535945445,0.2585912426,1.0660495198,3.0006332928,-0.1139859591,0.5503708279,1.9687771201,0.9561490119,1.1919919963,1.3380208499,2.6639342307,0.6448303390,2.8311268234,1.6769249506,0.2593453904,-0.0054656485,0.2882891527,-0.0190172376,0.2473949593,0.6367091207,0.7147422472,2.1629027127,0.0935844723,0.8813240594,1.1273281686,-0.0912669745,2.8797291519,1.6363823860,0.0847624176,0.8027994977,0.0891156542,-0.1097571099,-0.0948572686,-0.1676894665,-0.1128342754,0.4521056199,0.5771380468,-0.0639082647,-0.0920013336,0.8234962476,2.0126327129,0.5515944428,-0.0380365687,0.1687085862,-0.1189128644,-0.1198361216,-0.0680922132,-0.0802220022,-0.0942762610,-0.1676234927,0.4079698621,-0.1302193291,-0.1714984044,-0.0589916677,1.1661598228,0.6078441045,0.0574592080,0.7885095960,0.0791740535,-0.1391814571,-0.1050866369,0.6610984460,0.6955175438,0.7662236047,0.0580181787,1.6798553201,0.2389650019,1.1037804131,0.7524098709,0.0716668986,-0.0392625514,0.1296856389,0.1764641986,-0.1516244504,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,-0.1253291883,-0.0565996444,2.3265610238,0.0485572440,1.2294952867,0.8780260834,-0.0788403630,-0.0608060146,1.6194223358,1.2035289304,0.6242419429,0.2219263650,0.1830839837,-0.0820127244,0.5847795974,-0.0101977218,0.0066104551,0.5314616065,0.8372933389,-0.1383569299,1.0620853786,0.1919102957,3.3239154516,0.2795797170,-0.0739625144,1.0335237378,-0.0741651057,1.2204825070,1.0669194671,1.1189205793,1.1219945923,1.3236865311,0.0952624018,-0.0586565112,-0.1135724699,0.0434554065,1.3124123283,-0.0878388124,0.4352403332,-0.0076473621,BRCA
GSM480988,0.3666419161,0.4529012942,1.2271330877,0.7658719721,1.5072410189,2.9591803283,-0.0670766561,0.5889144660,1.9570974525,1.0976330084,0.8136572200,1.1532205920,2.1271859109,0.0591934148,2.2427152109,1.1675294143,0.1712146028,-0.0717158681,0.2490599537,-0.0933597851,0.5579253692,-0.0273392516,0.5938316542,2.4792207031,0.0499345936,0.9052912428,1.5309302174,-0.0351869543,3.0691732914,0.9329245273,0.1092327345,1.0987868772,0.0164984320,-0.2155395465,-0.1216714709,-0.1151237102,-0.1170662931,0.7729100537,0.7013928529,-0.0499219117,-0.1157230785,0.7043497048,1.9271321595,0.2691697425,0.3082212135,-0.0187831094,0.0630258011,-0.1658132756,-0.0621939344,-0.0257811481,-0.0929039575,-0.1232804301,0.0463543034,-0.1597166529,-0.1901072972,-0.0282015741,1.1451398267,0.8604278209,0.1464195122,0.2999578148,0.0942390446,-0.1040596990,-0.0793113510,1.0845524155,0.7001526007,0.6676407546,0.3394464933,2.2301817603,0.2502003758,0.7093335530,0.5546799707,0.4000430040,-0.0706422611,0.2233202129,0.0364090984,-0.1286355059,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,-0.0204962117,0.0736688121,2.2814113895,-0.1205929500,1.0011213121,0.6707278885,0.1850729008,-0.0587493004,0.7314281068,0.8725124588,0.5880402816,0.1684060337,0.1357062248,-0.1078101047,0.5952524423,0.4413706618,0.2433668587,0.3366954463,0.6972457048,-0.1327985111,1.3467391969,1.0844853694,3.3959545491,0.3404552888,0.7909122567,0.8734828710,0.0433744584,1.1679295203,1.2074462568,0.1301903638,1.1882289050,1.0074813106,0.1240088557,-0.1690102578,-0.0861505206,-0.0714377011,1.4286935197,-0.0262229780,0.6306084554,0.0166109555,BRCA
GSM480989,0.2517094096,0.6269943672,1.7527057604,0.6320741258,0.9980840938,2.9208275211,-0.0518208673,1.0763674080,1.9737189343,0.6682628254,1.0008007305,1.0863352214,3.0241998434,0.0306869735,2.0098380756,2.3074461223,0.2270790681,0.0028768714,0.2112542397,-0.0318046184,0.1380224213,-0.0600568494,0.4388115308,2.4858520030,-0.0185529106,0.4892180647,1.3318944331,-0.0991281471,3.3498574794,2.0035465757,0.0953085466,1.2457128407,0.0795537012,-0.2096376306,-0.1344856783,-0.0775834191,-0.2043228039,0.4609084725,1.0291361542,-0.0385720141,-0.2689341306,0.5480022887,2.4026839435,0.2305710107,0.0643515889,-0.0912345345,0.0045405086,-0.1257657703,-0.0434693121,-0.0099208944,-0.1485831255,-0.1595126757,0.0336776683,-0.1920061474,-0.2779082904,-0.0506024629,1.4132617302,1.1559712717,0.4143021801,0.4428248556,0.1149073330,-0.1013309268,-0.1236905447,0.7447825551,0.6658834294,0.8785104380,0.4453627797,2.0839382543,0.1723780840,1.0994870811,0.6648718736,0.7700807478,-0.0798931159,0.0862850480,0.2640720831,-0.2562298905,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,-0.1052780208,-0.0388321333,2.0604030293,-0.0525853271,1.7276778767,1.1224099571,0.0508846488,-0.0449682248,0.5177749856,1.0442203304,0.9483558725,0.2980536016,0.2224860404,-0.1244634624,0.3143859178,-0.0287181588,0.0364966773,0.0807220475,1.2405139033,-0.1284807322,1.2474005231,1.0210926999,3.1550780236,0.2063333706,0.4955591939,0.6284972964,0.1605597306,1.3942249417,1.5143499573,0.3798023226,1.8467159717,1.4748466095,-0.0059800904,-0.1072041952,-0.2747554749,-0.0726881843,1.3650419846,-0.1424229563,0.4521916940,0.0987333377,BRCA
GSM480990,0.3166647480,0.5995322283,1.6684504000,0.5905319539,0.8929153473,2.9363517761,-0.1373916759,0.5424318109,1.7956609554,0.8183849113,1.0906922513,1.1213806719,3.2402946057,0.3191940224,2.4013878107,2.3939645291,0.2749733657,-0.0370647031,0.2772370632,-0.0240894286,0.1734370638,0.2139598701,0.3656486361,2.4378441723,0.0284083723,0.6201157256,1.3889006043,-0.0198553586,3.3278006017,2.2106347414,-0.0515089416,0.6718396539,-0.0107263610,-0.1833390939,-0.0603193185,-0.0836057560,-0.2017702788,0.3853512744,0.6298420306,-0.0773540400,-0.1534946757,0.6365606239,2.3051380366,0.3596986547,0.8070518219,1.2702010869,-0.0676458303,-0.1055204646,-0.0242624128,-0.0410210589,-0.0746547920,-0.1643242365,0.1569095779,-0.1445224128,-0.1840325179,-0.1067628994,1.4319557610,1.1517067235,0.2441689003,0.3581295984,0.0679819035,-0.1152098271,-0.0768354047,0.6464561728,0.4603899568,1.0054136774,-0.0314216418,1.9516628450,0.3219937040,1.2569765001,0.7222510494,0.0488483303,0.0015253178,-0.0309725386,-0.0541695836,-0.1730133201,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,-0.0677892822,0.0608631610,2.0639327617,0.0859563885,1.6585228148,1.1399565821,-0.0246055251,-0.0845863202,0.4939969672,1.0843852511,0.7514938833,-0.0418846110,0.1009955318,-0.0814985610,0.4204747106,0.2468266006,-0.0570322130,0.7133976953,1.1059742302,-0.0759365780,1.2734626049,0.6030732589,3.1823967100,0.3353022668,0.1815451245,0.9004395604,-0.0390631178,1.2203301272,1.4856755815,1.5520711685,1.8123139142,1.1184334419,-0.0066530572,0.0162873660,-0.0756518555,-0.0923157431,0.8690037927,-0.1355011998,0.3504422927,0.0047592533,Control
GSM480991,0.2500861962,0.2669265534,1.2661320120,0.6244839902,1.2088463109,2.8392603131,-0.0796883071,0.8731865696,1.7301007646,1.0469395604,0.9955256260,1.0566347689,2.7661756575,0.1953912625,2.1625981141,1.8290236989,0.2449685031,-0.0302126615,0.2545837700,0.0096481766,0.5780202312,0.0233230338,0.5281957993,2.2510998548,0.0608475572,0.7864951706,1.2929992116,-0.0417920134,3.2851191164,2.1332542748,0.0895354379,0.8998768803,0.0308038716,-0.1778612315,-0.0778660037,-0.1045818321,-0.1634213613,0.6097369702,0.8652666948,-0.1146401153,-0.1411837970,0.9760675002,2.3032767924,0.3676016834,0.0797228272,0.1146655146,-0.0905232279,-0.0929340412,-0.0387195160,-0.0534654192,-0.0875051967,-0.1673133309,0.0010899390,-0.1728493255,-0.1859649509,-0.0838136621,1.3351861720,1.0437163300,0.4185109420,0.5139666454,0.0256183829,-0.1306347673,-0.1023901210,0.8974299535,0.7673887505,0.8632040759,0.8173184546,2.3958708842,0.3367405246,1.2472408378,0.8390529259,0.7585266523,0.1535815208,0.1371836862,0.1957089166,-0.1516057261,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,-0.0556087527,-0.0388739597,2.0421963037,0.0589605966,2.0593645064,1.0769064036,0.1232026482,-0.0555512808,0.7248970133,1.1135392351,0.9142858364,0.2253412083,0.1830051345,-0.0649153345,0.5598204840,0.4888265900,0.4451607267,0.5888391575,0.9629745603,-0.1371682588,1.3447533796,1.0204976901,3.0179920794,0.3254929182,0.7520541633,0.9698722675,0.0900956663,1.1966550216,1.5107150263,0.9200850685,1.7544829695,1.0403012996,-0.0570300089,-0.0287864372,-0.1731978334,-0.0621004389,1.3703777723,-0.1265710275,0.5005850600,0.1555729893,Control
GSM480992,0.2476967987,0.4398213812,1.5023378805,0.5115839695,1.2364530282,3.0202436712,-0.1065521197,0.6744476668,1.9334464079,0.6665939561,1.0083798761,1.3963052741,3.3002764284,0.2604811109,1.8185823321,2.3328941266,0.3295684198,-0.0798499438,0.3281374639,0.0098416810,0.0437622333,0.0886958316,0.4493742059,2.4316266029,0.0887204598,0.5256840844,1.5241501815,-0.0606994525,3.4385763109,2.3896104942,0.0592270871,0.7089384481,0.0500175453,-0.1318738071,-0.0616193620,-0.0327074025,-0.1333063953,0.4187143548,0.5189734097,-0.1523727468,-0.1471509594,0.5103113658,1.9482593239,0.1906451891,0.2392629278,0.2461778623,-0.0796946813,-0.0827344696,-0.0268258417,-0.1061011518,-0.0790910433,-0.1594729364,0.0448783156,-0.1686027116,-0.1159208217,0.0006584926,1.6510699948,1.2706938629,0.6244995780,0.3732452306,0.1000183866,-0.1538734750,-0.0891695512,0.5273986427,0.4629498967,0.8578634643,0.1766417530,2.3023018834,0.1333302662,0.8925691490,0.7926203149,0.2775278365,-0.0003188545,0.1467148296,0.0556201556,-0.0546531421,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,-0.0616170052,-0.0755431891,1.8933416455,0.0643659119,1.9210771919,1.2896809784,0.1098245685,-0.0533947156,0.4897415630,1.1896179910,0.9575954077,0.0872129699,0.1292670868,-0.0666496685,0.4415234548,0.0087293616,0.0764855271,0.2076114120,1.0991194739,-0.0822199088,1.4693703024,0.7441449755,3.1514414251,0.3306750413,0.3821939927,0.8289241475,-0.0088200356,1.2654160160,1.1160791531,0.9034816639,2.0394874661,1.1468315460,0.0095680614,-0.1138536607,-0.1843718206,-0.0304064613,1.0028066104,-0.1144072044,0.6378022171,0.1035292027,Control
GSM480993,0.3786722400,0.6524033558,1.6903067380,0.6702982026,1.5603325564,2.8034698036,-0.1323889350,0.7457018384,1.8624646253,1.1139041867,1.1333396416,1.2917188630,2.9209040999,0.2342834040,2.3556275273,1.9907199673,0.3003267815,-0.0883154576,0.2949584148,0.0090587195,0.1892079480,0.0776393937,0.6440725995,2.4065892846,0.0559652076,0.7399564301,1.3381779529,-0.0891760626,3.1655949354,2.1218675299,0.2261703166,0.9498438941,-0.0929784321,-0.1627845147,-0.0709183736,-0.0435795975,-0.1360850570,0.3915107152,0.8843783471,-0.1179253427,-0.1658804081,0.7468825014,2.2365040929,0.2692942816,0.1554126427,0.0334400552,-0.0853780674,-0.1263231427,-0.0520990045,-0.0764509540,-0.1245574295,-0.1424055492,0.2203348601,-0.1339600720,-0.1286299384,0.0230614987,1.3811694917,1.0818377999,0.3454880324,0.4200200984,-0.0802424204,-0.1766539115,-0.1091827486,0.7298694086,0.7125177241,0.8320559368,0.7897474017,2.1670868793,0.2735164897,0.9085881339,0.8274797584,0.4450927360,0.1904307125,0.3703672318,0.2499947586,-0.0883285870,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.0025515491,-0.0927636825,1.9780568280,0.0235644488,1.8622661701,0.9961075650,0.0548272891,-0.0609636502,0.7950845586,1.0815802749,0.9188969735,0.3359975065,0.2098610063,-0.1157988038,0.4999517977,0.3206592424,0.3591011205,0.2244708014,1.0900611624,-0.0950498543,1.3497798583,1.0595477061,3.1068466007,0.2552427130,0.3704225713,0.7814011249,0.0819937804,1.2428585407,1.5698569379,0.7281148552,1.6855859384,1.2135973303,0.1897053587,-0.0829404122,-0.1479692379,-0.1244298857,1.2111705409,-0.0634848428,0.6201864443,0.1040214929,Control
