10229	00130 01100
10235	04010 04062
10239	04142
10242	04270
10248	03008 03013
10250	03013 03015
10251	04630
10252	04630
10253	04630
10254	04144 04630
10257	02010 04976
1026	04012 04110 04115 05160 05200 05214 05215 05218 05219 05220
10262	03040
10266	04270
10267	04270
10268	04270
1027	04012 04110 05162 05200 05215 05220 05222
10273	04120 04141
10274	04110
10277	04120 04141
1028	04110
10282	04130
10284	03013 03015
10285	03040
10286	03040
10288	04380
10289	03013
1029	04110 04115 05200 05212 05214 05218 05219 05220 05223
10291	03040
10294	04141
10297	04310 04810 05200 05210 05213 05217
10298	04012 04360 04510 04660 04810 05211
10299	04141
103	04623 05162 05164
1030	04110 04350 05200 05222
1031	04110
10312	00190 01100 04142 04145 04966 05110 05120 05152 05323
10316	04080
10317	00601 00603 01100
10319	04510 04512 05145 05146 05200 05222
1032	04110
10326	04380
10327	00010 00561 01100
10331	00601 01100
10332	04145 05152 05162
10333	04145 04620 05142 05152
10335	04270
10342	05200 05216
10344	04060 04062
10347	02010
10349	02010
10350	02010
10351	02010
10352	00380 00970
1036	00270 00430 01100
10368	04010 04260 05410 05412 05414
10369	04010 04260 05410 05412 05414
10371	04360
10376	04145 04540 05130
10379	04380 04630 05160 05162 05164
10380	00920 01100
10381	04145 04540 05130
10382	04145 04540 05130
10383	04145 04540 05130
10390	00564 00565 01100
103910	04510 04530 04670 04810
10392	04621 05120 05131
10393	04110 04114 04120 04914
10398	04270 04510 04530 04670 04810
10399	05162
1040	00564 01100 04070
10400	00564 01100
10401	04120 04630 05160 05200 05222
10402	00601 01100
10411	04670 04720
10419	03013
10423	00562 00564 01100 04070
10427	04141
10434	00564
10436	03008
10437	04612
10438	03018
10449	00062 00071 00280 01100
10450	03040
10451	04062 04510 04650 04660 04662 04664 04666 04670 04810
10452	05014
10454	04010 04380 04620 04621 05140 05145
10455	00071 04146
10458	04520 04810
10459	04110 04114 04914 05100 05131
10460	03013
10465	03040
10468	04350
10476	00190 01100 05010 05012 05016
10477	04120 04141
10478	04146
10479	04260
10482	03008 03013 03015 05164
10483	04141
10484	04141
10488	04725 04916 04962 05016 05215
10490	04130
1050	05200 05221
10500	04360
10501	04360
10505	04360
10507	04360
10509	04360
1051	05152
10512	04360
10523	03040
10525	04141
10528	03008
10533	04140
10535	03030
1054	05152
10540	04962 05016
10552	04666 04810 05100 05130 05131
10554	00561 00564 01100 04975
10555	00561 00564 01100 04975
10556	03008 03013
10557	03008 03013
10558	00600 01100
1056	00100 00561 01100 04972 04975
10560	04977
10563	04060 04062
10568	04978
10569	03040
10577	04142
10580	03320 04520 04910
10585	00514
10587	00240 00450
10588	00670 01100
10594	03040
10599	04976
10603	04722 04910
10605	03013
10606	00230 01100
10607	03008
10617	04144
10621	00230 00240 01100 03020 04623
10622	00230 00240 01100 03020 04623
10623	00230 00240 01100 03020 04623
10625	05164
10627	04510 04530 04670 04810
10629	03022
10632	00190 01100
10637	04350
10645	04920
10652	04130
10654	00900 01100 04146
1066	00983 01100
10663	04060 04062
10666	04514
10667	00970
10671	04962
10672	04270 04730 04810
10673	04060 04672 05323
10678	00533 00601 01100
10681	04062 04724 04725
10682	00100 01100
10683	04330
10686	04514 04530 04670 05160
1069	03420
10690	00514 00601 00603 01100
107	00230 04020 04062 04114 04270 04540 04720 04724 04725 04912 04914 04916 04970 04971 04972 04976 05142 05146 05414
10713	03040
10714	00230 00240 01100 03030 03410 03420 03430 03440
10717	04142
10718	04012
1072	04360 04666 04810
10720	00040 00053 00140 00500 00514 00830 00860 00980 00982 00983 01100
10723	04966
10725	04310 04360 04370 04650 04660 04662
1073	04360 04666 04810
10734	04114
10735	04110
10744	04110 04114
10746	04010 04540 04912
10747	04610 05150
1075	04142
10762	03013
10766	03018
10767	03015
10768	00270 01100
10772	03040
10775	03008 03013
10782	04722
10787	04810
10788	04810
10791	04130
10797	00670 01100
10798	04740
10799	03008 03013
108	00230 04020 04062 04114 04270 04540 04724 04725 04912 04914 04916 04970 04971 04972 04976 05414
1080	02010 04971 04972 04976 05110
10800	04020 04080
10802	04141
10803	04060 04062 04672
10808	04141
1081	04080 04912 05320
10810	04520 04666
10813	03008
10818	04722
10825	00511 00600
10826	00100 01100
10840	00670
10841	00340 00670 01100
10842	04730
10846	00230
10850	04060 04062 04672
10855	00531 01100
10858	00120
10859	04380
10864	04976
10870	04650
10873	00620 01100
10885	03008
10886	04080
10888	04080
10891	04910 04920 05016
10892	04660 04662 05152
10898	03015 05164
109	00230 04020 04062 04114 04270 04540 04724 04725 04740 04912 04914 04916 04962 04970 04971 04972 04976 05110 05414
10901	00830 01100 04146
10905	00510 01100 04141
10907	03040
10908	00564
10910	04621
10912	04010 04110 04115
10913	04060
10914	03015
10915	03040
10919	00310
10921	03013 03015
10926	04110
10928	05200 05212
10929	03040
10938	04144
10940	03008 03013
10941	00040 00053 00140 00500 00514 00830 00860 00980 00982 00983 01100
10945	05110
10946	03040
10947	04142
10950	03018
10952	03060 04141 04145 05110
10956	04141
10960	04141
10961	04141
10963	05020
10965	01040
10970	04141
10971	04110 04114 04722 05130
10975	00190 01100 04260 05010 05012 05016
10978	03015
10990	04380
10991	04724 04964
10992	03040
10993	00260 00270 01100
10998	00120 01100 03320 04976
10999	03320 04975
11001	03320 04146
11006	04380
11009	04060 04630
1101	04510 04512
11014	05110
11015	05110
11017	03040
11019	00785 01100
11024	04380
11025	04380 04662
11026	04380
11027	04380
1103	00564 04725
11031	04144
11035	04623
11036	03022
11040	05221
11041	00533 00601 01100
11044	03018
11051	03015
11052	03015
11059	04120 04144
11060	04120
11065	04120
11069	04670
11072	04010
1109	00120 00140 00980 01100
11097	03013
111	00230 04062 04114 04270 04540 04724 04725 04912 04914 04916 04970 04971 04972 04976 05414
11100	05164
11102	03013
11108	04722
1111	04110 04115
11112	00280 01100
11128	00230 00240 01100 03020 04623
11136	04974
11151	04145 05152
11154	04142
11157	03018 03040
1116	00520
11164	00230
11171	03013
1118	00520
11181	00500
11184	04010
11185	00380 00450
11186	05200 05219 05223
1119	00564 01100
11194	02010
11197	04310
112	00230 04062 04114 04270 04540 04724 04725 04742 04912 04914 04916 04961 04962 04970 04971 04972 04976 05414
1120	00564 01100
11200	04110 04115
11211	04310 04916 05200 05217
11213	04210 04722
11218	03013
11221	04010
11224	03010
11226	00512 01100
11227	00512 01100
11231	03060 04141
11232	01100
11238	00910
112398	05200 05211
112399	05200 05211
112483	00330 01100
11253	00510 01100 04141
11255	04080
11260	03013
11261	04010 04020 04114 04210 04310 04360 04370 04650 04660 04662 04720 04724 05010 05014 05152
11264	04146
11267	04144
112714	04145 04540 05130
112755	04130
11277	04623
1128	04020 04080 04725 04810
11282	00510 01100
11285	00532 00534 01100
1129	04020 04080 04725 04810
113	00230 04020 04062 04114 04270 04540 04724 04725 04912 04914 04916 04970 04971 04972 04976 05414
113026	00562 01100 04020 04070
1131	04020 04080 04725 04810 04970 04971 04972
11311	04144
11313	00564
11315	05012
11317	04330
113189	00532
1132	04080 04725 04810
11320	00510 01100
113235	04977 04978
11325	03040
113278	04977
1133	04020 04080 04725 04810
11332	01040
11336	04530
11337	04140
11338	03040
1134	04080
11340	03018
11343	00561 01100
11345	04140
113451	00330 01100
113457	04145 04540 05130
1135	04080
1136	04080 04725
113612	00590 01100
1137	04080 04725
1138	04080
113878	04330
1139	04020 04080 04725
114	00230 04020 04062 04114 04270 04540 04720 04724 04725 04742 04912 04914 04916 04970 04971 04972 04976 05414
1140	04080
114049	00340 00350
1141	04080 04725
114112	00240 00450
1142	04080
1143	04080 04725
1144	04080
1145	04080
114548	04621 05164
1146	04080
114609	04620 05152
1147	04010 04062 04210 04380 04620 04621 04622 04623 04660 04662 04920 05120 05131 05142 05145 05160 05162 05200 05212 05215 05220 05221 05222
114805	00512 01100
115	00230 04020 04062 04114 04270 04540 04724 04725 04912 04914 04916 04961 04962 04970 04971 04972 04976 05110 05414
115019	04978
115111	04971
1152	00330 01100
115201	04140
1154	04630
115650	04060 04672 05340
115653	04612
115727	04010
1158	00330 01100
1159	00330 01100
1160	00330 01100
1161	03420 04120
116285	00650 01100
1163	05200 05222
116379	04060 04630
116443	04080 04724
116444	04080 04724
116519	03320
116841	04130
116983	04144
116984	04144
116985	04144
116986	04144
116987	04144
117	04080
117157	04650
117178	04520
117247	04974
117248	00512 01100
1173	04144 04961 05016
1174	04142
1175	04144 04961 05016
1176	04142
1179	04740 04972
1181	04978
118424	04120 04141 05012
118460	03018
118672	00450 00970
118788	04662
1188	04966
119391	00480 00980 00982
119548	00561 01100
119678	04740
119679	04740
119682	04740
119687	04740
119692	04740
119694	04740
119695	04740
119749	04740
119764	04740
119765	04740
119772	04740
119774	04740
1200	04142
120065	04740
120066	04740
1201	04142
120227	00100 01100
1203	04142
120586	04740
1207	03013
120775	04740
120776	04740
120787	04740
120793	04740
120796	04740
1208	04975
120892	05012
1211	04142 04144 04961 05016 05100
121130	04740
1212	04142 04144 04961 05016 05100
121275	04740
121278	00380 01100
1213	04142 04144 04961 05016 05100
121364	04740
1215	04614
121504	05322
122011	04310 04340
122042	04080
122481	00230 01100
122622	00230 00250 01100
122706	03050
122740	04740
122742	04740
122748	04740
122809	04630 04910 04930
122970	01040
1230	04060 04062
123099	00600 01100
1232	04060 04062
123263	00670 00970
123264	04976
123283	00970
1233	04060 04062
1234	04060 04062 04144 05145
1235	04060 04062
1236	04060 04062
1237	04060 04062
123745	00564 00565 00590 00591 00592 01100 04010 04270 04370 04664 04666 04724 04730 04912 04972 04975 05145
123876	00650 01100
124	00010 00071 00350 00830 00980 00982 01100
1241	04080
1244	02010 04976
124454	00860 00970 01100
124538	04740
124540	03015
124583	00230 00240
124975	00430 00460 00480 00590 01100
125	00010 00071 00350 00830 00980 00982 01100
125061	00380 00630 01100
1258	04740 04744
1259	04744
125958	04740
125962	04740
125963	04740
125965	00190 01100 04260 05010 05012 05016
125981	00600 01100
126	00010 00071 00350 00830 00980 00982 01100
126014	04380
1261	04740
126129	00071 03320 04920
1262	04740
1263	05152
126328	00190 01100 05010 05012 05016
126370	04740
126541	04740
126792	00532 00534 01100
1268	04080
1269	04080
126961	05322
127	00010 00071 00350 00830 00980 00982 01100
1270	04060 04630
127059	04740
127062	04740
127064	04740
127066	04740
127068	04740
127069	04740
127074	04740
127077	04740
1271	04060 04630
127124	00190 01100 04145 04966 05110 05120 05323
1272	04514
127385	04740
127623	04740
1277	04510 04512 04974 05146
1278	04510 04512 04974 05146
128	00010 00071 00350 00830 00980 00982 01100
1280	04510 04512 04974 05146
1281	04510 04512 04974 05146
1282	04510 04512 04974 05146 05200 05222
128239	04810
128312	05322
128360	04740
128367	04740
128368	04740
128371	04740
128372	04740
1284	04510 04512 04974 05146 05200 05222
1286	04510 04512 04974 05146 05200 05222
1287	04510 04512 04974 05146 05200 05222
1288	04510 04512 04974 05146 05200 05222
128866	04144
128869	00563 01100
1289	04510 04512 04974 05146
1290	04510 04512 04974 05146
1291	04510 04512 04974
1292	04510 04512 04974
1293	04510 04512 04974
129401	03013
129607	00240 01100
129642	00561 00564 01100
129685	03022
1297	04974
1298	04974
129807	00511 00600
1299	04974
130	00010 00071 00350 00830 00980 00982 01100
130013	00380 01100
130075	04740
1301	04510 04512 04974 05146
1302	04510 04512 04974 05146
1303	04974
130340	04142
130367	00600
130399	04350
130589	00010
1306	04974
1308	04974
131	00010 00071 00350 00830 00980 00982 01100
1311	04145 04350 04510 04512 05144
1312	00140 00350 01100
131669	00340 01100
1317	04978
131873	04510 04512 04974
131890	04062 04144 04744
131965	00340 00350
132	00230 01100
132158	00260 00561 00630 01100
132430	03013 03015 03018
1326	04010 04620 04660
1327	00190 01100 04260 05010 05012 05016
132789	00520 01100
1329	00190 01100 04260 05010 05012 05016
133121	00565
1337	00190 01100 04260 05010 05012 05016
1339	00190 01100 04260 05010 05012 05016
134	04080
1340	00190 01100 04260 05010 05012 05016
134083	04740
134111	04120
134147	01100
134430	03008
1345	00190 01100 04260 05010 05012 05016
134526	00620
1346	00190 04260 05010 05012 05016
1347	00190 04260 05010 05012 05016
134860	04080
134864	04080
1349	00190 01100 04260 05010 05012 05016
135	04020 04080 04270
1350	00190 01100 04260 05010 05012 05016
1351	00190 01100 04260 05010 05012 05016
135152	00532 00534 01100
1352	00190 00860 01100
135250	04650
1353	00190 01100
1355	00190 00860 01100
1356	00860
1357	04972 04974
1358	04972 04974
1359	04614 04972 04974
135924	04740
135941	04740
135946	04740
135948	04740
136	04020 04080 04270
1360	04972 04974
1361	04610 04972 04974
1363	04940
1364	04514 04530 04670 05160
1365	04514 04530 04670 05160
1366	04514 04530 04670 05160
137075	04514 04530 04670 05160
1371	00860 01100
1373	00250 00330 00910 01100
1374	00071 03320 04920
137492	04144
1375	00071 03320 04920
1376	00071 03320
1378	04610 04640 05140 05144 05152
137964	00561 00564 01100
137970	04360
1380	04610 04640 04662
138050	00531 01100 04142
1384	04146
138429	00562 01100 04144
138474	03022
1385	04380 04612 04725 04916 04962 05016 05152 05215
1386	04010 05164
1387	04110 04310 04330 04350 04520 04630 04720 04916 05016 05152 05164 05200 05211 05215
138716	03008 03013
138799	04740
1388	04141
138802	04740
138803	04740
138804	04740
138805	04740
138881	04740
138882	04740
138883	04740
1392	04730
1394	04080 04730
1395	04080
139596	00240 01100
1398	04010 04012 04062 04510 04666 04722 04810 04910 05100 05131 05200 05211 05220
1399	04010 04012 04062 04510 04666 04722 04810 04910 05100 05131 05200 05211 05220
140	04080
140465	04270
1407	04710
140735	04962
140739	04120
1408	04710
140801	03010
140803	04978
140838	00520 01100
140885	04380
140886	03013 03015 03018
1409	04141
1410	04141
142	03410
143	03410
1431	00020 00630 01100
143187	04130
1432	04010 04370 04380 04620 04621 04622 04660 04664 04670 04722 04912 04914 05014 05120 05131 05140 05142 05145 05152 05160 05164
143471	03050
143496	04740
1435	04060 04380 04640 05323
143502	04740
143503	04740
1436	04060 04144 04380 04640 05200
143630	04141
143686	04115
143689	04320
1437	04060 04630 04640 04650 04660 04664 05146 05323
1438	04060 04630 04640 05200
1439	04060 04210 04630
1440	04060 04630 04640 05144
1441	04060 04630 04640 05200
144124	04740
144125	04740
144165	04310
144193	00340 01100
1442	04080 04630
144245	00510 01100
1445	04062 04722 04810 05120 05131
144983	03040
145173	00514
1452	04310 04340
145226	00830 01100
1453	04340 04540 04710
1454	04310 04340 04710
1455	04340
1456	04340
1457	03008 04310 04520 04530 05162
1459	03008 04310 04520 04530 05162
145957	04012
146	04020 04080 04270 04970
1460	03008 04310 04520 04530 05162
1462	04514
146664	00510 00514 01100
146754	05016
1468	04964
1469	04970
146956	03440
147	04020 04080 04270 04970
1470	04970
1471	04970
1472	04970
1473	04970
1477	03015
1478	03015
1479	03015
148	04020 04080 04270 04970
148022	04620 05142 05160 05164
148327	04725 04916 04962 05016 05215
148581	04120
1487	04310 04330 05200 05220
1488	04310 04330 05200 05220
1489	04060 04630
1491	00260 00270 00450 00910 01100
149233	04060 04630
1493	04514 04660 05320 05323
149461	04514 04530 04670 05160
1495	04520 04530 04670 05100 05200 05213 05412
1496	04520 04530 04670 05100 05200 05213 05412
1497	04142
1499	04310 04510 04520 04530 04670 04916 05100 05130 05200 05210 05213 05215 05216 05217 05412
15	00380 01100
150	04080
1500	04520 04670
150084	04530 05120
1503	00240 01100
1504	04972 04974
1506	04972 04974
150681	04740
150763	00561 00564 01100
1508	04142 04612
1509	04142 05152
151	04080
1510	04142
151056	00564 00565 00590 00591 00592 01100 04977
1511	04080 04142 04614 05146 05322
1512	04142
1513	04142 04380 04620 05323
1514	04142 04145 04612 05323
151449	04350
1515	04142
151531	00240 00983 01100
151636	04330
151648	04114
1519	04142
151903	03040
152	04080
1520	04142 04145 04612 05152
1521	04142
1522	04142
1524	04060 04062
1525	05416
153	04020 04080 04144 04540 04970 05414
1535	04145 04380 04670 05140
153527	03040
1536	04145 04380 04670
1537	00190 01100 04260 05010 05012 05016
154	04020 04080 04144 04970
1540	04380 04622
154064	04650
154141	00561 00564 01100
1543	00140 00380 00830 00980 01100
1544	00232 00380 00591 00830 00980 00982 01100
1545	00140 00380 00980
154664	02010
1548	00232 00830 00982 00983 01100
154810	04530
1549	00232 00830 00982 00983 01100
155	04020 04080 04144 04970
155066	00190 01100 04145 04966 05110 05120 05323
1551	00140 00591 00830 00980 00982 00983 01100
1553	00232 00830 00982 00983 01100
155382	04144
1555	00590 00830 00980 00982 01100
1557	00590 00591 00830 00980 00982 01100
1558	00590 00591 00830 00980 00982 01100
1559	00590 00591 00830 00980 00982 01100
156	04062 04144 04724
1562	00590 00591 00830 00980 00982 01100
1565	00982
157	04062 04144 04724 04740
1571	00590 00591 00980 00982 01100
1572	00980
1573	00590 00591 01100
157506	00830 01100
1576	00140 00591 00830 00980 00982 00983 01100 04976
1577	00140 00591 00830 00980 00982 00983 01100
157855	04270
1579	00071 00590 00830 01100 03320 04270
158	00230 00250 01100
1581	00120 00140 01100 03320 04976
158131	04740
1582	00120 01100 03320
1583	00140 01100
1584	00140 01100
1585	00140 01100
1586	00140 01100
1588	00140 01100
158835	00830 04977
1589	00140 01100
158983	05322
159	00230 00250 01100
1592	00830
1593	00120 01100 03320
1594	00100 01100 05152
1595	00100 01100
16	00970
160	04144 04961 05016
1601	04144
160287	00010 00270 00620 00640 01100
1603	00510 01100 04141
1604	04610 04640 05416
160428	00670
1605	04512 05410 05412 05414 05416
1606	00561 00564 01100 04070
1607	00561 00564 01100 04070
1608	00561 00564 01100 04070
160851	00561 00564 01100 04070
1609	00561 00564 01100 04070
161	04144 04961 05016
1610	00260 00330 00472 01100 04146
1612	05200 05219
1613	05200 05219
1615	00970
1616	04010 05014
161742	04630
162	04142
1621	00350 01100
1622	03320
162417	00330 01100
162466	00564 01100
1629	00280 01100
162998	04740
163	04144 04961 05016
1630	04360 05200 05210
1632	00071
1633	00230 00240 01100
1634	04350
1635	00240 01100
1636	04614 05142 05410
163688	04020 04070 04114 04270 04720 04722 04740 04744 04910 04912 04916 04970 04971 05010 05152 05214
163702	04060 04630
1638	00350 01100 04916
1639	04962 05016
164	04142
1642	03420 04120
1643	03420 04115 04120
1644	00340 00350 00360 00380 01100
1645	00140 00980
1646	00140 00980
1647	04010 04110 04115
1649	04010 04141
1650	00510 01100 04141
1654	04622
1655	03040
1656	03018
165829	04080
1659	03040
166012	00532 00920
166336	04310
166378	03008
1665	03040
166929	00600 01100
167227	03018
1674	05410 05412 05414
1675	04610 05150
1676	04210
1677	04210
168391	00512 01100
168620	04950
169355	00380 01100 05143
170506	03018
170712	00190 01100 04260 05010 05012 05016
171558	04330
171568	00230 00240 01100 03020 04623
1716	00230 01100
1717	00100 01100
1718	00100 01100
1719	00670 00790 01100
1723	00240 01100
1727	00520
1729	04510 04810 05131
1730	04810
1731	05100
1736	03008
1737	00010 00020 00620 01100
1738	00010 00020 00260 00280 00620 01100
1739	04660
1742	04724 05016
1743	00020 00310 01100
175	00511 04142
1755	04970
1756	05410 05412 05414 05416
1757	00260 01100
1759	04144 04666 04961 05100
1763	03030
1777	04142
1778	04145 04962
178	00500 01100
1780	04145 04962
1781	04145 04962
1783	04145 04962
1785	04144 04666 04961 05100
1786	00270 01100
1787	00270 01100
1788	00270 01100
1789	00270 01100
1791	03450 04640
1793	04510 04810 05100 05131
1794	04062 04666
1796	05162
1798	00510 01100
18	00250 00280 00410 00640 00650 01100
1803	04974
1806	00240 00410 00770 00983 01100
1807	00240 00410 00770 00983 01100
1808	04360
181	04920
1811	04972 04978
1812	04020 04080 04540
1813	04080 04540
1814	04080
1815	04080
1816	04020 04080
182	04330
1824	05412
1828	05150
1829	05412
183	04614
1832	05412
1839	04012 04912 05120
1840	04330
1841	00240 01100
1843	04010
1844	04010
1845	04010
1846	04010
1847	04010
1848	04010
1849	04010
185	04020 04080 04270 04614
1850	04010
1852	04010
1854	00240 01100
1855	04310 04330 04916 05200 05217
1856	04310 04330 04916 05200 05217
1857	04310 04330 04916 05200 05217
186	04080 04614
1869	04110 05200 05212 05214 05215 05218 05219 05220 05222 05223
187	04080
1870	04110 05200 05212 05214 05215 05218 05219 05220 05222 05223
1871	04110 05200 05212 05214 05215 05218 05219 05220 05222 05223
1874	04110 04350
1875	04110 04350
189	00250 00260 01100 04146
1890	00240 00983 01100 05219
1891	04146
1892	00062 00071 00280 00310 00380 00410 00640 00650 01100
1896	04060
19	02010 04975
1901	04080
1902	04080 04540
1903	04080
1906	04916
1909	04020 04080 04270
191	00270 01100
1910	04020 04080 04916
1915	03013
1917	03013
192134	00512 01100
1942	04360
1943	04360
1944	04360
1945	04360
1946	04360
1947	04360
1948	04360
1949	04360
1950	04010 04012 04060 04144 04510 04540 04810 05160 05200 05212 05213 05214 05215 05218 05219 05223
1956	04010 04012 04020 04060 04144 04320 04510 04520 04540 04810 04912 05120 05160 05200 05212 05213 05214 05215 05218 05219 05223
1958	05020
1962	00071 00280 00310 00380 00410 00640 00650 01100 03320 04146
196294	03060
196335	04740
1964	03013
196403	04330
1965	03013 04141 05160 05162 05164
196513	03018
1967	03013
196743	04146
1968	03013
196883	00230 04020 04062 04114 04270 04540 04724 04725 04742 04912 04914 04916 04970 04971 04972 04976 05414
1969	04360
197257	00620
197258	00051 00520 01100
1973	03013
1974	03013
1975	03013 04150
1977	03013 04150 04910
1978	03013 04012 04150 04910 05221
1981	03013 05416
1982	03013 05416
1983	03013
1991	05322
1992	05146
199857	00510 01100
2	04610
20	02010 04142
2002	04010 04012 04510 04910 04912 05020 05140 05213
2005	04010
200576	00562 04070 04145 04810
2006	04974
200734	04630
200916	03010
200931	04976
2010	05410 05412 05414
201163	05211
201562	01040
201595	00510 01100 04141
2017	04530 05100 05130 05131
2021	04210
2023	00010 01100 03018
2026	00010 01100 03018
2027	00010 01100 03018
2028	04614
203	00230 01100
203068	04145 04540 05130
2033	04110 04310 04330 04350 04520 04630 04720 04916 05016 05152 05164 05200 05211 05215
2034	05200 05211
2035	04530
2036	04530
2037	04530
204	00230 01100
2041	04360
2042	04360
2043	04360
2044	04360
2045	04360
2046	04360
2047	04360
2048	04360
2049	04360
205	00230 01100
2050	04360
2051	04360
2052	00980 04976
2053	00590 01100 04146
2054	04130
2056	04060 04630 04640
2057	04060 04630 04640
2058	00860 00970 01100
2060	04144
206358	04974
2064	04012 04020 04510 04520 05200 05212 05213 05215 05219 05223
2065	04012 04020 04144
2066	04012 04020 04144
2067	03420
2068	03022 03420
2069	04012
207	04010 04012 04062 04150 04210 04370 04380 04510 04530 04620 04630 04660 04662 04664 04666 04722 04725 04910 04914 04920 04973 05142 05145 05152 05160 05162 05164 05200 05210 05211 05212 05213 05214 05215 05218 05220 05221 05222 05223
2071	03022 03420
2072	03420
2073	03420
2074	03420
208	04010 04012 04062 04150 04210 04370 04380 04510 04530 04620 04630 04660 04662 04664 04666 04722 04725 04910 04914 04920 04973 05142 05145 05152 05160 05162 05164 05200 05210 05211 05212 05213 05214 05215 05218 05220 05221 05222 05223
2081	04141 05010
2091	03008
2099	04961
21	02010
210	00860 01100
2107	03015
211	00260 00860 01100
2113	04320 05200 05211
2114	04320
212	00260 00860 01100
2120	04320
2122	04010 05200 05220
2131	00534 01100
2132	00534 01100
2134	00534 01100
2135	00534 01100
2137	00534 01100
214	04514
2147	04080 04610 04810
2149	04020 04080 04144 04610 04810
215	02010 04146
2150	04080 05143
2151	04080
2152	04610
2153	04610
2155	04610
2157	04610
2158	04610
2159	04610
216	00830 01100
2160	04610
2161	04610
2162	04610
2165	04610
2167	03320
2168	03320 04975
2169	03320 04975
217	00010 00040 00053 00071 00280 00310 00330 00340 00380 00410 00561 00620 00640 01100
2170	03320
2171	03320
2172	03320
2173	03320
218	00010 00340 00350 00360 00410 00980 00982 01100
2180	00071 01100 03320 04146 04920
2181	00071 01100 03320 04146 04920
2182	00071 01100 03320 04146 04920
2184	00350 01100
2185	04020 04062 04650 04670 04912
219	00010 00040 00053 00071 00280 00310 00330 00340 00380 00410 00561 00620 00640 01100
2193	00970
2194	00061 01100 04910
219417	04740
219428	04740
219429	04740
219431	04740
219432	04740
219436	04740
219437	04740
219438	04740
219447	04740
219453	04740
219464	04740
219469	04740
219473	04740
219477	04740
219479	04740
219482	04740
219484	04740
219487	04740
219493	04740
219699	04360
2197	03010
219858	04740
219865	04740
219869	04740
219870	04740
219873	04740
219874	04740
219875	04740
219931	04972
219952	04740
219954	04740
219956	04740
219957	04740
219958	04740
219959	04740
219960	04740
219965	04740
219968	04740
219981	04740
219982	04740
219983	04740
219986	04740
219988	03018
22	02010
220	00010 00340 00350 00360 00410 00980 00982 01100
2203	00010 00030 00051 01100 04910
2204	04145 05150
2205	04664 05310
2206	04664 05310
2207	04650 04664 05152 05310
2208	04640
2209	04145 04380 04640 04666 05140 05150 05152 05322
220988	03040
221	00010 00340 00350 00360 00410 00980 00982 01100
2212	04145 04380 04666 05140 05150 05152 05322
221223	00983 01100
2213	04145 04380 04662 04666 05150 05152 05162 05322
221357	00480 00980 00982
2214	04145 04380 04650 04666 05140 05150 05152 05322
2215	04145 04380 04650 05140 05150 05152 05322
221613	05322
221823	00030 00230 01100
222	00010 00340 00350 00360 00410 00980 00982 01100
2222	00100 01100
2224	00900 01100 05164
222537	00534
223	00010 00053 00071 00280 00310 00330 00340 00380 00410 00561 00620 00640 01100
223117	04360
2235	00860 01100
2237	03030 03410 03450
224	00010 00040 00053 00071 00280 00310 00330 00340 00380 00410 00561 00620 00640 01100
2241	04520
2242	04360
2243	04610
2244	04610
2245	04810
2246	04010 04810 05200 05218
2247	04010 04810 05200 05218
2248	04010 04810 05200 05218
