# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
4842	1.0
135	2.0
2185	3.0
91807	4.0
5137	5.0
153	6.0
8911	7.0
5350	8.0
136	9.0
292	10.0
8877	11.0
147	12.0
185	13.0
5733	14.0
3708	15.0
1910	16.0
6869	17.0
2905	18.0
493	19.0
5257	20.0
5023	21.0
5136	22.0
113	23.0
154	24.0
3973	25.0
2769	26.0
952	27.0
6547	28.0
5737	29.0
3269	30.0
4843	31.0
63928	32.0
9630	33.0
6865	34.0
553	35.0
814	36.0
5255	37.0
196883	38.0
817	39.0
7417	40.0
886	41.0
3361	42.0
9127	43.0
2915	44.0
5578	45.0
5336	46.0
6870	47.0
5333	48.0
146	49.0
887	50.0
3363	51.0
5566	52.0
114	53.0
1128	54.0
155	55.0
7201	56.0
291	57.0
5331	58.0
3360	59.0
3707	60.0
489	61.0
2903	62.0
808	63.0
491	64.0
89869	65.0
815	66.0
5024	67.0
6261	68.0
683	69.0
2065	70.0
5332	71.0
5530	72.0
5021	73.0
5534	74.0
1133	75.0
3362	76.0
1956	77.0
1131	78.0
5568	79.0
108	80.0
552	81.0
23236	82.0
113026	83.0
5330	84.0
8912	85.0
5532	86.0
83447	87.0
5582	88.0
623	89.0
163688	90.0
3706	91.0
148	92.0
2906	93.0
8913	94.0
6543	95.0
51806	96.0
57105	97.0
10800	98.0
775	99.0
1812	100.0
779	101.0
5153	102.0
7416	103.0
2925	104.0
488	105.0
3357	106.0
805	107.0
5159	108.0
818	109.0
107	110.0
3358	111.0
5335	112.0
624	113.0
801	114.0
777	115.0
5027	116.0
487	117.0
2066	118.0
773	119.0
2902	120.0
4638	121.0
5579	122.0
1139	123.0
2911	124.0
56413	125.0
5533	126.0
816	127.0
115	128.0
4846	129.0
85366	130.0
2778	131.0
6262	132.0
6546	133.0
22953	134.0
3710	135.0
109	136.0
810	137.0
7220	138.0
5256	139.0
3274	140.0
2149	141.0
51196	142.0
5567	143.0
5156	144.0
2776	145.0
3356	146.0
84812	147.0
3709	148.0
56848	149.0
778	150.0
11261	151.0
1909	152.0
7134	153.0
1129	154.0
774	155.0
5731	156.0
5260	157.0
492	158.0
1816	159.0
7125	160.0
6263	161.0
2064	162.0
5025	163.0
490	164.0
2767	165.0
7419	166.0
5613	167.0
5261	168.0
