# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
5564	1.0
3101	2.0
5575	3.0
5563	4.0
5294	5.0
5296	6.0
10603	7.0
5257	8.0
32	9.0
1977	10.0
23265	11.0
369	12.0
5170	13.0
7249	14.0
3643	15.0
57818	16.0
3635	17.0
5140	18.0
1978	19.0
5500	20.0
23433	21.0
572	22.0
5255	23.0
10891	24.0
5568	25.0
2308	26.0
208	27.0
122809	28.0
5571	29.0
1399	30.0
4893	31.0
5584	32.0
2319	33.0
3098	34.0
6517	35.0
8789	36.0
5836	37.0
3265	38.0
5139	39.0
5595	40.0
163688	41.0
5837	42.0
5106	43.0
673	44.0
5507	45.0
253314	46.0
10580	47.0
5834	48.0
23533	49.0
9470	50.0
79660	51.0
6655	52.0
51422	53.0
867	54.0
8503	55.0
5573	56.0
2889	57.0
2203	58.0
1398	59.0
5599	60.0
31	61.0
5509	62.0
5770	63.0
5506	64.0
53632	65.0
399694	66.0
5894	67.0
801	68.0
207	69.0
2997	70.0
5295	71.0
5499	72.0
6194	73.0
9021	74.0
6199	75.0
6198	76.0
808	77.0
5562	78.0
5501	79.0
53358	80.0
5261	81.0
868	82.0
5601	83.0
5613	84.0
5577	85.0
2885	86.0
23624	87.0
2645	88.0
51806	89.0
810	90.0
8471	91.0
51763	92.0
10000	93.0
5604	94.0
6654	95.0
5602	96.0
2932	97.0
5590	98.0
6009	99.0
5594	100.0
5290	101.0
2194	102.0
2538	103.0
5313	104.0
5291	105.0
7248	106.0
8569	107.0
3991	108.0
5293	109.0
3099	110.0
2002	111.0
5576	112.0
6720	113.0
5792	114.0
6464	115.0
805	116.0
5566	117.0
5567	118.0
3845	119.0
8660	120.0
10211	121.0
8651	122.0
3551	123.0
2872	124.0
2475	125.0
5105	126.0
5260	127.0
80201	128.0
25759	129.0
57521	130.0
8835	131.0
5565	132.0
9322	133.0
5605	134.0
5256	135.0
