@relation data

@attribute id string
@attribute 10499 numeric
@attribute 2071 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2962 numeric
@attribute 5430 numeric
@attribute 5914 numeric
@attribute 6256 numeric
@attribute 6908 numeric
@attribute 8202 numeric
@attribute 8648 numeric
@attribute 8841 numeric
@attribute 8850 numeric
@attribute 9612 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0444843287,0.2471734286,0.2383359553,0.7547164150,1.0509015229,0.5599901921,0.5999198465,0.0054718762,0.9204617303,1.2010568232,0.3435558803,0.2203711216,0.6625436882,-0.0268846885,0.6874854405,BRCA
GSM481003,-0.0560191052,0.0809217530,0.2747887051,0.4586253045,0.8243662465,0.6384328385,0.6650603986,0.0321289996,0.8595386953,1.1262631044,0.2293424922,0.1240839924,0.6515898791,0.1049233566,0.7163258048,BRCA
GSM481004,-0.0942080384,0.1856753364,0.2367155888,0.3359913605,0.7271636734,0.6563029549,0.7186753850,-0.0550780728,1.2359945222,1.1409199387,0.2723151249,0.1830052385,0.7827821134,0.1233989452,0.6584890430,BRCA
GSM481005,-0.0464020735,0.2276329494,0.4807807191,0.8805289233,1.1579132770,0.5496870449,0.7103806155,0.0193623169,1.0320280119,1.1419735849,0.5828735784,0.1669348318,0.8078041228,0.1257258946,0.6896472373,BRCA
GSM481006,-0.0229638007,0.2647651799,0.8074913803,0.8063432573,1.1381052789,0.4691815671,0.5777717888,0.0438292581,0.9341763254,1.4694229141,0.5056926487,0.2482903931,0.6549511686,0.0823521426,0.7054856620,BRCA
GSM481007,-0.0913952285,0.3188221376,0.1432938852,0.7956781611,0.6185048596,0.8353145834,0.6028448843,0.0882056575,0.8169288688,1.1679450347,0.2806929290,0.1400553527,0.7129076130,0.2182272296,0.6862365284,BRCA
GSM481008,-0.0213399603,0.3203204544,0.4369532046,0.4085291569,0.9825936984,0.6851009033,0.7579538683,0.0870531864,1.1870108308,1.1166355086,0.3181488231,0.2185854150,0.7612597543,0.1388681734,0.7017897840,Control
GSM481009,-0.1013433311,0.0021543601,0.5774719996,0.4835997663,0.9025512821,0.3922241374,0.3907827812,-0.1141318615,0.6041149985,0.8392247669,0.3561174016,0.1193322962,0.3790128891,-0.0191735655,0.4083086616,Control
GSM481010,-0.0095959640,0.2743913706,0.5491992806,0.9532468469,1.2086761862,0.6619493134,0.5453053902,0.0060520500,0.9438281523,1.2852867135,0.4222894315,0.3103599036,0.7826129434,0.4289276646,0.7349074932,Control
GSM481011,-0.0979736023,0.0953976019,0.2210800921,0.4027502070,0.7280937658,0.7387057178,0.7055492616,0.0494356066,1.0993553696,1.0673799255,0.2929815436,0.0813263724,0.7212472755,0.0164806859,0.6455582645,Control
GSM481012,-0.0556201737,0.3110053843,0.3687394232,0.7722574249,0.8181824561,0.6841403806,0.6157817560,-0.0119034234,1.0789767382,1.2156085670,0.3728494801,0.2855209609,0.4584128176,0.1602772380,0.5919343833,Control
GSM481013,-0.0853329611,0.1690664118,0.3959975822,0.1055643989,0.7258637140,0.7044772550,0.7140867605,0.0679759015,1.1169746970,1.4135619850,0.3203786196,0.0677513934,0.6453116285,0.0452430371,0.8019038746,Control
GSM481014,-0.0196568393,0.2384551131,0.4305345962,1.0704610349,0.7815740270,0.3298475811,0.5668125956,0.0934995478,1.0617745398,1.2025142611,0.7232449699,0.2842082645,0.5423474605,0.4186619652,0.7374089158,BRCA
GSM481015,-0.0816875631,0.0968149764,0.4558788812,0.3610630763,0.6329212784,0.5126296831,0.7206384173,0.1600088173,1.1480176262,1.1309460476,0.4295065007,0.1720419069,0.7962507462,0.1577778641,0.7384940435,BRCA
GSM481016,-0.0745758065,0.2355825872,0.5721261046,0.7391739339,1.3333325416,0.5925145850,0.4714538341,-0.0427479039,0.7914652986,1.0938484220,0.4180080505,0.1744090037,0.5765465002,0.0943154354,0.6046864755,BRCA
GSM481017,0.0212299669,0.4745808375,0.7901487482,1.1727971136,1.6007497309,0.3302865576,0.3508841523,-0.0195518144,0.5753589615,1.5148776269,0.5382107942,0.3019788612,0.5147009275,0.3738260486,0.5305203218,BRCA
GSM481018,-0.0474007297,0.1730096865,0.3759219361,0.5613116529,0.7668535430,0.6156368957,0.5047851183,0.0578485642,1.4082362606,1.0475372709,0.2179489024,0.1413388903,0.5779858422,-0.0760785529,0.6250768967,BRCA
GSM481019,-0.0285988285,0.3143348163,0.4314135619,0.7650010846,0.9846257531,0.7176327251,0.5477540156,0.0722920809,0.9786249436,1.0306345819,0.3968424934,0.1901582298,0.7265289760,0.0960659635,0.7656735604,BRCA
