@relation data

@attribute id string
@attribute 1457 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3716 numeric
@attribute 3725 numeric
@attribute 4214 numeric
@attribute 5154 numeric
@attribute 5156 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5335 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5894 numeric
@attribute 5921 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6722 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 6775 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6778 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.1127546282,0.2797568681,0.1948640191,1.3452941188,1.0380567778,0.4470524510,0.7463167697,0.8951084466,0.9836430031,0.1106841764,0.6502234032,-0.1624264398,0.7694715564,0.5204422609,0.1474579691,-0.1072664774,0.4586358647,0.7139937217,0.6409841057,1.2399614989,0.8519533800,1.9096234484,0.1797246685,0.6201772619,0.6816845689,0.9369924123,0.8531475714,0.1474283342,0.0372537282,0.1224982199,1.1582233984,BRCA
GSM480985,0.9595143553,0.3031341848,0.3309724640,1.1583383579,0.5481084954,0.5544197005,0.9612028782,1.0636305118,0.8162365453,0.7138120158,0.8534231111,-0.1454714285,1.5476133191,0.6196571301,0.0900841358,-0.0931613796,0.5649788797,0.7487222366,0.6127393824,1.6289936866,0.9115112276,1.9413004944,0.2011654340,0.5771414831,0.8107330653,1.1877501093,1.0000824235,0.0046246843,0.5274472088,0.2041423073,1.3112308734,BRCA
GSM480986,1.1313685492,0.3711583552,0.3619466726,1.5127595663,0.9493732134,0.5183176570,0.9059672051,0.7935199528,1.0151979217,0.1403553155,0.3758222094,-0.1337267348,0.9370587028,0.5424212613,0.1559347632,-0.1167993353,0.5706250406,0.7966307569,0.4839221177,1.0477451485,0.8755208067,2.0243224118,0.0952468054,0.6410997946,0.8439718666,1.0308837134,0.8920400335,0.1853220856,0.1005128598,0.1247599432,1.3085676936,BRCA
GSM480987,1.1919919963,0.3778557302,-0.0610097518,1.4599798470,0.6616964770,0.7885095960,1.2356612913,0.5396577952,0.3447195155,0.5136479330,0.4246866423,-0.1022734639,0.9460729968,0.7127369387,0.0835026311,-0.1432857454,0.5260457562,0.7170214796,0.3882937707,0.3419302189,0.4823463641,1.9975022057,0.0700896732,0.7558240294,1.6194223358,1.2035289304,0.6242419429,0.5702428611,0.2219263650,0.1830839837,1.3077710932,BRCA
GSM480988,0.8136572200,0.1301916772,0.3942711436,1.6300611323,0.4589619954,0.2999578148,0.5378554523,0.7586201133,0.7083761824,0.3558236213,0.5025178531,-0.0889533257,0.6583551200,0.5192004788,0.0817065693,-0.0806064152,0.4829891018,0.6912962379,0.4704262694,1.0833758790,0.8547642460,1.9610705971,0.0896705153,0.5435365841,0.7314281068,0.8725124588,0.5880402816,0.0663063029,0.1684060337,0.1357062248,1.3680833202,BRCA
GSM480989,1.0008007305,0.4043724635,0.0513401362,1.6843677122,1.1103506463,0.4428248556,0.5993327181,0.6540494401,0.9575855513,0.1486610471,0.3040667095,-0.1893403782,0.5104212239,0.5099837124,0.0811992555,-0.1211765001,0.8519349658,0.5911021925,0.4437155496,0.8259597769,0.4700387904,1.9755967301,-0.0037837656,0.7745955205,0.5177749856,1.0442203304,0.9483558725,-0.0039724103,0.2980536016,0.2224860404,1.4873243147,BRCA
GSM480990,1.0906922513,0.4692344638,0.1955064154,1.6475978081,1.1067612915,0.3581295984,0.9502829010,0.6895217888,1.2329029113,-0.0732167417,0.4307222246,-0.1406402458,0.5701667320,0.7009938896,0.1371517299,-0.1211324487,0.5468216389,0.5124700949,0.3387474729,0.7633490191,0.3495328669,2.5765053460,0.0120991491,0.8723921379,0.4939969672,1.0843852511,0.7514938833,0.2327149478,-0.0418846110,0.1009955318,1.2057764653,Control
GSM480991,0.9955256260,0.3822606292,0.5429381570,1.5652074934,0.9763167946,0.5139666454,0.9142568514,0.8135851005,1.0221306102,-0.0021417977,0.3718392522,-0.1590461786,0.6246844594,0.5280418684,0.0569693500,-0.0960165404,0.6482640730,0.7236467786,0.3654298311,0.9700415278,0.4903383693,2.1101571236,0.0441448208,0.6263118941,0.7248970133,1.1135392351,0.9142858364,0.0445867920,0.2253412083,0.1830051345,1.3618421853,Control
GSM480992,1.0083798761,0.4556893493,0.3445932802,1.5792976092,1.1827308424,0.3732452306,0.5848525959,0.6908869928,0.9602108987,-0.0854762300,0.3555988693,-0.1480111448,0.5310987036,0.6497552522,0.1225340664,-0.1356904655,0.9082788116,0.4097217267,0.3105769333,0.8188718937,0.3735262640,2.4270785623,0.0183351703,0.7898053639,0.4897415630,1.1896179910,0.9575954077,-0.0388068711,0.0872129699,0.1292670868,1.2438420756,Control
GSM480993,1.1333396416,0.3937792435,0.4851258332,1.5582134934,0.9945207685,0.4200200984,1.0657076714,0.8665301368,1.0650870211,0.3114745932,0.3556248992,-0.1081225405,0.7338769277,0.5661468516,0.1051260916,-0.1144585606,0.7940912880,0.7140314231,0.3602931440,0.8916519929,0.6978857851,2.0765592329,0.0562111053,0.6733015714,0.7950845586,1.0815802749,0.9188969735,-0.1003067271,0.3359975065,0.2098610063,1.4111531396,Control
