@relation data

@attribute id string
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 153 numeric
@attribute 1605 numeric
@attribute 1674 numeric
@attribute 1756 numeric
@attribute 196883 numeric
@attribute 2010 numeric
@attribute 22801 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 2778 numeric
@attribute 3479 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3690 numeric
@attribute 3691 numeric
@attribute 3693 numeric
@attribute 3694 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3908 numeric
@attribute 4000 numeric
@attribute 4607 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 488 numeric
@attribute 5350 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 55799 numeric
@attribute 5613 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 60 numeric
@attribute 6262 numeric
@attribute 6442 numeric
@attribute 6443 numeric
@attribute 6444 numeric
@attribute 6445 numeric
@attribute 6546 numeric
@attribute 70 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 71 numeric
@attribute 7124 numeric
@attribute 7134 numeric
@attribute 7137 numeric
@attribute 7139 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 7273 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0682296526,-0.1343526023,-0.0680557761,-0.0785590173,0.7727496513,-0.1577812994,0.3797550982,0.5154408196,-0.0726066500,0.1941818817,-0.1540361319,2.1143498631,0.0499310647,0.1632059169,-0.0095319855,1.1886737114,-0.0965170566,-0.0848976972,-0.0750350634,1.1579167798,-0.0297777642,1.5895233715,0.1426907652,0.8780306708,-0.1136285241,1.0923797830,-0.0461405370,0.9300875217,-0.1346291925,-0.0525909742,0.3266050723,0.1778868698,-0.0655429406,0.5317557791,1.4327196976,0.4322272777,0.2677830725,0.6622457820,-0.0784953023,1.0035073719,-0.0279022814,-0.0799273830,-0.0080635967,-0.1103945201,-0.0641821060,1.7257114871,-0.1133169226,0.5931362181,0.6055969648,-0.0123531642,0.0520227019,0.9930449004,-0.0640030649,-0.0194660570,1.9831620881,-0.0889553103,-0.1843905306,0.4505806740,-0.1273885643,-0.1096197541,-0.0867696813,-0.0780526284,-0.0716510054,1.2115081400,0.2120186358,3.6226621756,-0.0286056817,-0.0185641741,-0.1960313884,-0.1264392286,1.0205548131,0.4927632406,0.2334799396,0.5472902946,-0.0622027443,-0.1203116075,-0.0989742001,-0.1723870842,-0.1224714802,-0.0643316530,-0.0245026247,-0.0623435482,0.5613879450,-0.0271549473,-0.0794855625,0.1092547790,-0.1266479619,-0.1184312069,-0.0431789376,BRCA
GSM480985,0.0433697406,-0.1062390212,-0.1146877620,-0.1466375627,0.5223725109,-0.1766650246,0.4228589949,0.3467999483,-0.1656008608,0.2055798990,-0.1954244811,1.7600219601,0.0579944642,0.3073088265,-0.0878300879,0.8680561940,-0.0919953969,-0.0828143909,0.0840710815,1.3204932428,-0.0726949804,1.0445313049,0.0353192445,1.1276842743,-0.0775705003,1.3436165197,0.0015946848,0.9723499517,-0.1524036423,-0.0685593701,0.7101749634,0.1802411383,0.0941074097,0.5638625549,1.5330609464,0.4256975104,-0.0354555250,0.7598147792,-0.0947870443,0.6331189783,0.0017512963,-0.1076430054,-0.0170549870,-0.1304085681,-0.0839705414,1.6956614123,-0.1141808209,0.7376574537,0.7695002645,-0.1038192192,-0.0357360921,1.1653226431,-0.0687345851,-0.1031155674,1.6668235234,-0.0928468601,-0.0869993934,0.5430667273,-0.0823299937,-0.1254547548,-0.0871612249,-0.1082081369,0.0824852629,2.2415468245,0.3937102099,3.7874552336,0.0503361004,-0.0753227803,-0.1807274628,-0.0579111659,1.7376538419,0.7787601990,0.0800847531,0.9577117586,-0.1002918487,-0.1314508866,-0.0963025578,-0.0583988496,-0.0584060038,-0.0734470778,0.1402272073,-0.0032097376,0.5824237781,-0.0808365336,-0.1299537609,0.3972568138,-0.1284395039,-0.0968186499,-0.0442855782,BRCA
GSM480986,-0.0618462150,-0.1000677477,-0.0866454035,-0.1313444398,0.6232914684,-0.1350317207,0.1785444665,0.5399395962,-0.1195620130,0.1296261391,-0.1762460582,2.1784036439,0.0117306393,0.1774607371,0.0055539080,1.0736908549,-0.0533097785,-0.0590600254,-0.0204037532,1.3325283364,-0.0318582082,1.4131523895,-0.0074317108,1.1020021171,-0.0547917037,1.5552540933,0.0710682853,1.2477214833,-0.1314347821,-0.0618882411,0.5018700799,0.1151252413,-0.0747055229,0.5565157449,1.6527627745,0.4736345764,0.0656593170,0.6320545663,-0.0920199818,0.7987302632,0.1226961214,-0.0400383086,-0.0618809085,-0.0524439803,-0.0540416496,1.7277588216,-0.0906837461,0.6712817949,0.7078176651,-0.0887387330,0.1274459120,0.9547375822,-0.1759355419,-0.0779544142,1.5463190164,-0.0237756529,-0.0913273127,0.4573370707,-0.0948991918,-0.1342807912,-0.0634671660,-0.0679186163,0.0753126589,1.7475938090,0.3265607800,3.6462782948,-0.0117659394,-0.1084501072,-0.1619141581,-0.0349919567,1.1615676196,0.5027730859,0.2771396234,0.4619389585,-0.0744701258,-0.0977729428,-0.0699778495,-0.1236575758,-0.0708685458,-0.0875475979,0.0404406771,-0.0457329366,0.6317891250,-0.0384452237,-0.0383876456,0.0716069211,-0.0930490954,-0.1261470708,-0.0919421273,BRCA
GSM480987,-0.0526175533,-0.1063510068,0.0948443130,-0.0932495861,0.9581980763,-0.1124067577,0.0528845680,0.8650637666,-0.1120932270,0.1242048581,-0.1139230275,1.3052779489,-0.0007800827,0.0053595058,0.2631349051,1.0764899734,0.0988554610,-0.0620039185,-0.0699285825,1.2904711387,-0.0316742232,0.1342354619,0.0280109981,0.1360387512,-0.0518896750,0.1364817783,0.0973028606,2.4249016445,-0.0463094629,-0.0577306183,0.3068092785,0.0755187708,0.1449871157,0.1239360439,1.8311757351,-0.1678098129,-0.1750797953,-0.0621140206,0.0581427524,0.6519408185,0.0242360666,-0.0036063342,-0.0529001826,-0.1087796988,-0.0948200296,1.9505865319,-0.0719664039,0.4481176670,1.0939444790,-0.0234222412,0.0243150980,0.2135299446,-0.2045372564,-0.0790478371,1.5882334240,-0.0547873672,-0.1672380425,0.5726812159,-0.0557988395,0.6309274882,-0.0407146201,-0.0072318974,0.1392795458,0.3280445553,0.7380631556,3.9579671080,-0.0407701192,-0.1613797433,-0.1593214834,-0.1014307811,0.7797487802,1.1501611512,0.1698785832,0.3450525333,-0.0860651739,-0.0535309027,-0.0852457030,-0.1119168406,-0.1386153157,0.0770227257,0.0251751878,0.2038346149,0.4010122127,-0.1018771847,-0.1680320242,0.4644670712,-0.1019112105,-0.1333895824,0.0470139128,BRCA
GSM480988,-0.0411565130,-0.0393296510,-0.1114876393,-0.0557560889,0.3484778570,-0.0759397257,0.2434777927,0.2204383947,-0.0361867587,0.1508974081,-0.1390531168,1.9334251161,-0.0227714623,0.1228472797,0.0293470489,0.8183775148,-0.0306326698,-0.0821204228,-0.0744747072,1.4781041429,-0.0315514604,1.0071759766,0.0697572162,0.8316011712,-0.0438940025,1.2964080999,-0.0622308738,0.9573691587,-0.1220452903,-0.0798689622,0.3357796439,0.1863922891,-0.0725438198,0.3697716742,1.6181330162,0.1826989257,0.0897573340,0.5768431955,-0.0814858217,0.6097793105,0.0246880891,-0.1133182427,0.0386776189,-0.0551052652,-0.0329629384,1.8690686000,-0.1228701894,0.3137383716,0.5631931945,-0.0202760463,0.0644696750,0.7728505326,0.0115646849,-0.0183379933,0.7069784941,-0.0350562342,-0.0105697941,0.5055651873,-0.1168009518,-0.0518742038,-0.0884473948,-0.1389090903,-0.0270612048,1.3875513934,0.3109506394,4.0240748362,0.0001304974,-0.0597491841,-0.1248715481,-0.0567825777,1.2137927336,0.3265447705,0.1503384684,0.3919191644,-0.0775236961,-0.0822903132,-0.0242554143,-0.1667832078,-0.0314547322,-0.0562333224,0.0325240980,-0.0489285502,0.5769897205,-0.0758940419,-0.0096382675,0.2152365428,-0.0711201752,-0.1206784184,-0.0071343298,BRCA
GSM480989,0.1079419554,-0.0767798814,-0.0620193510,-0.0467369777,1.0119184052,-0.1447008381,0.2998246142,0.3220232484,-0.0685872297,0.2054151728,-0.1974490479,2.9312561751,0.0751253971,0.0861339105,-0.1595958304,1.1950776510,-0.0588972108,-0.0662315376,0.0544453836,1.3912816293,-0.0311918096,0.9411138160,0.0137452483,0.4326143382,-0.1319063450,1.2272431041,-0.0301781461,1.2722444337,-0.0878284545,-0.0407345896,0.1799703843,0.1971728543,-0.0753753271,0.7903764260,1.6220573679,0.1283526309,0.0087692556,0.3919599233,-0.0910003342,1.0251753460,0.0372086870,-0.1018113998,-0.0927750191,-0.0488451482,-0.0928067673,1.7396006833,-0.1221848007,0.9056678476,0.3538124809,0.0047141360,-0.0000382345,0.8033357407,-0.0789210264,0.0319060496,2.0641681383,-0.0408474547,-0.0381327109,0.2848646858,-0.0932788285,-0.1614736506,-0.1167953029,-0.0690758818,0.0133025040,1.2185817174,0.1787676166,4.1692070311,-0.0217998318,-0.0314490421,-0.2463506937,-0.1093358921,1.1983757589,0.4668305375,0.2468539285,0.3267680008,-0.1022137793,-0.0790640901,-0.0560463325,-0.1896694854,-0.1508689637,-0.0860655855,-0.0488633459,-0.0772692739,0.8129652783,-0.1655431821,-0.0911308014,0.1298992306,-0.0661659099,-0.1282889134,0.0046481392,BRCA
GSM480990,0.0546465477,-0.1600094848,-0.0744136228,-0.0817924930,1.0164559484,-0.1368300982,0.1709839052,0.5393573991,-0.1056272242,0.2828586080,-0.1564650708,2.5415902278,-0.0150466984,0.0154228731,-0.0106996141,1.3250966900,0.0057877811,-0.0925443224,-0.0964546505,1.4284008093,-0.0190866980,1.8012763822,-0.0386362766,0.7486818395,-0.1277256025,1.8876137479,-0.0030183041,2.4141955973,-0.0866388205,-0.0750151868,0.3144868271,0.2156330049,-0.0633891400,0.7551646513,1.4704585286,0.0259682311,0.0730921239,0.2736983915,-0.1012775036,1.0428094412,0.0788037409,-0.0469172991,-0.0420242054,-0.0724117002,-0.0846850793,1.7524767024,-0.0801053428,0.8428640298,0.7935236208,-0.0195084080,-0.1103112226,0.5710339894,-0.1842506800,-0.0378653774,2.1704076527,-0.0142816648,-0.0304155642,0.3391328946,-0.0829233746,-0.0599572688,-0.0530061711,-0.0422230966,0.2451527447,0.8158590440,0.1661497030,4.4571284381,-0.0152148257,-0.1184648821,-0.1250694125,-0.0641893188,1.0108540187,0.9183331454,0.1820891224,0.6013084412,-0.1005013103,-0.0893763078,-0.1065901060,-0.1377697349,-0.1273056988,-0.0727700968,-0.0090365871,-0.0745338046,0.7522451695,-0.0505590463,-0.0369785308,0.0535662380,-0.1135226277,-0.1572380998,-0.0265537277,Control
GSM480991,0.0257418429,-0.0583783093,-0.0467888096,-0.0623631008,0.4249343571,-0.1120446003,0.2858755783,0.5548712921,-0.1251052238,0.2768006893,-0.1315447598,2.5050056121,0.0868251726,0.1179805404,-0.0189355184,1.1343084623,-0.0399675009,-0.0572465681,0.0554954631,1.4307339596,-0.0214013296,1.1261571220,-0.0280346625,0.7665665333,-0.1080194482,1.7791062337,-0.0114926056,1.4173520208,-0.1456563554,-0.0582129353,0.4358905889,0.1428165244,0.0115238073,0.6704476510,1.7379832630,0.3575059540,0.1206107850,0.5965266380,-0.0200670710,0.9744097795,0.1079082729,-0.0978178179,-0.0738984782,-0.0667334538,-0.1689009821,1.6343451276,-0.0968765698,0.7147501284,0.6564376624,-0.0500267771,0.0017666566,0.7389248726,-0.0798760837,-0.0344141647,1.9666513886,0.0338856232,-0.0221403277,0.3425901862,-0.0775332498,-0.1527555054,-0.0799435011,-0.0778434536,0.1592403697,1.9517531172,0.4247659047,4.1061814696,0.1726690396,-0.1126245867,-0.2393695860,-0.0570351074,1.3420389247,0.6257068346,0.2495424558,0.5726659842,-0.0638973452,-0.0855096179,-0.0575679550,-0.1331293760,-0.1331540587,-0.1380577189,-0.0152191007,-0.1135411437,0.8025629474,-0.1052119711,-0.1027430430,0.1413418746,-0.0800299452,-0.1246867361,-0.0631817999,Control
GSM480992,0.0310889002,-0.0578705474,-0.0848685851,-0.1067906695,0.8758288564,-0.1194200918,0.5049739010,0.4127616239,-0.0951718734,0.4200474990,-0.1672715678,2.7262230341,0.0527868264,0.0827521553,0.0041698367,1.4072822696,-0.0456900969,-0.0366147423,-0.0606748974,1.5164660945,-0.0093784845,1.0523044984,-0.0197452026,0.4020533070,-0.1033626320,1.7244643059,-0.0469060921,1.7417362332,-0.0349200017,-0.0262774202,0.2562833699,0.0501170250,-0.0672933927,0.8562546423,1.4897477024,0.1123344412,0.3144829865,0.5040662929,-0.0880542095,1.2713552237,0.0478021546,-0.0017476406,-0.0567157053,-0.0772472831,0.0049577485,1.7276770630,-0.0527560509,1.1381731691,0.5008515699,0.0557855016,-0.0458623245,0.8443388831,-0.0880254616,-0.0253795892,2.2779652900,-0.0110060233,-0.1012444376,0.2259812536,-0.1279568533,-0.1658507284,-0.0820608756,-0.0419349400,0.2146601245,1.2877959238,0.3493119074,4.3697378854,-0.0538811761,-0.0979500994,-0.1695471536,-0.0834156848,0.9302450504,0.7068865360,0.1330048749,0.5596330048,-0.0729980698,-0.0923992682,-0.1025028604,-0.1115691940,-0.1337066142,-0.0323406713,0.0835718792,-0.0621772347,0.9192613613,-0.1110916970,-0.0325973834,0.0426953070,-0.1078511744,-0.1166840113,-0.0764113352,Control
GSM480993,-0.0569667482,-0.0373075461,-0.0384183934,-0.1120296282,0.7973100805,-0.1578653891,0.2520091683,0.4410814088,-0.0471520076,0.3209931134,-0.1295311931,2.3176537262,0.0643264377,0.2042740275,-0.0442055219,1.2203964922,-0.0611329048,-0.0381394014,-0.0383842061,1.3899838875,-0.0238642222,1.2222134096,0.0337283848,0.6826304212,-0.0755247960,1.7108831574,-0.0107081314,1.4460728070,-0.0855490307,-0.0685583942,0.3461529549,0.0346996909,-0.0622627755,0.7041652148,1.7697037328,0.2054572387,0.0919554279,0.5005013681,-0.0846812466,0.9385050160,0.0555509039,-0.1357503880,-0.0384670639,-0.1288237980,-0.0946525164,1.7111677756,-0.0983810550,0.8387103804,0.5521481080,-0.0571271274,0.0878828508,1.0441827782,-0.0841467847,-0.0612527774,1.8648449523,-0.0766311964,-0.0758225201,0.3950120923,-0.1074286262,-0.0909950488,-0.0676561223,-0.0449228849,0.1564938422,1.7717089691,0.2084418686,3.9780380943,-0.0270253466,-0.1063863762,-0.2061949577,-0.0851322016,1.1945504714,0.6131584673,0.1555427859,0.6497088736,-0.0817407961,-0.1131873764,-0.0685464153,-0.1594897452,-0.0863025429,-0.0527089079,0.0231110048,-0.0288300617,0.7646135887,-0.1219448129,-0.0163232942,0.1694306054,-0.1018518080,-0.1094240398,-0.0526366328,Control
