@relation data

@attribute id string
@attribute 10165 numeric
@attribute 10762 numeric
@attribute 11097 numeric
@attribute 11181 numeric
@attribute 129401 numeric
@attribute 1468 numeric
@attribute 178 numeric
@attribute 2023 numeric
@attribute 2026 numeric
@attribute 2027 numeric
@attribute 2203 numeric
@attribute 221823 numeric
@attribute 226 numeric
@attribute 229 numeric
@attribute 22934 numeric
@attribute 230 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 2538 numeric
@attribute 2539 numeric
@attribute 2542 numeric
@attribute 25796 numeric
@attribute 2582 numeric
@attribute 2584 numeric
@attribute 2592 numeric
@attribute 2597 numeric
@attribute 2632 numeric
@attribute 26330 numeric
@attribute 2645 numeric
@attribute 2646 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2821 numeric
@attribute 2992 numeric
@attribute 2997 numeric
@attribute 2998 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 348995 numeric
@attribute 3795 numeric
@attribute 3938 numeric
@attribute 4190 numeric
@attribute 4191 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 5091 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 5207 numeric
@attribute 5208 numeric
@attribute 5209 numeric
@attribute 5210 numeric
@attribute 5211 numeric
@attribute 5213 numeric
@attribute 5214 numeric
@attribute 5224 numeric
@attribute 5230 numeric
@attribute 5236 numeric
@attribute 5255 numeric
@attribute 5256 numeric
@attribute 5257 numeric
@attribute 5260 numeric
@attribute 5261 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 53371 numeric
@attribute 55276 numeric
@attribute 55746 numeric
@attribute 5631 numeric
@attribute 5634 numeric
@attribute 57122 numeric
@attribute 5834 numeric
@attribute 5836 numeric
@attribute 5837 numeric
@attribute 5903 numeric
@attribute 6120 numeric
@attribute 6476 numeric
@attribute 6513 numeric
@attribute 6514 numeric
@attribute 6515 numeric
@attribute 6517 numeric
@attribute 6518 numeric
@attribute 6523 numeric
@attribute 6576 numeric
@attribute 6888 numeric
@attribute 7086 numeric
@attribute 7167 numeric
@attribute 7175 numeric
@attribute 7360 numeric
@attribute 79023 numeric
@attribute 79902 numeric
@attribute 801 numeric
@attribute 8021 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8086 numeric
@attribute 81929 numeric
@attribute 8402 numeric
@attribute 8480 numeric
@attribute 8604 numeric
@attribute 8789 numeric
@attribute 8908 numeric
@attribute 8972 numeric
@attribute 9631 numeric
@attribute 9688 numeric
@attribute 9818 numeric
@attribute 9972 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4501145192,0.0018930597,0.2453626714,-0.0424098016,-0.0775591922,-0.1278316620,0.4215391120,1.2446158655,3.0063330232,-0.0688791700,-0.1202032636,-0.1041184233,3.7439354659,-0.1213431976,0.7757067068,1.1801962224,0.3104056784,0.0519376107,0.1384670770,0.2211727768,0.0293527694,0.4960087411,0.2175720451,1.2149231838,0.0281460446,-0.1888121110,0.0883645509,4.2395171323,3.5387770336,-0.2130206191,-0.1305637080,-0.0922659954,0.5626744674,2.8148930073,1.2379209502,2.2310607930,1.6633954645,-0.1726301492,1.9645582802,1.0413511753,-0.1899577612,0.5767943208,0.0372004615,0.0482374193,1.0054841208,2.0473336410,0.6820671678,0.3125712879,0.1028904467,-0.1062842547,1.4044639887,-0.1723395384,0.0490951765,3.7742522559,0.7176965202,1.0823069131,1.4175004923,2.7037997379,-0.1584714369,2.9947522960,3.1508879662,-0.0218583789,0.1828570207,0.1923645235,-0.2346775233,0.3947515777,0.0799311028,0.9830085316,-0.0339252690,0.4742665060,0.3737349715,0.7745047551,1.4559077159,0.8547325549,1.4929510950,0.5903689321,-0.1425292110,0.3124705661,0.9094054456,-0.1457943050,1.7555294782,-0.1759816651,2.4717155250,-0.2337455553,0.1648967807,-0.0582816039,1.0090314050,2.3387149771,0.6366112731,1.1364257430,0.1577045299,0.6616171403,0.3980620734,1.0081349392,1.3564936234,0.1652350042,0.8265591783,2.7038153726,0.3771912565,1.1535524035,1.2221585137,1.1446958793,0.4026140951,-0.1494122175,0.6829965709,-0.1051274470,0.4755505342,1.5738680576,0.4582380055,0.1802095642,BRCA
GSM481003,0.5239868928,-0.0260361721,0.2314846152,-0.1277857397,0.0298673271,0.1438251994,0.3434654084,1.3361429164,3.2006788999,-0.0743957836,-0.1256059785,-0.1296196483,3.8466326595,-0.0852894379,0.8547211792,0.9142544966,0.1241115945,0.1312585606,0.1675909839,0.2753513101,0.0317047089,0.8905086600,0.4218234061,1.2478556955,0.1138778007,-0.0929638245,0.1580536374,4.1421803630,3.4500718118,-0.1171854301,-0.1002975603,0.0052974261,0.4312056128,3.0352369150,1.1845423117,2.0028684638,1.9019845426,-0.0895911852,1.9277485708,1.3056394558,-0.1790138574,0.6923416143,0.0373302071,-0.0594577491,0.7425117001,2.4193702937,0.4465576321,0.2907777714,-0.1278062058,-0.0784614242,0.5941615181,-0.1194550618,0.0818683739,4.1190387937,1.0702101433,1.2532150570,1.4906090684,3.2847887412,-0.0315922061,2.8807207183,2.9355758561,0.0378785224,0.2249433068,0.0687100335,-0.2733539940,0.5670009100,0.1048826503,0.8784107505,0.0247871252,0.4192251235,0.2892054475,1.0040760794,1.6398884984,0.4716712923,1.2507036626,0.4734678405,-0.1064277315,0.1892910675,0.6326171320,-0.1252417744,1.6303895546,-0.1847200774,1.8794722260,-0.0650963442,0.1027250736,-0.0131878725,1.3090645273,2.5679293739,0.8582245892,1.3393473625,0.1194375491,0.3880148977,0.1154354929,1.2079776414,1.1557139689,0.2478639937,0.7173366560,2.6004273182,0.3921301849,1.1410946884,1.5946489363,1.4155990299,0.3271360430,-0.0905852635,0.3075065921,0.1754482326,0.3016724010,2.0305808570,0.3507120458,0.0933844653,BRCA
GSM481004,0.4213279755,0.1345857253,0.2098067165,-0.1491507726,-0.0359781916,0.0473379224,0.3840912266,1.1688094231,3.1077027020,-0.0451536228,-0.1265612194,-0.1469547448,3.8100233377,-0.1084181321,0.9299586018,1.4289560781,0.3664005813,-0.0078864293,0.1549531093,0.2811552281,0.0885350032,1.1256550390,0.4538903021,1.0339291425,0.0393238228,-0.1784830459,0.1972562793,3.6309192973,3.5354241530,-0.0971162046,-0.0138041459,-0.0423273151,0.4539665281,3.1931924820,1.1849435592,2.5827120047,2.4068578630,-0.1849375781,2.5157814556,1.3761976038,-0.1363618634,0.8473779138,0.1357463314,-0.1138282924,0.8906614674,2.2976827621,0.6545934550,0.5298544326,0.1165454737,-0.1252397492,0.9224431330,-0.1240701825,0.1522282135,3.9233827854,0.9813701828,1.2382617054,1.9411259219,3.2274260256,-0.0550624271,2.9996600639,2.9524052409,0.1746446804,0.3637439176,0.1404600983,-0.3538242577,0.4146038611,0.0306983874,0.8990043088,0.1022958550,0.3395046744,0.3552356291,0.8646555594,1.3538294169,0.6956193051,1.5103874355,0.6055274639,0.0326995576,0.2122257086,0.7882870959,-0.0658166480,1.4885543105,-0.1426593660,2.2851505504,-0.1253477801,0.0470588265,-0.0340516408,1.1236284577,2.6623920733,0.9666359518,1.4919782039,-0.0029262668,0.4700412273,0.4025368357,1.3182600141,1.0442493542,0.3112648595,0.7713027104,2.5539644831,0.3416733871,1.2219297906,1.6021873713,1.5605042421,0.4952447417,-0.1181006488,0.5754860043,0.7198681666,0.5573211684,1.7963505046,0.2996374663,0.0968368784,BRCA
GSM481005,0.2586464984,0.1491940584,0.3333268101,-0.1266668230,-0.0127271021,-0.0259020436,0.9716442526,1.2296441194,3.1770806314,-0.0330508954,-0.1380058558,-0.1781263183,3.6244196595,-0.0940998203,1.0232361457,1.4989181689,0.3880956417,0.0250426239,0.1346355884,0.2040076268,0.0265446992,0.4097076884,0.2628565154,0.9021847275,0.0488009296,-0.1933235672,0.1226767746,4.0039327147,3.6930197610,-0.1381652882,-0.0600327925,-0.0855166509,0.4137655492,2.6438763537,1.2152339223,2.2885831397,1.9755786360,-0.1822499430,1.8257441853,1.1785597652,-0.1722247336,0.6577628967,0.0831786573,0.0059395521,0.9517489068,2.0303443336,0.5833258600,0.3254996739,-0.1406283042,-0.1188060280,0.8300000693,-0.1915832176,0.2434471582,3.8167877198,1.0564373018,1.2943529768,1.6618498339,2.9228360122,-0.0833637314,2.9406571849,2.9277166526,0.1264602086,0.1900164142,0.2920258100,-0.2954271637,0.5442288387,0.0806566990,0.8209516548,0.0409902284,0.8150878560,0.3125101426,1.5895108601,1.4647094011,1.0735443930,1.1120849103,0.5458495382,0.2898713946,0.5899638482,1.2779400286,-0.1412141258,1.9393282863,-0.1333741046,2.8628651650,-0.1296545374,0.4737250003,-0.0128408389,1.0376501677,2.1755022472,0.5562515698,1.2301818160,0.1922588330,0.9003476574,0.3802470319,0.9819903859,1.5244798356,0.1630092792,0.8702989420,2.5885585249,0.2863199179,1.2780295779,1.4217029524,1.1863462975,0.5760219297,-0.1629054007,0.3812436138,0.6370999050,0.3772281707,1.5034608244,0.7749469727,0.1342989447,BRCA
GSM481006,0.4036470675,0.1276576724,0.2488741382,-0.1392152489,0.0153172015,-0.0550232763,0.5228796220,1.3114451378,3.0143291355,-0.0936758676,-0.1037799836,-0.0914667313,3.7386488616,-0.1227635125,1.1090844638,0.8412560108,0.1563682464,0.0744404889,0.2327656277,0.2210308273,-0.0202348914,0.1351263440,0.1981217352,1.1824376327,0.0855574238,-0.0860248447,0.0889025266,4.1958898700,3.6690546938,-0.0555985571,-0.0464602248,-0.0647662566,0.5263185232,2.5650868017,1.2336561511,2.0994006693,1.3316948788,-0.1185813846,1.5483050246,1.7186893868,-0.2298205516,0.3652142564,-0.0135535133,-0.0422625256,0.8589297873,1.8912775052,0.5434137196,0.3144062233,-0.0645537491,-0.1682468870,1.1643913006,-0.1506344601,0.1360556125,3.6611145337,0.9287644151,0.9516619654,1.7662516459,2.3638884226,-0.0657793330,2.9544162478,3.0802013346,0.0240203986,0.1403476206,0.1739097764,-0.2486675383,0.4865330196,0.1733284795,0.8438108891,0.0944936380,0.6021625788,0.2015747012,0.6933195138,1.4989711643,1.0967799224,1.5328843520,0.5505183524,-0.0296048775,0.3547129525,0.8498465271,-0.1318478150,1.5819155011,-0.1606435776,2.5879246891,-0.1780361854,0.3198016130,-0.1103559825,0.9836138883,2.3710048861,0.6717724842,1.1101613431,0.2781430036,0.8564451805,0.3161796672,0.9702868724,1.3858446989,0.1676189649,0.8328808705,2.7229726611,0.2859799657,1.1185523376,1.4060440855,1.1852607083,0.3672335302,-0.0905994195,0.6399923056,0.4576302568,0.2835461546,1.8670075834,0.5258814402,0.1531241002,BRCA
GSM481007,0.3423337719,0.0082440271,0.2773561644,-0.0655366330,-0.0061215265,0.0406268623,0.3510459379,1.2689040696,2.6904140412,-0.0443925697,-0.0918870244,-0.1361827856,3.8221343160,-0.0612940161,0.8791524818,0.6855242019,0.0396358199,0.1528117229,0.1645224478,0.1706432577,-0.0259104163,0.5851489593,0.3394420455,1.6784770331,0.1822527810,0.0794376654,0.2023549586,3.8619840940,3.0765324699,-0.1741896677,0.2568381839,-0.0132642629,0.4112270022,2.5857946080,1.3128262030,1.9971856428,1.2857435199,-0.1065450717,1.4633025249,1.0139000243,-0.1214379566,0.3857170172,0.0665991433,-0.0617978921,0.9681255544,1.9940122254,0.2229360227,0.1782463646,0.1291765380,-0.1391931763,1.0542884162,-0.1357761151,0.1077033355,3.3061023553,0.4104608606,1.0567843064,1.7821026965,1.8040965266,0.0234551020,1.9015418373,2.9805178909,0.1405289530,0.0439457020,0.0246657815,-0.0558185977,0.7608394551,0.0768746610,0.7635406797,0.0581478927,0.7066180430,0.1839666751,0.8217737379,1.2275659112,0.8677675923,1.4505620823,0.5085518500,-0.1321007765,0.3320468095,0.6553759842,-0.1071355146,1.1257035903,-0.1876361217,1.7365782259,-0.1423230337,0.4419188763,-0.0914416544,1.2492697833,2.3460736937,0.7847724043,1.0304328779,0.2248136396,0.4364703491,0.1992705908,0.7964667910,0.8527704083,0.1834987267,0.7908645495,2.4574012124,0.2874975976,1.3021401146,1.9093490401,1.2252458061,0.3595899197,-0.0987260291,0.6567860480,0.7432159237,0.0099705514,1.5252969334,0.2204561001,0.2688767351,BRCA
GSM481008,0.5892156875,0.2097220591,0.1868211495,-0.1481467303,0.2057568799,0.3152682086,0.3802122846,1.1254318941,3.4427632094,-0.0644170511,-0.2227865336,-0.0982866445,3.9057635964,-0.0655342964,1.1326335256,1.2662709884,0.6728425020,-0.0228834745,0.4014800186,0.4291612767,0.0426289806,1.0459180106,0.6200547120,1.1476519862,0.1293707864,-0.1528346395,0.1475141923,3.6773881910,3.3701268037,-0.2068150789,-0.0078361267,-0.0872132942,0.4905906091,3.0588130157,1.2561126149,1.9211596500,1.7922423332,-0.0763435988,1.8001033367,1.3337689338,-0.1778268520,0.8038552519,0.0618771879,-0.0247318500,0.7757612466,2.1600360041,1.1071911783,0.4331088550,-0.0470573662,-0.0894475556,0.6277366698,-0.1597456493,-0.0419566756,3.6975797547,0.9493794161,1.2752336439,1.7070318422,2.8109640281,-0.1279076139,2.3137857928,2.2218739724,0.1109808393,0.1460608206,0.0082259395,-0.2625485263,0.9728172234,0.0299265512,0.9598550109,0.2588191346,0.7540364523,0.3709342704,0.6471193969,2.5562194453,1.4243605868,0.8224276324,0.4393017746,-0.1949410751,0.4999649943,0.7934173158,-0.1743425196,1.1955933757,-0.1729283276,1.1330331589,-0.1861558908,0.0623767878,-0.1028369994,1.2503373423,2.1139147150,1.6204907184,1.4663652630,0.5044573573,0.5649071467,0.4246837776,1.6154887751,0.9964291379,0.3510342627,0.7930964681,2.4189842773,0.6010788774,1.3258373943,1.9847577158,1.6897705296,0.5800844063,-0.1707266261,0.4264656447,-0.1597423928,0.8269818539,1.9119616150,0.5747495766,0.3739857349,Control
GSM481009,0.2438559255,-0.1463721341,0.1119150442,-0.1571321966,0.1141745486,-0.1432292917,0.5885057184,0.9583234476,2.1312950478,-0.1941895463,-0.1588584763,-0.1534178017,3.7113603654,-0.1742547689,0.9097406183,0.2463869147,0.0157022542,-0.0285091244,0.1628841432,0.1076403532,-0.0322113266,0.2078343792,-0.0052884781,0.9527547906,0.0366647634,-0.3130920446,-0.0166020932,4.6684551240,3.6337365573,-0.3016666528,-0.0616330306,-0.2142753543,0.4440469943,2.0944252810,0.9696902789,2.4376991490,0.8762815152,-0.1830473602,1.1317125373,0.8883726100,-0.3005439911,0.5057058191,0.0123724080,0.0289769664,0.6164813905,1.7712771957,0.3087127327,0.0572444400,-0.1466724766,-0.0716812198,1.1316377618,-0.1940949369,-0.0059709582,3.9414889548,0.3523311566,0.5635341403,1.4724833275,1.5926338021,-0.4125341031,2.8468914520,2.8474743764,0.0009491635,-0.0241114956,0.1393478436,-0.4992004933,0.1900837955,-0.0059484150,0.6411484362,0.0858690533,0.4730535388,0.2618593107,0.7180288337,1.2539386949,0.7845914347,1.0503078699,0.2179040165,-0.1721609504,0.3245984261,0.8715819082,-0.1193158329,1.3173657591,-0.2322168130,1.7965633014,-0.3329388967,0.1021158111,-0.0891346330,0.4816424587,2.0592412287,0.2902086231,0.9264877308,0.1132563498,0.4039630862,0.3102166301,0.5533976414,1.0664309090,0.1373806377,0.7962288941,2.6979478374,-0.0454013486,1.0698948772,0.9008443045,1.1046310538,0.3132084254,-0.2258250995,0.1545381774,-0.0875732203,0.2582390422,1.1551117599,0.3159651547,0.0165883431,Control
GSM481010,0.4890415302,0.2294390604,0.1855504602,-0.0667978034,0.1735209360,0.1499810592,0.9479189350,1.3910238047,3.3903121501,-0.0711687702,0.1120486053,-0.1229215929,3.5709333419,-0.1164940295,0.9599086394,1.4830513462,0.5641429838,0.0437281734,0.3200672193,0.2145545918,-0.0531430169,0.9001770467,0.3396953539,0.9252266522,0.0556437326,-0.0634180589,0.1209566530,4.0522372723,3.6842611100,-0.1411789771,-0.1070819714,0.1216509260,0.6426227603,3.0485917730,1.1229166403,2.4364987612,1.9742513597,-0.0845425480,2.1312383611,1.6017813832,-0.1573497362,0.7201126181,0.1099937492,-0.0414657802,1.1865821532,2.1169123984,1.0024311781,0.4416386575,-0.0389545850,-0.1316741681,0.9436906082,-0.1039919637,0.1197506439,3.5923122566,1.0979320507,1.3660714698,1.4021478108,2.9758407409,-0.0968585945,3.1561228905,3.0762569906,0.1126721519,0.2631714446,0.3230328945,-0.2764113147,0.6237051002,-0.0186438779,0.9408905428,0.2161256645,1.1722295646,0.4174801490,1.2606651108,1.9140251346,1.3123569986,1.1799658463,0.7029066121,0.3042649209,0.4754389038,1.4090807658,-0.0233438603,1.8299780553,-0.1231662354,2.5644854456,-0.0799357394,0.3813697095,-0.1337952785,1.1524212757,2.4932000106,0.8201035657,1.3682985414,0.2844833170,1.2861410024,0.4600413088,0.9823486151,1.4629609655,0.1518353733,0.8582563715,2.5320026251,0.2541308115,1.4160150973,1.4422637913,1.4912791293,0.3453494943,-0.0938484358,0.5108871126,1.3101336162,0.6877990997,1.6980610449,0.9463912479,0.2106427483,Control
GSM481011,0.1677728757,-0.0238003629,0.1779214005,-0.1316849967,0.0733985208,0.0427869524,0.4763852647,1.2007864261,2.8266256005,-0.0684495198,-0.1470340608,-0.1369474671,4.3113166690,-0.0697058342,0.8283262690,1.0850995514,0.0321641918,0.0003258741,0.0594786794,0.2347091185,0.0900164611,1.1744132141,0.2847770314,1.4431774932,0.0778248227,-0.1659939703,0.1332489223,4.7205428280,3.1491878032,-0.2161459271,-0.0409571094,-0.1236703272,0.5536915518,2.8247204623,1.1692394515,2.1908012828,2.2418327182,-0.1424520007,1.6287149654,0.7390391357,-0.1430661620,0.5883815534,0.0594070374,0.0269275573,0.8549612272,2.4712665266,0.2753522399,0.1215346543,-0.1442008461,-0.0205394047,1.2343622239,-0.1934652257,-0.0367092613,3.9995541836,0.7410807876,1.3514226272,1.4261212981,3.3334842257,-0.0664419039,2.2715326601,3.1890516017,0.0718966604,0.0634428526,0.1030908889,-0.2960930763,0.4788508584,0.1130411916,0.8228451828,0.0104496072,0.2744740831,0.1841442517,1.4229856828,1.1579481762,0.4984967014,1.6187637374,0.4133446856,0.0658227318,0.2394045292,0.5503568633,-0.1508711132,1.4814565418,-0.1369910271,1.9713034927,-0.1282433192,0.1640858632,-0.0436212064,1.4660281340,2.9393072129,0.9194100970,1.3250114165,0.0731099842,0.4093329090,0.3440961864,0.9271272570,1.0243768138,0.1360594081,0.8445791476,2.9243183808,0.4359849849,1.1711954852,1.9612879779,0.9173884434,0.1646644952,-0.0903622779,0.4328193667,-0.0784827579,0.0725862017,1.6439583983,0.3571961741,0.0655481136,Control
