@relation data

@attribute id string
@attribute 1050 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 1616 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2113 numeric
@attribute 2114 numeric
@attribute 2353 numeric
@attribute 3204 numeric
@attribute 3265 numeric
@attribute 355 numeric
@attribute 3551 numeric
@attribute 356 numeric
@attribute 3725 numeric
@attribute 4214 numeric
@attribute 4217 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5515 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5588 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5894 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 6416 numeric
@attribute 6667 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7133 numeric
@attribute 7186 numeric
@attribute 8737 numeric
@attribute 9020 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,12.99639586,9.004698798,7.09994864525,9.030281671,6.141397664,7.05035509475,11.347398315,11.41166472,14.72004222,5.390436614,7.4423513115,6.109057762,7.1307406325,5.714184545,14.72492149,10.46146439,9.636896969,12.34771002,15.00532806,11.688477345,8.688181342,6.21136540967,8.7068629295,8.455307825,5.313256056,10.73900867,9.112401142,8.27215776867,11.634256725,5.939777752,9.595220702,10.49127719,5.86129168933,5.85530403967,7.887344199,10.11570732,8.4944607845,8.69026092,8.585478725,10.08912308,8.519696323,12.08918571,8.084942721,7.722570406,9.943694688,7.12458953,Control
GSM427159,11.96210624,8.974945912,6.60639379225,9.473939649,6.795134192,6.79791370075,10.7001730025,10.99163187,13.75148289,5.776374632,7.8897640555,5.4568451785,7.787354885,6.1044474,14.11502538,11.6627575,9.908805826,12.34109771,13.91249272,11.725137905,9.433471275,6.479820979,8.2777883015,8.589483673,5.115003321,10.38018536,8.486142286,7.85669691467,11.27623323,5.0886580415,9.166697324,9.559434991,5.85702554217,6.054235957,7.798165773,10.34726733,7.97569312475,8.669346719,8.106593131,10.32795428,7.177920594,12.001308,7.532124306,8.156008632,10.07879165,7.618204007,BRCA
GSM427160,9.656023072,8.986710369,6.58493097,9.369221698,7.503172055,6.80402066425,10.477966646,10.21099428,14.33042537,5.813403636,7.856102429,5.8381822935,7.4532495275,6.144867877,14.41297137,11.77105209,9.513535713,12.51631937,14.51605303,11.639330205,8.48506563,5.889051372,7.9762072145,7.907388127,5.434470814,10.50605987,8.525326145,8.11094053067,11.198356615,5.6701097255,10.50005538,9.65317699,5.82716031317,6.35618041933,8.166013814,10.45388564,7.84053328475,9.073024297,8.6701660175,10.30951646,8.414834386,11.63162057,7.074920481,8.551997661,9.929872764,7.363480204,BRCA
GSM427162,11.7674087,8.742495656,6.0589973865,9.851765094,7.0134654,6.3257817405,9.740089602,9.486473611,12.01436934,5.525294697,8.398114105,5.9473627115,7.4011955135,6.331145921,14.08054111,12.00382718,10.2853274,12.26985874,14.35403309,11.80875598,9.211511834,6.312672729,7.9530049585,7.458860011,5.36790503,9.994474054,8.832068081,7.98209816267,11.274247985,5.7758281875,10.578656,9.580847928,5.05698450317,6.36100294267,8.473463378,10.09500831,7.5957045875,7.67194989,8.231806127,9.80247643,8.370459788,11.41027128,8.059386544,9.141437341,10.01119619,7.782574222,Control
GSM427163,12.19128143,8.684828488,6.730522711,9.396953172,8.466587485,6.78190965925,10.733176615,10.45834538,12.40857396,6.124023706,7.697637374,6.4964374115,7.5245616955,6.16425895,13.43392773,11.72645885,9.842350785,12.37603319,13.73047547,11.458095575,8.977409535,7.50900425433,8.133774626,8.634049691,5.333791561,10.31313278,9.001704532,7.82991936767,11.21839075,5.704258658,11.00715715,9.966174165,6.07725681717,5.979395943,8.264326623,10.22872886,7.8450723755,9.268495874,8.6043275615,10.75902287,6.675961001,11.76197512,7.497654525,8.106250323,9.484878832,7.444230413,BRCA
GSM427164,12.07584355,9.33884841,6.87151716925,8.235417282,7.455781587,7.10041818325,11.377392445,12.10196099,13.96600025,5.855872155,7.3388634815,6.60785894,7.5689740425,5.609260937,13.80946823,11.51112271,9.445998278,12.87483063,13.77694807,12.40345346,8.467749328,6.98490046733,8.614206568,8.090352132,4.940884687,10.73945599,8.982823296,8.18650002,11.07534033,6.517858181,10.15284924,10.23164154,7.15443493,5.98125183967,7.443878302,10.624983,7.89616385625,9.673230059,8.9337864765,9.923045577,6.320264091,11.96720294,8.260238737,7.922110302,10.12499078,8.197856947,BRCA
GSM427165,9.697849875,8.17437786,6.362735412,9.700778298,6.973327498,6.9842760015,9.7799175295,8.889231008,10.44201071,5.677022787,7.9742866725,5.6801733885,7.550193916,5.032113243,13.91249272,12.26224618,10.88558411,12.52075501,15.02279519,12.072677105,9.024558716,6.81582852467,8.747651318,8.626385404,5.832707292,9.264056144,8.596218763,8.451561107,11.151396135,5.6011167705,9.662659976,8.977681421,5.4415442,6.79660585167,8.963388234,9.961088297,7.264331835,7.262755244,8.457614913,10.3743606,6.423120638,11.42772678,7.800739973,8.283761058,9.601752743,6.740661566,BRCA
GSM427166,10.41990782,8.824657385,7.0975611175,8.817432296,6.405231362,6.998917209,11.058362421,10.89735788,14.08516788,7.153960146,7.7095138065,6.0495207925,7.4520617975,5.582112807,13.96294256,10.99477083,8.478204487,12.20475003,14.22362506,11.932399345,8.419813926,6.87117032933,7.602215851,8.12621548,5.495064524,10.36808656,8.793913049,8.171538624,11.40345044,5.401013329,10.21059864,10.00443156,5.8607249385,5.93944441167,8.267911597,10.12277013,8.05261194825,9.194320487,8.519260169,10.1003079,6.14308278,11.92850738,7.711014946,7.748127633,9.671351374,7.797176966,Control
GSM427167,10.0776573,8.659854224,6.41978303225,9.320067806,7.872399588,6.85070537275,10.495431606,10.22826589,14.82357723,6.2954527,7.94496816,6.337979385,7.530604743,6.069858551,14.44356588,11.9611296,9.024350935,12.42766909,14.37348409,11.55756824,8.419971893,6.13414385767,7.906098313,8.222772115,5.606746643,10.75607697,8.98794691,7.91861634733,10.99057863,5.8779809975,10.55937736,9.452231522,6.020187685,6.398579306,8.382668468,9.9831294,7.87109163775,9.012625324,8.505661469,10.31961599,8.252974189,11.36056745,7.59152445,8.550151431,9.108531726,7.392491577,BRCA
GSM427169,12.67483341,8.645245129,6.2012063225,9.83968846,6.79717879,6.30061577025,10.566511834,9.81654816,11.55023948,5.66903474,8.148239231,5.7598219305,7.6541093245,5.434637608,13.15952927,11.43790563,9.918602815,12.09766027,13.54172225,11.593713005,8.01888328,6.39658479233,8.1813016325,8.3824199,5.139972076,9.941260812,8.796235248,7.74245236133,11.551814785,5.5839936855,10.19143901,9.69476318,5.75900304267,5.92169088967,8.896605722,10.28660429,8.23267903825,8.33670864,8.616861979,10.38034502,6.105390642,11.57911804,7.286837552,8.509301078,9.863923404,7.396307489,BRCA
