@relation data

@attribute id string
@attribute 102 numeric
@attribute 1020 numeric
@attribute 10476 numeric
@attribute 10975 numeric
@attribute 11261 numeric
@attribute 125965 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1337 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1345 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1350 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 163688 numeric
@attribute 170712 numeric
@attribute 2081 numeric
@attribute 22926 numeric
@attribute 23236 numeric
@attribute 23385 numeric
@attribute 23621 numeric
@attribute 25825 numeric
@attribute 2597 numeric
@attribute 27089 numeric
@attribute 2776 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 2932 numeric
@attribute 29796 numeric
@attribute 3028 numeric
@attribute 317 numeric
@attribute 322 numeric
@attribute 3416 numeric
@attribute 341947 numeric
@attribute 348 numeric
@attribute 351 numeric
@attribute 355 numeric
@attribute 3553 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 374291 numeric
@attribute 4023 numeric
@attribute 4035 numeric
@attribute 4137 numeric
@attribute 4311 numeric
@attribute 440567 numeric
@attribute 4694 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4709 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4725 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4729 numeric
@attribute 4731 numeric
@attribute 4842 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 498 numeric
@attribute 506 numeric
@attribute 509 numeric
@attribute 51079 numeric
@attribute 51107 numeric
@attribute 513 numeric
@attribute 514 numeric
@attribute 515 numeric
@attribute 516 numeric
@attribute 517 numeric
@attribute 518 numeric
@attribute 51806 numeric
@attribute 522 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 539 numeric
@attribute 54205 numeric
@attribute 54539 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 55851 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 55967 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 56901 numeric
@attribute 572 numeric
@attribute 6263 numeric
@attribute 637 numeric
@attribute 6389 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 6392 numeric
@attribute 63928 numeric
@attribute 6622 numeric
@attribute 6868 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7386 numeric
@attribute 7388 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 823 numeric
@attribute 824 numeric
@attribute 836 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 84701 numeric
@attribute 8772 numeric
@attribute 8851 numeric
@attribute 8883 numeric
@attribute 9377 numeric
@attribute 9451 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.952976683,7.99887404,12.87397544,7.747456426,8.635084252,5.712322815,12.30758799,14.49088818,13.16637029,11.73774813,4.532839823,12.84571551,13.34981755,12.63704035,13.32746778,10.45921159,14.26291555,13.20290364,12.14165544,5.118745153,4.393448036,7.4700325605,10.30423184,6.8772890085,12.35200901,6.5074008895,7.861653876,12.6844159467,13.32090986,9.668318219,6.288309337,5.73309076,5.765475903,5.84424205,5.451055498,10.00381342,9.285060279,9.5386068505,7.460673902,5.30656307933,8.011871746,5.676529235,12.94803322,11.9658466467,6.109057762,9.000106455,10.99802289,9.844635599,11.35799469,11.74966846,11.99463462,9.123255645,6.8173136115,7.6892916965,12.18834321,13.94018008,12.47123454,12.83066776,5.162704759,10.53560858,12.31128435,10.97053395,9.172372188,11.31449844,6.915404749,12.52524557,11.50437774,4.6430482585,12.73839215,10.868720825,12.68048706,13.40746897,11.17866503,9.853185215,6.473832056,7.519559841,7.237929634,11.90894245,11.79340834,12.11865571,13.26439572,5.558582385,12.01315176,11.81116605,6.698858381,5.166124157,5.21451269367,10.368230238,6.201923574,13.983564915,14.10537413,11.685966525,11.92269971,9.8034507165,10.3211821975,14.53323483,11.1889300945,9.0890942835,9.04743022933,7.6455704,9.095911979,12.1297958413,7.476788978,5.876585242,6.9141724395,12.77666852,8.464342681,12.23392978,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,7.85418446,8.27215776867,11.634256725,11.93317805,5.97550771,9.287368939,10.03662391,7.546352606,7.266367548,7.03937931067,11.154907255,12.2142175,10.3568056905,9.760229732,5.580455499,8.5571265625,9.1095367405,8.519696323,12.08918571,8.005113529,10.82290958,9.140447083,13.10298289,10.047759677,7.11619091,5.857677033,5.536217098,5.682300273,13.11037161,13.59313376,12.33572539,7.680836167,11.2551704,8.739789996,7.931813168,7.083131785,5.6639776582,7.924560768,8.465138966,9.964760013,6.04568802,8.09723253667,12.41833894,7.067383603,Control
GSM427159,6.551718396,7.779327238,12.640765835,7.201293545,8.66542575,5.9607216135,12.40591135,14.39776555,13.08801473,11.75034492,5.250024776,12.35583566,13.29472201,11.41213066,13.21419392,10.20351353,14.08054111,13.03363813,12.45867582,5.98658799,4.27633458,7.345177712,10.41378687,6.8906417385,12.3915122,6.5373628825,8.275109557,12.91939868,13.12983363,8.930930318,6.079541724,5.420053896,5.287261033,5.934994833,5.066101302,10.79867858,8.72671111967,9.2834099565,7.8219347,5.615303208,6.858171036,5.282820861,12.2590489,11.649140144,5.4568451785,8.25032344,10.75503384,9.525335383,12.08864757,11.92604216,11.04153957,9.105660483,7.21451483,7.31126824525,12.44389288,13.57945564,12.01315176,13.13613647,4.752897783,10.95861817,12.26689494,11.25078414,8.807499938,11.35464901,6.241654902,12.01512763,11.290161035,5.571452547,11.95778233,10.446391725,12.3953307,13.37889296,11.24502395,9.841761329,5.34066129,7.56639873,6.541797943,12.23093318,12.16189092,12.11321645,13.09148337,5.376786337,11.966264,11.66377168,6.7583558515,5.323740468,5.07406475433,9.85838642367,6.903734634,13.633194415,14.03142469,11.31086287,11.97597342,10.373161202,10.4687279095,14.38765928,10.7533367175,8.966919649,8.62615923033,6.42341482,6.451092084,11.5972909247,7.453231788,6.036839159,7.100683958,12.73729283,8.779925425,12.17902899,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,8.007365293,7.85669691467,11.27623323,11.30927755,5.96330215025,8.958634886,9.080831598,7.48196166867,8.307384266,7.36277768733,10.560368665,12.08367055,9.82763426,9.655696684,6.026363672,8.0174695385,9.726639909,7.177920594,12.001308,7.6557243485,11.09023172,8.916537197,12.81938184,9.828224401,6.780445033,6.190817922,5.545359333,5.571533663,12.75620088,13.5121695,12.47764072,7.335080175,11.68974045,8.297078042,8.1988449165,6.56812056767,5.8528914586,7.7506065195,8.072268123,10.15158143,5.680653031,8.19332307067,12.38307791,6.909956444,BRCA
GSM427160,7.0333591205,8.635084252,12.85481221,7.509005213,8.278880489,5.53846836,12.44601199,14.46406102,13.25798962,11.90502978,4.95444207,12.73346456,13.19114487,10.77472553,13.40015501,10.1371324,14.12961268,13.21631242,12.49390804,5.757030749,5.236886004,7.2167941,10.43762494,6.771545835,12.49206041,6.1701616435,7.699061694,13.45214513,13.29995283,9.213384421,6.23418041267,6.089429956,5.469732364,5.79507289,5.387682411,10.42204403,9.110259363,9.487225827,7.4969355985,5.66915998033,7.359795947,5.407702206,12.39966386,12.4078111433,5.8381822935,8.349592102,11.137683,10.74066222,12.01135666,11.91738897,9.774869866,7.580562199,7.15698446525,7.1595196325,12.47906411,13.73047547,12.36194933,13.04989878,5.019269629,10.80248428,12.35836419,11.20858205,9.2501880275,10.98733883,6.391935766,12.4670082,11.365204705,5.0795625235,12.53699151,10.754477035,12.59087361,13.34055118,11.31755975,10.01421619,5.730783436,7.64800001,6.970252957,12.12850358,12.20870084,12.10196099,13.14975193,5.511128997,11.88820491,11.77876926,6.794213641,4.795989381,5.44803807833,10.260641451,6.4085077895,14.029586485,14.11030021,11.717807085,11.85634588,10.55788277,10.9218766735,14.35403309,11.2753944315,9.426876389,9.142056952,7.243747912,8.606850376,11.6402777847,7.462177348,5.98687237,6.8982166245,12.87894279,8.42928237,12.69740967,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,8.046293407,8.11094053067,11.198356615,11.44400817,5.86020366425,8.766965673,7.44226163,7.496409352,7.505535937,7.39390802233,10.883063585,12.2091488,10.11292087,9.385178158,5.379561399,8.3998243755,9.5152483625,8.414834386,11.63162057,7.555905996,11.21588197,9.184070187,13.04549694,10.2591473,6.671085011,6.360369215,6.225935832,5.135874705,12.13760287,13.47944813,12.54827894,10.35235277,11.88601099,7.742008106,8.03923302,6.742243195,5.7897319854,8.1061247785,6.360369215,10.64474883,7.4153883445,8.346269965,12.60350703,6.687134631,BRCA
GSM427162,5.7280342095,8.620477476,12.720596415,7.408841599,8.829493729,6.1389764825,12.53119874,14.81202536,13.11754819,12.10791023,5.088111112,12.4375493,13.7606441,11.47047854,13.11936595,10.41142654,14.21563464,13.41920247,12.95175557,6.492979261,4.938534277,7.334936986,10.18974462,7.226006717,12.29564706,5.9713351665,8.5390261985,13.3430374267,13.08056861,7.435526765,6.45691638667,5.327517838,4.645326303,6.340211188,4.736756024,11.11828268,9.04317350067,9.6834352055,7.949551686,5.10730057167,7.043795946,5.082373945,12.63275562,10.201329695,5.9473627115,7.718260793,10.00164081,9.439182162,11.97218475,12.27401999,10.80850192,7.937346047,7.49441041925,7.121281416,13.04201932,13.64744159,12.20235811,13.21631242,4.645326303,11.44094715,12.45835798,11.44205205,9.26298826,11.53999494,5.937586419,12.38876812,11.4332353,5.6883117935,12.08543106,10.377605685,12.83735302,13.66590217,11.86027624,9.812386363,6.427443278,7.632470217,6.629251419,12.71973005,12.2610269,12.07584355,12.98945487,5.754627826,12.2754728,11.97837451,6.2328353235,4.71357532,5.544400339,9.32155651667,5.756546821,13.77472078,14.31938813,11.128273753,12.32890637,10.6562416645,11.059274278,14.1577113,9.8478629965,9.5876830275,8.338180901,6.985560555,9.664661106,11.2059051243,7.601141445,6.1476177,7.2768077175,12.40979539,8.584211958,12.82483353,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,8.565864767,7.98209816267,11.274247985,10.90509007,5.477997281,8.721959205,7.894546664,7.166098701,7.994100412,7.22347936333,10.4176076465,11.84868564,10.43563763,9.478800518,5.229406468,6.492356725,8.928652119,8.370459788,11.41027128,7.6266591185,11.42258795,9.177899811,12.71111204,10.1840151705,6.621982704,6.966479856,5.515077886,5.397812585,12.20536419,13.35270561,12.76004735,9.938977155,11.65213254,8.249778486,8.049352819,6.02132500833,5.6257131728,7.389583129,7.021399564,10.26616024,6.299205049,8.12542018667,13.00646289,6.551443438,Control
GSM427163,6.822262411,8.40571707,12.71776517,7.342610577,9.132211242,5.416685269,12.36089516,14.80269307,13.31043176,12.04429858,4.854508448,12.41617348,13.03363813,11.35464901,13.19781415,10.48635768,14.17756905,13.14975193,12.65135565,4.93618003,5.057679059,7.498148666,10.79813582,6.848015995,12.07584355,6.645901756,8.3191570845,13.5577100067,13.10298289,9.924501194,6.003456948,5.588723066,5.518229233,5.778741634,5.206341637,10.40311354,9.10905419467,9.9618498765,7.4088003525,5.283580623,7.238789546,5.824138541,12.48048484,12.0988692,6.4964374115,7.361595391,10.864964,9.689574849,11.58766984,11.51317502,11.76903417,8.885087083,7.351626188,6.94375899425,12.67483341,13.57024711,12.09712198,13.00320258,5.406342144,10.95259222,12.25622352,11.56274102,9.7073308025,11.46565582,5.658790765,12.51631937,11.14646843,5.2010194865,12.36451643,10.454074535,12.55220564,13.27043919,11.75296609,9.793587511,5.892154959,8.042591161,6.747726834,12.30321003,11.86184501,12.09766027,13.1577646,5.846249617,11.81753744,11.77465953,7.3627640425,5.336650487,5.409370693,9.71733403867,5.967628998,13.85275845,13.84737503,11.91258345,11.99074406,10.5270256435,11.082240056,14.35403309,11.2912167495,9.1200590525,8.93725613167,6.954606736,6.345898074,11.4772791987,6.773076963,5.887775801,6.6548276045,12.92639149,8.435838088,12.62645517,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,8.24340147,7.82991936767,11.21839075,11.2564654,5.78268625175,8.682355131,8.467484429,7.33013335533,6.940992201,7.344893544,10.730971655,12.12695617,9.776279834,10.07437602,5.458948931,8.611281705,9.618544825,6.675961001,11.76197512,7.9209228735,11.28988649,9.920282552,13.01183005,10.272590527,6.262194115,6.091970181,5.375136114,5.60541377,12.34682957,13.37889296,12.45248586,7.089109133,11.8267889,7.584306987,8.040914571,6.82370193433,5.7767472574,7.637528126,6.730915444,10.77308997,6.3360334255,8.483988357,12.41967063,7.300126299,BRCA
GSM427164,7.6416424515,7.79902435,11.653660515,6.956176112,8.695716467,5.3623194655,11.02068851,14.33991264,11.92269971,10.92031584,4.686379597,11.47712595,12.35583566,9.628928997,12.06924173,9.108283416,12.88542666,11.91354778,12.06323168,5.660645761,5.294814856,7.793673412,10.46360129,6.727722821,12.40979539,6.838811795,7.843835145,13.38763503,11.82192354,10.54993411,6.12810835567,5.70895367,4.569953748,6.064587171,4.512547026,9.953578497,7.75971465667,9.082578669,7.755466278,5.610494028,7.834172564,5.080669653,12.61931219,12.9202460033,6.60785894,8.525208673,11.45443311,9.814991395,12.06588572,10.63715491,11.72497433,7.680572483,6.67599706925,7.497677271,11.51317502,12.00076422,10.25848981,12.28769659,5.011016147,9.298074671,11.43055462,11.2089234,9.4854659265,10.60376104,5.76368461,10.62174996,9.679239065,5.26565597,12.02547364,9.1345567295,11.27294773,12.75033439,10.21278244,8.829152778,6.225357483,7.801871815,6.802099894,11.69911488,12.14165544,10.88635983,11.45329393,5.230079295,10.81892586,11.09488611,7.2728509035,5.377480603,5.35639246467,10.680999606,6.18973244,14.31302729,14.52934516,11.73231746,10.67206752,10.36141071,10.1505943325,13.2409799,11.363759995,8.3656568455,8.29081277467,6.750811228,5.930448326,10.774702254,7.658927519,5.94872421,6.9752829565,12.10567621,9.008765532,11.00228078,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,7.116710762,8.18650002,11.07534033,9.818031326,6.565515535,9.2630948055,6.882768745,6.96976629,7.94892365,7.41519809933,11.431973905,11.61592857,9.6268401555,10.37262599,5.749206573,8.227412349,9.5847414925,6.320264091,11.96720294,7.080451259,11.21588197,9.505246433,13.0474759,9.1399697385,6.244178877,5.840847932,5.895309438,6.156543881,13.11510467,13.71343219,12.66384721,5.996451597,12.36339568,8.175725588,8.276164252,7.27989135267,6.1557894346,8.5459358775,6.228631729,10.34100757,5.9774255455,8.942363715,11.80723024,7.289468224,BRCA
GSM427165,6.132364763,7.838134167,12.20205989,6.773076963,7.344808806,5.72173469,11.93616504,14.88287635,12.63422915,11.34599024,5.213941395,11.96210624,13.19976669,11.35550818,12.67483341,9.950483405,13.77286407,12.78522262,12.63069834,5.548136995,4.948613986,7.344295108,10.69680263,7.4861886795,12.22777395,6.4103025485,8.566307315,12.7194158033,13.02719506,7.39744174,6.32230220733,5.832707292,5.188253784,5.472984221,5.072332275,12.02630394,8.69641745333,8.781723747,7.5815822955,5.42633822,7.868145216,5.003839723,13.52549699,10.4435345687,5.6801733885,5.250782787,9.557684409,7.511675823,12.23463043,12.18670552,9.421602612,8.340875026,7.564407717,6.73102008975,13.16228672,12.86051578,12.13262834,13.58212966,5.273339877,11.23283777,12.2610269,11.6964048,9.214595809,12.12389031,5.532793245,11.71243039,10.864450265,5.159732007,11.2910039,9.2419689165,12.29564706,13.80581744,11.96427598,10.07411507,5.964751666,7.643587688,6.893972281,12.63275562,11.24026381,11.37897501,12.96626215,4.85650179,12.64987931,11.80723024,6.080205989,4.85650179,5.20944767433,9.43648997933,6.2602490325,12.945584275,14.07822256,10.84558985,12.31403378,10.053243219,10.690890371,14.24390588,9.697606209,9.5476322395,8.12664691067,6.833336437,9.276724119,10.1261326663,6.111350232,5.48205062,6.945356743,12.52393564,6.998198677,11.82848969,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,8.304922952,8.451561107,11.151396135,9.838077671,5.6355146775,8.2969169135,7.960568361,6.54175895867,9.210598979,6.55666256233,9.616722269,11.15682591,10.1547483045,9.020376578,5.183299167,7.261649019,9.7491525045,6.423120638,11.42772678,7.0333324975,10.58354379,8.334218666,12.35836419,10.1715746905,6.679695168,7.11691865,5.48205062,5.579701547,12.34260121,13.29267684,12.61750082,10.40794251,11.27204377,8.429386994,8.3070644095,5.90453458933,5.645039366,6.9179834015,6.417182159,9.911339974,7.29976454,8.05657788067,12.56946885,5.765011707,BRCA
GSM427166,7.5259738165,8.301794677,12.789315205,7.422655866,8.7216983,5.133989524,12.69546762,14.67256817,13.46969908,11.80723024,5.069327579,12.98372673,13.36098494,11.77876926,13.51553049,10.61564829,14.39776555,13.43573605,12.09587508,5.655646098,4.649642211,7.5030418035,10.46823993,6.719520862,12.51068142,6.3899776625,8.011864545,12.9823389233,13.37355718,9.665460782,6.325284749,5.54798282,5.185481295,6.498295252,4.93252334,9.584981814,9.416761553,9.874625987,7.645327129,5.708719799,7.985772397,5.376959934,13.17700839,12.6471257533,6.0495207925,7.134583224,10.66388964,9.583290187,11.37383049,12.01512763,10.32819838,8.502872693,6.99225089775,7.606380097,12.41257918,13.89601165,12.42766909,13.04382794,4.93252334,10.67427198,12.54269462,10.86690047,9.662430478,11.26946293,6.742953157,12.5801856,11.646882,5.2096583685,12.93429355,11.03260789,12.6125864,13.51771248,10.95861817,10.07904508,6.350634813,7.336464439,6.112601751,12.06834846,11.68503795,12.30206775,13.59822064,4.661088802,11.80267601,11.5225547,7.021810128,4.759970032,5.27433675933,10.2767326833,6.092267507,13.864364595,14.12961268,11.733869245,11.7987959,10.2539369065,10.5801794285,14.37721665,11.45045999,9.1446292285,9.008053269,7.293956968,9.164543144,12.080021226,6.898937271,6.202570157,6.5861642735,12.88385376,8.819732939,12.53699151,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,8.14845259,8.171538624,11.40345044,12.00076422,6.26570107825,8.3767629335,9.691682951,7.84441516067,7.30286993,7.116277725,11.06002129,12.40276968,10.123027836,9.999683363,5.064162066,8.4874289205,9.077068497,6.14308278,11.92850738,7.8770741765,10.73861188,9.041851538,13.00956452,10.48781148,6.842353879,6.444274162,5.435637968,5.088959125,12.57155186,13.44200721,12.74796537,9.572823899,11.60505131,8.449727594,8.3666695385,6.55264887533,6.1264922834,8.3320404855,8.228615647,10.36365325,6.3994026335,8.45049467833,12.3915122,6.96728715,Control
GSM427167,7.0702006145,8.878166757,12.679139745,7.337356807,8.761435816,5.6564835585,12.3377697,14.81202536,13.37610779,11.88448737,5.041342928,12.65578567,13.25344278,10.8264931,13.21419392,10.68230579,13.99263349,13.23175973,12.6014308,5.375570566,4.772164642,7.147648479,10.51584792,6.995146243,11.97218475,6.416859169,8.300661159,13.7230500567,13.05207472,9.303998235,6.57114183333,6.068139401,5.511603435,6.179665925,5.172938736,9.460251675,8.81700115467,9.7309651275,7.8288732835,5.71889902467,7.434463778,5.326799101,12.16093036,12.45525794,6.337979385,9.153147365,10.78521972,10.67301333,11.74966846,11.64626856,9.424439853,8.075614354,7.636424019,7.26687456825,12.63536109,13.47298527,11.86370244,13.11037161,5.117810604,10.70754056,12.48048484,11.63413504,10.1084788385,11.45792732,5.577437325,12.47906411,11.43046727,5.311489257,12.44819383,10.485047375,12.43809276,13.29995283,11.53391627,9.694384497,6.346430072,7.647658312,7.089426976,12.45867582,12.46365343,12.20536419,13.34981755,5.338434442,11.99463462,11.84647188,7.4207540845,4.88668579,5.12132283167,9.858911688,6.099231096,14.25910679,14.47325803,12.0666688,12.21264541,10.6600607145,11.047339227,13.85629375,11.694903535,9.383435194,9.026888465,7.128461284,9.148261195,11.7450460007,7.321975714,5.352274105,7.024481502,12.93836212,8.738583034,12.71834242,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,8.126008927,7.91861634733,10.99057863,11.37964115,5.95599859375,8.676345731,8.024060772,7.80894971567,7.685311433,7.61039616467,11.04452459,12.33572539,10.0813852025,10.32819838,5.668822064,8.077623596,8.7968379665,8.252974189,11.36056745,8.241908736,11.42903544,10.10111594,13.14975193,10.3686758525,6.535201976,6.015254046,5.915706872,5.264922245,12.3148028,13.70458133,12.4865699,8.367000914,11.85690996,7.692966108,8.288078818,6.74719066733,5.8838277246,7.7930385845,6.607778312,10.67652155,6.62911232,8.517580236,12.77884208,7.100087051,BRCA
GSM427169,6.1332736755,8.725767673,12.61926419,7.39972893,8.594083007,5.310538781,12.59449147,14.57158262,13.44751595,11.98839011,5.144669712,12.81400365,13.29472201,12.30875149,13.27502674,10.65168433,14.00655359,13.39262134,12.44065386,5.442621133,5.022158329,6.679424706,10.60435889,6.432879816,12.00461736,6.353977798,7.6302084485,13.0016920567,13.37131522,8.352640608,6.591071042,5.538702079,5.190230876,6.031666056,4.049108953,11.10846093,9.27869698033,9.673309944,7.5688881555,5.81016325,6.674054967,5.316518,12.48456748,10.9260496967,5.7598219305,6.678428044,11.44285036,9.67905828,11.77144213,12.11709445,11.33290385,8.444912513,7.318270244,7.238898054,12.78312415,13.77694807,12.58797677,13.03363813,5.308713308,10.99848485,12.55486108,11.38201077,9.458651842,11.66632289,5.980660139,12.75717127,11.58432977,4.9168412395,12.16391545,10.3233437,12.98945487,13.55093015,11.75371412,10.23748518,6.416886703,7.055746423,6.6758199,12.21510531,12.13138765,12.04072818,13.074006,5.977400858,12.40276968,11.86608512,7.293306816,5.468103682,5.22803032367,9.47126387767,6.0079720495,13.72179431,14.04737959,11.22807301,12.41967063,10.526586781,10.790466855,14.41536846,10.882551793,9.0896524405,8.65997392367,6.680504137,8.922124336,11.84185954,7.469827229,5.586623085,7.1430110225,12.65135565,8.85611511,12.50816376,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,8.586221609,7.74245236133,11.551814785,11.29285667,5.81416326725,9.0032099535,8.346913826,7.79374473733,7.727105518,6.96601306267,11.007896885,12.00748646,10.4631639765,9.583172639,5.431298057,7.355823865,9.5600599955,6.105390642,11.57911804,8.1329287235,11.39527989,9.743273911,12.92133986,10.1259960625,6.666902575,6.271748387,6.181803869,5.404640262,12.71572616,13.30755735,12.57561022,9.331471853,11.49594259,7.982909641,7.806017873,6.62840186333,5.7581840748,7.6247556515,6.74143707,10.1525514,5.805455255,8.14988079567,12.4173608,6.534579623,BRCA
