@relation data

@attribute id string
@attribute 10692 numeric
@attribute 221391 numeric
@attribute 23596 numeric
@attribute 5995 numeric
@attribute 6010 numeric
@attribute 611 numeric
@attribute 94233 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1681606448,-0.1185041899,2.0908528075,-0.1125852959,-0.0660083079,0.1233197161,-0.0827151820,BRCA
GSM480985,-0.1308914017,-0.1203776662,1.4444411187,-0.1008686092,-0.0757256946,0.0930801145,-0.0717636731,BRCA
GSM480986,-0.1006682164,-0.1542478907,1.9449938326,-0.1320262520,-0.0734469545,0.0487646024,-0.0503337762,BRCA
GSM480987,-0.0654240219,-0.1006739382,1.9971297104,-0.1270135295,-0.0468280758,0.1496249036,-0.0728865829,BRCA
GSM480988,-0.1054555149,-0.1112685918,1.6000337812,-0.0755672397,-0.0137847263,0.0638487499,-0.0599082787,BRCA
GSM480989,-0.1112280109,-0.1369850107,1.6158486183,-0.0884813113,-0.0791709235,-0.0574782854,-0.1575005003,BRCA
GSM480990,-0.0905348841,-0.0990659375,1.7888046715,-0.0731106111,-0.0900589282,0.0461658020,-0.0460413391,Control
GSM480991,-0.1049918827,-0.1029008338,2.0479659052,-0.1143671685,-0.0315061201,0.0447435213,-0.0773187740,Control
GSM480992,-0.1026237002,-0.0429343036,1.7918336357,-0.0793370237,-0.0032957685,0.0021137482,-0.0865290397,Control
GSM480993,-0.1048417779,-0.1011189297,1.8679270253,-0.1424280006,-0.0950392094,0.0768539551,-0.0115347740,Control
GSM480994,-0.1052773747,-0.0661207151,1.6339540797,-0.1291386651,-0.0828086268,0.0526764626,-0.0049959600,Control
GSM480995,-0.0996648416,-0.1196885529,2.4091631735,-0.1455749688,-0.0450952249,0.0581900533,-0.0860806662,Control
GSM480996,-0.1958461994,-0.1243628319,1.8291615984,-0.1254661801,-0.0413031156,0.0348387422,-0.0516226671,BRCA
GSM480997,-0.1009909537,-0.0963892184,1.1049494375,-0.0922495280,-0.0563513756,0.0905402819,-0.0502537460,BRCA
GSM480998,-0.0965391691,-0.1231003867,2.1551780070,-0.0933573067,-0.0640274473,0.0817593889,-0.0519392711,BRCA
GSM480999,-0.1035933566,-0.1119425897,2.1796852139,-0.1455628657,-0.0416956836,0.0322378183,-0.1017148478,BRCA
GSM481000,-0.0659814737,-0.1061903709,2.3005329441,-0.1293374758,-0.0657430219,0.0554037491,-0.0782921960,BRCA
GSM481001,-0.0875211333,-0.0820775235,2.4508257893,-0.1424232305,-0.0572086628,-0.0332984577,-0.0962089508,BRCA
