@relation data

@attribute id string
@attribute 10479 numeric
@attribute 10568 numeric
@attribute 10723 numeric
@attribute 10861 numeric
@attribute 10991 numeric
@attribute 11136 numeric
@attribute 11254 numeric
@attribute 115019 numeric
@attribute 115111 numeric
@attribute 117247 numeric
@attribute 121260 numeric
@attribute 123041 numeric
@attribute 124935 numeric
@attribute 140679 numeric
@attribute 142680 numeric
@attribute 160728 numeric
@attribute 1811 numeric
@attribute 1836 numeric
@attribute 206358 numeric
@attribute 23315 numeric
@attribute 23428 numeric
@attribute 23657 numeric
@attribute 246213 numeric
@attribute 25769 numeric
@attribute 26503 numeric
@attribute 285195 numeric
@attribute 348932 numeric
@attribute 51296 numeric
@attribute 5172 numeric
@attribute 54407 numeric
@attribute 54716 numeric
@attribute 55089 numeric
@attribute 55117 numeric
@attribute 56301 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 57419 numeric
@attribute 57468 numeric
@attribute 57835 numeric
@attribute 65010 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6508 numeric
@attribute 6509 numeric
@attribute 6510 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6521 numeric
@attribute 6522 numeric
@attribute 6528 numeric
@attribute 6533 numeric
@attribute 6539 numeric
@attribute 6541 numeric
@attribute 6542 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 6548 numeric
@attribute 6549 numeric
@attribute 6550 numeric
@attribute 6553 numeric
@attribute 6557 numeric
@attribute 6558 numeric
@attribute 6559 numeric
@attribute 6560 numeric
@attribute 6564 numeric
@attribute 6565 numeric
@attribute 6568 numeric
@attribute 6569 numeric
@attribute 6574 numeric
@attribute 6575 numeric
@attribute 80024 numeric
@attribute 8140 numeric
@attribute 81539 numeric
@attribute 83697 numeric
@attribute 84679 numeric
@attribute 84889 numeric
@attribute 8501 numeric
@attribute 8671 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 9187 numeric
@attribute 92745 numeric
@attribute 9497 numeric
@attribute 9498 numeric
@attribute 9990 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.0082011075,0.0511659221,1.1878256218,-0.0451599275,-0.1516904627,0.0293238783,3.2968129052,-0.0640034554,-0.0527512876,-0.1343803114,1.6560100388,-0.1236854335,0.0333740976,-0.0596688327,-0.0944770053,-0.2130453813,-0.1168178779,1.5247157764,0.0468934135,0.4763200983,-0.0165896950,1.2603763002,-0.1628232106,-0.0813589341,1.3025172599,-0.0620918325,-0.0032819112,-0.1282956806,-0.0644094963,3.2428562183,-0.0821529580,-0.1629021227,0.2740450239,-0.0306931764,-0.0567467631,0.0150122981,0.0051488977,-0.0939359613,-0.0962339785,0.3747682654,0.3352699990,-0.0726019741,0.4415940394,0.0846890897,0.5194688400,0.6304881962,-0.1359518535,-0.0788330093,0.4859037409,1.2341054081,-0.0927765542,1.0318101403,-0.0381003433,0.2286000298,-0.1573132728,1.0214615620,-0.0060957450,-0.0703781454,-0.0867696813,-0.0375146107,0.3583122071,-0.1860229952,-0.1602892049,-0.0626340289,-0.0968358354,1.2884850187,-0.1741063058,0.0509177146,0.1144506259,0.0535993995,-0.1602966380,-0.1327163765,2.4451672359,1.0657684946,0.2756416073,2.7863052752,2.2648347851,-0.2024972291,0.4577243023,-0.1769165306,-0.1042469201,-0.0533370425,-0.0743944890,1.2895460450,0.1380602331,-0.1193570222,1.1792115107,-0.1614376396,0.1703468933,BRCA
GSM480985,1.8355113865,1.4656885266,1.4688470728,-0.0842001784,-0.1963401473,-0.0645073317,3.5709539521,-0.0950124515,-0.1131276381,-0.1089877075,1.5925943010,-0.1115781991,0.0102857019,-0.1418391803,-0.0669506989,-0.1664971829,-0.1253849338,2.3958594084,0.0400801031,0.5809337924,-0.0530709182,0.6373125564,-0.1748304380,-0.0487680349,1.5849358193,0.0293393346,-0.0695022027,-0.1502309819,0.0142003670,2.9833676724,-0.0801574919,-0.1310236823,0.0927581210,-0.0380182307,-0.0688171912,-0.1101439316,0.4128581482,-0.0741682458,-0.0950965718,0.4138114353,0.1960010604,-0.0759999011,0.4555832010,0.2894728692,0.2219076446,0.5185485333,0.1115985337,-0.0879037390,0.5211079381,1.0419099740,-0.1065270682,0.7569654905,-0.1221546341,0.0194657058,-0.1527812291,0.7317891906,0.0084716073,-0.0746588601,-0.0871612249,-0.1192307143,0.3221919558,-0.1143216717,-0.1845016052,0.1551696844,-0.1874836639,1.6980017259,-0.1558727768,-0.0037970364,0.4639218978,0.2598678160,-0.1776600641,-0.1223066758,1.6643590816,0.9629562825,0.3745355786,2.3477822394,1.8579146985,-0.1337067061,0.8719856970,-0.1479396256,-0.1538798099,-0.1189274306,0.1642451394,0.7908792702,0.1757181302,-0.1669332476,0.9603662845,-0.1186379372,0.2168412264,BRCA
GSM480986,2.2230731100,0.7017271304,1.2722041009,-0.0547629821,-0.1451717048,-0.0546939648,3.4777713087,-0.0934472426,-0.0363078792,-0.0803858698,1.8135879461,-0.1302706866,0.0256895591,-0.0865301411,-0.0189825546,-0.1315083944,-0.1280462363,1.6452829410,0.1382170623,0.5369623356,-0.0667726580,0.5198186830,-0.1160999956,-0.1173334454,1.3173371519,-0.0112648741,-0.0191400839,-0.1722662457,-0.1046054251,3.1168243243,-0.0381874951,-0.0679041634,0.3293608195,0.0015023781,-0.0711301229,-0.1306814834,-0.0056470430,-0.0822333777,-0.0589571534,0.3840700664,0.3092010555,-0.0871767768,0.4501848185,0.1726470126,0.2432130701,0.1737358341,-0.0039742491,-0.0708749164,0.4273093503,1.2615319490,-0.1150347207,0.9871897150,-0.0980184092,0.3145954470,-0.1847388260,0.9549673094,-0.0769109567,-0.1530740514,-0.0634671660,-0.0816945209,0.4262295211,-0.1858907878,-0.1892789451,0.0015578467,-0.1569294511,1.3849790600,-0.1435717036,0.0174189383,0.2701909137,0.3892983561,-0.1748321775,-0.1337870902,2.2901499570,0.8930451147,0.3471876111,3.0623493459,2.1849357669,-0.1521098860,0.6484389482,-0.1582269508,-0.0939708329,-0.0659897680,-0.1147562990,1.2037833678,0.1735568458,-0.1136562865,1.0798880664,-0.0697825872,0.2566404079,BRCA
GSM480987,2.1081370709,-0.0662722812,1.0940685473,-0.0699377206,-0.1617403759,-0.0930157942,0.9357166267,-0.0534080081,-0.1087489870,0.0211626856,1.9497130408,-0.0581224343,-0.0867170411,-0.0771195751,-0.0117816319,-0.2460573449,-0.1042843418,0.9941618503,0.1841084802,0.3800250304,0.0300870914,1.5188994848,-0.0513265741,-0.1334555042,1.2514257641,0.0689428844,0.0013948008,0.0087075469,-0.0717030719,3.8467334143,-0.0861699689,0.0084149522,0.8020956844,0.0240634954,-0.0510828924,-0.0037819474,-0.0554023900,-0.0529794810,-0.0943348789,0.1647116029,0.0970391565,-0.0316355400,0.6073688326,0.0600637493,1.0917662096,0.6866161243,-0.0865326460,-0.1112090180,0.1871841764,1.5268142969,-0.1351661146,1.0536655843,-0.0581484990,0.3489092202,-0.1563053759,1.1451453458,1.1409322807,-0.1752939238,-0.0407146201,-0.0863290995,0.3989992698,-0.1661597183,-0.1137941985,0.0406086071,-0.0976276491,0.7026719697,-0.0794028829,0.0591835522,0.0039047076,-0.0476477252,-0.1475755901,-0.1360567803,2.2278136313,0.7619268954,0.1281050292,2.7987198997,2.6267848438,-0.2047596485,0.2217571833,-0.0932443517,0.1381719947,-0.0760591507,0.2587594491,1.1849320600,0.1497514293,-0.0124643521,0.7985712604,-0.0623773408,0.1584298638,BRCA
GSM480988,2.4018339368,0.0727988922,1.4965980120,-0.0590805673,-0.1192869606,0.0997961882,3.5238353677,0.0142619695,-0.1330870936,-0.0860733436,1.8730713199,-0.1248905418,0.0353971542,-0.0128870635,-0.1381562456,-0.1700204872,-0.1279660785,1.4144912547,0.0581522009,0.4555958869,-0.0496819284,0.4140535439,-0.1706183760,-0.0423210107,1.1591554468,0.0023340165,-0.0586547169,-0.0733570137,0.0288238573,3.1382611256,-0.0544817789,-0.0869410198,0.3245724218,0.0813076567,-0.0123547841,-0.0607000835,0.0869981473,-0.0832101791,-0.0891883062,0.2411871540,0.1782208239,-0.0824772020,0.6502430127,0.1448492507,0.1922265987,0.2831487177,-0.0515695167,-0.0660874581,0.2370448179,0.8490658477,-0.1089357986,0.8975963600,-0.0284353892,0.2079687363,-0.1057743082,0.7484731181,-0.0553294043,-0.0920265664,-0.0884473948,-0.0586736084,0.5428662199,-0.1414672187,-0.1372961024,-0.0326887795,-0.0791153402,1.5891420427,-0.0690410344,-0.0458364596,0.1643966794,0.3424932106,-0.1348641325,-0.1194013452,1.4881163686,0.7175707045,0.3516745991,2.7925030454,1.7730750347,-0.1570158156,0.5100511150,-0.1400829649,-0.1131122476,-0.0282426173,-0.0573821739,1.0116469447,0.1300704551,-0.0173116006,1.0045171233,-0.0859084678,0.2089312692,BRCA
GSM480989,1.9511986972,1.1590363456,1.3456763160,-0.0916724954,-0.2541664467,-0.0494079277,3.3721133340,0.0281415536,-0.1694424259,-0.0856772592,1.8384346962,-0.1041306142,0.0222817059,-0.0923098206,-0.1073719132,-0.2653776631,-0.1373004801,1.2293452502,0.1449025267,0.8123811252,-0.0021669894,0.1610927570,-0.1610100896,-0.0967519754,1.7573704544,-0.0223642664,-0.0237388892,-0.0813820681,0.0093496902,2.5194933231,-0.0329917293,-0.0996730386,0.0229156313,0.0026640670,-0.0336404522,-0.0444549330,0.1638259341,-0.1070156885,-0.1224761487,0.3856242418,0.1668989417,0.0035955286,0.1865971034,0.1812829608,0.4858907437,0.4908453359,-0.1076312634,-0.0765324335,0.1564003170,1.3441792130,-0.1895479017,1.2871615849,-0.0292425270,0.3707374250,-0.2055324766,1.2085352542,0.0092219273,-0.1408092519,-0.1167953029,-0.0491948362,0.5561182794,-0.1962416880,-0.1766876927,-0.0248501192,-0.0179026595,1.3676031173,-0.1801133976,0.0302959793,0.5198034570,0.2701463302,-0.1380346004,-0.1348756362,1.5439902991,0.7738968209,0.3960531703,3.3985103569,1.6615261318,-0.1564356019,0.7476197119,-0.2237516708,-0.1012794394,-0.0206305848,-0.0180590566,0.7147286635,0.1048968601,-0.1550435665,0.5000914728,-0.1162975023,0.0932494691,BRCA
GSM480990,2.2391487807,0.1879374217,1.2554027986,-0.0754605478,-0.2273295269,-0.1398358871,3.2152103848,-0.0410909279,-0.1376054344,-0.1215005378,1.7460861417,-0.1122696412,0.0347833671,-0.1111813077,-0.0626536299,-0.1215671591,-0.1096235351,1.1806638821,0.1957570252,0.3802391054,0.0828528802,0.2658185528,-0.0884691836,-0.0335697210,1.2178873122,-0.0240746978,0.0600960671,-0.1427019666,0.0738439829,3.4722197056,-0.1347177718,-0.0691897186,0.5285654091,0.0665298397,-0.0363621299,-0.0325317364,-0.0416582139,-0.0436056295,-0.0809124440,0.3443118854,0.0716720986,-0.0711715612,0.1812460886,0.1612260363,0.3497747680,0.3712428666,-0.1645652397,-0.0469035626,0.1161536993,1.4016652034,-0.1360139743,1.2309665177,-0.0538250656,0.3683436740,-0.2335104084,1.2108527270,0.0350607259,-0.0858763586,-0.0530061711,-0.0970470107,0.7102150352,-0.1819823684,-0.1224463084,0.0316119007,-0.0546687974,0.9178872489,-0.1119040355,0.0427479556,0.0833237321,0.0831683788,-0.1256673787,-0.0951947258,2.7597458884,0.7975392128,0.2811749674,3.6996672286,1.9450264433,-0.1522084569,0.3483757278,-0.0412857113,-0.0531051664,-0.0820618474,-0.1283995506,0.7731054843,0.1486759502,-0.0338386594,0.6635836646,-0.0259543552,0.1192888906,Control
GSM480991,2.0122874081,1.4847953395,1.6904767951,-0.0975400741,-0.2141317610,-0.0233134410,3.4813155201,-0.0829028349,-0.0997339229,-0.1109150905,1.8686763329,-0.1198929117,0.1141877179,-0.0662430041,-0.0425258239,-0.2124880801,-0.1177700411,1.0725142044,0.1638076088,0.6248735897,0.0398547893,0.3018188934,-0.1546065453,-0.0543887342,1.6214236092,-0.0277883645,-0.0242190473,-0.1007449949,-0.0070038074,2.9098292223,0.2276287299,-0.0723369783,0.1452713423,0.0038067242,-0.0275067586,-0.0560386729,0.1797154672,-0.0980261946,-0.0971677965,0.4032981040,0.2825929638,-0.0307651288,0.3267615250,0.1959774373,0.3638736079,0.2938089664,-0.0801134976,-0.0798052689,0.2224560871,1.0949856863,-0.1158398267,1.1911597680,-0.0477646018,0.2383466568,-0.1923197002,0.9658334549,-0.0545887092,-0.0240873819,-0.0799435011,-0.0942522164,0.6888827734,-0.0688264321,-0.1319731279,-0.0106636801,-0.0683870267,1.7991057783,-0.1147297916,0.0464876510,0.2073943302,0.3905212759,-0.1390642947,-0.1428094747,2.0499778688,0.9464635705,0.4094283760,2.7291382220,1.7476701636,-0.1957080529,0.7458969736,-0.1372422242,-0.0384658092,-0.0799943357,-0.1547807054,0.9814240835,0.2015559671,-0.1547526820,0.6769018542,-0.0459234475,0.2423806186,Control
GSM480992,2.0599530339,0.5722879616,1.6634349426,-0.1064394249,-0.2381038960,-0.0328772962,3.3498735959,-0.0842910519,-0.0507606971,-0.1241149386,2.0276613237,-0.0952675373,0.2169276933,-0.0692667477,-0.0167072394,-0.1991667251,-0.1193227331,1.2445115703,0.1825677720,0.5704658402,0.0242465410,0.1493971510,-0.0140426388,-0.1230671813,0.7648458477,0.0278060979,-0.0458247365,-0.1114507296,0.0535801769,2.9368306489,-0.0953700422,-0.1113704541,0.1762626544,-0.0250949275,-0.0073117245,-0.0467735865,0.0166397425,-0.1130980074,-0.1243876650,0.4252370712,0.0795976930,-0.0125441216,0.2353248108,0.3207334611,0.2782544769,0.4304925468,-0.0928625302,-0.0831935343,0.0892100549,1.2615426927,-0.0903224789,1.2960211527,-0.0877056302,0.2957209837,-0.1578820049,1.0412749186,-0.0682986027,-0.0720046572,-0.0820608756,-0.0582940980,0.7261103579,-0.0568960011,-0.1365297174,-0.0304126079,-0.0926529001,0.7397607929,-0.1531029489,0.0587616456,0.4298408002,0.1307927388,-0.1404104893,-0.1520524382,2.4286005051,0.7887410136,0.4802834803,3.4201373590,1.8093512646,-0.1044248603,0.5071371611,-0.1404206887,-0.0780644519,-0.0574009745,-0.1249617051,0.8432258828,0.1837874919,-0.0523717734,0.6103158950,-0.1068437974,0.2190085563,Control
GSM480993,2.1055011451,0.6277671476,1.5635597988,-0.0914617736,-0.1573903718,-0.0407619657,3.5921627943,-0.1062657603,-0.0841854090,-0.0810117562,1.9422270831,-0.0858063635,0.0543310773,-0.0687590633,-0.0597569757,-0.3273782622,-0.0941834193,1.9505443788,0.1449479595,0.5994430466,-0.0725492258,0.6982943558,-0.0726573152,-0.0303409199,1.3739540559,-0.0358350614,-0.0547407987,-0.1024216700,-0.1018340125,3.0266805887,-0.0858620212,-0.1462138596,0.2002292019,-0.0756766740,-0.0453858177,-0.0820548049,0.1239793126,-0.1120319535,-0.0498091110,0.3110196846,0.3522421680,-0.0578398887,0.4311537920,0.2336892886,0.5376300219,0.4842034828,-0.0842560461,-0.0939201686,0.1956803408,1.5975490511,-0.0370072213,1.2538477491,-0.0861035629,0.2807724565,-0.1491511107,1.0089786150,-0.0258831931,-0.0616058743,-0.0676561223,-0.0388536520,0.6019830774,-0.1514817154,-0.0986883519,-0.0211236198,-0.0881192659,1.2634448866,-0.1276582412,0.0764762331,0.5630181553,0.1486262385,-0.1400718873,-0.0860839652,2.5828270688,0.9763663059,0.2963207367,3.3143866591,2.1970435104,-0.1455202911,0.5605046019,-0.1320735634,-0.0202053390,-0.0577351900,-0.1461898461,0.9859714336,0.1288274476,-0.0776553526,1.0366044238,-0.0973384657,0.1891702233,Control
