@relation data

@attribute id string
@attribute 10393 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 4085 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 701 numeric
@attribute 7321 numeric
@attribute 7324 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 9184 numeric
@attribute 996 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0633225395,0.1799473086,0.6656258702,0.3943000558,0.8298270476,0.4080628236,0.7954512736,-0.0612110418,0.6258324001,0.6255706827,0.8630971942,0.9991469759,2.2050025000,0.2112897467,BRCA
GSM481003,-0.0290945644,0.3438044071,0.2560326038,0.6784147640,0.7069441664,0.3853064239,0.9631476012,0.0484653546,0.9530833758,0.4567726103,0.7829238715,1.1173306099,2.0810874116,0.2441096505,BRCA
GSM481004,0.0270448486,0.3779117776,0.4986741886,0.2243633752,0.9093074148,0.5657972846,0.7819044989,0.0546944523,0.8644867552,0.7026128357,0.9171404692,1.3444258739,2.1089668429,0.2736346923,BRCA
GSM481005,0.0932913322,0.2803563757,0.7713363272,0.6027478479,0.7581363488,0.4613695829,0.8583655704,0.0086278210,1.0866450369,0.6002506928,1.0175873726,1.1048736399,2.1583457612,0.4459626976,BRCA
GSM481006,0.0734619974,0.2054771540,0.7629795027,0.6584851715,0.6562081732,0.4152875856,0.9453066191,0.0633832490,1.0241812343,0.5884243204,0.7990840555,0.7467343761,2.2949805524,0.2919777087,BRCA
GSM481007,0.1280040116,0.4985733233,0.4742087353,0.3337668999,0.5782392576,0.2701838255,1.1243426575,0.0035638457,1.3976677566,0.5942524941,0.6256717969,0.3969320809,1.7092430382,0.2161008972,BRCA
GSM481008,0.1533362816,0.5036446920,0.8002380083,1.8041948442,0.6186275687,0.6071429858,1.2041301931,1.1470734808,1.2946610825,0.5803456828,1.1076582991,0.8666285409,2.4879628663,0.3891618154,Control
GSM481009,0.0175795397,0.1422292797,0.4638521398,0.8273900395,0.4051246593,0.3799621188,0.7384028369,0.1872827534,0.6864672508,0.5561507795,0.9002740998,0.7606991393,2.4391385295,0.2476484849,Control
GSM481010,0.1346193793,0.3092431646,0.7424496346,1.0644120064,0.8156135599,0.6084530684,0.8078735732,0.3102890977,1.0203057610,0.6679485638,1.0428193696,1.2865644591,2.4534322267,0.5068395762,Control
GSM481011,0.0904850695,0.3834744429,0.3540159664,0.7160630579,0.6958640087,0.1875694394,1.1116282484,0.0870749524,1.1508108883,0.6516697839,0.4824274201,0.8461235408,1.8137846252,0.1577770398,Control
GSM481012,0.0873804660,0.3644689430,0.9916636869,0.6453922263,0.6212619014,0.5819761116,0.6968569950,0.2738687234,1.0373661853,0.5514824278,0.8503916014,1.4675663905,2.2560443061,0.3864100274,Control
GSM481013,0.0092931223,0.4194344323,0.7098279447,2.0293093536,0.6277970593,0.5953640868,1.7551806301,0.8214618929,1.1828257321,0.4691056903,0.7901773408,0.3969459492,2.2356580872,0.2574338726,Control
GSM481014,0.0579675749,0.4108798999,1.0122350901,1.5244204174,0.5262456039,0.5996752416,0.9383092048,0.3094023657,1.1738179691,0.8696939674,0.9026158295,0.8209818266,2.2233185635,0.2793237175,BRCA
GSM481015,-0.0064339015,0.4417035912,0.2961097103,0.8752559760,0.5481318970,0.4221816498,1.2632913561,0.2154209197,1.0812432915,0.3745723723,0.7027421532,0.7389903934,1.8906189733,0.2919815219,BRCA
GSM481016,0.1395684889,0.2317465571,0.6266988977,1.3758714156,0.9093801157,0.5613740377,0.8264250406,0.5160090808,0.9591283163,0.6744604593,1.0707109984,1.2412750964,2.5199522641,0.5512982618,BRCA
GSM481017,0.3001591963,0.1637481846,1.4984921888,1.6464236934,0.7435352140,0.6076654706,0.7016181147,0.6556806631,1.2222971721,0.6752649905,1.2327469370,1.3753846405,2.6218394968,0.6805554319,BRCA
GSM481018,0.0155172616,0.3360010964,0.2394999737,0.7330291841,0.7930990354,0.4988071472,0.9618914452,0.1984451103,0.6382328325,0.4742097691,0.7344606379,1.1110383249,1.9822826810,0.1564803716,BRCA
GSM481019,0.1832670459,0.4794797784,1.0388282424,1.2413363185,0.6708837102,0.6798703107,1.0666421986,0.6175365747,0.9797002769,0.6406816051,0.8239897940,1.1397678106,2.5240316170,0.5243353466,BRCA
