@relation data

@attribute id string
@attribute 1173 numeric
@attribute 160 numeric
@attribute 1759 numeric
@attribute 2060 numeric
@attribute 273 numeric
@attribute 274 numeric
@attribute 29924 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8301 numeric
@attribute 8867 numeric
@attribute 8871 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.1524037090,0.2606576234,0.0314233159,1.0656242644,-0.0721875804,0.9642424278,0.2040995802,1.1392389064,1.3485143633,0.9049248654,1.5891594400,0.9537983259,2.1997757852,0.4875788534,0.3200897502,0.2916784001,BRCA
GSM480985,1.0972410342,0.1905879892,0.0974047546,1.0312538936,-0.1149938720,1.0280179890,0.1838054732,1.0624773818,1.2292638585,0.8493034308,1.2845784730,0.9828057632,1.9199515841,0.7269585885,0.5104050246,0.8316852350,BRCA
GSM480986,1.3037325410,0.2831735210,0.0649218277,0.9778517968,-0.0779549252,0.9736500863,0.2345219518,1.1325124873,1.4755984701,0.6729391185,1.6418533209,0.7694473286,2.1900971755,0.4561478725,0.3451370894,0.3043000984,BRCA
GSM480987,1.3146498003,0.2687426848,0.1174163474,1.0107907764,0.1500916573,1.7929757004,0.2233187137,0.7104099762,1.6084967972,0.9346764925,1.3375803794,0.6854064385,1.7749855086,0.2763472757,0.0781412883,0.0885006438,BRCA
GSM480988,0.9602763783,0.1485788541,0.1270690214,0.9901322858,-0.0592001136,1.0193927099,0.1977465363,1.0280710610,1.3750535183,0.7414630045,1.4518957679,0.8568994044,2.2009519134,0.3738049475,0.4761678316,0.4236947575,BRCA
GSM480989,1.5578947200,0.3444870630,0.1480599701,0.6902486134,-0.0661315772,1.4390222986,0.2245507995,0.8617932616,1.4386271053,0.5870933372,1.5590544180,0.7983118814,2.9188919440,0.2816665395,0.1994426476,0.4086711981,BRCA
GSM480990,1.2710338862,0.3784631827,0.0108983677,0.8076668708,-0.1364807118,1.2902076000,0.4543139470,0.9861059069,1.2886391192,0.5830522417,1.4453520321,0.6829452796,2.5856389926,0.3585353248,0.2142035773,0.2689312928,Control
GSM480991,1.3845505780,0.4264603429,-0.0304844107,0.9250035924,-0.0174675653,1.2151297980,0.3088981871,1.0007687234,1.3283271537,0.6608008562,1.5451146222,0.7246558555,2.3986895680,0.4085313558,0.2400957892,0.2853214337,Control
GSM480992,1.4126932023,0.4744916590,0.2187094707,0.7632171740,-0.0786855283,1.1216327959,0.4585985376,1.0355044920,1.4482076389,0.4972681324,1.4246134289,0.7415068230,2.6897532866,0.2557879632,0.2992797908,0.3372003228,Control
GSM480993,1.3460859921,0.3253226646,0.1785747940,0.8306835715,-0.0693259410,1.2604978833,0.3566494365,1.0264566022,1.5829170607,0.7091649962,1.5856227239,0.8005855027,2.4490207491,0.4138019705,0.2526534158,0.4215674630,Control
GSM480994,1.4332672092,0.4122724478,0.2759000234,0.7512602869,-0.0615386080,1.2950943535,0.2888456921,1.0076148938,1.3474458521,0.4535895987,1.5541917865,0.8043518845,2.7740268455,0.2807522232,0.1693894994,0.3075836127,Control
GSM480995,1.3171184361,0.1953534415,0.1798400879,0.8524040823,-0.0454396317,1.1868820619,0.2813378998,0.9513446041,1.3944983287,1.0622602218,1.5843793040,0.9457654122,2.1464026361,0.6556206157,0.1735413762,0.4788336714,Control
GSM480996,1.4991002480,0.3939582128,0.0183154647,0.8020009406,-0.0623013754,0.9328865914,0.3255083399,0.8234341725,1.4198639741,1.1742941980,1.6124594438,0.6485259212,2.3817085028,0.3730853085,0.2510461236,0.1691155045,BRCA
GSM480997,2.2757270734,0.5103807778,0.2141915634,0.8166610546,0.0820573518,1.8149322649,0.4082726226,0.7475809276,1.3862778493,0.9376632374,1.2744263483,0.8059017853,2.8542935214,0.2832153197,0.0752263181,0.2914156177,BRCA
GSM480998,1.4654236370,0.4141591560,0.0715907487,0.9089861767,-0.1228570841,1.1444745943,0.4170487362,1.0495297983,1.2653997881,0.5803620688,1.5269277998,0.8750626656,2.5579728074,0.3748988346,0.2479563284,0.2542388926,BRCA
GSM480999,1.4223633474,0.2648409937,0.0639336156,0.9658977157,-0.1284522459,1.0390204630,0.2225041321,1.1105407498,1.3215316391,0.6862187239,1.5838601271,1.0177537981,2.0875280909,0.6951597389,0.4301716737,0.5413617301,BRCA
GSM481000,1.2093319298,0.3971731599,0.0214712497,0.9575347626,-0.1251391713,1.0667837475,0.2699233731,1.1056336816,1.2788028746,0.9713452984,1.6113596664,0.8381175668,2.0064177178,0.5284591866,0.3877072882,0.4835393135,BRCA
GSM481001,1.2872680923,0.2688300826,-0.1226283940,1.1912188016,-0.1283886979,0.7583895912,0.2183362536,1.1119622626,1.2652735421,0.8110297031,1.6483445484,1.0630492036,2.2235211097,0.9947990194,0.2218525775,0.3936112993,BRCA
