@relation data

@attribute id string
@attribute 1020 numeric
@attribute 5141 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5144 numeric
@attribute 5499 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5528 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 84152 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2786905493,0.3156632036,-0.0482865163,-0.1087630948,0.0443673678,1.7552149694,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.4082248776,0.6486776985,1.4788247029,1.0400522820,0.1612316305,0.9091838176,0.8322542454,-0.0220457165,1.5804264784,0.1835977883,0.0708837804,1.3564936234,0.8265591783,2.7038153726,-0.0914513560,BRCA
GSM481003,0.6233459933,0.1872665084,-0.0416744932,-0.1298257156,-0.0290590834,2.2895291380,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.4766108626,0.5260021543,1.4940092098,0.8106030215,0.1265427291,0.9189770192,0.6319902162,0.0102665505,1.4306810153,0.2775854540,0.0839032548,1.1557139689,0.7173366560,2.6004273182,-0.0486082508,BRCA
GSM481004,0.3929387330,0.1910524066,-0.0249704627,-0.1327878890,0.0337655045,1.7228226531,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.4913007603,0.5568734760,1.5397735213,1.2435202534,0.1383806468,0.6950635329,0.6800325786,-0.0396932616,1.3028280862,0.4924258457,0.0900657546,1.0442493542,0.7713027104,2.5539644831,-0.0605153174,BRCA
GSM481005,0.2476674517,0.1919668133,-0.0724838182,-0.0950110781,0.0073302053,1.6119475168,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.4139095911,0.8398691173,1.6021617843,1.1356134855,0.3057993211,0.7765841372,1.2306991819,-0.0333261071,1.7659622869,0.2887021348,0.0123217801,1.5244798356,0.8702989420,2.5885585249,-0.0922441607,BRCA
GSM481006,0.6161047570,0.2411975378,-0.0440893778,-0.1013019578,0.0363301982,1.9078140392,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.5408547516,0.6594483865,1.5006651944,1.0245994510,0.3482065284,1.0743387982,0.9264100611,-0.0789564253,1.9199747352,0.4230002210,0.0664586208,1.3858446989,0.8328808705,2.7229726611,-0.0952230781,BRCA
GSM481007,0.8504661563,0.2483914125,-0.0466121775,-0.0904304063,0.0012270083,2.2768932449,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.4194701119,0.4920493394,1.1625167250,1.0916134130,0.2404658702,0.9259418572,0.7558958770,0.0370700779,1.4966602238,0.1037381588,-0.0151180974,0.8527704083,0.7908645495,2.4574012124,-0.0290477604,BRCA
GSM481008,0.4127539547,0.1721847198,0.0277784102,-0.0505692332,0.1422237464,2.6924481922,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.5476349011,0.7504032691,1.5366616944,0.8087446459,0.2826632336,0.9102283842,0.7458980968,0.0274709704,1.3636300043,0.2674738216,0.1533503204,0.9964291379,0.7930964681,2.4189842773,-0.0752835712,Control
GSM481009,0.0189430303,-0.0158857970,-0.0896897997,-0.1466586740,0.0001770023,1.3226553269,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.4165385507,0.6549914120,1.4563478480,0.4472229415,0.1498070048,0.6558841348,0.8545450949,0.0046873059,1.8241724720,-0.0853712003,-0.0314247598,1.0664309090,0.7962288941,2.6979478374,-0.2767101187,Control
GSM481010,0.0911745777,0.1665930340,-0.0529881635,-0.1058918570,0.0824596726,1.8376394908,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.4363746757,0.7335124992,1.3844987064,1.0618852462,0.3126156600,0.6685453986,1.0751941698,-0.0846129696,1.8411717293,0.4025551735,0.0782325012,1.4629609655,0.8582563715,2.5320026251,-0.0712172472,Control
GSM481011,0.6174847923,0.2633818976,0.0305554722,-0.1186001253,-0.0103582193,2.2827488449,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.5114013589,0.4358141350,1.4936494496,0.7789269015,0.1755088156,0.8796043668,0.7629880970,0.0440684883,1.3068219577,0.3510860135,0.0081781969,1.0243768138,0.8445791476,2.9243183808,0.0172621380,Control
GSM481012,0.1474318480,0.1568903258,-0.0416711148,-0.1031456465,0.0537974712,1.6834553083,1.3597278006,0.2860680085,0.8822318725,0.3920668366,0.3535076357,0.6955331180,1.4652730437,0.8448196011,0.1189904612,0.6107422492,0.8765752078,-0.0386734165,1.5415938040,0.2400153498,0.1237532776,1.0350838136,0.8589350590,2.5896558716,-0.0330862413,Control
GSM481013,0.8126555980,0.1326220894,-0.0756682886,-0.0221637978,0.0542902227,3.2280525897,1.2892795144,0.2313623475,1.3117297496,0.3060890788,0.7441220036,0.6718631029,1.6054443946,0.5795165059,0.2707595200,0.9792599830,0.5152571224,-0.0325304772,1.4276103853,0.2573734153,0.1741443308,0.9169964850,0.6837183268,2.6777486242,-0.1034470392,Control
GSM481014,0.5590095657,0.0885072084,-0.0529382100,-0.0639490578,0.1882882693,1.7713282771,1.2252216004,0.2150466980,0.9707790640,0.2432962107,0.5276021215,0.6274462265,1.2964119851,1.1839603328,0.2555598621,0.7662580239,0.8384942376,-0.0312758387,1.5259902455,-0.0759750416,-0.0047246915,1.0528122538,0.6023636418,2.0596510786,-0.0873553339,BRCA
GSM481015,0.7743227383,0.3361509688,0.3348477850,-0.1141387200,0.0027026331,2.5939258999,1.0082269586,0.0932819522,1.2297174334,0.3018269218,0.5234673281,0.5929589122,1.3759122319,0.5311020842,0.1563954561,0.8930587468,0.7360022109,-0.1120149191,1.1883931380,0.2887167094,0.0673557344,0.7939822677,0.7765762232,2.4933094754,-0.1054964728,BRCA
GSM481016,0.2590996723,0.1152792918,0.0302290137,-0.1624197129,0.0901572920,1.7321002880,1.5074664085,0.2561387029,0.6434297554,0.6140514254,0.4907469776,0.7682086094,1.7805436885,1.2098183930,0.4196000681,0.9367464908,0.9148220082,-0.0572757143,2.0870520914,0.1002645297,0.0890900011,1.8409216555,0.8102190690,2.7567682379,-0.0578976641,BRCA
GSM481017,0.0777310057,0.0555667669,-0.1032075742,-0.0993786001,0.1294611632,1.0045164293,1.5126272843,0.3139495140,0.4114410845,0.4207219764,0.2316962342,1.0260523042,1.4915040956,1.0888749927,0.4800619128,0.5892793288,1.3581797799,0.0239089333,2.1383833906,0.1165186564,0.0899535986,1.6657177777,0.8645940797,1.9843709954,-0.1667212790,BRCA
GSM481018,0.3118368363,0.3685735452,-0.0179612660,-0.2065271461,-0.0012270108,2.0540555450,1.0993229957,0.1059702978,1.0144634835,0.1866969428,0.7230717252,0.3809976589,1.7564486177,0.9886145162,0.0334351002,0.8580362595,0.3412525918,0.1137587935,1.2763793873,0.1258620331,0.0667983059,1.0688812178,0.6059489858,3.2016238050,1.7318629688,BRCA
GSM481019,0.5482214093,0.0621736999,-0.0563446092,-0.1172233178,0.0567255534,2.0889346069,1.3119233465,0.1569603040,1.0446465668,0.4828765854,0.6250909567,0.7396580716,1.2848118101,0.9502533068,0.3035353587,0.9556882781,1.0268329625,-0.1091818104,1.7920439258,0.6030391826,0.0998013081,1.2506611721,0.8304526571,2.4942457974,-0.0695983153,BRCA
