@relation data

@attribute id string
@attribute 121504 numeric
@attribute 128312 numeric
@attribute 255626 numeric
@attribute 25913 numeric
@attribute 26277 numeric
@attribute 3012 numeric
@attribute 3013 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 474382 numeric
@attribute 54145 numeric
@attribute 54386 numeric
@attribute 65057 numeric
@attribute 7013 numeric
@attribute 7014 numeric
@attribute 8290 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8334 numeric
@attribute 8335 numeric
@attribute 8337 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8341 numeric
@attribute 8342 numeric
@attribute 8343 numeric
@attribute 8344 numeric
@attribute 8345 numeric
@attribute 8346 numeric
@attribute 8347 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8359 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8362 numeric
@attribute 8363 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8370 numeric
@attribute 85236 numeric
@attribute 8970 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,5.823629162,5.118745153,4.663367841,5.794650695,11.46435444,6.080503777,5.174537499,7.8736305755,12.06323168,7.428939017,5.155031965,5.213358218,9.603728853,11.4675955,8.791530131,6.27599381767,9.823908995,5.197719213,5.536217098,6.051867589,8.487007054,5.434637608,10.55455797,10.76039169,6.680046949,4.871364705,5.279853137,6.49377991,6.139557107,5.139767484,5.264922245,4.708204487,5.568040657,5.261729425,8.440029384,5.952107108,5.257964097,5.169936271,8.127196202,6.059945345,14.05593823,7.01480474,5.68566776,6.730643776,4.668481241,6.917524621,12.04345466,9.079385528,Control
GSM427159,5.808134829,5.096779711,4.173910121,5.60696957133,11.66204091,5.730104109,4.964758163,7.8908509875,12.24301336,6.353301929,5.110416751,4.663367841,8.215303806,11.4871292,8.448705991,6.66413084,9.941260812,4.981180512,5.157863534,5.576228285,6.276594949,5.580530872,8.9788285505,9.674329611,5.789606185,5.323740468,5.331285345,6.432128971,5.36458228,5.076613872,5.076613872,4.905220009,5.70044752,5.124960054,8.322132227,5.385785842,4.689877288,5.268108014,6.839868676,5.817246707,13.96600025,5.776374632,5.919108385,6.170531632,4.881923051,6.546165695,11.42963442,7.646272708,BRCA
GSM427160,5.583918611,4.628224624,4.950248224,5.601736039,11.5054743,6.272308437,4.558389106,8.4900776405,12.53965448,7.52248330367,5.16953547,4.419595675,9.670085752,11.40579844,9.084051721,6.59450135867,9.835837694,4.628224624,4.720021333,5.316879984,8.190863129,5.757030749,9.582685718,9.896635567,6.451215749,4.919591852,5.202624638,6.236545833,5.583918611,4.933585915,4.919591852,4.47893856,4.971786376,5.001702332,8.532999807,5.042218873,5.144669712,5.066316611,7.800286988,5.395243853,14.10257573,6.079650777,5.598879718,5.995434345,5.245658467,7.132579734,12.29684318,8.797792112,BRCA
GSM427162,5.332538997,5.693773551,4.667062321,5.363247585,11.55186698,6.528106825,4.916490079,8.530230259,12.30321003,6.90529433767,4.766080198,4.748208435,8.044122393,11.59410425,9.42208113,6.64360809167,9.574508914,4.766080198,5.689726348,5.859106883,6.408122185,5.182703468,10.5173890535,10.88094205,6.311526388,5.438135838,5.229406468,5.89251929,5.438135838,5.377480603,5.450890591,4.608266403,4.938534277,5.01682082,9.896446364,5.554290497,4.814821191,5.352274105,8.863443805,5.850631456,14.49088818,6.090118375,5.916363929,6.701137054,4.366293438,7.152338403,12.79374357,4.92244912,Control
GSM427163,6.139403622,5.406342144,4.91887665,5.58178575633,11.34349681,5.776374632,5.057679059,8.185466732,12.39294532,6.983161939,5.17473722,4.927672792,9.171627882,11.42258795,8.740810482,6.85724003533,9.695555047,5.447836413,5.297935366,5.291135005,7.142926798,4.985285523,9.383214294,9.72142441,5.957921126,5.025484272,5.689866096,6.718844926,5.65593226,5.029244428,4.649642211,4.734183662,6.022207581,5.297935366,8.186907968,4.972360944,5.241660263,5.133924369,6.890693297,5.403788568,14.08054111,5.148335483,4.870871734,5.759829109,5.213747029,7.365100051,11.858053,8.821312505,BRCA
GSM427164,5.214330049,5.36773034,5.46712559,6.11200878633,11.68900437,5.545359333,4.900638916,7.6042942415,12.29242381,6.330174048,4.972360944,5.401742447,8.035817876,11.55657325,8.591747779,6.608823679,9.510972362,5.127025752,5.163308771,4.769786816,7.455781587,5.427783188,8.316796841,8.508201951,6.195057794,5.241850906,5.234397132,6.237741162,5.440131024,5.249266367,5.075972442,5.062436111,5.625863148,5.515077886,8.772645411,4.862465343,4.925775462,5.447257868,6.326794047,5.080669653,12.24753009,6.261065912,5.804912672,5.109685724,4.985513237,6.331549038,10.93481154,7.866569768,BRCA
GSM427165,6.053334703,5.36650691,4.867169068,5.44361563733,11.22961513,6.194663913,4.732013908,8.160140768,11.25779165,7.23571497,5.744303238,5.046808884,7.601810012,10.90219441,8.591018414,7.36590583167,9.628928997,5.164113728,5.149758548,6.488889022,6.658144078,5.391983545,9.692660621,10.66841992,6.5560888,4.595204309,6.117700885,5.971607496,6.13566376,5.579701547,5.650629048,5.213941395,5.899484569,5.460260315,8.33257494,5.077041333,5.114586962,4.93712219,8.740068382,6.149549624,14.7817055,7.246291987,6.62585904,8.870627591,5.139972076,6.893972281,13.074006,6.097827379,BRCA
GSM427166,5.929442617,5.844744204,4.835559392,6.00729484233,11.55749974,6.264072495,5.2209212,7.787027341,12.45804007,8.36211980967,5.346169084,4.81315432,10.42177586,11.56304622,8.792042831,6.322827848,9.542626187,4.703782956,5.047681518,5.93470004,9.946928611,4.983234478,10.0318327905,10.17096442,6.9557694,5.163308771,5.002490161,6.272261775,5.638081984,5.277995204,5.193979903,4.918399651,5.313437469,5.479142629,8.732490639,5.154424477,4.898947471,5.540872931,8.533603375,6.211553127,13.7210223,7.126784799,5.256643908,5.716175548,4.688059546,7.831435711,12.29242381,9.433126963,Control
GSM427167,5.751417692,5.419801156,4.897254041,5.64992613367,11.31253714,5.993510911,5.255700175,8.5057825605,12.89900003,7.731063702,5.233246971,5.511603435,10.00810682,11.46239505,8.830325945,6.88067378067,9.670935523,5.032113243,5.570167841,5.839966671,8.894060699,5.427950757,10.549058171,10.68693842,6.853562589,4.715361226,5.700724934,6.314610999,6.316060301,5.144669712,5.250403832,4.672729652,5.763950127,5.229983196,9.982822895,5.662925563,5.545359333,5.178725843,7.364881259,5.69600164,13.31043176,6.715691352,5.117810604,5.936526788,4.497725104,7.621669354,12.3968015,8.876387348,BRCA
GSM427169,6.320850743,5.557663769,4.42789603,5.667427373,11.27319403,5.970169897,4.585033079,7.7151803595,12.22983432,7.94413342067,4.937593039,5.250782787,9.091846003,11.51908594,9.125801619,6.86057592467,9.567148551,5.168332398,5.745379368,6.090647705,8.2864551,5.279296008,10.2223433115,10.4183642,6.723152797,5.2209212,5.476390801,6.408334517,5.360725299,5.634020526,5.229598736,4.421060285,5.279296008,5.422747045,9.05864872,4.981865493,4.821979637,4.490583929,8.647873119,6.021041727,14.29890208,6.228150688,4.963487128,5.822354928,5.233822166,7.713525923,12.26341894,9.033320526,BRCA
GSM427170,5.66903474,5.364757352,5.331106163,5.64709224867,11.72223985,5.920180882,5.194964872,8.1824276685,12.2658041,7.35042085667,5.272033689,4.974542217,9.166565528,11.63413504,9.457124909,6.57801652167,9.836666259,5.203799462,4.87013196,5.741070021,6.930030968,5.462225158,9.7660141615,10.37700472,5.956702124,5.294263476,5.259471408,6.603037,6.366720539,5.218210843,5.576228285,4.522568122,5.130942449,5.186868206,8.374019108,5.773740066,5.154829498,5.190823476,7.261815502,5.361251859,13.67776426,6.624543716,5.681316606,5.488652576,5.272033689,6.971345601,11.78113439,8.826803578,BRCA
GSM427171,5.572595075,4.586084011,4.971556485,6.01853644667,11.12807347,9.595365248,5.017266367,7.7048200875,12.65463721,8.22423822633,5.464840793,4.835433068,10.51955791,11.21306793,8.123709031,6.50274977633,9.715962473,5.321036278,5.115003321,5.494104547,9.564845477,5.372961888,11.03101716,11.03470976,9.221497177,5.062651968,5.123305363,5.943869327,6.308435168,5.963018152,5.261165252,4.670748652,6.674196241,4.818149175,9.64111297,5.216077698,4.859610883,5.144465785,8.105084975,5.937704108,13.95892379,10.29642331,5.596198143,6.441786907,4.946744016,7.502913581,12.73980492,8.650783516,Control
GSM427172,5.718917257,5.674412098,5.062004299,5.70894926133,11.36752411,5.388974098,4.569650312,7.6203130365,12.24439068,7.56668640033,5.051601854,5.664704155,9.510601559,11.3382407,8.843262446,6.07171471733,9.539333865,5.540950401,5.437137209,6.054637553,8.642251314,5.1717385,10.3554384715,10.68061031,6.425178655,5.151586144,4.8729657,6.030066347,6.118843116,5.411605257,5.602298936,4.481986893,5.383886777,5.741339733,9.532570767,5.279110251,4.688758955,5.287630431,7.56483756,5.842357415,13.80946823,6.72451769,5.368952732,6.396267078,4.773747658,7.462300066,12.11639279,9.197893105,Control
GSM427178,5.903165591,5.398154738,5.037614213,6.07503520067,11.68597092,6.695023358,4.285723506,8.5565489965,12.19058871,8.272745429,5.119782831,6.107798352,9.94572954,10.69375725,10.13209518,6.10124310767,9.880846634,5.371568663,5.186075849,6.1476177,9.746943004,5.272033689,9.210895542,9.522812543,6.790319577,5.280781207,5.337721125,6.464101029,5.8736971,4.796249019,5.062436111,5.104558131,5.268482349,5.139972076,9.326475062,5.177530413,5.337721125,5.305068782,8.172653928,5.636197729,12.50573969,7.475573601,5.229406468,5.676811285,5.032113243,6.924993942,11.9164133,8.738464816,BRCA
