@relation data

@attribute id string
@attribute 1387 numeric
@attribute 1432 numeric
@attribute 1452 numeric
@attribute 1482 numeric
@attribute 1489 numeric
@attribute 183 numeric
@attribute 1839 numeric
@attribute 1906 numeric
@attribute 207 numeric
@attribute 2147 numeric
@attribute 2247 numeric
@attribute 2280 numeric
@attribute 2626 numeric
@attribute 2932 numeric
@attribute 3265 numeric
@attribute 3479 numeric
@attribute 3976 numeric
@attribute 4208 numeric
@attribute 4620 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4878 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 57172 numeric
@attribute 58 numeric
@attribute 5894 numeric
@attribute 6198 numeric
@attribute 64100 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 811 numeric
@attribute 814 numeric
@attribute 8536 numeric
@attribute 9421 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6728254087,0.6466643338,1.1739820129,-0.1237600908,-0.1476533869,-0.0169406613,1.0336083744,0.6381982602,1.9397812022,-0.1416186203,1.3267614989,0.2667933806,-0.0870489600,1.2060972602,1.0380567778,-0.0297777642,1.2181291449,-0.0983312302,-0.2008724100,0.0055666104,-0.0056924950,0.2362634120,-0.1319732433,0.0188195433,0.6502234032,-0.1624264398,0.7694715564,1.1392389064,1.3485143633,0.9049248654,0.6055969648,-0.0123531642,1.9211698879,0.3766967951,0.0642130354,0.5276523813,0.4586358647,0.7139937217,-0.0946981021,-0.1022386321,0.6409841057,1.0731972919,-0.0762127861,1.5891594400,0.9537983259,2.1997757852,1.9767761031,-0.1062511549,0.1084740903,-0.1592776151,BRCA
GSM480985,0.6472114695,0.5214375071,1.2725747880,-0.1549107966,0.1597147206,0.2199821969,0.4737995966,1.3853836805,1.4054429928,-0.1930294107,1.6304523406,0.1522988446,-0.0916640857,0.8787267861,0.5481084954,-0.0726949804,1.3469770950,-0.1254703736,-0.1798788059,0.1157292342,-0.0120978476,0.2200896420,0.0605528395,0.0248125478,0.8534231111,-0.1454714285,1.5476133191,1.0624773818,1.2292638585,0.8493034308,0.7695002645,-0.1038192192,2.2771025042,0.1234466186,0.0309261780,0.4521202200,0.5649788797,0.7487222366,-0.1099366091,0.1051981554,0.6127393824,1.1561554869,-0.0386975248,1.2845784730,0.9828057632,1.9199515841,2.3356797743,-0.1264687864,0.0502871593,-0.1280333250,BRCA
GSM480986,0.7199448316,0.5058162958,1.0942751028,-0.1493730023,0.0149747501,0.0197999421,0.6480571323,0.7647701036,1.7577156492,-0.1844459021,1.2573384279,0.4124206538,-0.1049351828,1.3099040800,0.9493732134,-0.0318582082,0.8056806160,-0.1237236924,-0.1981905996,0.1041315888,-0.0235567874,0.2269383226,-0.0942651554,0.0407107029,0.3758222094,-0.1337267348,0.9370587028,1.1325124873,1.4755984701,0.6729391185,0.7078176651,-0.0887387330,2.0198128103,0.5190979345,0.1662764031,0.5276161861,0.5706250406,0.7966307569,-0.0942361577,-0.0470555966,0.4839221177,0.9039376048,-0.0129028516,1.6418533209,0.7694473286,2.1900971755,2.1202563883,-0.1107559652,0.0236114874,-0.1318104066,BRCA
GSM480987,0.6522740087,0.6135009341,0.9154273811,-0.1539011408,-0.0021199648,0.8610898719,0.0302188334,0.0137137714,1.6769249506,-0.2081336734,1.9014180861,0.2647279453,-0.0763821862,1.1273281686,0.6616964770,-0.0316742232,0.0216354200,-0.0579537458,-0.2217187274,0.0008660925,-0.0675424514,0.0944943196,0.0560522313,0.0940123780,0.4246866423,-0.1022734639,0.9460729968,0.7104099762,1.6084967972,0.9346764925,1.0939444790,-0.0234222412,1.9039099027,0.3223923260,0.1367199314,0.4570317386,0.5260457562,0.7170214796,-0.1012048819,-0.1338976050,0.3882937707,0.7655862770,-0.1164334174,1.3375803794,0.6854064385,1.7749855086,2.0685987108,-0.0822204906,0.1616492030,-0.1467072436,BRCA
GSM480988,0.6896800634,0.4483090917,0.9021175691,-0.1293334478,-0.0570015348,0.0694702046,0.3470426516,0.7892006804,1.1675294143,-0.1149176441,1.4178638011,0.4153908614,-0.0779397160,1.5309302174,0.4589619954,-0.0315514604,0.7576790253,-0.1065016748,-0.0468828168,0.0363874173,-0.0324344316,0.1802544055,-0.0826837866,-0.0672837039,0.5025178531,-0.0889533257,0.6583551200,1.0280710610,1.3750535183,0.7414630045,0.5631931945,-0.0202760463,1.4926301568,0.1654808719,0.0300146427,0.4923907940,0.4829891018,0.6912962379,-0.0944439151,0.0388017314,0.4704262694,1.0328786273,0.0390258944,1.4518957679,0.8568994044,2.2009519134,2.0855021606,-0.1005794919,-0.0708861909,-0.1125044260,BRCA
GSM480989,0.5010443183,0.4561344552,0.7459947163,-0.1023129574,0.1060128714,0.2477838278,0.2522125164,0.7516749007,2.3074461223,-0.2880127502,0.8367116956,0.3887531512,-0.0866309615,1.3318944331,1.1103506463,-0.0311918096,1.2703306609,-0.1228035998,-0.2061685267,0.0318079827,-0.0543661123,0.2260949284,-0.0870816269,-0.0689186359,0.3040667095,-0.1893403782,0.5104212239,0.8617932616,1.4386271053,0.5870933372,0.3538124809,0.0047141360,1.9109501814,0.3053653154,0.1146072071,0.4168803811,0.8519349658,0.5911021925,-0.0961413859,-0.1678219301,0.4437155496,0.2883380064,0.0804141601,1.5590544180,0.7983118814,2.9188919440,2.6896760001,-0.1560957574,0.0264548731,-0.0988366765,BRCA
GSM480990,0.6429370626,0.3805084057,0.9341612693,-0.0990119453,0.1821111031,0.0095471656,0.6237125028,0.2123640113,2.3939645291,-0.2131876319,0.6727853419,0.3946847896,-0.0990144556,1.3889006043,1.1067612915,-0.0190866980,0.5293986066,-0.1191736433,-0.2622290199,0.0610200124,-0.0219793242,0.1574504853,-0.0915421300,0.0514922795,0.4307222246,-0.1406402458,0.5701667320,0.9861059069,1.2886391192,0.5830522417,0.7935236208,-0.0195084080,1.8563018972,0.3795540563,0.0994964334,0.4040678319,0.5468216389,0.5124700949,-0.0838693852,-0.0798429663,0.3387474729,0.6969770806,-0.0308750914,1.4453520321,0.6829452796,2.5856389926,2.2032395589,-0.0154691427,-0.0122939400,-0.2003826821,Control
GSM480991,0.7013037075,0.4695376563,0.9482068079,-0.1519527457,0.0114480531,0.2282817443,0.6046701258,0.9155950824,1.8290236989,-0.2291514151,1.1469792952,0.2611886911,-0.0751884485,1.2929992116,0.9763167946,-0.0214013296,1.1905565990,-0.0937623682,-0.1827640004,0.1149609155,-0.0200283858,0.1718903794,-0.1619859740,0.0599672746,0.3718392522,-0.1590461786,0.6246844594,1.0007687234,1.3283271537,0.6608008562,0.6564376624,-0.0500267771,1.9251870017,0.3763965595,0.1652794271,0.5071865046,0.6482640730,0.7236467786,-0.0928285138,0.0748349533,0.3654298311,0.6293849200,-0.0340939316,1.5451146222,0.7246558555,2.3986895680,2.2356395307,-0.1178059007,0.0127019396,-0.1015036180,Control
GSM480992,0.7777832307,0.3800862124,0.8333354584,-0.1258361963,0.1559783148,-0.0145717701,0.6683106465,0.3392567319,2.3328941266,-0.2514961897,0.5418168694,0.3081058425,-0.0639878658,1.5241501815,1.1827308424,-0.0093784845,1.0236362484,-0.1028343947,-0.2092774826,0.1078337467,-0.0096765104,0.1676517359,-0.0247942579,0.0796966947,0.3555988693,-0.1480111448,0.5310987036,1.0355044920,1.4482076389,0.4972681324,0.5008515699,0.0557855016,1.8326816315,0.3750074824,0.1510298427,0.4130200728,0.9082788116,0.4097217267,-0.1050234023,-0.1172695823,0.3105769333,0.6317377240,-0.0745675172,1.4246134289,0.7415068230,2.6897532866,2.3307807697,-0.1482992642,0.0114550946,-0.1090393608,Control
GSM480993,0.7884631976,0.5930127984,1.0301553905,-0.0767780156,0.0371456812,0.1377103847,0.8227755863,0.7532246475,1.9907199673,-0.1717529876,1.2827744316,0.4590945721,-0.0796264467,1.3381779529,0.9945207685,-0.0238642222,1.1827244494,-0.1187496406,-0.1872362606,0.1110679841,-0.0249389388,0.2689028373,-0.0817931060,-0.0144432332,0.3556248992,-0.1081225405,0.7338769277,1.0264566022,1.5829170607,0.7091649962,0.5521481080,-0.0571271274,1.8971461036,0.4153331244,0.1768389816,0.4741801064,0.7940912880,0.7140314231,-0.0888799439,-0.0133807379,0.3602931440,0.5767357118,-0.0822379111,1.5856227239,0.8005855027,2.4490207491,2.5175289595,-0.0999037584,0.0000394760,-0.0859164788,Control
