@relation data

@attribute id string
@attribute 11181 numeric
@attribute 178 numeric
@attribute 2538 numeric
@attribute 2548 numeric
@attribute 2595 numeric
@attribute 2632 numeric
@attribute 2645 numeric
@attribute 2821 numeric
@attribute 283209 numeric
@attribute 2990 numeric
@attribute 2997 numeric
@attribute 2998 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 5236 numeric
@attribute 55276 numeric
@attribute 57733 numeric
@attribute 57818 numeric
@attribute 5834 numeric
@attribute 5836 numeric
@attribute 5837 numeric
@attribute 6476 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 79799 numeric
@attribute 80146 numeric
@attribute 80201 numeric
@attribute 8972 numeric
@attribute 9365 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1837415141,1.6282920440,-0.0784885340,0.3017342116,0.0286522099,2.9104219014,-0.1242674589,1.1574663612,0.1646489955,1.7712657154,0.8800389208,-0.1756566464,1.3994206257,1.7011339678,-0.1480660112,-0.0643870686,-0.0974413105,2.1000959609,1.2118067468,-0.0986819741,-0.0793040055,2.6348616481,0.7525099729,-0.1497650635,-0.1578359697,2.0591039545,1.7137481179,-0.1943919704,-0.0970270767,0.1040648428,2.0125196279,-0.1124818271,-0.0654144233,-0.1556499716,BRCA
GSM480985,-0.1660593679,1.4212826689,-0.0786857502,0.9347429738,0.1238443376,2.8797172971,-0.1258860016,0.8091977908,0.3690722953,2.4077671914,0.6232933140,-0.1153316148,1.3098771902,1.3442627093,-0.1439106563,-0.0715304182,-0.1028194738,2.2909064160,0.8670244665,-0.1029226040,-0.0944521300,2.7335090786,0.9504363752,-0.2017123239,-0.1535533930,2.2638380789,2.2795595788,-0.1303444079,-0.1138358139,0.0615224490,1.7051118389,-0.1174212970,-0.0985181612,-0.1143139040,BRCA
GSM480986,-0.1425810719,1.5144040320,-0.0731760619,0.5232733787,0.1096100581,3.1892195278,-0.0910298228,1.1176056136,0.3868327115,1.8551821261,1.1490174381,-0.1332036292,1.6515836384,1.8043109128,-0.1370047250,-0.0599505479,-0.0717093188,2.5644266208,1.1603958395,-0.0712000964,-0.0920272790,2.3968094438,0.6328846561,-0.0623496073,-0.0947286166,2.1184420175,1.9031595468,-0.1330824345,-0.1455396849,0.0310431373,1.9300772454,-0.0587125160,0.1507060917,-0.1056222797,BRCA
GSM480987,-0.1837464163,0.7924847470,-0.0398672999,0.3566832624,0.1025443421,3.7347769737,0.0194667790,0.9951029609,0.1562692259,1.6500189454,0.4763215855,-0.0969563892,1.4759236767,1.6637811182,-0.1325641309,-0.0030252915,-0.0575244575,2.1161691348,0.6631150356,-0.1088984865,-0.0684294301,1.5755798409,0.7962575388,-0.1195369796,-0.1168272884,2.8367469908,1.1022062469,-0.1518100676,-0.1065452471,0.0550774226,1.9672912843,-0.0792917933,-0.1602461254,-0.0388330371,BRCA
GSM480988,-0.1223575131,1.5684895714,-0.0510585851,0.2406342437,-0.0402243621,2.9741156102,-0.0952093873,1.0425981658,0.0858992946,2.6572073699,1.2145387605,-0.1585679801,2.3745053726,1.4660367218,-0.1056502893,0.0074155936,-0.0461108365,2.4778852198,1.0023379406,-0.1163688909,-0.0341733339,2.1030567959,0.6559251074,-0.1136670599,-0.1309487490,1.4424614040,1.7822790258,-0.1931611510,-0.0363523996,0.1881210339,1.5910942107,-0.0942539158,-0.0775864710,-0.1844835399,BRCA
GSM480989,-0.1319290597,0.5213851978,0.0095998632,0.6560733582,0.0301526909,2.9859909217,-0.0005144539,1.2955676043,0.1203052381,2.4031464756,1.0472242758,-0.2227816099,1.5326526310,1.7733178045,-0.1354447571,-0.0290599859,-0.0378440995,2.9022392698,0.3692548704,-0.0676279965,0.0022234869,3.1710336804,0.6630678256,-0.1946766595,-0.0924208666,1.6453829390,1.2709925399,-0.2524973428,-0.0633024936,0.1479941550,1.7300978359,-0.0977247296,-0.0345129753,-0.2680781978,BRCA
GSM480990,-0.1328993880,1.0107811359,-0.0116545651,0.4072394369,-0.0331644249,2.7287946806,-0.0437816894,1.4479907993,0.2688762976,1.6483402512,0.9230995736,-0.1865082860,1.6475055946,1.7035346558,-0.1071262657,-0.0737882286,-0.0618087135,2.4185049138,0.8339975891,-0.1174538767,0.0249579860,3.0830310435,0.5738123786,-0.2434898136,-0.1503340628,2.0607162080,1.1996379613,-0.0809249143,-0.0661942896,0.1857933091,1.7101761604,-0.0738550263,0.0710854187,-0.1529404919,Control
GSM480991,-0.0305267686,1.2108168207,-0.0304352747,0.7030184204,0.0303560519,3.2292598619,-0.0791121414,1.1540018956,0.4185857577,1.8353408797,1.1645184531,-0.1008395714,1.6430448198,1.6775755478,-0.1468512447,0.0504040121,-0.0728586743,2.5110006861,0.8646111682,-0.0690932109,0.0565974636,3.0968045891,0.6190517810,-0.1434804169,-0.0848750929,1.9355212114,1.6022588639,-0.1561417199,-0.0526123513,0.1144852304,1.8667387979,-0.0571918005,0.0117957852,-0.0552499257,Control
GSM480992,-0.1546234407,0.8885529934,-0.0300554221,0.5831117513,0.1087719380,3.0634179909,-0.0514066756,1.4153915515,0.2072365939,1.7424372137,1.4960931240,-0.1738737124,1.8549194104,1.6706130355,-0.1097586988,-0.0950491010,-0.0454203806,2.9159775046,0.6539650171,-0.1226732947,0.0398278041,3.2102820278,0.7232120477,-0.1170005084,-0.0959355834,1.6365764189,0.9822485969,-0.1349615111,-0.1451092663,0.1443828500,1.6294120243,-0.0763448442,-0.0050661030,-0.1093699600,Control
GSM480993,-0.1236262871,1.0787939959,-0.0383233076,0.5736843281,0.0541189527,3.0844080712,-0.0899998086,1.2571051989,0.1275794492,2.1838857161,1.2023147569,-0.1446855561,1.9034907849,1.8064600663,-0.1340181460,-0.0654129733,-0.0997126711,2.6456631024,0.8987807321,-0.0978675294,-0.0535205999,2.5091520845,0.6513340759,-0.1345058078,-0.0709904536,2.0234420187,1.4723144622,-0.1118281528,-0.0774704300,0.0180592308,1.8282772301,-0.0713515956,-0.0626661312,-0.1327597602,Control
GSM480994,-0.0453534199,0.9063076941,-0.0340971452,0.5066931513,-0.0365495385,2.9047623210,-0.0814359669,1.5754114203,0.0804641104,2.2216955425,1.0417403280,-0.1105594486,1.6344191167,1.8607480910,-0.1403112278,-0.0676579935,-0.0769266896,2.6359668309,0.7032979795,-0.0975299121,-0.0532891870,3.2819409965,0.5509668486,-0.1513572994,-0.1599596306,1.7955911943,1.1702904645,-0.1402370949,-0.0879893703,0.2126121285,1.5884408878,-0.1047761109,-0.1225764646,-0.1559760530,Control
GSM480995,-0.1451837347,0.8573060400,-0.0974850038,0.5635902104,0.1633989160,3.2299728129,-0.1105230941,0.8617358757,0.7189642594,1.2322225944,0.7252421269,-0.0982895273,1.5033320008,1.6275521468,-0.2203200628,0.0228556545,-0.0845823554,2.3476729790,0.8048766744,-0.1398484731,-0.0643229775,2.8504542560,0.8668617283,-0.0807509845,-0.0995850591,2.3216128534,1.1411589132,-0.1137341625,-0.0315748324,-0.0149401471,2.1242750957,-0.1039607070,0.6200418671,-0.0971223218,Control
