@relation data

@attribute id string
@attribute 11168 numeric
@attribute 1234 numeric
@attribute 2237 numeric
@attribute 2547 numeric
@attribute 3978 numeric
@attribute 3981 numeric
@attribute 5478 numeric
@attribute 7518 numeric
@attribute 7520 numeric
@attribute 7852 numeric
@attribute 920 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3116099653,-0.1913260527,0.5603754408,-0.2188959957,0.1838241033,0.0762604618,1.6142010918,0.5605648397,1.1888504822,-0.0637808484,-0.1001903431,BRCA
GSM481003,0.2586801342,-0.0719013379,0.8219027189,-0.1006739573,0.3464375852,0.0674245584,1.6335785134,0.0797798507,1.0530832048,1.0023184966,-0.0606260283,BRCA
GSM481004,0.2148397319,-0.0827626836,0.9162611681,-0.0942539018,0.3192347430,0.0042371884,1.5735848994,0.0143409558,1.1592298472,-0.0376341218,-0.0573946973,BRCA
GSM481005,0.4027732381,-0.0834654934,0.7042628014,-0.0984018333,0.1440887718,0.1468009982,1.5503114279,0.6823853039,0.9987530523,0.1893260697,-0.0384553807,BRCA
GSM481006,0.4678436764,-0.1848765851,0.6144349980,-0.0394319622,0.3943760182,0.0996259491,1.5043091501,0.1786385559,1.0422655592,0.1489313872,-0.0865613314,BRCA
GSM481007,0.3418215285,-0.0905834472,0.5070784445,-0.0464757364,0.4042738268,0.0367450828,1.4647826232,-0.0061579109,0.6624637158,0.1119793297,-0.1007549883,BRCA
GSM481008,1.0326711351,-0.1198552358,1.6515556350,-0.1095666950,1.1808935257,0.0617297222,1.1664521774,0.1930736676,1.1409481707,0.1877782039,-0.0427051691,Control
GSM481009,0.5242532487,-0.2137444639,0.4189390297,-0.0507615530,0.0301794068,-0.0043735716,1.0990514844,0.2594067629,0.9886130826,-0.0693295442,-0.0360599128,Control
GSM481010,0.4925640947,-0.1341642191,0.9077929461,-0.1044794360,0.3504717362,0.1635364013,1.5702030094,0.2732983854,1.2154001899,0.2797157550,-0.0627427894,Control
GSM481011,0.2198921643,-0.1146950252,0.9206070718,-0.1660075051,0.2604394792,0.0816820190,1.4195460750,0.0526944715,0.6339743698,-0.0887169300,-0.0819519429,Control
GSM481012,0.7091326458,-0.1343423627,0.8334607651,-0.1306022362,0.3351614690,0.0450320492,1.3607417220,0.2614626775,1.1596822556,-0.0098963628,-0.0447812280,Control
GSM481013,0.6680319390,-0.0633841579,1.7764572204,-0.0190801946,0.9442336262,0.0789536095,0.9624301092,0.1423554682,0.9818654542,0.1111414190,0.0037160139,Control
GSM481014,0.7905852280,-0.0722159858,1.1545235554,-0.0203545610,0.6435724572,0.3549650021,1.3893926758,0.2965024059,1.0684097061,0.7306774374,-0.0034561792,BRCA
GSM481015,0.6990498779,-0.0829292087,0.8590800056,-0.1281342102,0.4647042768,0.0474658651,1.1693976123,0.0292144716,0.8210813672,-0.1223076044,-0.1037307530,BRCA
GSM481016,0.2295658209,-0.1833474853,1.1293687074,-0.1676928523,0.4624357907,0.0390830908,1.3306125317,0.3013221572,1.4235979451,-0.0353475334,-0.0748868703,BRCA
GSM481017,1.0442981758,-0.1430298596,0.9756215271,-0.0408074098,0.3446476715,0.4590830205,1.3169763234,1.6773044187,1.3701800774,-0.0712179018,-0.0304665431,BRCA
GSM481018,0.2815453370,-0.1543851040,0.7437353460,-0.1406547254,0.2972438372,-0.1416005686,1.3790095607,-0.0177217636,1.1104744198,-0.0657813495,-0.0964201895,BRCA
GSM481019,0.4813574958,-0.1176893214,1.0093822572,-0.0308671811,0.5626171267,0.2518987550,1.4689529226,0.3910103029,1.1546965411,0.0430608155,-0.0738169705,BRCA
