@relation data

@attribute id string
@attribute 10022 numeric
@attribute 10563 numeric
@attribute 10663 numeric
@attribute 10681 numeric
@attribute 10692 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11251 numeric
@attribute 11255 numeric
@attribute 1129 numeric
@attribute 113 numeric
@attribute 1132 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 117579 numeric
@attribute 1230 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1235 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1268 numeric
@attribute 1269 numeric
@attribute 134 numeric
@attribute 140 numeric
@attribute 150 numeric
@attribute 151 numeric
@attribute 152 numeric
@attribute 165140 numeric
@attribute 1813 numeric
@attribute 1814 numeric
@attribute 1815 numeric
@attribute 183 numeric
@attribute 186 numeric
@attribute 187 numeric
@attribute 1901 numeric
@attribute 1902 numeric
@attribute 1903 numeric
@attribute 196883 numeric
@attribute 221391 numeric
@attribute 23566 numeric
@attribute 2357 numeric
@attribute 2358 numeric
@attribute 2359 numeric
@attribute 23596 numeric
@attribute 2550 numeric
@attribute 256933 numeric
@attribute 2587 numeric
@attribute 2652 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2779 numeric
@attribute 2780 numeric
@attribute 2781 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2788 numeric
@attribute 2790 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2826 numeric
@attribute 2831 numeric
@attribute 2832 numeric
@attribute 2833 numeric
@attribute 2840 numeric
@attribute 2841 numeric
@attribute 2852 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 301 numeric
@attribute 3350 numeric
@attribute 3351 numeric
@attribute 3352 numeric
@attribute 3354 numeric
@attribute 3355 numeric
@attribute 3361 numeric
@attribute 338442 numeric
@attribute 339403 numeric
@attribute 3576 numeric
@attribute 3577 numeric
@attribute 3579 numeric
@attribute 3627 numeric
@attribute 3827 numeric
@attribute 4283 numeric
@attribute 4543 numeric
@attribute 4544 numeric
@attribute 4852 numeric
@attribute 4886 numeric
@attribute 4887 numeric
@attribute 4889 numeric
@attribute 4985 numeric
@attribute 4986 numeric
@attribute 4987 numeric
@attribute 4988 numeric
@attribute 5030 numeric
@attribute 50865 numeric
@attribute 51083 numeric
@attribute 51289 numeric
@attribute 5173 numeric
@attribute 51764 numeric
@attribute 5179 numeric
@attribute 5196 numeric
@attribute 53637 numeric
@attribute 5368 numeric
@attribute 53829 numeric
@attribute 54331 numeric
@attribute 5443 numeric
@attribute 5473 numeric
@attribute 5539 numeric
@attribute 5540 numeric
@attribute 55811 numeric
@attribute 55970 numeric
@attribute 56477 numeric
@attribute 5697 numeric
@attribute 57007 numeric
@attribute 5733 numeric
@attribute 58191 numeric
@attribute 59340 numeric
@attribute 59345 numeric
@attribute 5956 numeric
@attribute 5995 numeric
@attribute 6010 numeric
@attribute 611 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6352 numeric
@attribute 6360 numeric
@attribute 6363 numeric
@attribute 6364 numeric
@attribute 6366 numeric
@attribute 6368 numeric
@attribute 6370 numeric
@attribute 6372 numeric
@attribute 6373 numeric
@attribute 6374 numeric
@attribute 6387 numeric
@attribute 643 numeric
@attribute 64805 numeric
@attribute 6750 numeric
@attribute 6751 numeric
@attribute 6752 numeric
@attribute 6753 numeric
@attribute 6754 numeric
@attribute 6755 numeric
@attribute 718 numeric
@attribute 719 numeric
@attribute 727 numeric
@attribute 728 numeric
@attribute 7852 numeric
@attribute 846 numeric
@attribute 8484 numeric
@attribute 8698 numeric
@attribute 8811 numeric
@attribute 8843 numeric
@attribute 8862 numeric
@attribute 9170 numeric
@attribute 9290 numeric
@attribute 9294 numeric
@attribute 94235 numeric
@attribute 9568 numeric
@attribute 9934 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,5.485757876,5.938998052,5.751685476,6.888464479,5.405661632,8.2081635635,7.149597572,5.3405893605,4.585033079,12.63069834,6.614529956,10.327292123,5.48205062,5.110416751,5.09578687625,7.377212971,5.110416751,5.645450388,8.748277668,4.678374372,7.038263662,5.277926499,5.006535067,5.0969811815,8.95139510833,6.487080811,4.866921886,7.285543533,5.906055544,6.754822953,7.638430831,9.182165345,6.3034206,5.802224334,5.961629839,5.47828977267,5.55453898867,5.838895843,6.811827823,6.201247285,10.62124171,10.17277787,8.8062482985,8.62122874,10.97207892,5.220728929,6.287348197,8.114030058,5.475077151,7.765851503,7.085198317,6.97630176433,5.873451033,5.300042502,5.0412338635,7.1915641815,11.95442182,8.056110832,6.0910670075,5.952107108,5.539477758,13.02719506,8.698011038,5.893611729,5.692518737,5.516024013,8.440434347,8.735353884,9.885094283,12.98372673,5.028139516,6.38362276,7.084439364,5.006535067,5.949774924,5.673281687,5.085564076,5.561487483,9.459904022,5.936880085,10.85788793,4.572527102,13.93264756,5.144465785,5.011016147,5.821079567,6.576601968,5.485757876,4.927435762,7.599952116,5.014814152,9.6189422155,5.478900032,6.07393334,6.82947262,5.6227922,7.067383603,4.858492381,5.700724934,5.069542407,5.127232159,5.703219255,6.545209279,5.865059701,5.529517425,6.157293291,5.33752469283,5.443947436,11.07439256,6.68951277,5.763286242,6.173532859,5.232287804,7.153301533,4.92268697,6.451380618,5.851756067,6.949331086,9.177283189,6.17142705,5.291135005,4.958159726,5.235163396,4.917445181,10.1038422,9.029612527,4.526932284,12.31320772,6.41951729863,11.53391627,5.83390919,7.4230773135,5.061788345,5.770759606,5.316518,5.561487483,6.499212576,6.38362276,10.4288009025,5.720012484,7.992939929,5.586773185,9.877284565,7.3879150175,5.3759441485,5.6713301575,5.5420617535,5.468633137,12.2081083467,5.700154583,8.180905107,4.936651187,5.635961198,8.897392558,5.657219288,5.443947436,5.386389566,9.984080577,7.81161733,9.118734206,8.537326283,8.430868108,5.2209212,4.5085765075,6.904728314,5.851756067,6.683711696,6.291083766,8.147587971,5.349976695,5.178526673,5.641987591,5.564691589,5.48434512433,Control
GSM427159,5.769779175,5.40668228,6.777489169,7.24025073833,5.769779175,6.3425008425,6.461320332,5.1537397155,5.41126628,13.03258307,5.841225451,10.2384186075,6.322474074,5.19062597,5.331657879,7.013074525,5.101199635,5.65593226,8.080472632,4.539957464,6.869196295,4.9921382705,4.647773112,5.199818081,9.13514715067,6.856802494,5.162301943,5.99820185,5.055511566,7.14358283567,6.5984103955,8.701446067,6.586994086,5.920184986,6.497616856,5.199514029,5.61220604467,7.388278077,5.751685476,5.994699217,10.8503707,9.236576999,8.6789887,8.26375173,10.9073904,5.153101365,5.505264734,6.350767395,5.150113394,7.931344923,6.42959645833,7.18969067,5.585121225,5.1304138225,5.1151968005,6.0573658185,11.95691889,8.621833133,5.978911191,7.124305192,5.442455259,13.00956452,8.720142595,6.113748025,5.195063332,5.853378958,8.487841164,9.217703977,8.481901451,12.07225833,5.682862067,6.120295558,6.633253641,5.250024776,5.091500179,6.006977493,5.980831476,5.59268968,8.62321595067,5.769779175,9.197463138,5.887288406,13.58466312,5.442455259,5.745244896,5.69321599,6.055613918,5.313618859,5.110416751,5.934994833,5.428620839,6.7790147065,5.497142287,5.827572151,7.632470217,5.313618859,6.886736462,5.36458228,5.331285345,5.119990277,4.943700135,5.34066129,6.2468172515,5.617218576,5.52873637,6.07531833325,5.23353476233,4.771900633,10.7357001,5.205755379,5.46091556,5.672079654,5.31868854,6.859631454,4.332418168,6.856802494,5.36458228,6.76785091633,7.381134364,6.1866653115,5.580530872,4.992554604,4.905220009,5.091500179,9.681370693,10.2159687977,5.044843524,11.192948695,5.868355027,12.13138765,5.250024776,8.3643319965,4.569042829,6.043119281,4.435394156,5.779267108,6.134842767,6.706189056,12.30387242,5.902442197,9.35965136,5.911818141,11.19524625,7.0950908795,5.2645647555,5.9215293705,5.464839519,5.2529840945,11.2339328333,5.76339188833,4.795210185,4.632736581,5.603469779,10.2159337,5.553829893,5.291687581,4.670607054,8.261532137,6.702834562,9.091660914,5.779267108,7.282603072,5.201056716,4.92413864,7.206431082,4.998208198,6.49560796233,7.264726713,8.409052632,5.707366897,5.553829893,5.277995204,5.44742319,5.13180042333,BRCA
GSM427160,6.009611007,6.095402957,8.445285067,6.84021840933,5.507645012,7.5711783515,6.767195028,5.1498043935,5.152803256,12.19349773,6.323194968,9.769915947,5.860349081,5.485435883,5.303093715,7.338293201,5.014814152,6.0290173,8.026856932,5.682862067,7.336107336,5.0453984195,5.088959125,5.2580703925,9.26599832833,7.478286534,5.126406353,5.73478497,5.126406353,7.90323930767,7.5446291545,6.998762823,6.306978182,5.657931073,5.970630084,5.418177565,5.24692005867,7.772002946,5.019269629,6.433214548,8.955120332,8.292576009,8.0937599985,9.19148562,9.496554786,5.287421103,7.27775495,7.183985468,5.215486648,7.501680221,7.43111428567,7.45349611167,6.355928609,5.495770894,5.08777539,5.457103785,11.84327345,8.38961104,5.682511268,6.528849161,6.16058305,12.9979954,8.686203838,6.074361597,5.30807618,5.92077637,8.83146649,10.16381668,8.913937397,10.57663577,4.963487128,6.323194968,5.579701547,4.98710623,5.874312082,6.389313513,5.34039425,6.112184699,7.676784981,5.587673458,11.47495072,5.117498954,13.32090986,4.354981714,4.919591852,5.79507289,6.026308336,5.473633714,4.795989381,6.109679848,4.795989381,7.352992936,5.500333013,6.265057667,8.220428059,4.98710623,7.881054484,5.414821571,5.488973851,5.266984428,5.178327476,5.399009764,5.1907696125,6.372086382,5.565377259,6.243738334,5.451595897,5.641120592,11.00211022,5.661572365,5.687068563,6.577621898,5.206732344,6.553095983,4.963487128,6.843076615,4.47893856,6.65996408633,6.36768175,5.8836651175,5.76368461,4.945574052,6.203891817,5.515393331,9.362086899,10.6992283697,5.112503363,8.619878073,5.4646551695,12.79928067,5.575623385,7.196995946,4.628224624,5.805056142,5.186670157,5.84800395,5.748602952,5.942638389,12.58270474,6.042322173,7.549632835,6.25068273,10.58177047,6.6038139265,5.3444590655,5.5815796695,4.8886281725,6.130788297,10.069809966,5.468800153,6.121642945,5.241660263,5.4471519845,9.210598979,5.798187446,5.182504847,4.725757479,9.077998072,7.555530756,9.298968193,6.641875182,8.62440485833,4.933585915,5.292685988,6.765173778,4.828341227,6.38374723333,7.048053932,8.964529406,5.418452458,5.359671604,5.72110688,5.79507289,5.351001513,BRCA
GSM427162,6.198794315,11.15889068,5.934641074,6.610917172,5.475661496,7.0913602235,6.763813641,4.3791875,5.485435883,12.23565236,6.331145921,10.3820872935,5.967866753,4.857746232,5.305196675,7.478529234,4.92244912,5.876032641,8.120096744,5.72042298,6.424087011,5.3080945315,4.509722249,4.8089754805,9.19330061033,7.337267595,4.984374307,5.793122872,5.279481742,8.298761963,7.120008317,8.31440325,7.10544008,5.4051304905,6.217042247,5.033129867,6.009613652,7.575787159,6.201639374,7.033260895,10.69309511,7.531266674,9.275658927,7.016310012,10.39270411,5.1261933805,5.568952692,5.535750687,4.750761579,6.985560555,6.08350458,7.429583837,5.412113573,5.488327449,5.140635991,5.725019338,11.56304622,8.480952861,5.8427422035,7.138991368,5.150368004,13.11510467,9.066695429,5.455665247,5.693773551,5.504788206,8.646667718,10.21758854,6.563810693,9.832676886,5.29683478,6.198794315,6.235732444,5.588723066,6.097511381,6.198794315,5.470383322,5.377480603,8.13825297667,5.383195587,8.221757631,5.402254249,12.85738045,5.611623335,5.574564199,6.519955124,6.097511381,4.910026549,4.984374307,4.916490079,5.198898037,6.039562885,5.446761787,6.563810693,7.309115066,5.494744603,7.168674938,4.790526167,5.171138007,5.72042298,5.734852697,5.229406468,5.777347269,5.767662245,5.767662245,5.904320533,5.42444445367,5.480516577,11.62934992,5.011910695,5.73024,6.060593939,4.790526167,5.660003917,5.229406468,7.152338403,5.114378737,6.76059158667,4.851263383,5.826429837,5.273526379,5.123512303,5.725748823,5.224205518,7.986995525,10.3783245747,5.182703468,8.568776474,5.79786690863,12.55486108,5.814301269,6.7231615275,5.193979903,5.9960450585,5.254944744,5.960298117,5.818781073,6.221350881,11.83266708,5.114378737,7.629850413,5.99820185,7.721818861,6.49172262,5.384272051,5.250837277,5.108455744,5.7542537105,9.472194406,5.699223581,5.470383322,4.766080198,5.5530188265,10.56955686,5.72042298,5.387682411,5.291135005,7.478529234,7.42067845,9.796177999,6.381331506,7.01915103033,5.238988625,5.1298724005,6.931745467,5.689726348,6.530001703,6.74534197,9.599160216,5.956702124,5.931571523,5.842043069,5.584068992,4.773307616,Control
GSM427163,4.972360944,5.559347452,7.710291801,6.84786461333,4.940179966,7.084991265,6.854560258,5.3273354445,5.252865266,12.7347446,5.680472929,9.671974648,6.23103453,5.100779273,5.28838622575,7.297193996,5.025484272,5.824138541,8.28785217,5.623084953,6.38884014,4.8113357555,4.537176254,5.122460336,9.219887067,6.940170054,4.665926218,6.072915722,5.384232247,7.94552218733,6.3891175185,8.040674833,6.323240012,5.352728787,5.866173125,5.15800521967,5.61279050533,7.038208781,6.17712611,6.15977612,9.290272981,8.580617665,8.244390415,7.044834306,9.358629843,5.4040156405,5.761957556,6.592162207,5.058239688,7.309888128,6.954355393,7.081929129,6.05474607,5.0590286255,4.9808205395,6.8901006515,12.12850358,7.944479462,6.1813963545,6.147515948,5.213747029,12.87743566,8.97289446,5.954086504,5.349976695,5.228252321,9.506942805,9.669660678,9.337042659,11.68740205,5.536217098,6.63172683,6.930119699,5.092134744,5.802329755,6.209020126,5.210049084,5.947964885,7.86765486967,5.391468086,10.34320824,5.312711681,13.29267684,5.006422862,5.041999937,5.976026323,6.798475446,4.880699299,5.412113573,6.712427693,5.636197729,6.0044384665,5.412113573,5.812377086,7.736623688,4.968564562,6.153507065,4.927672792,5.976026323,4.906423146,5.336650487,4.948613986,5.526687397,5.631258011,5.641409649,6.1586897405,5.28590037233,5.533572107,10.9243451,5.346612346,5.406342144,5.671725924,4.850263431,6.316965376,4.238982945,7.075696072,6.00360856,6.735410801,7.573687183,6.1219312495,5.653784658,5.301780818,4.988243006,6.212477538,9.546605663,11.0828536327,5.455665247,9.917359322,5.89492563012,12.07288802,5.119575355,9.010303599,5.530141964,5.8771922655,4.915773338,5.361953639,6.158211409,5.305251227,12.41216051,5.591119307,8.370710425,5.956005089,9.401834759,6.3428417625,5.5165824965,5.4151122385,5.7794984105,5.6078166855,11.299237984,5.55647897367,6.750007239,4.953045476,5.6206077125,9.391609387,5.75155159,4.980952113,5.527485802,10.22558136,7.307818121,8.630058784,6.186714102,8.171365118,5.349976695,5.386766205,6.79555633,5.515235617,6.19651470233,5.894824582,8.529822044,5.603041174,6.121746538,5.615159695,5.412113573,5.40131155967,BRCA
GSM427164,6.118012493,5.668112917,6.896366086,6.695170111,5.761558711,6.50402659,6.543500233,5.0027842675,5.630093262,12.65857307,6.872247394,9.753034207,5.722063796,4.997982479,5.185918631,7.806535324,4.887295262,6.352798794,8.529822044,5.447257868,7.50811391,5.5170376185,5.712053188,5.7395753315,8.81232758433,6.627537988,4.887295262,6.415746521,5.070616072,7.99430225867,6.750122315,8.290457955,6.017538501,5.875564499,5.915766617,5.240621932,5.42853867233,6.297425876,6.18041208,6.188742749,9.935047568,9.902729762,8.739316478,8.623882518,10.16002932,4.901555256,5.424175738,7.626933929,5.309775381,8.705564246,7.80384200367,7.24659062433,5.163308771,5.106414061,5.3274956865,6.5536864175,11.63993091,8.556449653,5.9861867665,6.381893849,4.181466234,12.98372673,8.838889641,6.143337929,6.086619917,5.268482349,8.217135121,9.433805075,9.258413586,11.15310882,5.717272857,6.186714102,6.167925508,5.313256056,5.424175738,6.050290137,5.214330049,5.123098393,8.51363329333,5.673988298,10.68629503,5.520745364,14.3269231,4.872596397,5.098043929,5.853877943,6.40676252,5.032554093,5.527329405,6.891847863,5.377480603,8.452055235,5.563776856,6.379383241,7.593057023,4.846131289,7.470132382,5.579852369,5.30998672,4.769786816,5.101619875,5.773212576,5.9936270115,5.417777635,5.450725666,5.93779074575,4.97932348467,5.928140071,10.10317669,6.600325977,5.006983802,6.073612065,5.178725843,6.494740104,4.590130156,6.2181085,5.37052286,6.38280986533,8.547261958,5.74631893,5.287261033,5.612213331,5.249266367,5.294814856,11.06412655,10.2075019563,4.801690636,12.447738455,6.06834753163,12.73729283,5.14017664,7.9243325035,4.963718308,5.7396072805,4.596397442,4.976605648,6.540868574,6.359842333,10.266671617,6.100931012,7.302961295,6.068676855,10.68107171,6.476366185,5.514124,5.593092373,5.77058828,5.460037958,11.5640730823,5.280536525,7.258898404,5.331285345,5.549448818,8.118475397,5.660645761,4.692947918,5.14017664,10.27605783,7.565047083,8.584211958,8.371843197,8.540582058,5.505423541,5.02708314,6.355928609,5.186075849,6.267185609,7.236973576,8.347622614,5.51191964,5.75429377,5.093825554,4.555946662,5.54980120967,BRCA
GSM427165,5.46859248,10.76123148,6.12820639,7.252915346,5.032113243,6.201503818,6.456482249,5.5019606425,5.301415026,13.34505663,5.057462456,9.1297731835,6.292326809,4.93712219,5.1843836725,7.967285529,5.273339877,5.779661087,8.167494826,4.256532962,6.89688069,5.4071971105,5.109790179,5.269756538,9.51664427767,8.647099619,5.14487361,5.843614112,5.292976103,7.753239034,7.368493779,6.545663883,6.013356873,5.335488925,6.488889022,5.38081550367,5.266604817,6.86505622,4.987447357,7.001326908,9.6849244,6.888624921,11.615720095,8.018076529,9.341019005,5.5558326475,5.771893004,6.475900081,5.287947517,6.288871263,6.76112829067,7.86330735667,5.333433796,5.413688598,5.4817348725,5.366277458,11.48011881,8.162543804,6.4506964585,5.528580108,5.981059894,12.64120964,7.985772397,5.821334729,5.86196234,5.66903474,8.678425073,9.675551824,6.875906358,10.10831572,5.442621133,7.026996771,6.731933742,4.726030068,6.042759915,5.984140004,4.987447357,5.36650691,7.592898066,5.499615714,8.66980731,5.192698437,12.55220564,5.178725843,4.77796061,6.405103693,7.096059205,4.508458671,4.759703782,5.346080415,5.430796457,6.8963072275,5.610811697,5.323740468,6.750811228,4.846005888,6.324635677,5.169134558,5.843614112,5.71384099,4.541660082,5.178725843,5.541394308,5.650629048,5.602595877,6.23794021775,5.26675186,6.067010094,10.83188538,5.66903474,5.105815554,5.907137786,4.959319531,12.34365079,5.536217098,7.120655524,6.341012262,6.593975946,6.049582442,5.964404679,5.499615714,5.697670451,5.451550105,6.381677589,9.132211242,9.99966447367,5.572140279,8.4799769185,5.4667402195,12.57347448,5.464677455,8.7523926965,5.192698437,6.4958982935,5.119575355,5.540408023,6.572704489,6.869350546,11.861831105,5.717889727,8.762034093,5.955365844,11.21903252,6.5842866475,5.690799863,7.2379646205,5.1942442415,4.990867529,10.0317075027,6.119052498,4.73770262,5.761026747,5.423904329,10.70365297,5.747596356,4.342031665,5.14487361,5.442621133,7.486435083,9.778964625,5.751283781,7.443708709,5.238033268,5.2749967015,6.152898934,5.229406468,6.142653316,7.617983703,9.195003719,5.942169184,6.023372494,5.486079796,5.38008113,5.25212184,BRCA
GSM427166,5.648185886,6.140988854,7.89987216,6.439102376,4.693784032,7.6188571805,7.109938036,4.9622592585,5.712741067,12.39966386,6.091811548,9.643814388,5.418368122,4.642441245,5.1712950315,7.667823176,4.749817907,5.862458365,8.80888466,4.531282674,6.909896458,5.119030805,4.525994391,5.094001894,8.976297996,6.420007038,5.238893118,6.450638557,4.862217354,7.024211256,7.3537704835,8.824028821,5.923036985,5.4765994725,6.126245653,5.09895868433,5.34585072967,5.953446408,6.154317508,6.396952035,9.497054006,9.742848819,9.14786961,9.166370949,9.812386363,5.208810676,6.218786615,7.682943904,5.30051881,7.997519822,8.03157021633,7.257280506,5.6227922,5.6490481665,5.146924194,6.2928801065,11.95442182,8.2669635,6.0383772225,5.190033289,5.212093857,12.98945487,8.510330132,6.338875075,5.380600673,5.967463325,9.414337005,8.751335778,10.49178825,12.76004735,5.865554662,6.403016818,7.337758193,4.96879493,5.460424154,5.651777341,5.130324729,5.520745364,7.867718625,5.632130956,10.33465909,6.17827207,13.47298527,4.77796061,4.908346081,5.655646098,6.631035599,5.777032522,5.392842236,6.147312423,5.42266296,7.9782570685,5.5893225,6.154317508,8.244793279,5.110625549,7.512861176,5.069327579,5.719191142,4.823508981,5.672008915,5.659219053,5.7932207975,6.180461809,5.914092825,6.01421403325,5.52115353117,5.388371455,11.2607492,6.094030827,5.364932404,5.571078532,5.229406468,10.66108355,5.256643908,6.425094711,5.290029217,6.97498459767,8.11035427,5.404807758,5.405321256,5.987895674,4.738243253,6.222848625,10.18190731,9.802281002,5.224977213,12.539432435,6.08510841613,12.01615373,5.574866903,7.0132000305,5.540872931,6.011478627,4.947679304,5.247463545,6.686679539,6.483538193,11.332869705,5.443615974,9.319006569,5.896460318,11.81855633,9.0073557595,5.575361558,6.6507042045,5.788802181,6.029636864,12.3700895033,5.79994405933,8.117774412,5.305616048,6.072150628,7.778440428,6.208971371,4.626327643,5.256643908,10.32139858,8.033341951,8.838747853,7.948704685,9.188979403,5.110625549,4.888242435,6.661782105,5.281894103,6.29091567867,6.338875075,8.083161667,5.862458365,5.873574072,5.42266296,5.6227922,5.69901373367,Control
GSM427167,6.182052262,12.43390104,6.308617188,6.907508702,5.40668228,8.092918242,6.816347305,5.353279275,5.432718311,12.05932765,6.099511534,9.557649091,6.08007734,5.341462114,5.266466504,7.357466507,4.772164642,5.813403636,8.17986074,5.572973961,6.794516997,5.463043392,5.572973961,5.5815958645,9.02742846567,6.849314783,4.431796925,6.459846026,5.077041333,8.03729730867,7.034123714,7.822253937,6.645158085,5.7251272775,6.111454567,5.61557416233,5.56573532467,5.747394952,5.844493149,6.682085592,9.735031788,8.203569621,8.4141415725,8.34613819,9.898586698,5.3410626845,6.526542763,6.470907435,4.999212871,7.882063906,7.542747719,7.14588717567,5.971262603,5.3100344835,5.46419859,6.2675959045,11.46383867,8.546914832,6.1629603705,5.927666126,5.570167841,12.96993872,9.04011237,6.092128797,5.789736585,5.496742949,8.843419494,9.919504381,9.495266002,11.3442156,5.659076304,5.886008211,6.599024363,5.545359333,5.688817657,6.363088376,5.126612849,5.321757891,7.620670083,6.312388929,11.55023948,5.735529792,13.2433667,5.329851264,4.283319532,6.29655434,6.445433415,4.879597034,5.011910695,5.227097249,5.604153814,8.04737784,5.988179797,5.81109287,8.20808938,5.057570761,7.326746587,5.011910695,5.688817657,5.316518,4.183517886,5.572973961,5.9212009395,5.915706872,5.447753778,6.01642506225,5.27747319783,5.980431658,10.94530503,5.46083367,5.411944154,5.247558487,5.411944154,10.21937762,4.827579315,6.129288813,5.565758045,7.24687513033,6.738839176,6.2184456665,4.912184278,5.201056716,4.95444207,5.287261033,9.085353696,10.9302854327,5.004514032,9.503910354,5.71725231162,12.5173582,5.203995173,7.2793614545,5.479627701,5.938502863,5.117810604,5.601259162,6.006528756,6.247648082,11.24078509,5.991301456,8.280493715,6.237310957,9.542248919,6.1472389755,5.477513767,6.3527241245,5.023400216,7.066301259,11.2101182433,5.76243723867,6.293246892,4.720021333,5.6430998835,8.290457955,5.514288973,5.290029217,4.36214508,9.687682355,7.325532861,8.902421187,5.821079567,8.49157371467,5.201056716,5.374519768,6.570353347,4.732013908,6.38554450967,7.434964105,9.169775417,4.994139844,5.194570965,5.104977394,5.648042042,5.152014549,BRCA
GSM427169,5.434637608,5.994586087,6.458452241,6.995387545,4.384657885,7.599297253,7.016310012,4.5794531155,5.641120592,11.61491238,6.072647808,10.0619138165,5.66903474,5.215689515,5.0639429545,7.247645413,4.656520763,5.659004925,8.633940747,5.328236218,6.684401928,4.698795676,5.320314304,5.494948245,9.26747689967,7.133042325,4.579318777,5.86561652,5.052797613,7.30506867533,6.666365929,8.76269025,6.429578829,5.577341862,6.060593939,5.12202186933,5.53094632033,6.257911667,6.779329085,6.438214347,10.21894494,7.744348023,8.2748452015,9.160905775,9.608828239,5.26197334,5.880692411,6.444771098,5.0372040865,6.917524621,6.30573154233,7.29403277533,6.399090431,5.28571248,4.990994964,6.489380715,11.67867508,8.628081972,6.0702674705,5.797150007,5.582714993,13.02126635,8.934008606,6.563963185,6.135253322,5.619861398,8.872952717,9.681765982,8.717951507,11.6604752,4.958159726,6.083910741,6.879464168,4.972820434,5.488652576,6.189237109,5.574866903,5.450890591,8.67613254667,4.554721148,6.503909694,5.878241777,13.41920247,5.275576309,4.842490216,6.023594275,7.019315853,5.300134022,5.320314304,6.718091438,5.263232809,5.9031564735,5.550755441,6.541372056,7.282164373,4.753833848,6.936906211,4.827579315,5.689586587,5.048771569,5.655216748,6.262194115,6.0950907405,5.703911357,6.336020558,6.364685336,5.16983089517,5.267920811,11.66763062,5.78136709,5.384059522,5.637647374,4.607083101,6.360105798,4.977407298,6.659179352,5.531078267,6.60644350533,7.211063618,5.8213620425,5.622938584,4.421060285,4.883390185,5.312893162,8.350852048,9.995974675,5.372961888,10.0018777655,6.16399571312,11.75448264,5.391983545,7.9356885615,5.279296008,5.805134734,5.087262599,5.163308771,6.147312423,7.109833592,11.69471429,5.372961888,8.045051277,5.994586087,8.792953849,6.571428803,4.996340358,5.138887413,5.638874334,5.3553770195,10.3747071333,5.221416988,6.730983353,4.765549899,5.570938421,9.943115915,5.538702079,5.215689515,5.149555339,7.986440979,7.27123219,9.801199537,6.29866347,7.70676359567,5.328236218,5.079241037,7.069533346,5.589921684,6.65549161167,6.304287999,9.085698921,5.534506187,5.634020526,5.034976365,5.388199225,4.886445581,BRCA
