@relation data

@attribute id string
@attribute 1511 numeric
@attribute 1991 numeric
@attribute 2213 numeric
@attribute 255626 numeric
@attribute 286436 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 3012 numeric
@attribute 3014 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3021 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3458 numeric
@attribute 3586 numeric
@attribute 55506 numeric
@attribute 55766 numeric
@attribute 6628 numeric
@attribute 6632 numeric
@attribute 6634 numeric
@attribute 6737 numeric
@attribute 6738 numeric
@attribute 712 numeric
@attribute 7124 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute 717 numeric
@attribute 718 numeric
@attribute 727 numeric
@attribute 729 numeric
@attribute 730 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 81 numeric
@attribute 8290 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8332 numeric
@attribute 8335 numeric
@attribute 8336 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8342 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8350 numeric
@attribute 8351 numeric
@attribute 8352 numeric
@attribute 8353 numeric
@attribute 8354 numeric
@attribute 8356 numeric
@attribute 8357 numeric
@attribute 8358 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8369 numeric
@attribute 85236 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 8968 numeric
@attribute 8969 numeric
@attribute 92815 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 94239 numeric
@attribute 9555 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1027957866,-0.2101639615,-0.0699640611,-0.2307704794,-0.2421128507,0.0317033734,-0.0107358682,0.0161974231,0.1610933525,0.1641149604,-0.1465363897,1.4670737498,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,-0.1280158754,-0.2486633961,0.1820866606,0.5104446947,1.4249695241,0.7477365098,1.6357283543,0.6984297821,0.4121984952,-0.0989793460,-0.1203307158,-0.1360977886,0.0233612703,1.5942692161,0.9417632793,0.0075949236,0.7355849647,0.2206503238,-0.0316571054,0.0543389736,-0.0982164078,-0.0094479186,-0.1610758412,-0.2398920687,0.6204384394,-0.2883217519,0.0246268740,-0.2231709503,-0.1136688570,0.3553737544,-0.0146386689,-0.1933629857,0.0283408618,-0.1696444741,-0.3652576960,1.2139868569,-0.2249349361,-0.0900344334,0.1060887620,-0.0618866741,-0.2208595851,-0.1380182276,0.0958017708,-0.1975113284,-0.3035109130,-0.0605594584,1.5740822702,-0.1526665466,-0.1589899574,-0.1141332120,-0.2000964821,-0.3163136052,1.8797369344,3.1035592704,-0.1123077593,-0.1734718121,-0.1430830629,0.1393051254,0.1870669718,-0.1893430850,-0.1083238205,-0.1248357775,0.6993406216,0.8976509036,-0.0944000360,-0.1889940840,BRCA
GSM481003,-0.0200218355,-0.1594021926,0.0044546400,-0.0995545020,-0.1224374761,-0.0741480512,-0.0093582275,0.1060883546,0.2552056475,0.3800293926,-0.0865739334,1.3191383173,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,-0.1236682045,-0.1257941105,0.2029580898,0.3275755508,1.8410320433,0.6477860498,1.4400275008,1.3969213036,0.1876068471,-0.0371813529,0.3678463830,-0.1429027843,-0.1128650076,1.0156821228,0.4289885856,0.1004722840,1.6460385932,0.0519670447,-0.0483439761,-0.0039802469,-0.0294029896,0.0220542894,-0.0326806614,-0.1132884906,0.2403456947,-0.1629147231,-0.0312141031,-0.1838299978,-0.0851744469,0.4378308625,0.0225099574,0.0066938657,0.0880178340,-0.1174313779,-0.2337862771,1.3998303744,-0.1828321580,-0.0107319553,0.7297547193,-0.0280412129,-0.0410411006,-0.2247661824,0.0258158691,-0.1275560706,-0.2576035486,-0.0278712263,1.6243316433,-0.0959158234,-0.1302471095,-0.1558812091,-0.1244455211,-0.2755764741,2.1059510026,3.0309254428,-0.0698178071,-0.1936960090,-0.1522909300,0.1975459076,0.5754779661,-0.1096670431,-0.0904036750,-0.1233471200,0.5847337653,0.8829951814,0.1128028248,-0.1467106119,BRCA
GSM481004,-0.0992154745,-0.1620551418,-0.1226504015,-0.1493906880,-0.2292963875,-0.0512530341,-0.0007544410,-0.0567840724,0.2807794132,0.1060022848,-0.1186170864,1.1525689773,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,-0.1066800437,-0.1977293875,0.3121999023,0.2785848193,1.6445798316,0.6322424772,1.1911578935,1.0997277430,0.2901538318,-0.1108125282,-0.0368083989,-0.0814708638,-0.0583282519,1.4902625348,0.8113424554,0.1284198061,1.7324149248,0.0802196252,-0.0661081743,0.0675518612,-0.0807708470,0.0114771891,-0.0679523770,-0.1685048441,0.3593561060,-0.1464874678,-0.0687609014,-0.2004013009,-0.0446451802,0.2733621369,-0.0217112114,-0.1230831062,0.0545795500,-0.1325402866,-0.2542063772,1.3872924977,-0.2065434763,-0.0679047439,0.1164287657,-0.0609750200,-0.1358614054,-0.1183370941,0.2666114681,-0.1806270615,-0.2849950774,0.0467720223,0.8057858777,-0.0718189793,-0.1819955058,-0.0097307051,-0.1943284474,-0.1792364010,1.6748200314,2.9765772323,-0.0699493475,-0.1124212400,-0.1949390031,0.0167981399,0.3592995098,-0.1200933228,-0.1074905293,-0.1491042694,0.7059475730,0.7964600767,0.0367485628,-0.0823195486,BRCA
GSM481005,-0.0642883210,-0.1347471266,-0.0291266756,-0.2388415747,-0.1943502446,-0.0803474883,-0.0320623397,0.5098942637,0.1837042271,0.8598089687,-0.1574911864,1.3080456899,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,-0.1683066803,-0.2033722807,0.0920430444,0.6745999799,1.5575039534,0.8175539884,1.3968506085,0.8578759118,0.6588626737,-0.0554622218,-0.1027448054,-0.1383994270,-0.0621204238,1.0606660578,0.7501620996,0.0637978898,0.5123881329,0.1132721341,-0.0577726082,-0.0357100159,-0.1121824553,-0.0590055577,-0.0516821090,-0.0553203123,0.2900286220,-0.2023585554,-0.0251017783,-0.1373093608,-0.1098233022,0.4687455306,-0.0491748373,0.0275919427,0.0008259980,-0.0423239601,-0.0883759458,1.6937473351,-0.1890569492,0.1236314014,0.1895790119,-0.0318946082,-0.2182391343,-0.1373041902,0.3295036434,-0.1907114611,-0.2050848268,0.0098621138,1.3663021177,-0.0968339028,-0.1529178334,0.0491482120,-0.2236741393,-0.2010007316,2.6436467850,2.9770357410,-0.0723469267,-0.0312545513,-0.1893335479,0.4334429633,0.4129381210,-0.1127792553,-0.1229680405,-0.1358126570,0.9693247651,0.8840122112,0.0770583563,-0.1864941843,BRCA
GSM481006,-0.0758794380,-0.1876569987,-0.0567736244,-0.1899430801,-0.1621647794,-0.0373069271,-0.0297564328,0.0374262492,0.1324662248,0.1485142182,-0.1319707186,1.4519375870,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,-0.2032751216,-0.1049547011,0.2517829709,0.6743746319,1.6669234188,0.8318544293,1.6742897382,1.2521325283,0.6880703880,-0.1095530791,-0.0591356744,-0.1477345804,-0.0351368830,1.5260582236,0.9559017735,0.2449682452,0.9481664005,0.0384150393,-0.0897615058,0.1827919615,-0.0683669964,-0.1299533620,-0.1136782347,-0.0892744577,0.4171033552,-0.2295274903,-0.0123332784,-0.1750250149,-0.0790992014,0.4758446575,0.0073079189,-0.1567926859,0.0330605503,-0.1689499374,-0.2111806627,1.1179114779,-0.2140485990,-0.0590841624,0.4279246480,-0.0791663056,0.0559406387,-0.1929914556,-0.0312277725,-0.1377965383,-0.2262882682,-0.0442795262,1.6556351582,-0.1406572771,-0.1752222799,-0.0644982730,-0.1070164733,-0.2399380336,1.9187723229,2.9921479324,-0.0484193605,-0.0279526840,-0.1708170636,-0.0364216577,0.5072889421,-0.1203887555,-0.1057008965,-0.1329987930,0.8250140300,0.8782050919,0.1071480134,-0.1412679263,BRCA
GSM481007,-0.1121185161,-0.1163513045,-0.0662077655,-0.2155398693,-0.1614617406,-0.0217085710,0.0342799643,0.3381176968,0.3203903169,0.7867859878,-0.0931832868,1.3635159487,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,-0.1352403009,-0.1695612810,0.2855314953,0.5392801058,1.7841569482,0.4721966593,1.1335043463,1.0979701018,0.3846979164,-0.0479881281,0.1398046748,-0.0970773859,0.0026085648,1.6000863114,0.8462615836,0.5646379458,1.3011941914,-0.1005217177,-0.0678757876,0.1838832336,-0.0893463434,-0.0476985401,0.0006906012,-0.1420604883,0.2029048486,-0.1198330090,-0.0119972509,-0.1371635652,-0.0356453952,0.5568984786,0.2084782141,-0.0253265162,0.2829982446,-0.1586111263,-0.1898245050,1.6784483790,-0.1924743533,0.1482280126,0.5127251381,-0.0651639275,0.0093211779,-0.1077840533,0.2391856851,-0.0964718033,-0.1732055302,0.0073161687,3.5371868410,-0.1541859770,-0.1491327826,-0.1350550213,-0.1067611652,-0.1372391785,2.3134363549,2.7754765402,-0.0557559649,-0.0461757071,-0.1582691839,0.4331892277,1.1986499988,-0.0767766709,-0.1090042344,-0.1440745181,0.7366567160,0.7910887901,0.0036272553,-0.0966813660,BRCA
GSM481008,-0.1888690405,-0.1390867772,-0.0606938041,-0.2181834099,-0.1385473571,-0.0586353774,-0.0189730318,0.9154669443,0.5998969950,0.5481134802,-0.1226839960,1.6990315356,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,-0.2036045082,-0.1578689768,0.1841367089,0.4208176649,2.4843944314,0.8563787664,1.4608064335,0.8296999137,0.4477094758,-0.1437051381,-0.0821399172,-0.1406099637,0.0183143989,1.1871084158,0.4199250252,0.0427627876,1.0562807394,0.2468214429,-0.0778393463,0.0549570068,-0.0987033349,-0.0136270150,-0.0261407105,-0.1014287414,0.2152396904,-0.0518569251,-0.0463387257,-0.2925999047,-0.0877377491,0.6013625317,0.3202332353,0.0615768482,-0.0549650899,0.5062690814,-0.2672248097,0.7660754363,-0.1705716939,0.2606088831,2.0106416814,-0.1168371566,0.1099055433,-0.1440167881,0.0663414250,0.1774500481,-0.2665644768,-0.0232069384,3.2372105320,-0.1612560281,-0.1783834669,-0.0342474212,-0.1577995002,-0.2723224832,1.8969181947,2.2804966147,-0.0783606052,-0.1216230774,-0.1415819415,0.3521459281,1.2394077630,-0.1233326021,-0.1172582052,-0.1213212513,1.3851829419,0.9816561434,0.0942950695,-0.0981632424,Control
GSM481009,-0.2802521765,-0.3459550104,0.0736083997,-0.3605719090,-0.2293951751,0.0420216801,-0.0168746994,-0.2063659208,0.0127141514,-0.0182595884,-0.3125638199,1.1693859621,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,-0.2011497214,-0.2203453198,0.0515030192,0.3083555861,1.2323383614,0.6121281988,1.1620401045,0.7166041907,0.4555793222,-0.1552172712,-0.1245508698,-0.1205459856,-0.0480901508,1.5579085880,1.0337664189,0.1371996227,0.6725121166,0.2447938071,-0.0665676064,0.0638915498,-0.1607266552,-0.0821130227,-0.0717951190,-0.1815179397,0.1056522256,-0.4019638059,-0.1218318971,-0.2860416448,-0.1655639636,0.4800772078,0.0732117959,-0.1776974978,-0.3794409115,-0.3661115458,-0.3500940370,1.1533044229,-0.3368172988,-0.1753970687,0.1066484596,-0.0002095656,-0.3168277787,-0.2542872404,0.0468170099,-0.1851272884,-0.3894729002,-0.1331882514,1.1788357370,-0.1309013175,-0.2907145265,-0.3132265951,-0.2717883184,-0.3106604789,1.4264991454,2.4714063083,-0.2188257759,-0.1782847419,-0.3113939174,0.1931396256,0.2589569978,-0.1733742767,-0.1072094006,-0.1481053627,0.9664747468,0.7943863809,-0.0703402315,-0.2133116647,Control
GSM481010,-0.1062122989,-0.1271661999,-0.0738389365,-0.1332026081,-0.0691363836,-0.0592187406,-0.0600506980,0.4404737436,0.2414819994,0.7670232224,-0.1308241707,1.4456052911,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,-0.1147065031,-0.1438307749,0.2490624174,0.3628200819,1.7584556564,1.1020925517,1.7220230823,1.1233917574,0.7174321752,-0.0223536321,-0.0689478631,-0.0678413932,-0.1093509761,1.6248332858,0.9075434480,0.1315475052,1.1145762462,0.2075690609,-0.0432688666,0.0024785350,-0.0479057486,0.0375403180,-0.1021153090,-0.1134602569,0.4105417741,-0.1544001739,-0.0623482694,-0.1207127860,-0.0950493408,0.3806031615,0.0051235970,-0.1318908181,0.0888760539,-0.0678927478,-0.0797106948,0.9594205917,-0.1019218472,0.0077437187,0.7576561866,-0.0604148237,0.0364879742,-0.1815124412,0.3065140411,-0.0934153136,-0.2800677597,-0.0797623627,1.5952028683,-0.1371558101,-0.0971923609,-0.0573654344,-0.1552023621,-0.1743875876,2.2064512969,2.6965886255,-0.0216113908,0.0050617743,-0.1034342253,0.0799970157,0.3207200051,-0.0924790782,-0.0838255351,-0.0909093499,0.8025453047,0.8716282922,0.0569735571,-0.1327051670,Control
GSM481011,-0.1168079233,-0.2392808238,-0.0326026935,-0.2826960003,-0.1942930566,0.0037944356,-0.0030932098,0.5273724443,0.2785895259,0.4830070840,-0.1665100569,1.1239693074,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,-0.0782974666,-0.1425343341,0.3636289896,0.8709924460,1.9340515510,0.5332055638,1.3898924317,1.1272147531,0.3074582571,-0.0626981794,-0.0423061008,-0.1235076798,-0.0040261240,1.1064426047,0.4898777892,0.0214480194,0.4931039812,-0.1352648936,-0.0384308788,0.0282514988,-0.0435392537,-0.0534243657,-0.0791592961,-0.1346279692,0.2505190243,-0.2124428511,0.0477887409,-0.2196771970,0.0815442887,0.6019238684,-0.0448149097,0.0594459338,0.0082199266,-0.1424696199,-0.2306545576,2.8112588989,-0.2467886429,0.2112928938,0.5941136267,-0.0609560736,-0.2141863677,-0.0914730104,0.4443862954,-0.2146754287,-0.2618425191,0.0937771787,2.6116771400,-0.0959255094,-0.1878992559,-0.1128439829,-0.2375404804,-0.2468627224,2.9778335094,3.2065094609,-0.0625966244,-0.1695629554,-0.2174393460,1.1300256179,0.6044839509,-0.0911662719,-0.0831878588,-0.1059971412,0.2867017142,0.7328724039,0.0428327815,-0.0771297612,Control
