@relation data

@attribute id string
@attribute 1432 numeric
@attribute 2002 numeric
@attribute 23236 numeric
@attribute 2357 numeric
@attribute 2769 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 3265 numeric
@attribute 4214 numeric
@attribute 4688 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5058 numeric
@attribute 5288 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 57172 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8536 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6466643338,0.2797568681,0.4097788456,-0.0920382971,0.6687801071,0.7260348580,-0.1126273656,1.0380567778,0.8951084466,-0.1413551717,0.0055666104,-0.0056924950,0.2362634120,-0.1319732433,0.4754300158,0.8049394469,0.3334267199,0.3093014630,1.1392389064,1.3485143633,0.9049248654,0.5276523813,0.4586358647,0.0778244350,2.0539485763,-0.0495949284,-0.0946981021,2.7923812542,0.6409841057,0.8525465690,1.5891594400,0.9537983259,2.1997757852,0.1084740903,BRCA
GSM480985,0.5214375071,0.3031341848,0.7330552477,-0.0678983514,0.5145152025,0.6644044377,-0.1372473919,0.5481084954,1.0636305118,-0.1017562050,0.1157292342,-0.0120978476,0.2200896420,0.0605528395,0.4509238059,0.9412159958,0.5376056928,0.1490147555,1.0624773818,1.2292638585,0.8493034308,0.4521202200,0.5649788797,0.0538346215,1.6670765338,0.0406736651,-0.1099366091,2.9129755730,0.6127393824,0.8536376064,1.2845784730,0.9828057632,1.9199515841,0.0502871593,BRCA
GSM480986,0.5058162958,0.3711583552,0.5153439700,-0.0867849002,0.7615300009,0.6901387549,-0.0677840849,0.9493732134,0.7935199528,-0.1179295726,0.1041315888,-0.0235567874,0.2269383226,-0.0942651554,0.3572855135,0.9283377825,0.5214103467,0.0452483481,1.1325124873,1.4755984701,0.6729391185,0.5276161861,0.5706250406,0.0844743560,2.3174076223,-0.0793845745,-0.0942361577,3.0052631994,0.4839221177,0.9353946786,1.6418533209,0.7694473286,2.1900971755,0.0236114874,BRCA
GSM480987,0.6135009341,0.3778557302,0.1668422063,0.1013364425,-0.1050357214,0.7412058433,-0.0742860082,0.6616964770,0.5396577952,-0.1818861859,0.0008660925,-0.0675424514,0.0944943196,0.0560522313,0.2389650019,1.1037804131,0.4951465396,-0.0807607361,0.7104099762,1.6084967972,0.9346764925,0.4570317386,0.5260457562,0.0511663564,1.9121642141,-0.0082405777,-0.1012048819,3.1002503070,0.3882937707,0.8780260834,1.3375803794,0.6854064385,1.7749855086,0.1616492030,BRCA
GSM480988,0.4483090917,0.1301916772,0.4406262552,-0.0681886704,0.6342148269,0.5931581249,-0.1394877574,0.4589619954,0.7586201133,-0.1281442985,0.0363874173,-0.0324344316,0.1802544055,-0.0826837866,0.2502003758,0.7093335530,0.4710813121,0.2389379609,1.0280710610,1.3750535183,0.7414630045,0.4923907940,0.4829891018,-0.0383270433,1.3670162843,-0.0020592896,-0.0944439151,3.0203843170,0.4704262694,0.6707278885,1.4518957679,0.8568994044,2.2009519134,-0.0708861909,BRCA
GSM480989,0.4561344552,0.4043724635,0.1935005427,-0.0662149077,0.8208826111,0.7107484369,-0.2168419232,1.1103506463,0.6540494401,-0.2495255571,0.0318079827,-0.0543661123,0.2260949284,-0.0870816269,0.1723780840,1.0994870811,0.5198385118,-0.0142589259,0.8617932616,1.4386271053,0.5870933372,0.4168803811,0.8519349658,0.0375365682,2.3223415930,0.1581356411,-0.0961413859,3.3091132243,0.4437155496,1.1224099571,1.5590544180,0.7983118814,2.9188919440,0.0264548731,BRCA
GSM480990,0.3805084057,0.4692344638,0.0480474158,-0.0263114181,1.3805175386,0.8782710590,-0.1018510503,1.1067612915,0.6895217888,-0.1453749056,0.0610200124,-0.0219793242,0.1574504853,-0.0915421300,0.3219937040,1.2569765001,0.6607572544,0.1323218714,0.9861059069,1.2886391192,0.5830522417,0.4040678319,0.5468216389,0.1245269666,2.2060846408,-0.0766200014,-0.0838693852,3.4219261243,0.3387474729,1.1399565821,1.4453520321,0.6829452796,2.5856389926,-0.0122939400,Control
GSM480991,0.4695376563,0.3822606292,0.2907817717,-0.0209771846,1.3113478908,0.7888649646,-0.1039781785,0.9763167946,0.8135851005,-0.0130603146,0.1149609155,-0.0200283858,0.1718903794,-0.1619859740,0.3367405246,1.2472408378,0.5980931108,0.0627733089,1.0007687234,1.3283271537,0.6608008562,0.5071865046,0.6482640730,0.0588836264,2.3923240316,-0.0620754509,-0.0928285138,3.2534763878,0.3654298311,1.0769064036,1.5451146222,0.7246558555,2.3986895680,0.0127019396,Control
GSM480992,0.3800862124,0.4556893493,0.0814318765,-0.0713108831,1.0945445186,0.7672556795,-0.1357910544,1.1827308424,0.6908869928,-0.1667003399,0.1078337467,-0.0096765104,0.1676517359,-0.0247942579,0.1333302662,0.8925691490,0.4647197556,0.0847416449,1.0355044920,1.4482076389,0.4972681324,0.4130200728,0.9082788116,0.1346057261,2.7852531727,-0.0874094128,-0.1050234023,3.4460021522,0.3105769333,1.2896809784,1.4246134289,0.7415068230,2.6897532866,0.0114550946,Control
GSM480993,0.5930127984,0.3937792435,0.2383615070,-0.0262550026,0.7957346365,0.7363728955,-0.0948902335,0.9945207685,0.8665301368,-0.0750132122,0.1110679841,-0.0249389388,0.2689028373,-0.0817931060,0.2735164897,0.9085881339,0.5712389041,-0.0348593006,1.0264566022,1.5829170607,0.7091649962,0.4741801064,0.7940912880,0.0415849929,2.5135206126,-0.0401579579,-0.0888799439,3.0886874926,0.3602931440,0.9961075650,1.5856227239,0.8005855027,2.4490207491,0.0000394760,Control
