@relation data

@attribute id string
@attribute 10392 numeric
@attribute 10454 numeric
@attribute 10910 numeric
@attribute 114548 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 22861 numeric
@attribute 22900 numeric
@attribute 23118 numeric
@attribute 257397 numeric
@attribute 260434 numeric
@attribute 29108 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 3320 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3606 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 55914 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 58484 numeric
@attribute 59082 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 6347 numeric
@attribute 6352 numeric
@attribute 64127 numeric
@attribute 64170 numeric
@attribute 6885 numeric
@attribute 7124 numeric
@attribute 7128 numeric
@attribute 7184 numeric
@attribute 7205 numeric
@attribute 834 numeric
@attribute 838 numeric
@attribute 841 numeric
@attribute 84674 numeric
@attribute 8767 numeric
@attribute 9051 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0061027997,0.0261535126,0.6732811891,-0.0735231233,0.2841429040,0.4174692793,0.0720189813,0.3065075869,0.1697420499,0.0055088774,-0.2232648850,0.8751691316,0.2249896690,-0.0403663851,0.5681630423,-0.1151553402,0.4236805755,3.6576530137,0.2679063242,0.4983481401,2.1287122038,0.1075109721,-0.0640780461,0.0372776528,0.8098630121,0.4748031217,0.4690789623,0.3768321643,1.1201675758,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,-0.1113633156,-0.0783255245,1.2157194917,0.6241121968,1.7100287346,-0.1199459792,0.0766315664,-0.0857884015,0.2768544875,-0.1203307158,0.7341231736,1.1364908055,1.1100307516,0.2685871031,0.2798503289,0.1048994176,0.8275687662,0.6162338108,-0.1510220290,BRCA
GSM481003,-0.0708317613,0.0254263192,0.5627713430,-0.0717870569,0.2877502063,0.3061586227,0.0513512283,0.2811911059,0.1789068290,0.1956454098,-0.0687567846,1.1793370577,2.1420781876,0.4160237570,0.4862309729,0.0782197570,0.4317625276,3.2723402183,0.4162924297,1.0770822940,0.8208781174,1.4715424657,0.4371873090,0.0608519517,1.4016762564,0.6189834172,0.2873053302,0.4223379152,1.1333078442,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,-0.0278935081,-0.1762037681,1.5458108518,0.6049226272,3.1995868419,-0.0766953883,0.4107175079,-0.0117889684,0.2633005434,0.3678463830,1.6662467514,0.8931442964,1.7829839960,0.1877753286,0.2261008741,0.1321838536,0.5998698009,0.7397027474,-0.1117322207,BRCA
GSM481004,0.0045297979,0.0307618803,0.5748653335,-0.0662735851,0.3929689074,0.4136280409,0.0718539275,0.3247211287,0.1745311046,0.0857673327,-0.1808946326,0.8102869226,3.2712488703,0.9552013563,0.1898745984,-0.0223855249,0.4053465152,3.2242570717,0.4565757285,2.5220021768,2.5183840991,1.6739334250,-0.0709550090,0.1890115326,1.3433312625,0.5926850402,0.2519238001,0.5495924441,1.3982536542,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,-0.0397337638,-0.0675598909,1.4715695732,0.4966396672,2.8820409113,-0.0907408854,0.0968505897,-0.0746824137,0.2940910289,-0.0368083989,2.2457597777,1.0181253039,1.6699695140,0.1754668737,0.2343981727,0.0914597162,1.1387135883,1.0226274510,-0.0321330091,BRCA
GSM481005,-0.0930297814,0.0217925114,0.8504444058,-0.0903408876,0.7559128657,0.3984561536,0.1143116823,0.4075131800,0.3455587844,0.1707233537,-0.1607078273,0.7052544489,0.2335637546,0.0164657505,0.9316530046,-0.0770504565,0.5334855918,3.6397311690,0.3903404364,0.5863126215,2.3123772144,0.3897922044,-0.1328362586,0.0661443981,0.7793831442,0.5579776450,0.7354316133,0.4403047296,1.3712493853,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,-0.0246884255,-0.1558595654,1.2129281088,0.4447447957,2.7729318671,-0.1215470509,-0.0523989184,-0.0927218006,0.6410530742,-0.1027448054,0.8339812591,1.4443103839,1.1976968499,0.0128515019,0.1738090482,0.1227475022,0.5713024388,0.5842907192,-0.1713641529,BRCA
GSM481006,-0.0244244886,-0.0058412453,0.6587344677,-0.0894897535,0.5505344721,0.3921763096,-0.0344726770,0.3480137982,0.2942350855,0.1127104214,-0.1570728869,1.0410311652,1.4858867040,0.1776134555,0.7725394369,0.0507335691,0.4399774132,3.5692172050,0.2354427614,0.4520055540,1.9709999030,0.7345458053,0.4168985869,0.1223146532,1.0869957842,0.5536829033,0.6341747894,0.3909603753,0.9865753614,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,-0.0712620269,-0.0955851659,1.3122026393,0.5143065399,2.8575072951,-0.1162517042,0.1809471231,0.1121710714,0.5432311448,-0.0591356744,1.2444021347,1.0420911554,1.4976975395,0.1681962259,0.1434487091,0.1767319650,0.6077627577,0.7860515617,-0.0683727270,BRCA
GSM481007,-0.0681675008,0.0278667608,0.6217425238,-0.0922101723,0.2756707471,0.2309822093,-0.0021143988,0.3278344052,0.1864653531,0.1964550166,-0.1449437607,1.2925042444,1.4503712456,0.6641807418,0.5044142506,0.0713757331,0.4550139852,3.2556382020,0.2572633833,0.3051382034,1.5888246496,0.3815329463,1.1126770776,0.0016019143,1.3999506757,0.8652860147,0.4749497139,0.2606000659,1.0516917631,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,-0.0222763181,-0.0943809278,1.4910032429,0.5193731897,2.8559285004,-0.0979786190,0.1253790325,-0.0896028110,0.3382505102,0.1398046748,1.2126304870,0.7858965514,1.7707993463,0.1040986171,0.1382775011,0.1683203725,0.3656543180,0.4491444476,-0.1322054420,BRCA
GSM481008,-0.0784919009,0.0186726005,0.8015575353,-0.0362312577,0.9329660580,0.3457279783,-0.0155978130,0.6336849986,0.2346924801,0.1850037736,-0.1756019379,1.4770818551,3.6487765047,1.2627660048,0.4789551298,-0.0053516436,0.5070646895,3.6774912677,0.3088421996,3.7100130320,2.6366142299,2.2164069593,-0.0869256644,0.2086261566,1.2762110606,0.7326664201,0.5599996975,0.4047704326,1.0726860836,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,-0.0463064114,-0.1528807551,1.3571830794,0.5585720231,2.9415273534,0.1081364036,0.1036715129,-0.0481197490,0.3780345452,-0.0821399172,1.4501453694,1.2282577258,1.5673655123,0.3014857584,0.0822395380,0.2110551038,0.9160083300,1.4473513996,-0.0956872860,Control
GSM481009,-0.0332091445,-0.0777462541,0.4608267500,-0.1395200094,0.4141671401,0.2764711754,0.0396719950,0.3018684809,0.1587574715,0.0304473344,-0.3956207377,0.2935271403,0.2840830287,0.1541105258,0.7043801173,-0.1305474826,0.4049951039,4.1336198647,0.1725846681,0.3269794668,0.9991316413,0.1852908233,-0.1178382771,0.0623427681,0.6739098801,0.3036365448,0.6228185780,0.2795271149,0.7096309500,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,-0.0696764976,-0.1902181176,0.9630623995,0.2179962545,1.6956768731,-0.2472444937,-0.0097384553,0.1323079021,0.2541130532,-0.1245508698,0.2920936868,0.9160660751,0.8190489709,0.2007991270,0.1004743398,0.2052960319,0.4985790302,0.4072276253,-0.0690427888,Control
GSM481010,-0.0305000645,-0.0154708290,0.9695732019,-0.1039433138,0.8322192047,0.3582406002,0.0284934060,0.6717420156,0.2935420768,0.1905514577,0.0583689329,0.9003995011,1.1608947913,0.2766558656,1.0772349456,0.0433095896,0.4139087255,3.7574702897,0.3174347172,1.3842930889,1.8094631367,1.6296272655,0.1119127483,0.1809599443,1.1876550054,0.5544574002,0.7495171229,0.5158594621,1.1154199801,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,-0.0087388121,-0.1017821598,1.2152642781,0.4516097499,3.0530998179,-0.1211244072,0.3987866621,0.0464412091,0.5448883692,-0.0689478631,1.5668195374,1.5172690485,1.3490615713,0.3255459719,0.1260842067,0.0754469297,0.8578742196,1.1813988317,-0.1197453792,Control
GSM481011,-0.0980617873,-0.0085004400,0.7797992677,-0.0848035632,0.2562781054,0.1895736574,-0.0102161968,0.1425943934,0.1356315169,-0.0107733972,-0.1301099849,1.1399266257,0.1832046847,-0.0157134629,0.4869244780,-0.0420718441,0.3688377453,3.2908608913,0.2600992171,0.0802930284,1.6893038817,0.2282059908,-0.1168348633,0.0443784665,1.0963865406,0.6543434733,0.3566994185,0.3978262835,1.5733309313,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,-0.0795481414,-0.0837322897,1.4994342731,0.6355269162,2.7200380696,0.1061483734,-0.0178278021,-0.0172325614,0.1588936072,-0.0423061008,0.6742480231,1.1519685170,1.6949148030,0.3104807229,0.1629583228,0.0645896237,0.3631536050,0.4136765280,-0.0625704871,Control
GSM481012,-0.0202391028,0.0174163903,0.9728843164,-0.1005241520,0.5080775619,0.3378831189,0.0017959174,0.4691353789,0.2259947458,0.1555810328,-0.1352490264,0.9701481396,2.4393610820,0.5150340218,0.5896696594,-0.0148528611,0.4045461100,3.7383345763,0.4779004869,0.6500237695,1.0049425843,0.6743439157,0.1236637354,0.1195168558,1.0682685711,0.5687570125,0.5248623892,0.4602609591,1.1019343174,0.6613713608,0.4124889118,0.3925896754,0.0008630172,0.3828388733,-0.0222268104,-0.0927520877,1.1187853771,0.3438090688,1.7161091763,-0.0603088631,-0.0010683249,0.0980331730,0.4517391891,-0.0311700639,1.0855115321,1.4799596051,1.6375789419,0.5170678658,0.2033261220,0.1549620091,1.1698235711,1.0493068704,-0.0558159848,Control
GSM481013,-0.0038845257,0.1294983035,0.6257723542,-0.0778388223,0.4805216451,0.4947108470,0.0202011044,0.5041392637,0.2111424656,0.1256753776,-0.2323068571,2.1803487009,4.2041898038,1.4645540225,0.7101912632,0.0929003785,0.4671476795,3.7888167700,0.2342290882,3.5488854755,2.6962871419,2.1394721528,0.0098152470,0.2367984392,1.1585673729,0.8574417103,0.4314077815,0.2502310655,1.2130804397,0.5985774544,0.5100071468,0.3098371333,-0.0548975798,0.7791686471,-0.0411606729,-0.0803928640,1.5556905367,0.8065965909,2.8529433806,0.2793058350,0.0700243228,-0.0050488436,0.3712178996,-0.0627147092,0.8628577869,1.2614162917,1.7788056135,0.3077531260,0.2151467718,0.1402898318,0.7640310310,1.2456651241,-0.1041109366,Control
GSM481014,-0.0538494703,-0.0041218925,1.2124031852,-0.1291258037,1.1938015563,0.5363523807,-0.0780595749,0.7788656176,0.3718188988,0.5467096840,-0.0864908204,0.2701871323,3.4365017546,1.7525734927,0.6274705571,0.3153782730,0.7763207465,3.7592797283,0.4391812867,3.6240059680,2.2378102143,2.9212563913,-0.0090246537,0.3497016751,1.7298833281,0.9643645211,0.7834818140,0.3728799876,0.7769479156,0.7970564698,0.4564182589,0.3917843080,-0.0730645078,0.3204884883,-0.0945569512,-0.1523970943,1.1714154971,0.5362251522,2.7156706917,-0.0000709559,0.0849458701,-0.1159074550,0.6314309197,-0.0723417840,1.6617595721,1.5584691633,1.0750385970,0.5760943743,0.3123987138,0.0670862334,0.5562392158,1.2770688008,-0.0737969700,BRCA
GSM481015,-0.0728014336,0.1122631987,0.5778501833,-0.1012162297,0.4266784830,0.3073236268,-0.0509248874,0.3965720480,0.1948433751,0.1022050050,-0.1407548700,2.0347758400,2.0775190327,0.2840245265,0.4806678528,-0.0420746275,0.5068308109,3.1530690193,0.4624862845,0.0202521942,0.3407851992,0.9490497029,-0.0706672812,0.1032914892,1.7167509645,0.8059404604,0.9145823041,0.3970232428,1.2662113122,0.7398309259,0.2771922884,0.1983823329,-0.0089343909,0.8232681295,-0.0757414999,-0.1954911390,1.3739821009,0.8428982475,2.1990131406,0.1755891970,0.0062291160,0.8409840308,0.2733253156,-0.0646013246,0.2545770054,1.2788845177,2.1455830635,0.4980110126,0.3071036851,0.1899209407,0.1882717494,0.6951219598,-0.0924340101,BRCA
GSM481016,-0.0578960313,-0.0216318935,0.8877702380,-0.1102720577,0.8205403303,0.4468257379,0.0269845678,0.5430034363,0.2306696450,0.1902563760,-0.1945268704,0.7469841771,3.9271709257,0.9870678318,0.6651332809,-0.0391699469,0.6506991172,3.7419708570,0.2666076076,3.8605890165,3.1754352251,3.0995721420,-0.0707612079,0.0883782635,1.3441841190,0.6165529263,0.5239559696,0.5611247425,1.1607094455,0.7996053263,0.2683590200,0.4328320514,-0.0222368693,0.3470328971,-0.0654227892,-0.1101678936,1.1017041531,0.2162413998,3.8546553982,-0.0967119309,-0.0144549780,-0.0739418575,0.5409911808,-0.0621314616,2.3582605273,1.1807127096,1.1993689181,0.4451463114,0.1799123801,0.1107827259,1.6302214264,1.6492055515,-0.0704633940,BRCA
GSM481017,0.0012706210,-0.0347072670,1.4966851047,-0.1179492147,1.4483107159,0.4272267166,0.0605807295,0.8885256400,0.3728645642,0.1767217931,-0.2539450766,0.2699263240,0.8490326274,0.1945462611,1.8829642733,-0.0152493156,0.7801567943,4.0070033073,0.3823814951,1.3020111960,2.1917732159,1.1367994145,-0.0532390676,0.1718103302,0.5404151384,0.4232373714,0.9307355197,0.4672802847,0.5629059449,0.9651721663,0.1161285869,0.5205294082,0.0541573737,0.3714593115,-0.0396287129,-0.0768066351,0.8351121861,0.2186606746,2.7387693326,-0.0780761709,0.0233999740,-0.0200462960,0.9019428570,-0.1499083621,1.3230608273,1.7361708694,0.8613637089,0.4942849479,0.0569866164,0.1021767956,1.0240408167,1.0441253886,-0.0564200187,BRCA
GSM481018,-0.0400833643,0.1101248081,0.1607021775,-0.0785962938,0.1831822459,0.4488102300,-0.0023766518,0.3594374258,0.1027463824,-0.0355474413,-0.1847491969,0.5858022603,0.4678421674,0.2653617173,0.1467438134,-0.1465126165,0.2481810136,2.9231585660,0.7476205934,0.0262914463,0.4242593779,0.1116481056,-0.1319765147,-0.0151011771,1.3200290201,0.6835330098,0.2325705538,0.4103365585,0.9598313551,0.4124614440,0.4016541361,0.1367095805,0.0075256766,0.0930643758,-0.0210711242,-0.0316080079,1.2476541475,0.2382993943,0.6077336262,-0.0915623282,0.0723434002,-0.0317480312,0.1042126438,-0.0238405286,0.7006471513,0.6936077688,1.9494372531,0.2632875232,0.3309899574,0.1060857647,0.1868499063,0.5727450159,-0.0511901583,BRCA
GSM481019,-0.0677486126,-0.0140016809,1.1931847968,-0.0401383456,0.7841421493,0.4176905511,0.0520411791,0.4347416773,0.2166566973,0.2083092820,-0.1239823547,1.5410503347,2.8930433426,0.6793272913,1.6367362937,0.3547704630,0.5418008012,3.4732871053,0.4987236189,1.3670053373,0.6046386344,1.6360717775,0.8638488816,0.1585245694,1.3647546135,0.6846282528,0.7078604921,0.4554223602,1.0253944844,0.6351509259,0.5044693633,0.4137736433,-0.0807930889,0.8441720789,-0.0682852817,-0.1026351653,1.1705218292,0.8614969292,1.2333434091,-0.0965961504,-0.0085999431,0.0099219226,0.4139786654,-0.0762645153,1.9052412807,1.2839176364,2.1512031405,0.4355930665,0.3329721444,0.0875246171,1.1868814696,1.0097944736,-0.1050852742,BRCA
