@relation data

@attribute id string
@attribute 10476 numeric
@attribute 10975 numeric
@attribute 11315 numeric
@attribute 118424 numeric
@attribute 120892 numeric
@attribute 125965 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 170712 numeric
@attribute 27089 numeric
@attribute 27429 numeric
@attribute 2861 numeric
@attribute 291 numeric
@attribute 292 numeric
@attribute 29796 numeric
@attribute 317 numeric
@attribute 374291 numeric
@attribute 4694 numeric
@attribute 4695 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4700 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4731 numeric
@attribute 506 numeric
@attribute 5071 numeric
@attribute 509 numeric
@attribute 51079 numeric
@attribute 513 numeric
@attribute 51465 numeric
@attribute 515 numeric
@attribute 517 numeric
@attribute 518 numeric
@attribute 522 numeric
@attribute 539 numeric
@attribute 5413 numeric
@attribute 54205 numeric
@attribute 54539 numeric
@attribute 55967 numeric
@attribute 56901 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 65018 numeric
@attribute 6531 numeric
@attribute 6570 numeric
@attribute 6571 numeric
@attribute 6622 numeric
@attribute 7054 numeric
@attribute 7317 numeric
@attribute 7318 numeric
@attribute 7326 numeric
@attribute 7327 numeric
@attribute 7332 numeric
@attribute 7345 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7419 numeric
@attribute 83447 numeric
@attribute 836 numeric
@attribute 842 numeric
@attribute 84701 numeric
@attribute 9167 numeric
@attribute 9246 numeric
@attribute 9377 numeric
@attribute 9627 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0215002628,1.6065710011,3.0755189789,0.2107820582,-0.0864334601,0.0452027960,1.6446689579,1.8628853585,3.2848619714,-0.1795716221,2.8402468762,2.2213181482,3.9704894124,3.5314908823,3.8822471500,0.8401468646,-0.2380626956,3.0968976021,0.7521837160,0.7173534851,1.7476191388,-0.0804732706,0.6030484959,0.1030333459,0.2756530001,3.0387252171,2.4601182936,1.6357717365,3.2205805777,0.2486950680,1.7164077479,1.4395218045,2.3227324934,2.5074842997,0.1886901377,2.1677986682,1.0677903328,2.1220440027,0.6539471631,2.3124258220,0.2487115003,1.2550506103,0.9883646533,1.0886668603,2.4376149177,2.6906381844,0.2597110026,1.6307654231,1.8365079166,1.7503142655,0.7752949819,2.4476711284,1.6104773722,0.7241713291,3.1079884368,-0.0806221675,1.4961043072,2.1798728151,2.3329411819,0.8337590144,0.2996721839,0.0318749008,2.4994129381,2.2702302934,0.9096642471,0.2450545217,-0.0182527169,2.4433588329,2.8299887477,-0.2001390617,0.4090528326,0.8865274853,1.5631534718,-0.2688481290,0.0666405224,0.3312879934,-0.0013623473,-0.2512615576,1.9956978776,0.3791249837,1.1613107057,1.1958140342,1.6134892357,2.5926880688,1.1971655047,0.1019727320,0.6689030316,2.2140648266,-0.2533666176,0.0052920096,0.3441887239,0.1123361526,3.7984867777,2.1301672658,0.9859425634,-0.0667322783,BRCA
GSM481003,0.0133476024,1.5810831739,2.8374808033,0.2578126547,-0.0671813904,0.0109310431,1.9038892528,2.0211641467,3.1046462550,-0.0146273619,3.1145976185,1.4077368268,4.1521382630,3.0898873807,4.2017644346,1.2373216148,-0.2188028161,3.2187410724,0.9325619462,0.4509063603,1.8013738262,-0.0353034653,0.7621036256,0.1110656509,0.4606401824,3.0341599252,2.5814743936,2.0847374051,3.1737505597,0.2942398865,1.7054112518,1.4585310220,2.1807312070,2.8132060766,0.2197001022,1.8525355755,1.1325404544,2.3613689826,0.7158783051,1.9804784506,0.3181647626,1.2617161914,1.1800323744,1.3887933741,2.8087391850,2.5457379668,0.1923796521,1.8500925974,2.0938445861,2.1084910929,0.4973504533,2.6695610268,2.1247192935,0.7272023059,3.3465057213,-0.1237282262,1.4620030204,2.1980750817,2.6818014682,0.8209199129,0.2160831658,0.0157527676,2.6718154326,2.1873705387,0.9493483220,0.1922558701,0.1319214864,2.5594494092,2.7096900718,-0.1427519776,0.3497496598,0.6315070663,1.5772788265,-0.1207342028,-0.0586298136,0.3100049374,0.0516707520,-0.1495431560,2.1490023662,0.4254361937,1.1818292538,1.1631298894,1.7050396090,2.0958072394,1.1052940043,0.4503844612,0.4693122717,2.0375295513,-0.2209401714,0.0413504756,0.7539005348,0.0321225069,3.7276783670,2.3149152068,1.0323292889,0.0162052413,BRCA
GSM481004,-0.0270105457,1.4291266021,2.9308632547,0.2350571393,-0.1961037683,0.0354191433,1.4323686774,1.8149248219,2.7513620434,-0.0996428440,2.6634279788,1.5458005855,3.9310209751,2.8089146617,3.7254126369,0.9444029234,-0.1920239116,2.9644316963,0.9964218403,0.3767702527,1.3598845531,0.1050124050,0.4769736669,0.0268829770,0.3354159718,2.7731111049,2.1983565836,1.5678548534,2.7605939703,0.2922863052,1.5158698840,1.3193888069,2.0343554466,2.5997846297,0.2287318234,2.1499634981,0.9142084192,2.1691660062,0.5975045407,1.9425479024,0.2462725308,0.9587086626,1.0140725214,1.1807892750,2.4129609270,2.2046734146,0.1941156472,2.0194691271,1.9288315508,1.9422880264,0.6779014052,2.3183145830,1.5941088451,0.7539316761,3.3967864779,-0.0916958641,1.4136516897,1.6568037951,2.2295052782,0.8739479988,0.2642176397,-0.0455347607,2.3726567054,2.0431277581,0.9431394576,0.3585741974,0.0181169579,2.0525917485,2.4000283107,-0.0494234860,0.3748848780,0.9444994971,1.7977497166,-0.2107251813,0.0203149579,0.4832305428,-0.0159636584,-0.1139772636,2.0874193628,0.6761366315,1.1523804565,1.0689744345,1.4521031908,2.2575449571,1.0414347755,0.4909965594,0.5573724887,2.1296527453,-0.2591220908,0.0227122911,0.5294298967,0.0466757352,3.6762415340,2.3066633808,1.1291053325,-0.0252080347,BRCA
GSM481005,0.0328818946,1.5030625733,2.8344587883,0.1932357331,0.1010718580,0.0743817470,1.6823606193,2.0470406263,2.9448024105,-0.0409917059,2.9922003747,2.9164639414,3.8681294917,3.4843147593,3.9038367570,0.8663924949,-0.1314745989,3.2498423260,0.7866302246,0.3786668200,2.2939823732,0.0043188503,0.7998633141,0.1940816199,0.3035506073,2.9812125630,2.4990127236,1.6809316798,3.2110089463,0.4079513097,1.5537148136,1.3627903386,2.1741721035,2.3638364417,0.1803542242,1.8589681834,1.0842802754,2.2095118126,0.7193749649,1.9819100201,0.3776381511,1.0983269770,1.1873108868,1.1182611493,2.4336035250,2.7255921264,0.2553910810,1.6536440179,1.7271274924,1.7320386915,0.9889568767,2.4973058519,1.4492170904,0.7083278808,3.0898846256,-0.0599999450,1.5698961616,2.2327765991,2.2275011428,1.2119591671,0.3574537685,0.0327990142,2.4502617494,2.2548299346,0.8824120524,0.1764455931,0.1081913242,2.3397172830,2.4607534110,-0.2002382709,0.3619722401,0.9545850273,1.9663834049,-0.2059256997,-0.0080227841,0.1976867524,0.0064845989,-0.1839957377,1.8992042786,0.1911240386,1.2515010623,1.1033948984,1.2945691198,2.6112420634,1.3138269037,0.1786840178,0.6773148974,2.3621976242,-0.1725322468,0.1452049680,0.4136187493,0.0295793929,3.5753884656,1.6525597573,0.9828669735,-0.0697019463,BRCA
GSM481006,-0.0190367056,1.6030405131,2.9776618150,0.2167381548,0.1090277199,-0.0223264698,1.7438920818,1.9426999326,3.1906353375,-0.0433111364,2.7724787393,2.1919866055,3.7833141685,3.1228917440,4.1287405194,0.7863435612,-0.0972202324,2.8971524637,0.9389453232,0.8705096878,1.5355339036,-0.0842895754,0.8641829562,0.0576291601,0.3681020994,2.6177624463,2.3873384297,1.8016335669,3.0848254363,0.3196676824,1.3389384973,1.4803565667,2.3331040739,2.3626762627,0.2036693060,1.7869181707,0.9409873320,1.8140879337,0.5929628641,2.0483266710,0.3491715844,1.6534072459,0.9794260178,1.3167128688,2.4758646487,2.5557612278,0.2457010680,2.0219145865,2.1404061980,2.0242314488,0.7586661034,2.7829704021,1.7621015075,0.8132246775,2.8810225061,-0.1014075473,1.5329054901,2.2620981911,2.1049091872,0.8610514130,0.2197939347,-0.0101383815,2.6413420307,2.3350743396,0.7849476009,0.2558755046,0.0367047245,2.4747377149,2.3909723165,0.1418738538,0.3769601093,0.9825892283,1.2267015671,-0.2029946689,-0.0787692940,-0.0197388254,-0.0001868302,-0.1161467007,1.6665702546,0.3554424135,1.4348619220,1.3432272538,1.7717826550,2.0618815234,1.2153712613,0.3945244716,0.5262670671,1.9240361254,-0.0642952529,0.0978846997,0.5213412684,0.0115061026,3.8201055186,2.4646003776,1.0885378044,0.1375087690,BRCA
GSM481007,0.0159823717,2.0476180873,2.3676813644,0.3275024838,0.0312697381,-0.0038959036,2.0950755760,2.0811500624,3.4278373156,-0.0469448198,3.0253856183,1.7605797424,4.2471015454,3.6010037263,4.3338177502,1.0927841692,-0.1092255309,3.0893913110,1.2095689740,1.2402489056,1.5360613332,0.0476929915,0.7840594022,0.0884708629,0.7224909781,2.9720964299,2.7150726616,2.0522057041,2.9745294253,0.4008089031,1.3934654891,1.5443978199,2.3146706374,1.8187864251,0.2307542809,2.2717683838,1.1800466418,2.2293974180,0.5650052975,2.0653339624,0.3903779959,2.3319536386,1.0687853980,1.4835200446,2.1261421440,2.9612464806,0.3231798144,1.7148856373,1.8690532444,2.4890010954,0.6884716573,2.6580340134,2.3596909832,0.5659708979,2.9203303124,-0.0343750997,1.3644063912,2.6660154547,2.8284495919,0.7547375463,0.1496402762,0.0335193657,2.7374518901,2.4141525201,0.7057773544,0.1181593442,0.0379549713,2.8127475454,2.2932524310,-0.1349533101,0.3999590482,0.2822355972,1.2331820801,-0.1659300407,0.0328613553,0.2496123212,0.0702396182,-0.1227744416,1.9470201483,0.5377106078,1.1662938533,1.0976129374,1.6359451023,1.7029073951,1.4956284187,0.6803908083,0.3650899887,1.7018308706,-0.1448070334,0.0586705186,0.7313789074,0.0820710908,3.6439844541,2.3658042218,0.9846709110,0.0078292961,BRCA
GSM481008,-0.0343995983,1.4917126569,2.3709190653,0.3281696821,0.0505984002,0.0642122642,2.1372509993,1.8299913453,2.8501150784,-0.1405497756,2.7354585430,0.0876533418,3.7913441360,2.8796510697,4.2373084425,1.7489482332,-0.2445231275,3.0685641767,1.2931981017,0.0129669794,0.6239756214,-0.0829008294,0.7273884065,0.3583017097,0.7354628362,2.5617784924,2.3655275850,1.7669373006,2.1554170050,0.3448571845,1.3476119901,1.4357141367,1.8638240991,2.3686740569,0.1604714319,2.1738130824,0.9882385780,2.0878327582,0.7116897155,1.2949985862,0.3597128101,1.7076398496,1.0041832561,1.3470968207,2.2466801007,2.1003389657,0.3366685788,1.5304556115,1.9095012346,2.2131462991,0.6240647347,2.7265273662,2.1243032123,0.9072494089,3.0698242452,-0.1144835049,1.1112849401,2.1739230324,2.6585530491,0.8245749979,0.3388155522,0.0488342492,2.2577984351,2.4740204471,0.6961428382,0.3180306732,0.0158213981,2.7826597719,2.6702908428,-0.2035032117,0.1963933800,0.7302600849,1.0926350392,-0.2055882791,0.0278764341,0.2838958719,0.0776387979,-0.1272905630,1.9438609175,0.7745584126,1.3129337231,0.8216701443,1.3230343644,2.2318392024,1.1688015965,0.8696000842,0.4626299099,2.0251217749,-0.2149239364,0.0279587975,0.4864576326,0.0720147341,3.2993071420,1.7935917443,1.2960779315,0.0785561685,Control
GSM481009,-0.0492966836,1.4853398304,2.8528303288,-0.0459461643,0.2582865970,0.0684719377,1.3368267140,1.7367875094,2.6311376569,-0.3586401987,2.5402667387,1.6264791708,4.3633204104,3.4713052907,4.5574183465,0.3506586602,-0.1107506554,2.9750197729,0.7145664772,0.7867390468,0.8307123714,-0.4613429488,0.4288435452,0.0577980618,-0.0518121308,2.6461285090,1.8308716716,1.1259181237,3.0006508827,0.3723456574,1.4745161353,0.8766772447,1.8428533374,2.4826320240,0.1398413496,1.6955368374,0.9599975943,1.7672406273,0.5440771320,2.0447774530,0.0886783364,0.4453132280,0.5985564481,0.6838760163,2.2663613160,2.3990168696,0.2343769048,1.3813160173,1.5815853942,1.2780620902,0.6351096774,2.2483180324,1.0524347025,0.4662309039,3.0354197951,-0.1169508127,1.3137865533,1.6047753649,1.6951037552,0.6354620911,0.2322341885,0.0914545403,2.3524644981,2.1307837623,0.7102748195,-0.0595694657,-0.0419632214,2.1571311801,2.6541922035,-0.5623895867,0.1087059972,0.7075142994,0.8236712056,-0.2957902586,0.0789249245,0.0223365936,0.0288982856,-0.2682367118,1.8084840027,0.2203378588,1.0060620668,0.5984214436,1.0161948303,2.9471480772,1.0954677589,-0.0334941153,0.5205489170,2.2788354159,-0.1435575643,-0.0766929161,0.3737636758,0.1212613262,4.1423926693,2.2555688883,0.8769327582,-0.0112183525,Control
GSM481010,-0.0548115551,1.4537202894,2.8662531111,0.2253265117,0.3169629571,0.0014198127,1.6478305326,1.9242086759,2.9208014362,0.0380571040,2.8953553038,1.7727171405,3.6474858521,3.3400865397,3.7300850450,0.8249833369,-0.0820968560,3.2245613336,0.7455516193,0.2170895979,2.0933323107,0.0833373867,0.8640203471,0.1383740484,0.3844091756,3.0227346950,2.3879695085,1.6967094017,3.0904437700,0.3408809946,1.7365808804,1.5202775001,2.1778445244,2.6175937141,0.1764122515,1.7596189790,0.9621769682,2.2206496335,0.6412778155,2.2285253704,0.1741315549,1.1308501013,1.2762061459,1.1142076761,2.6448915800,2.3248520293,0.2522442355,1.7771696895,1.5629302529,2.0286182462,1.0144006864,2.7083729937,1.5733488265,0.4290820978,3.0851212873,-0.0853863777,1.6659406288,2.1312635030,2.4014054723,1.2720481872,0.4531395072,-0.0429083498,2.4095690641,2.3473299741,1.0179204699,0.2166676676,0.2049654462,2.2522071411,2.6550702156,-0.0615451263,0.2768504703,0.8241521644,1.4611414931,-0.1192952060,-0.0331899851,0.0048476492,-0.0034394900,-0.0482597125,1.8640068467,0.3669318734,1.1219442953,0.9790926966,1.4768526875,2.4212984591,1.3226195287,0.1388330570,0.7180417817,2.7165508206,-0.0816792459,0.1088690767,0.3622522485,0.0683142278,3.5693041259,2.1687952412,0.8757476503,0.0183180166,Control
GSM481011,-0.0419472772,1.6555728007,2.5311694410,0.3524083489,0.0040750757,0.0699772569,1.9561922980,1.9761028098,3.3096089502,-0.2291208319,3.2716646788,3.1080761999,4.2350476681,3.9323317207,4.2991562488,1.4112859420,-0.1836228975,3.1813957692,1.0991501877,1.0872576720,2.1879631877,0.0465802278,0.8660045439,0.0393868066,0.7136496792,3.4056040446,2.6497408005,2.1996617466,3.4332664810,0.3185166485,1.5084238447,1.8580200077,2.5287604482,2.1517676371,0.2314369944,2.4475443587,1.3081714013,2.4495576592,0.7526182593,2.2082091720,0.4009645881,1.6914787251,1.0688686749,1.3711971417,3.1678408783,2.6425355971,0.0892798126,1.8854857087,1.9175779687,2.4482676982,0.8773281438,2.5530876767,2.0788810943,0.7560514939,3.3461109001,-0.0266977968,1.3229064272,2.3257809620,2.7997629979,0.9224423467,0.2279519721,0.0387492075,2.7162716026,2.3330109459,0.9361557679,0.4875707247,0.0471237373,2.8619557435,2.7364563719,-0.2130049761,0.3405190137,0.7569047911,1.8404774181,-0.2530245424,-0.0259488150,0.3192068651,-0.0183882901,-0.1738262996,2.1958050625,0.4581239443,1.0374648210,0.9913927564,1.3604408113,2.1671595126,1.7326221133,0.5270740208,0.4434416458,1.7975708643,-0.1243245838,-0.0036057916,0.5318953696,0.0609087328,3.7896052087,2.3054172729,1.2233210028,-0.0196850437,Control
