@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10062 numeric
@attribute 10197 numeric
@attribute 1026 numeric
@attribute 10379 numeric
@attribute 10401 numeric
@attribute 10686 numeric
@attribute 1147 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 149461 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 1965 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 23586 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27102 numeric
@attribute 2885 numeric
@attribute 29110 numeric
@attribute 2932 numeric
@attribute 3265 numeric
@attribute 3434 numeric
@attribute 3439 numeric
@attribute 3440 numeric
@attribute 3441 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3444 numeric
@attribute 3445 numeric
@attribute 3446 numeric
@attribute 3447 numeric
@attribute 3448 numeric
@attribute 3449 numeric
@attribute 3451 numeric
@attribute 3452 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3551 numeric
@attribute 3576 numeric
@attribute 3646 numeric
@attribute 3659 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 369 numeric
@attribute 3716 numeric
@attribute 3845 numeric
@attribute 3949 numeric
@attribute 439996 numeric
@attribute 440275 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4893 numeric
@attribute 4938 numeric
@attribute 4939 numeric
@attribute 4940 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 51208 numeric
@attribute 51588 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53842 numeric
@attribute 5465 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 55844 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5610 numeric
@attribute 572 numeric
@attribute 57506 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6041 numeric
@attribute 6256 numeric
@attribute 6300 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 7098 numeric
@attribute 7122 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7186 numeric
@attribute 7187 numeric
@attribute 7189 numeric
@attribute 7297 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8554 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 9021 numeric
@attribute 9063 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 9451 numeric
@attribute 949 numeric
@attribute 9641 numeric
@attribute 975 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.02664600925,11.21226855,9.5130720155,11.459753229,11.22269547,7.951053173,5.1897411875,9.004698798,6.636411191,9.293610236,10.19481259,9.777124244,7.09994864525,8.990502651,7.695960982,6.141397664,7.05035509475,9.04464761,9.746089281,7.466690585,6.033979735,6.85002063633,8.060846036,7.73304554033,5.797474287,12.10871075,9.4954151895,9.933381255,10.00381342,7.4423513115,8.3468763785,5.354567863,6.044837379,5.0543267795,5.014814152,5.201056716,5.4215640985,6.871070863,6.651271039,5.3506274835,5.658749018,4.703229265,4.835685705,6.078210195,10.63096808,7.809368095,5.011016147,7.1307406325,9.6189422155,14.31196895,10.81892586,8.946146814,7.73691741833,10.17550624,11.04382723,6.8286116825,12.20235811,5.682300273,10.17662856,12.34771002,15.00532806,8.74899041,6.7581737975,6.94852079925,6.2713000715,5.06812332625,6.209556324,10.11790315,5.8233407445,11.0799649,7.374389909,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,5.394558084,5.9306844235,11.688477345,8.82094285433,12.47196608,8.486261975,10.96893514,6.91975461317,5.80753201125,8.20250757867,8.27215776867,11.634256725,5.939777752,7.4995792045,7.621649748,6.7523535558,9.595220702,11.56729791,7.546352606,6.8505075995,10.11570732,8.69026092,9.048419293,12.34948589,6.752518218,8.001564595,7.867620258,6.513534664,10.31346778,12.53522562,11.45883824,6.277029476,12.5439804,8.519696323,12.08918571,8.333402628,7.722570406,6.390259793,7.37822060033,11.21515091,6.660285205,10.2072374,10.90219441,8.13891188267,9.943694688,11.0274017595,6.65121338575,5.619624748,10.4653608185,5.451055498,5.899182429,8.407417683,5.876585242,7.067383603,11.30621853,7.228436626,15.05985438,Control
GSM427159,5.94776533325,10.59585913,9.4460828095,8.288611166,11.34727825,8.436358762,5.2705778915,8.974945912,7.001242451,10.15068061,11.15002032,10.42274839,6.60639379225,8.8269228395,8.139527211,6.795134192,6.79791370075,9.062600116,9.68028616833,6.43012268,6.539395847,6.86544696733,8.140089864,7.76905320567,5.821079567,12.18459653,9.5539178325,9.982976156,10.79867858,7.8897640555,8.0586550525,5.219566658,5.478414715,5.327514764,5.061464353,5.291687581,4.9587270735,6.6842028225,5.563242994,4.9970528975,5.6106940585,4.964758163,5.488009811,5.862210374,9.979593509,8.22740948767,4.332418168,7.787354885,6.7790147065,14.40827668,10.45416076,9.581525964,7.666754807,10.06599536,9.540845393,6.4300637355,10.86989475,4.44952763,10.82735881,12.34109771,13.91249272,8.474680533,6.473545251,6.738324176,6.2482612495,5.0207250725,6.23007389,10.04213853,5.9676331465,11.73219511,6.82117167,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,5.013251478,6.2647755765,11.725137905,8.45745837133,12.56790862,7.037171767,11.09730811,6.70458019967,4.9293949665,7.971786959,7.85669691467,11.27623323,5.0886580415,7.383968157,7.563421716,6.347242776,9.166697324,11.99021932,7.48196166867,7.2066360335,10.34726733,8.669346719,9.007951538,12.1490422,6.478329262,7.481398095,7.609956448,5.99820185,10.329653278,12.61090263,11.6077021567,6.1753908245,12.50103733,7.177920594,12.001308,8.508984299,8.156008632,6.773076963,7.05787236967,11.36612562,6.249592888,10.39985497,11.37070935,7.57672874133,10.07879165,8.2708191325,6.560420666,6.49853177267,11.045214235,5.166927545,5.309804873,11.4035182,6.196533893,6.909956444,10.61404749,7.843734423,14.81202536,BRCA
GSM427160,5.52044016575,10.40696526,10.021838884,8.320702773,11.03013967,8.70369695,5.5122677185,8.986710369,6.947055725,10.98412667,11.91235432,10.50080233,6.58493097,8.854112445,8.651483291,7.503172055,6.80402066425,8.757715954,9.69256516467,6.416760061,5.844744204,6.50144598933,8.093075668,7.30595834867,5.579701547,12.44183936,9.480270588,9.744102689,10.42204403,7.856102429,7.907930162,5.263044971,4.976605648,5.4573624,5.079816751,4.590579306,5.3621290075,6.8233511245,5.403788568,5.222586232,5.517492933,4.883878898,4.77953729,5.887958531,10.38077249,7.940102688,4.538726271,7.4532495275,7.352992936,14.41536846,10.12116474,9.456519276,7.87360212033,10.30533535,10.145837,6.720661627,10.64577575,4.707652488,10.49616,12.51631937,14.51605303,8.690112479,6.80177199575,6.737833411,7.07131369,5.17524123025,5.730783436,10.50484657,5.90455910375,11.75935364,6.742616386,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,5.503993644,5.9169092905,11.639330205,8.297715334,12.66850837,6.469405549,11.11355354,6.9928600185,5.32123541,8.11223086067,8.11094053067,11.198356615,5.6701097255,7.0833900895,7.8060539105,5.84197348,10.50005538,11.56651327,7.496409352,7.2623905925,10.45388564,9.073024297,8.655811884,11.75795051,6.215392848,7.228580927,7.575257723,6.84843868,10.0589241477,12.55918115,11.5512263767,5.9744687035,11.31092814,8.414834386,11.63162057,9.660905593,8.551997661,6.939435598,7.01943370733,11.54144891,6.638439986,10.04121461,10.72311933,7.91175192233,9.929872764,7.3755804475,6.5704686045,5.84141443467,11.61689802,5.112503363,5.399009764,10.24378721,5.894703343,6.687134631,10.89094843,8.306085763,14.58875125,BRCA
GSM427162,5.58777326775,11.20184229,9.9727633615,8.2000896335,10.29060673,9.028169309,5.3936997815,8.742495656,7.564094459,11.25779165,11.5141002,10.58816676,6.0589973865,9.374046924,8.848952379,7.0134654,6.3257817405,9.881236778,9.98949733167,5.863140121,5.341462114,6.73312979833,8.253966966,7.566227501,5.745177655,12.45835798,9.432546201,9.64111297,11.11828268,8.398114105,7.5563328935,5.139460541,4.881923051,5.2132995425,4.808914358,5.233822166,5.3158143595,6.9777711105,5.332538997,4.8613276055,5.669162448,5.771893004,4.542431156,5.89251929,10.35310853,7.87064467467,5.123512303,7.4011955135,6.039562885,14.62098412,10.6036127,9.983528472,7.80810919733,10.35265071,7.64196344,6.243898751,11.0791816,4.570257032,11.49113672,12.26985874,14.35403309,8.847629866,5.98698730075,6.446808197,6.3626383565,5.28455863825,6.458780312,10.26509376,5.758296575,12.23639105,7.875812501,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,5.446761787,5.9013934145,11.80875598,7.178084026,12.57347448,7.27396389367,11.3273142,6.74593217583,5.47995598225,7.45259084433,7.98209816267,11.274247985,5.7758281875,7.0038486335,6.9189611885,6.4393043462,10.578656,11.79550409,7.166098701,7.397313198,10.09500831,7.67194989,8.710779418,11.71789713,6.355796501,6.648325671,6.838009842,6.723630657,10.100698262,12.6473067,10.720960379,5.0089445615,12.02547364,8.370459788,11.41027128,8.338826757,9.141437341,6.907494973,6.46814411567,11.88081762,7.411068419,10.50969117,10.37355608,7.18497456933,10.01119619,7.026021961,6.3630153585,7.605638427,10.705123263,5.68566776,4.994139844,9.151968584,6.784638526,6.551443438,10.69485433,8.656300723,14.61254488,Control
GSM427163,5.87271996825,10.20626383,9.670002224,7.875076566,11.4461297,7.935814963,5.2510683345,8.684828488,6.625420731,9.847089115,11.74803988,10.04312339,6.730522711,9.049980109,8.84381204,8.466587485,6.78190965925,9.021133451,9.506100771,6.860966288,6.042212717,6.81340590633,8.02800428,7.14608217833,5.353509659,12.40728377,9.66718229,9.776844695,10.40311354,7.697637374,7.990914153,5.238033268,5.356153716,5.2436498175,5.301780818,4.656091707,5.2617446345,6.7136501485,4.805822905,5.503545594,6.0893232935,4.590429601,5.256266489,5.429625378,9.757607158,7.929238,4.173910121,7.5245616955,6.0044384665,14.42029878,10.48215278,9.290572499,7.96197416633,10.14697308,10.16184396,6.8833304115,11.61281105,5.384232247,10.66032156,12.37603319,13.73047547,8.770532686,7.2131741015,7.3685587425,6.951276242,5.2071634425,4.948613986,9.800726477,5.8479986655,11.36056745,7.242581369,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,5.31832701,6.3050950175,11.458095575,8.52183209933,12.75620088,7.069555338,10.91092396,6.89127322283,6.149508134,8.03585257367,7.82991936767,11.21839075,5.704258658,6.931778481,8.1880407455,6.3743216144,11.00715715,12.04827069,7.33013335533,7.473634177,10.22872886,9.268495874,8.7805673825,11.58147143,6.095297454,7.634958261,7.652900753,6.818713579,10.5729125313,11.94781234,11.54329104,6.298171367,11.37897501,6.675961001,11.76197512,9.701150974,8.106250323,6.41397111,7.059741909,10.88698849,6.561483187,9.78258103,11.37439849,7.786651762,9.484878832,7.3291673985,6.41933454025,6.32537749467,11.838837845,4.550123556,4.906423146,11.39527989,5.943224681,7.300126299,10.71141341,7.862251644,14.89547873,BRCA
GSM427164,6.0241266485,10.58594865,9.9087425115,10.112371314,11.2250027,8.319853998,5.384486519,9.33884841,6.866664227,9.821300096,11.45582051,10.21465945,6.87151716925,8.959527725,6.920445533,7.455781587,7.10041818325,9.234303192,9.688092646,7.477052175,5.759695977,6.50456557867,7.902316508,6.78649468667,5.878732237,12.62053951,9.9164802245,10.23622984,9.953578497,7.3388634815,7.6340601155,4.795989381,5.30196368,5.401291859,5.582714993,4.426911827,5.1754247695,6.6960949355,5.334685584,5.2199386105,5.0626553085,5.036295892,5.268482349,5.917677146,9.823908995,7.605095112,4.785303823,7.5689740425,8.452055235,14.39263877,10.72173602,8.952931307,7.74172589367,10.77106872,11.74013292,7.019536675,13.42739342,4.490583929,9.444332211,12.87483063,13.77694807,9.445243095,7.181693529,7.26211155625,6.821676393,5.271321113,5.424175738,9.479103779,5.935647283,10.95801997,6.583726382,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,4.985513237,6.2632584125,12.40345346,9.370871616,12.86342169,7.561705909,10.87735721,6.6579623655,5.5935796175,8.66534548967,8.18650002,11.07534033,6.517858181,7.4215310095,8.3174977465,6.511764621,10.15284924,11.45478009,6.96976629,6.95764412,10.624983,9.673230059,8.46167153,11.56493436,5.996451597,8.19601328,8.522033306,6.520033725,10.5815088053,12.27296951,11.6186680667,6.4009452435,11.61103415,6.320264091,11.96720294,8.868576523,7.922110302,6.536640138,7.331943975,11.4712435,6.446881172,10.54285319,10.65722043,8.01981551,10.12499078,9.896606441,6.92715903975,5.74379654567,11.604137535,5.560264997,5.238606558,13.07564465,6.232090496,7.289468224,10.14979827,7.763247437,15.11026186,BRCA
GSM427165,5.88751933675,10.42864835,9.738500574,7.8281740715,11.04040637,8.944200421,5.0781205915,8.17437786,7.01033543,10.5787857,10.73900867,9.760949066,6.362735412,8.833378894,8.87920118,6.973327498,6.9842760015,10.27966894,10.0480993307,6.742953157,5.942169184,6.780834989,8.234603256,7.43641033367,5.418536788,12.9844599,9.167523377,9.349160193,12.02630394,7.9742866725,7.9661681925,5.622938584,5.135259094,5.7024927665,5.041123858,4.165745758,5.327936796,6.8321013245,5.495384375,4.994868922,5.2920496255,5.183299167,4.73770262,6.029238215,10.06898685,7.981856473,5.019714421,7.550193916,6.8963072275,14.81202536,10.0250638,9.883896123,7.47824938267,10.66411416,8.66980731,6.6232326,11.77742394,4.668481241,12.3726448,12.52075501,15.02279519,9.358008891,6.34898444725,6.786888994,6.1779229375,5.259758242,6.893972281,10.73861188,6.14608826725,12.2142175,8.139859715,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,5.046808884,5.8009201885,12.072677105,7.46461112133,12.04072818,6.68902141267,11.72645885,6.79922658583,6.4067498185,7.98588058567,8.451561107,11.151396135,5.6011167705,6.239058915,6.747341416,5.495877927,9.662659976,12.77087865,6.54175895867,7.5213110635,9.961088297,7.262755244,8.2994940685,11.14654022,6.107065996,7.292025067,6.760091594,6.949071249,11.3817422673,12.97428108,10.620682972,5.345123689,11.07640162,6.423120638,11.42772678,8.315445233,8.283761058,7.026996771,6.42166024533,12.03158587,6.282259665,10.10111594,11.18913904,6.84780819533,9.601752743,5.7802057775,7.0513847665,5.10181611067,10.2247242155,5.414821571,5.096779711,8.22256686,6.452575359,5.765011707,10.08948727,9.040817876,15.01411749,BRCA
GSM427166,5.55851851825,10.94796217,9.2760823915,9.436657679,10.97105152,8.72546095,5.432418864,8.824657385,6.190817922,10.10988324,11.39699552,10.02857645,7.0975611175,8.588742572,7.036808602,6.405231362,6.998917209,8.729128822,9.436876068,6.689303092,6.015923042,6.71134204967,8.166842364,7.51796725,5.243375136,12.19216651,9.1611827995,9.949994866,9.584981814,7.7095138065,8.076204413,5.093191733,5.675118156,5.08118968,4.613868688,4.538416354,5.2025205445,6.7420330795,6.06512595,5.43080309,5.2313520945,5.069327579,5.256643908,6.138635948,10.23539234,7.96078966267,4.424648213,7.4520617975,7.9782570685,14.29890208,9.683530284,9.325693977,7.75431426067,10.26119615,10.70365297,7.0670465565,10.69807978,5.023045997,9.787507202,12.20475003,14.22362506,8.993477034,7.06445616775,6.858234006,6.5634968235,5.6739400935,6.169830446,10.82235197,6.38571988,10.91468805,7.255408968,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,4.756238089,5.7914813845,11.932399345,9.17209626933,12.30526243,7.08180120033,11.11469255,6.56206245333,5.55387164,8.039567259,8.171538624,11.40345044,5.401013329,6.487104221,7.762308173,6.3190254744,10.21059864,11.05745385,7.84441516067,6.2865110715,10.12277013,9.194320487,8.98667252,11.50810934,6.332712967,7.787382059,7.907583411,6.880413479,9.76574384767,12.63536109,11.4495990067,6.1474658955,12.63995684,6.14308278,11.92850738,8.92056956,7.748127633,6.309799758,7.018808194,11.23283777,6.094030827,10.4077487,10.70292179,8.008015864,9.671351374,7.6450219565,6.713056329,6.48498078533,11.230446555,5.154424477,5.510179653,9.706263374,5.914092825,6.96728715,10.51584792,7.068028862,15.01411749,Control
GSM427167,5.650041658,10.59236386,9.7701113155,8.6840196725,11.12186714,8.134145359,5.249326338,8.659854224,7.003043143,11.36117359,11.79378019,9.64277427,6.41978303225,9.2449642545,7.886307978,7.872399588,6.85070537275,8.943233566,9.58057105933,6.500527718,5.978888461,6.82324972833,7.862360143,6.83011701567,5.778873021,12.58378567,9.3657406255,9.676706901,9.460251675,7.94496816,7.76210884,4.805564985,4.991194438,5.116365655,5.054860683,5.30196368,5.7092674115,6.707944973,5.474445169,5.2462827195,5.433238186,4.66791382,4.711787202,5.650485447,9.976772145,7.51860466567,4.440788181,7.530604743,8.04737784,14.72492149,10.6432567,9.246806572,7.81817800833,10.30631839,10.41875948,6.5497902615,11.73846187,4.759171133,9.894560542,12.42766909,14.37348409,8.769533015,6.894952256,6.671826882,6.758105889,5.4688584855,5.823183308,10.26978741,5.828512715,11.11828268,7.076765168,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,5.108536217,6.3224235275,11.55756824,8.63116965933,12.62816419,6.71771492967,10.73111134,6.85812555933,5.683181017,8.01504381833,7.91861634733,10.99057863,5.8779809975,6.9655385505,8.3694050275,6.1710283688,10.55937736,11.15153369,7.80894971567,7.3159539245,9.9831294,9.012625324,8.625127558,11.16693525,6.387246745,6.878728789,7.65031782,6.894518054,9.956344037,12.13627672,11.6033707233,6.4335405075,11.14770754,8.252974189,11.36056745,9.680166591,8.550151431,7.004223627,7.05702786333,10.99013608,6.225020007,9.861979055,10.74842792,7.927182045,9.108531726,9.4489620645,6.6239874905,5.15994938333,11.7320396,5.221694654,5.910739406,9.125000832,6.257393146,7.100087051,10.43324145,8.034195249,14.95604237,BRCA
GSM427169,5.56331123875,10.71269919,9.6858681675,8.5305745065,11.20993781,8.169275047,5.3798116395,8.645245129,6.271748387,10.30930613,11.24778827,9.778192608,6.2012063225,8.4216094845,9.183908962,6.79717879,6.30061577025,9.041249229,9.75364579767,6.827314517,5.906897358,6.79550833233,8.169275047,7.20637665767,5.527954892,12.60023009,9.70078824,9.482556459,11.10846093,8.148239231,8.2298190515,5.476390801,5.207806241,5.5409467745,4.963487128,4.482788153,5.1042067495,6.8418171705,4.753833848,4.6593034315,6.0474693455,4.667062321,5.122891393,5.86561652,10.39039231,8.14038377867,4.131934652,7.6541093245,5.9031564735,14.36769016,9.71662277,9.779978297,7.855507611,10.44466839,9.172928193,6.1985753455,11.15889068,4.73770262,11.27653172,12.09766027,13.54172225,8.271931157,6.57862883175,6.69965270425,6.5270988405,5.190712451,5.647898183,10.29824049,6.023262785,11.67722645,6.954839344,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,4.842490216,6.2051601515,11.593713005,8.44322777467,12.69546762,8.46005630567,11.29330224,6.8964920205,5.78837040575,7.76274754,7.74245236133,11.551814785,5.5839936855,6.9279187635,7.524249938,6.6645194764,10.19143901,12.19541382,7.79374473733,7.2279135265,10.28660429,8.33670864,8.6339700595,12.29242381,6.271748387,7.4960371,6.965931792,6.877072814,10.3519697093,12.70613234,11.0351359567,5.4338499695,11.40394419,6.105390642,11.57911804,7.766597025,8.509301078,6.516256016,6.71155131933,11.51681803,5.941347708,10.22738163,11.22708057,7.73106613,9.863923404,6.113514114,6.808393919,6.23884315,10.8220317815,4.704059729,5.144669712,8.587403553,6.333473491,6.534579623,10.93507131,8.031881916,14.72963536,BRCA
