@relation data

@attribute id string
@attribute 10181 numeric
@attribute 10189 numeric
@attribute 10236 numeric
@attribute 10250 numeric
@attribute 10262 numeric
@attribute 10291 numeric
@attribute 10421 numeric
@attribute 10594 numeric
@attribute 10907 numeric
@attribute 10914 numeric
@attribute 10921 numeric
@attribute 10946 numeric
@attribute 10949 numeric
@attribute 10978 numeric
@attribute 10992 numeric
@attribute 11051 numeric
@attribute 11100 numeric
@attribute 11338 numeric
@attribute 1477 numeric
@attribute 1478 numeric
@attribute 1479 numeric
@attribute 1660 numeric
@attribute 220988 numeric
@attribute 22826 numeric
@attribute 22916 numeric
@attribute 23020 numeric
@attribute 23450 numeric
@attribute 23451 numeric
@attribute 24148 numeric
@attribute 2521 numeric
@attribute 27316 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 29894 numeric
@attribute 3178 numeric
@attribute 3181 numeric
@attribute 3183 numeric
@attribute 3184 numeric
@attribute 3185 numeric
@attribute 3187 numeric
@attribute 3188 numeric
@attribute 3190 numeric
@attribute 3191 numeric
@attribute 3192 numeric
@attribute 4116 numeric
@attribute 4670 numeric
@attribute 4686 numeric
@attribute 4799 numeric
@attribute 4809 numeric
@attribute 4904 numeric
@attribute 5093 numeric
@attribute 5094 numeric
@attribute 51362 numeric
@attribute 51585 numeric
@attribute 51639 numeric
@attribute 51692 numeric
@attribute 53981 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55749 numeric
@attribute 5725 numeric
@attribute 57794 numeric
@attribute 57819 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 65109 numeric
@attribute 6625 numeric
@attribute 6626 numeric
@attribute 6627 numeric
@attribute 6628 numeric
@attribute 6629 numeric
@attribute 6632 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 6635 numeric
@attribute 6636 numeric
@attribute 6637 numeric
@attribute 7307 numeric
@attribute 79869 numeric
@attribute 8106 numeric
@attribute 8175 numeric
@attribute 8243 numeric
@attribute 83443 numeric
@attribute 84844 numeric
@attribute 8683 numeric
@attribute 9128 numeric
@attribute 9295 numeric
@attribute 9343 numeric
@attribute 9410 numeric
@attribute 9416 numeric
@attribute 9785 numeric
@attribute 9939 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,11.87684316,7.68568542933,11.81385744,12.08138533,11.06871466,7.5104493705,11.66819594,11.30927755,6.594104823,10.61564829,9.9478443525,11.90213211,11.72159494,8.270226548,11.56819616,7.4301684585,11.20036616,9.244195928,5.836226757,8.635846085,8.19142420125,8.707672602,8.773107158,13.21631242,7.88145338567,9.056692662,9.977545082,8.71371147033,8.608339038,7.771689394,11.49594259,10.15511583,10.64948099,9.810427489,7.6541985255,11.976813,9.16382806,12.600269855,7.121484628,7.358025446,7.579660535,10.4538011685,10.97255645,9.933718217,9.727453002,10.05895235,8.059859689,8.4534954625,10.472464237,12.22075211,13.08056861,13.39949585,10.3428528,9.856674954,10.3676143405,10.33656266,9.2305254975,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,5.246703788,13.2015975,7.6531283365,11.61175117,11.09170663,12.73346456,7.627945878,12.58929307,13.848465345,12.88068749,11.23443143,8.6072752645,9.615035827,10.0879405,11.00452968,11.684749985,11.312531745,6.720624337,10.055954609,8.814022522,5.657219288,12.209047005,12.88816775,8.7822184145,5.911039136,11.59799678,10.60335306,7.117749903,11.39527989,9.2675352255,12.74918966,10.35987613,5.988236614,10.68420973,10.7780979,10.35310853,8.301085877,6.253994582,Control
GSM427159,12.08630553,7.68395159167,12.70943395,12.49828211,10.91587586,7.741537788,11.89780776,11.55455062,7.214200409,11.15959405,10.093905887,12.09119909,11.2250027,8.643748998,12.10466109,7.330037277,11.75760555,9.1768267945,5.80826957975,8.486142286,8.8739982955,8.255823574,9.040674063,13.29068995,7.51004890567,9.423032438,10.5460193,8.59949718867,7.643587688,7.944201245,11.24026381,10.98225228,10.72254311,10.32614888,7.328956711,12.1278268,8.7772779435,12.874670975,7.369905099,7.083976646,7.0863922815,9.915113774,11.51112271,10.920940165,9.831165155,9.909672939,8.25492364,9.07906105725,10.2482605687,12.02658414,13.00468928,13.74578415,10.11313043,10.20308524,10.247903306,10.31685598,9.1057552085,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,5.124960054,13.26736202,8.062488213,12.09022832,11.25593456,12.8619748,8.057792791,12.87483063,13.59674589,13.23568448,11.50067275,8.471305704,10.050827472,10.31926034,11.31701417,11.82023805,11.377581225,7.177920594,10.175424864,9.640606977,6.25432535,12.264173295,13.01183005,8.915199928,6.319767507,12.00382718,10.76975545,7.474701951,11.39766944,9.2817093215,12.70613234,10.46181223,6.541797943,10.63096808,10.86259883,10.5789154,8.93858068,6.615927983,BRCA
GSM427160,12.06768485,8.10018244867,12.35457868,12.36549278,11.28858078,7.7421408185,12.05711016,11.78440594,7.334275799,10.93447616,10.401239976,12.40276968,11.89497319,8.897861429,12.06169868,7.6857215995,11.79981208,9.5030130075,5.439084264,8.720518853,9.05785640175,8.963044525,9.016746404,12.97619003,7.94825784867,9.686960543,10.78161608,8.555595752,8.555357117,7.837424719,12.03914706,11.02694718,11.17512864,10.69998038,7.966801593,12.18335943,9.596504489,13.02088444,7.656319607,6.921034935,7.4486121195,10.437397366,11.40257259,10.571985255,10.11027486,10.2361186405,8.146621018,8.61427691625,10.6149577627,12.33931519,13.11366653,13.56187008,10.43095979,9.757873796,10.5417774585,10.36324806,9.172370206,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,5.173838258,13.530252255,7.7239021855,12.23798527,11.37562067,12.74633592,7.937337889,12.30758799,13.470225715,13.32947056,11.64933041,8.3376210945,9.82032991733,10.67652155,11.48747845,12.218859,11.498187145,7.594476004,10.417757521,9.846936382,5.730783436,12.74662417,13.18602605,8.906940563,6.405912077,11.98494007,11.04525817,7.751713298,11.74226323,9.3629165545,13.14374197,10.70238075,6.5729697,11.02909413,10.95930669,10.80325148,8.881474302,6.58267313,BRCA
GSM427162,12.24637996,6.61701775967,12.66988608,12.21133327,11.51507901,7.315065312,12.26503342,11.63638911,6.671191186,10.91544642,9.583438812,12.70456839,9.722065131,8.305173834,11.99297383,6.920599959,11.69134804,9.4116827515,5.82423629975,8.961580736,8.935929424,8.0307368735,8.440932608,13.27043919,7.58612819967,9.691124582,11.12462557,8.01473776067,6.539938605,8.493956619,10.84615266,11.21644291,10.8849167,11.0108954,6.678237972,12.14240395,9.6737107325,12.939998605,8.177520604,6.8701207555,6.332788835,9.1678496,10.59551884,10.95568489,9.921722365,9.221468358,8.803470139,8.64235270975,10.3658083907,11.32491723,12.66269848,13.51891005,9.975966561,9.735361871,10.0353304235,10.67359642,9.16673823,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,5.702180478,13.55938337,8.017856487,12.69546762,11.4318764,12.28299001,6.8495687005,12.44389288,13.56614457,13.45429804,11.74892461,8.629813818,10.546148852,10.93329621,11.15503025,12.086046165,11.18568877,7.774014657,10.4879662705,9.370829667,5.888141239,12.1206107,13.42453443,8.4785009665,6.198794315,12.13138765,11.36612562,7.378774139,11.93079102,9.221095317,12.25336009,10.50792373,6.269599511,10.8503707,9.784152691,10.73380366,9.308186063,5.664988526,Control
GSM427163,11.40689869,8.20578410567,12.46600514,12.07125127,11.61377578,7.5146543,11.79991713,11.66204091,7.165462596,11.02431225,10.4211467505,11.91937371,11.47305897,8.754354011,11.94862832,7.5545922225,11.628251575,9.2509596,5.71295492525,8.319774985,8.98399562275,8.6946378115,8.387221565,12.89271362,7.93509094333,9.494236145,10.22441209,8.52861131367,9.021654005,7.641421617,11.84033352,11.01557728,11.02198648,9.782101824,7.5685987755,12.4925881,9.396733224,12.79265696,7.353458107,7.1703466195,7.3577616505,10.4516996545,11.71105832,10.57602591,10.03996125,10.143806634,8.173353743,8.61426475575,10.6190486503,12.441024575,13.591191,13.697924355,10.15068061,9.895348494,10.593959679,10.59236386,8.9599315355,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,5.025484272,13.141993835,8.035677345,12.10354363,11.27871096,12.24154982,8.158823234,12.58278655,13.129297275,12.7295762,11.32802988,8.2900423145,9.63375109167,10.55221305,11.4675955,11.749004515,11.235108145,7.643930351,9.874231894,9.998054828,6.370125583,12.374878825,12.65463721,9.342502189,5.721517065,11.69454954,10.98687328,6.708536018,11.63413504,9.4061511555,12.9851927,10.84878354,6.858357554,10.98552909,10.78457782,10.53897001,8.660014728,6.268757774,BRCA
GSM427164,12.08741818,7.83899154967,12.48900128,12.34904213,11.36999819,7.655560274,11.35243538,11.91142767,7.111008157,11.37640504,10.73015353,12.07463999,12.28120423,8.964023935,12.22401684,7.918896776,11.115133545,9.088103637,5.8378556905,8.701879202,8.63642267375,9.314953691,8.704406115,13.33171827,8.084937371,9.785085055,9.957893248,9.038483705,10.07463693,7.767093826,12.44521413,10.5362572,10.94132297,10.04796267,7.4831627795,12.50386679,9.527826126,12.898117465,7.692024573,7.4026524515,8.582424932,11.032620788,10.89969322,10.059155286,9.265615706,11.1529247775,8.315298042,8.513375705,9.76488583567,12.43387324,13.86388477,13.597035345,10.37102002,10.47269874,9.5075484285,10.66951428,8.7195690835,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,5.334685584,13.76500872,7.861818321,11.23824666,11.59105257,13.09561052,8.4547314975,12.84430567,14.01322491,13.75481291,11.980959,8.2818032125,10.2114507887,9.730232835,10.64948099,11.405244945,9.966168261,7.912531798,9.615219629,9.46837006,5.880692411,11.00569676,11.93396179,8.702197063,6.261065912,10.97348951,10.31880295,6.810446719,10.61251863,8.6878652355,12.81153531,11.03059147,6.964979397,11.47305897,10.82290958,11.1256332,9.239217295,7.302047389,BRCA
GSM427165,11.7044031,6.63745606467,13.51771248,12.38193096,11.31537336,6.784561973,12.12614151,10.93133239,6.504863171,11.48849306,8.942353879,12.76570158,8.238179151,7.826232466,11.60457421,6.389561675,11.65928238,9.2549460155,5.807070815,9.208960477,8.48733146575,8.25308398,9.791114496,13.50065522,7.31864934033,9.007014035,10.73727294,8.18045364967,5.768721099,8.81259539,10.57360012,10.47933595,10.21664921,11.3345919,6.443112263,11.95778233,9.918015884,12.695237575,7.669702029,7.437680272,5.7381653705,8.806797898,11.148669,11.07724954,9.632550476,8.924865526,9.040817876,9.23137616525,9.85925576533,11.165704335,12.16931758,13.682357585,9.468797688,9.682880991,9.7391806555,10.51017103,9.0017728385,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,5.23363046,13.630852715,7.9165660415,12.60734656,10.50969117,11.62135377,6.3765728385,12.46600514,13.01406235,13.50703833,10.80184598,8.229011899,10.1790262163,10.30479083,10.90796116,11.57380198,11.08440101,6.769246515,10.2713731135,9.915409278,5.354038858,11.490214785,13.82037647,8.802359285,5.72962839,11.80942059,11.38730129,6.591189918,11.52400552,9.0521768925,11.92604216,10.12324558,6.413421135,10.62985317,9.616976592,10.1635211,8.533476842,7.141854563,BRCA
GSM427166,11.88529801,8.09826930367,11.61103415,11.78748237,11.0768258,7.4877586145,11.98345514,11.33246195,6.824039465,10.57213676,9.933206313,11.91473092,12.15346979,8.400795268,11.71081731,7.5438600955,11.14409132,9.58057121,5.95745323,8.414432742,9.40585671375,8.969874172,8.983991943,13.34505663,8.28694858433,8.722654824,10.12039378,8.60185009133,8.633005304,7.596415509,12.05027391,10.18342483,11.07640162,9.783440744,8.3947789025,11.99021932,9.8357123485,12.636395,6.826424947,7.404192244,7.716688511,10.788866333,11.06871466,9.4484851555,10.21330509,10.1627362205,8.714478327,8.47004252,10.9124025893,12.376326025,13.20290364,13.46357042,10.39785406,9.449448466,10.6956513145,10.05540484,8.712978988,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,5.734852697,13.09407344,7.64509058,12.22616388,11.20049729,12.68199828,7.905385112,12.47764072,13.52447045,13.074006,11.29816872,8.661250497,9.93714048033,10.31612343,11.2546007,11.90487657,11.50833728,7.087386262,9.8227303195,9.019494215,5.893733061,12.562482875,13.09148337,8.955194463,6.206043042,11.79683874,10.4760984,6.746988283,11.74274112,9.282369391,13.12983363,10.59491265,6.218786615,10.45921159,11.04724001,10.08207289,8.56474124,6.187357641,Control
GSM427167,11.86693899,8.44827411533,11.88379655,12.02464979,11.2498099,7.395103657,12.00568429,11.63779329,6.828171797,11.23083122,10.567171401,12.08918571,12.00831666,8.802121408,11.63680824,7.7700664335,11.542006735,9.47220228,5.8381559375,8.639323636,9.10287896675,8.8849507255,9.131690517,13.00770101,8.102910264,9.443296418,10.26803932,8.62817260833,9.127130976,8.373616812,12.34682957,10.89238744,11.32848436,9.957893248,8.336190862,12.63872105,9.8518476785,13.038098815,7.773207012,7.389405083,7.9113301835,10.6186966275,11.77945684,9.970714033,10.18746996,10.4825918695,8.472326439,8.571999336,11.0825050907,12.520972355,13.42453443,13.644021545,10.35235277,10.11282428,10.747892033,10.67862239,8.96045285,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,5.370871545,13.29253419,7.9273775635,12.31194418,11.9866439,12.77284039,8.074104295,12.25336009,13.63707531,13.34320241,11.72497433,8.428272906,10.4526935857,10.59770368,11.20603466,11.970529085,11.259487165,7.848311718,10.1831160975,9.731989781,6.448203566,12.5355618,12.70456839,9.199840675,5.69600164,11.96905199,10.52807828,6.839144331,11.5852209,9.3326912865,13.02126635,10.83272413,6.667115534,10.94344908,10.75166563,10.45361046,8.593410849,6.638729582,BRCA
GSM427169,12.07757191,7.79137073733,12.3377697,11.92740031,11.30524968,7.2350482035,11.95277228,11.2551704,7.053766063,11.09923621,10.082569521,12.30454677,11.62261253,8.345162513,11.79340834,7.387199798,11.544824105,9.1813739735,5.41263796675,8.411459216,8.65272728425,8.2421572035,8.427795888,13.12174076,7.503244585,9.652486999,10.50202152,8.28907450867,7.966824273,8.124252034,11.32464765,10.67333141,10.59878323,10.08672709,6.8053251065,12.36089516,9.642736992,12.64012429,7.423874623,7.2772367785,6.7053292395,9.811764924,11.47280393,10.552954845,10.09936791,9.9296773635,8.368136601,8.7982746035,10.4796405723,11.86706196,12.84571551,13.519954955,10.10317669,9.789346622,10.676356389,10.48377072,8.7821865275,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,5.662213512,13.37692533,7.873606074,12.16730219,11.44340995,12.16189092,7.677358111,12.52245777,13.588464355,13.20549015,11.38494305,8.2903863185,10.3373317983,10.32215382,10.97903948,11.70336494,11.294817165,7.091597036,10.4232455135,10.03012262,6.052030675,12.238261945,12.88068749,9.107940046,5.793773171,12.0767489,10.53462901,7.867234137,11.78375755,9.274427351,12.93044173,10.68855655,6.934372381,10.86708973,10.624983,10.51411267,8.64876303,6.645878602,BRCA
