@relation data

@attribute id string
@attribute 10319 numeric
@attribute 107 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1301 numeric
@attribute 1302 numeric
@attribute 1437 numeric
@attribute 1511 numeric
@attribute 1992 numeric
@attribute 22798 numeric
@attribute 23236 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2774 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 284217 numeric
@attribute 2919 numeric
@attribute 3458 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3684 numeric
@attribute 3689 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 3911 numeric
@attribute 3912 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3915 numeric
@attribute 3918 numeric
@attribute 4583 numeric
@attribute 4790 numeric
@attribute 50509 numeric
@attribute 5055 numeric
@attribute 5269 numeric
@attribute 5272 numeric
@attribute 5273 numeric
@attribute 5275 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 5747 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 5970 numeric
@attribute 6317 numeric
@attribute 6318 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 7414 numeric
@attribute 7850 numeric
@attribute 7879 numeric
@attribute 81 numeric
@attribute 836 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 912 numeric
@attribute 929 numeric
@attribute 9630 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0796705549,-0.0680557761,0.3274698270,0.0578304728,-0.0842963397,-0.0277067070,0.1206448859,0.1617570012,-0.0485781644,0.1320036710,-0.0343059990,0.0155339099,0.0658800490,-0.1246051126,-0.1115475287,-0.1695937390,-0.1458183439,1.5759299444,-0.1267886296,0.4097788456,0.4116499636,-0.0448427393,0.9435579393,0.6687801071,0.1330531107,0.5726595125,1.1579167798,-0.1657973279,2.0834216012,-0.1502639149,-0.0177594677,0.1592604196,0.1266020980,0.8618448906,-0.2551962770,-0.1427666815,-0.2414363771,-0.0646153320,0.0159100612,-0.1156683395,0.7328496840,-0.0784953023,0.1379500334,0.0119502894,1.2690671645,0.4863617653,1.1461898024,2.8730801045,1.0428791835,1.2228085171,-0.0888218396,0.4754300158,-0.1126808740,0.0413698821,1.1256818184,0.0125434960,-0.0867039250,0.2108943237,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,-0.0776044747,1.6300333739,0.0394911230,0.5931362181,0.6055969648,-0.0123531642,0.1474579691,-0.1072664774,-0.0825690696,0.9930449004,0.3606912876,0.6075369654,2.0492663681,1.0918344888,0.8525465690,1.4811914167,0.1341654496,-0.0716510054,1.2115081400,0.2120186358,0.1084792829,0.2804396783,-0.0286056817,-0.1087006506,-0.0850425689,-0.0708689977,-0.1845948000,1.4682459658,-0.0968807951,1.5940009995,0.8557089394,0.4014198135,0.8580704628,1.9086507757,-0.1027024567,-0.1061069645,-0.0900144318,0.2275129454,-0.0552152459,BRCA
GSM480985,-0.0675047906,-0.1146877620,1.0722436029,1.0740057206,-0.0916752003,0.7385366171,0.1024053941,0.3574818842,0.0682805988,0.3197791149,-0.1342293939,0.5991697517,0.6836575481,0.1606231463,-0.1110232387,-0.1215593730,-0.1397892626,1.6255218818,-0.1616244048,0.7330552477,0.9644421138,-0.0263181581,0.7473870953,0.5145152025,0.1708344021,0.6760796893,1.3204932428,-0.1245732820,1.5522821744,-0.1919777421,0.2870424135,0.3991615606,-0.0603622181,1.2310367167,-0.2261143029,-0.1356333635,-0.1827412749,-0.1047203513,0.4165791678,-0.1877113356,0.6387204310,-0.0947870443,0.0312214195,-0.0298606013,1.4599158875,0.9241646117,1.9219437307,2.4061888755,1.1963308777,0.8882103669,-0.1428065229,0.4509238059,-0.0590159904,-0.0835067437,1.2470556638,0.0877758512,-0.0914800550,-0.0806596640,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,-0.0930615631,1.0536758155,-0.0840634818,0.7376574537,0.7695002645,-0.1038192192,0.0900841358,-0.0931613796,-0.0522140021,1.1653226431,0.4434307657,0.6375350535,2.4413572296,0.8155272795,0.8536376064,0.5864027265,-0.0206112158,0.0824852629,2.2415468245,0.3937102099,0.9595268907,0.4057916362,0.0503361004,-0.1236231382,-0.1091076463,-0.0998298880,-0.1529311204,1.6274614056,-0.1212013739,1.5997153569,0.7819419997,0.3647103445,1.1287610356,2.2563728540,-0.1399921106,-0.0963063285,-0.0114636126,1.7338282930,-0.0842593635,BRCA
GSM480986,-0.0986189611,-0.0866454035,0.1451111031,-0.0803552719,-0.0920874155,-0.1187075144,0.1571395738,0.4284097366,-0.0003269257,0.4033968100,0.0435658686,-0.0324737648,0.0340204159,-0.0819271886,-0.1021079721,-0.1289680449,-0.0719315565,1.4361590718,-0.1311915818,0.5153439700,0.2839689288,-0.0236322101,0.9827568145,0.7615300009,0.1787930670,0.5903858004,1.3325283364,-0.1338378936,2.4849634998,-0.1827084002,-0.0239051148,0.1585425509,0.1871303074,1.1678017355,-0.1601737868,-0.1428892811,-0.1846981423,-0.0637634593,0.2119055211,-0.1782236361,0.8374286741,-0.0920199818,0.1543111797,0.0227544954,1.4495338406,0.7442467228,1.3165270289,2.7993401586,1.1638828762,1.4813584436,-0.0947028095,0.3572855135,-0.1201027680,0.0998189813,0.9892681430,-0.0587442798,-0.0945866745,0.5435887628,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,-0.0521149571,1.4571645670,0.0685284909,0.6712817949,0.7078176651,-0.0887387330,0.1559347632,-0.1167993353,-0.0710934066,0.9547375822,0.2375885064,0.4979175688,2.2429037691,1.2441045095,0.9353946786,2.1075911523,0.2786992479,0.0753126589,1.7475938090,0.3265607800,0.3079955788,0.4525440362,-0.0117659394,-0.1037963919,-0.1040579473,-0.0864964035,-0.1304427799,1.6394084916,-0.0918326854,1.6874411899,0.5835656012,0.2347654519,0.9668687962,2.0866372263,-0.1202194508,-0.1493002576,-0.0188654148,0.6535826392,-0.0063657825,BRCA
GSM480987,-0.0398789424,0.0948443130,1.9734013707,2.4683750462,-0.0792982461,2.2193185563,1.2825283761,0.9133396048,-0.0280876425,-0.0148904576,-0.1230738403,1.6132985542,2.0930396530,0.0640302088,-0.1252520739,-0.1630511601,-0.1697421763,0.5303362739,-0.0837386312,0.1668422063,1.7582515876,-0.0190172376,0.8988900241,-0.1050357214,0.1585150620,0.6081153182,1.2904711387,0.1396489982,2.2931234779,-0.0920013336,0.1687085862,1.0325531543,0.4079698621,1.1729830871,-0.2000680720,-0.1302193291,-0.1714984044,-0.1693109225,-0.1507511987,-0.0968674962,0.8414186588,0.0581427524,-0.0761966856,0.3509984576,0.2552540119,1.6303720097,1.2436368333,0.2897317523,1.8314339920,0.2405148361,-0.1346291929,0.2389650019,1.3327636150,0.6217336154,0.8908771443,0.0503178395,-0.0392957045,-0.0846687142,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,-0.1041722893,0.9919344300,0.0007446416,0.4481176670,1.0939444790,-0.0234222412,0.0835026311,-0.1432857454,-0.0616863377,0.2135299446,0.2307216385,0.3543124227,2.0837068451,1.2096861226,0.8780260834,0.0254367918,-0.1008705656,0.1392795458,0.3280445553,0.7380631556,-0.0101977218,0.0066104551,-0.0407701192,-0.1387654964,-0.0378788900,-0.0700392031,-0.1157815391,1.4971761177,0.1315704756,1.6678599905,0.1960985186,0.2230391835,0.1919102957,1.9076936618,-0.1064028313,-0.1212047814,0.9347506525,0.3220012047,0.0616499349,BRCA
GSM480988,-0.0617412134,-0.1114876393,0.2451521079,-0.0702087163,-0.0993234109,-0.1358704105,0.1152882675,0.3064220885,0.1296488376,0.2849267037,-0.0295574355,-0.0347575470,0.0092139999,-0.1137281371,-0.0633943444,-0.1010744666,-0.0869024769,1.2163266863,-0.1022979560,0.4406262552,0.0534828736,-0.0933597851,0.8038834569,0.6342148269,0.0805074566,0.4102926908,1.4781041429,-0.1101400175,1.7787399491,-0.1157230785,-0.0187831094,0.0948672309,0.0463543034,0.4444268425,-0.1748360544,-0.1597166529,-0.1901072972,-0.0186350431,0.1527472083,-0.1597396434,0.8498084926,-0.0814858217,0.1022720824,0.0000085980,1.8156353834,0.7134743102,1.2713173296,2.2089852541,1.2746195192,0.8094071345,-0.0465840149,0.2502003758,-0.1536124097,-0.0226009219,0.8352475547,0.1716360694,-0.0579075451,0.2828329786,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,-0.0521348746,1.0592323652,0.0395486050,0.3137383716,0.5631931945,-0.0202760463,0.0817065693,-0.0806064152,-0.0384889170,0.7728505326,0.3012423917,0.2872674861,1.9439897537,0.8276696512,0.6707278885,0.9819466465,-0.1289958813,-0.0270612048,1.3875513934,0.3109506394,0.4413706618,0.2433668587,0.0001304974,-0.0256496472,-0.0164188035,-0.0811410938,-0.1253849119,1.5831342597,-0.0703665402,1.3581393623,0.6675415863,0.1758982928,1.0844853694,1.9844101221,-0.1170340794,-0.1168790694,-0.0771261071,1.4099554420,-0.1176030564,BRCA
GSM480989,-0.0282760009,-0.0620193510,0.1720103051,-0.0465266853,-0.0828457875,-0.1046818197,0.0023976691,0.2114621343,-0.0788148742,0.1264852435,-0.1317963801,-0.0206390256,-0.0460088931,-0.1190775812,-0.1083698321,-0.2037951662,-0.1545042630,1.2543314770,-0.1269130425,0.1935005427,0.1024411910,-0.0318046184,1.2212249650,0.8208826111,0.1222781895,0.5169472916,1.3912816293,-0.1714066644,1.7585357691,-0.2689341306,-0.0912345345,0.0895403457,0.0336776683,0.7921105779,-0.2916233484,-0.1920061474,-0.2779082904,-0.0350942307,0.2589396170,-0.1886112411,0.7280791916,-0.0910003342,0.0753549911,-0.0230004254,1.4282411070,0.2128306846,2.0620698134,2.7516675143,0.7965289747,0.9261939702,-0.1485475279,0.1723780840,-0.1843430687,-0.0722652016,1.0194895123,-0.0567047202,-0.0146634029,0.0885441149,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,-0.1177975059,1.6992731094,-0.0830072642,0.9056678476,0.3538124809,0.0047141360,0.0811992555,-0.1211765001,-0.1123442115,0.8033357407,0.1835803039,0.3360150366,2.7608228071,1.4573610425,1.1224099571,0.9192206958,-0.0033119588,0.0133025040,1.2185817174,0.1787676166,-0.0287181588,0.0364966773,-0.0217998318,-0.0918863911,-0.0019992002,-0.0442133300,-0.2531328203,1.4356221762,-0.0518715824,1.6748652432,0.4191104986,0.1138846011,1.0210926999,2.0251179983,-0.0949734952,-0.1589803841,-0.1371274676,1.6581963303,-0.1355556808,BRCA
GSM480990,-0.0829147305,-0.0744136228,0.2065962950,-0.0535455872,-0.0505823002,-0.1207838239,0.3157544133,0.5032480955,-0.0072702441,0.2984222376,0.0574288082,0.8829774104,0.6657902116,-0.1273809042,-0.0666504970,-0.1786900770,-0.0525763644,0.9156442011,-0.1107037542,0.0480474158,1.1363781366,-0.0240894286,1.2928899753,1.3805175386,0.1005073776,0.5721652171,1.4284008093,-0.1184214449,2.6601509087,-0.1534946757,1.2702010869,0.1091753253,0.1569095779,0.7562215037,-0.1563080516,-0.1445224128,-0.1840325179,-0.0722914216,0.0421455834,-0.1363020873,0.5935970135,-0.1012775036,0.2174830034,-0.0706661165,1.4184938782,0.9299927092,1.1477989686,3.0937303010,1.0866727181,1.6579041505,-0.1135317869,0.3219937040,-0.1432696590,0.4385573164,0.9942900755,-0.0577681891,-0.0286234329,0.3700540120,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,-0.0345598439,1.9801055864,-0.1134931392,0.8428640298,0.7935236208,-0.0195084080,0.1371517299,-0.1211324487,-0.0606057024,0.5710339894,0.2556535407,0.3968275713,2.4835986494,1.3745097716,1.1399565821,0.3918643480,-0.1066415255,0.2451527447,0.8158590440,0.1661497030,0.2468266006,-0.0570322130,-0.0152148257,-0.1455592768,-0.0791772105,-0.0287747290,-0.1814378130,1.4810826326,-0.0706230703,1.6903707285,0.4373111957,0.0401264709,0.6030732589,2.5694656123,-0.1425240105,-0.1736178855,0.2460944314,0.3180846662,-0.0157200603,Control
GSM480991,0.0002752949,-0.0467888096,0.2203413378,-0.0661137348,-0.1126934538,-0.1195115780,0.0312546151,0.2466490643,-0.0549827734,0.1832314988,-0.0132853633,0.0151529085,0.0907690979,-0.0865579691,-0.0670819099,-0.2068232434,-0.1561541544,1.5217949579,-0.1227075521,0.2907817717,0.1799461975,0.0096481766,1.1701500476,1.3113478908,0.2379799158,0.6132513040,1.4307339596,-0.1445896720,2.2423003714,-0.1411837970,0.1146655146,0.1313952931,0.0010899390,1.1222321147,-0.1673274888,-0.1728493255,-0.1859649509,0.0377825897,0.2775288068,-0.1270282124,0.8192260036,-0.0200670710,0.1427268101,-0.0430522394,1.6278021410,0.5212772403,1.9404056471,3.1154187915,1.0365661437,1.1283380045,-0.1617837400,0.3367405246,-0.1500720008,0.4964432618,1.0378444226,-0.0381253715,-0.0880160784,0.5811788789,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,-0.0434485409,1.5307328514,-0.0085634497,0.7147501284,0.6564376624,-0.0500267771,0.0569693500,-0.0960165404,-0.0531655469,0.7389248726,0.2348265328,0.4750065618,2.5275594591,1.3862332976,1.0769064036,2.2161094942,0.1384093869,0.1592403697,1.9517531172,0.4247659047,0.4888265900,0.4451607267,0.1726690396,-0.1610407398,-0.0146138585,-0.0524391951,-0.1513912512,1.7032585504,-0.0924303993,1.7480805594,0.5193989678,0.1772719718,1.0204976901,2.2730862697,-0.1247259681,-0.1255262513,-0.0141843379,1.0660070778,-0.0553188407,Control
GSM480992,0.0467705320,-0.0848685851,0.5630003688,0.0994001765,-0.0977736614,-0.0599028577,0.0624451243,0.3013565149,-0.0373090050,0.1683771527,-0.0030339869,0.0793494522,0.1532750871,-0.1112379553,-0.0684447217,-0.2047364831,-0.1081665917,1.4960483180,-0.1226958689,0.0814318765,0.3646582883,0.0098416810,1.2670981353,1.0945445186,0.1965720367,0.4795048717,1.5164660945,-0.1370338651,1.6959880740,-0.1471509594,0.2461778623,0.1233649662,0.0448783156,0.0302081386,-0.1863134343,-0.1686027116,-0.1159208217,0.0071480778,0.2887557880,-0.2061888918,0.5819004865,-0.0880542095,0.1239541815,-0.0413037297,2.0756004750,0.6066379558,1.8667377102,3.1786065399,0.9521511041,1.1166219797,-0.1495290734,0.1333302662,-0.0619012767,0.1988625759,0.8070384124,0.0010589157,0.0187371789,0.3768210183,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,-0.0266702802,1.8464471474,-0.0424288371,1.1381731691,0.5008515699,0.0557855016,0.1225340664,-0.1356904655,-0.0742785615,0.8443388831,0.1477922502,0.4015203798,2.5706607104,1.5691242666,1.2896809784,1.4196454980,0.0198499225,0.2146601245,1.2877959238,0.3493119074,0.0087293616,0.0764855271,-0.0538811761,-0.0458311947,-0.0078163425,-0.0069965332,-0.1839848028,1.4694966279,-0.1096720082,1.8753738065,0.5446243411,0.0732875811,0.7441449755,2.6207809300,-0.0727681645,-0.1352880218,-0.0496415223,0.3765023723,-0.0611096598,Control
GSM480993,-0.0364099224,-0.0384183934,0.4241898455,0.0637850186,-0.0982701283,0.0129195312,0.1815740701,0.4915914865,0.0045384616,0.2849183196,-0.0067307282,0.0241740958,0.0671220333,-0.0755700056,-0.1299632148,-0.1150382765,-0.1223433465,1.2665172879,-0.1008713246,0.2383615070,0.2762820140,0.0090587195,0.9880169092,0.7957346365,0.1911242960,0.5834782023,1.3899838875,-0.0803151202,1.6260156202,-0.1658804081,0.0334400552,0.1403786020,0.2203348601,0.6293743797,-0.0972517151,-0.1339600720,-0.1286299384,-0.1424441524,0.1604505838,-0.1628671454,1.0725933071,-0.0846812466,0.1309177122,0.0005737576,1.7342322321,0.6429428639,1.8429731926,2.9286579789,1.2282712368,1.2038986695,-0.0537962760,0.2735164897,-0.1545681719,0.1282012148,0.9496753125,0.0174877604,-0.0479741805,-0.0053545119,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,-0.0896386958,1.4765024371,0.0611034877,0.8387103804,0.5521481080,-0.0571271274,0.1051260916,-0.1144585606,-0.1054423138,1.0441827782,0.3103372069,0.4996459948,2.3244809424,1.2453332606,0.9961075650,0.8510019332,-0.1281129359,0.1564938422,1.7717089691,0.2084418686,0.3206592424,0.3591011205,-0.0270253466,-0.1463351353,-0.1224551619,-0.0299895818,-0.1554353188,1.5233000448,-0.0788566865,1.7285056282,0.6452427769,0.1338819088,1.0595477061,2.3483436903,-0.1020554529,-0.1202466939,-0.0335499795,1.0850217011,-0.0614343684,Control
