@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10451 numeric
@attribute 10725 numeric
@attribute 10892 numeric
@attribute 11025 numeric
@attribute 11261 numeric
@attribute 1147 numeric
@attribute 118788 numeric
@attribute 1380 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2213 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 25780 numeric
@attribute 27071 numeric
@attribute 2885 numeric
@attribute 2932 numeric
@attribute 29760 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 4067 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4893 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5336 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5777 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 63928 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 84433 numeric
@attribute 8503 numeric
@attribute 8519 numeric
@attribute 8915 numeric
@attribute 930 numeric
@attribute 933 numeric
@attribute 971 numeric
@attribute 973 numeric
@attribute 974 numeric
@attribute 975 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.0326138439,0.4660254572,0.2292825110,0.0765168417,0.8611027989,0.2841429040,-0.1163806947,-0.1265238472,2.3584245311,0.3070585448,-0.0699640611,-0.0801269710,-0.0131690648,-0.0503332874,-0.0912365502,1.6104626348,0.8950817100,-0.0777193805,0.8212452234,0.2679063242,-0.1193558042,1.7024177213,0.1314761901,0.3161357614,0.0886515304,0.0434628459,0.0288073119,0.0472211881,0.0372776528,0.8098630121,0.4748031217,0.2867321043,0.8848718814,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.1043059106,0.6486776985,1.4788247029,1.0400522820,0.1612316305,-0.0981862237,0.3768321643,1.1201675758,0.1390805759,0.0470554000,3.2701125443,0.7911284625,-0.1825565849,0.3860900013,1.2157194917,-0.1447931698,-0.0234144181,0.2904654710,-0.1212870654,-0.0538374768,-0.0056752554,-0.0023895863,0.0879778451,-0.0795126762,1.3255951192,0.5377018423,-0.0653620412,-0.1006180968,0.0743834246,-0.0779356192,-0.0665588269,3.1708469094,BRCA
GSM481003,0.3007907103,-0.0231692680,0.2285291182,0.1452357401,0.0813775213,0.8260841547,0.2877502063,0.0319777336,-0.1143867374,2.5114432043,0.3973698837,0.0044546400,-0.1516893194,-0.0067144994,-0.0542153045,-0.0776715666,1.7524189089,0.9718543944,-0.0374940587,0.9474795161,0.4162924297,-0.0801793431,2.4163282448,0.0738842817,0.1219394536,0.1072291716,-0.0071023582,0.0284779953,0.1099821702,0.0608519517,1.4016762564,0.6189834172,0.7304989806,0.9542065300,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.1816668325,0.5260021543,1.4940092098,0.8106030215,0.1265427291,-0.0518483993,0.4223379152,1.1333078442,0.1453346393,0.4993370962,3.4451596026,1.8047334209,-0.0432929028,0.2815908568,1.5458108518,-0.1587073663,-0.0553885548,0.0839562974,0.0222191754,-0.0653783161,-0.0640276709,0.1084957430,0.2714031846,0.1190332978,1.6042037287,0.5554000006,-0.0820714727,0.0601921672,0.0502547459,-0.0895141277,-0.0388792324,3.1630465686,BRCA
GSM481004,0.4733082638,-0.0307725794,0.4258645362,0.1557933774,0.2067180860,0.8845133396,0.3929689074,-0.0898153806,-0.1217251004,2.2194539971,0.4676012300,-0.1226504015,-0.2391101478,-0.0146582856,-0.1550597615,-0.1192251319,1.7306030480,1.3618418052,-0.0159967640,0.8814408686,0.4565757285,-0.0795753457,1.9569436598,0.0657351969,0.3341139361,0.2462961586,0.0134470427,0.0473546795,0.3676690033,0.1890115326,1.3433312625,0.5926850402,0.6537542979,0.9630198516,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,0.0046874581,0.5568734760,1.5397735213,1.2435202534,0.1383806468,-0.1085750333,0.5495924441,1.3982536542,0.0639251527,0.0360935164,3.1503309594,1.8457994221,0.0235277364,0.4157156661,1.4715695732,-0.0972555234,-0.0500999228,0.1372055122,-0.1644663710,-0.0186176126,-0.0649329242,0.0092281189,0.2158707039,0.1043470586,0.9148191767,0.4440401822,-0.0403184684,-0.1097274943,0.0654553829,-0.0697609921,-0.0689784308,3.2538585960,BRCA
GSM481005,0.7983672971,-0.0564037240,0.7245277575,0.3356080522,0.1567904450,0.8255034942,0.7559128657,-0.1151153758,-0.1344726894,2.3890128664,0.4302809539,-0.0291266756,-0.1103455591,0.0304015636,-0.0324039441,-0.1194002852,1.6458761891,0.9572651076,-0.0781992578,0.8521304950,0.3903404364,-0.0870296289,1.9105042447,0.1621117626,0.1698534251,0.1025759120,-0.0190676901,0.1093474198,0.3299111068,0.0661443981,0.7793831442,0.5579776450,0.4032124299,0.8978069759,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,-0.0240801696,0.8398691173,1.6021617843,1.1356134855,0.3057993211,-0.0871069950,0.4403047296,1.3712493853,0.0764267961,0.0269206680,3.0240586301,0.9297815149,-0.0208791407,0.3888399490,1.2129281088,-0.1152613652,0.0180744121,0.2881692323,-0.1354474181,-0.0967047377,-0.0950495207,0.0036584168,0.1710501472,0.0457376592,0.9676560569,0.6679200560,-0.0205959372,-0.1005422686,-0.0189860236,-0.0777109925,-0.0328437182,2.9495219735,BRCA
GSM481006,0.6102282105,-0.0841016283,0.5373223195,0.1962778227,0.1713185850,0.8436095273,0.5505344721,-0.0831757725,-0.0930764458,2.7993582883,0.4174783649,-0.0567736244,-0.1162875150,0.0247047886,-0.0854130659,-0.1156318288,1.6704388113,1.0202108809,-0.1245753833,0.8876503406,0.2354427614,-0.1502535146,1.8248747664,0.1676137317,0.3630817666,0.1656357026,0.0079189933,0.0428417770,0.1709810107,0.1223146532,1.0869957842,0.5536829033,0.3889670319,0.6079864987,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.0274722780,0.6594483865,1.5006651944,1.0245994510,0.3482065284,-0.1044239603,0.3909603753,0.9865753614,0.1169393467,0.1963789132,3.3005572359,1.1112692641,-0.0495605654,0.3354175018,1.3122026393,-0.1569815902,0.0128678733,0.2175775908,-0.0939081977,-0.1076792432,-0.1211343683,0.0232389788,0.1520524368,0.1659671659,2.4861626029,0.6600953752,-0.0921381399,-0.1800866224,0.0282734473,-0.0477737337,-0.0144896945,3.2452758550,BRCA
GSM481007,0.3836162349,-0.0341735956,0.5563892530,0.2361548715,0.1613090855,0.8502483182,0.2756707471,0.1382248878,-0.0572355194,2.4604020782,0.2757121727,-0.0662077655,-0.0361999132,0.0693962222,-0.1280388566,-0.0733594329,1.7786090209,0.5586554259,-0.0522174159,1.1560421735,0.2572633833,-0.1095179278,2.0019709589,0.1433539864,0.3024995799,0.1427702047,-0.0179671429,0.0187811776,0.1696192184,0.0016019143,1.3999506757,0.8652860147,0.9225694127,0.8448888773,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,0.1631172095,0.4920493394,1.1625167250,1.0916134130,0.2404658702,-0.0580448157,0.2606000659,1.0516917631,0.1837086821,0.5863196452,3.0947886640,1.6025384089,-0.0361170458,0.2957258879,1.4910032429,-0.0530207068,-0.0621160632,0.2030390211,-0.1150343669,0.0187163064,-0.0768376531,0.0575834834,0.2106971290,0.0523188741,1.9433382069,0.5075207963,-0.0958110776,-0.1181798951,0.0535918136,-0.0277554872,-0.0288348222,3.1452418565,BRCA
GSM481008,0.5217626055,-0.0587467358,0.4762398614,0.2298881953,0.1235255363,0.7475578486,0.9329660580,-0.0208968248,-0.1175224256,2.1300801171,0.4476290999,-0.0606938041,-0.1402303537,-0.0033952392,-0.1012129019,-0.1187962846,1.6622805248,1.0892350491,0.0178068966,1.2938889639,0.3088421996,-0.0895309923,2.1130765477,0.1743810166,0.2535372900,0.0974889337,0.0118374048,-0.0084585631,0.1422189982,0.2086261566,1.2762110606,0.7326664201,0.6263578545,0.9191996994,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,-0.0617019828,0.7504032691,1.5366616944,0.8087446459,0.2826632336,-0.1056714096,0.4047704326,1.0726860836,0.1199409844,-0.0404729063,3.2627433132,1.8644267959,0.0181689856,0.3589827556,1.3571830794,-0.1261704511,0.0012555714,0.1490175020,-0.1333306130,-0.0557772740,-0.0584359721,0.0569410248,0.2046559461,0.0282589524,1.7879559654,0.5698375510,-0.0645745573,-0.1301826210,0.1205493439,-0.0619877508,0.0256024780,3.0182441325,Control
GSM481009,0.5489170128,-0.0990485983,0.4853571055,0.1166496219,0.1377295827,0.6688206773,0.4141671401,-0.0488923291,-0.1562503147,1.7882246540,0.1436777954,0.0736083997,-0.1590186953,-0.0460119554,-0.0669948515,-0.1335508570,1.3427748691,0.4939206066,-0.1014559770,0.5253295350,0.1725846681,-0.0994991177,1.1429168019,0.1793832846,0.1738289398,-0.0915473821,0.0488742741,-0.0390010705,-0.0762975945,0.0623427681,0.6739098801,0.3036365448,0.2731661908,0.7767756040,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,0.0492418256,0.6549914120,1.4563478480,0.4472229415,0.1498070048,-0.1066654161,0.2795271149,0.7096309500,-0.0310865428,0.0173634809,3.2104844170,0.7943820304,-0.1872259752,0.2270372226,0.9630623995,-0.1344264271,-0.0048567386,0.0807280921,-0.1552854501,-0.1408496846,-0.0048604058,-0.0540411155,-0.0395453013,0.0289410084,1.8744594838,0.6280128602,-0.0180100151,-0.1688175578,0.1150749817,-0.1839932921,-0.0467519397,3.2444939763,Control
GSM481010,0.6249280034,-0.0673315320,0.5114652895,0.5424241116,0.2155522405,0.7652878618,0.8322192047,0.0465067223,-0.1162956918,2.1086231072,0.3798376370,-0.0738389365,-0.0893704778,0.0036142197,-0.0403717038,-0.1059277824,1.7509254467,0.9262991083,-0.0727609081,0.9039840400,0.3174347172,-0.0830957172,2.0214559557,0.1744263203,0.5541188944,0.1015663457,-0.0298674571,0.0293902383,0.1907716952,0.1809599443,1.1876550054,0.5544574002,0.2922964417,1.2621549368,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,-0.0599373686,0.7335124992,1.3844987064,1.0618852462,0.3126156600,-0.1128206664,0.5158594621,1.1154199801,0.1620686616,0.0461772423,3.1837559010,1.3407380601,0.0244037201,0.3965836786,1.2152642781,-0.1212306364,0.0688335455,0.2435579410,-0.1347208667,0.0355200546,-0.1376485593,0.0842259519,0.1602419908,0.2118905579,1.7389646856,0.6182664710,-0.1299125630,-0.0495022550,0.0411312059,-0.0594183632,-0.0384227032,2.8713478295,Control
GSM481011,0.3773361022,-0.0442146932,0.3962399713,0.1223588546,0.0813332918,0.7990937517,0.2562781054,-0.1015839284,-0.1143522616,2.7272794777,0.4895673924,-0.0326026935,-0.1973138971,0.0986143788,-0.1512903422,-0.1161616292,1.9492786230,0.8232649406,-0.0331578064,1.1300241724,0.2600992171,-0.0850995498,1.9929131126,0.1905613793,0.1055537684,0.1526722096,0.0004197034,0.0062426176,0.2919988107,0.0443784665,1.0963865406,0.6543434733,0.4712371399,0.7011700384,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.0042137171,0.4358141350,1.4936494496,0.7789269015,0.1755088156,-0.0728182171,0.3978262835,1.5733309313,0.2404869166,0.0494558051,3.1741475263,1.5971835990,-0.0108052118,0.2711141126,1.4994342731,-0.0789207903,-0.0475626586,0.0857347009,-0.1223144881,-0.0023091357,-0.0547222076,0.0532967153,0.1473947284,-0.0562693753,1.6864269676,0.3199764860,-0.1162713636,-0.1151434371,0.0423373656,-0.1343319207,-0.0177523182,3.1517891138,Control
