@relation data

@attribute id string
@attribute 10818 numeric
@attribute 117145 numeric
@attribute 1796 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 1981 numeric
@attribute 208 numeric
@attribute 2246 numeric
@attribute 2247 numeric
@attribute 2248 numeric
@attribute 2249 numeric
@attribute 2250 numeric
@attribute 2251 numeric
@attribute 2252 numeric
@attribute 2253 numeric
@attribute 2254 numeric
@attribute 2255 numeric
@attribute 2260 numeric
@attribute 2261 numeric
@attribute 2263 numeric
@attribute 2264 numeric
@attribute 2475 numeric
@attribute 2549 numeric
@attribute 26281 numeric
@attribute 27006 numeric
@attribute 2885 numeric
@attribute 29904 numeric
@attribute 30849 numeric
@attribute 3265 numeric
@attribute 3643 numeric
@attribute 3667 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5140 numeric
@attribute 51422 numeric
@attribute 5170 numeric
@attribute 51719 numeric
@attribute 5289 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53632 numeric
@attribute 54106 numeric
@attribute 5494 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 57521 numeric
@attribute 57761 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 6009 numeric
@attribute 6194 numeric
@attribute 6198 numeric
@attribute 64223 numeric
@attribute 6654 numeric
@attribute 6794 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute 7529 numeric
@attribute 8074 numeric
@attribute 81617 numeric
@attribute 8660 numeric
@attribute 8817 numeric
@attribute 8822 numeric
@attribute 8823 numeric
@attribute 92335 numeric
@attribute 9365 numeric
@attribute 9965 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0817256414,0.8929513389,0.5558045100,0.3262102189,1.8609808237,1.8144485811,0.3070585448,0.4005037867,1.4662565868,-0.3382657527,-0.1637894607,0.0423883938,-0.0789105450,-0.1835471225,-0.1784941036,0.9802456894,-0.2128394697,0.7671700831,0.3564960172,-0.0245002637,-0.1030828056,0.3341965944,-0.0440006720,-0.0548844147,-0.1117901680,1.6104626348,1.5136076567,-0.0110824349,0.8212452234,0.6250920711,0.4233776481,0.1314761901,0.8848718814,-0.1141703329,0.4646742284,0.6485961018,0.6606304159,0.0030475648,0.3417825494,-0.1444193100,0.0027666772,1.1555331424,-0.1558575333,-0.0664558089,0.8506882505,0.3637731535,0.0360623569,0.3142809994,0.3793039653,1.2135343187,0.3768321643,1.1201675758,0.1390805759,0.6337921652,0.4715786245,0.2761137816,0.3860900013,0.3611703006,1.4831877461,0.2291788254,0.5399298057,-0.0234144181,0.6672608734,0.6461576278,0.2109833946,2.8529286943,-0.0015161114,-0.0728645358,2.0734447259,-0.1745970876,-0.0903077807,-0.2088890599,0.5674426320,-0.1571074808,0.0419202449,BRCA
GSM481003,0.0716505946,0.6741840311,0.4904778033,0.3141217654,1.5956025160,1.8065191086,0.3973698837,0.1758809089,0.8964592206,-0.2850047221,-0.1434229577,0.0926921632,-0.0066532614,-0.0728579718,-0.1638259880,0.0813052387,-0.0736076530,0.6890013869,0.1880895506,0.0358023894,-0.0909988437,0.2224102620,-0.0126969719,0.0445482302,-0.0766068835,1.7524189089,1.6201723135,-0.0026054279,0.9474795161,0.3822052918,0.6166785513,0.0738842817,0.9542065300,-0.1223087592,0.6159307871,0.6032710826,0.5657813285,0.0041594008,0.1791957579,-0.1042557524,0.0220997693,1.4443705760,-0.2066124493,-0.0716271501,0.6807385378,0.1332963157,0.2133807744,0.4006217571,0.2187216153,1.0570318964,0.4223379152,1.1333078442,0.1453346393,0.8180099063,0.2585720528,0.0626567465,0.2815908568,0.2914806832,1.1764485384,0.1360396983,0.5658434408,-0.0553885548,0.7261097359,0.7252464143,0.3472401411,2.9574292897,-0.0430796704,-0.0650269948,1.8359449339,0.5728807339,-0.0809641641,-0.1125676493,0.5324282837,-0.1444994799,-0.0570453447,BRCA
GSM481004,0.0263763340,1.0500679363,0.9364781044,0.1372993612,1.3697862736,1.9039075164,0.4676012300,0.1386675698,1.3041996507,-0.2088831768,-0.0819836333,0.0927509315,-0.0265844908,-0.1515843597,-0.1049651459,0.2648918796,-0.1151426459,0.9790825484,0.1091117792,0.0292044833,-0.0771368443,0.2934368548,-0.0706596330,0.0146394336,-0.0683433417,1.7306030480,1.7924202814,-0.0561268676,0.8814408686,0.6121315457,0.7089324468,0.0657351969,0.9630198516,-0.1237888440,0.5280265394,0.6172203298,0.5105410854,0.0184804183,0.1934292825,-0.0326631340,0.0015714503,1.2018412555,-0.1558413584,-0.0003620527,0.7755780015,0.2730250218,0.1387292464,0.4834087469,0.3671485339,1.1893046432,0.5495924441,1.3982536542,0.0639251527,0.7314483158,0.4018767920,0.0687684595,0.4157156661,0.2851919761,1.2398634733,0.0275244191,0.7046424368,-0.0500999228,0.6515845122,0.7122327256,0.3063080642,2.9679501614,-0.0443971808,-0.0573928333,2.0852232943,-0.0784079787,-0.0389916082,-0.0935562035,0.7119792320,-0.1420018374,0.0079764008,BRCA
GSM481005,0.1587998021,1.0804211942,0.8108165357,0.6032439420,1.2945557835,1.6503758782,0.4302809539,0.4165089093,1.9510064722,-0.2288321169,-0.0601882339,0.0649406199,0.0142845899,-0.1175328442,-0.1386003272,0.0973181189,-0.1788496879,0.7864466107,0.1276287068,-0.0069422218,-0.1093433131,0.2603539082,0.0667266736,-0.0426286542,-0.0838590852,1.6458761891,1.4635358817,0.0140015064,0.8521304950,0.6762891889,0.5900625983,0.1621117626,0.8978069759,-0.1051687980,0.5488899600,0.8054027840,0.8912569354,0.0194684336,0.2936143763,-0.0949890131,0.3289049813,0.9524374414,-0.1503564806,-0.0973110587,1.0807385933,0.4465344528,0.3050140299,0.2665077821,0.5788243846,1.2283004059,0.4403047296,1.3712493853,0.0764267961,0.5269451293,0.1130118881,0.2919591999,0.3888399490,0.4454386475,1.1002343889,0.6309395681,0.4047300673,0.0180744121,0.6276260959,0.5899713008,0.2905315393,2.7884811720,0.0054800041,-0.0534741153,1.7138396081,-0.0920607273,-0.0705167979,-0.1109637346,0.6620328182,-0.2308691972,0.0134637390,BRCA
GSM481006,0.0596700721,0.6378079136,0.8002853990,0.4558320585,1.7321545370,1.9735737899,0.4174783649,0.1843408870,1.5371320303,-0.2564735141,-0.1402315589,0.1443441517,-0.0571296349,-0.0397722821,-0.1384488494,0.3318931878,-0.0880568497,0.7809424383,0.1889006213,0.0993249042,-0.0699033873,0.2802438269,0.0249074433,0.0062245659,-0.0847711218,1.6704388113,1.6627693193,-0.0012283850,0.8876503406,0.7844898559,0.8372901850,0.1676137317,0.6079864987,-0.1197130421,0.4568939241,1.0976617766,0.8934054012,-0.0032555915,0.2433270854,-0.0674328190,0.2390861619,1.1112498336,-0.2304550494,-0.0106408464,0.9090960224,0.4219468927,0.2677976949,0.3170180266,0.4696057636,1.2341631519,0.3909603753,0.9865753614,0.1169393467,0.5587403923,0.4371366945,0.3084470431,0.3354175018,0.3612289667,1.2477024343,0.4139080834,0.4619503272,0.0128678733,0.7024776620,0.4693815617,0.1776633329,2.8086695909,-0.0711789375,-0.0648038915,2.2371679245,-0.0380559807,-0.0715835172,-0.1880300533,0.5007980014,-0.0276175613,-0.0687370606,BRCA
GSM481007,0.1198731392,0.4435967583,1.3824942856,0.1246853065,1.8791123627,1.9353584261,0.2757121727,0.1804910389,0.8173586216,-0.2215980369,-0.1242752757,0.0176982942,-0.0954161260,0.0143697009,-0.0085652209,0.0989888540,-0.1471144284,0.8321013450,0.0605680165,0.1629018979,-0.0779493696,0.0997455566,0.0453880563,0.0133949621,-0.0762144797,1.7786090209,1.2406000081,0.1627267918,1.1560421735,0.5156040350,0.7127858588,0.1433539864,0.8448888773,-0.0808475885,0.4850304085,0.8467260383,0.6600428571,-0.0302347181,0.1014056848,-0.0381952070,0.1471414633,1.4279245571,-0.1132943790,-0.0579688576,0.8778631672,0.2078037398,0.3047560774,0.2882899219,0.2363376082,1.2034804754,0.2606000659,1.0516917631,0.1837086821,0.5848846408,0.4146404365,0.0113657976,0.2957258879,0.3689319468,1.0543329066,0.1694968132,1.0905699930,-0.0621160632,0.8674837843,0.6344853499,0.1454368461,2.4307935001,-0.1081946510,-0.0194338205,2.4773025594,0.1805636762,-0.0477230673,-0.1456739426,0.4574875232,-0.0125391257,0.0263073953,BRCA
GSM481008,0.1392973854,0.9559558100,0.7773364465,0.4269127093,2.0799901485,1.2397531411,0.4476290999,-0.0137416762,1.7273593321,-0.2676854007,-0.0694569153,0.0918449993,-0.1189581165,-0.1574331170,-0.1085499939,0.1000035283,-0.2347351296,0.6478463703,0.7586034234,-0.0701674019,-0.0338212700,0.1532034397,0.0036240915,-0.0495287818,-0.1104093342,1.6622805248,1.4130563687,0.0592549998,1.2938889639,0.4908562510,1.0194556943,0.1743810166,0.9191996994,-0.0952298134,0.2731108888,0.6941363809,0.8142788393,-0.0465668528,0.1758980179,-0.0852505426,0.0879067641,1.1462765579,-0.1627681106,-0.0964413439,1.0422469492,0.4401012863,0.0270310399,0.2632278906,0.2450710803,0.7244602077,0.4047704326,1.0726860836,0.1199409844,0.7781820617,0.5422488834,0.2813343574,0.3589827556,0.2877606133,1.1706224757,0.5929385196,0.8044336510,0.0012555714,0.6947962312,0.9728959521,0.2522952942,2.7709575175,-0.0622367617,-0.0626289225,0.9513051909,-0.0854781403,-0.0297003209,-0.1266960472,0.6468804688,-0.0957566377,-0.0720200437,Control
GSM481009,0.1215698393,0.6430202209,0.4482306284,0.2450311447,1.2341214847,1.0962117666,0.1436777954,0.0501539420,1.5008071209,-0.4104221016,-0.1548736967,-0.1172499550,-0.0862898211,-0.1548589820,-0.2617849675,0.2252072340,-0.1405108952,0.6368520430,0.1900964379,-0.0829177966,-0.1588686100,0.1104632507,-0.0314803283,-0.0803587236,-0.1980618957,1.3427748691,1.2290664523,-0.0143280572,0.5253295350,0.5325309358,0.4139739338,0.1793832846,0.7767756040,-0.0923682777,0.3031819166,0.5816204784,0.6071586992,-0.0341326128,0.2437746771,-0.0950082633,0.1336468826,0.6547553167,-0.2230458952,-0.1029173690,0.8787150404,0.3317766436,0.0109881255,0.1414522223,0.4068521300,0.8363790043,0.2795271149,0.7096309500,-0.0310865428,0.4659746281,0.5468757408,0.0240920140,0.2270372226,0.1606066669,1.2982513061,0.1911922992,0.1962660708,-0.0048567386,0.4310861530,0.6165513101,0.0955880366,2.7177316307,-0.0150270709,-0.0793077875,1.9888664977,-0.2324844727,-0.3273887701,-0.1882797322,0.4213495773,-0.1223679471,-0.0925452319,Control
GSM481010,0.2266050119,1.2125423061,0.6904408708,0.6958391050,1.9422432633,1.6463849895,0.3798376370,0.2970347183,1.6721953209,-0.1875123516,-0.1724767346,0.0406016846,0.0215028596,-0.0336033410,-0.1371475991,0.3330581750,-0.1302887527,0.6649437760,0.6001244409,0.1847581224,-0.0719828702,0.3681621031,0.0407826927,-0.0998627818,-0.0609534834,1.7509254467,1.4177720431,0.1721039183,0.9039840400,0.6626793060,0.5420321556,0.1744263203,1.2621549368,-0.1044027387,0.8215701136,0.6870637622,0.8830358223,0.1088330450,0.2892597577,0.0721562371,0.1319778106,1.1194783820,-0.1390014389,-0.0688042777,1.0758131399,0.3572219872,0.5812155417,0.3280633487,0.4695603981,1.0363030962,0.5158594621,1.1154199801,0.1620686616,0.7239468619,0.4609089670,0.3278113926,0.3965836786,0.3818521746,1.3803528878,0.5689818496,0.5605236076,0.0688335455,0.6138395346,0.7258119862,0.2539266995,2.9788210231,0.0047047824,-0.0406932327,1.8940424562,-0.0761337083,-0.1097348753,-0.1374656656,0.3944462617,-0.0948341658,-0.0137506702,Control
GSM481011,0.0965183850,0.6351075991,0.8965701946,0.3554290061,1.8786059805,1.9729355432,0.4895673924,0.2038976437,1.3762822775,-0.2712573674,-0.0989124637,0.1433807857,-0.0501932576,-0.1456827354,-0.1448157020,0.0247541489,-0.1112868065,0.8908285292,0.5873739024,-0.0041099036,-0.0259157158,0.1710649889,-0.0182466034,0.0487088491,-0.1341618318,1.9492786230,1.5342162812,-0.0587803199,1.1300241724,0.3276135183,0.5721479334,0.1905613793,0.7011700384,-0.1179518423,0.5831935987,0.9310768999,0.4189817042,-0.0071498524,0.2223992294,-0.1192103243,0.0018939260,1.3710955015,-0.1638879136,-0.0975409582,0.7262114606,0.2984264700,0.2009746619,0.3781177578,0.2694914768,0.9615260942,0.3978262835,1.5733309313,0.2404869166,0.7646111929,0.5185265392,0.0029051673,0.2711141126,0.2344221220,1.1968973041,0.2854890496,0.7087018626,-0.0475626586,0.6972152445,0.5511031762,0.2728890434,2.4501155933,0.0352136216,-0.0355642655,1.9250442030,-0.1202908706,-0.0713302011,-0.1202674869,0.8399777501,-0.1475176293,0.0779533492,Control
GSM481012,0.0825476711,1.1766612597,0.4979056842,0.2910755047,1.7686657459,1.6689007002,0.2876286948,0.2327314265,1.5463911854,-0.2205015724,-0.1213319780,0.0139626745,-0.0190677706,-0.1340256597,-0.1399988334,-0.1033243983,-0.1124120980,0.7691077267,0.2301909592,0.0221450424,-0.0848233818,0.2847575255,-0.0206655163,-0.0361486374,-0.1432007951,1.5784882939,1.4462995231,0.0197970212,0.8123865621,0.6371341833,0.6303737346,0.1563635992,0.9596517943,-0.1096207496,0.4073431280,0.4757167012,0.7123553163,0.0060047386,0.2830991491,-0.1024960368,0.1236136932,1.0652331748,-0.1786582074,-0.0850336864,1.0014921192,0.4087869638,0.0076115517,0.3879325633,0.4391647754,1.0509915650,0.4602609591,1.1019343174,0.0911824431,0.5430905292,0.8971969615,0.2333052336,0.3464573934,0.2703565905,1.3140838876,0.4983770618,0.5018029793,-0.0046310019,0.6466005790,0.9469613013,0.2857080279,2.9263947011,-0.0597629346,-0.0702935101,2.0677769118,0.0721900557,0.0441607688,-0.0938526020,0.5920915937,-0.1466729679,0.0472171163,Control
