@relation data

@attribute id string
@attribute 11182 numeric
@attribute 11254 numeric
@attribute 114134 numeric
@attribute 115584 numeric
@attribute 126969 numeric
@attribute 1317 numeric
@attribute 146802 numeric
@attribute 148867 numeric
@attribute 154091 numeric
@attribute 155184 numeric
@attribute 169026 numeric
@attribute 200010 numeric
@attribute 204962 numeric
@attribute 23446 numeric
@attribute 23516 numeric
@attribute 23539 numeric
@attribute 254428 numeric
@attribute 25800 numeric
@attribute 26266 numeric
@attribute 27173 numeric
@attribute 283375 numeric
@attribute 284111 numeric
@attribute 29985 numeric
@attribute 29986 numeric
@attribute 29988 numeric
@attribute 30061 numeric
@attribute 340024 numeric
@attribute 345274 numeric
@attribute 348932 numeric
@attribute 4891 numeric
@attribute 51458 numeric
@attribute 54716 numeric
@attribute 55117 numeric
@attribute 55244 numeric
@attribute 55630 numeric
@attribute 55676 numeric
@attribute 56606 numeric
@attribute 57127 numeric
@attribute 57153 numeric
@attribute 57181 numeric
@attribute 6005 numeric
@attribute 60482 numeric
@attribute 64116 numeric
@attribute 64849 numeric
@attribute 64924 numeric
@attribute 6513 numeric
@attribute 6514 numeric
@attribute 6515 numeric
@attribute 6517 numeric
@attribute 6518 numeric
@attribute 6523 numeric
@attribute 6524 numeric
@attribute 6526 numeric
@attribute 6529 numeric
@attribute 6530 numeric
@attribute 6531 numeric
@attribute 6533 numeric
@attribute 6534 numeric
@attribute 6536 numeric
@attribute 6538 numeric
@attribute 6539 numeric
@attribute 6540 numeric
@attribute 6556 numeric
@attribute 6561 numeric
@attribute 6563 numeric
@attribute 6566 numeric
@attribute 6570 numeric
@attribute 6571 numeric
@attribute 6582 numeric
@attribute 66035 numeric
@attribute 7779 numeric
@attribute 7780 numeric
@attribute 7781 numeric
@attribute 7922 numeric
@attribute 80736 numeric
@attribute 81031 numeric
@attribute 8170 numeric
@attribute 84102 numeric
@attribute 9058 numeric
@attribute 9123 numeric
@attribute 9152 numeric
@attribute 9194 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.922498552,5.768456458,5.238988625,5.217435519,8.637622132,9.827049342,5.298302041,10.8849167,8.790251655,4.972246049,5.551986008,5.26866948,5.06588596,11.21894615,9.237718535,5.468103682,8.982994377,9.977352828,5.213358218,11.63896089,4.845504173,5.68566776,8.45713426467,5.51286784,10.62563148,8.9131668135,5.331285345,5.931807875,5.461406798,11.37306376,6.001133,5.62576092033,5.27337129767,7.003324298,6.13717760167,5.8848398825,6.29722834833,4.590429601,11.90810746,7.822253937,5.50383468,5.127232159,7.945380115,5.709050785,7.42359036275,8.66464383,5.583993803,12.16931758,5.689167221,8.379801934,7.932570767,5.0018756795,6.821490596,5.9351921825,6.106961344,5.768456458,6.513534664,5.323380202,6.500850989,6.114997467,6.764278222,7.569705873,5.5377130695,5.0986648325,6.529395814,5.431465218,6.0090461875,4.678374372,5.31165512067,6.98130382425,7.670390317,5.3719111385,6.508591568,6.90980073,9.37475958533,8.294360192,6.835548718,7.168850407,5.955075184,8.761053454,5.193979903,6.761687933,Control
GSM427159,6.511440859,6.120295558,5.46091556,5.327517838,8.447539034,9.916671122,4.839721879,11.19005631,7.937140034,5.10518698,5.305433649,5.748737112,5.028581582,11.274805115,8.520403709,6.060593939,8.668708735,9.282692279,5.34066129,11.61468237,5.521373712,5.703911357,7.984585417,5.272407006,10.45470056,9.6968987015,5.091500179,5.137924845,5.488009811,11.77608148,5.327517838,5.512693792,5.252763136,7.55297859,5.829782052,5.6347907735,6.377668927,5.244897759,12.06237178,7.281144442,5.119990277,5.609778043,7.416380094,6.061599516,7.3187644515,10.69176121,4.472869269,11.62934992,5.667687262,6.816347305,9.013141976,5.442423177,6.247268302,5.856286743,5.865245331,5.296651267,5.722746919,5.70044752,5.81853895033,6.170531632,6.57376504,7.354075509,5.6271246685,4.975314437,5.7333967435,5.272407006,6.0283817415,4.928146734,5.11299475667,7.06582258375,7.0284551455,5.391288864,6.493339608,6.578504214,9.95462042633,7.6277610105,5.938057117,6.282676674,6.303603253,9.024558716,5.398154738,6.199285243,BRCA
GSM427160,5.92077637,6.009611007,5.507645012,5.862458365,9.172571974,10.21241769,5.661572365,10.75543866,7.790154807,4.997530935,6.651414562,5.351390919,5.572595075,11.32517537,9.006046297,6.431335148,8.388362979,9.8147470395,5.616777635,11.75880629,5.190428437,6.355928609,8.61625597633,6.165314669,10.66108355,8.725016115,4.933585915,4.806596392,5.527329405,12.48766051,5.976026323,5.10930094267,6.04030035,7.237356075,6.186777119,5.9287985345,6.96420242433,5.135874705,12.26224618,7.580562199,4.900397403,4.894588914,8.023580623,5.99024439167,7.61397014875,9.826628375,4.910026549,9.970178212,5.690704299,6.761953818,10.42293494,5.0734562765,6.94883771,5.3477534515,5.819930778,6.045110507,6.045110507,6.223234887,6.170028363,6.018484655,5.823119603,7.585452943,5.528820191,5.4967751255,5.737270032,4.544584798,6.337309544,4.991874681,5.21959765733,7.2942256675,6.915674034,6.343871144,6.285638602,6.4920726355,9.84120043033,8.4136452525,5.914212446,6.427610886,7.793214948,8.784374029,5.455336468,5.492342928,BRCA
GSM427162,6.635867278,5.868397398,6.195254695,5.04506203,7.867373153,10.05847247,5.450890591,11.33541843,7.067491166,4.410788833,5.754627826,5.193979903,5.615748247,10.627914221,8.762250076,6.086407617,8.289605251,8.7376236385,5.418368122,11.49792431,5.072117861,6.734273105,8.38537217033,4.92244912,10.78687017,8.5776397925,4.978894894,4.814821191,5.397812585,12.62053951,5.989826604,5.62948878067,5.50990679433,7.706567029,6.40419868233,5.5283107075,6.32275632667,5.427950757,12.3148028,7.575787159,4.863456876,5.611623335,6.6836240505,6.16094966767,7.15925037975,9.749233029,5.470383322,10.28488803,5.801553978,7.138991368,8.670710349,5.0338321305,6.855494947,5.2701800755,5.838328613,5.574564199,6.350944152,6.269599511,6.403923036,5.372439586,5.767662245,7.855695631,5.288537543,5.416153022,5.9272369285,4.53376448,5.9487171785,4.700180125,5.19324693833,7.089594169,6.1062460765,6.2996631175,6.979113971,7.1447332125,10.3978884893,7.3911685565,6.060593939,5.767662245,6.599433568,9.184485567,5.515077886,5.387682411,Control
GSM427163,6.32067026,6.449359668,5.527485802,5.44461013,8.782524158,10.05577764,6.200413743,11.08301405,8.484542105,4.997982479,5.641409649,5.349976695,5.308895293,11.141169275,9.136774003,5.989826604,9.070765735,9.772124792,5.473471368,11.57831621,5.458948931,5.559347452,8.42176354367,6.657215268,10.06652016,9.154963083,5.014814152,5.137105138,5.846249617,11.95582434,5.368603583,5.743107481,5.66717945833,7.144329712,6.188114085,5.604541363,6.984509024,5.546825987,12.21931837,7.769244655,4.753299027,5.193782829,8.2975958675,5.63331048667,7.67936424275,9.520845097,4.327000131,10.13846417,5.981630781,6.615780886,11.02316716,5.125466333,6.444729694,5.2093270295,5.60541377,5.384232247,6.097300677,5.694748763,5.71526054667,5.567432314,5.887775801,7.6916757,4.8281878055,5.0802106475,6.3526485135,4.44414752,5.9308621315,5.287630431,5.48127610967,7.35765897575,7.235130449,7.8166804215,6.418532045,6.7425949565,8.89000289367,8.1011415635,5.808521004,6.107798352,7.620478507,8.869887692,5.561716584,6.172883123,BRCA
GSM427164,6.138226355,6.091917306,5.784118687,5.148742216,9.400164915,10.45416076,5.294814856,11.08650467,8.192984556,4.569953748,5.206341637,5.594855484,5.470383322,11.310981345,9.878281298,6.154570678,8.201365689,10.1448920925,4.930514115,11.44400817,5.524354632,5.793643135,8.406476574,5.94146509,10.18842847,9.8857967685,5.476714818,5.538857248,5.226326687,11.48849306,5.950883181,5.778198725,5.559406031,7.188195976,5.809312255,6.0275078965,6.876219611,5.167128322,12.45804007,7.97200492,5.08535162,5.614718124,9.145222526,5.45460174567,8.04541452825,11.12792359,4.925775462,12.45384813,5.889480387,8.73811855,10.31961599,5.156391113,6.506966537,5.5673621845,5.614718124,5.453691444,6.448203566,5.541879718,6.02055141967,6.338964187,6.545354989,8.11790425,5.950090438,5.010514238,5.7156294625,5.476714818,6.1690446775,5.346435058,5.28269905433,6.81445758325,7.910038365,5.23914898,6.664806802,6.600066487,9.40740918233,8.2961958475,5.630093262,7.215511462,6.576072831,10.14832758,5.298302041,6.71596585,BRCA
GSM427165,6.032327486,5.630093262,5.422410676,5.046808884,6.86505622,10.12324558,5.55659131,12.1278268,6.579810423,5.606746643,5.72962839,5.250782787,5.42627419,10.621938286,7.863769878,6.843296507,7.598389632,8.2547294505,5.375918034,11.03341975,5.701348918,6.405103693,7.99577067533,5.79064906,10.75523626,9.644087332,5.009001383,5.057462456,5.51191964,12.08864757,6.371171674,5.613409385,5.46829707167,9.254108071,5.99142993067,5.449610566,6.26588569733,4.904497645,12.79680929,7.243509918,5.337721125,5.532793245,5.766649463,6.152368983,7.180343436,10.06394142,5.323740468,10.8936127,6.082580853,6.531268867,7.364180901,5.055697203,8.114602741,5.0847821665,5.84687641,5.438302209,6.162699096,6.420386078,5.98900522133,5.328236218,5.451550105,8.410834102,5.5802124235,5.3282222095,5.8788827235,5.072332275,5.9039758895,4.754902895,5.298810938,6.73949764525,6.771950497,5.493341165,7.873876433,7.396089416,10.0708399377,7.2311004805,5.857863615,6.11442494,5.78346402,9.721262049,5.491381137,5.499615714,BRCA
GSM427166,7.138325884,5.77400374,4.699347423,5.238893118,8.988642886,9.469031811,5.384232247,10.74199802,9.14804506,4.607083101,5.261917434,5.502721434,5.483018649,11.78482894,9.257317784,5.725748823,8.364934729,10.807950895,5.555364666,11.84964955,5.632130956,5.881671501,8.21093983167,5.692100223,10.33946621,9.546740352,5.517599514,5.502721434,5.431465218,11.37601291,5.908579513,5.125380425,5.56641064433,7.454630623,5.94701984467,5.8944169375,6.948572356,5.380600673,12.01315176,7.109938036,5.593212758,4.937828406,8.4683291645,5.83979863833,7.757395365,9.624905607,4.795729695,11.38319952,5.931807875,6.868270444,9.259184861,5.588220356,6.284574859,5.6884574505,6.269599511,5.751417692,5.948315392,5.796890531,6.298770935,6.401140314,6.518460881,8.337132512,5.53698537,5.315847896,5.7651312615,5.325720324,6.003278972,5.479142629,5.536409134,7.11273270475,7.468864969,5.333522519,6.92202275,6.5768553575,9.345174169,9.2461400085,5.418368122,7.031828341,6.670766438,9.066352354,4.96879493,5.596496342,Control
GSM427167,6.366327132,6.74994022,5.007656643,5.72533984,9.135248271,10.15138482,5.686368332,10.6623838,8.151525421,5.233246971,4.920187583,5.370871545,5.81109287,11.208263815,9.139564862,5.229983196,8.006636221,10.111184766,5.119990277,11.66148208,5.316518,6.153507065,8.577650556,5.773476345,9.846936382,9.200348526,5.015037253,5.126612849,5.714802736,12.00382718,5.976026323,5.568093651,5.44818430667,7.236830112,6.11354048767,5.661445564,6.54045026533,5.082799703,12.30980751,8.061737221,5.244897759,5.210049084,7.465204609,5.54959364533,7.45045382825,9.281942267,4.920187583,11.4905076,5.950124992,7.027217996,9.507616831,5.1334489805,6.048874401,5.4521769945,6.229881685,5.450725666,5.572973961,6.273521134,6.07696360667,6.134432096,5.210049084,7.53391589,5.127133633,5.698584038,6.08603641,5.262293378,6.1068277495,4.528802152,5.289983942,7.0342070535,7.677275429,5.200469216,6.471476576,7.2746804675,9.8854642,8.538371432,5.354744155,6.646454756,7.234963788,8.895212575,5.631258011,5.745513828,BRCA
GSM427169,6.54404145,6.268944869,5.404640262,5.427112717,8.947652369,10.74565776,5.800260087,11.52942337,7.822700078,4.993460669,5.353156751,5.072117861,4.953278335,11.67164045,8.548572569,5.841099622,8.690452999,10.079636319,5.2209212,11.4316675,5.029686155,6.448657859,8.62047820133,6.221350881,10.83660293,8.8874056125,5.181511332,5.224977213,5.828143626,11.99021932,6.161087152,5.24527302333,5.77867082433,7.150486375,5.81250177733,6.0060204585,6.05532912033,4.671880991,12.3968015,7.166843776,4.596397442,5.279296008,7.200159023,5.808545177,7.315365068,9.610619386,5.190230876,10.32699711,6.047566334,6.734103713,8.198618308,5.270866576,7.667166773,5.098264803,5.921252584,5.546594509,5.598879718,5.464350722,6.37279699967,6.114997467,6.878728789,7.875228881,5.131613837,5.381065434,6.7010699,5.557663769,5.9919443845,4.596397442,4.91855735333,7.1030434315,6.7023029305,6.1575227615,6.892090812,7.035585071,10.679539821,8.1645804415,6.066687273,6.286054636,7.051402352,8.593410849,5.172738766,6.097511381,BRCA
