@relation data

@attribute id string
@attribute 102 numeric
@attribute 1020 numeric
@attribute 10476 numeric
@attribute 10975 numeric
@attribute 11261 numeric
@attribute 125965 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 163688 numeric
@attribute 170712 numeric
@attribute 2081 numeric
@attribute 22926 numeric
@attribute 23236 numeric
@attribute 23385 numeric
@attribute 23621 numeric
@attribute 25825 numeric
@attribute 2597 numeric
@attribute 27089 numeric
@attribute 2776 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 2932 numeric
@attribute 29796 numeric
@attribute 3028 numeric
@attribute 317 numeric
@attribute 322 numeric
@attribute 3416 numeric
@attribute 348 numeric
@attribute 351 numeric
@attribute 355 numeric
@attribute 3553 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 374291 numeric
@attribute 4023 numeric
@attribute 4035 numeric
@attribute 4137 numeric
@attribute 4311 numeric
@attribute 4694 numeric
@attribute 4695 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4700 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4731 numeric
@attribute 4842 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 506 numeric
@attribute 509 numeric
@attribute 51079 numeric
@attribute 51107 numeric
@attribute 513 numeric
@attribute 515 numeric
@attribute 517 numeric
@attribute 518 numeric
@attribute 51806 numeric
@attribute 522 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 539 numeric
@attribute 54205 numeric
@attribute 54539 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 55851 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 55967 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 56901 numeric
@attribute 572 numeric
@attribute 6263 numeric
@attribute 637 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 63928 numeric
@attribute 6622 numeric
@attribute 6868 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 823 numeric
@attribute 824 numeric
@attribute 836 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 84701 numeric
@attribute 8772 numeric
@attribute 8851 numeric
@attribute 8883 numeric
@attribute 9167 numeric
@attribute 9377 numeric
@attribute 9451 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6417735841,0.2786905493,-0.0215002628,1.6065710011,0.8611027989,0.0452027960,1.6446689579,1.8628853585,3.2848619714,-0.1795716221,2.8402468762,2.2213181482,3.9704894124,3.5314908823,3.8822471500,0.8401468646,-0.1286174089,-0.2380626956,0.0737474438,0.1757048886,0.2858521625,0.4093161449,1.4015518332,1.4542349377,4.2395171323,3.0968976021,0.4478188096,-0.1630744558,0.0317033734,-0.0107358682,0.0490472844,0.3129714777,0.8950817100,0.6030484959,1.7214164734,0.1030333459,-0.1563498279,0.0415487816,-0.0529011419,1.4021717074,0.2668822305,0.4983481401,0.2178563230,-0.0355535233,0.0663673716,0.2756530001,-0.1117923361,0.5730880462,-0.0592904144,0.0005847169,3.0387252171,2.4601182936,1.6357717365,3.2205805777,0.2486950680,1.7164077479,1.4395218045,2.3227324934,2.5074842997,0.1886901377,2.1677986682,1.0677903328,2.1220440027,0.6539471631,2.3124258220,0.2487115003,1.2550506103,0.9883646533,1.0886668603,2.4376149177,2.6906381844,0.2597110026,1.6307654231,1.8365079166,1.7503142655,0.7752949819,2.4476711284,1.6104773722,0.7241713291,-0.1915679172,-0.0559130493,1.9343319144,-0.1041749746,3.1079884368,1.4961043072,2.1798728151,0.7524875518,2.3329411819,0.2996721839,0.0318749008,2.4994129381,-0.0724848310,2.2702302934,-0.0931709614,1.4761069679,-0.1197500205,0.9096642471,-0.0182527169,2.4433588329,0.6486776985,1.4788247029,1.0400522820,0.1612316305,0.0779468772,0.3768321643,1.1201675758,2.8299887477,0.2626772636,0.4059866449,-0.2001390617,0.3923970497,0.0101528064,0.6887301476,0.4090528326,0.8865274853,-0.1447931698,-0.0013623473,0.8307499480,-0.1203307158,1.4667636421,1.1971655047,0.1019727320,0.6689030316,0.0616552577,-0.1493906910,-0.1655657803,-0.1343908462,1.3564936234,0.8265591783,2.7038153726,-0.1556674652,1.3080145917,1.5702710054,0.0052920096,0.5470014745,0.1048994176,0.3441887239,0.1123361526,1.1454639601,0.0399173285,0.7932881921,3.7984867777,0.9859425634,0.0167097403,BRCA
GSM481003,0.4480045975,0.6233459933,0.0133476024,1.5810831739,0.8260841547,0.0109310431,1.9038892528,2.0211641467,3.1046462550,-0.0146273619,3.1145976185,1.4077368268,4.1521382630,3.0898873807,4.2017644346,1.2373216148,-0.0698493385,-0.2188028161,0.0263771628,0.0997514228,0.1101227322,0.4201771034,1.3245418389,1.4498862293,4.1421803630,3.2187410724,0.2624370770,-0.1368268711,-0.0741480512,-0.0093582275,0.0126731734,0.3069249565,0.9718543944,0.7621036256,2.0575677156,0.1110656509,0.0215885062,0.0719459752,0.0559834509,1.4435276514,0.0943974674,1.0770822940,0.0514344826,-0.0627746906,0.4280975269,0.4606401824,-0.1283536547,0.3305228854,-0.0174875173,-0.0290859851,3.0341599252,2.5814743936,2.0847374051,3.1737505597,0.2942398865,1.7054112518,1.4585310220,2.1807312070,2.8132060766,0.2197001022,1.8525355755,1.1325404544,2.3613689826,0.7158783051,1.9804784506,0.3181647626,1.2617161914,1.1800323744,1.3887933741,2.8087391850,2.5457379668,0.1923796521,1.8500925974,2.0938445861,2.1084910929,0.4973504533,2.6695610268,2.1247192935,0.7272023059,-0.1437845464,-0.0285004068,1.7734545548,-0.1329245619,3.3465057213,1.4620030204,2.1980750817,0.9200572537,2.6818014682,0.2160831658,0.0157527676,2.6718154326,-0.0365504050,2.1873705387,-0.1266500411,1.5995909609,0.2789530126,0.9493483220,0.1319214864,2.5594494092,0.5260021543,1.4940092098,0.8106030215,0.1265427291,0.1501637864,0.4223379152,1.1333078442,2.7096900718,0.1710262043,0.5494550661,-0.1427519776,0.8256779464,-0.0337528436,0.7906400810,0.3497496598,0.6315070663,-0.1587073663,0.0516707520,0.6585335968,0.3678463830,1.3210169064,1.1052940043,0.4503844612,0.4693122717,0.0114212718,0.0389886080,-0.0596940244,-0.1179253610,1.1557139689,0.7173366560,2.6004273182,-0.0292245170,1.8928991543,1.7338746871,0.0413504756,0.6720979764,0.1321838536,0.7539005348,0.0321225069,1.3959826067,0.1930382849,0.5992402406,3.7276783670,1.0323292889,0.2228077530,BRCA
GSM481004,0.5688876467,0.3929387330,-0.0270105457,1.4291266021,0.8845133396,0.0354191433,1.4323686774,1.8149248219,2.7513620434,-0.0996428440,2.6634279788,1.5458005855,3.9310209751,2.8089146617,3.7254126369,0.9444029234,-0.2321383340,-0.1920239116,0.1668508618,0.1924393703,0.4210706907,0.5729770413,1.4498884649,2.4395203657,3.6309192973,2.9644316963,0.3193705141,-0.1752176107,-0.0512530341,-0.0007544410,0.0063695379,0.3490753961,1.3618418052,0.4769736669,1.8947266870,0.0268829770,-0.0771720429,0.0658320167,0.0006990048,1.3266375645,0.0639764964,2.5220021768,-0.0097076942,-0.0462495909,0.4999212028,0.3354159718,-0.0806917530,0.7548477693,-0.0078150440,0.2491273127,2.7731111049,2.1983565836,1.5678548534,2.7605939703,0.2922863052,1.5158698840,1.3193888069,2.0343554466,2.5997846297,0.2287318234,2.1499634981,0.9142084192,2.1691660062,0.5975045407,1.9425479024,0.2462725308,0.9587086626,1.0140725214,1.1807892750,2.4129609270,2.2046734146,0.1941156472,2.0194691271,1.9288315508,1.9422880264,0.6779014052,2.3183145830,1.5941088451,0.7539316761,-0.1105701636,-0.0345149361,1.9968408249,-0.1283555202,3.3967864779,1.4136516897,1.6568037951,0.7784011277,2.2295052782,0.2642176397,-0.0455347607,2.3726567054,-0.1118533504,2.0431277581,-0.1195634382,1.5031896006,-0.0322893260,0.9431394576,0.0181169579,2.0525917485,0.5568734760,1.5397735213,1.2435202534,0.1383806468,0.0768952314,0.5495924441,1.3982536542,2.4000283107,0.1590112297,0.5722425930,-0.0494234860,0.5918967704,-0.0094222024,1.0386877479,0.3748848780,0.9444994971,-0.0972555234,-0.0159636584,0.7055937574,-0.0368083989,1.4022095196,1.0414347755,0.4909965594,0.5573724887,0.0692754934,-0.1091377224,-0.1834103518,-0.1191275287,1.0442493542,0.7713027104,2.5539644831,-0.0862486411,1.5651547586,1.7312438213,0.0227122911,0.5435008611,0.0914597162,0.5294298967,0.0466757352,1.4400380619,0.1191842665,0.8010927549,3.6762415340,1.1291053325,0.3544005380,BRCA
GSM481005,0.8048124946,0.2476674517,0.0328818946,1.5030625733,0.8255034942,0.0743817470,1.6823606193,2.0470406263,2.9448024105,-0.0409917059,2.9922003747,2.9164639414,3.8681294917,3.4843147593,3.9038367570,0.8663924949,-0.2486192649,-0.1314745989,0.0627568774,0.1618657312,0.2068608563,0.5262828029,1.3602473903,1.7923069993,4.0039327147,3.2498423260,0.5904648845,-0.1828394795,-0.0803474883,-0.0320623397,-0.0289277306,0.3806163611,0.9572651076,0.7998633141,1.5116766426,0.1940816199,-0.0423268041,0.1260108384,0.0345189173,1.4586576726,0.5774546972,0.5863126215,0.1994229225,0.0021436654,0.1212341356,0.3035506073,-0.1087241627,0.5311841832,-0.0332376649,0.0252006038,2.9812125630,2.4990127236,1.6809316798,3.2110089463,0.4079513097,1.5537148136,1.3627903386,2.1741721035,2.3638364417,0.1803542242,1.8589681834,1.0842802754,2.2095118126,0.7193749649,1.9819100201,0.3776381511,1.0983269770,1.1873108868,1.1182611493,2.4336035250,2.7255921264,0.2553910810,1.6536440179,1.7271274924,1.7320386915,0.9889568767,2.4973058519,1.4492170904,0.7083278808,-0.1608383148,-0.0409958283,1.8319341490,-0.1803314871,3.0898846256,1.5698961616,2.2327765991,0.6939133648,2.2275011428,0.3574537685,0.0327990142,2.4502617494,-0.0858997872,2.2548299346,-0.0819878108,1.3645848670,0.4609039199,0.8824120524,0.1081913242,2.3397172830,0.8398691173,1.6021617843,1.1356134855,0.3057993211,0.1203601334,0.4403047296,1.3712493853,2.4607534110,0.3476366963,0.5030498349,-0.2002382709,0.5596565347,-0.0060301802,0.7332842213,0.3619722401,0.9545850273,-0.1152613652,0.0064845989,0.7158623052,-0.1027448054,1.3140131507,1.3138269037,0.1786840178,0.6773148974,-0.0445056149,-0.1045152437,-0.1310550471,-0.0965664503,1.5244798356,0.8702989420,2.5885585249,-0.0754524312,1.3570049291,1.4583385696,0.1452049680,0.3544646166,0.1227475022,0.4136187493,0.0295793929,1.2396340239,0.2990612510,1.1302338967,3.5753884656,0.9828669735,0.4822234372,BRCA
GSM481006,0.6153660640,0.6161047570,-0.0190367056,1.6030405131,0.8436095273,-0.0223264698,1.7438920818,1.9426999326,3.1906353375,-0.0433111364,2.7724787393,2.1919866055,3.7833141685,3.1228917440,4.1287405194,0.7863435612,-0.1689911806,-0.0972202324,0.1107520456,0.2957226054,0.1912894818,0.3676370584,1.1696597342,1.9745737381,4.1958898700,2.8971524637,0.6643883944,-0.1798130357,-0.0373069271,-0.0297564328,0.0425456472,0.0284119511,1.0202108809,0.8641829562,1.6699737576,0.0576291601,-0.0647644066,0.0123546019,0.0475082537,1.4818387958,0.3577389630,0.4520055540,0.1351932498,0.0168171378,0.2181934865,0.3681020994,-0.0739018210,0.3512959743,0.0009555235,0.4931064882,2.6177624463,2.3873384297,1.8016335669,3.0848254363,0.3196676824,1.3389384973,1.4803565667,2.3331040739,2.3626762627,0.2036693060,1.7869181707,0.9409873320,1.8140879337,0.5929628641,2.0483266710,0.3491715844,1.6534072459,0.9794260178,1.3167128688,2.4758646487,2.5557612278,0.2457010680,2.0219145865,2.1404061980,2.0242314488,0.7586661034,2.7829704021,1.7621015075,0.8132246775,-0.2062268536,-0.1244880484,1.8720728660,-0.1093713284,2.8810225061,1.5329054901,2.2620981911,1.0601320580,2.1049091872,0.2197939347,-0.0101383815,2.6413420307,-0.0696378198,2.3350743396,-0.1256054163,1.5441306196,-0.0461319976,0.7849476009,0.0367047245,2.4747377149,0.6594483865,1.5006651944,1.0245994510,0.3482065284,0.2117960454,0.3909603753,0.9865753614,2.3909723165,0.3838538600,0.5234791567,0.1418738538,0.4886666650,-0.0294596980,0.5348292987,0.3769601093,0.9825892283,-0.1569815902,-0.0001868302,0.9194297606,-0.0591356744,1.1998099668,1.2153712613,0.3945244716,0.5262670671,0.0959829012,-0.1013233678,-0.1325347712,-0.1005041568,1.3858446989,0.8328808705,2.7229726611,-0.0663055833,1.4081178092,1.5009236618,0.0978846997,0.9203133194,0.1767319650,0.5213412684,0.0115061026,1.1236223613,0.3449254094,0.9545685649,3.8201055186,1.0885378044,0.3069176489,BRCA
GSM481007,0.4386140945,0.8504661563,0.0159823717,2.0476180873,0.8502483182,-0.0038959036,2.0950755760,2.0811500624,3.4278373156,-0.0469448198,3.0253856183,1.7605797424,4.2471015454,3.6010037263,4.3338177502,1.0927841692,-0.2028048244,-0.1092255309,0.1910706374,0.1447611992,0.1294501655,0.4225085249,0.9928022887,1.9117117458,3.8619840940,3.0893913110,0.3499374598,-0.1595452834,-0.0217085710,0.0342799643,0.1174303185,-0.0651461341,0.5586554259,0.7840594022,1.8352804182,0.0884708629,0.0863053735,0.0330593320,0.3959496515,1.4820545489,0.0829495256,0.3051382034,0.0550178691,-0.0743076288,0.3613447715,0.7224909781,-0.0732098790,0.3779517038,-0.0601315086,0.1887912698,2.9720964299,2.7150726616,2.0522057041,2.9745294253,0.4008089031,1.3934654891,1.5443978199,2.3146706374,1.8187864251,0.2307542809,2.2717683838,1.1800466418,2.2293974180,0.5650052975,2.0653339624,0.3903779959,2.3319536386,1.0687853980,1.4835200446,2.1261421440,2.9612464806,0.3231798144,1.7148856373,1.8690532444,2.4890010954,0.6884716573,2.6580340134,2.3596909832,0.5659708979,-0.0890015231,-0.0560216277,1.5249591765,-0.1262426000,2.9203303124,1.3644063912,2.6660154547,1.1355728010,2.8284495919,0.1496402762,0.0335193657,2.7374518901,-0.0462129366,2.4141525201,-0.0836514095,1.4868055220,0.1430614591,0.7057773544,0.0379549713,2.8127475454,0.4920493394,1.1625167250,1.0916134130,0.2404658702,0.3489399348,0.2606000659,1.0516917631,2.2932524310,0.1124916842,0.5846136941,-0.1349533101,0.9255183645,-0.0658198713,0.8986499582,0.3999590482,0.2822355972,-0.0530207068,0.0702396182,0.4872099256,0.1398046748,1.5900844355,1.4956284187,0.6803908083,0.3650899887,0.0120281918,0.0822912043,-0.1165982584,-0.0872170766,0.8527704083,0.7908645495,2.4574012124,-0.0312364085,1.8933438296,1.2195374586,0.0586705186,0.9262292235,0.1683203725,0.7313789074,0.0820710908,1.3381449249,0.2263913895,0.4979391481,3.6439844541,0.9846709110,0.3703389459,BRCA
GSM481008,0.5324138237,0.4127539547,-0.0343995983,1.4917126569,0.7475578486,0.0642122642,2.1372509993,1.8299913453,2.8501150784,-0.1405497756,2.7354585430,0.0876533418,3.7913441360,2.8796510697,4.2373084425,1.7489482332,-0.1190311949,-0.2445231275,0.3623198267,0.1131646339,0.1979250253,0.4056988864,0.6773579053,1.7728959554,3.6773881910,3.0685641767,0.3171693577,-0.1415540114,-0.0586353774,-0.0189730318,-0.0285132210,0.3291079448,1.0892350491,0.7273884065,2.0354626574,0.3583017097,-0.1106224115,0.1312242768,0.1969529286,1.6138510775,0.1062172761,3.7100130320,0.0515839298,-0.0320775752,0.3614642392,0.7354628362,-0.0517943256,0.4374621035,-0.0193104682,1.2443220487,2.5617784924,2.3655275850,1.7669373006,2.1554170050,0.3448571845,1.3476119901,1.4357141367,1.8638240991,2.3686740569,0.1604714319,2.1738130824,0.9882385780,2.0878327582,0.7116897155,1.2949985862,0.3597128101,1.7076398496,1.0041832561,1.3470968207,2.2466801007,2.1003389657,0.3366685788,1.5304556115,1.9095012346,2.2131462991,0.6240647347,2.7265273662,2.1243032123,0.9072494089,-0.2150531223,0.3851697262,1.8131806963,-0.0422537948,3.0698242452,1.1112849401,2.1739230324,0.8236246168,2.6585530491,0.3388155522,0.0488342492,2.2577984351,-0.1202880517,2.4740204471,-0.1060613890,1.6687167920,0.0366716310,0.6961428382,0.0158213981,2.7826597719,0.7504032691,1.5366616944,0.8087446459,0.2826632336,0.2175885136,0.4047704326,1.0726860836,2.6702908428,0.0936546897,0.3184334290,-0.2035032117,1.0612640086,-0.0602861370,0.8953086573,0.1963933800,0.7302600849,-0.1261704511,0.0776387979,0.6243936132,-0.0821399172,1.2373752406,1.1688015965,0.8696000842,0.4626299099,-0.0574690060,-0.0676376425,-0.1599896951,-0.0672450389,0.9964291379,0.7930964681,2.4189842773,-0.0432700947,1.5226526659,1.5650419061,0.0279587975,0.5166528075,0.2110551038,0.4864576326,0.0720147341,1.3797544043,0.2706705966,1.4548123307,3.2993071420,1.2960779315,0.2940741609,Control
GSM481009,0.6813053335,0.0189430303,-0.0492966836,1.4853398304,0.6688206773,0.0684719377,1.3368267140,1.7367875094,2.6311376569,-0.3586401987,2.5402667387,1.6264791708,4.3633204104,3.4713052907,4.5574183465,0.3506586602,-0.3763604151,-0.1107506554,0.1421651823,0.0720544069,0.2812716372,0.3926302677,0.9914347553,1.1261423677,4.6684551240,2.9750197729,0.4197121219,-0.3551101820,0.0420216801,-0.0168746994,0.0371915324,0.0576242388,0.4939206066,0.4288435452,1.4202658070,0.0577980618,-0.5759278164,0.1314000009,-0.0891664608,1.5194196158,0.3526260266,0.3269794668,0.2000191124,-0.0548121327,0.1931102983,-0.0518121308,-0.0520099834,0.2278006284,-0.1288853319,-0.0582148823,2.6461285090,1.8308716716,1.1259181237,3.0006508827,0.3723456574,1.4745161353,0.8766772447,1.8428533374,2.4826320240,0.1398413496,1.6955368374,0.9599975943,1.7672406273,0.5440771320,2.0447774530,0.0886783364,0.4453132280,0.5985564481,0.6838760163,2.2663613160,2.3990168696,0.2343769048,1.3813160173,1.5815853942,1.2780620902,0.6351096774,2.2483180324,1.0524347025,0.4662309039,-0.2666216254,-0.1119520696,1.6117041996,-0.2061452887,3.0354197951,1.3137865533,1.6047753649,0.5096664967,1.6951037552,0.2322341885,0.0914545403,2.3524644981,-0.1908497260,2.1307837623,-0.1955891928,1.2002787294,-0.0985022541,0.7102748195,-0.0419632214,2.1571311801,0.6549914120,1.4563478480,0.4472229415,0.1498070048,-0.1411875799,0.2795271149,0.7096309500,2.6541922035,0.2451832610,0.1466277583,-0.5623895867,-0.0767497015,-0.0463718206,0.2611433211,0.1087059972,0.7075142994,-0.1344264271,0.0288982856,0.7470869119,-0.1245508698,1.0942457432,1.0954677589,-0.0334941153,0.5205489170,-0.0553855791,-0.1449972377,-0.1978353354,-0.0726911084,1.0664309090,0.7962288941,2.6979478374,-0.1461619418,0.7362443342,1.5366736947,-0.0766929161,0.4724040300,0.2052960319,0.3737636758,0.1212613262,0.7153020533,0.0598930527,0.8136739007,4.1423926693,0.8769327582,0.1947119617,Control
GSM481010,0.7974911838,0.0911745777,-0.0548115551,1.4537202894,0.7652878618,0.0014198127,1.6478305326,1.9242086759,2.9208014362,0.0380571040,2.8953553038,1.7727171405,3.6474858521,3.3400865397,3.7300850450,0.8249833369,-0.1971198924,-0.0820968560,0.0910915945,0.2591492412,0.3067598991,0.3384307082,1.2161042345,1.6898251474,4.0522372723,3.2245613336,0.6331500416,-0.1186668222,-0.0592187406,-0.0600506980,-0.0134445900,-0.0026364843,0.9262991083,0.8640203471,1.7286987040,0.1383740484,0.0201605604,0.3908513376,-0.0684385503,1.2889276698,0.2218772557,1.3842930889,0.4681226672,0.0048748811,0.1122889133,0.3844091756,-0.1318852761,0.3351872551,0.0742237409,0.0383274638,3.0227346950,2.3879695085,1.6967094017,3.0904437700,0.3408809946,1.7365808804,1.5202775001,2.1778445244,2.6175937141,0.1764122515,1.7596189790,0.9621769682,2.2206496335,0.6412778155,2.2285253704,0.1741315549,1.1308501013,1.2762061459,1.1142076761,2.6448915800,2.3248520293,0.2522442355,1.7771696895,1.5629302529,2.0286182462,1.0144006864,2.7083729937,1.5733488265,0.4290820978,-0.1399874936,-0.0600241986,1.8788603088,-0.1151323117,3.0851212873,1.6659406288,2.1312635030,0.6236649501,2.4014054723,0.4531395072,-0.0429083498,2.4095690641,0.0077531713,2.3473299741,-0.0872663059,1.3031095667,0.0225883950,1.0179204699,0.2049654462,2.2522071411,0.7335124992,1.3844987064,1.0618852462,0.3126156600,0.0747330757,0.5158594621,1.1154199801,2.6550702156,0.3610900180,0.4480392276,-0.0615451263,0.7550900512,0.0113129421,0.8465682827,0.2768504703,0.8241521644,-0.1212306364,-0.0034394900,1.1363082715,-0.0689478631,1.2312859525,1.3226195287,0.1388330570,0.7180417817,-0.0453533062,-0.0724101748,-0.0598541774,-0.0734716319,1.4629609655,0.8582563715,2.5320026251,-0.0911880921,1.3746481937,1.6194998765,0.1088690767,0.5923628490,0.0754469297,0.3622522485,0.0683142278,1.3444891074,0.1763107847,1.3540334276,3.5693041259,0.8757476503,0.5355324250,Control
GSM481011,0.4579964217,0.6174847923,-0.0419472772,1.6555728007,0.7990937517,0.0699772569,1.9561922980,1.9761028098,3.3096089502,-0.2291208319,3.2716646788,3.1080761999,4.2350476681,3.9323317207,4.2991562488,1.4112859420,-0.1730886077,-0.1836228975,0.0921251166,0.0322725756,0.1974606326,0.5121155534,1.1203083469,1.3717246022,4.7205428280,3.1813957692,0.2530173084,-0.1678512817,0.0037944356,-0.0030932098,0.0333168130,0.6123021057,0.8232649406,0.8660045439,2.0809479156,0.0393868066,0.1146921330,-0.0061767674,-0.0028724487,1.2116875624,0.2600723965,0.0802930284,0.0141741859,-0.1155827556,0.0571182206,0.7136496792,-0.0697190603,0.5179873879,-0.0791645296,-0.0510743456,3.4056040446,2.6497408005,2.1996617466,3.4332664810,0.3185166485,1.5084238447,1.8580200077,2.5287604482,2.1517676371,0.2314369944,2.4475443587,1.3081714013,2.4495576592,0.7526182593,2.2082091720,0.4009645881,1.6914787251,1.0688686749,1.3711971417,3.1678408783,2.6425355971,0.0892798126,1.8854857087,1.9175779687,2.4482676982,0.8773281438,2.5530876767,2.0788810943,0.7560514939,-0.1628566781,0.0201129692,1.5402704870,-0.1422212873,3.3461109001,1.3229064272,2.3257809620,0.8828957868,2.7997629979,0.2279519721,0.0387492075,2.7162716026,-0.0055239440,2.3330109459,-0.0478217234,1.4140396192,-0.0093488651,0.9361557679,0.0471237373,2.8619557435,0.4358141350,1.4936494496,0.7789269015,0.1755088156,0.2440629703,0.3978262835,1.5733309313,2.7364563719,0.0722549435,0.6786941268,-0.2130049761,0.8490704160,-0.0933733555,0.5948791403,0.3405190137,0.7569047911,-0.0789207903,-0.0183882901,0.2480157335,-0.0423061008,1.2472988190,1.7326221133,0.5270740208,0.4434416458,0.0110394834,-0.0610902679,-0.1280837371,-0.0633816822,1.0243768138,0.8445791476,2.9243183808,-0.0738799619,1.7356401120,1.4662110086,-0.0036057916,0.2007519566,0.0645896237,0.5318953696,0.0609087328,1.3676190143,-0.0050959264,0.5499459676,3.7896052087,1.2233210028,0.0262312180,Control
