@relation data

@attribute id string
@attribute 102 numeric
@attribute 182 numeric
@attribute 23385 numeric
@attribute 28514 numeric
@attribute 3714 numeric
@attribute 4851 numeric
@attribute 4853 numeric
@attribute 4854 numeric
@attribute 4855 numeric
@attribute 5045 numeric
@attribute 51107 numeric
@attribute 54567 numeric
@attribute 55851 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 83464 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6683770181,1.4384536205,0.2999577661,-0.0784063639,1.3278468678,0.4041583149,1.9758994369,0.7696682596,-0.0870096500,1.6201125159,0.6832488424,-0.1103763672,0.1200577291,0.4306773639,0.2940756359,0.5108656904,BRCA
GSM480985,0.7255061691,1.3094777759,0.3510751394,-0.0548409974,1.4334747735,0.4794811464,1.9395915883,0.7998952643,-0.0875803076,1.2385239935,0.5374009993,-0.1574012549,0.1387706436,0.4775120358,0.2073089417,1.0063822530,BRCA
GSM480986,0.5654504643,1.5139246204,0.3242400648,-0.1423909694,1.7464426471,0.4179691959,2.1549724165,0.9160429862,-0.1104190259,1.2690283507,0.6256229197,-0.1008009999,0.3406218310,0.4260402334,0.4096347002,0.8533294125,BRCA
GSM480987,0.5232008403,0.9180956410,0.2334768176,-0.1402951912,0.0618157124,0.3074186227,2.2874079802,0.8606830496,-0.0548219680,0.8798236960,0.4480984137,-0.1557690085,0.1590228739,0.3273552372,0.3864956428,0.6550846640,BRCA
GSM480988,0.6699209095,1.2234436146,0.4132997250,-0.0951285490,1.3397660199,0.1992473567,1.9971979208,0.6810638835,-0.1239801727,0.4447350315,0.3462867279,-0.1567384671,-0.0470390906,0.2225401956,0.1904675350,0.8834853526,BRCA
GSM480989,0.5164725969,1.3294056929,0.4883826412,-0.0951744117,1.9336412520,0.6016008839,2.0358038492,1.0787661426,-0.2098380776,1.8972613513,0.9608786262,-0.2779771482,0.3227041837,0.4050124762,0.3592420754,1.2440986224,BRCA
GSM480990,0.5886142755,1.6318678072,0.3568122026,-0.0876343511,1.6977799110,1.0087523136,1.9657399286,0.9909651011,-0.0585802786,1.8106905370,0.8257227093,-0.2565780650,0.2574754970,0.2569054178,0.2532056378,0.8353856290,Control
GSM480991,0.6150132837,1.6245206817,0.4409174623,-0.1177752325,1.6511056934,0.5343633453,2.0803950008,1.0902454332,-0.1245286255,1.7987411843,0.6955867127,-0.2220067810,0.4321573778,0.3933905798,0.4332083487,1.2202700152,Control
GSM480992,0.5414694331,1.3778665548,0.5047747411,-0.0381027541,1.9128748972,0.9065920863,2.3152437420,1.3451579130,-0.0753864566,2.2197308690,0.9498860009,-0.1002077022,0.3880352750,0.3361732716,0.2220148885,1.2297113462,Control
GSM480993,0.4959604052,1.4665886285,0.3810258958,-0.0967140787,1.6956145877,0.5642955434,2.1120791680,1.0137466300,-0.0763461085,1.4459175691,0.7254536961,-0.0901059046,0.2294018507,0.4258051752,0.3069662438,1.1917420254,Control
GSM480994,0.5188747342,1.3533173416,0.4978168910,-0.0564402466,1.4795131088,0.4864751979,2.1584433494,1.1944430866,-0.1878670779,1.7146272361,0.7745573635,-0.0949859195,0.2611552410,0.2946995948,0.2054852302,1.1917113549,Control
GSM480995,0.5762791146,1.9167596790,0.3391091749,-0.0608848419,1.7596107551,0.7409389578,2.4106157562,0.8835756151,-0.1138368721,2.1269946845,0.9603927526,-0.0872734551,0.2171040215,0.6229883127,0.5744457645,0.8676962965,Control
GSM480996,0.4778220541,1.7569249605,0.4019072353,-0.0112238234,1.6240429651,1.0806385760,2.2228520810,1.0842793341,-0.0466675757,1.9371665790,0.8345589669,-0.1256303403,0.1814151635,0.3495249370,0.6367142663,0.9229199661,BRCA
GSM480997,0.7125827578,0.9056238629,0.4888668721,-0.1345898621,0.3628207064,0.3308109519,2.4151795857,0.8804796285,-0.0765519720,1.6129534691,0.9017164027,-0.1719999212,0.2075191876,0.2738831307,0.5002970990,1.6604959183,BRCA
GSM480998,0.6920884692,1.3598588902,0.5461118682,-0.0589343810,1.4023933637,0.5368793841,1.8328883665,0.6480448145,-0.0561917026,1.4010667575,0.7943814539,-0.0921396438,0.2770234420,0.1627573622,0.5995037005,1.0883541743,BRCA
GSM480999,0.7057417676,1.3214907400,0.3534942105,-0.0769640805,1.4974636350,0.3629460338,2.0269865832,0.8016946857,-0.1279614411,1.4045393168,0.5398263388,-0.1366698765,0.1349924009,0.5055319428,0.3330786673,1.0351783595,BRCA
GSM481000,0.6533777044,1.3960833823,0.2795278860,-0.1250269929,1.2471446480,0.3353228808,1.9282521833,0.6518548110,-0.1043974359,1.4155507610,0.4907017419,-0.0878476765,0.1605039435,0.4106613422,0.4181544762,1.0692150203,BRCA
GSM481001,0.7316590128,1.9808484612,0.3273250812,-0.0606548049,1.5532413012,0.4958098317,2.5847632149,0.9214620962,-0.1202640240,2.0315198154,0.6170002923,-0.1686365581,0.2059574463,0.5843610956,0.4816426161,1.0515931547,BRCA
