@relation data

@attribute id string
@attribute 1069 numeric
@attribute 10714 numeric
@attribute 1161 numeric
@attribute 1642 numeric
@attribute 1643 numeric
@attribute 2067 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2072 numeric
@attribute 2073 numeric
@attribute 2074 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 3978 numeric
@attribute 404672 numeric
@attribute 4331 numeric
@attribute 54107 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 56655 numeric
@attribute 57804 numeric
@attribute 5886 numeric
@attribute 5887 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 7507 numeric
@attribute 7508 numeric
@attribute 8450 numeric
@attribute 8451 numeric
@attribute 902 numeric
@attribute 9978 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.2056880130,0.4357111652,0.0366202065,2.0072878557,0.7769841600,2.3277953705,0.4126746371,0.2471734286,0.0316799039,0.5198094859,-0.0270783590,0.6988280033,0.0819270354,0.0983569717,0.1838241033,1.6019275112,-0.0370083206,0.9672374982,-0.1353485043,0.3578091349,0.1289825939,0.2126304446,1.4529183112,0.6588075593,0.9921768611,1.7786250701,0.3816795254,0.3153306678,-0.0087363862,0.7234004603,1.0373973295,1.0895283597,0.8919484507,0.5488391280,0.4278033674,0.2907502251,0.7367899432,0.5309962821,1.6136349440,BRCA
GSM481003,0.6915704343,0.2274992413,0.0549824555,2.2521042953,1.0492562759,2.5663639426,0.4332668259,0.0809217530,-0.0899036636,0.3449567357,-0.0804147359,0.3816985116,0.0240194796,0.1887621529,0.3464375852,1.3187365457,-0.0238657131,1.1437503397,0.0028041706,0.3861183389,0.0986170489,0.4597762505,1.9406039927,0.5469102347,1.1000925200,1.6318689503,0.2651754541,0.1976965829,0.0045687593,0.4106555960,1.0455711573,1.2547097305,0.9998522750,0.3274573881,0.4456271086,0.4929940756,0.4959450437,0.4128580279,1.4739625027,BRCA
GSM481004,0.8566202620,0.4892555573,0.0419336925,2.3546841784,0.7237179456,2.5819051743,0.4885377014,0.1856753364,0.0103269260,0.4727946431,-0.0252161048,0.5249313446,0.0484137601,0.2071125326,0.3192347430,1.3155401649,-0.0298508255,1.0411094329,-0.0832465394,0.3749461847,0.1504041588,0.1190198336,1.8536115075,0.3739375479,1.1939214986,1.7430832262,0.1874095585,0.2921950936,-0.0067063898,0.7671577072,1.0033372874,1.1900032758,0.8835284437,0.4529883927,0.6513147284,0.7218286416,0.8201786398,0.5674291466,1.0936510564,BRCA
GSM481005,1.3148786426,0.4787933329,-0.0289947451,2.2228514721,0.9042122702,2.2790851870,0.3385402066,0.2276329494,-0.0938889850,0.6698417874,0.1052167460,0.8590674320,0.0543346737,0.0273029770,0.1440887718,1.9661049992,0.0502684904,1.2541826776,-0.1238241902,0.2782131666,0.0754759258,0.2927482680,1.5271951896,0.5725545524,1.0793661226,2.0815001320,0.5792565216,0.1621993348,0.0302901914,0.3827385456,0.8526280613,1.6216202178,0.6504926867,0.4606575113,0.5100800397,0.5932628058,0.7625709219,0.7514979797,1.8273197924,BRCA
GSM481006,0.8912567993,0.7219746874,0.0581574898,2.1865275631,0.7618155504,2.2457081159,0.3733979295,0.2647651799,-0.0820139282,0.6475844246,-0.1319896406,0.6036217285,0.1995508763,0.1172757720,0.3943760182,1.3995014055,0.0267637424,0.8961455804,-0.1093718979,0.3756188528,0.0471575968,0.2969489769,1.2811197191,0.7732842431,1.1607183255,1.8193695802,0.4449059242,0.2121967876,0.0378120298,0.6132007042,1.0749186548,1.2139846680,0.6832653410,0.3112160383,0.3295256801,0.5741998125,0.6336069016,0.8258214549,1.7121042693,BRCA
GSM481007,0.6421584297,0.0016192900,0.0303235778,1.9178159833,1.0564012399,2.4586006403,0.4745502664,0.3188221376,0.0334335863,0.6153906648,0.0408298841,0.4712725024,-0.1117293039,0.1932108493,0.4042738268,1.2484105825,-0.0726720185,0.8934663888,0.0210265649,0.3911774081,-0.0756570313,-0.1149137928,2.1343841469,0.7441768796,1.3240244382,1.6784316807,0.3915002394,0.2412814564,-0.0242566722,0.5289818927,0.5846992452,1.0277428528,1.1128185045,0.3045787833,0.2834051111,0.2988740132,0.4416071417,0.7083978821,1.4867990613,BRCA
GSM481008,0.7087519418,0.8999093904,0.1068454588,1.7796675223,0.9834037672,2.4573104143,0.3531635934,0.3203204544,-0.0163480083,0.6136417330,-0.0596024639,0.4346267902,0.0583050080,0.3393358754,1.1808935257,1.1480141393,-0.0353264075,1.3376797364,0.5310698947,0.5350037411,0.2799521475,0.7624854082,1.8494437806,0.4578721970,1.5526473730,1.8451703802,0.6097803118,0.8295181207,0.2028517701,1.6502472160,1.2286708913,1.3371553920,1.6374257505,0.6740331764,0.7683884220,0.6549439892,0.6985003299,0.4965368061,1.1244572740,Control
GSM481009,0.7362674789,0.3607809759,0.0296186550,2.0032184041,0.5408512237,1.9480297297,-0.2521326546,0.0021543601,-0.0143597846,0.3265188057,-0.0483789007,0.4665545274,-0.0902150421,-0.2240744946,0.0301794068,1.1006864050,-0.0664649450,0.7847423981,-0.3359343167,0.1465625460,-0.0717729988,0.0250910065,1.1411041704,0.3970553539,0.5896305726,1.9583295781,0.3624271641,0.0296385280,-0.0177333261,0.4518495524,0.8489706275,0.8575766770,0.6228027097,0.3253884712,0.2300279711,0.4725357116,0.4084825244,0.3113005406,0.9562944259,Control
GSM481010,1.6236019466,0.7100994288,0.1033869445,2.0814113533,0.9688092437,2.2081729809,0.3869085910,0.2743913706,-0.0371656998,0.7353313014,0.0302944645,0.8621499950,0.0677283619,0.2553931049,0.3504717362,1.7024056017,0.0522999922,1.3174293785,-0.0939168603,0.2753915236,0.0356376837,0.4402461331,1.6260069865,0.4094827466,1.0700518703,1.9557909624,0.7186442502,0.3255983432,0.1257149231,0.7624567913,1.0612251826,1.1413293185,0.9416430375,0.5829011209,0.5392588763,0.8361910170,0.8460528951,1.1656297360,1.9437944209,Control
GSM481011,0.6100729812,0.0915678958,-0.0566938396,2.0704672890,0.9278696600,2.8848115205,0.7533496341,0.0953976019,-0.0054418677,0.4560340472,-0.0180160676,0.3670035432,0.1960499127,0.1669592507,0.2604394792,1.8736528306,0.0150719955,0.9671969189,-0.1571170169,0.3933382846,0.0471152081,0.0915094231,1.8634439494,0.6017916450,1.4835459912,1.6529292224,0.1393381451,0.2367916029,0.0021528411,0.6490977473,0.6507059951,0.9716276427,0.9736804315,0.5895256699,0.4570597524,0.3493695881,0.5410120865,0.7662111923,1.4774084773,Control
