@relation data

@attribute id string
@attribute 10189 numeric
@attribute 10250 numeric
@attribute 10284 numeric
@attribute 10482 numeric
@attribute 10767 numeric
@attribute 10898 numeric
@attribute 10914 numeric
@attribute 10978 numeric
@attribute 11051 numeric
@attribute 11052 numeric
@attribute 124540 numeric
@attribute 132430 numeric
@attribute 140886 numeric
@attribute 1477 numeric
@attribute 1478 numeric
@attribute 1479 numeric
@attribute 2107 numeric
@attribute 22794 numeric
@attribute 22916 numeric
@attribute 22985 numeric
@attribute 23049 numeric
@attribute 23283 numeric
@attribute 23293 numeric
@attribute 23381 numeric
@attribute 23708 numeric
@attribute 26019 numeric
@attribute 26528 numeric
@attribute 26986 numeric
@attribute 29107 numeric
@attribute 2935 numeric
@attribute 29894 numeric
@attribute 4116 numeric
@attribute 4440 numeric
@attribute 4686 numeric
@attribute 51585 numeric
@attribute 51692 numeric
@attribute 53981 numeric
@attribute 5411 numeric
@attribute 55012 numeric
@attribute 55110 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 5523 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 55844 numeric
@attribute 55916 numeric
@attribute 55998 numeric
@attribute 56000 numeric
@attribute 5976 numeric
@attribute 645974 numeric
@attribute 64895 numeric
@attribute 65109 numeric
@attribute 65110 numeric
@attribute 7919 numeric
@attribute 79869 numeric
@attribute 80336 numeric
@attribute 8106 numeric
@attribute 81608 numeric
@attribute 8189 numeric
@attribute 84305 numeric
@attribute 8731 numeric
@attribute 8732 numeric
@attribute 9775 numeric
@attribute 9887 numeric
@attribute 9939 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4126114489,2.4773083159,1.5456195950,1.3288152680,0.7962719093,1.6624987521,1.4382595122,1.0725135803,1.7881609106,0.8524948717,0.1906739644,-0.1511169739,-0.1258772028,0.7938114994,0.5234468976,1.6725497556,2.8658362456,1.9001372391,1.8174701333,0.7237977219,1.8952202069,0.6978204852,0.0737604969,0.8153757556,0.4908066728,1.3170481177,2.3494199092,0.4478908108,0.5847275728,1.4674863157,-0.1266527801,1.5238518661,-0.0007324848,0.7445804778,1.2561442753,1.7021681519,1.0569009850,1.8536083657,0.6084666457,0.3991449536,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.8280982228,-0.1094415527,0.0769328680,0.8729071493,0.9490801855,0.0047996029,0.7051099895,0.3854039603,0.3984676105,0.8300273004,-0.0868155541,-0.1435730685,0.6457044819,-0.0682179580,0.2933520601,1.5617850385,0.3334180825,1.5266352721,0.9917212476,0.4208014416,1.1254454255,0.9925555347,0.1861874490,0.8268467254,1.0688239759,0.5753594652,2.5582785436,0.6753488896,0.2578483276,BRCA
GSM480985,0.0944534096,2.5755352293,1.4882220494,1.3598691690,0.6532206065,1.3584257894,1.4974339176,0.6194671382,1.5055704021,0.6034642658,0.1927691366,-0.1545795160,-0.1361742859,0.6887943179,0.2492148060,1.4172572839,2.6258871897,1.8845522403,1.5404746989,0.6741407311,1.7470567424,0.5742055708,0.0590333330,0.8562468729,0.5981882550,1.1796336120,2.0930023001,0.2089445811,0.1642334435,1.1353297662,-0.0300232400,0.9281190227,-0.0710022192,0.3393816852,1.2824939588,1.5373634734,0.6883843665,1.7103195914,0.5823473837,0.1103803532,1.5972294421,0.2363182238,0.5275128255,0.4824771165,0.6375519826,-0.1311084704,0.0453235230,1.1741136705,1.4096147597,-0.0356001569,0.7057918679,0.3409020890,0.2506681306,0.5631662021,0.0004311602,-0.1373323081,0.5807182712,-0.0779476580,0.2965932840,1.4847825096,0.2663672346,1.4421907446,0.7994862224,0.5639131115,1.1870397010,0.8697261791,0.1483319940,0.4650632604,0.9476677832,0.3557166595,1.9540474586,0.6093656778,0.1531879106,BRCA
GSM480986,0.2740965262,2.4607718670,1.5173969960,1.4052827557,0.4494342683,1.3981640072,1.3039740874,0.8875197488,1.6860114004,0.5395085637,0.1676176292,-0.0648587431,-0.1130077885,0.8535707735,0.4516834150,1.2384896875,2.7720117227,2.1385633349,1.6741521096,0.5564559400,1.5707115581,0.6125713726,0.0791660331,0.9081445828,0.7128490509,0.9245199195,2.3295103560,0.3730929202,0.4498538742,1.4479266566,-0.0134882725,1.1396110519,-0.0686287091,0.6536400349,0.8731504988,1.7389089912,0.8554702840,1.2279270504,0.5430080556,0.1501773495,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.6806659546,-0.1152539310,0.0592372055,1.0049449365,0.9288615450,0.0688032554,0.7133226926,0.3827300649,0.4443250835,0.7708551989,-0.1218048532,-0.1078131444,0.7400360541,-0.0407060307,0.3149568677,1.1068163904,0.3337411512,1.3654914377,0.8992030145,0.3395040304,1.0016897181,0.8230604724,0.2192060461,0.6605377983,0.9167322499,0.5871709410,2.2901780607,0.6260145411,0.1565287239,BRCA
GSM480987,0.2321270960,2.3777108383,1.3877140277,1.2991066112,0.5225102852,1.6907624620,1.2532594361,0.9491879576,1.5294558286,0.5779042693,0.0318287032,0.1281072767,0.0074761467,0.6441870913,0.3135503399,1.0790177507,2.9302106926,2.3080647190,1.9021330754,0.4745972451,1.9224495756,0.5636188070,0.0710236392,1.0460347219,0.6450510436,1.0665902472,2.5062519199,0.1415859641,0.5145440498,1.4738869990,-0.1080610636,0.9367712627,-0.0458644624,0.5613852767,0.7179587677,1.6775172875,0.8630689138,0.7512258515,0.6286014444,0.2092028603,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.4434901190,-0.1264129629,0.0728529078,0.3656489045,0.4929498471,-0.0061240092,0.4414973196,0.3297560222,0.2787342311,0.6109853158,-0.1166194760,-0.1814346476,0.6707936347,-0.1030380750,0.2902780546,0.9669383475,0.2952385138,1.3817100328,0.8757696154,0.2801646776,0.7503478721,0.8021125203,0.1517049509,0.5606919993,0.8694929595,0.4538180008,2.3979188544,0.7920190167,0.1097152923,BRCA
GSM480988,-0.0590505931,2.3513444620,1.2392121792,1.3063867621,0.4558442557,1.3438422554,1.2750743062,0.8608165458,1.4606910216,0.5391510916,0.1749661018,-0.0268636156,-0.2282854943,0.7573521412,0.6127629840,1.2632320451,2.5897316763,1.9812316562,1.2991112575,0.7901582522,1.2187054119,0.6597020369,0.0819591324,0.7329530525,0.7903430388,1.2084884613,2.3149795147,0.0853251313,0.2791518338,1.2161263015,-0.0546437391,0.8281334795,-0.0104197203,0.5848175896,1.0443490464,1.7967218160,0.7292662754,1.2436640966,0.5136784048,0.1537856362,1.5759464525,0.3109120772,0.4110367248,0.6810503945,0.5630921404,-0.0409799413,0.0399752743,0.7393020719,1.0736490343,-0.0025899021,0.5714537580,0.2888080597,0.3432787602,0.7955977719,-0.0706633749,-0.1098428601,0.4482538488,0.0844439243,0.2787270949,1.1640158417,0.3870697579,1.3947030360,0.7118942536,0.5675428079,0.6443582217,0.4888257004,0.0093929637,0.6941940558,0.9844121249,0.4406852415,1.9550962020,0.5587088895,0.2075295841,BRCA
GSM480989,0.3780751490,2.6725853341,1.4297952009,1.3247962196,0.1781465073,1.7283363871,0.8882547174,0.8001673411,1.4860785729,0.4035371189,0.1102901943,-0.1309829560,-0.2242092536,0.6755234732,0.4287320185,1.1264193984,2.2999659096,2.2352891399,1.3030091405,0.3190222106,0.9781762912,0.3721982509,-0.0241775425,0.9144585451,0.3868157380,0.8172426464,2.3890658406,0.1445651299,0.4960738459,0.9865808315,-0.1806716081,0.7881732421,0.0461911176,0.4277957842,0.7292496879,1.1841693818,0.4028098394,0.7170412232,0.1782975881,-0.0326960304,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.4833833664,-0.1011753005,0.1921022146,0.5486043980,0.7545787605,0.0049876286,0.5964250152,0.4202536828,0.2071824134,0.3637001463,-0.0981003210,-0.1299996106,0.6731924196,-0.0272410287,0.2032924792,0.7109208157,0.5268360173,1.6309517976,0.9823340589,0.1108023862,0.9138846646,0.4053401493,0.0413913203,0.6464163955,0.4584547386,0.3193598671,2.4240217806,0.6229624934,0.1526795404,BRCA
GSM480990,0.3983406832,2.9998615130,1.0090246404,1.4392417669,0.3616865978,1.8484197194,0.9145495166,0.9392564893,1.4050570333,0.4132939856,0.1573442944,-0.1156838871,-0.1204857751,0.4381820248,0.3129619045,1.0396922830,2.6943124703,2.4367129802,1.4144610668,0.4002038845,1.0946128120,0.4453889201,0.0670744292,0.7801253033,0.4148449432,0.8826261890,2.5796997410,0.1726901587,0.5664649584,1.2291254735,-0.1205701026,0.8172183687,-0.0466553229,0.4327955214,0.6202652818,1.4182040020,0.6441332646,0.7158021955,0.2470748231,0.0146110543,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.5190951805,-0.0898131300,0.1991758036,0.5442353866,0.6389422269,0.0617652096,0.6573617734,0.4702045261,0.3392335310,0.5112469261,-0.0688347136,-0.1902127900,0.7033707966,-0.0132721130,0.2028977960,0.9425481391,0.3006190988,1.5397549159,1.0602291229,0.0769571544,0.9805262316,0.4855812707,0.1091000148,0.6502162900,0.5955568439,0.3503981380,2.4266291859,0.8078788986,0.0055673104,Control
GSM480991,0.0804306660,2.4511448739,1.4419900012,1.1325457262,0.3654649709,1.4071692379,0.9967099268,0.7459551030,1.3304736662,0.3190760785,0.1909694474,-0.1067731999,-0.0949820886,0.6894387608,0.3472638147,0.9261769867,2.5736321383,2.2794061632,1.5166104675,0.5792367279,1.2629421096,0.6081893291,0.0842688044,1.0405640928,0.4727810640,0.7684337823,2.4075433996,0.1622835239,0.2794875606,1.2509520675,-0.0962351830,0.7574846337,0.0099049543,0.4317130148,0.7204218059,1.3839757395,0.5358979475,0.7921802754,0.3976325716,0.0044120840,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.5461958677,-0.0539851167,0.1473591978,0.7405351884,0.8343841075,0.1168246841,0.6418374375,0.4595783168,0.4123026472,0.6513618359,-0.0922008876,0.0199799564,0.6586997789,-0.1052340953,0.1850994430,0.8581478100,0.3244971864,1.2654631441,0.9394031996,0.2788978761,0.9353793655,0.4811535139,0.1145296804,0.6548882660,0.6787996681,0.3867491684,2.1165711113,0.7217108335,0.1450025553,Control
GSM480992,0.3731578849,2.8421444551,1.0181382000,1.4440005819,0.3538201534,1.7617635928,0.9044184456,0.5799037161,1.5134274959,0.3194125948,0.2126685923,-0.1328831893,-0.1461401037,0.5121963871,0.2643567214,0.8468328084,2.4328809804,2.3838280176,1.4871710202,0.4871967361,1.2041047414,0.4616020084,0.1534946185,1.0809139977,0.5041027366,0.7989020642,2.7267312953,0.2004608198,0.2735606326,1.5179898670,-0.1081011846,0.5645617625,-0.0653854940,0.3609761331,0.6395990370,1.3887205571,0.6372618165,0.8656676199,0.2632688143,0.0309887218,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.6923516668,-0.0616241511,0.2228041516,0.7922845089,0.5707024353,0.0651173290,0.6351517523,0.4955356443,0.1930754964,0.4457038473,-0.0998635051,-0.1499788531,0.9782422979,-0.0138144333,0.1856715387,0.8871594593,0.2627465081,1.4764141885,1.1902900833,0.2824985003,1.0870289951,0.5410818653,0.1760885758,0.6285797951,0.5787288466,0.2962506689,2.1987546681,0.7344452195,0.1027136539,Control
GSM480993,0.4197907467,2.6264368721,1.2827855444,1.2050936952,0.4357693424,1.6568005300,1.2015318932,0.9373542138,1.8226885796,0.5664208627,0.1662508226,-0.0957983640,-0.1555562522,0.7903335942,0.3636421326,1.1298222774,2.6577517646,2.1336175270,1.5598783485,0.4519489749,1.2286672549,0.7317289686,0.1084182521,0.9843237446,0.6036566720,0.7539964018,2.5329882565,0.3030504105,0.4029726371,1.4901245653,-0.0694038103,0.9457925245,-0.0794055156,0.4616988506,0.6643074685,1.6449671538,0.7460060601,0.8973955192,0.3666760396,0.1442955081,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.6579530155,-0.0954193931,0.0549426040,0.8658221022,0.9574886425,0.0632081772,0.6700381332,0.4348709144,0.2754902696,0.5454844083,-0.0344464732,-0.0827759504,0.7070213609,-0.0487904373,0.2550604589,0.8760954830,0.3745575939,1.2991632802,0.9950034540,0.2074140928,0.8518394053,0.6246733109,0.1511549322,0.7433700804,0.7142780554,0.5310274290,2.4339693614,0.6132128446,0.0745847982,Control
