@relation data

@attribute id string
@attribute 10000 numeric
@attribute 103 numeric
@attribute 10379 numeric
@attribute 10482 numeric
@attribute 10625 numeric
@attribute 10898 numeric
@attribute 11100 numeric
@attribute 114548 numeric
@attribute 1386 numeric
@attribute 1387 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 1965 numeric
@attribute 2033 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2224 numeric
@attribute 23533 numeric
@attribute 23586 numeric
@attribute 27102 numeric
@attribute 29107 numeric
@attribute 29108 numeric
@attribute 29110 numeric
@attribute 2932 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 3267 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 3310 numeric
@attribute 3312 numeric
@attribute 3337 numeric
@attribute 3383 numeric
@attribute 3439 numeric
@attribute 3440 numeric
@attribute 3441 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3444 numeric
@attribute 3445 numeric
@attribute 3446 numeric
@attribute 3447 numeric
@attribute 3448 numeric
@attribute 3449 numeric
@attribute 3451 numeric
@attribute 3452 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 355 numeric
@attribute 3551 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 356 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3606 numeric
@attribute 3627 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3725 numeric
@attribute 3836 numeric
@attribute 3838 numeric
@attribute 390748 numeric
@attribute 4261 numeric
@attribute 440275 numeric
@attribute 4599 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4928 numeric
@attribute 4938 numeric
@attribute 4939 numeric
@attribute 4940 numeric
@attribute 5045 numeric
@attribute 51135 numeric
@attribute 51284 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5340 numeric
@attribute 5371 numeric
@attribute 54205 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 55916 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 55998 numeric
@attribute 5600 numeric
@attribute 56000 numeric
@attribute 56001 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5610 numeric
@attribute 5611 numeric
@attribute 5644 numeric
@attribute 5645 numeric
@attribute 5646 numeric
@attribute 56649 numeric
@attribute 57506 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 60 numeric
@attribute 6041 numeric
@attribute 6300 numeric
@attribute 6347 numeric
@attribute 6352 numeric
@attribute 64135 numeric
@attribute 6416 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 7098 numeric
@attribute 7099 numeric
@attribute 71 numeric
@attribute 7113 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7297 numeric
@attribute 7416 numeric
@attribute 7514 numeric
@attribute 7706 numeric
@attribute 7919 numeric
@attribute 79671 numeric
@attribute 8106 numeric
@attribute 834 numeric
@attribute 84000 numeric
@attribute 842 numeric
@attribute 8480 numeric
@attribute 8503 numeric
@attribute 8743 numeric
@attribute 8793 numeric
@attribute 8794 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 9021 numeric
@attribute 90865 numeric
@attribute 91543 numeric
@attribute 9451 numeric
@attribute 9641 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.02664600925,9.49406042267,11.22269547,11.226533645,8.258186048,9.4049170595,11.20036616,8.51360670033,8.727649179,9.174412855,7.09994864525,8.990502651,9.04464761,9.886672502,9.746089281,7.466690585,7.76464128,6.033979735,8.060846036,12.10871075,11.19155758,8.6692166245,9.933381255,10.00381342,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,6.788075615,11.35464901,12.99983714,7.934930906,8.4230014675,9.573941152,13.00739367,11.67671314,5.250214317,5.354567863,6.044837379,5.0543267795,5.014814152,5.201056716,5.4215640985,6.871070863,6.651271039,5.3506274835,5.658749018,4.703229265,4.835685705,6.078210195,10.63096808,7.809368095,5.011016147,5.676529235,12.80095353,12.74323457,6.109057762,7.1307406325,5.428620839,9.000106455,5.714184545,13.60771409,9.6189422155,6.597386379,4.636656248,13.61228456,6.82947262,8.946146814,7.73691741833,11.04382723,8.378404463,14.72492149,8.398531146,5.492342928,5.172505238,5.88497103,10.17662856,12.16626519,9.4642502,12.34771002,15.00532806,6.709066159,6.766641794,6.7581737975,6.94852079925,6.2713000715,8.461204311,7.450842404,7.753920581,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,5.742552812,6.53944071629,8.464342681,8.688181342,6.21136540967,6.499212576,8.27215776867,11.634256725,5.939777752,5.155031965,7.4995792045,5.599623716,5.4664291925,7.621649748,6.7523535558,9.595220702,10.49127719,11.44994835,5.86129168933,5.85530403967,7.887344199,11.56729791,6.838892299,5.692518737,6.26913194,5.720012484,5.9578449905,6.8505075995,10.11570732,8.69026092,14.7883179233,9.048419293,6.752518218,12.18459653,10.4288009025,8.466179598,8.585478725,10.31346778,12.53522562,6.277029476,8.456252884,14.665256985,10.07463693,8.519696323,12.08918571,11.21515091,11.50749997,11.18170219,9.601752743,8.02146517,8.7276638535,11.59799678,8.56617106,6.580149725,7.924560768,7.571167906,6.660285205,12.2590489,7.597309786,6.981713185,7.53281069967,8.59931884,11.0274017595,7.92875857,6.358392415,7.067383603,7.228436626,Control
GSM427159,5.94776533325,9.87027283533,11.34727825,11.19105737,7.89280838933,9.1688935285,11.75760555,6.60807650467,7.390558334,9.719195242,6.60639379225,8.8269228395,9.062600116,10.41990782,9.68028616833,6.43012268,8.035075544,6.539395847,8.140089864,12.18459653,11.54310931,9.098563184,9.982976156,10.79867858,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,6.7785046755,11.57740772,12.82863739,8.219968468,9.002942803,10.16800173,12.993883495,11.25779165,5.652207716,5.219566658,5.478414715,5.327514764,5.061464353,5.291687581,4.9587270735,6.6842028225,5.563242994,4.9970528975,5.6106940585,4.964758163,5.488009811,5.862210374,9.979593509,8.22740948767,4.332418168,5.277995204,12.18834321,12.42907592,5.4568451785,7.787354885,5.19062597,8.25032344,6.1044474,8.608616259,6.7790147065,6.147057976,5.272407006,14.36769016,7.632470217,9.581525964,7.666754807,9.540845393,7.325982508,14.11502538,8.011564299,5.323740468,5.406897897,6.340211188,10.82735881,12.42457843,9.905361101,12.34109771,13.91249272,6.373840507,6.824600342,6.473545251,6.738324176,6.2482612495,8.201463713,7.849500691,7.73643766,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,5.013251478,6.38494067629,8.779925425,9.433471275,6.479820979,6.864251544,7.85669691467,11.27623323,5.0886580415,4.893618555,7.383968157,5.817246707,5.440245509,7.563421716,6.347242776,9.166697324,9.559434991,11.52169626,5.85702554217,6.054235957,7.798165773,11.99021932,6.86647878,5.636777762,5.171138007,5.234205502,5.8272060435,7.2066360335,10.34726733,8.669346719,13.8159086333,9.007951538,6.478329262,11.20148395,12.30387242,8.35230956,8.106593131,10.329653278,12.61090263,6.1753908245,6.966306806,14.318888115,10.62352057,7.177920594,12.001308,11.36612562,11.34542758,11.36961249,9.970178212,8.08183988167,8.716314537,12.00382718,8.401474517,7.581447523,7.7506065195,7.305644941,6.249592888,13.04382794,6.311480977,6.754958049,7.06171540467,9.033520136,8.2708191325,7.5881807675,6.566629193,6.909956444,7.843734423,BRCA
GSM427160,5.52044016575,9.86785402567,11.03013967,11.074124375,8.82761696767,9.4963697995,11.79981208,7.256933095,7.432878264,9.441990946,6.58493097,8.854112445,8.757715954,9.740911174,9.69256516467,6.416760061,7.805584482,5.844744204,8.093075668,12.44183936,11.38105635,9.732323889,9.744102689,10.42204403,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,7.086140789,12.42106423,13.57553219,7.942780038,8.9238215915,9.391867114,13.12928165,11.53806051,5.724112195,5.263044971,4.976605648,5.4573624,5.079816751,4.590579306,5.3621290075,6.8233511245,5.403788568,5.222586232,5.517492933,4.883878898,4.77953729,5.887958531,10.38077249,7.940102688,4.538726271,5.336114869,12.87602003,12.45547628,5.8381822935,7.4532495275,5.173838258,8.349592102,6.144867877,7.664022547,7.352992936,6.608332915,5.379561399,14.05593823,8.220428059,9.456519276,7.87360212033,10.145837,7.458490947,14.41297137,8.031551137,4.959319531,5.4197897515,6.537183934,10.49616,12.25199131,9.70697128,12.51631937,14.51605303,6.74855168667,6.87867607,6.80177199575,6.737833411,7.07131369,8.280957618,7.734880845,8.136838795,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,5.038053386,6.26871611786,8.42928237,8.48506563,5.889051372,6.36768175,8.11094053067,11.198356615,5.6701097255,5.784511344,7.0833900895,5.819930778,5.551739303,7.8060539105,5.84197348,10.50005538,9.65317699,11.72288448,5.82716031317,6.35618041933,8.166013814,11.56651327,6.63423431,5.383800396,5.161092822,5.079816751,5.7127754175,7.2623905925,10.45388564,9.073024297,14.49928798,8.655811884,6.215392848,9.033120888,12.58270474,8.650083401,8.6701660175,10.0589241477,12.55918115,5.9744687035,6.90941648,14.52431873,11.56578769,8.414834386,11.63162057,11.54144891,11.86752597,11.3442156,10.24606989,8.462695802,8.980349785,11.98494007,8.934581571,8.293564904,8.1061247785,7.90182937733,6.638439986,12.51448113,5.816734888,6.729828466,7.133501108,8.539819047,7.3755804475,7.633382216,5.515393331,6.687134631,8.306085763,BRCA
GSM427162,5.58777326775,9.39295682233,10.29060673,11.207780225,7.99360764,9.471191064,11.69134804,7.07601837433,6.4694836,9.0089772035,6.0589973865,9.374046924,9.881236778,9.510601559,9.98949733167,5.863140121,8.447053385,5.341462114,8.253966966,12.45835798,11.29042226,10.052999537,9.64111297,11.11828268,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,7.0024628165,11.27393851,12.30526243,8.593784309,7.414661847,8.937668895,12.94444888,10.97903948,6.125832527,5.139460541,4.881923051,5.2132995425,4.808914358,5.233822166,5.3158143595,6.9777711105,5.332538997,4.8613276055,5.669162448,5.771893004,4.542431156,5.89251929,10.35310853,7.87064467467,5.123512303,5.464840793,11.98345514,12.02845184,5.9473627115,7.4011955135,5.28559757,7.718260793,6.331145921,6.879402901,6.039562885,5.82808014,5.412113573,14.45988849,7.309115066,9.983528472,7.80810919733,7.64196344,6.114997467,14.08054111,8.030034094,5.59291388,5.351043055,5.818781073,11.49113672,12.16626519,9.766156644,12.26985874,14.35403309,6.91424652367,6.97341843633,5.98698730075,6.446808197,6.3626383565,7.976365247,7.184878131,8.251862414,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,5.307438771,6.11509249814,8.584211958,9.211511834,6.312672729,7.480146195,7.98209816267,11.274247985,5.7758281875,5.499695432,7.0038486335,5.59724157,5.20367027075,6.9189611885,6.4393043462,10.578656,9.580847928,11.42772678,5.05698450317,6.36100294267,8.473463378,11.79550409,6.273148105,5.59291388,5.357737827,5.322298864,5.674089468,7.397313198,10.09500831,7.67194989,11.1284900313,8.710779418,6.355796501,9.114152992,11.83266708,9.007497661,8.231806127,10.100698262,12.6473067,5.0089445615,6.225261069,12.912810505,10.99848485,8.370459788,11.41027128,11.88081762,11.32280009,11.04568478,9.69660295,8.00043084733,9.2931180215,12.13138765,8.63013770333,8.512524314,7.389583129,7.11799945933,7.411068419,12.56576382,5.628781795,7.687832523,7.06723032167,8.566911335,7.026021961,6.740794097,5.144669712,6.551443438,8.656300723,Control
GSM427163,5.87271996825,9.80426931533,11.4461297,10.67384732,8.98822027067,9.3836545855,11.628251575,6.69276149867,7.558059277,9.6688997565,6.730522711,9.049980109,9.021133451,10.27748534,9.506100771,6.860966288,7.987180326,6.042212717,8.02800428,12.40728377,11.17080781,9.1340125955,9.776844695,10.40311354,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,6.70886795,11.18505522,12.21264541,7.459720794,8.26847119,9.104429135,13.346918195,11.50955249,5.190230876,5.238033268,5.356153716,5.2436498175,5.301780818,4.656091707,5.2617446345,6.7136501485,4.805822905,5.503545594,6.0893232935,4.590429601,5.256266489,5.429625378,9.757607158,7.929238,4.173910121,5.115211455,12.38876812,12.34109771,6.4964374115,7.5245616955,5.488491912,7.361595391,6.16425895,6.192791506,6.0044384665,6.568568473,4.805822905,13.90840625,7.736623688,9.290572499,7.96197416633,10.16184396,7.364180901,13.43392773,8.005120816,5.409060987,5.2613699095,6.301501339,10.66032156,12.44389288,9.855452948,12.37603319,13.73047547,6.52162721267,6.60734282267,7.2131741015,7.3685587425,6.951276242,8.4332945,7.546047737,7.911723223,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,5.073618089,6.37815762857,8.435838088,8.977409535,7.50900425433,7.036726196,7.82991936767,11.21839075,5.704258658,5.380600673,6.931778481,5.707781006,5.5143490055,8.1880407455,6.3743216144,11.00715715,9.966174165,11.8471671,6.07725681717,5.979395943,8.264326623,12.04827069,6.843202272,5.249266367,5.221114603,5.455665247,6.2364203215,7.473634177,10.22872886,9.268495874,14.66759481,8.7805673825,6.095297454,11.06078055,12.41216051,8.829493729,8.6043275615,10.5729125313,11.94781234,6.298171367,7.753252064,14.515533555,11.36547782,6.675961001,11.76197512,10.88698849,11.94385185,11.24345683,9.459503918,8.346503279,8.426912504,11.69454954,8.69594604867,7.776319726,7.637528126,7.382879181,6.561483187,12.93245566,5.771100681,6.670872637,6.52209761933,8.842940443,7.3291673985,7.479813654,6.68832419,7.300126299,7.862251644,BRCA
GSM427164,6.0241266485,9.856396526,11.2250027,11.466639725,9.344257484,9.023517532,11.115133545,7.74597354067,8.61053686,9.509274839,6.87151716925,8.959527725,9.234303192,9.934575887,9.688092646,7.477052175,7.766050346,5.759695977,7.902316508,12.62053951,11.41027128,8.213522212,10.23622984,9.953578497,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,7.152307034,12.41355925,13.53768073,7.494777849,9.5837922405,8.691116347,14.0346627,12.28574906,5.923750128,4.795989381,5.30196368,5.401291859,5.582714993,4.426911827,5.1754247695,6.6960949355,5.334685584,5.2199386105,5.0626553085,5.036295892,5.268482349,5.917677146,9.823908995,7.605095112,4.785303823,5.298302041,12.80568549,12.38431166,6.60785894,7.5689740425,5.388199225,8.525208673,5.609260937,10.84461576,8.452055235,6.123713395,4.790265497,13.58466312,7.593057023,8.952931307,7.74172589367,11.74013292,8.052107626,13.80946823,8.795107094,5.353244986,5.454010936,5.978888461,9.444332211,12.8554292,10.48083592,12.87483063,13.77694807,6.160625593,7.501134809,7.181693529,7.26211155625,6.821676393,7.818472134,8.234483507,7.074733207,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,5.460260315,6.34072112443,9.008765532,8.467749328,6.98490046733,6.873632127,8.18650002,11.07534033,6.517858181,5.256643908,7.4215310095,6.072433441,5.44782371,8.3174977465,6.511764621,10.15284924,10.23164154,11.5852209,7.15443493,5.98125183967,7.443878302,11.45478009,6.919760544,5.527329405,5.066316611,5.275017526,5.654094285,6.95764412,10.624983,9.673230059,15.0760746733,8.46167153,5.996451597,13.10877685,10.266671617,8.589277669,8.9337864765,10.5815088053,12.27296951,6.4009452435,8.209345068,14.9749406,10.49901897,6.320264091,11.96720294,11.4712435,12.09904539,11.78440594,8.855211976,8.37482626667,8.486317763,10.97348951,8.58775556733,7.347889565,8.5459358775,7.42526526267,6.446881172,12.77666852,6.582334422,6.466427785,7.59437240433,9.315325713,9.896606441,7.9087803435,6.585041865,7.289468224,7.763247437,BRCA
GSM427165,5.88751933675,9.85893180967,11.04040637,10.814425035,7.708752598,9.7602368335,11.65928238,7.12091684067,6.689582656,9.006275549,6.362735412,8.833378894,10.27966894,10.17277787,10.0480993307,6.742953157,8.49257539,5.942169184,8.234603256,12.9844599,11.56894428,9.0006131315,9.349160193,12.02630394,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,7.482534005,10.45145612,11.21413864,8.1487195,7.7559959895,7.954852246,12.701373425,9.888111979,5.229406468,5.622938584,5.135259094,5.7024927665,5.041123858,4.165745758,5.327936796,6.8321013245,5.495384375,4.994868922,5.2920496255,5.183299167,4.73770262,6.029238215,10.06898685,7.981856473,5.019714421,5.213941395,11.02951865,11.41436827,5.6801733885,7.550193916,4.765549899,5.250782787,5.032113243,6.331772944,6.8963072275,5.850631456,5.328236218,14.600699,6.750811228,9.883896123,7.47824938267,8.66980731,6.705498046,13.91249272,8.742360915,5.63866126,5.571669366,6.583763983,12.3726448,12.57561022,9.530631222,12.52075501,15.02279519,6.344653246,6.583680554,6.34898444725,6.786888994,6.1779229375,7.72720765,7.141854563,6.973327498,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,5.572140279,6.08571496271,6.998198677,9.024558716,6.81582852467,7.825278619,8.451561107,11.151396135,5.6011167705,5.634383622,6.239058915,6.64810992,5.38761108675,6.747341416,5.495877927,9.662659976,8.977681421,11.16076662,5.4415442,6.79660585167,8.963388234,12.77087865,7.5011826,5.371568663,5.928850697,5.709711946,5.779931263,7.5213110635,9.961088297,7.262755244,10.2940315303,8.2994940685,6.107065996,9.122738147,11.861831105,7.761021136,8.457614913,11.3817422673,12.97428108,5.345123689,5.606746643,13.05627132,9.393541222,6.423120638,11.42772678,12.03158587,10.80763287,10.95483991,9.08890821,8.21606717533,9.3604598275,11.80942059,8.637746395,8.1348641,6.9179834015,6.680431951,6.282259665,12.20475003,5.910919251,8.053438737,7.25689851,8.38288458,5.7802057775,6.927392908,5.697670451,5.765011707,9.040817876,BRCA
GSM427166,5.55851851825,9.399327216,10.97105152,11.090430125,8.715444144,9.4872588075,11.14409132,7.54758131367,8.441575941,8.7304792815,7.0975611175,8.588742572,8.729128822,9.744439113,9.436876068,6.689303092,8.055636456,6.015923042,8.166842364,12.19216651,11.26326937,9.0519777865,9.949994866,9.584981814,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,7.2466869975,11.62774602,12.81545941,7.516174992,8.825478429,9.782425408,12.980359775,11.35660343,4.759970032,5.093191733,5.675118156,5.08118968,4.613868688,4.538416354,5.2025205445,6.7420330795,6.06512595,5.43080309,5.2313520945,5.069327579,5.256643908,6.138635948,10.23539234,7.96078966267,4.424648213,5.989996857,12.97619003,12.74323457,6.0495207925,7.4520617975,5.193979903,7.134583224,5.582112807,10.45145612,7.9782570685,7.117464214,5.256643908,13.48222565,8.244793279,9.325693977,7.75431426067,10.70365297,8.158535374,13.96294256,8.204963705,5.439466268,5.443499791,6.342346398,9.787507202,11.94479817,9.695555047,12.20475003,14.22362506,6.20271008933,6.84616120133,7.06445616775,6.858234006,6.5634968235,7.679622822,7.659908731,7.707464612,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,5.725748823,6.37995857,8.819732939,8.419813926,6.87117032933,6.728638646,8.171538624,11.40345044,5.401013329,4.771372469,6.487104221,5.083438106,5.591610224,7.762308173,6.3190254744,10.21059864,10.00443156,11.28922369,5.8607249385,5.93944441167,8.267911597,11.05745385,6.026363672,5.937939457,5.937939457,5.887897624,5.915043727,6.2865110715,10.12277013,9.194320487,14.9143649833,8.98667252,6.332712967,11.19005631,11.332869705,8.024697998,8.519260169,9.76574384767,12.63536109,6.1474658955,7.833192323,14.795549445,10.56208048,6.14308278,11.92850738,11.23283777,11.66916423,10.88698849,9.366596041,8.24244967567,8.247473683,11.79683874,8.48783089,6.828679575,8.3320404855,7.88850129767,6.094030827,12.22015014,5.321757891,6.722401556,7.34295575933,8.73888698,7.6450219565,8.1788283395,5.651777341,6.96728715,7.068028862,Control
GSM427167,5.650041658,9.86422058467,11.12186714,11.18344409,9.189541123,9.5070562015,11.542006735,7.10065906267,7.598929252,9.1075112315,6.41978303225,9.2449642545,8.943233566,9.125801619,9.58057105933,6.500527718,7.999973407,5.978888461,7.862360143,12.58378567,11.31562243,9.4427257855,9.676706901,9.460251675,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,6.6828166375,11.58210918,12.88816775,7.423202332,8.7674989085,8.26375173,13.484557835,11.4706641,5.659076304,4.805564985,4.991194438,5.116365655,5.054860683,5.30196368,5.7092674115,6.707944973,5.474445169,5.2462827195,5.433238186,4.66791382,4.711787202,5.650485447,9.976772145,7.51860466567,4.440788181,5.178725843,12.64577331,12.50251243,6.337979385,7.530604743,5.872096916,9.153147365,6.069858551,10.12252426,8.04737784,7.818711782,4.809043025,13.46969908,8.20808938,9.246806572,7.81817800833,10.41875948,7.011789475,14.44356588,7.864714094,5.793643135,5.202075021,6.124695819,9.894560542,12.22616388,9.573046472,12.42766909,14.37348409,6.496869675,6.846979965,6.894952256,6.671826882,6.758105889,8.140562835,7.280958923,7.731914868,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,5.244897759,6.23936458629,8.738583034,8.419971893,6.13414385767,7.347402401,7.91861634733,10.99057863,5.8779809975,5.197719213,6.9655385505,5.751417692,5.475941117,8.3694050275,6.1710283688,10.55937736,9.452231522,11.82274022,6.020187685,6.398579306,8.382668468,11.15153369,5.961629839,5.522472662,5.298485344,6.095613938,5.816804385,7.3159539245,9.9831294,9.012625324,15.0102008533,8.625127558,6.387246745,11.25995523,11.24078509,9.516488535,8.505661469,9.956344037,12.13627672,6.4335405075,6.888990144,14.61562869,11.76010461,8.252974189,11.36056745,10.99013608,12.07584355,11.39833769,9.681370693,8.41246886433,8.674745694,11.96905199,8.65269777133,8.170251981,7.7930385845,7.356748726,6.225020007,12.76570158,6.420849214,6.62739207,7.429006978,8.673725237,9.4489620645,7.2657366975,6.527872324,7.100087051,8.034195249,BRCA
GSM427169,5.56331123875,9.71172693533,11.20993781,11.120786735,8.11762205133,9.3700229565,11.544824105,6.693866851,6.79980331,9.532397347,6.2012063225,8.4216094845,9.041249229,9.827664684,9.75364579767,6.827314517,8.020912072,5.906897358,8.169275047,12.60023009,11.11536902,9.1572786545,9.482556459,11.10846093,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,7.0677581365,11.97407764,12.67203307,8.142414874,8.6419748955,7.518970032,12.892541355,11.19977372,5.391983545,5.476390801,5.207806241,5.5409467745,4.963487128,4.482788153,5.1042067495,6.8418171705,4.753833848,4.6593034315,6.0474693455,4.667062321,5.122891393,5.86561652,10.39039231,8.14038377867,4.131934652,5.114586962,11.9984636,12.42457843,5.7598219305,7.6541093245,5.376786337,6.678428044,5.434637608,7.723389827,5.9031564735,5.69321599,4.314057196,14.24008548,7.282164373,9.779978297,7.855507611,9.172928193,7.088605737,13.15952927,8.267560523,5.250782787,5.0012720765,6.075431682,11.27653172,12.42106423,9.269361142,12.09766027,13.54172225,6.537366551,6.389484251,6.57862883175,6.69965270425,6.5270988405,8.434608552,7.494497866,7.415068054,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,5.336114869,6.61383716029,8.85611511,8.01888328,6.39658479233,7.162394161,7.74245236133,11.551814785,5.5839936855,5.853503721,6.9279187635,5.954086504,5.27672013975,7.524249938,6.6645194764,10.19143901,9.69476318,11.64681981,5.75900304267,5.92169088967,8.896605722,12.19541382,6.942488481,4.926961585,5.416004724,6.177724116,5.901924532,7.2279135265,10.28660429,8.33670864,14.4683583733,8.6339700595,6.271748387,10.0442852,11.69471429,8.319695968,8.616861979,10.3519697093,12.70613234,5.4338499695,6.819352447,14.06674172,10.52922583,6.105390642,11.57911804,11.51681803,11.56243576,10.84633682,9.592625743,8.51577119267,8.865281085,12.0767489,8.40102196767,8.334754988,7.6247556515,7.65162541167,5.941347708,13.13233509,5.738505243,6.776041872,6.717633511,8.415309872,6.113514114,7.2272128895,6.571984385,6.534579623,8.031881916,BRCA
