@relation data

@attribute id string
@attribute 10011 numeric
@attribute 10013 numeric
@attribute 10014 numeric
@attribute 10498 numeric
@attribute 10891 numeric
@attribute 11331 numeric
@attribute 1387 numeric
@attribute 190 numeric
@attribute 2033 numeric
@attribute 2071 numeric
@attribute 2099 numeric
@attribute 23013 numeric
@attribute 23426 numeric
@attribute 27043 numeric
@attribute 2957 numeric
@attribute 2960 numeric
@attribute 2962 numeric
@attribute 3066 numeric
@attribute 4208 numeric
@attribute 51564 numeric
@attribute 5430 numeric
@attribute 5469 numeric
@attribute 55869 numeric
@attribute 595 numeric
@attribute 672 numeric
@attribute 6908 numeric
@attribute 79885 numeric
@attribute 8204 numeric
@attribute 83933 numeric
@attribute 8841 numeric
@attribute 9612 numeric
@attribute 9734 numeric
@attribute 9759 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.5122523728,0.1918702850,0.0230193533,1.4136176906,0.0020471462,2.5118803469,0.6728254087,-0.0920103719,1.8174475579,0.7140045016,0.0200944188,1.1267645828,-0.0494699089,1.3361528816,0.7491668550,1.4433596209,0.3907541752,1.6001817076,-0.0983312302,0.0035973135,0.3975369574,0.8578709417,0.3572173034,1.5825335458,0.6885271622,1.7934711947,0.0490829178,1.5652664238,-0.0835822317,0.7476039888,0.5009208878,0.0671844428,0.4410985864,BRCA
GSM480985,1.3560374870,0.1435780720,0.1236203918,1.2975023587,-0.0197375997,2.1714909247,0.6472114695,-0.1180519508,1.6404941344,0.5457641249,0.0366037605,1.0504752125,-0.0716634425,0.7891034300,0.5551873397,1.1930336464,0.4345017685,1.1737656782,-0.1254703736,-0.0569162765,0.3440147386,0.5471588917,0.3289802415,1.5935095322,0.1894323939,1.5032221264,0.2067168032,1.6877899634,-0.0277347143,0.6198610740,0.4874373016,0.0504880898,0.4400355225,BRCA
GSM480986,1.4007959645,0.1403008234,0.0255042815,1.5843639373,-0.0643021473,2.4250587737,0.7199448316,-0.1425269117,1.9671993852,0.4456885583,0.0019672808,1.1536603167,-0.0138933146,1.0357814505,0.6961050711,1.4635035615,0.5626451933,1.3686586999,-0.1237236924,-0.0308513905,0.5185324838,0.7875627369,0.1654177352,1.9378681357,0.4876124160,1.4256592169,0.1805715723,1.4812812177,-0.0599385399,0.7279666114,0.5195074481,0.0521568224,0.4581866966,BRCA
GSM480987,1.6241928339,0.0343930165,0.0728954567,1.3871181542,0.3416970953,2.6130140339,0.6522740087,0.3067681131,1.9626392814,0.3906424057,-0.0358381700,1.1429453034,-0.1025872924,1.1165908724,0.7080615726,1.6514926255,0.5690965432,1.2607203397,-0.0579537458,-0.0603337531,0.4557380625,0.7818461316,0.0966283502,1.2294952867,0.2645830713,1.3821598534,0.0893393798,0.6204478426,-0.0891068488,0.5789479334,0.4689856109,-0.0356357884,0.5223938911,BRCA
GSM480988,1.0264235708,0.1588587614,0.0252903881,1.1327234041,0.0222914002,2.2672645196,0.6896800634,-0.1250815393,1.8828163351,0.4572973616,0.0315525291,1.1430453919,-0.0156353994,0.8804240499,0.5854503348,1.2572279164,0.4659313884,1.2457672998,-0.1065016748,-0.0627328667,0.4754014016,0.5438984940,0.1886879612,1.0011213121,0.5252548367,1.5634070187,0.1502907825,1.1122215538,0.0129714091,0.6013222343,0.4726961899,-0.0188440983,0.3847475710,BRCA
GSM480989,1.7605072961,0.2210918787,0.0381274243,1.6453035407,-0.0260923778,2.7176750216,0.5010443183,-0.1608810680,1.8141472619,0.1961962798,0.0311914261,1.0628010497,-0.0850661143,1.1946651861,0.7372801824,1.0834674204,0.5378667209,1.1239065344,-0.1228035998,-0.0248018962,0.5009772391,0.5155756484,0.2899483877,1.7276778767,0.1970391657,1.5631407052,0.1187893188,0.8169424143,-0.0429654142,0.5887822023,0.5096826917,0.0560367196,0.4217643513,BRCA
GSM480990,1.6016980515,0.1324893090,0.0037827764,1.7376924886,-0.0834686967,2.7549845490,0.6429370626,-0.1468066930,2.2293557487,0.1790467939,-0.0221967580,1.2223279656,-0.0909719125,1.3086860776,0.6732569237,1.0903140474,0.7308652535,1.2221211079,-0.1191736433,-0.0812815256,0.5933898498,0.4885745056,0.1783048176,1.6585228148,0.3255082460,1.5624036790,0.1649843242,1.4507871536,-0.0703626040,0.6396638366,0.6557537768,0.0152230920,0.4348219160,Control
GSM480991,1.7074731728,0.1771152932,0.0994496026,1.6874297327,0.0171881357,2.3410076927,0.7013037075,-0.1571248561,1.8172405640,0.3116158577,-0.0253071047,1.0789626020,-0.0669985092,1.1925559116,0.4209971913,1.1744634211,0.5848697716,1.0640506309,-0.0937623682,-0.0968835713,0.5979717699,0.5141541144,0.2470891154,2.0593645064,0.2208657932,1.3658582157,0.2900413177,1.4137633177,-0.1322108832,0.6030012565,0.4974972558,0.1086828684,0.3450463179,Control
GSM480992,1.7253044212,0.1804142091,0.1064664332,2.1787244743,-0.0123003864,2.7953030383,0.7777832307,-0.1628786752,2.5581991299,0.2507348696,-0.0517618590,1.6030702095,-0.0624663409,1.7992127611,0.5502105257,1.0188041163,0.6392148110,1.0852730194,-0.1028343947,-0.0535406439,0.7417532169,0.6116778969,0.1122485046,1.9210771919,0.2670193303,1.3376590424,0.2425433861,0.9639333711,-0.0641178032,0.6706100724,0.6216987659,0.0216196577,0.4328102730,Control
GSM480993,1.6477785391,0.1715927576,0.0474058765,1.6705224380,-0.0341302611,2.7981927736,0.7884631976,-0.1105304254,2.1836648658,0.3407280985,0.0520197294,1.0864151000,-0.0675154184,1.5214489325,0.5286891773,1.4677768014,0.6596746354,1.2779296332,-0.1187496406,-0.0695890891,0.6218950929,0.7411117225,0.2279911166,1.8622661701,0.4541923429,1.3345121518,0.2891433354,0.9465405958,-0.0660614979,0.5237330589,0.5790764240,0.0744857520,0.4649661769,Control
GSM480994,1.7504749439,0.1262803782,0.0367035445,1.9050215749,-0.0306465200,2.7636423964,0.5578947932,-0.1409507235,1.7063657493,0.2211013224,0.0392770438,0.9043881297,-0.1073622914,1.1001451201,0.5955931577,1.1443058404,0.5435808993,1.0478491806,-0.1346536691,-0.0595444368,0.5573769581,0.5378521463,0.1758995703,2.0158938641,0.3386937921,1.3037874476,0.1874219259,1.0799367561,-0.0866430231,0.5441638091,0.5428424871,0.0489538735,0.3084389373,Control
GSM480995,1.4183164871,0.1410886348,0.1026675987,1.6929967270,-0.0394724598,1.8416056463,0.6620837791,-0.1497052783,2.1626059039,0.3743908535,-0.0402187346,1.2260630931,-0.1107086335,1.0729062781,0.9248196118,1.3872973296,0.5028742267,1.0815046497,-0.0936818024,-0.0407261639,0.4965784506,0.8230900488,0.3974025117,2.1208815641,0.0601927131,1.4966129772,0.2349992662,1.5849356585,-0.1181481490,0.7917359401,0.5667493539,0.2084777415,0.3964650441,Control
GSM480996,1.7307042093,0.1032916257,0.0285628775,1.7767943144,-0.0390251919,2.5938230923,0.4845428244,-0.1133278816,1.8837919087,0.4116232665,-0.0454264220,1.0904897950,-0.0345974713,1.3776877895,0.5633662116,1.3264484899,0.5490478394,1.1453667559,-0.0908498017,-0.0736627706,0.6427988857,0.7042750752,0.2720408471,1.5208803956,0.4736156767,1.5821885839,0.1662405678,1.0208794259,-0.1229556501,0.8064992770,0.4259810807,0.0722360421,0.3660744942,BRCA
GSM480997,1.9790546964,0.1238906421,0.1412663775,1.9728881916,-0.0158179606,2.6849482740,0.5778867382,-0.1517070723,1.5468359441,0.3334243096,-0.0081310120,0.9702357285,-0.0703537330,0.8544279394,0.7824960864,1.0465351260,0.5937590645,0.9137881265,-0.0735103151,-0.0571138718,0.5941398577,0.4152953112,0.2719523483,1.4196624397,-0.0076436529,1.5302241669,0.2943771764,0.9720158618,-0.0858068153,0.7162883026,0.5928655528,0.0948533517,0.5046456112,BRCA
GSM480998,1.4062782595,0.4050604883,0.0772211095,1.5511563751,-0.0427874798,2.6489939350,0.4364675880,-0.1244663615,1.9070274941,0.4474234250,0.0074727786,1.1337176344,-0.0826045345,1.1485133394,0.6581292979,1.1010212798,0.4251242367,1.3818618194,-0.0915930386,-0.0046115347,0.6463120739,0.8611623697,0.2582502729,2.0823698351,0.6316715287,1.7473449781,0.1138337648,1.2835251324,-0.0893860289,0.6243506297,0.4823447536,0.1105044622,0.4025779433,BRCA
GSM480999,1.4336687923,0.2146856229,0.0411451901,1.6778386699,0.1847343097,1.9835711717,0.8025368920,-0.1157678733,1.9227068982,0.5757746342,0.0246375545,1.2683396393,-0.0213004911,0.9230091275,0.9989899564,1.3455029876,0.4129482270,1.3129984850,-0.0927351674,-0.0582177432,0.4947846568,0.8743142369,0.3003496615,1.8831457571,0.3762416154,1.4407786244,0.1618637996,1.7379254368,-0.0906165613,0.7402883138,0.5652584993,0.1271185297,0.4030031267,BRCA
GSM481000,1.1268725955,0.3393185508,0.1640064642,1.4049083790,0.0315649048,2.0587618181,0.6212919541,-0.1552804550,1.9809380509,0.6262489539,-0.0279228397,1.0504321422,-0.0849156097,0.8288554522,0.4157698847,1.1255384021,0.3631641730,1.4484218501,-0.1047226165,-0.0112034741,0.6022297094,0.6312074208,0.3169990353,1.6488720651,0.3623279085,1.5721714385,0.2455142714,1.7143800159,-0.0689963171,0.9008445179,0.5674097397,0.0962264126,0.4290345036,BRCA
GSM481001,1.1483418451,0.0952245910,0.0961137630,1.5754911501,0.0530609974,1.4674068774,0.6472209337,-0.1241733391,2.2364975735,0.2669070738,-0.0434553208,1.3654664359,-0.0211445082,0.7638489119,1.2051394649,1.3614604212,0.3354875534,1.2256443304,-0.1432682437,-0.0540644827,0.5049143966,0.8822337026,0.3570514527,2.2967437235,0.1381549993,1.4101738855,0.1087717772,2.0093406571,-0.0780955969,0.7852045767,0.5750859724,0.2965171779,0.4314212411,BRCA
