@relation data

@attribute id string
@attribute 10181 numeric
@attribute 10189 numeric
@attribute 10236 numeric
@attribute 1025 numeric
@attribute 10250 numeric
@attribute 10262 numeric
@attribute 10291 numeric
@attribute 10421 numeric
@attribute 10594 numeric
@attribute 10907 numeric
@attribute 10914 numeric
@attribute 10946 numeric
@attribute 10949 numeric
@attribute 10978 numeric
@attribute 10992 numeric
@attribute 11051 numeric
@attribute 11100 numeric
@attribute 11198 numeric
@attribute 11338 numeric
@attribute 1477 numeric
@attribute 1478 numeric
@attribute 1479 numeric
@attribute 1660 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 220988 numeric
@attribute 22826 numeric
@attribute 22916 numeric
@attribute 23020 numeric
@attribute 23450 numeric
@attribute 23451 numeric
@attribute 24148 numeric
@attribute 2521 numeric
@attribute 25920 numeric
@attribute 27316 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 29894 numeric
@attribute 3181 numeric
@attribute 3183 numeric
@attribute 3184 numeric
@attribute 3185 numeric
@attribute 3187 numeric
@attribute 3188 numeric
@attribute 3191 numeric
@attribute 3192 numeric
@attribute 4116 numeric
@attribute 4331 numeric
@attribute 4670 numeric
@attribute 4686 numeric
@attribute 4799 numeric
@attribute 4809 numeric
@attribute 4904 numeric
@attribute 5093 numeric
@attribute 5094 numeric
@attribute 51362 numeric
@attribute 51497 numeric
@attribute 51585 numeric
@attribute 51639 numeric
@attribute 51692 numeric
@attribute 53981 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55749 numeric
@attribute 56339 numeric
@attribute 5725 numeric
@attribute 57794 numeric
@attribute 57819 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 65109 numeric
@attribute 6625 numeric
@attribute 6626 numeric
@attribute 6627 numeric
@attribute 6628 numeric
@attribute 6629 numeric
@attribute 6632 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 6635 numeric
@attribute 6636 numeric
@attribute 6749 numeric
@attribute 6827 numeric
@attribute 6829 numeric
@attribute 6872 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 6917 numeric
@attribute 6924 numeric
@attribute 7307 numeric
@attribute 7469 numeric
@attribute 7936 numeric
@attribute 79869 numeric
@attribute 8106 numeric
@attribute 8175 numeric
@attribute 8178 numeric
@attribute 8243 numeric
@attribute 83443 numeric
@attribute 8683 numeric
@attribute 8731 numeric
@attribute 8732 numeric
@attribute 902 numeric
@attribute 904 numeric
@attribute 905 numeric
@attribute 9128 numeric
@attribute 9150 numeric
@attribute 9295 numeric
@attribute 9343 numeric
@attribute 9410 numeric
@attribute 9416 numeric
@attribute 9785 numeric
@attribute 9939 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2845501654,-0.0691053609,0.7141572214,0.2818591184,2.1681823783,0.6812406975,1.3145493838,1.2722408100,1.5370460087,0.7179108809,0.7264637833,1.0788013766,2.2370208491,0.7218687437,0.8996421234,1.1175205051,1.9511311819,0.2681856059,0.3695851408,0.4036974557,0.3441461113,0.6015944010,0.2769187699,0.4126746371,0.2471734286,1.2128105338,0.6165205746,1.0373011971,0.2508779140,1.1145044631,0.9134596374,0.5203709216,0.4400748438,0.2749951173,-0.2152540897,0.2383359553,0.0906067842,0.7547164150,1.0509015229,1.1007672102,0.5599901921,0.4458390437,0.6988280033,0.0819270354,0.0983569717,-0.1287246347,1.8325084288,0.5402695769,0.8638412264,0.0439335075,0.3445541618,0.3623419820,0.6383037510,0.1946003966,0.7007056799,-0.0370083206,0.1792816613,0.1068485583,0.1926235092,1.5019825913,-0.4964380265,1.1800293096,0.7408345899,0.3468626249,1.0871329503,0.5403361991,0.2578765642,1.0351600871,0.3008113966,0.5999198465,1.1703704466,0.9321065918,1.4741522832,0.9073006092,0.4790607486,1.7162887493,1.4991112350,2.0225933196,0.9153220130,1.7382117063,0.3454584499,0.5776063585,2.7459302304,0.4374002854,1.5301123789,1.4784801758,2.3190807279,0.9733185612,0.3865316956,1.3416862993,1.6944788505,0.6963510195,0.4166210344,0.1363105714,0.6439608933,0.2939758274,1.4249695241,0.5814577107,0.7477365098,2.8068137967,1.6357283543,-0.0988621140,1.2563734850,1.0767731421,1.8409826137,0.7013883383,-0.1583751188,0.4168757227,0.0728702907,0.3052451733,0.6343491939,1.0029649917,3.0581478050,0.5832996126,0.4173973020,0.3184341924,1.2010568232,-0.0085743026,0.2681113544,0.2084289877,0.7519607245,1.4982821048,0.8989820143,0.6530126497,1.2948149188,-0.0100709485,0.2203388927,1.9437130466,2.5678223967,0.3452672266,0.3811536158,0.5309962821,0.1495897983,0.1837325809,0.8654036391,0.3470897116,0.9711980230,0.6597255095,0.8884539434,0.5050956703,0.2502273962,0.0680761012,BRCA
GSM481003,0.1730975768,-0.0253182346,0.7612807490,0.3170060144,2.5195607544,1.1974988753,1.7888243255,1.5695044548,1.7089923751,0.8550674641,0.5465789425,0.8330984370,2.1503745425,0.5983451694,0.9430420277,0.9834683038,2.2255435586,0.2428051696,0.4528488815,0.3584768102,0.2892703949,0.4669693911,0.1169670180,0.4332668259,0.0809217530,0.9999125113,0.6935570296,1.0096748571,0.3360758343,1.2242020966,0.5927829691,0.6320032086,0.2126967175,0.3180362836,-0.0768147874,0.2747887051,0.1846046733,0.4586253045,0.8243662465,0.8811046965,0.6384328385,0.6027689856,0.3816985116,0.0240194796,0.1887621529,-0.0711997660,1.5050775204,0.3853019772,0.8218962471,-0.0096933035,0.2223180141,0.4639240044,0.3837487245,0.2614391810,0.5865252294,-0.0238657131,0.1871721904,0.1005977716,0.1098324762,1.6430910631,-0.2603336573,1.3688886730,0.8495866630,0.0524696277,1.0323216933,0.3768947047,0.2386919962,0.8348504052,0.0904370771,0.6650603986,1.0737781454,1.1258171098,1.7355406609,0.9993794023,0.5170908664,1.9700247826,1.5653517170,2.5304655898,0.7923391349,2.0476801031,0.4189446390,0.3947655373,2.9694734331,0.4144529018,1.5324675377,1.4753175675,2.4036977185,0.8561111836,0.2157254831,1.0989287590,1.4380235594,0.5505576841,0.6731371601,0.2023407320,1.0308282522,0.1694689859,1.8410320433,0.5416674453,0.6477860498,2.7468699613,1.4400275008,0.0157128846,1.1679236890,0.7882243606,2.0315254160,0.9481514535,-0.0973149922,0.7153645026,0.0492603374,0.3918772508,0.8002846026,0.7616112100,2.8898250034,0.4728500716,0.3233149223,-0.0029849011,1.1262631044,-0.0295281976,0.1717919879,0.0631569126,0.8649000473,1.8260877788,0.9501440716,0.8456756385,1.7482305694,0.0480324989,0.2079948247,2.2525207624,2.5338233512,0.2276208367,0.2005917288,0.4128580279,-0.1081982824,0.1101239932,0.7051705385,0.5039523404,0.7247619758,0.9782952302,0.5894088150,0.6299994873,0.3156702950,0.0854397345,BRCA
GSM481004,0.1799115455,-0.1442091483,0.6272796778,0.1961787696,2.2144345089,1.1239448983,1.5639600363,1.2056054248,2.2302007411,0.6910350906,0.4823175897,0.8879261571,2.2112604784,0.8338421376,0.9614956854,0.9104029240,2.2294763960,0.2543577233,0.4040109540,0.3852802885,0.3685975338,0.3619430714,0.2496130902,0.4885377014,0.1856753364,0.9415214459,0.9739124915,1.0246215303,0.2788596829,1.4855904314,0.5443277770,0.5482532722,0.2086251856,0.3147341433,-0.1198930616,0.2367155888,0.1024241596,0.3359913605,0.7271636734,1.1675606072,0.6563029549,0.3990541024,0.5249313446,0.0484137601,0.2071125326,-0.1151605864,1.3325681590,0.4713121998,0.7165963974,0.0726849894,0.2868352359,0.4516283402,0.4948790339,0.3301545384,0.6946042993,-0.0298508255,0.1405400378,0.1649254847,0.2361822424,1.4772188767,-0.3993978965,1.4980078720,0.7263113350,0.1320333723,1.0602912306,0.3969695438,0.1222502962,1.0549450480,0.1586397824,0.7186753850,1.1400992890,1.2078082544,1.6407811478,0.9113441620,0.4213451779,1.9015568991,1.4534333797,2.2714820702,0.7345321434,1.6009336627,0.1845564671,0.4353794629,2.7217637346,0.5022813164,1.2232246332,1.4993902982,2.1588361685,0.5997063398,0.2295430986,0.9689383405,1.4855710909,0.5555313906,0.4340115516,0.2360011588,1.0378455408,0.1655620551,1.6445798316,0.4230252321,0.6322424772,2.6351416110,1.1911578935,-0.0523345434,0.8892659147,1.1549242875,1.9329568788,0.9399759378,-0.1153269707,0.5872448813,0.1411118815,0.2843696062,0.8842598241,0.6844078890,2.9055919306,0.4223953024,0.3469175598,-0.0543811637,1.1409199387,-0.0313387048,0.1730690198,0.1359925068,0.7176109668,2.0567615808,0.9687311577,0.6517914247,1.8360003794,0.0240948684,0.2566860140,1.9895333649,2.1918783188,0.4519700314,0.2576836387,0.5674291466,0.0648496179,0.0936003917,0.8919998199,0.5099310074,0.5119394995,0.9777163224,0.5692396697,0.8540181923,0.3453680476,0.0803506085,BRCA
GSM481005,0.3248889688,-0.0468433468,0.7748749341,0.2312076456,2.3728546180,0.9898969473,1.3414421444,1.2311019749,1.3606706792,0.7214820559,0.8534353186,0.9851755203,2.1288204943,0.8515057430,0.8043893573,1.0075528436,1.9797888864,0.3036204162,0.4362796585,0.5461834561,0.3473395409,0.9521984697,0.3814168533,0.3385402066,0.2276329494,1.4627024426,0.9025849669,1.2153531407,0.1940408074,0.7954848043,1.1555943642,0.4496998853,0.3148517172,0.2763261263,-0.1379706766,0.4807807191,0.1936575438,0.8805289233,1.1579132770,1.0909686759,0.5496870449,0.7022237635,0.8590674320,0.0543346737,0.0273029770,-0.0525590630,1.7999590614,0.4000325118,0.8118210155,0.0659057286,0.3683291096,0.6027454923,0.5477221030,0.4818243526,0.6577546543,0.0502684904,0.1287082287,0.1130938942,0.0736242673,1.5436271156,-0.3049393142,1.2609009809,0.7050805992,0.4205250702,0.8551217913,0.7264077647,0.3465090338,1.1793394831,0.5990037357,0.7103806155,1.3566492122,1.0428239462,1.3264736316,0.8533831697,0.4386936296,1.7013532322,1.7193023414,1.9966017007,1.0200565478,1.9018808902,0.3784513119,0.5255727905,2.4949808182,0.4034947332,1.1365493271,1.4095248038,2.3452316664,1.0282482820,0.3730256947,1.3238776285,1.6661459296,0.6095103803,0.7651773086,0.2155928552,0.6073773540,0.0788459617,1.5575039534,0.5907789107,0.8175539884,2.6335424583,1.3968506085,0.0443953118,1.2562642693,0.7128599014,1.9409686073,0.7949799944,-0.1056181231,0.5506231701,0.1837407271,0.6400177626,0.7105728437,0.9815075132,3.0030772516,0.5575813177,0.4846579498,0.0773010736,1.1419735849,-0.0473553557,0.2787853548,0.0620059884,0.7930941303,1.1655263394,0.9481949624,0.7308726152,1.3981619530,0.0379513996,0.2283665447,2.0178996250,2.4123151502,0.5650474451,0.3986517541,0.7514979797,0.1384724636,0.3322150758,0.7377726788,0.3941424043,1.1534348920,0.6361441505,0.7185451464,0.5944296523,0.2283699544,0.0066198921,BRCA
GSM481006,0.3487406052,0.4230375689,0.9901318710,0.3828343561,2.5110739914,1.1772133260,1.5157195619,1.5767031014,0.8777020241,0.6058167271,0.8952648365,0.6803292164,2.1809045196,0.9228501600,0.8803160492,1.0779877354,2.1540965512,0.4097449880,0.5362404877,0.3424459612,0.1700651330,0.6601163745,0.3435156709,0.3733979295,0.2647651799,1.3574953468,0.6034607307,1.2330643007,0.2545914203,0.9664090341,1.1081119464,0.5638830858,0.3406436099,0.3404796169,-0.1435136793,0.8074913803,0.0611016917,0.8063432573,1.1381052789,0.8399142101,0.4691815671,0.6386246402,0.6036217285,0.1995508763,0.1172757720,-0.0935823583,1.9831509833,0.3110185098,0.8878442875,0.0455392651,0.4440580273,0.5567621639,0.6962857232,0.4575746888,0.8038135551,0.0267637424,0.1826011066,0.1783356244,0.1475543399,1.6747938186,-0.3706295675,1.5943837232,0.8423508421,0.2569722161,1.0465143025,0.6415127247,0.3484167298,0.8438593113,0.3763213245,0.5777717888,1.1537876290,0.8935009884,1.3338032147,1.1468729097,0.8161036820,1.9389057817,1.9559061824,1.9949334397,0.9471551222,1.5737857412,0.4196103912,0.5136035631,2.8190396341,0.2559037404,1.7646944721,1.4284482951,2.5175843345,0.9975525292,0.4575363824,1.5019727439,1.7480901119,0.7234830436,0.7057102702,0.2073987707,0.7486115246,0.3646214798,1.6669234188,0.5718889007,0.8318544293,2.6007146833,1.6742897382,0.1707832139,1.1213527717,0.9647456812,2.0044503127,0.8953222914,-0.0899926591,0.7299188625,0.1150850698,0.3735145565,0.8356646830,1.0122438353,2.7181605953,0.7192454645,0.3771707124,0.1458438428,1.4694229141,-0.0143329772,0.1197459751,0.1546943626,0.9448697371,1.5889740884,1.0546135070,0.7984130966,1.1402546832,0.0517843087,0.2632796464,1.9521660433,3.1246594192,0.6003511826,0.2108625122,0.8258214549,-0.0189708129,0.3595769097,0.9317856054,0.4343439549,0.9116106446,0.5340106679,1.2178358733,0.7766254057,0.5135702871,0.0230903994,BRCA
GSM481007,0.1686456181,0.1623663035,0.7083696397,0.6832120646,2.4698392707,1.3076305660,1.5263925287,1.2893914209,0.8395831553,0.8382674897,0.7835943472,0.4133708764,1.8837315477,0.8597726872,0.7428767796,0.5897190204,2.2722305954,0.2240588535,0.5322552802,0.3584121585,0.4131244013,0.1789125481,0.3249238809,0.4745502664,0.3188221376,0.9295387846,0.7772714487,0.6055114323,0.1760819153,0.9743374057,0.7034232523,0.4590229122,0.3997501169,0.3275719494,-0.0900741714,0.1432938852,0.1314855173,0.7956781611,0.6185048596,0.4002298619,0.8353145834,0.4642803039,0.4712725024,-0.1117293039,0.1932108493,-0.0784306758,1.5074176819,0.5269267251,0.6651629459,0.0456867286,0.2922940061,0.3437173988,0.4091268183,0.2115450647,0.8706902445,-0.0726720185,0.2035225946,0.0551729373,0.0226076456,1.6202608212,-0.3245979286,1.9393673274,0.7533094853,0.4219846185,1.1305593047,0.4780596683,0.4537971071,0.3868898150,0.0132244501,0.6028448843,1.1978196736,0.9925808908,1.1345281925,1.2312760055,0.5469112565,1.5477014357,1.8655931726,2.2120503649,1.2255379280,2.0267416139,0.3708329321,0.3867210325,2.7932549079,0.3525888328,1.7157150373,1.3354572439,2.5431630612,0.6588604643,0.1362342007,1.0647066104,1.0124593559,0.3544302837,0.7903427651,0.2087687546,0.7253258601,0.0795910106,1.7841569482,0.4888523303,0.4721966593,2.4197363057,1.1335043463,-0.1338734556,1.1505662997,0.6715528159,1.9746451209,1.0392575367,-0.1482739324,0.6721877849,0.2003353058,0.2188478281,0.7503083249,1.0569616092,2.9764111553,0.4060934352,0.2641590943,-0.0860239120,1.1679450347,-0.0187891697,0.0320397287,-0.0023306366,1.2045205105,1.4429722457,0.9669154271,0.9939541251,1.5944763018,0.0334634161,0.1837238377,2.4848087282,2.8802151282,0.1709334125,0.1033708318,0.7083978821,-0.1066925913,0.2678608280,0.4557329630,0.4682711159,0.7610879723,0.5161039459,0.9270069813,0.5590187027,0.3789406850,0.0135610768,BRCA
GSM481008,0.2425983160,0.1262025521,1.1029503626,0.2128262815,2.4953933486,1.3964791943,1.7765217050,1.6237535180,2.2182059552,0.6464599177,0.7487033231,1.0494954627,2.0017935610,0.6489181088,0.9669225919,1.2727073502,2.3134007453,0.5027728789,0.6880615068,0.4525214483,0.3531551925,0.9180600927,0.5541363013,0.3531635934,0.3203204544,1.6136891018,0.6603691255,0.9540503333,0.3651771108,1.6854989133,0.8656404001,0.4420165333,0.3392572065,0.5386659035,-0.1547868174,0.4369532046,0.1836562879,0.4085291569,0.9825936984,1.0172724797,0.6851009033,0.6192824858,0.4346267902,0.0583050080,0.3393358754,-0.0938347546,1.9241811327,0.5297675092,1.1056646681,0.0331544036,0.4958405039,0.5391764127,0.6430662636,0.5250619901,0.8943132312,-0.0353264075,0.3295389128,0.4425875269,0.1840349226,1.2579833998,-0.3276148215,1.4994265601,0.8248210555,0.1099073400,1.1621101443,0.6884886544,0.3574341022,1.4127518031,0.1842078002,0.7579538683,1.2731039599,1.2073366213,1.9825742786,1.0815599343,0.4978935979,1.6882617438,1.5542730316,3.0121067630,0.9354278338,1.7811089233,0.5135585161,0.6016652298,2.7765893367,0.6725977341,2.1773873236,1.7172652046,2.6804403838,0.9351165438,0.3569118761,1.0272567935,1.8660513505,0.6558467086,1.1289051437,0.3297383911,1.8475028352,0.1467684717,2.4843944314,0.5581740766,0.8563787664,2.4028820990,1.4608064335,-0.0931938424,1.3560738167,1.4259410570,1.7726336716,0.8410615484,-0.0448968701,0.7473594771,0.2809578223,1.0972871921,1.2251141302,1.2004337243,2.9143880094,0.4969488367,0.1495838914,-0.0849555681,1.1166355086,-0.0003887562,0.3071515047,0.1217955107,1.0586141079,1.5561003507,0.9454634496,0.7783670237,2.4027029311,0.0878890332,0.5702140443,2.6841281950,2.3662276268,0.3449828172,0.3857194127,0.4965368061,-0.0103712647,0.1872382089,0.9430918347,0.3871683319,0.9074257014,0.8694719594,0.7986952821,1.0196319019,0.2583947877,-0.0000289649,Control
GSM481009,0.2072851458,-0.1590116615,0.7655286074,0.1611118178,2.4700890461,0.9109314530,1.1621432121,1.0109973774,0.8524749311,0.2760922092,0.7018771110,0.6763594001,2.2947612832,0.4841857602,0.6779926318,0.8451046907,2.0678246604,0.2956599099,0.2246791588,0.2839827201,0.1459855414,0.4860468146,0.2623790711,-0.2521326546,0.0021543601,1.1589154777,0.4333399097,0.8596650853,0.1574443659,0.8574871968,0.9379789390,0.2201330759,0.2134252334,0.1103223838,-0.1578393641,0.5774719996,0.1179424838,0.4835997663,0.9025512821,0.4654669211,0.3922241374,0.5486693074,0.4665545274,-0.0902150421,-0.2240744946,-0.2566015354,1.7895307891,0.2567484119,0.7285231156,-0.2068950176,0.4075033574,0.4310114755,0.4203665340,0.1355776015,0.5061680235,-0.0664649450,0.0579062873,0.1067313193,0.1501262300,1.2680433343,-0.4760796427,0.9202861587,0.6030194567,0.1982475371,0.5748636038,0.4703781568,0.1364674438,0.5323178601,0.1887627899,0.3907827812,1.1732181000,0.6326582934,1.3352790693,0.6703982333,0.2487644386,1.6573938705,0.8164385689,1.6586243511,0.5219870231,1.2621933153,0.4106432012,0.4194982986,2.5986563286,0.1613126076,1.0675985987,1.3742297214,2.3355514135,0.8878175847,0.2178569052,1.2709521481,1.4856148720,0.3751002557,0.8031696115,0.0434505667,0.5203146394,0.0394538444,1.2323383614,0.5743570515,0.6121281988,2.3604491550,1.1620401045,-0.0258016151,0.5797605317,0.6607011399,1.6472018999,0.5012962595,-0.2176044459,0.2659734973,-0.0322749298,0.4211244771,0.3041267951,0.9468902548,2.8520378044,0.5601938599,0.0518219231,-0.1462492339,0.8392247669,-0.0415214933,0.1279951617,-0.0076648970,0.6528678575,1.2082738436,0.6089381072,0.5449475865,0.9679268776,-0.0719278159,0.0863383233,1.4648682287,2.1725297768,0.2990854552,0.2550120979,0.3113005406,-0.2685066176,0.1526366840,0.6561964655,-0.1670236855,0.8547261768,0.3442045614,0.6102118087,0.3744072354,0.1227846844,-0.1097762479,Control
GSM481010,0.4096060822,0.0649166519,0.8101169646,0.2788646139,2.2768309840,1.0156525435,1.4373007957,1.1829312818,1.6114632421,0.7762713891,1.0669361954,1.2092183530,2.1264484871,0.8147578198,0.8235195707,1.3124864888,1.8700078131,0.5780282409,0.3558978959,0.4577565665,0.3919165814,0.7741191900,0.5415646742,0.3869085910,0.2743913706,1.7295914818,0.9322894633,1.2347107639,0.2635744043,1.2656255564,1.2497449871,0.5382548375,0.2443530915,0.3211395251,-0.1410583520,0.5491992806,0.2395316256,0.9532468469,1.2086761862,1.4036198706,0.6619493134,0.8299167638,0.8621499950,0.0677283619,0.2553931049,-0.0368444685,1.6086317941,0.7367155736,0.8753770988,0.0450352457,0.3819442425,0.7032425971,0.7357843278,0.5656027125,0.7004111218,0.0522999922,0.2012714886,0.3337012409,0.1460885780,1.4339357989,-0.2000204963,1.2365090051,0.7567847996,0.3978421016,1.0058349482,0.5173195869,0.4326145492,1.3029100559,0.3755690165,0.5453053902,1.5307855830,0.9316960965,1.5254069404,0.9289203385,0.4621615706,1.8113816211,1.6379111709,2.1416127816,0.9562062303,1.7091990142,0.4674345337,0.5196750960,2.5335266466,0.3296985144,1.0432863169,1.4025268872,2.2834570443,1.2162039799,0.3371837019,1.2114879707,1.8824565069,0.8588459837,0.4199728761,0.1815380618,0.7764188500,0.3738591639,1.7584556564,0.5808341345,1.1020925517,2.6894701323,1.7220230823,0.0180947932,1.1447322170,1.2189751758,1.9556708592,0.8723000284,-0.0432222268,0.4745809243,0.2429058418,0.6081705928,0.5712917046,1.2568792252,2.9373107467,0.4888918611,0.4420024807,0.2379431982,1.2852867135,-0.0513252624,0.2891912951,0.2466053816,0.6552313723,1.7523162187,0.7816018125,0.7255872915,1.5124827904,-0.0223161903,0.3720878879,2.0656631366,2.6005667847,0.7326965734,0.4347063202,1.1656297360,0.1603134471,0.3003089569,0.7797336448,0.4145647426,0.9075671798,0.7314166969,0.6094334263,0.6833206659,0.2490248987,0.1227407649,Control
GSM481011,0.2337431271,0.1237177973,0.5871275828,0.2223899704,2.1620018246,1.3387933225,1.5377821605,1.6547662392,1.1691710452,0.9337676558,0.5835278001,0.5285410259,2.1023692143,0.7493110476,0.8878441293,0.8249668830,2.2828002088,0.2206045077,0.5476563195,0.2616787657,0.2880337544,0.5658920869,0.1767114885,0.7533496341,0.0953976019,0.6748032944,0.7875905741,0.7105927217,0.0725590001,0.6368258441,0.5767693845,0.6911480552,0.2408318974,0.3682506146,-0.1435567913,0.2210800921,0.1951110267,0.4027502070,0.7280937658,0.4456378898,0.7387057178,0.3450502634,0.3670035432,0.1960499127,0.1669592507,-0.1762223616,1.2639579817,0.3835922900,0.5632454627,0.0115274732,0.3310528791,0.2932623175,0.4155882242,0.1326240495,0.7834670788,0.0150719955,0.1651691951,0.1074369706,0.0993289581,1.6158714962,-0.4758001528,1.6689717421,0.6428351817,-0.0215507355,1.1016098857,0.6270076880,0.4089483520,0.7800927070,-0.0023761187,0.7055492616,0.9410156570,1.2711931691,1.2921597741,1.2070852319,0.7072479838,2.0018711016,1.7775148304,2.3741526338,1.2171910213,2.2196026619,0.3028184092,0.3472126609,2.9319803284,0.4781572115,1.6817335421,1.5019745964,2.5557495425,0.8068735233,0.1420832007,0.9796144890,1.1677079415,0.5072746012,0.6275396393,0.2811092255,1.1896842532,0.3060529021,1.9340515510,0.5183926220,0.5332055638,2.6604168020,1.3898924317,-0.0214246644,1.5137981177,0.6372728239,2.0083358542,0.8796784953,-0.1380161169,0.3788965333,-0.0021427302,0.3106789259,1.0169320570,1.0467387270,3.3159812860,0.5623153693,0.3627227369,0.4031923678,1.0673799255,-0.0317229251,0.1000537639,0.0468691642,0.8371503940,1.4570967197,0.8231259079,0.7553722745,1.9966887586,0.0415431281,0.1239767547,2.6942155213,2.6921359302,0.1797329516,0.2938580540,0.7662111923,0.0191172443,0.0642820814,0.4812408705,0.4988409599,0.7776358082,0.5193768416,0.6862528411,0.6045302093,0.2665739353,-0.0639266614,Control
