@relation data

@attribute id string
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 1605 numeric
@attribute 1636 numeric
@attribute 1674 numeric
@attribute 1756 numeric
@attribute 2010 numeric
@attribute 22801 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 3479 numeric
@attribute 3569 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3690 numeric
@attribute 3691 numeric
@attribute 3693 numeric
@attribute 3694 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3908 numeric
@attribute 4000 numeric
@attribute 4607 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 488 numeric
@attribute 51422 numeric
@attribute 53632 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 55799 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 60 numeric
@attribute 6262 numeric
@attribute 6442 numeric
@attribute 6443 numeric
@attribute 6444 numeric
@attribute 6445 numeric
@attribute 6546 numeric
@attribute 70 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 71 numeric
@attribute 7124 numeric
@attribute 7134 numeric
@attribute 7137 numeric
@attribute 7139 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 7273 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0964671071,-0.1360429427,2.1012469530,-0.1538685693,0.0366033118,0.0926344951,1.2893946237,1.0318960402,-0.0600586499,-0.1128101992,-0.0070168312,2.1287122038,0.3311502892,0.0703873523,0.2081827146,-0.0711339900,1.2207996887,0.1586799756,3.2670671940,-0.1181063122,-0.0605403240,0.3657026856,0.1496797397,0.1012585052,0.0821869414,2.5489602401,-0.1714155989,-0.1541696254,-0.0785329407,0.0194208432,0.9040112879,0.0954267250,-0.1106427836,-0.0859482834,-0.0346306446,-0.0422018011,1.9343319144,0.4646742284,-0.1558575333,0.3637731535,0.0360623569,0.3142809994,0.3793039653,1.2135343187,-0.0231872911,-0.0244613724,0.1839101703,2.0794160451,0.0053061193,-0.1256679502,0.6491934167,-0.0317159402,1.6315978236,0.1390267046,1.9481998085,0.4776154854,0.8690730108,0.3435973456,4.4681407321,-0.1203307158,-0.1044565234,-0.2817037447,-0.0373640609,2.0058964459,2.0965081930,0.1876934682,0.8704683575,-0.0370833546,0.0616552577,-0.1493906910,-0.1655657803,-0.1343908462,0.0177856779,0.0562264857,-0.1120073339,0.9215979593,-0.0516060131,-0.0524913600,-0.0715410201,-0.0795373934,-0.1498706598,0.0013544701,BRCA
GSM481003,-0.0132265166,-0.0337879272,2.1810374294,-0.1002396531,0.0257833249,0.0782184812,1.4585298532,0.2197591107,-0.0850354372,-0.0665026621,0.0254755334,0.8208781174,0.3293958788,0.0857827171,0.3543389166,-0.0885409495,2.3638862711,0.0405183853,3.6435139973,0.1021977655,-0.0903159117,0.3869180783,0.1592926320,0.6416629085,0.2305781665,2.4383882284,-0.1539212665,-0.0823839714,0.0232603133,-0.0328395913,1.0929474598,0.1137598665,-0.1152264946,-0.0145969354,-0.2064045833,-0.0052184476,1.7734545548,0.6159307871,-0.2066124493,0.1332963157,0.2133807744,0.4006217571,0.2187216153,1.0570318964,-0.0420496218,-0.1089237536,0.0400396375,2.0472658149,-0.0028599759,-0.1198939677,0.4709324293,-0.0492270690,0.2621286403,-0.0066117160,0.5522800021,0.5876617368,1.5404983274,0.3926736576,4.5883542841,0.3678463830,0.0333324248,-0.1398913036,-0.0497935241,1.8216330755,1.8823292218,0.1077738088,0.5364155332,-0.0481398976,0.0114212718,0.0389886080,-0.0596940244,-0.1179253610,0.0098913400,0.0292362668,-0.0713662264,1.3229428827,-0.1059264553,-0.0961476173,-0.1539065239,-0.0968554359,-0.1138621008,0.0355930298,BRCA
GSM481004,0.0577876398,-0.0530692570,1.8448974701,-0.1577521968,0.0018205786,-0.0041883892,1.4333907929,0.6589193445,-0.0884281022,-0.1055625068,-0.0085871777,2.5183840991,0.1119323884,0.0463520392,0.4201459893,-0.0504162911,1.5380832553,0.1066328658,3.6928061645,0.1390625413,-0.0688428182,0.3344272605,0.1403264253,0.1920933733,0.0702514500,2.6790555483,-0.1248607375,-0.1296136039,0.0367421629,0.0108777339,1.0895719028,0.0015490428,-0.1195739298,0.0591127910,-0.1264316804,-0.0984766243,1.9968408249,0.5280265394,-0.1558413584,0.2730250218,0.1387292464,0.4834087469,0.3671485339,1.1893046432,-0.0213019066,-0.0348687453,0.0581310536,1.4240456010,0.0197884273,0.0999339667,0.5210424284,-0.0230781968,0.0786575271,0.0518370410,0.1467368978,0.4072908132,1.1630562656,0.3364432512,4.4698169882,-0.0368083989,-0.0755490523,-0.2003562524,-0.0117772139,1.7456117184,2.0152580043,0.1809681581,0.3888771398,-0.0274542607,0.0692754934,-0.1091377224,-0.1834103518,-0.1191275287,0.0739803441,0.0313274590,-0.1110790271,1.2314329323,-0.0582804563,-0.0037787884,-0.1373724190,-0.1020450556,-0.1701254000,-0.0185005809,BRCA
GSM481005,0.0005226196,-0.1118186463,2.0004497065,-0.1595498767,0.0431835025,0.1520357590,1.3482212821,1.1530846675,-0.0763008901,-0.0935675255,0.0353970129,2.3123772144,0.5618593327,0.1258562207,0.8104297589,-0.0677923652,1.1360747644,0.2469138296,2.9753657183,0.1986208208,-0.0687515454,0.4803772003,0.2270940179,0.0977961318,0.0790766499,2.7430344717,-0.1414326892,-0.1365753101,-0.0531581215,0.0476533229,0.8098332005,0.0807203979,-0.1177327030,-0.1277427170,-0.0353071872,-0.0018158518,1.8319341490,0.5488899600,-0.1503564806,0.4465344528,0.3050140299,0.2665077821,0.5788243846,1.2283004059,0.0155516349,-0.1156670421,0.1007173106,1.8347277684,-0.0358730607,0.0896657919,0.8612209333,0.5549420125,1.4011712804,0.2072769159,0.3862316684,0.3632583721,1.1279461384,0.4534288727,4.2691934759,-0.1027448054,-0.0323639620,-0.1416978199,-0.0497784793,1.9972313338,2.0659717647,0.0909094089,0.5063382720,-0.1064240407,-0.0445056149,-0.1045152437,-0.1310550471,-0.0965664503,-0.0084851309,0.0202300634,-0.1121815815,0.9508894881,0.1712105853,-0.1069990036,-0.0608134340,-0.0442960088,-0.1388695263,-0.0679431805,BRCA
GSM481006,-0.0228945914,-0.1131504193,2.6187914119,-0.1606978679,0.0385776277,0.1318338818,1.5513251091,0.6371785822,-0.0869753790,-0.0298010242,0.2205455596,1.9709999030,0.4575556130,0.2863816976,0.3456578131,-0.0607893218,1.3974689841,0.1961680456,2.8718997637,0.0708143079,-0.0353155639,0.4419262721,0.1351042711,0.4037492653,0.1775466050,2.4861371232,-0.1575997510,-0.2180094931,-0.0306499936,-0.0580684363,1.0190164120,0.0880650056,-0.1652043663,-0.0539877269,-0.0282834456,-0.0688315976,1.8720728660,0.4568939241,-0.2304550494,0.4219468927,0.2677976949,0.3170180266,0.4696057636,1.2341631519,0.0152266840,-0.2687193164,-0.0112771795,3.2827063971,-0.0443390303,-0.0388010350,0.4931670111,0.0509140367,0.7249203127,0.0626692631,0.1285052330,0.3491632068,1.0640574322,0.3380506146,4.2648594596,-0.0591356744,-0.1716458786,-0.1718132419,0.1736368850,1.9622275889,1.9527245965,0.1048544829,0.8763581075,-0.0518710781,0.0959829012,-0.1013233678,-0.1325347712,-0.1005041568,-0.0212695111,0.0721623655,-0.0321180584,0.7624131363,-0.0679914388,-0.1197784576,-0.1207161642,-0.0786305891,-0.1207392842,-0.0471956669,BRCA
GSM481007,-0.0349743914,-0.1493959513,2.1547419884,-0.1408010811,0.0207752793,0.0720172119,1.5753643712,0.2884305982,-0.0239456066,-0.0406084124,0.0681594072,1.5888246496,0.5650354502,0.1095050505,0.1127845207,-0.0777350301,2.6161405700,-0.0270793494,2.1931279500,0.2247213486,-0.1077399169,0.3823322751,0.2527581179,0.1081938795,0.4395152983,2.3414635658,-0.1177102535,-0.0915853179,0.1034149443,-0.0491684911,1.1271720196,0.1234162139,-0.1233260245,-0.0812674279,0.0125250198,-0.0411338516,1.5249591765,0.4850304085,-0.1132943790,0.2078037398,0.3047560774,0.2882899219,0.2363376082,1.2034804754,-0.0364666859,-0.0849344980,0.0332414192,2.1308796236,0.0265171231,-0.0057789188,0.2937895250,-0.0710682178,-0.0351558200,-0.0659352094,0.0313094011,0.3947684393,0.2169134759,0.6869849099,4.5688298834,0.1398046748,0.6705830827,-0.1922242663,0.4725695883,1.1174703227,1.6497917800,0.1016021202,0.3937770439,-0.0768903926,0.0120281918,0.0822912043,-0.1165982584,-0.0872170766,0.1709623626,0.0597358794,-0.0724073578,1.4141703408,-0.0030257113,-0.0652187939,-0.1131437610,-0.0755375851,-0.0642993118,0.0041427934,BRCA
GSM481008,0.0604415922,-0.0492776156,1.4691905651,-0.1408923033,0.0549148670,-0.0285614191,1.3158683081,0.1573544645,-0.1112670285,-0.0911915538,-0.0105432316,2.6366142299,0.2387165987,0.1862932138,0.9229596694,-0.0674781555,1.0337207864,0.0454254805,3.1072435775,-0.0115996973,-0.0592409613,0.4044812041,0.1197325149,0.1811905690,0.2048622454,1.9056838246,-0.1478707341,-0.1796593074,-0.0763117874,-0.0300334332,0.8291577330,0.1989524386,-0.1444538933,-0.0346273663,-0.0412420489,-0.0316129251,1.8131806963,0.2731108888,-0.1627681106,0.4401012863,0.0270310399,0.2632278906,0.2450710803,0.7244602077,-0.0741967525,-0.0215387909,0.0114555178,1.4083411269,-0.0147841188,-0.1081254974,0.5378696640,-0.1421478254,-0.1390311660,-0.0225599359,-0.0685555516,0.9020165747,1.0231049003,0.0843056362,4.3696773703,-0.0821399172,-0.1374569233,-0.2019308986,-0.0847922103,1.3469035368,1.3734824926,0.1071969793,0.4322142100,-0.0534058843,-0.0574690060,-0.0676376425,-0.1599896951,-0.0672450389,-0.0362172965,0.0822007362,-0.1070747652,1.3015633692,0.1469396462,-0.1092612428,-0.0573775533,-0.1183564594,-0.0541064534,-0.0339529751,Control
GSM481009,-0.0075253614,-0.1381058706,1.8982037499,-0.2270745653,-0.0953243020,0.1548373551,0.9342070370,0.9195279889,-0.0521817828,-0.0729735639,0.4388621020,0.9991316413,0.2941268267,0.0512844025,0.2340035045,-0.1688489413,0.2928126499,0.0679936685,2.5266020498,-0.1502322429,-0.0201958709,0.4654109701,0.0098238778,-0.0225474585,-0.0473349056,2.5351787444,-0.1217570528,-0.4556454430,-0.0182924334,-0.0339920838,0.6016953898,-0.2134487573,0.0773773430,-0.0992830692,-0.0986701912,-0.2112748292,1.6117041996,0.3031819166,-0.2230458952,0.3317766436,0.0109881255,0.1414522223,0.4068521300,0.8363790043,-0.0399446756,-0.2024161316,0.0126214029,1.6037546610,-0.0932350359,-0.1543231400,0.3370591510,-0.0228435420,1.5545521446,0.0475240742,0.3748562077,0.1325173036,0.2427701615,0.4328454778,4.9091982842,-0.1245508698,-0.1054184790,-0.3177116471,-0.1096050268,1.7189399035,1.4725465585,-0.0665365103,0.4369941966,-0.0390938626,-0.0553855791,-0.1449972377,-0.1978353354,-0.0726911084,0.0351161159,0.0160836343,-0.1523115490,0.5742608378,-0.0191524538,-0.1511457065,-0.1464830269,-0.1446147852,-0.1587376114,-0.0587180792,Control
GSM481010,0.0088427114,-0.0397878316,1.8748446774,-0.1403038260,-0.0095877340,0.1960669111,1.2799962461,0.4269010135,-0.0635951313,-0.0010121350,0.1285491438,1.8094631367,0.4107004470,0.0979645552,0.3112823277,-0.0877833051,1.5243606313,0.0781252100,2.9012349447,0.1142580407,-0.0902991760,0.5484455742,0.0508783250,0.2973005544,0.0979509561,2.1004151340,-0.1658788549,-0.1121268229,0.1172201743,0.1641530268,0.7848732112,0.0558582460,-0.0989655200,-0.0893590621,-0.0379421383,-0.0498111679,1.8788603088,0.8215701136,-0.1390014389,0.3572219872,0.5812155417,0.3280633487,0.4695603981,1.0363030962,0.1309536373,-0.0791221686,-0.0118244729,2.1124519960,-0.0640405766,-0.0616114460,0.6988139800,-0.0049521831,0.5344381278,0.0934505015,0.8346061260,0.4001078805,1.3532863502,0.2637763904,4.1366360187,-0.0689478631,0.0299253108,-0.1869938556,0.0800146034,1.6974285753,1.8215680954,0.1001644606,0.6591043846,-0.0962629490,-0.0453533062,-0.0724101748,-0.0598541774,-0.0734716319,0.0491146670,-0.0524804330,-0.0359144217,1.1688287363,-0.0351954649,-0.0306827370,-0.1321031476,0.0060873871,-0.0651612744,-0.0370988661,Control
GSM481011,0.0473271434,-0.1439468859,1.8327166929,-0.1937270963,0.0390707609,0.0139650601,1.6023339232,0.2134904924,-0.0277669312,-0.0797177401,-0.0327065625,1.6893038817,0.0860105640,-0.0307999963,0.3692471853,-0.0441689824,1.0867041347,0.0861695422,2.9495386283,0.0620558802,-0.0423831238,0.3337490326,0.1527878153,0.0853694100,0.1478025638,2.1292321987,-0.1268478044,-0.2263149620,-0.0419655334,0.0366855888,1.3270472519,0.1066571780,-0.1606251726,0.0015773605,-0.0960780908,0.0703203686,1.5402704870,0.5831935987,-0.1638879136,0.2984264700,0.2009746619,0.3781177578,0.2694914768,0.9615260942,-0.0338350054,-0.0190993153,0.1167843015,2.0010260307,-0.0259851331,-0.1004865656,0.5155004768,-0.0609499933,1.0094137424,0.1236094152,0.3240358254,0.5330254723,0.6447139097,0.7929640099,4.5302506792,-0.0423061008,-0.0764263843,-0.2196711627,-0.0544221627,1.8455640789,2.1389656277,0.1267975100,0.4322951708,-0.0408412502,0.0110394834,-0.0610902679,-0.1280837371,-0.0633816822,-0.0270761495,0.0947999682,-0.0572097716,1.0080670535,0.0448527070,0.0480385736,-0.0731823341,-0.0784938757,0.0014484872,0.0393252685,Control
