@relation data

@attribute id string
@attribute 10461 numeric
@attribute 11136 numeric
@attribute 120425 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 140885 numeric
@attribute 1525 numeric
@attribute 2207 numeric
@attribute 2335 numeric
@attribute 23428 numeric
@attribute 23539 numeric
@attribute 23657 numeric
@attribute 23759 numeric
@attribute 2534 numeric
@attribute 2621 numeric
@attribute 284 numeric
@attribute 285 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2888 numeric
@attribute 3265 numeric
@attribute 338 numeric
@attribute 3635 numeric
@attribute 3655 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3687 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3690 numeric
@attribute 3845 numeric
@attribute 3897 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 4099 numeric
@attribute 4312 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 4893 numeric
@attribute 4973 numeric
@attribute 50848 numeric
@attribute 51206 numeric
@attribute 51378 numeric
@attribute 51744 numeric
@attribute 5175 numeric
@attribute 5196 numeric
@attribute 5197 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 54210 numeric
@attribute 5478 numeric
@attribute 55423 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 56301 numeric
@attribute 57126 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 58494 numeric
@attribute 6402 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 6464 numeric
@attribute 6520 numeric
@attribute 6566 numeric
@attribute 6654 numeric
@attribute 6693 numeric
@attribute 6714 numeric
@attribute 682 numeric
@attribute 7010 numeric
@attribute 7056 numeric
@attribute 7525 numeric
@attribute 8140 numeric
@attribute 83700 numeric
@attribute 857 numeric
@attribute 8832 numeric
@attribute 9046 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 90952 numeric
@attribute 9123 numeric
@attribute 914 numeric
@attribute 961 numeric
@attribute 962 numeric
@attribute 965 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.112248912,7.110929882,8.479821812,11.18792748,12.346326125,10.958471399,9.958574872,10.42552569,5.784851809,6.60059810433,5.468103682,5.468103682,5.59953846533,9.2289642325,10.0911473073,9.957674541,10.30496191,9.4954151895,6.82020416933,6.34278893925,7.4423513115,7.52571875,7.745155171,6.43230933033,8.1217165825,6.297013109,10.57663577,6.893001507,7.99361935,10.67951553,6.01615391233,9.30169669467,11.423270155,6.147515948,6.8286116825,6.1933182115,5.69019779725,10.63456176,5.395419826,5.564691589,11.0075662667,8.881298397,8.1654550638,8.74899041,8.405993556,6.435307999,5.802366961,5.510179653,6.143337929,12.12241722,4.92268697,6.251629749,6.685313404,7.339184439,7.0703331436,11.7240492,7.6745180755,5.739045575,7.340653781,6.484828414,4.850263431,12.29448586,11.44759484,5.657219288,6.80465488733,11.64123906,11.31322333,5.913614242,7.545024544,4.82618143,9.15105029633,9.160287724,5.431465218,8.001564595,6.459892344,6.75911734333,8.8793823445,10.720855645,7.537453572,8.956696408,8.325497867,11.0724812,13.206076235,7.0866122105,6.196356218,9.470273049,7.9841253975,10.83822324,8.761053454,8.049591461,8.334569436,6.701137054,9.0962696335,Control
GSM427159,8.87194953,6.754958049,10.07020855,11.10029786,11.8557988,10.5766137675,11.10149663,10.02820346,5.68055279233,6.36561548567,6.060593939,4.948847562,5.92315269333,8.8907159655,9.8802505615,8.6172071545,9.663318432,9.5539178325,7.70625733267,5.7995310015,7.8897640555,6.348379055,7.742126034,6.371338954,7.940840191,6.043635001,10.55403266,7.712339773,7.61467511,9.752932999,5.64215681733,8.828078384,11.4456095,5.52873637,6.4300637355,6.35214759,5.74326863275,11.67867508,5.9854380675,5.101199635,11.0786587633,8.993477034,7.6774776296,8.474680533,7.081539693,6.68672331833,5.3573015295,4.948847562,6.353195907,11.52829551,4.332418168,6.183690582,7.098719371,6.741201091,7.6111323212,12.12504541,7.862876923,5.97717186,6.648325671,6.65147713967,4.06456111,12.39041358,10.19564323,5.282820861,6.92689952033,11.64123906,11.11214317,5.61353994,6.458780312,6.239603899,8.42779587067,9.20400973767,5.272407006,7.481398095,6.68177874667,6.586005659,8.771832078,10.236162425,6.800385888,9.025562565,8.538694442,11.33884516,12.113213965,7.052513345,5.563756613,9.175650046,8.024133975,10.58303601,9.024558716,9.713391295,8.749220069,7.370864191,8.2815049495,BRCA
GSM427160,9.34698839,7.364837496,9.258943514,9.860497734,10.173210653,11.38025436,11.53476504,10.46214465,5.278519036,6.60124077833,6.431335148,4.584732512,5.79473177367,8.275073194,9.89024327825,7.128479166,7.742648173,9.480270588,8.21755960667,5.565204699,7.856102429,5.194176951,8.060129988,6.561221976,7.980807774,6.268430299,9.18625115,7.905749702,7.849031477,10.08758255,6.33241706267,8.9042892375,11.82795379,5.194176951,6.720661627,6.0643577435,5.8326297955,11.59799678,6.5929681715,5.507645012,11.3381346567,8.935534242,7.590935683,8.690112479,8.082416694,6.36773601167,5.9146248955,4.915295312,5.816734888,10.40487575,4.963487128,6.203891817,6.212526175,6.813047234,7.448654099,12.67203307,7.7021225845,6.241654902,7.649240232,6.86307926,5.857490426,11.62074231,7.329933371,5.561334729,6.94614165833,11.37070935,9.458448204,6.092445976,6.451215749,5.451055498,8.45925672733,9.84281731133,4.544584798,7.228580927,6.77600019633,7.22912163867,8.768137349,8.9239845385,6.364927481,8.927023183,9.659657526,10.83188538,10.5864353725,6.57139652,5.8058864945,9.388921983,6.725819356,8.799403966,8.784374029,10.35655132,9.6175147105,7.958786319,8.229193271,BRCA
GSM427162,8.862764851,7.009719816,9.56812767,10.35208789,10.217931663,11.093196936,10.77384001,10.02390718,5.20244744133,6.65095194133,6.086407617,4.482788153,5.437532102,8.08464112175,9.496993845,8.4476090825,7.80883731,9.432546201,8.13014295033,6.26453683075,8.398114105,6.832450574,8.06060289,6.18410994633,8.3145459475,5.660003917,9.671576946,8.08212392,8.17437786,9.271638758,5.635042506,8.75186424133,11.954544835,5.254944744,6.243898751,6.5914705675,6.064440107,11.00452968,5.6049829815,5.139460541,9.415136053,9.524248408,7.1937672274,8.847629866,7.485348582,6.54769707467,5.919204608,5.475661496,6.232282407,9.922525358,5.229406468,7.343965437,5.584068992,6.506054132,7.6522265588,12.52623397,8.054801422,5.633294061,6.934991518,7.00024685333,4.845002284,11.6659178,9.826322502,5.745177655,6.773314497,11.77608148,10.3854637,4.342813605,6.015142517,5.73024,7.73867912133,8.76121365867,4.53376448,6.648325671,6.89828157633,6.91032494133,8.831628272,9.0675019935,5.838328613,8.724992221,8.869671817,10.71326216,10.9511039505,6.6775755405,6.1176592375,9.091145182,7.015392628,9.753083475,9.184485567,9.779251973,8.5747783985,7.829676956,7.9716927155,Control
GSM427163,8.968180054,6.868733444,8.919415413,10.04873245,11.121158615,10.636090239,12.04072818,10.2658146,5.25964903267,6.72271790267,5.989826604,4.911705061,5.93814949667,8.34620788925,9.58722150125,8.374691736,8.194487401,9.66718229,8.024771969,5.63271403975,7.697637374,5.764215595,7.919118257,7.03425695367,7.9312840775,5.694748763,9.349370323,7.843106264,7.090221279,9.935467529,6.05438603367,9.13491446,11.664734205,5.476714818,6.8833304115,6.275924,5.91669616975,12.12951334,5.6865494335,5.607338636,11.0671163433,8.886703411,7.6579137982,8.770532686,9.716802799,6.78912007267,5.9062815045,5.041999937,5.835046906,10.6953025,4.238982945,6.056372858,7.405441727,6.944393257,7.950268865,11.96427598,7.930765467,5.546825987,7.31944887,7.07500935333,4.906423146,11.67950002,9.697098373,5.549215754,6.95957036867,11.54684638,10.03355416,6.088105148,7.347712434,5.852630158,8.10318445333,9.51717962767,4.44414752,7.634958261,6.30521607467,6.72839437467,9.050818791,9.346193744,5.544432256,9.180823621,9.002154772,10.87313284,12.094032035,6.8343688625,5.639333158,8.762549077,6.634522856,9.586361839,8.869887692,9.841195224,8.7855995045,8.681986034,8.544231152,BRCA
GSM427164,8.923204539,7.016922821,8.97466634,11.02694718,12.98729249,11.0045926235,11.4744083,10.17570583,5.707811796,6.509119171,6.154570678,4.985513237,6.068461391,8.716652398,10.6332608627,8.63196621,8.830119917,9.9164802245,7.15187721367,5.948291782,7.3388634815,5.663352625,7.186711317,7.21289602867,8.363719193,7.092337284,10.95930669,6.814297663,9.003996476,10.94344908,7.17660310767,9.489530799,13.379465115,6.672712173,7.019536675,6.085013037,5.66966000725,11.79461296,5.5780756935,5.476714818,12.1145166367,8.792953849,8.0926699198,9.445243095,9.313904007,6.73902004267,5.941329895,5.797863326,5.78110476,11.90810746,4.590130156,6.239556166,7.460253403,7.80732453,7.4183463498,12.02694363,7.6687152575,5.518071829,7.950324238,6.58785765767,5.499695432,12.26341894,9.061101886,5.470383322,7.329467798,11.95147243,10.14723709,5.964982644,7.45762943,5.508912889,8.70127661067,10.3886318853,5.476714818,8.19601328,6.25933008967,6.38912935567,8.9573893605,10.2086082175,8.065956118,9.552621611,10.40145051,11.52775569,13.169679585,7.741012465,5.9807494755,10.02441981,7.7016899055,9.800584933,10.14832758,8.416735391,9.8326031655,7.472185401,8.9373963525,BRCA
GSM427165,8.547431684,6.899511381,8.893893904,11.77183206,13.612733115,10.7572486395,10.24783886,9.478952156,6.4670477,7.158489434,6.843296507,5.10140977,5.20562717533,8.39165280725,9.06588790875,7.781972493,9.241268848,9.167523377,7.50182492433,6.181260444,7.9742866725,5.761026747,8.082270314,7.19476401833,8.00994217,6.042759915,10.70804518,7.851001152,7.49197557,9.545409111,6.031614841,9.251714595,11.636086735,5.418536788,6.6232326,6.051283158,5.862304229,11.980959,5.3003586355,4.981180512,8.83242227333,8.710342497,7.77673562,9.358008891,7.978569078,6.790668032,5.7180194865,4.993460669,6.365014999,9.176011741,5.536217098,6.883746426,6.662423158,5.996847001,8.3350079456,13.11366653,8.590203577,5.836246857,6.757593772,7.64867622433,5.019714421,12.53522562,6.440500143,5.349799819,7.417935019,12.03524768,11.2250027,5.754494213,6.452575359,6.082580853,8.36198243367,8.66957255133,5.072332275,7.292025067,7.25085123867,7.54701473933,8.345918811,8.407617644,5.646674804,8.18992476,9.182345388,11.71299347,9.2216698995,6.843917805,5.2283618045,8.688058921,7.1628441385,9.239646931,9.721262049,9.410706331,8.307924129,7.617983703,7.2971646555,BRCA
GSM427166,9.467518326,7.570446091,9.157947591,13.03513077,13.37481751,10.909664813,10.06266044,10.95407835,6.11171869767,6.34760938233,5.725748823,4.440622372,6.20886654667,8.80415305075,10.132048191,8.4976927755,9.877974684,9.1611827995,7.76995200267,5.979355383,7.7095138065,5.862458365,7.46131803,6.328962603,8.2637160875,6.51601958,10.27665401,6.876858011,8.280192097,10.75503384,6.00625084667,9.23773095817,11.69409393,5.838328613,7.0670465565,6.248142195,5.88068915225,10.68348837,5.737923147,5.252108349,11.6829085233,8.934251932,8.060705661,8.993477034,7.800157538,6.50818729167,6.26063088,5.290029217,5.841099622,11.48554018,5.256643908,5.953446408,6.020263967,7.162847292,7.757716558,12.07897478,7.7549264415,5.431465218,7.417897071,6.567183293,5.555364666,12.41967063,8.93734522,5.337721125,7.27179105267,11.28411575,11.17704903,6.613204258,6.809675295,5.632130956,8.53051419067,9.34830377267,5.325720324,7.787382059,6.24643194667,7.00963552967,8.8300470005,10.014758987,6.92202275,8.84840474,9.053437973,11.31896656,12.42221496,7.129524289,5.730023584,9.716982805,6.747602003,10.35265071,9.066352354,9.392951213,8.754331251,7.567216718,9.042169407,Control
GSM427167,9.1190968365,7.191752936,7.67246269,11.21785793,11.83751796,11.1590909,11.24231983,10.48162315,5.79816158467,6.691921469,5.229983196,5.706952669,6.02339317333,8.0162301535,9.487018861,7.634911512,7.522112898,9.3657406255,8.114530488,5.92738308275,7.94496816,5.589022814,7.57557919,6.958562315,8.446684304,6.379383241,9.280446664,6.901292687,7.748010194,10.365683,6.196845866,9.05065703483,11.5577866,5.40668228,6.5497902615,6.184122169,5.81485113325,11.06871466,5.60076847,5.192205263,11.8796742633,9.169130251,7.891337482,8.769533015,8.959597113,6.84945253667,5.530045787,5.241850906,5.945216293,10.8590069,4.827579315,5.929560972,7.205282841,7.428655643,7.6719006758,12.20624983,8.1175343725,5.160286177,7.944069439,6.80364086367,5.015037253,11.60505131,7.914237304,5.791560958,6.87905191167,11.64347756,10.15718937,5.991301456,6.575921614,5.749206573,8.16926655967,9.88719094933,5.262293378,6.878728789,6.29080341467,6.85674479767,9.017325795,9.2182717045,6.515310041,9.527448232,8.764623762,10.96573399,11.441748505,6.672645933,5.4029647955,9.158850196,6.537469927,8.938396899,8.895212575,8.831086408,9.6183197915,7.616679553,8.735810797,BRCA
GSM427169,8.2219366135,7.51975639,8.743051332,9.002738467,10.2600636325,10.417250621,10.6279946,9.994474054,5.37743589167,7.17848648167,5.841099622,5.320314304,5.93082713433,8.42904151725,9.451873703,9.1572452295,7.076818602,9.70078824,7.798260765,6.1636783635,8.148239231,6.161087152,8.076790383,6.30607312233,8.061784113,5.729220505,9.152139757,7.699539704,7.162394161,9.93833767,6.04941479267,9.06946628383,10.97266949,5.411944154,6.1985753455,6.308911843,6.225327925,11.11942121,5.012436912,5.159075364,11.8340178433,8.786074471,7.6172088754,8.271931157,9.288653359,6.82081096367,5.7288263995,4.554721148,6.038266749,10.25957296,4.977407298,6.350148575,7.606018576,6.850940421,7.3060563712,12.27296951,8.2287174245,5.328236218,7.103736613,6.79934445133,5.28356184,11.24631027,11.50955249,4.972820434,6.98522982867,11.52775569,10.08323369,5.578947201,6.894093582,5.894885198,8.39504068233,9.31708568633,5.557663769,7.4960371,7.078510385,6.973025285,8.4637879505,8.9440034885,5.644152813,8.558077339,8.276684068,10.72598418,11.881986655,6.9925262615,5.4896702555,8.932222966,7.327479922,9.261778266,8.593410849,9.377341303,8.723829144,7.502038402,8.009368739,BRCA
