@relation data

@attribute id string
@attribute 10479 numeric
@attribute 10568 numeric
@attribute 10723 numeric
@attribute 10861 numeric
@attribute 10991 numeric
@attribute 11136 numeric
@attribute 11254 numeric
@attribute 115019 numeric
@attribute 115111 numeric
@attribute 117247 numeric
@attribute 121260 numeric
@attribute 123041 numeric
@attribute 124935 numeric
@attribute 140679 numeric
@attribute 142680 numeric
@attribute 153201 numeric
@attribute 160728 numeric
@attribute 1811 numeric
@attribute 1836 numeric
@attribute 206358 numeric
@attribute 23315 numeric
@attribute 23428 numeric
@attribute 23657 numeric
@attribute 246213 numeric
@attribute 25769 numeric
@attribute 26503 numeric
@attribute 283652 numeric
@attribute 285195 numeric
@attribute 340024 numeric
@attribute 348932 numeric
@attribute 389015 numeric
@attribute 51296 numeric
@attribute 5172 numeric
@attribute 54407 numeric
@attribute 54716 numeric
@attribute 55089 numeric
@attribute 55117 numeric
@attribute 56301 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 57282 numeric
@attribute 57419 numeric
@attribute 57468 numeric
@attribute 57835 numeric
@attribute 65010 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6508 numeric
@attribute 6509 numeric
@attribute 6510 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6521 numeric
@attribute 6522 numeric
@attribute 6528 numeric
@attribute 6533 numeric
@attribute 6539 numeric
@attribute 6541 numeric
@attribute 6542 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 6548 numeric
@attribute 6549 numeric
@attribute 6550 numeric
@attribute 6553 numeric
@attribute 6557 numeric
@attribute 6558 numeric
@attribute 6559 numeric
@attribute 6560 numeric
@attribute 6564 numeric
@attribute 6565 numeric
@attribute 6568 numeric
@attribute 6569 numeric
@attribute 6574 numeric
@attribute 6575 numeric
@attribute 80024 numeric
@attribute 8140 numeric
@attribute 81539 numeric
@attribute 83697 numeric
@attribute 84679 numeric
@attribute 84889 numeric
@attribute 8501 numeric
@attribute 8671 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 9187 numeric
@attribute 92745 numeric
@attribute 9497 numeric
@attribute 9498 numeric
@attribute 9990 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.545895082,5.973141011,5.468103682,5.43945000375,5.836309985,7.110929882,5.768456458,5.21611769,5.4707198845,7.457424231,10.0606202665,5.84191436267,9.538005127,5.45451419,5.085564076,5.135464327,8.246171869,6.507244111,6.335306046,6.59171354,7.78527447,6.60059810433,5.468103682,5.238988625,4.721115721,6.057131398,4.801431976,9.405376108,5.331285345,5.461406798,5.504986385,10.74699733,5.757697518,10.44103033,5.62576092033,5.338612717,5.27337129767,11.44759484,7.232999148,4.772692515,4.944403139,7.440040937,5.7957908185,7.04968034167,6.368729465,6.455167425,5.586773185,10.16928652,6.177750426,7.821265561,10.20782,5.044843524,6.175929354,5.006535067,9.160287724,5.346435058,8.694898579,5.26866948,6.513534664,6.764278222,9.231413882,6.89168173167,5.507248571,5.57418573,5.54676977133,11.49398064,6.2950853,5.105815554,5.922204539,4.899189228,8.452766178,4.835685705,9.114152992,4.797027644,6.086142197,5.118745153,5.204582147,10.64114433,8.998534812,10.14611713,8.325497867,8.4321714995,5.401742447,6.411176756,7.383212224,5.823629162,5.6204611975,9.470273049,7.9841253975,7.154213379,6.307888971,9.1974768545,5.5070891605,5.872706642,Control
GSM427159,6.15260990867,7.171059083,5.201056716,5.36299696975,6.13986403,6.754958049,6.120295558,5.288147158,5.4168853535,5.902442197,10.2428198145,6.09212173067,8.844228023,4.234269411,5.296651267,6.060593939,9.392012066,7.097666426,6.438838105,6.86647878,8.347268264,6.36561548567,4.948847562,4.937593039,4.752897783,6.012351476,4.778486368,7.873322793,5.091500179,5.488009811,5.447668014,10.39118749,5.827572151,10.6865533,5.512693792,5.148437177,5.252763136,10.19564323,6.068999232,4.21308329,5.34066129,6.945564178,5.758759318,7.56171989367,6.42827609967,5.659433149,5.563242994,8.388362979,6.1085356635,7.923834234,9.978221063,5.239561536,5.652207716,5.469081112,9.20400973767,4.632736581,9.011647369,5.428620839,5.722746919,6.57376504,9.751209759,7.00319414967,5.452044542,5.754895016,5.403732866,11.84250171,5.617218576,5.263796174,6.071897384,4.948847562,9.120272962,4.647773112,8.684530469,5.804719114,5.943517738,5.291687581,5.838076438,10.57522277,8.83146649,10.66694764,8.538694442,8.9253394725,5.40668228,7.316487737,6.1813244865,5.968327676,5.457316777,9.175650046,8.024133975,7.261721494,6.001414528,9.536853785,6.4148544085,5.5755357315,BRCA
GSM427160,6.26585468,7.307672905,5.531000265,5.22220483325,6.693490878,7.364837496,6.009611007,5.38177782367,5.4676791125,7.405718266,10.298634515,5.807296054,9.322863923,4.678655626,5.430127385,4.838713892,8.731294526,8.221515981,6.209848712,6.58736921,8.686203838,6.60124077833,4.584732512,4.774274953,5.458620899,6.095402957,4.959319531,7.953790677,4.933585915,5.527329405,5.811226239,10.46466855,5.932280461,10.20351353,5.10930094267,4.933585915,6.04030035,7.329933371,6.921278994,5.579701547,5.047245267,7.303326696,5.5807363085,7.31004577667,6.15195753533,6.245890761,5.527329405,8.430505998,6.3189472225,7.42286607,9.798739548,4.768993337,6.124127129,5.90202005,9.84281731133,5.418452458,8.99655902,5.249645622,6.045110507,5.823119603,10.30654055,6.87575352033,5.194176951,5.062004299,5.59858866967,12.09766027,4.544584798,5.826428522,6.735119764,6.015532832,9.203172904,4.654230956,8.246171869,5.258529523,6.575430048,5.088959125,5.469732364,10.4262965,9.321528551,10.16436051,9.659657526,9.085443246,5.14017664,7.308842122,6.9450369845,5.641120592,5.897498289,9.388921983,6.725819356,7.469094598,6.296416681,9.086196887,6.1920104785,5.668245432,BRCA
GSM427162,6.13184417267,5.9884845785,5.475661496,5.064058629,5.863140121,7.009719816,5.868397398,5.50620192567,5.3128771495,7.882843431,10.067999143,5.93028237433,9.315614414,4.766080198,5.357737827,5.057029153,9.488342842,11.97142151,7.275242521,6.135766351,8.420887759,6.65095194133,4.482788153,5.193979903,5.249456007,6.047784427,5.208879341,7.192443549,4.978894894,5.397812585,5.8832730605,10.49035982,5.391983545,10.93087057,5.62948878067,4.628224624,5.50990679433,9.826322502,7.499688706,4.700180125,4.681187829,7.553285857,5.7259347505,7.837268875,7.08886588267,6.018929689,5.78869305,9.457976471,6.142763031,8.270366729,10.40696526,5.114378737,6.574181472,5.028139516,8.76121365867,5.412113573,8.696325232,5.446761787,6.350944152,5.767662245,10.13087976,7.21005095867,5.871850577,5.21345543,5.57249007933,12.00568429,5.407702206,5.584068992,6.018929689,5.139460541,9.803902227,5.114378737,8.01924478,5.182703468,5.490579154,5.134643221,4.509722249,10.1525514,9.007497661,10.46285527,8.869671817,8.3654007935,5.624840225,7.513019149,6.292631352,6.171732872,5.773682831,9.091145182,7.015392628,7.198816104,6.239937982,8.606064634,6.09487257,5.9290173375,Control
GSM427163,6.36299230167,7.70880163,5.406342144,5.66966803425,7.349217359,6.868733444,6.449359668,5.26767276033,5.3210920245,6.890693297,10.464813275,5.78592858633,8.99900014,5.518229233,5.206341637,5.919108385,8.318227715,6.563276843,6.571150131,7.483415001,8.186907968,6.72271790267,4.911705061,4.801431976,5.163107462,5.87289723,5.32446073,8.541049291,5.014814152,5.846249617,5.389626038,10.28358647,5.294355387,10.47438056,5.743107481,4.815846004,5.66717945833,9.697098373,6.712427693,5.050187406,4.858243708,7.418993406,5.842526426,7.583833142,6.35683591767,6.667115534,5.455665247,8.963128094,6.010696549,7.087465825,10.51902709,5.278366982,5.593959684,5.731598207,9.51717962767,5.283839608,8.854962736,6.29131404,6.097300677,5.887775801,10.16846564,7.01080141967,5.559347452,5.111669081,5.48118016167,11.58443655,6.047784427,5.435804628,6.649547651,5.130324729,9.0886782065,4.885099957,8.369903873,5.368603583,6.84856387,5.476714818,6.031335227,9.874758982,9.100032254,10.33039065,9.002154772,9.164193504,5.432300734,7.676840589,6.613433919,5.617879735,5.501472874,8.762549077,6.634522856,7.77152434,6.276874062,8.9413194075,6.2117151645,5.5111436745,BRCA
GSM427164,6.59709544033,7.275042637,5.70895367,5.26754864675,5.684966848,7.016922821,6.091917306,5.437376124,5.5402481545,7.964053636,10.632964645,5.713276086,10.0034902,4.699347423,5.636197729,5.527329405,7.579393492,9.342986415,6.343235137,7.590102562,8.288129114,6.509119171,4.985513237,5.036295892,5.08535162,5.756763955,5.098043929,8.111397999,5.476714818,5.226326687,5.2582908375,12.17821986,5.670735019,10.864964,5.778198725,5.30196368,5.559406031,9.061101886,6.440541669,4.738513493,4.562658614,6.748397915,5.4296342605,7.120919536,6.50388295233,5.880692411,5.206341637,8.931122442,5.6514929265,7.870643868,10.13811214,4.950248224,5.759695977,5.178725843,10.3886318853,5.625863148,9.269361142,5.353244986,6.448203566,6.545354989,10.20922218,6.82678924,5.65836235,5.256643908,5.38838522867,11.98277091,6.050290137,5.30998672,5.956992456,4.626765673,9.3234092765,4.555946662,8.527351033,5.144465785,6.604965038,5.214330049,5.044843524,11.53060643,9.254108071,10.57466711,10.40145051,9.164636678,5.485435883,7.60485179,6.513472806,6.153405728,5.9464134385,10.02441981,7.7016899055,7.347889565,6.095772153,9.7188579445,6.122851764,6.2793077475,BRCA
GSM427165,6.639951247,5.7001225465,5.793903195,5.1543513965,6.003271234,6.899511381,5.630093262,4.97154825267,5.0451309915,6.561941354,10.435382065,5.55116633867,9.228867456,5.219373048,5.259377247,5.28356184,10.26227726,11.70655442,6.583763983,6.952074702,8.220960035,7.158489434,5.10140977,4.615929054,4.888756945,5.705709271,4.998433881,7.275475337,5.009001383,5.51191964,5.238663902,11.18055585,4.515994137,11.79461296,5.613409385,4.700735,5.46829707167,6.440500143,8.18992476,4.981180512,4.547045185,7.927112932,5.583572536,7.95696234967,6.47114128867,8.591897347,5.544509535,9.445372435,6.475384262,7.793962719,10.51325413,5.520352508,6.725676834,5.564234295,8.66957255133,5.087262599,8.534916724,4.927198693,6.162699096,5.451550105,10.63456176,7.77330459767,5.923393601,5.442621133,5.32122041867,12.46971692,5.899484569,5.263890047,7.075187974,4.970176368,10.515467159,5.092134744,8.35098461,5.292976103,6.067010094,5.003839723,5.761026747,10.29787953,9.099519506,10.32429902,9.182345388,8.9051426025,5.072332275,7.766779205,9.0743497145,5.38008113,5.2510023165,8.688058921,7.1628441385,6.799058561,6.695858571,9.560070116,7.390905858,5.5665813365,BRCA
GSM427166,6.32282679833,6.632974134,5.238893118,5.4337588435,5.334149236,7.570446091,5.77400374,4.894583691,5.2916941845,7.2875303,10.0759846315,5.89111993033,9.086402392,4.091454519,5.760760691,5.297935366,7.10473273,7.507876136,6.547747191,6.119880723,7.30417133,6.34760938233,4.440622372,5.491621645,5.401401144,5.703080794,5.361251859,9.574726497,5.517599514,5.431465218,5.8402859655,10.58638973,5.397641479,10.46257413,5.125380425,5.487205952,5.56641064433,8.93734522,7.31134218,4.877267261,4.823508981,6.866664227,5.5410933735,7.08793490233,6.56323910567,5.741879005,5.699614961,8.561384495,6.038322405,6.995289824,9.940739781,6.110097626,6.174182303,5.5893225,9.34830377267,5.032113243,8.709033072,5.102039992,5.948315392,6.518460881,9.622747882,6.66575842133,5.672008915,5.190033289,5.51439922367,11.41027128,5.662783181,5.216465777,5.741879005,5.265109838,9.1602042195,4.462262136,8.631760133,5.179721278,6.187357641,5.149148835,5.185481295,10.51132549,9.488342842,9.941825661,9.053437973,9.40253065,4.177862416,6.710259293,7.062583581,5.814365364,5.825548677,9.716982805,6.747602003,7.790610985,5.931807875,9.5791873845,5.8661475105,6.039133135,Control
GSM427167,6.43072445467,6.847572101,5.813403636,5.35313293975,5.065239741,7.191752936,6.74994022,5.34103405233,5.3899418245,7.689755391,10.316256695,5.36303181633,9.398503824,5.466799412,5.329851264,5.349622922,7.753619786,11.83377967,6.760856726,7.025198058,8.291125938,6.691921469,5.706952669,4.813026019,5.194570965,5.743764871,4.831131467,8.20457252,5.015037253,5.714802736,5.479660845,10.26927314,5.929560972,11.04873907,5.568093651,4.980952113,5.44818430667,7.914237304,6.542920132,5.085988894,5.332896983,6.961395067,5.588758091,7.15616653333,6.55713444433,6.264635533,6.110463081,8.391932143,6.2776064225,8.586221609,9.969494854,4.542894537,5.839966671,5.463860485,9.88719094933,5.189835675,8.812948295,5.057570761,5.572973961,5.210049084,10.3910344,7.37354745233,5.87615546,5.287261033,5.33365297633,11.72159494,6.093766806,5.9893725,6.203304562,4.916490079,9.8392008,5.492022402,8.440745781,4.876039551,6.546667333,4.904377216,5.262293378,10.48261415,9.174452064,10.1682337,8.764623762,9.496222122,5.469406774,7.088314217,7.516571771,5.998653184,5.301831852,9.158850196,6.537469927,7.547822125,6.204772251,9.020619656,5.7449391595,5.4231829355,BRCA
GSM427169,6.55114757333,5.6286750215,6.255789266,5.52627593225,5.992208309,7.51975639,6.268944869,5.59020270967,5.1034738015,6.983110824,10.39550152,5.688269079,9.276194866,5.181511332,5.472009433,5.679206489,9.245018504,8.356123034,6.365627476,6.518578904,8.887647971,7.17848648167,5.320314304,4.435394156,5.127025752,6.187011156,5.612950486,8.61053686,5.181511332,5.828143626,5.965974182,10.03057097,6.069643769,11.06141864,5.24527302333,5.388199225,5.77867082433,11.50955249,6.329935892,5.527954892,5.224977213,7.340208684,5.9280344975,7.530396257,6.382173862,5.778347403,5.790974804,9.320462748,6.551414152,8.93949189,10.65984455,5.871604195,5.797150007,5.891608291,9.31708568633,5.172738766,8.976994451,5.168332398,5.598879718,6.878728789,9.785085055,6.406872431,5.951990588,5.255511354,5.37345151467,11.86526555,5.819036642,5.745379368,6.4750489,5.017043611,9.629410165,5.422747045,8.646514722,5.044406414,5.720286161,4.308599443,5.139972076,10.31750338,8.770020544,10.40839904,8.276684068,9.718061075,5.332718001,7.028130191,7.1078051205,6.049636893,5.682893787,8.932222966,7.327479922,7.585452943,5.992208309,8.9825245285,6.3746807605,5.6585895675,BRCA
