@relation data

@attribute id string
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 4331 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 6829 numeric
@attribute 8731 numeric
@attribute 8732 numeric
@attribute 902 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4126746371,0.2471734286,0.5599901921,0.4458390437,0.6988280033,0.0819270354,0.0983569717,-0.0370083206,0.5999198465,1.1703704466,0.9321065918,1.4741522832,0.9073006092,0.4790607486,1.7162887493,1.4991112350,2.0225933196,0.9153220130,1.7382117063,0.7013883383,0.3452672266,0.3811536158,0.5309962821,BRCA
GSM481003,0.4332668259,0.0809217530,0.6384328385,0.6027689856,0.3816985116,0.0240194796,0.1887621529,-0.0238657131,0.6650603986,1.0737781454,1.1258171098,1.7355406609,0.9993794023,0.5170908664,1.9700247826,1.5653517170,2.5304655898,0.7923391349,2.0476801031,0.9481514535,0.2276208367,0.2005917288,0.4128580279,BRCA
GSM481004,0.4885377014,0.1856753364,0.6563029549,0.3990541024,0.5249313446,0.0484137601,0.2071125326,-0.0298508255,0.7186753850,1.1400992890,1.2078082544,1.6407811478,0.9113441620,0.4213451779,1.9015568991,1.4534333797,2.2714820702,0.7345321434,1.6009336627,0.9399759378,0.4519700314,0.2576836387,0.5674291466,BRCA
GSM481005,0.3385402066,0.2276329494,0.5496870449,0.7022237635,0.8590674320,0.0543346737,0.0273029770,0.0502684904,0.7103806155,1.3566492122,1.0428239462,1.3264736316,0.8533831697,0.4386936296,1.7013532322,1.7193023414,1.9966017007,1.0200565478,1.9018808902,0.7949799944,0.5650474451,0.3986517541,0.7514979797,BRCA
GSM481006,0.3733979295,0.2647651799,0.4691815671,0.6386246402,0.6036217285,0.1995508763,0.1172757720,0.0267637424,0.5777717888,1.1537876290,0.8935009884,1.3338032147,1.1468729097,0.8161036820,1.9389057817,1.9559061824,1.9949334397,0.9471551222,1.5737857412,0.8953222914,0.6003511826,0.2108625122,0.8258214549,BRCA
GSM481007,0.4745502664,0.3188221376,0.8353145834,0.4642803039,0.4712725024,-0.1117293039,0.1932108493,-0.0726720185,0.6028448843,1.1978196736,0.9925808908,1.1345281925,1.2312760055,0.5469112565,1.5477014357,1.8655931726,2.2120503649,1.2255379280,2.0267416139,1.0392575367,0.1709334125,0.1033708318,0.7083978821,BRCA
GSM481008,0.3531635934,0.3203204544,0.6851009033,0.6192824858,0.4346267902,0.0583050080,0.3393358754,-0.0353264075,0.7579538683,1.2731039599,1.2073366213,1.9825742786,1.0815599343,0.4978935979,1.6882617438,1.5542730316,3.0121067630,0.9354278338,1.7811089233,0.8410615484,0.3449828172,0.3857194127,0.4965368061,Control
GSM481009,-0.2521326546,0.0021543601,0.3922241374,0.5486693074,0.4665545274,-0.0902150421,-0.2240744946,-0.0664649450,0.3907827812,1.1732181000,0.6326582934,1.3352790693,0.6703982333,0.2487644386,1.6573938705,0.8164385689,1.6586243511,0.5219870231,1.2621933153,0.5012962595,0.2990854552,0.2550120979,0.3113005406,Control
GSM481010,0.3869085910,0.2743913706,0.6619493134,0.8299167638,0.8621499950,0.0677283619,0.2553931049,0.0522999922,0.5453053902,1.5307855830,0.9316960965,1.5254069404,0.9289203385,0.4621615706,1.8113816211,1.6379111709,2.1416127816,0.9562062303,1.7091990142,0.8723000284,0.7326965734,0.4347063202,1.1656297360,Control
GSM481011,0.7533496341,0.0953976019,0.7387057178,0.3450502634,0.3670035432,0.1960499127,0.1669592507,0.0150719955,0.7055492616,0.9410156570,1.2711931691,1.2921597741,1.2070852319,0.7072479838,2.0018711016,1.7775148304,2.3741526338,1.2171910213,2.2196026619,0.8796784953,0.1797329516,0.2938580540,0.7662111923,Control
GSM481012,0.2966222094,0.3110053843,0.6841403806,0.6642543525,0.7618023500,0.1681027017,0.3511911403,0.0444644441,0.6157817560,1.4529629637,1.0170326121,1.7474025380,0.9818590741,0.2595210904,1.8372712713,1.1852679850,2.1938919623,0.7801997344,1.7430533237,0.7629165688,0.4628535892,0.2525389712,0.7153215579,Control
GSM481013,0.4191262450,0.1690664118,0.7044772550,0.6335405773,0.0517139992,0.0583932447,0.6390403850,-0.0423559008,0.7140867605,0.9430319306,1.3311467692,2.0113280904,1.3976179997,1.0585614475,1.9503300054,2.3381275982,3.4296017488,1.1081907941,1.9808169322,0.8019094881,0.5352627580,0.2066844646,0.6799423939,Control
GSM481014,0.2363958694,0.2384551131,0.3298475811,1.1297580593,0.8437697951,0.2177084697,0.0889253631,0.1148348443,0.5668125956,1.6006871670,1.0384410788,0.9436712671,1.1515298367,0.6089370186,1.6479109912,1.6408665926,2.3408413859,1.1510887891,1.5302768359,0.8189196019,1.0051872683,0.2434907570,1.0306804563,BRCA
GSM481015,0.5757501257,0.0968149764,0.5126296831,0.5736857074,0.3010567020,0.2463605043,0.4573010059,-0.0451472716,0.7206384173,1.2021682756,1.2158094663,1.4210131276,1.3693537793,0.6682031741,2.1214846149,1.9205169604,2.7123100094,0.5633072851,2.1181776026,0.8277432600,0.3269477572,0.1892852668,0.4658639709,BRCA
GSM481016,0.1653769025,0.2355825872,0.5925145850,0.5469253082,0.7606138104,0.1589354269,0.0282498664,0.0261504168,0.4714538341,1.4388391503,1.1586149446,1.7430604371,0.8834321073,0.4152585889,1.7990211695,1.5138703959,2.1429648799,1.1820911892,1.9312743173,0.7442860891,0.4710245951,0.5144995207,0.9130081130,BRCA
GSM481017,0.0032485751,0.4745808375,0.3302865576,1.0617989414,1.0389282579,0.4004085986,0.1183326054,0.1281807117,0.3508841523,1.8408815658,0.6218923004,1.4358276020,0.4718991185,0.3197498415,1.7956013412,1.3341183737,1.4625600511,1.4817087224,1.4495559673,0.5133196711,1.0161118429,0.6226693145,1.4063829099,BRCA
GSM481018,0.2498805421,0.1730096865,0.6156368957,0.2666977050,0.6777235812,-0.0722995549,0.1847591174,-0.0793617186,0.5047851183,0.7125655204,1.0446590539,1.7130461281,0.9519576928,0.4768916014,2.0973382368,1.5251923651,2.4863946173,0.9195578630,2.3104698971,0.6867072779,0.2218247135,0.1777411797,0.2311355607,BRCA
GSM481019,0.5515121886,0.3143348163,0.7176327251,1.1375311054,0.6956493974,0.1854732197,0.5616525147,0.0706305059,0.5477540156,1.5364438337,1.0850887448,1.2484735195,1.2856483776,0.6930328235,1.8056069503,2.0122807026,2.4184490177,1.1925994159,2.1284117997,0.7718007440,0.6395419139,0.2625069548,1.3301026140,BRCA
