@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10125 numeric
@attribute 1019 numeric
@attribute 10298 numeric
@attribute 10451 numeric
@attribute 10725 numeric
@attribute 10892 numeric
@attribute 11261 numeric
@attribute 1147 numeric
@attribute 1326 numeric
@attribute 1432 numeric
@attribute 1437 numeric
@attribute 1493 numeric
@attribute 1739 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 23624 numeric
@attribute 2534 numeric
@attribute 27040 numeric
@attribute 2885 numeric
@attribute 2932 numeric
@attribute 29851 numeric
@attribute 3265 numeric
@attribute 3458 numeric
@attribute 3551 numeric
@attribute 3558 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3586 numeric
@attribute 3702 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 3932 numeric
@attribute 3937 numeric
@attribute 4690 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4893 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5133 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5588 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5609 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5777 numeric
@attribute 5788 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 63928 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6885 numeric
@attribute 7006 numeric
@attribute 7124 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7535 numeric
@attribute 8440 numeric
@attribute 84433 numeric
@attribute 8503 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 8915 numeric
@attribute 9020 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute 925 numeric
@attribute 926 numeric
@attribute 940 numeric
@attribute 9402 numeric
@attribute 959 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,0.1721514342,1.6509813072,0.8276971420,-0.0326138439,0.4660254572,0.2292825110,0.8611027989,0.2841429040,0.2599901710,0.4174692793,-0.0995073779,-0.0665195915,0.2322965619,2.3584245311,0.3070585448,-0.0801269710,-0.0131690648,-0.1757426645,0.4023514937,-0.0426860156,1.6104626348,0.8950817100,-0.1218768964,0.8212452234,-0.1280158754,0.2679063242,-0.0354637797,-0.2027328952,0.0127114221,-0.2486633961,-0.0924954481,1.7024177213,0.1314761901,2.3560742060,-0.0762471060,-0.1219987183,0.3878209061,0.0886515304,0.0434628459,0.0288073119,0.0472211881,0.0372776528,0.8098630121,0.4748031217,0.2867321043,0.8848718814,0.4033383753,1.3998379606,-0.2075630972,-0.2923995453,0.7135185198,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.8370002049,0.6486776985,1.4788247029,1.0400522820,0.1612316305,-0.0339868274,0.3768321643,1.1201675758,0.4517662190,0.2417233829,0.5395283599,0.1390805759,0.2973419841,-0.0465546501,-0.0592862589,0.0470554000,-0.1722219885,0.3860900013,1.2157194917,0.6241121968,-0.1447931698,-0.0234144181,0.2904654710,0.2768544875,-0.1879732352,-0.1203307158,-0.0056752554,-0.0023895863,-0.1957494331,0.3089302084,0.0879778451,-0.0795126762,0.5194533495,0.4943281158,0.5377018423,-0.0869741337,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,-0.1001903431,-0.0700839953,-0.0188878691,-0.1893430850,-0.0504851340,-0.1889940840,0.2411862325,BRCA
GSM481003,0.3007907103,0.4873748818,2.0218701660,1.1253490030,-0.0231692680,0.2285291182,0.1452357401,0.8260841547,0.2877502063,-0.0015467559,0.3061586227,-0.1960046216,-0.0715917353,0.2300292317,2.5114432043,0.3973698837,-0.1516893194,-0.0067144994,-0.0738673770,0.4055141435,-0.1185903573,1.7524189089,0.9718543944,-0.1185654941,0.9474795161,-0.1236682045,0.4162924297,0.0204832373,-0.1808650321,-0.0190007393,-0.1257941105,-0.0612388236,2.4163282448,0.0738842817,2.2548772812,-0.0751021558,-0.0909487080,0.2858860052,0.1072291716,-0.0071023582,0.0284779953,0.1099821702,0.0608519517,1.4016762564,0.6189834172,0.7304989806,0.9542065300,0.5633794381,1.8544124930,0.1058954411,-0.1913975930,0.5864300536,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.9900261754,0.5260021543,1.4940092098,0.8106030215,0.1265427291,0.0360388891,0.4223379152,1.1333078442,0.4978785231,0.1985753451,0.7071057357,0.1453346393,0.2656726797,0.3781885714,-0.0721497796,0.4993370962,-0.1138911428,0.2815908568,1.5458108518,0.6049226272,-0.1587073663,-0.0553885548,0.0839562974,0.2633005434,-0.1100180772,0.3678463830,-0.0640276709,0.1084957430,-0.1579814833,0.2811997700,0.2714031846,0.1190332978,0.4569876247,0.3135727806,0.5554000006,-0.0357208771,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,-0.0606260283,-0.1348725014,-0.0825786177,-0.1096670431,0.0228203201,-0.1467106119,0.1941480732,BRCA
GSM481004,0.4733082638,0.0273663449,2.4203961939,1.1147533317,-0.0307725794,0.4258645362,0.1557933774,0.8845133396,0.3929689074,0.2101717265,0.4136280409,0.0166177656,-0.0017525011,0.1324202984,2.2194539971,0.4676012300,-0.2391101478,-0.0146582856,-0.1818336114,0.6183126943,-0.0561155036,1.7306030480,1.3618418052,-0.0679055706,0.8814408686,-0.1066800437,0.4565757285,0.1090250993,-0.1681409277,0.0046471892,-0.1977293875,-0.0623129027,1.9569436598,0.0657351969,2.2044553339,-0.0586939262,-0.1239090867,0.2737133683,0.2462961586,0.0134470427,0.0473546795,0.3676690033,0.1890115326,1.3433312625,0.5926850402,0.6537542979,0.9630198516,0.4561246896,1.7169649695,-0.1194602421,-0.1974418070,0.9088047795,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,1.0766678804,0.5568734760,1.5397735213,1.2435202534,0.1383806468,-0.0419302782,0.5495924441,1.3982536542,0.4221550408,0.3435010134,0.5545792864,0.0639251527,0.1269719892,-0.0053526709,-0.1071991661,0.0360935164,-0.1673319362,0.4157156661,1.4715695732,0.4966396672,-0.0972555234,-0.0500999228,0.1372055122,0.2940910289,-0.0522476341,-0.0368083989,-0.0649329242,0.0092281189,-0.1886380698,0.1958457994,0.2158707039,0.1043470586,0.4162228867,0.4560373420,0.4440401822,-0.0263448778,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,-0.0573946973,-0.0793726691,-0.0626230279,-0.1200933228,-0.1080211434,-0.0823195486,0.2163254187,BRCA
GSM481005,0.7983672971,0.4030636317,1.6965493859,0.9063413034,-0.0564037240,0.7245277575,0.3356080522,0.8255034942,0.7559128657,0.2040957064,0.3984561536,-0.2197902050,-0.0435396065,0.4315617782,2.3890128664,0.4302809539,-0.1103455591,0.0304015636,-0.1951803750,0.4258142904,0.0511551089,1.6458761891,0.9572651076,-0.1454700950,0.8521304950,-0.1683066803,0.3903404364,-0.0447170497,-0.1635580101,0.0441278708,-0.2033722807,-0.0642276508,1.9105042447,0.1621117626,2.3612720490,-0.0613186934,-0.1313626404,0.4507309079,0.1025759120,-0.0190676901,0.1093474198,0.3299111068,0.0661443981,0.7793831442,0.5579776450,0.4032124299,0.8978069759,0.5092585007,1.7067998852,0.1787671845,-0.1681952008,0.9888136863,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.8211322722,0.8398691173,1.6021617843,1.1356134855,0.3057993211,-0.0755055607,0.4403047296,1.3712493853,0.4644701202,0.4124403786,0.6868093671,0.0764267961,0.2336956347,-0.0377524438,-0.0588336760,0.0269206680,-0.1606572991,0.3888399490,1.2129281088,0.4447447957,-0.1152613652,0.0180744121,0.2881692323,0.6410530742,-0.0465901389,-0.1027448054,-0.0950495207,0.0036584168,-0.1697499079,0.2778034230,0.1710501472,0.0457376592,0.5630232504,0.3629836582,0.6679200560,-0.0220388942,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,-0.0384553807,-0.1266929486,-0.0229828025,-0.1127792553,-0.1176848594,-0.1864941843,0.1866518880,BRCA
GSM481006,0.6102282105,0.7527841082,2.0035383105,0.6073877504,-0.0841016283,0.5373223195,0.1962778227,0.8436095273,0.5505344721,0.1917761388,0.3921763096,-0.1641713104,-0.0658524960,0.3906014825,2.7993582883,0.4174783649,-0.1162875150,0.0247047886,-0.1437625130,0.4241999837,-0.0700243346,1.6704388113,1.0202108809,-0.1236475436,0.8876503406,-0.2032751216,0.2354427614,-0.0910276576,-0.2067404358,-0.0116900326,-0.1049547011,-0.0236254930,1.8248747664,0.1676137317,2.5397693236,-0.1271773895,-0.0823589096,0.4491882131,0.1656357026,0.0079189933,0.0428417770,0.1709810107,0.1223146532,1.0869957842,0.5536829033,0.3889670319,0.6079864987,0.5787126888,1.7934826566,0.0293747667,-0.3334359614,0.8314093148,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.9354205676,0.6594483865,1.5006651944,1.0245994510,0.3482065284,-0.0672901499,0.3909603753,0.9865753614,0.5067868330,0.0839668039,0.4674810317,0.1169393467,0.3444300745,0.1408993934,-0.0511582738,0.1963789132,-0.1013667325,0.3354175018,1.3122026393,0.5143065399,-0.1569815902,0.0128678733,0.2175775908,0.5432311448,-0.1209931010,-0.0591356744,-0.1211343683,0.0232389788,-0.1878603472,0.2075771438,0.1520524368,0.1659671659,0.7007251898,0.2727268643,0.6600953752,0.0114785338,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,-0.0865613314,-0.0666833480,-0.0923834387,-0.1203887555,0.0222671061,-0.1412679263,0.1984657517,BRCA
GSM481007,0.3836162349,1.3625722262,2.3997609466,0.8128373353,-0.0341735956,0.5563892530,0.2361548715,0.8502483182,0.2756707471,0.2100051841,0.2309822093,-0.1757316024,-0.0483874479,0.2275969989,2.4604020782,0.2757121727,-0.0361999132,0.0693962222,-0.0953704117,0.3561066310,-0.1201103809,1.7786090209,0.5586554259,-0.0488125672,1.1560421735,-0.1352403009,0.2572633833,0.0635063079,-0.1542351009,0.0073881931,-0.1695612810,-0.0277256637,2.0019709589,0.1433539864,1.9990592401,-0.1056098652,-0.0899394873,0.2655233111,0.1427702047,-0.0179671429,0.0187811776,0.1696192184,0.0016019143,1.3999506757,0.8652860147,0.9225694127,0.8448888773,0.4080061787,1.4387447677,0.0480180450,-0.3031714381,0.3538705459,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,1.0210435065,0.4920493394,1.1625167250,1.0916134130,0.2404658702,-0.0740866984,0.2606000659,1.0516917631,0.4350651474,0.0752705452,1.1163454109,0.1837086821,0.3625428115,0.3359596031,-0.0591788655,0.5863196452,-0.1007321801,0.2957258879,1.4910032429,0.5193731897,-0.0530207068,-0.0621160632,0.2030390211,0.3382505102,-0.1077648769,0.1398046748,-0.0768376531,0.0575834834,-0.1766618981,0.3039160742,0.2106971290,0.0523188741,0.3703690339,0.2431423812,0.5075207963,0.1004429882,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,-0.1007549883,0.1509046249,-0.0544135109,-0.0767766709,0.0081094608,-0.0966813660,0.2322261396,BRCA
GSM481008,0.5217626055,-0.0160389923,2.6693531871,1.3750984623,-0.0587467358,0.4762398614,0.2298881953,0.7475578486,0.9329660580,0.0513148363,0.3457279783,0.3109835955,-0.0441070308,0.2389171455,2.1300801171,0.4476290999,-0.1402303537,-0.0033952392,-0.1317019194,0.5704126423,0.0971006761,1.6622805248,1.0892350491,-0.1090100288,1.2938889639,-0.2036045082,0.3088421996,0.0322303700,-0.1944486666,-0.0449356602,-0.1578689768,-0.0745725829,2.1130765477,0.1743810166,1.7342027903,-0.1128407006,-0.0956952133,0.3394867690,0.0974889337,0.0118374048,-0.0084585631,0.1422189982,0.2086261566,1.2762110606,0.7326664201,0.6263578545,0.9191996994,0.4095634027,1.3603685686,0.0553188919,-0.2414152224,0.7586754806,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.8990125299,0.7504032691,1.5366616944,0.8087446459,0.2826632336,-0.0904428245,0.4047704326,1.0726860836,0.4865003888,0.5512299970,0.2473534204,0.1199409844,0.1903686590,0.0569283839,-0.0117023872,-0.0404729063,-0.1283997776,0.3589827556,1.3571830794,0.5585720231,-0.1261704511,0.0012555714,0.1490175020,0.3780345452,-0.1857642844,-0.0821399172,-0.0584359721,0.0569410248,-0.1844459682,0.3226523512,0.2046559461,0.0282589524,0.5230086976,0.2833427329,0.5698375510,0.2346038541,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,-0.0427051691,-0.1495604314,-0.1106136142,-0.1233326021,-0.0244351471,-0.0981632424,0.1960819449,Control
GSM481009,0.5489170128,0.1558596649,1.6445278376,0.3823645677,-0.0990485983,0.4853571055,0.1166496219,0.6688206773,0.4141671401,0.2053698244,0.2764711754,-0.2666411584,-0.1080729676,0.1648536149,1.7882246540,0.1436777954,-0.1590186953,-0.0460119554,-0.3668616673,0.1867759509,-0.0204325118,1.3427748691,0.4939206066,-0.1280780442,0.5253295350,-0.2011497214,0.1725846681,-0.2402149611,-0.1727654666,-0.1201731059,-0.2203453198,-0.0873023413,1.1429168019,0.1793832846,2.2850365361,-0.0767853803,-0.1288826439,0.3375501747,-0.0915473821,0.0488742741,-0.0390010705,-0.0762975945,0.0623427681,0.6739098801,0.3036365448,0.2731661908,0.7767756040,0.0829424338,1.0164196166,-0.0773522686,-0.4284409470,0.5242540283,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,0.4572595951,0.6549914120,1.4563478480,0.4472229415,0.1498070048,-0.0895921919,0.2795271149,0.7096309500,0.1471335525,0.0966468778,0.2551399111,-0.0310865428,0.0094476892,-0.0407355876,-0.0921382968,0.0173634809,-0.0928309777,0.2270372226,0.9630623995,0.2179962545,-0.1344264271,-0.0048567386,0.0807280921,0.2541130532,-0.1670569805,-0.1245508698,-0.0048604058,-0.0540411155,-0.2642275951,0.0780274038,-0.0395453013,0.0289410084,0.4207337816,0.2563690741,0.6280128602,-0.0646528106,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,-0.0360599128,-0.0830179619,-0.0742771829,-0.1733742767,-0.1218112791,-0.2133116647,0.2414110834,Control
GSM481010,0.6249280034,0.5635674563,1.7503523453,0.8913619245,-0.0673315320,0.5114652895,0.5424241116,0.7652878618,0.8322192047,0.2773755571,0.3582406002,-0.1030195266,-0.0664446317,0.7344649721,2.1086231072,0.3798376370,-0.0893704778,0.0036142197,-0.1234499789,0.7505683312,0.0140155649,1.7509254467,0.9262991083,-0.1657190521,0.9039840400,-0.1147065031,0.3174347172,-0.0780208683,-0.1556283878,0.0210424410,-0.1438307749,-0.0874981452,2.0214559557,0.1744263203,2.1533832948,-0.0627768678,-0.1041526239,0.4686533031,0.1015663457,-0.0298674571,0.0293902383,0.1907716952,0.1809599443,1.1876550054,0.5544574002,0.2922964417,1.2621549368,0.5802971647,1.7903627032,0.0307533367,-0.1468362687,1.0945546926,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.7915824455,0.7335124992,1.3844987064,1.0618852462,0.3126156600,-0.0383458782,0.5158594621,1.1154199801,0.4636299179,0.4178132884,0.3259510165,0.1620686616,0.1599105977,0.0070077871,-0.0368277670,0.0461772423,-0.1117582013,0.3965836786,1.2152642781,0.4516097499,-0.1212306364,0.0688335455,0.2435579410,0.5448883692,-0.0764104854,-0.0689478631,-0.1376485593,0.0842259519,-0.1132535086,0.2844973728,0.1602419908,0.2118905579,0.4992045580,0.2596243354,0.6182664710,0.0612938021,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,-0.0627427894,-0.0702841424,-0.0651846437,-0.0924790782,-0.0188573286,-0.1327051670,0.2052486207,Control
GSM481011,0.3773361022,0.1008318487,2.3434683681,1.3098342415,-0.0442146932,0.3962399713,0.1223588546,0.7990937517,0.2562781054,0.1101839186,0.1895736574,-0.2106334986,-0.0346704506,0.0578045071,2.7272794777,0.4895673924,-0.1973138971,0.0986143788,-0.1996187796,0.2638565085,-0.0296590279,1.9492786230,0.8232649406,-0.0552129229,1.1300241724,-0.0782974666,0.2600992171,0.0246799973,-0.2382253656,-0.0164073991,-0.1425343341,-0.0886412912,1.9929131126,0.1905613793,2.2447497329,-0.1187003686,-0.1268820861,0.2062822425,0.1526722096,0.0004197034,0.0062426176,0.2919988107,0.0443784665,1.0963865406,0.6543434733,0.4712371399,0.7011700384,0.2936353860,1.1011350507,-0.1137642160,-0.1910025236,0.5093558666,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.8280705125,0.4358141350,1.4936494496,0.7789269015,0.1755088156,-0.0510652071,0.3978262835,1.5733309313,0.6478326957,0.2790668897,0.6543249066,0.2404869166,0.2778184532,0.0127240843,-0.0550816169,0.0494558051,-0.1524609731,0.2711141126,1.4994342731,0.6355269162,-0.0789207903,-0.0475626586,0.0857347009,0.1588936072,-0.1368124138,-0.0423061008,-0.0547222076,0.0532967153,-0.1617816474,0.2406132767,0.1473947284,-0.0562693753,0.2453137968,0.3612306045,0.3199764860,0.0021628746,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,-0.0819519429,-0.0139633389,-0.0550308053,-0.0911662719,-0.0404147952,-0.0771297612,0.2254770854,Control
