@relation data

@attribute id string
@attribute 10369 numeric
@attribute 27092 numeric
@attribute 55799 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 777 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 9254 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1360429427,-0.1128101992,-0.0231872911,0.0273020777,-0.1666344329,-0.0609603615,0.0177856779,0.0562264857,-0.1120073339,0.9215979593,-0.0516060131,-0.1498706598,BRCA
GSM481003,-0.0337879272,-0.0665026621,-0.0420496218,0.0255917369,-0.0262991270,0.0040313538,0.0098913400,0.0292362668,-0.0713662264,1.3229428827,-0.1059264553,-0.1138621008,BRCA
GSM481004,-0.0530692570,-0.1055625068,-0.0213019066,0.1102480373,-0.0793408401,-0.0175668455,0.0739803441,0.0313274590,-0.1110790271,1.2314329323,-0.0582804563,-0.1701254000,BRCA
GSM481005,-0.1118186463,-0.0935675255,0.0155516349,0.0384590172,-0.0450605596,-0.0460701709,-0.0084851309,0.0202300634,-0.1121815815,0.9508894881,0.1712105853,-0.1388695263,BRCA
GSM481006,-0.1131504193,-0.0298010242,0.0152266840,0.0539594061,-0.0446093874,-0.0251945262,-0.0212695111,0.0721623655,-0.0321180584,0.7624131363,-0.0679914388,-0.1207392842,BRCA
GSM481007,-0.1493959513,-0.0406084124,-0.0364666859,-0.0918270944,-0.0365317128,-0.0430973670,0.1709623626,0.0597358794,-0.0724073578,1.4141703408,-0.0030257113,-0.0642993118,BRCA
GSM481008,-0.0492776156,-0.0911915538,-0.0741967525,0.0356817876,-0.0783637467,-0.0300655001,-0.0362172965,0.0822007362,-0.1070747652,1.3015633692,0.1469396462,-0.0541064534,Control
GSM481009,-0.1381058706,-0.0729735639,-0.0399446756,-0.1560574059,-0.3710420671,0.0246328279,0.0351161159,0.0160836343,-0.1523115490,0.5742608378,-0.0191524538,-0.1587376114,Control
GSM481010,-0.0397878316,-0.0010121350,0.1309536373,-0.0104726480,-0.0347113972,-0.0219320039,0.0491146670,-0.0524804330,-0.0359144217,1.1688287363,-0.0351954649,-0.0651612744,Control
GSM481011,-0.1439468859,-0.0797177401,-0.0338350054,-0.0060670441,-0.0833411383,-0.0522657949,-0.0270761495,0.0947999682,-0.0572097716,1.0080670535,0.0448527070,0.0014484872,Control
GSM481012,-0.0867053874,-0.1160772064,-0.0649281879,0.0691875746,-0.0452041710,0.0055686966,-0.0185782495,0.0040735856,-0.0616700595,0.9507380134,-0.1247814740,-0.1759204910,Control
GSM481013,-0.0152832692,-0.0380325641,-0.0788417866,0.0024746355,0.0515786478,-0.0027625506,-0.0716916274,0.0087830908,-0.1069293619,0.8939971050,-0.0667686811,-0.1488695214,Control
GSM481014,-0.0688317692,-0.0113881132,0.3452682795,0.0233051239,0.0219242060,-0.0009350244,0.0552570035,0.0270290494,-0.1008263237,0.5114720126,0.0063845507,-0.0256186238,BRCA
GSM481015,-0.0509411998,-0.0586814782,0.5583447256,0.0677851665,-0.0892147086,-0.0421994827,-0.0578347755,0.0654471987,-0.1204089536,1.2611409634,0.0081351410,-0.1845707026,BRCA
GSM481016,-0.1594220747,-0.0544423349,-0.0846670434,0.0390754133,-0.0728697525,0.0069076568,-0.0448783868,0.0295661040,-0.0899668932,0.9123247365,-0.0711079751,-0.1176552796,BRCA
GSM481017,-0.0916403306,-0.0695655753,-0.0434834785,0.1374495050,-0.1030445415,-0.1093843979,0.1268915904,0.0310413634,-0.0233405216,0.5787315037,0.0180517783,-0.1292415701,BRCA
GSM481018,-0.0088858414,-0.0907250731,-0.0506349024,0.1407431081,-0.2122897730,0.0069070000,-0.1088061025,0.0749661584,0.0099468065,0.9581175011,-0.1662102362,-0.1457144209,BRCA
GSM481019,-0.0239238093,-0.0337933946,-0.0066371766,0.1328889644,0.0656571985,-0.0367671271,-0.0487186175,0.0764420438,-0.0748390997,1.3545169254,-0.1124155740,-0.1240926918,BRCA
