@relation data

@attribute id string
@attribute 10798 numeric
@attribute 109 numeric
@attribute 1179 numeric
@attribute 120065 numeric
@attribute 120066 numeric
@attribute 124538 numeric
@attribute 1258 numeric
@attribute 1261 numeric
@attribute 1262 numeric
@attribute 126370 numeric
@attribute 135946 numeric
@attribute 135948 numeric
@attribute 157 numeric
@attribute 158131 numeric
@attribute 162998 numeric
@attribute 163688 numeric
@attribute 22802 numeric
@attribute 23538 numeric
@attribute 26188 numeric
@attribute 26189 numeric
@attribute 26211 numeric
@attribute 26212 numeric
@attribute 26219 numeric
@attribute 26245 numeric
@attribute 26248 numeric
@attribute 26333 numeric
@attribute 26476 numeric
@attribute 26493 numeric
@attribute 26494 numeric
@attribute 26496 numeric
@attribute 26529 numeric
@attribute 26531 numeric
@attribute 26532 numeric
@attribute 26538 numeric
@attribute 26648 numeric
@attribute 26658 numeric
@attribute 26659 numeric
@attribute 26664 numeric
@attribute 26689 numeric
@attribute 26692 numeric
@attribute 26707 numeric
@attribute 26716 numeric
@attribute 26740 numeric
@attribute 2774 numeric
@attribute 282763 numeric
@attribute 282775 numeric
@attribute 283159 numeric
@attribute 283160 numeric
@attribute 283297 numeric
@attribute 283694 numeric
@attribute 284521 numeric
@attribute 2978 numeric
@attribute 2979 numeric
@attribute 3000 numeric
@attribute 343171 numeric
@attribute 390058 numeric
@attribute 390059 numeric
@attribute 390063 numeric
@attribute 390064 numeric
@attribute 390066 numeric
@attribute 390892 numeric
@attribute 409 numeric
@attribute 442184 numeric
@attribute 442186 numeric
@attribute 442191 numeric
@attribute 442194 numeric
@attribute 4991 numeric
@attribute 4992 numeric
@attribute 4993 numeric
@attribute 4994 numeric
@attribute 4995 numeric
@attribute 5132 numeric
@attribute 5137 numeric
@attribute 51806 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5613 numeric
@attribute 56656 numeric
@attribute 7932 numeric
@attribute 79339 numeric
@attribute 79345 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 81285 numeric
@attribute 81472 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 81696 numeric
@attribute 81697 numeric
@attribute 817 numeric
@attribute 81797 numeric
@attribute 818 numeric
@attribute 8383 numeric
@attribute 8387 numeric
@attribute 8390 numeric
@attribute 8392 numeric
@attribute 8590 numeric
@attribute 9626 numeric
@attribute 9635 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0688532877,0.6906278624,0.0131832718,-0.0489952698,-0.0736495986,0.0888395300,-0.0932155056,-0.1211141199,-0.0368009112,-0.0156914606,-0.1893963944,-0.1128179919,-0.1522389752,-0.2555546501,0.2982796660,-0.1286174089,-0.1002258837,-0.0566016036,-0.0773690630,-0.0368349892,-0.0519173214,-0.1184710220,-0.1722907599,-0.1952517875,-0.1119165423,-0.1721088514,-0.0885028011,0.2256336614,-0.0856902184,-0.0467639924,-0.1506145977,-0.0495874504,0.0170497211,-0.0669567568,-0.0509926464,-0.1133585048,0.0101058871,0.1081603126,-0.0085121120,-0.0909390597,-0.1142101241,-0.0917694931,-0.1209098440,0.0672894034,-0.0428456619,-0.1354135851,-0.0361505037,-0.1489277499,-0.2578190649,-0.0813147550,-0.1573097283,-0.1481643958,-0.0886023387,-0.1570110064,0.0072905274,-0.0824432257,-0.2032184233,-0.0686164132,-0.0484386781,0.0397345834,-0.2052931441,-0.0450686903,-0.2068248732,-0.1681132598,-0.2075671631,-0.2057215310,-0.1832572251,0.1626202244,-0.1482601972,-0.2061320325,-0.0663888584,-0.0847464767,-0.1287161154,-0.0724848310,0.9091838176,0.8322542454,-0.0220457165,0.0623256834,-0.0322883700,0.0696381372,-0.2051913077,-0.2085185722,-0.0797105336,0.0555531019,1.3564936234,0.8265591783,2.7038153726,-0.1556674652,-0.0021376136,0.0324775854,-0.0715993912,-0.0731259508,-0.0686402404,-0.0018507591,0.5784964499,-0.0166604838,-0.0098517653,-0.0827867413,-0.0877728064,-0.1139898619,-0.0987601369,-0.1728601307,-0.1055705179,-0.0869520638,BRCA
GSM481003,-0.0939120838,0.4153288136,-0.0699017613,-0.0177811699,-0.0588705182,-0.0817034117,-0.0977663574,0.0373106055,-0.0726726331,-0.1236293860,-0.2518143522,-0.1366733949,-0.0422936727,-0.1759020639,0.0170405176,-0.0698493385,-0.0570434122,-0.0073968718,-0.1193187974,-0.0634775047,-0.0196656467,-0.1152997774,-0.1034908338,-0.0972116636,-0.0889276073,-0.1184359531,-0.0951686758,0.1749574791,0.0436337010,-0.0922992131,-0.1353427012,-0.0955978344,0.0009096991,-0.0681867258,-0.0055524675,-0.1456776988,-0.0299684090,0.0866063661,-0.0334463170,-0.0439386530,-0.0462628630,-0.0540188236,-0.1658421922,0.0914481967,-0.0534349989,-0.1678292240,0.0004613876,-0.1462503457,-0.1237529904,-0.0286859221,-0.0910006262,-0.0551733616,-0.1176410720,-0.0549615359,0.8191095524,-0.0630440641,-0.0530396652,-0.0240933011,-0.1244301352,0.0595404436,-0.1144973580,0.0305290029,-0.1432228290,-0.1025640915,-0.2043582851,-0.1775404941,-0.1508214693,0.0848665286,-0.2116717584,-0.2022264189,-0.1006896752,-0.0718365856,-0.0673296129,-0.0365504050,0.9189770192,0.6319902162,0.0102665505,-0.1044076527,-0.0137430199,0.3544240996,-0.1454522471,-0.2154678512,-0.0857095783,-0.0111712569,1.1557139689,0.7173366560,2.6004273182,-0.0292245170,-0.0535691386,0.0295668227,-0.0022023061,0.0580019309,-0.0850228543,-0.0554903398,0.4392622436,-0.1315012424,0.0177999127,-0.0007987254,-0.0696500917,-0.0279918168,-0.0451937640,0.0090162903,-0.1421295619,-0.0684297801,BRCA
GSM481004,-0.0205310394,0.7538955795,-0.0046431383,0.0174204078,-0.1298422664,-0.0198887354,-0.0896266996,0.1241251418,-0.0853085951,-0.0302368589,-0.0894981224,-0.1636089770,-0.0040910338,-0.1601643013,0.0912542181,-0.2321383340,-0.0443509666,-0.0433093002,-0.1114373958,-0.0528928176,0.0289985402,-0.0783434238,-0.1770372786,-0.1837534456,-0.0685276969,-0.0987840122,-0.1137195313,0.3081791118,-0.0040910434,-0.0551257300,-0.1595344139,-0.0308660753,0.0821066763,0.0288493753,0.0082409046,-0.0836028916,0.0657190600,0.1026305753,-0.0712541097,-0.0858892035,-0.0852690917,-0.0761130690,-0.1258040238,0.0321022126,-0.0685820114,-0.1874529517,-0.0341378722,-0.0371838490,-0.1238898960,0.0211018126,-0.1199535272,-0.1416974897,0.0382753163,-0.1210119898,0.2597572374,-0.1347097922,-0.0935670253,-0.0449006784,-0.0884311318,0.0374447921,-0.1244107225,0.0446793570,-0.2640189361,-0.0703900890,-0.1907078832,-0.1299586492,-0.1999771070,0.0233130989,-0.1585847718,-0.2514431134,-0.0676437523,-0.1231397439,-0.0036656108,-0.1118533504,0.6950635329,0.6800325786,-0.0396932616,0.0641468233,-0.0177453890,-0.0129986513,-0.0827108324,-0.1957724094,-0.1175000356,0.0106562170,1.0442493542,0.7713027104,2.5539644831,-0.0862486411,0.0031282581,0.0080512966,-0.0441430938,-0.0617234432,-0.0293704407,0.0322903510,0.5186807821,-0.1130626300,0.0930184553,0.0415016059,0.0099950414,-0.1329399720,-0.0781350050,0.0518650677,-0.0813367895,-0.0855465455,BRCA
GSM481005,-0.0986120219,0.8534066271,-0.0926694571,0.0504619060,-0.1061644224,-0.0812359770,-0.1201000399,-0.0172862441,-0.0160098904,0.0117838924,-0.1467872069,-0.0983526567,0.0069833659,-0.1706676048,0.0975542107,-0.2486192649,-0.1238956748,-0.0833797476,-0.0993577121,-0.1022184469,-0.0347494227,-0.0533220463,-0.0712888346,-0.1227061780,-0.0877818697,-0.1613005406,-0.0816994771,0.1492055375,-0.0201170776,-0.0815982342,-0.1766399699,-0.0917973937,-0.0648555921,-0.0803613434,-0.0535314749,-0.1255243140,-0.0995185740,-0.0294328066,-0.0896662408,-0.0616581136,-0.1212795299,-0.0928033952,-0.1326794747,0.0770652426,0.0109139049,-0.1593620504,-0.0674609523,-0.1318500846,-0.0954955638,-0.0916863924,-0.1496000677,-0.0857746289,-0.0324781637,-0.2268719932,0.2326758232,-0.0741534940,-0.1150937565,0.0235000001,-0.1494867074,-0.0133761126,-0.2255784222,-0.0635364477,-0.1580123212,-0.1122611257,-0.1740773614,-0.2005144853,-0.1718489966,0.0828102552,-0.1768531307,-0.1295908982,-0.1455706482,-0.0952789747,0.1565610533,-0.0858997872,0.7765841372,1.2306991819,-0.0333261071,0.1660683019,0.0050506409,0.0699015529,-0.1696056411,-0.0977703200,-0.0887809765,0.0711473162,1.5244798356,0.8702989420,2.5885585249,-0.0754524312,-0.0503684251,0.0437005116,-0.0436124759,-0.0344820515,-0.0919471521,-0.0583499670,0.6463682539,-0.0926277919,0.0669458035,-0.1111498790,-0.1164273497,-0.0695148207,-0.0595764640,-0.1640683340,-0.0972539832,-0.0866973326,BRCA
GSM481006,-0.1089835894,1.2541987586,-0.0698495338,-0.0585584616,-0.1116073000,-0.1666792613,-0.0845012357,-0.1089952039,-0.0502151306,-0.0357961233,-0.1002219794,-0.0739978560,-0.0675297627,-0.1133430036,-0.0063004175,-0.1689911806,-0.0673612224,-0.0768452680,-0.0518992417,-0.0525375952,-0.0510568847,-0.1060456633,0.0192334961,-0.1553629727,-0.0855226258,-0.0402377322,-0.0440873693,0.2284422725,-0.1012332843,0.0025514148,-0.1151005734,-0.1124504220,-0.0674437749,-0.1038763180,-0.1244289606,-0.1372088529,-0.0742225994,0.0291696463,-0.0262970303,-0.0336531681,-0.1254187438,-0.0997785190,-0.0767347221,0.0934248020,-0.0320883728,-0.1653999520,-0.1041837861,-0.0899300594,-0.1215112114,-0.1839981280,-0.1495070776,-0.1111498168,-0.0506511130,-0.0714688442,0.1427343931,-0.0968612411,-0.1251059496,-0.0578840630,-0.0963772330,0.0157645953,-0.1537730899,0.0003539701,-0.1474803301,-0.1029096822,-0.0766617647,-0.1074951876,-0.1989409196,0.0753870714,-0.1375918837,-0.1753078355,-0.1574386863,-0.0552389682,-0.1015969371,-0.0696378198,1.0743387982,0.9264100611,-0.0789564253,0.0525229232,-0.0588462629,0.2576344930,-0.0828537580,-0.2047960498,-0.1387765482,0.0570611451,1.3858446989,0.8328808705,2.7229726611,-0.0663055833,-0.0625407074,-0.1011135716,-0.0572130085,-0.0572261756,-0.1002513345,-0.0632296954,0.6276549524,-0.1745127730,0.0269040916,-0.0899462332,-0.1563609186,-0.0768522422,-0.0408703008,-0.1267842790,-0.1006675402,-0.1072649908,BRCA
GSM481007,-0.1021708493,0.8056753526,-0.0511807343,0.3328622318,-0.0185341766,-0.0484816921,-0.0783634870,-0.1259066538,-0.1403920100,-0.1203496317,-0.1334131698,-0.0901096338,-0.0854975810,-0.1716116196,0.0838448238,-0.2028048244,0.0250874134,-0.0051320281,-0.0952475943,-0.0988055300,0.0901670453,-0.0688839952,-0.0647563354,-0.1573129324,-0.1064600820,-0.1181973339,-0.0524832061,0.1968353981,-0.0128884149,-0.1798782518,-0.0688377060,-0.0735759126,0.0156638813,-0.1082460243,-0.1352117916,-0.1495260440,-0.0017447359,-0.1254252788,-0.0665432097,-0.1019649553,-0.1211792191,-0.0313770637,-0.0539368943,0.0187699569,0.0841606874,-0.0805291821,0.0422986246,-0.1104479858,-0.0761449476,-0.0463443297,-0.0556225532,-0.0687030289,0.0087785028,-0.0887936263,0.4998799499,-0.0599562722,-0.0970117605,0.0146313654,-0.1307236068,0.0666183504,-0.1362507809,0.1253553752,-0.1607169766,-0.0906150538,-0.0984968302,-0.0965883594,-0.0917678869,0.0864780538,-0.1410084943,-0.1169648067,-0.0526840877,-0.1173737838,-0.0501677204,-0.0462129366,0.9259418572,0.7558958770,0.0370700779,-0.0551179460,-0.0363925422,0.1321595838,-0.1818737444,-0.1242176571,-0.0483220190,0.0466435857,0.8527704083,0.7908645495,2.4574012124,-0.0312364085,-0.0827342409,0.1258675637,-0.0056203018,-0.0304605411,-0.0006745417,-0.0667380071,0.5291107847,-0.1489495441,0.0170823853,-0.0266322601,-0.0955724644,-0.0429337587,-0.1387101006,-0.0703395940,-0.0772079831,-0.0782023945,BRCA
GSM481008,-0.0860161244,0.9556061970,0.0417646343,0.0598433371,-0.0137201324,-0.0485074964,-0.0643201691,-0.0524176716,-0.0473693412,-0.1382768900,-0.1507463857,-0.1542571409,-0.0125497287,-0.0928009514,0.0932171368,-0.1190311949,-0.0172998717,-0.0401000314,-0.1226767038,-0.1201640683,0.0218546844,-0.1869807321,-0.1095181852,-0.1751045847,-0.1317933739,-0.0987936299,-0.0373516566,0.1952155464,0.0184266547,-0.0713476722,-0.1643871766,-0.0557832196,-0.0806905699,-0.0948199921,-0.1086786623,-0.1789301787,-0.0138552680,0.0027360613,0.0339388410,-0.0682389963,-0.1475943798,-0.0986082385,-0.0691403014,0.0071927985,-0.0379782895,-0.1414227369,-0.0205895458,-0.0866073268,-0.1152966444,-0.0779841350,-0.1925790274,-0.0315139391,-0.0270061951,-0.1626902347,0.1793392333,-0.1024458040,-0.1588421274,-0.0203741426,-0.1228273199,0.1105291489,-0.1686487301,0.1523069903,-0.1914373359,-0.1976602180,-0.2012146284,-0.2059474819,-0.1739091854,-0.0099028622,-0.1413442442,-0.0783752225,-0.1268038784,-0.1032324119,-0.0417125698,-0.1202880517,0.9102283842,0.7458980968,0.0274709704,-0.0263851241,-0.0677637299,0.1268309088,-0.1111301819,-0.1994250129,-0.0959515174,0.0088513754,0.9964291379,0.7930964681,2.4189842773,-0.0432700947,-0.1058033734,0.0200887242,-0.0415118158,-0.0830571034,-0.0445841925,-0.0653430586,0.1656969287,-0.1827918614,0.0952502571,-0.1228922389,-0.1277717829,-0.1034923448,-0.1355580371,-0.0198770290,-0.1624017016,-0.0663866700,Control
GSM481009,-0.1036224637,0.4983229081,-0.1662613034,-0.0229590993,0.0093317487,-0.0012928333,-0.2467847950,-0.1486958936,-0.1410315102,-0.0471972061,-0.1272482787,-0.0576636993,-0.1148813550,-0.0590488994,-0.0311979960,-0.3763604151,-0.0310183406,-0.0999189009,-0.1131531107,-0.0538931142,0.0703926734,-0.1018630360,-0.1602888875,-0.0686832800,-0.1378042943,-0.1229697268,-0.0746910352,0.2790856095,-0.0501867999,-0.0432700744,-0.2277755662,-0.1289165977,-0.0130370187,-0.1440928591,-0.1828444241,-0.2495524491,-0.0230963041,-0.0092459230,0.0514781343,0.0388070378,-0.2276330878,-0.1059226363,-0.0109745351,-0.0072369986,-0.0208230615,-0.2424816661,-0.0368479026,-0.1312897727,-0.0317608412,-0.0183482474,-0.2242089344,-0.1137775051,-0.1622270121,-0.2294272051,0.8402010030,0.0716099094,-0.0944693856,0.0874059326,-0.1482171514,0.1109327159,-0.2246093467,-0.2567085518,-0.1586671952,-0.0783384180,-0.1492293427,-0.1528341407,-0.2817413606,0.1749784706,-0.1389048256,-0.2297060951,-0.2594648870,-0.2024845682,-0.1331262274,-0.1908497260,0.6558841348,0.8545450949,0.0046873059,-0.0122796115,-0.0543400881,-0.0978849678,-0.2074396333,-0.3694897081,-0.1126940290,0.1207177111,1.0664309090,0.7962288941,2.6979478374,-0.1461619418,0.0577240989,-0.1303541030,-0.1110477333,-0.0924537415,-0.0166184977,-0.0972978541,0.4795865551,-0.2594081240,-0.0723620999,-0.1756408796,-0.0405307833,-0.1346468887,-0.0618886956,-0.1419435167,-0.1155961685,-0.1671412872,Control
GSM481010,-0.1153827909,0.5580687042,-0.0142874903,-0.1069963741,-0.0819126993,-0.1060541926,-0.0908951394,-0.0510836436,-0.1594533548,-0.0371758262,-0.1552355260,-0.1005658972,0.0370729446,-0.1314670942,0.0247070104,-0.1971198924,-0.1265452456,-0.0866533324,-0.1035022926,-0.0362407408,0.0262101886,-0.1241412124,-0.0856218649,-0.0838300965,-0.0434334680,-0.0636748367,-0.0311776931,0.1244421321,-0.0309179064,-0.0668323756,-0.1057439942,-0.0595239773,-0.1181488007,-0.0728048642,-0.1225549854,-0.0741917031,-0.1390220350,0.0490063861,0.0090565731,-0.0777133056,-0.1256305299,-0.0844866490,-0.1185420443,0.0062863231,-0.0395783916,-0.1428880761,-0.0641242848,-0.1005548446,-0.1289853264,-0.1217831446,-0.0705553167,-0.0601206885,-0.0253241208,0.0018717530,0.9276811322,-0.0919057557,-0.1819584734,-0.0443571694,-0.1032997586,-0.0584261716,-0.1314274282,-0.0372114159,-0.1273205576,-0.0976364073,-0.1416800729,-0.1407530757,-0.1630523019,-0.0035880796,-0.1523366298,-0.0860293251,-0.1091908797,-0.1044465771,-0.0070205861,0.0077531713,0.6685453986,1.0751941698,-0.0846129696,0.0549084409,-0.1084680818,0.0711872429,-0.0819739377,-0.1632342471,-0.1419906012,0.0454654053,1.4629609655,0.8582563715,2.5320026251,-0.0911880921,-0.0681265796,-0.0561488972,-0.0057435957,-0.0126254933,-0.1333620659,-0.1174391449,0.7562955471,-0.1957832071,0.0440597638,-0.1275896473,-0.1060904493,-0.1389214566,-0.0651372861,-0.1650289247,-0.1318015329,-0.0646011905,Control
GSM481011,-0.0317888100,1.1929691749,0.0385029681,0.0497334627,-0.0873601013,0.0149716629,-0.0648530907,-0.0042106409,-0.0093856516,0.0195820028,-0.2406216376,-0.0822448478,-0.0716646287,-0.1696743214,0.0091175045,-0.1730886077,-0.0602790147,0.0140202254,-0.0360195911,-0.0024919993,0.0019254411,-0.0490760832,-0.2371507482,-0.0778321755,-0.1240252649,-0.1661366219,-0.1141139447,0.2215597301,0.0329301541,-0.1161533524,-0.1572629893,-0.0192140162,0.0473934006,-0.0580007003,0.0110391210,-0.0901929238,0.1040115170,0.0933231322,-0.0898851338,-0.1146673351,-0.1408232217,-0.0588564875,-0.1258001693,-0.0361745392,0.0108715581,-0.1612417071,-0.0276057613,-0.0159038026,-0.0697033787,-0.0913729423,-0.1526137949,-0.1642577075,-0.0340067509,-0.2377225014,0.0096731386,-0.0122438995,-0.1137181046,-0.0743369360,-0.1316419319,0.0941208880,-0.0966543606,0.0337239421,-0.1755625378,-0.2405055538,-0.1678221730,-0.2445855046,-0.1432228643,0.0314726549,-0.1648006430,-0.1617316850,-0.0577523904,-0.1344347794,-0.0114869524,-0.0055239440,0.8796043668,0.7629880970,0.0440684883,0.0195050911,0.0255633646,-0.0120833156,-0.2470772130,-0.2075146536,-0.0718093022,0.0792850071,1.0243768138,0.8445791476,2.9243183808,-0.0738799619,0.0041017607,0.0289940824,-0.0260395241,-0.0681232988,-0.0997074346,0.0793793249,0.5062603640,-0.0370031911,0.0608758262,-0.0571575318,-0.0541957170,-0.1248135492,-0.0809064448,0.0067866700,-0.1395762829,-0.0764157060,Control
