@relation data

@attribute id string
@attribute 11035 numeric
@attribute 1147 numeric
@attribute 148022 numeric
@attribute 3551 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 5970 numeric
@attribute 7098 numeric
@attribute 8737 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.1356820074,1.5553736859,0.5537302456,0.5241222142,0.4754300158,0.0179940055,0.8049394469,0.6222571999,0.8525465690,0.1874100881,0.3025678801,BRCA
GSM480985,0.0014083363,1.1625347307,0.4334531604,0.8006201253,0.4509238059,0.0645904077,0.9412159958,0.5609422953,0.8536376064,0.5769564773,0.3405707169,BRCA
GSM480986,0.0760871144,1.3508609449,0.6701340191,0.5310721682,0.3572855135,-0.0042790188,0.9283377825,0.7128700620,0.9353946786,0.4814574752,0.3061211907,BRCA
GSM480987,-0.0755755579,0.9561490119,0.5947545545,0.3550794774,0.2389650019,-0.0041532980,1.1037804131,0.7524098709,0.8780260834,0.2399629611,0.2509096731,BRCA
GSM480988,0.1775221146,1.0976330084,0.6305095806,0.6144637026,0.2502003758,-0.0381616795,0.7093335530,0.5546799707,0.6707278885,0.4046079807,0.2956867596,BRCA
GSM480989,0.3746716064,0.6682628254,0.6841553131,0.4192595793,0.1723780840,-0.0009295910,1.0994870811,0.6648718736,1.1224099571,0.1164513727,0.1041393924,BRCA
GSM480990,0.0005782629,0.8183849113,0.9678177219,0.4130142646,0.3219937040,0.0472149767,1.2569765001,0.7222510494,1.1399565821,0.1155510811,0.0876675515,Control
GSM480991,0.1472648866,1.0469395604,1.0414880084,0.4572952855,0.3367405246,0.0648689188,1.2472408378,0.8390529259,1.0769064036,0.4096991478,0.2397026908,Control
GSM480992,0.2569293169,0.6665939561,1.1829189250,0.3674736292,0.1333302662,0.0450259004,0.8925691490,0.7926203149,1.2896809784,0.1679260019,0.2120288617,Control
GSM480993,0.0604751750,1.1139041867,1.0978839582,0.5721119152,0.2735164897,0.0865606131,0.9085881339,0.8274797584,0.9961075650,0.0810459316,0.3169923441,Control
GSM480994,0.1281113284,0.7696443500,0.7857671957,0.3990512088,0.1787086215,0.0241691775,0.7630755900,0.6812152300,1.0543388821,0.2444040887,0.1447813131,Control
GSM480995,-0.0652319297,1.2089841623,0.6959793680,0.4227094090,0.3540730737,0.1996929896,1.5879044235,0.5905611118,1.1591183341,0.1399830682,0.4622442361,Control
GSM480996,0.0664196520,0.8676963663,1.2341385185,0.3282826927,0.1904408052,0.1311434403,1.0681144075,0.7899594791,1.0762969156,0.0413689997,0.3806866299,BRCA
GSM480997,-0.0272560398,0.5995200744,0.7738635093,0.3333709551,0.1267871698,0.1079068591,1.5878493340,0.5418173529,1.1341954818,0.0863234941,0.1290191026,BRCA
GSM480998,0.0914748072,1.5491517017,0.6962897556,0.3734072818,0.1354134279,0.0889261751,0.8054925223,0.8579030307,0.8914366579,0.3637196588,0.2345997676,BRCA
GSM480999,0.1376038093,1.3711056793,0.4487423784,0.6454816715,0.7189646635,0.0043318147,0.8425852770,0.6585155572,0.9518814928,0.6728001878,0.3836116136,BRCA
GSM481000,0.1887769771,1.5392823050,0.6083060390,0.6477006265,0.4366804063,0.0645896079,1.0661682747,0.7139076193,0.8998429909,0.4404988420,0.3299756049,BRCA
GSM481001,0.0185401800,1.1643064279,0.6349835822,0.3555673599,0.5967181248,0.1030355871,1.2998180016,0.4678161129,1.1184988925,0.4018825053,0.2993902267,BRCA
