@relation data

@attribute id string
@attribute 122622 numeric
@attribute 1373 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 18 numeric
@attribute 189 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 259307 numeric
@attribute 2673 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2747 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2875 numeric
@attribute 435 numeric
@attribute 440 numeric
@attribute 443 numeric
@attribute 445 numeric
@attribute 5471 numeric
@attribute 56954 numeric
@attribute 64902 numeric
@attribute 790 numeric
@attribute 7915 numeric
@attribute 84706 numeric
@attribute 8528 numeric
@attribute 8659 numeric
@attribute 91703 numeric
@attribute 9945 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3646659221,0.9132843654,1.4977446612,2.4341653519,0.5374060508,-0.1420507896,-0.1321927483,-0.1094989973,-0.2109347401,1.3654060047,0.0564222516,0.6879529299,0.9690072418,0.0360190485,0.7885742456,0.7768369568,2.5969748497,0.3212398340,0.5586166998,1.1661736676,-0.1261260058,0.1740466245,2.0544398279,1.9843730926,-0.0885993287,0.7970412485,-0.0392731288,0.7996983437,-0.0499217291,0.2366457568,-0.1237415216,-0.0917114734,BRCA
GSM480985,0.7170768771,1.4017417234,1.1294918484,2.3920115960,0.2965281577,-0.1425060343,-0.1206847300,-0.1630812120,-0.1350555477,1.5957728215,0.0318350454,0.7644824283,0.8180924685,0.0732971649,1.0997253167,0.5491488435,2.4047347307,0.3507897238,0.4936496353,0.8915922631,0.0511216530,0.1968527301,1.3588025272,1.9903526306,-0.1086715597,0.4365601505,0.1026119034,0.4655852961,0.0575596816,0.2991909311,-0.1644573085,0.1858606032,BRCA
GSM480986,0.4550680940,1.2136176579,1.5003512777,2.3456729551,1.0398198304,-0.1367799516,-0.1043914231,-0.1081427866,-0.1420713092,1.4529257081,0.0676437850,0.8092909971,0.9964981594,0.0982461111,1.1071077928,0.7696635052,3.0418111483,0.3971632057,0.6100060582,1.2321678724,-0.1203455239,0.3032509201,1.7092478499,1.8231568166,-0.0635603192,0.9163119346,0.1376111980,0.6598623742,0.0671463122,0.3436045898,-0.1103255745,-0.0461146549,BRCA
GSM480987,0.1955623720,0.8726032323,1.8327227465,2.0971001072,0.1436059149,-0.2170575568,-0.1267967956,-0.1473788249,-0.1223850797,1.9647025131,-0.0690542175,0.3543531300,1.1611173602,0.1582679011,1.1229457474,0.9765144884,2.7002402940,0.4267915550,0.3181477213,1.4700493402,-0.0025886849,0.2248501321,2.0424778165,1.6901893106,-0.0921134237,0.8866154421,0.1209888992,0.5876392311,-0.0349030435,0.2164987698,-0.1473420653,1.3842114799,BRCA
GSM480988,0.6625010721,0.5713723204,1.2457658260,2.2126442426,0.6081837041,-0.1643334713,-0.0335525905,-0.1115082472,-0.1704416947,1.2963957786,0.2504433668,0.6910725139,0.6000073742,0.1011693099,0.7661634073,0.9264586287,3.0337750910,0.0036020196,0.3929132432,0.8673671872,-0.0056366284,0.3324483280,1.2299715541,1.7743573100,-0.0011739767,0.9077796340,-0.0339632574,0.7046275546,-0.0170415192,0.3338143320,-0.0405240764,-0.0145724202,BRCA
GSM480989,0.5472526784,0.5504910161,1.8007715758,1.9850842160,0.1684649084,-0.2376439528,-0.0754521021,-0.1269922576,-0.2754866534,1.0241811196,0.0246971188,0.4444297865,0.8029992030,0.0369959866,1.1952749605,0.8011272412,3.1330703897,0.2416838519,1.0022986407,1.1197382133,-0.2448914971,0.1849674297,0.9624564834,1.5581042381,-0.0150706819,0.6279515107,0.0227674617,0.7193990235,-0.0591330378,0.4014075051,-0.1375307422,0.0431396473,BRCA
GSM480990,0.3647571053,1.0313751001,1.4734799484,2.1306013003,0.5607600833,-0.2228754634,-0.1125648947,-0.1059179094,-0.1629155403,1.0543491096,0.0120239981,0.6063650150,0.9064934546,-0.0345381376,1.1422580908,0.6278177781,3.4345294637,0.2997994443,0.6265113652,1.1643263176,-0.1295363261,0.1443767947,1.1451425405,1.5185967259,-0.0855940286,0.9333275594,-0.0012486848,0.6387719000,-0.0694359905,0.4091827854,-0.0908867346,0.0117873726,Control
GSM480991,0.5073974915,1.0671943942,1.3701166282,2.0787209653,0.9615814600,-0.1538625089,-0.0614292662,-0.1175565392,-0.0116938321,1.3893895281,-0.0015521856,0.7714438242,1.0236855373,-0.0010625116,1.3781427961,0.7227592406,3.1577889920,0.2894099451,0.7455465098,1.3721982840,-0.0443083059,0.3480668160,1.0286158584,1.7556933079,-0.1344022401,0.8165263142,0.1099753127,0.6065590740,0.0199770439,0.5025272704,-0.0816056524,-0.0587183223,Control
GSM480992,0.5727041159,0.8570831561,1.1197182129,2.0342632299,0.8789721292,-0.1398613491,-0.0700837317,-0.1288271707,-0.1264083494,1.4837171174,-0.0555899561,0.6296331289,0.8552267413,-0.0141617971,1.3404002363,0.6307045531,3.4128646853,0.2436175599,0.8338360540,0.9123137088,-0.1912974333,0.2517969087,0.9008918647,1.2114030974,-0.0437616607,1.2018825188,0.0875171931,0.9171694935,-0.0849301396,0.4332846113,-0.1091521256,-0.0520513957,Control
GSM480993,0.4156646266,1.0833779254,1.6917327551,2.3394126660,0.5961395607,-0.1569970296,-0.0927404080,-0.1092253662,-0.1381580829,1.5274415463,0.1145954085,0.5561323376,0.9877843097,0.1070061547,1.2013911734,0.8724870043,3.1817195413,0.3506312356,0.7201702995,1.1482566777,-0.1656862426,0.1695299268,1.5888896360,1.5173531983,-0.1173433184,0.9793376065,0.0519647553,0.8861089640,0.0227259908,0.2973579077,-0.1192281078,-0.0310107140,Control
GSM480994,0.4263242727,0.5517151262,1.5749327448,2.3474552103,0.3416506170,-0.1617850369,-0.1138185875,-0.1042965215,-0.0335503179,1.3787375036,-0.0073745698,0.5002944002,1.0222324363,-0.0330394105,1.3854240076,0.7796855284,3.2226191363,0.3963087765,0.7954817523,1.1849296326,-0.1469606163,0.1741546415,0.8571380676,1.7062886187,-0.1191218008,0.6579953533,-0.0233218901,0.7878687168,-0.0970176175,0.3300505704,-0.1218464842,-0.0657753781,Control
