@relation data

@attribute id string
@attribute 1022 numeric
@attribute 10302 numeric
@attribute 10621 numeric
@attribute 10919 numeric
@attribute 11128 numeric
@attribute 11178 numeric
@attribute 11335 numeric
@attribute 121504 numeric
@attribute 126961 numeric
@attribute 128312 numeric
@attribute 171568 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 255626 numeric
@attribute 25885 numeric
@attribute 284119 numeric
@attribute 2965 numeric
@attribute 2966 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 2971 numeric
@attribute 2972 numeric
@attribute 2975 numeric
@attribute 2976 numeric
@attribute 3012 numeric
@attribute 3013 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3020 numeric
@attribute 3021 numeric
@attribute 4331 numeric
@attribute 474382 numeric
@attribute 4774 numeric
@attribute 4781 numeric
@attribute 4782 numeric
@attribute 4784 numeric
@attribute 51082 numeric
@attribute 54145 numeric
@attribute 5435 numeric
@attribute 5437 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 5442 numeric
@attribute 5451 numeric
@attribute 54700 numeric
@attribute 55290 numeric
@attribute 55703 numeric
@attribute 55814 numeric
@attribute 5595 numeric
@attribute 64216 numeric
@attribute 653604 numeric
@attribute 661 numeric
@attribute 6617 numeric
@attribute 6618 numeric
@attribute 6619 numeric
@attribute 6621 numeric
@attribute 6741 numeric
@attribute 6908 numeric
@attribute 7019 numeric
@attribute 7270 numeric
@attribute 7343 numeric
@attribute 7702 numeric
@attribute 7978 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8334 numeric
@attribute 8335 numeric
@attribute 8337 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8341 numeric
@attribute 8342 numeric
@attribute 8343 numeric
@attribute 8344 numeric
@attribute 8345 numeric
@attribute 8346 numeric
@attribute 8347 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8350 numeric
@attribute 8352 numeric
@attribute 8354 numeric
@attribute 8355 numeric
@attribute 8356 numeric
@attribute 8357 numeric
@attribute 8358 numeric
@attribute 8359 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8362 numeric
@attribute 8363 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8370 numeric
@attribute 84172 numeric
@attribute 85236 numeric
@attribute 8850 numeric
@attribute 8932 numeric
@attribute 8968 numeric
@attribute 8970 numeric
@attribute 9013 numeric
@attribute 9014 numeric
@attribute 9015 numeric
@attribute 902 numeric
@attribute 9328 numeric
@attribute 9329 numeric
@attribute 9330 numeric
@attribute 9533 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.361681261,6.354210255,7.249542819,6.190702694,9.8043528365,8.048542898,7.390049628,5.823629162,5.50383468,5.118745153,7.18041707467,8.220113618,10.0776573,6.023427942,4.663367841,6.059945345,13.33778081,6.107234293,5.474931823,8.439499644,10.43957668,11.76010461,6.429788296,9.123953973,9.3794977665,6.080503777,5.174537499,7.8736305755,12.06323168,7.428939017,5.155031965,14.592922175,12.84903075,6.69676284,5.213358218,10.90529319,13.11754819,7.26351767775,12.28491381,11.24585035,9.603728853,12.07353083,10.33896506,6.365977347,9.950818724,9.777469494,7.526344936,6.451380618,9.705835873,9.364594933,7.166266353,11.634256725,9.445392465,6.035630095,6.894093582,7.830351826,9.588143592,6.758890306,10.80972013,8.1776753015,9.808393548,10.34704028,7.2214577,6.89133739275,8.8040351,6.273870129,5.536217098,6.051867589,8.487007054,5.434637608,10.55455797,10.76039169,6.680046949,4.871364705,5.279853137,6.49377991,6.139557107,5.139767484,5.264922245,4.708204487,5.568040657,5.261729425,8.440029384,6.922498552,5.002265111,6.468262051,5.802717488,5.478900032,5.957224679,5.805622164,5.952107108,5.257964097,5.169936271,8.127196202,6.059945345,14.05593823,7.01480474,5.68566776,6.730643776,4.668481241,6.917524621,7.330403606,12.04345466,5.85450143,5.85490842925,5.507248571,9.079385528,8.34902027133,7.9988926865,6.21938280367,8.45525079,9.885826425,6.167775011,9.633676921,9.5565740325,Control
GSM427159,9.155780297,5.968327676,7.575484648,6.059688189,10.498619,8.324226826,7.349076697,5.808134829,5.115003321,5.096779711,7.50315837667,8.497094498,10.50841903,5.469081112,4.173910121,5.810964386,13.10298289,6.586162299,5.210049084,8.965352223,9.94572954,11.97796686,6.096958888,9.463289929,9.7692481155,5.730104109,4.964758163,7.8908509875,12.24301336,6.353301929,5.110416751,14.737138445,12.8865864,7.086882265,4.663367841,10.78613914,13.77286407,7.0504082345,12.45954952,11.464696472,8.215303806,12.14356347,11.03103278,6.504704302,8.536044277,10.20308524,8.428131004,6.661746482,9.322694957,9.290140483,8.584681754,11.27623323,9.157261161,6.48510929,6.900809838,8.391956765,9.955032716,6.9730312335,11.34028702,7.710494314,10.0579109,9.827970273,6.937835569,6.63711005125,8.416228701,6.4509340955,5.157863534,5.576228285,6.276594949,5.580530872,8.9788285505,9.674329611,5.789606185,5.323740468,5.331285345,6.432128971,5.36458228,5.076613872,5.076613872,4.905220009,5.70044752,5.124960054,8.322132227,5.915587375,5.605858198,6.093502736,5.776374632,4.584732512,5.46091556,4.998208198,5.385785842,4.689877288,5.268108014,6.839868676,5.817246707,13.96600025,5.776374632,5.919108385,6.170531632,4.881923051,6.546165695,8.102501307,11.42963442,4.916490079,5.40820526,5.810964386,7.646272708,8.49419396233,8.134060621,6.089878149,7.832012647,10.38358581,6.004451531,9.326666054,10.167654931,BRCA
GSM427160,9.394656215,6.309299558,7.152236984,6.416615446,10.405535215,9.517187651,7.388215462,5.583918611,5.407702206,4.628224624,7.97371610967,8.892012333,10.71269919,5.7913656,4.950248224,6.241654902,12.70456839,6.582656103,5.664561948,8.580466923,10.27514127,11.93396179,6.653845768,9.211225868,10.0729522775,6.272308437,4.558389106,8.4900776405,12.53965448,7.52248330367,5.16953547,14.75973063,12.77284039,6.839081327,4.419595675,10.27226269,13.59313376,6.9872399495,12.45954952,11.549943721,9.670085752,12.38193096,11.02625388,6.401780305,8.618450775,10.41605359,8.225485975,6.93378248,9.846936382,9.591859431,7.359795947,11.198356615,9.553821014,6.165314669,6.986414135,8.1250787025,9.994474054,6.8526256135,11.33166731,7.864794796,10.09283678,10.74220229,7.406729323,6.88471708825,8.94313831,6.5015110815,4.720021333,5.316879984,8.190863129,5.757030749,9.582685718,9.896635567,6.451215749,4.919591852,5.202624638,6.236545833,5.583918611,4.933585915,4.919591852,4.47893856,4.971786376,5.001702332,8.532999807,6.272308437,5.59156816,6.311708018,5.690704299,5.312711681,5.403788568,5.028581582,5.042218873,5.144669712,5.066316611,7.800286988,5.395243853,14.10257573,6.079650777,5.598879718,5.995434345,5.245658467,7.132579734,7.9527385875,12.29684318,5.275017526,5.55725126475,6.056156059,8.797792112,8.171456546,7.830854584,6.16023407867,7.667131787,10.69554175,6.411388639,9.709540992,10.62316706,BRCA
GSM427162,9.99050151,6.212477538,7.831847361,7.114234918,10.250042477,9.167669733,7.49180836467,5.332538997,5.254944744,5.693773551,7.510065876,8.85164062,10.43052602,6.424087011,4.667062321,5.963942952,12.60023009,6.970019164,6.002540089,7.704562712,10.44466839,12.27732381,6.45384318267,9.133489757,9.789761567,6.528106825,4.916490079,8.530230259,12.30321003,6.90529433767,4.766080198,14.722206265,13.2433667,7.265055029,4.748208435,9.754102959,13.88385421,7.4351241485,12.90226493,11.93111194,8.044122393,12.34948589,11.73846187,6.648325671,8.674016666,10.51270618,8.648007989,7.433358274,9.901093579,10.23508114,8.229877631,11.274247985,9.2411926175,7.123296633,7.782574222,8.0741542715,10.16400217,6.8346491185,11.58420751,7.9528696475,9.728779829,10.5927189,7.159376306,6.73656485675,8.186771816,7.048638056,5.689726348,5.859106883,6.408122185,5.182703468,10.5173890535,10.88094205,6.311526388,5.438135838,5.229406468,5.89251929,5.438135838,5.377480603,5.450890591,4.608266403,4.938534277,5.01682082,9.896446364,6.629251419,4.910026549,6.217042247,5.776111392,5.579475285,5.391983545,4.893861206,5.554290497,4.814821191,5.352274105,8.863443805,5.850631456,14.49088818,6.090118375,5.916363929,6.701137054,4.366293438,7.152338403,7.9984599765,12.79374357,5.745177655,5.4982994775,5.78869305,4.92244912,8.48510287033,8.2259509515,5.893285504,7.517316273,10.70541664,5.73024,9.860714986,10.513492295,Control
GSM427163,9.627078354,6.377952839,7.400753782,6.424440594,10.208315995,8.380851855,7.32609602433,6.139403622,4.805822905,5.406342144,7.962433783,8.312657375,9.889641277,5.607338636,4.91887665,6.07093198,12.74918966,7.045217151,5.206341637,8.732388881,9.47543003,11.85884755,6.60077118133,9.120018232,9.6398993905,5.776374632,5.057679059,8.185466732,12.39294532,6.983161939,5.17473722,14.78905083,12.78963253,6.867961695,4.927672792,11.4373387,13.78053775,7.47758997225,12.82483353,11.566212065,9.171627882,12.13760287,10.79386361,6.908516092,7.919118257,9.87815866,7.688427138,7.110460145,9.203152892,9.122466386,7.33624126,11.21839075,9.6803261845,5.930034295,7.464221286,7.5598793545,9.687087433,6.929788091,10.69048718,7.712167334,9.633676921,10.16084871,7.126215308,7.07141316575,8.7216983,6.455684709,5.297935366,5.291135005,7.142926798,4.985285523,9.383214294,9.72142441,5.957921126,5.025484272,5.689866096,6.718844926,5.65593226,5.029244428,4.649642211,4.734183662,6.022207581,5.297935366,8.186907968,6.391506215,5.718917257,5.866173125,5.908039034,5.249266367,5.391468086,5.014814152,4.972360944,5.241660263,5.133924369,6.890693297,5.403788568,14.08054111,5.148335483,4.870871734,5.759829109,5.213747029,7.365100051,8.015862385,11.858053,5.144465785,5.50034781475,5.749273627,8.821312505,7.722951479,8.101469808,6.31220146167,8.195898639,10.58816676,6.474724508,9.686317169,10.43283582,BRCA
GSM427164,9.01498366,6.544273338,7.40164993,6.1623503515,9.945088254,7.283507727,7.11171711333,5.214330049,4.980495207,5.36773034,7.87121052,8.645353223,10.75975321,6.249071368,5.46712559,6.340656284,13.42972648,6.922969386,5.527329405,8.769772669,9.72642302,11.74226323,6.21045989,9.638916035,9.893822319,5.545359333,4.900638916,7.6042942415,12.29242381,6.330174048,4.972360944,14.16263594,13.44437567,6.499332184,5.401742447,11.15153369,13.29267684,6.71220505525,12.18459653,10.8946986805,8.035817876,10.92233559,9.875964751,5.738505243,7.686957644,9.932037957,6.28281565,6.806198773,8.903747151,9.056692662,7.261721494,11.07534033,9.6721262055,5.943107442,7.002424408,7.635373995,9.565916578,7.132126297,11.38289162,8.2255549345,9.121838552,10.43366919,6.9148069685,6.98730767525,8.442778825,6.015951736,5.163308771,4.769786816,7.455781587,5.427783188,8.316796841,8.508201951,6.195057794,5.241850906,5.234397132,6.237741162,5.440131024,5.249266367,5.075972442,5.062436111,5.625863148,5.515077886,8.772645411,6.224296576,5.148742216,5.424175738,5.857863615,5.313256056,5.492182674,5.377480603,4.862465343,4.925775462,5.447257868,6.326794047,5.080669653,12.24753009,6.261065912,5.804912672,5.109685724,4.985513237,6.331549038,7.2078869845,10.93481154,5.563776856,5.670428054,5.673988298,7.866569768,8.34996221733,8.2193558725,6.310849161,8.0884774495,10.30263925,6.571643157,9.706155431,10.116303033,BRCA
GSM427165,9.547121611,5.660788354,7.827423888,6.5572339185,10.7566257285,10.33515616,8.66778678567,6.053334703,5.567888595,5.36650691,7.182888171,8.838495753,10.0173308,5.455665247,4.867169068,6.00034443,11.46908991,6.719438847,6.082580853,8.357575234,9.822443813,12.22921997,6.29347699767,9.035858332,9.9502237415,6.194663913,4.732013908,8.160140768,11.25779165,7.23571497,5.744303238,14.920806015,12.61604227,5.895672973,5.046808884,10.2886242,14.09444395,7.9509728615,12.83366697,11.312399139,7.601810012,12.15346979,11.62683849,6.973327498,8.661565351,9.9387383,9.420113456,7.243509918,9.401370811,10.36118197,8.523190576,11.151396135,7.981879678,5.814301269,6.992431746,8.562396638,10.18277954,7.415079649,12.00644716,7.7555833455,9.568545732,10.20337282,6.4622389495,6.89760154625,7.237356075,6.97483962,5.149758548,6.488889022,6.658144078,5.391983545,9.692660621,10.66841992,6.5560888,4.595204309,6.117700885,5.971607496,6.13566376,5.579701547,5.650629048,5.213941395,5.899484569,5.460260315,8.33257494,6.046584505,6.239078755,6.430289978,6.883746426,5.337721125,5.579701547,5.920240442,5.077041333,5.114586962,4.93712219,8.740068382,6.149549624,14.7817055,7.246291987,6.62585904,8.870627591,5.139972076,6.893972281,8.7832744555,13.074006,5.857863615,5.622363499,5.135259094,6.097827379,8.25724722233,9.5309941675,5.96834731867,7.0980443305,9.940893908,5.618834209,9.737214011,10.071555317,BRCA
GSM427166,9.825825817,5.911578492,6.932040865,6.2080929495,9.119467449,8.106564412,7.44486383267,5.929442617,5.517599514,5.844744204,6.99379720133,7.900747773,10.17798975,6.616552979,4.835559392,6.238171237,13.19318117,6.479895483,5.520745364,8.78938784,9.751904322,11.78564057,6.56170518933,8.902715114,9.3402805695,6.264072495,5.2209212,7.787027341,12.45804007,8.36211980967,5.346169084,14.71973806,12.24439068,6.573196985,4.81315432,10.35054176,12.74918966,7.04859610125,11.94088626,11.564517125,10.42177586,12.42339047,11.02111204,7.098982487,8.961436038,9.332652626,7.237642883,6.697666542,9.442757511,9.30874921,6.486236204,11.40345044,9.627885461,6.276594949,7.064530251,7.476281923,9.879453495,7.325212193,10.52997735,8.021513207,10.09936791,10.50350803,7.112983899,6.9809377205,8.695237972,6.2234507725,5.047681518,5.93470004,9.946928611,4.983234478,10.0318327905,10.17096442,6.9557694,5.163308771,5.002490161,6.272261775,5.638081984,5.277995204,5.193979903,4.918399651,5.313437469,5.479142629,8.732490639,6.664060114,5.741879005,5.996056084,5.943283297,5.767529834,5.745379368,5.467940713,5.154424477,4.898947471,5.540872931,8.533603375,6.211553127,13.7210223,7.126784799,5.256643908,5.716175548,4.688059546,7.831435711,6.9885442035,12.29242381,5.959081123,5.81499758325,6.058647282,9.433126963,8.127165967,7.6093747255,6.14077220267,8.2150115435,9.689251596,5.873574072,9.430484502,10.1825281605,Control
GSM427167,10.15470456,6.678428044,7.828646059,6.4532636835,9.9593763655,8.217813694,6.78277451967,5.751417692,5.54798282,5.419801156,7.78974217033,8.755431019,10.24019539,5.982201443,4.897254041,6.263509238,12.87187546,7.1126508515,5.082799703,8.620110863,9.751444107,12.06768485,6.482152503,9.364802828,9.9057061345,5.993510911,5.255700175,8.5057825605,12.89900003,7.731063702,5.233246971,14.902030635,13.07564465,7.327824597,5.511603435,11.44094715,13.64083637,7.06054501225,12.58797677,11.68681288,10.00810682,12.19349773,11.34089896,6.517673816,8.771812245,9.992443121,7.600286714,7.367548257,9.174913904,9.392951213,6.900568353,10.99057863,9.865857575,6.011904408,7.398275809,7.838067938,9.766537656,6.698244539,11.11027794,8.274441892,10.068557,10.93189375,6.9996996275,6.9504892375,8.78216373,6.6301749655,5.570167841,5.839966671,8.894060699,5.427950757,10.549058171,10.68693842,6.853562589,4.715361226,5.700724934,6.314610999,6.316060301,5.144669712,5.250403832,4.672729652,5.763950127,5.229983196,9.982822895,6.242988873,5.863264042,5.91379373,6.059891283,5.292976103,5.274272145,4.820703945,5.662925563,5.545359333,5.178725843,7.364881259,5.69600164,13.31043176,6.715691352,5.117810604,5.936526788,4.497725104,7.621669354,7.844957294,12.3968015,5.863264042,5.818649465,5.738099861,8.876387348,8.24282658067,8.029563126,6.175443102,8.2231503775,10.79360354,6.407272544,9.836169177,10.60652329,BRCA
GSM427169,9.154553037,6.444771098,7.766597025,6.2909747205,10.267476237,8.492254916,7.81395140833,6.320850743,5.022158329,5.557663769,7.77215312133,8.379801934,10.10676612,5.442621133,4.42789603,5.825538406,12.91933548,7.07342704,5.287630431,8.305344864,10.12301596,12.00644716,6.200695205,9.225617845,9.695557962,5.970169897,4.585033079,7.7151803595,12.22983432,7.94413342067,4.937593039,14.77735648,12.75620088,6.996504912,5.250782787,11.19715849,13.50983997,7.4553169815,12.32274087,11.1421601825,9.091846003,12.31595909,11.14633337,6.645878602,9.146391192,10.53911788,8.845098843,6.280312026,9.536660595,9.308419312,7.978740664,11.551814785,9.1598699465,6.582936515,6.747357606,8.2817956955,9.936947469,7.187241445,11.05704424,8.0221203545,9.813452991,10.25917864,6.8055411475,6.9170906935,8.361528363,6.395711198,5.745379368,6.090647705,8.2864551,5.279296008,10.2223433115,10.4183642,6.723152797,5.2209212,5.476390801,6.408334517,5.360725299,5.634020526,5.229598736,4.421060285,5.279296008,5.422747045,9.05864872,6.367550714,5.275576309,5.946971318,5.853503721,5.259094728,5.072117861,5.224977213,4.981865493,4.821979637,4.490583929,8.647873119,6.021041727,14.29890208,6.228150688,4.963487128,5.822354928,5.233822166,7.713525923,8.5009800015,12.26341894,5.076613872,5.3371000785,6.021041727,9.033320526,8.18679204667,8.0926237145,6.10008358433,8.1149854775,10.48635768,5.967693869,9.274011827,9.9652216585,BRCA
