@relation data

@attribute id string
@attribute 1003 numeric
@attribute 10398 numeric
@attribute 10411 numeric
@attribute 10451 numeric
@attribute 10627 numeric
@attribute 10686 numeric
@attribute 11069 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1535 numeric
@attribute 1536 numeric
@attribute 2185 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27035 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2909 numeric
@attribute 29119 numeric
@attribute 29895 numeric
@attribute 3383 numeric
@attribute 3676 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3702 numeric
@attribute 387 numeric
@attribute 394 numeric
@attribute 399 numeric
@attribute 4301 numeric
@attribute 4313 numeric
@attribute 4318 numeric
@attribute 4478 numeric
@attribute 4633 numeric
@attribute 4636 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50508 numeric
@attribute 50848 numeric
@attribute 51208 numeric
@attribute 5175 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5747 numeric
@attribute 5781 numeric
@attribute 5829 numeric
@attribute 58494 numeric
@attribute 58498 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5906 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 6300 numeric
@attribute 6387 numeric
@attribute 6494 numeric
@attribute 7070 numeric
@attribute 71 numeric
@attribute 7122 numeric
@attribute 7294 numeric
@attribute 7408 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7412 numeric
@attribute 7414 numeric
@attribute 7430 numeric
@attribute 7852 numeric
@attribute 81 numeric
@attribute 83593 numeric
@attribute 83700 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 90952 numeric
@attribute 93408 numeric
@attribute 9475 numeric
@attribute 9564 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0707705626,0.2969153779,0.0920781524,0.0961183231,0.4329149295,-0.0151344607,-0.0801555156,0.5269904546,0.0574920065,1.7706486186,0.4128884136,0.6466643338,-0.0796619306,1.3338098931,0.0430910574,0.9433099893,1.1013892478,0.1193965175,-0.0686908852,0.2269297111,-0.0448427393,-0.1124613259,-0.0170168009,-0.0588314680,-0.0732010464,0.9581370279,0.2980682768,1.6708331763,0.2518036054,-0.0925974851,-0.0825104880,-0.1035979016,-0.0461405370,-0.1629247241,-0.0646153320,0.1778868698,0.0159100612,-0.1127461930,1.9894220193,1.6987377848,-0.1472195138,0.3362823766,0.4130081885,-0.1778995643,0.8032602911,-0.1103945201,0.3339006490,-0.1413551717,-0.1384198854,0.0024670343,0.9713189493,-0.2020469356,1.7773411274,-0.0240158797,-0.0977560243,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.5204422609,0.5526649599,0.1474579691,-0.1072664774,-0.0825690696,-0.0717742680,1.5197282433,0.3606912876,0.6681025633,0.6176301669,0.0200346272,-0.1533301767,2.7923812542,0.8595501635,0.5759782564,1.9831620881,0.0312767470,-0.0068966250,-0.1012984617,0.1515275734,-0.0566806304,3.6226621756,-0.1032576506,-0.0764908367,0.4870980292,0.1073409411,-0.0013073965,-0.0580768910,1.4682459658,1.1512382553,0.1813214159,0.8557089394,0.3384637258,0.0160659226,0.8580704628,1.9086507757,-0.1027024567,-0.1061069645,0.6189519864,2.6962009007,-0.1994480709,-0.0683266355,0.9160380667,-0.0483732750,-0.0774667456,-0.0164755607,-0.0796944764,0.2600470403,0.2693405723,BRCA
GSM480985,-0.0017558100,1.2289843920,0.3263344009,0.5367252741,0.5741717123,-0.0513184398,-0.0869633047,0.7342764941,0.2624109593,1.6812248330,0.1705754072,0.5214375071,-0.1027213873,1.3528159242,-0.0195940898,1.1109306672,1.2430446778,0.1036259753,-0.1193146710,0.3187140897,-0.0263181581,-0.0871124358,-0.0203990307,-0.1546119963,-0.0764408311,0.9909502640,0.3047061024,1.2345138497,0.3546478246,-0.1231202414,-0.0431672486,0.5833301749,0.0015946848,-0.1544825037,-0.1047203513,0.1802411383,0.4165791678,-0.0744590654,1.8852531751,2.1282451339,-0.1197529695,0.3662796632,0.5729893601,-0.1611948229,0.8774038748,-0.1304085681,0.2557641288,-0.1017562050,-0.1356406559,0.0254270337,1.6740460265,-0.1374766803,1.6938265978,0.0031078936,0.2792669382,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.6196571301,1.2582838460,0.0900841358,-0.0931613796,-0.0522140021,-0.0165247075,0.8917866104,0.4434307657,0.5670814931,0.4716516466,-0.0592413062,-0.1523001493,2.9129755730,0.7016111224,0.6223576221,1.6668235234,0.0755929606,-0.0052304801,-0.1177860802,0.3920152159,-0.0217328347,3.7874552336,-0.0090509724,-0.0601245533,0.1326151800,0.1538996255,0.0045720668,-0.0668805957,1.6274614056,0.9221977132,0.0989122819,0.7819419997,0.3413524488,0.0644608700,1.1287610356,2.2563728540,-0.1399921106,-0.0963063285,1.5059091382,3.3014034431,-0.2187516283,-0.0704605920,1.2613686594,0.0913711271,-0.1119034973,-0.0011372490,-0.0687286226,0.2547651702,0.2437138550,BRCA
GSM480986,-0.0573108660,0.4599690320,0.0481944401,0.4511935614,0.5925924801,-0.0829284461,-0.0598742767,0.4177501201,0.0552441317,1.7351717518,0.2640824781,0.5058162958,-0.0876056654,1.2520638189,0.0057316652,0.9477347201,1.0870863236,0.1041690425,-0.0781667486,0.2534925254,-0.0236322101,-0.0660320081,-0.0219129330,-0.1225341080,-0.0748122414,1.1200479176,0.3719062484,1.4959124994,0.3488900970,-0.1365387179,-0.0145604891,0.0910193258,0.0710682853,-0.0598317276,-0.0637634593,0.1151252413,0.2119055211,-0.0965975212,2.0062507787,1.4843510525,-0.1497558434,0.3136572798,0.5589004071,-0.0666321346,0.8557906921,-0.0524439803,0.0931041796,-0.1179295726,-0.0786890589,-0.0484648710,0.7859586161,-0.0924381447,2.0022597963,-0.0460213097,0.0578492413,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.5424212613,0.5517398660,0.1559347632,-0.1167993353,-0.0710934066,0.0824834229,1.3150411108,0.2375885064,0.6322140187,0.6545756165,-0.0166168110,-0.1652055924,3.0052631994,1.0316260259,0.3411915212,1.5463190164,0.0069230790,0.0253748071,-0.1279479954,0.1927433360,-0.0221490192,3.6462782948,-0.0810573978,0.0241979030,0.3788658783,0.0129711927,0.0373677311,-0.1428943199,1.6394084916,1.1594486352,-0.0187492559,0.5835656012,0.3812450159,-0.0074029568,0.9668687962,2.0866372263,-0.1202194508,-0.1493002576,0.6009663289,2.5117521420,-0.1308928371,-0.0833104959,1.0621557547,0.0171090096,-0.0682564883,-0.0086052558,-0.0732849970,0.3452177938,0.2337614380,BRCA
GSM480987,-0.0487219249,1.0110833760,0.0289167029,-0.0624555265,0.4734868335,-0.0823137330,-0.0629702936,-0.1502266019,-0.0489588074,-0.0900415049,1.0150489352,0.6135009341,-0.0951677346,0.8798748336,-0.0108929942,0.7213038760,0.6097315177,0.0210632048,-0.1106860124,0.0220875726,-0.0190172376,-0.1622992494,0.0549581140,-0.0692456274,-0.0851334064,1.4479325302,0.3169702389,1.2553548241,0.2890557646,-0.0598773921,-0.0285129980,0.0811703488,0.0973028606,-0.0277132272,-0.1693109225,0.0755187708,-0.1507511987,-0.1370833611,1.8972162525,0.9749449359,-0.0997543664,0.2183740184,1.0046279537,-0.0820164252,0.7662236047,-0.1087796988,0.3262296810,-0.1818861859,-0.1151541600,-0.0745307706,1.2320871734,-0.2188915189,0.2590887595,-0.0651945644,0.0666340686,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.7127369387,-0.0047308279,0.0835026311,-0.1432857454,-0.0616863377,0.1031593607,0.5668156716,0.2307216385,0.4882750814,0.3087009139,0.6440766586,-0.0741597050,3.1002503070,0.6193592016,0.3683751977,1.5882334240,0.0234027272,0.1567118048,0.2842803322,0.1072646103,1.9091230675,3.9579671080,-0.0564154077,-0.1210578569,0.0768386433,-0.1229293533,0.0506385963,0.0192796569,1.4971761177,0.4655438224,0.0461068648,0.1960985186,-0.0437613842,0.7099594830,0.1919102957,1.9076936618,-0.1064028313,-0.1212047814,0.0895075921,0.3912027059,-0.1961606463,-0.0308629964,0.0752644180,-0.0538081663,-0.1148337103,0.0032414250,-0.0519221399,0.4364242047,0.2226472523,BRCA
GSM480988,-0.1147213753,0.3045283796,0.0907482190,0.3249056081,0.2204826071,-0.0434393109,-0.1825091149,0.3607583904,-0.0549435111,1.1728110809,0.2920180181,0.4483090917,-0.0668707719,1.1278576067,-0.0657405690,0.8318137222,1.0525626070,-0.0673428309,0.0014482435,0.1364912806,-0.0933597851,-0.0363038128,0.0279797427,-0.1409048050,-0.0644118586,0.7840176249,0.1900400466,1.2965172852,0.3516025900,-0.0767603731,-0.0413609089,0.0125506422,-0.0622308738,-0.0952885697,-0.0186350431,0.1863922891,0.1527472083,-0.1121643577,1.6231118301,1.5539485991,-0.0990726947,0.2851979729,0.4954910886,-0.1839118814,0.6676407546,-0.0551052652,0.1553012846,-0.1281442985,-0.1016432289,-0.0409041132,0.6754580580,-0.1694654460,1.9027011719,0.0060846907,0.0560007524,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.5192004788,0.5682803235,0.0817065693,-0.0806064152,-0.0384889170,-0.0181701116,1.2879227399,0.3012423917,0.3691913686,0.5326055884,0.0137649187,-0.1144527541,3.0203843170,1.0542960657,0.1660498078,0.7069784941,0.0022991031,-0.0337513612,-0.0329350431,0.0733897105,-0.0636140976,4.0240748362,-0.1191514552,-0.0130488822,-0.0151271418,-0.0868716438,0.0609464488,-0.1002006726,1.5831342597,0.8716937261,0.0405815274,0.6675415863,0.2913452243,-0.0029799404,1.0844853694,1.9844101221,-0.1170340794,-0.1168790694,1.1925035451,2.9809040228,-0.1141403450,-0.0466016669,0.9884170632,0.0085407338,-0.0707757354,-0.0175715030,-0.0317350667,0.1747193907,0.1930281139,BRCA
GSM480989,-0.0259790239,0.8889694709,0.2727303271,0.1505207717,0.2322244334,0.0310693728,-0.1313908486,1.0058885305,0.2020044652,2.4454563890,0.8166204245,0.4561344552,0.0186659424,1.0870941328,-0.0125926176,0.9154817797,1.0993140891,0.1748037803,0.0024051088,0.1775155949,-0.0318046184,-0.0309763127,-0.1284807392,-0.0867649301,-0.0734611029,0.4984121071,0.4542093934,0.9037719321,0.3362449299,-0.0675425700,-0.1098221238,0.1448837195,-0.0301781461,-0.0876169978,-0.0350942307,0.1971728543,0.2589396170,-0.0875806320,2.4842128198,1.0857525966,-0.1398838334,0.2684092492,0.3862438141,-0.1646602380,0.8785104380,-0.0488451482,0.0759782588,-0.2495255571,-0.1083195179,-0.0267336389,1.0948092279,-0.1992450002,2.6137209191,-0.0274175816,-0.0272980543,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.5099837124,0.7895882334,0.0811992555,-0.1211765001,-0.1123442115,0.0375987290,2.1237873399,0.1835803039,0.3199180766,0.6901691206,0.1639099412,-0.0985118964,3.3091132243,1.1131860649,0.2493194217,2.0641681383,0.0616616788,0.0401129422,-0.0798440178,0.3306672584,-0.0700111690,4.1692070311,-0.0130096410,-0.0834961798,0.5194235196,0.0192166491,-0.0004577507,-0.0519749711,1.4356221762,1.0949466428,0.1142120624,0.4191104986,0.3480999014,-0.0148933459,1.0210926999,2.0251179983,-0.0949734952,-0.1589803841,1.2022641268,2.4921964673,-0.1806637100,0.0677883270,0.6196880026,0.0370877476,-0.0173886742,0.0515841471,-0.1349797046,0.3450037575,0.2852107126,BRCA
GSM480990,-0.0225970228,0.2422347792,0.1652241818,0.1058793579,0.3227437143,-0.0660100179,0.0423357617,0.3522281795,0.0238317825,1.9480334157,0.3318013596,0.3805084057,-0.0398207089,0.8238437675,-0.0171639838,0.8344820888,1.0458366102,0.0750651746,-0.0627379029,0.3475599620,-0.0240894286,-0.1225349001,-0.1238608885,-0.1225173859,-0.0349208565,1.2059587278,0.6375199349,1.3057659769,0.2518712170,-0.0802404377,0.0509526024,0.0809441500,-0.0030183041,-0.0603801500,-0.0722914216,0.2156330049,0.0421455834,-0.0755031328,2.3151370526,1.1924122118,-0.1460832600,0.2868320285,0.7842646500,-0.1280509329,1.0054136774,-0.0724117002,0.2631287480,-0.1453749056,-0.0649799671,0.0182006511,0.7012910847,-0.1752032811,2.0485996766,-0.0720719992,-0.0833004629,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.7009938896,0.2493265960,0.1371517299,-0.1211324487,-0.0606057024,0.1545863018,1.1991209335,0.2556535407,0.5040703920,0.8938638121,0.0333015918,-0.1496168084,3.4219261243,2.0059911716,0.3149603538,2.1704076527,0.0384436129,0.1445519146,-0.0930854617,0.2155715552,0.6425909802,4.4571284381,-0.0089044591,-0.1346388072,0.5918795068,-0.0486021041,0.0988269611,-0.0223002396,1.4810826326,1.0952914435,-0.0368276844,0.4373111957,0.3066654928,0.7254334432,0.6030732589,2.5694656123,-0.1425240105,-0.1736178855,0.9849450721,1.3871032067,-0.1303983054,-0.0045412671,0.7622464742,0.0953551888,-0.0641514143,0.0041956005,-0.1541326487,0.4471253923,0.1617002876,Control
GSM480991,0.0088997779,1.1277292678,0.1743213583,0.2550788322,0.4741094713,0.0034333845,-0.0822064556,0.9799972104,0.1568808900,2.3234847387,0.9389027224,0.4695376563,-0.0628333489,1.2444188044,0.0007367029,0.9456861730,1.0857336445,0.1720126188,-0.0722378261,0.2744439769,0.0096481766,-0.1111295003,-0.0515776859,-0.0353925389,-0.0363794910,0.8869519606,0.4446749834,1.2026453590,0.2927795558,-0.0783212237,-0.0039792229,0.4397473894,-0.0114926056,-0.0431565059,0.0377825897,0.1428165244,0.2775288068,-0.0876120252,2.0687043151,1.4794757110,-0.1222121962,0.3089245566,0.5858623493,-0.1467353323,0.8632040759,-0.0667334538,0.2238825480,-0.0130603146,-0.0152204525,-0.0987580774,1.2929585343,-0.1160525566,2.2291539835,-0.0643866166,0.0727533391,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.5280418684,1.0544374994,0.0569693500,-0.0960165404,-0.0531655469,0.1750445278,1.5476096728,0.2348265328,0.4281628126,0.6825946626,0.1180277509,-0.0866331489,3.2534763878,1.3671808253,0.3179211385,1.9666513886,0.0374511476,0.1220167010,-0.1357662104,0.3841604081,-0.0883612740,4.1061814696,-0.0576659664,0.0148405854,0.5054169691,0.1669772696,0.0497137843,-0.0388794719,1.7032585504,1.1938635013,-0.0332933852,0.5193989678,0.5359112559,0.0510189616,1.0204976901,2.2730862697,-0.1247259681,-0.1255262513,1.6695320208,2.8427255419,-0.1782377246,0.0363576253,0.9921294030,0.1179961617,-0.0419589707,0.0233059949,-0.0669590193,0.3696721135,0.2150321878,Control
GSM480992,-0.0186430055,0.2078117866,0.0342694156,0.1594127794,0.3386019058,-0.0635908829,-0.0111532847,0.6926356406,0.0885025715,2.6263523236,0.3532487679,0.3800862124,-0.0271722245,1.0113575603,0.0015844545,0.7282237562,1.0853888872,0.2651529643,-0.0683413804,0.2888478639,0.0098416810,-0.1734692978,-0.0995841408,-0.0792383742,-0.0572268371,0.8968451944,0.4867185676,1.0801601244,0.3473255169,-0.0834993222,-0.0166973066,-0.0112701706,-0.0469060921,-0.0750062975,0.0071480778,0.0501170250,0.2887557880,-0.0926116403,2.4234709023,1.0234596543,-0.1013437930,0.3569695423,0.7002783728,-0.1355392113,0.8578634643,-0.0772472831,0.3203203303,-0.1667003399,-0.0857614816,-0.1631293948,0.5121208262,-0.1954775891,2.1542558598,-0.0188918518,-0.0834281884,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.6497552522,0.9864738678,0.1225340664,-0.1356904655,-0.0742785615,0.1619838233,1.8157576812,0.1477922502,0.3612510420,0.9083260275,0.1418912514,-0.0722379513,3.4460021522,1.7252863166,0.2146456959,2.2779652900,-0.0010797481,0.0927470139,-0.1293677817,0.4999813234,-0.0481155820,4.3697378854,-0.0369503002,-0.0553957541,0.7011816279,-0.0769597430,0.0592768053,-0.0905293676,1.4694966279,1.1596170110,0.0245984706,0.5446243411,0.5277491282,-0.0384351843,0.7441449755,2.6207809300,-0.0727681645,-0.1352880218,0.1692075819,2.1585274140,-0.1716710903,-0.0259502849,0.7065502705,0.0421305199,-0.0937698897,0.0085893587,-0.1714860920,0.4115867727,0.2135051408,Control
GSM480993,-0.0006494025,0.5250836669,0.1675940549,0.1350385027,0.4329178705,-0.1291178515,-0.1359890996,0.5968067498,0.2305033326,2.1207302874,0.5422982129,0.5930127984,-0.0705183992,1.0947239722,0.0116211618,0.8789024687,1.0474673129,0.1611156384,-0.1086300268,0.2887215831,0.0090587195,-0.0412175156,-0.0634746311,-0.0536266352,-0.0499919807,0.9020118648,0.4554820714,1.2183062536,0.3063729352,-0.0930884073,0.0008752899,0.0740493629,-0.0107081314,-0.0977074247,-0.1424441524,0.0346996909,0.1604505838,-0.0581890559,2.1975401044,1.4323643897,-0.1485754302,0.2916397543,0.6484127278,-0.0849006671,0.8320559368,-0.1288237980,0.1499603418,-0.0750132122,-0.1135058205,-0.0635382313,1.4853956729,-0.1560071054,2.0226346815,-0.0856323575,0.1558390237,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.5661468516,1.1561504492,0.1051260916,-0.1144585606,-0.1054423138,0.0750380798,1.6241304980,0.3103372069,0.5473878640,0.6837831851,0.0264117020,-0.1137496081,3.0886874926,1.2646617638,0.3858551905,1.8648449523,0.0340418489,0.0791702164,-0.1122120117,0.3779311584,-0.0665458522,3.9780380943,-0.0865624208,-0.0810857371,0.5136565912,0.0286861091,0.0656672766,-0.0898974359,1.5233000448,1.1485373087,0.0229802592,0.6452427769,0.4068146365,0.1850108376,1.0595477061,2.3483436903,-0.1020554529,-0.1202466939,0.5346886906,2.5802887544,-0.1878573310,0.0283705314,0.8749618310,0.1226217514,-0.0886189898,0.0594515743,-0.1117413986,0.3369192308,0.2080415856,Control
