@relation data

@attribute id string
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10109 numeric
@attribute 10163 numeric
@attribute 10392 numeric
@attribute 10459 numeric
@attribute 10552 numeric
@attribute 1147 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1432 numeric
@attribute 1445 numeric
@attribute 1729 numeric
@attribute 1793 numeric
@attribute 2017 numeric
@attribute 23291 numeric
@attribute 25 numeric
@attribute 3059 numeric
@attribute 3551 numeric
@attribute 3576 numeric
@attribute 3678 numeric
@attribute 3688 numeric
@attribute 375189 numeric
@attribute 391 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 5217 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5879 numeric
@attribute 5970 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 6300 numeric
@attribute 64127 numeric
@attribute 71 numeric
@attribute 7307 numeric
@attribute 7322 numeric
@attribute 7414 numeric
@attribute 7454 numeric
@attribute 81873 numeric
@attribute 8767 numeric
@attribute 8936 numeric
@attribute 8945 numeric
@attribute 8976 numeric
@attribute 9474 numeric
@attribute 9475 numeric
@attribute 960 numeric
@attribute 9844 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.2000796147,1.4470036725,0.6624146700,1.8107713824,3.4799908086,1.0220180639,0.0061027997,0.6883537356,0.4616304750,0.2841429040,1.4674782144,1.4300138996,0.4174692793,2.4266945176,0.4152959093,0.0595911519,1.2776464983,1.5686397417,2.0763668117,-0.0953083564,0.2679063242,0.1075109721,3.2670671940,0.1496797397,0.0947130293,1.3281647927,0.0372776528,0.8098630121,0.4748031217,4.0000542999,0.3768321643,1.1201675758,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,3.2701125443,1.2157194917,2.0794160451,-0.0235738736,0.6241121968,0.0766315664,4.4681407321,0.2084289877,1.0106663759,1.9876758964,0.0081226462,1.3010461369,0.6162338108,2.1577475015,0.1120133967,0.1943822840,0.1700530383,-0.1834590614,0.8173910399,-0.0439753949,0.2411862325,BRCA
GSM481003,1.0979559246,1.5714396047,0.3524276267,2.0634429264,3.2755796031,0.8992538378,-0.0708317613,0.8205292420,0.4088713112,0.2877502063,1.3612618425,1.3261353774,0.3061586227,2.9481822583,0.3880054766,-0.0159079281,1.3714225724,1.4605255890,2.0323438495,-0.1218154929,0.4162924297,1.4715424657,3.6435139973,0.1592926320,-0.0189346857,1.9281432134,0.0608519517,1.4016762564,0.6189834172,4.0010215042,0.4223379152,1.1333078442,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,3.4451596026,1.5458108518,2.0472658149,-0.0279678789,0.6049226272,0.4107175079,4.5883542841,0.0631569126,0.8750990996,2.0270914505,-0.0235366961,1.2083194380,0.7397027474,1.9278989510,0.0996191137,0.2239244682,0.0587094962,-0.1093169571,1.0188161474,-0.0470188330,0.1941480732,BRCA
GSM481004,1.0047797683,1.2231101719,0.6245016453,1.9405849534,3.2811366883,0.8125453106,0.0045297979,0.6130161141,0.4928511351,0.3929689074,1.1921263276,1.5316830208,0.4136280409,2.7074588272,0.3571623716,0.1146506945,1.0776123568,1.6410631902,2.0528732984,-0.1282684434,0.4565757285,1.6739334250,3.6928061645,0.1403264253,0.1264219918,2.0184366770,0.1890115326,1.3433312625,0.5926850402,4.0107247234,0.5495924441,1.3982536542,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,3.1503309594,1.4715695732,1.4240456010,-0.0400819974,0.4966396672,0.0968505897,4.4698169882,0.1359925068,0.9980394316,2.0022565522,-0.0393887593,1.3652791442,1.0226274510,1.9379648565,0.1211709580,0.2125664917,0.1188115713,-0.1202374537,1.2402453942,-0.0510168258,0.2163254187,BRCA
GSM481005,1.0836951693,1.4415172496,0.3876877130,1.6236125550,3.3048733285,0.7047412305,-0.0930297814,0.5968761674,0.3671757498,0.7559128657,1.6299835334,1.3877731034,0.3984561536,2.5740633573,0.2762890950,0.0739778179,1.3644052138,1.4555339366,2.0808352083,-0.0918189806,0.3903404364,0.3897922044,2.9753657183,0.2270940179,0.3431094199,1.2930419892,0.0661443981,0.7793831442,0.5579776450,4.0078363122,0.4403047296,1.3712493853,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,3.0240586301,1.2129281088,1.8347277684,-0.0235281201,0.4447447957,-0.0523989184,4.2691934759,0.0620059884,0.9364143529,1.9694497985,-0.0089982061,1.4332777030,0.5842907192,1.9115622770,0.1284480545,0.2282941112,0.2473886922,-0.0457425530,1.0773006523,-0.0677158485,0.1866518880,BRCA
GSM481006,1.1536513797,1.9398481572,0.2772681860,1.7902080991,3.2918185185,1.2410103773,-0.0244244886,1.2742049727,0.1879702893,0.5505344721,1.5784780925,1.5903257717,0.3921763096,2.6257786286,0.4399731831,0.0834404912,1.2661449731,1.6704343226,2.3677308262,0.1305316902,0.2354427614,0.7345458053,2.8718997637,0.1351042711,0.0361700299,1.0355297161,0.1223146532,1.0869957842,0.5536829033,3.9567463995,0.3909603753,0.9865753614,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,3.3005572359,1.3122026393,3.2827063971,0.0318450583,0.5143065399,0.1809471231,4.2648594596,0.1546943626,0.9743386708,2.0552903512,-0.0469949022,1.2509919323,0.7860515617,2.2970675062,0.0903202268,0.3531187352,0.2053860626,-0.1468752514,1.0198318217,-0.0513911678,0.1984657517,BRCA
GSM481007,0.8637025436,1.7268032263,0.6183041530,2.1518923896,2.5976441597,0.8102781959,-0.0681675008,1.0828323464,0.5328905917,0.2756707471,0.9207133585,1.2839676474,0.2309822093,2.9017767838,0.4452683119,0.0239821117,1.5751655295,1.5588143059,1.7807312609,-0.0956871419,0.2572633833,0.3815329463,2.1931279500,0.2527581179,-0.0206421158,1.3797527337,0.0016019143,1.3999506757,0.8652860147,3.6135815979,0.2606000659,1.0516917631,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,3.0947886640,1.4910032429,2.1308796236,0.0398056174,0.5193731897,0.1253790325,4.5688298834,-0.0023306366,0.8724623323,1.7478359239,-0.0475543798,1.2204954690,0.4491444476,2.5968232583,-0.0121771720,0.3264364625,0.1880400059,-0.1416027276,0.7332884655,0.0678073960,0.2322261396,BRCA
GSM481008,0.6905855152,1.2433373440,0.4573765793,1.7603593701,2.7247598548,0.4522010033,-0.0784919009,0.8701275472,0.5022975582,0.9329660580,1.0476466187,1.1402049069,0.3457279783,3.3749025796,0.4150899748,0.0789628777,1.1040605759,1.4403287746,1.9073203204,0.0654737970,0.3088421996,2.2164069593,3.1072435775,0.1197325149,0.0416428269,1.9804673527,0.2086261566,1.2762110606,0.7326664201,3.8572614791,0.4047704326,1.0726860836,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,3.2627433132,1.3571830794,1.4083411269,0.0280642769,0.5585720231,0.1036715129,4.3696773703,0.1217955107,1.0481595056,1.7010813361,-0.0600692714,1.4843981755,1.4473513996,1.8091861437,0.0324204724,0.2677998399,0.1857156609,-0.1292381197,1.5206683466,-0.0984225398,0.1960819449,Control
GSM481009,1.1461503863,1.3125832592,0.5807664000,1.6462100789,3.2320275683,0.4020215238,-0.0332091445,0.6836895711,0.0965338481,0.4141671401,1.4302532645,1.3990336556,0.2764711754,2.5855629524,0.2212079304,-0.0198686067,0.9036050313,1.3666762173,1.8072166741,-0.2624386697,0.1725846681,0.1852908233,2.5266020498,0.0098238778,0.0379623749,0.9558427978,0.0623427681,0.6739098801,0.3036365448,4.5977925657,0.2795271149,0.7096309500,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,3.2104844170,0.9630623995,1.6037546610,-0.0420569494,0.2179962545,-0.0097384553,4.9091982842,-0.0076648970,0.8018648768,2.1447127912,-0.0863543264,0.8605118255,0.4072276253,2.6065440719,-0.0376876255,0.1969910029,0.1368564887,-0.0908145631,0.9517410872,-0.1163682611,0.2414110834,Control
GSM481010,1.1466861350,1.3445474857,0.4810205597,1.4037885040,3.2734904916,0.7659482694,-0.0305000645,0.6704042288,0.1001928917,0.8322192047,1.5761229206,1.4868810578,0.3582406002,2.5666434356,0.3683986566,0.0867101651,1.4524127389,1.6286549394,2.1198156030,0.6528034954,0.3174347172,1.6296272655,2.9012349447,0.0508783250,0.1340222864,1.4798714121,0.1809599443,1.1876550054,0.5544574002,3.9657661617,0.5158594621,1.1154199801,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,3.1837559010,1.2152642781,2.1124519960,-0.0273664836,0.4516097499,0.3987866621,4.1366360187,0.2466053816,1.0056680366,1.9118974974,-0.0255729896,1.3270443028,1.1813988317,2.0458557937,0.2240257637,0.2764016116,0.4312008895,-0.1366913221,0.9313174859,-0.1284476669,0.2052486207,Control
GSM481011,1.0084638060,1.5630688482,0.3264856587,2.0764300483,3.0901160993,0.6392220445,-0.0980617873,0.8705568834,0.3999316058,0.2562781054,1.1232241080,1.1672118224,0.1895736574,2.9154372248,0.2191131976,-0.0063179054,1.3580996846,1.4047438270,2.0290059297,-0.1374355349,0.2600992171,0.2282059908,2.9495386283,0.1527878153,0.1318124423,1.9169715047,0.0443784665,1.0963865406,0.6543434733,4.1210590004,0.3978262835,1.5733309313,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,3.1741475263,1.4994342731,2.0010260307,-0.0538524333,0.6355269162,-0.0178278021,4.5302506792,0.0468691642,0.9089720844,1.8810586527,0.0030414629,1.5445811392,0.4136765280,2.1572783757,-0.0036052681,0.0981748895,0.0863747784,-0.1477645581,1.3648240197,-0.0246969339,0.2254770854,Control
