@relation data

@attribute id string
@attribute 10333 numeric
@attribute 10454 numeric
@attribute 10747 numeric
@attribute 11035 numeric
@attribute 11213 numeric
@attribute 114609 numeric
@attribute 1147 numeric
@attribute 1385 numeric
@attribute 1386 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 1675 numeric
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 1848 numeric
@attribute 1849 numeric
@attribute 2002 numeric
@attribute 23118 numeric
@attribute 2353 numeric
@attribute 23643 numeric
@attribute 257397 numeric
@attribute 28908 numeric
@attribute 29110 numeric
@attribute 30849 numeric
@attribute 353376 numeric
@attribute 3551 numeric
@attribute 3654 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 3725 numeric
@attribute 3929 numeric
@attribute 4064 numeric
@attribute 4153 numeric
@attribute 4205 numeric
@attribute 4208 numeric
@attribute 4214 numeric
@attribute 4615 numeric
@attribute 466 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 51135 numeric
@attribute 51284 numeric
@attribute 51295 numeric
@attribute 51311 numeric
@attribute 5289 numeric
@attribute 54106 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5528 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5648 numeric
@attribute 59307 numeric
@attribute 5970 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 629 numeric
@attribute 64145 numeric
@attribute 6416 numeric
@attribute 6885 numeric
@attribute 7096 numeric
@attribute 7097 numeric
@attribute 7098 numeric
@attribute 7099 numeric
@attribute 7100 numeric
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute 717 numeric
@attribute 718 numeric
@attribute 727 numeric
@attribute 729 numeric
@attribute 730 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 7867 numeric
@attribute 81793 numeric
@attribute 8411 numeric
@attribute 8737 numeric
@attribute 9252 numeric
@attribute 9261 numeric
@attribute 929 numeric
@attribute 9450 numeric
@attribute 9641 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0109978593,-0.0521394628,-0.0893269815,0.1356820074,-0.0670797496,-0.0262908796,1.5553736859,0.3960468965,-0.0693077171,0.6466643338,0.5537302456,0.4036939579,0.7779804330,2.4721218571,2.0249133739,0.0526864920,0.2797568681,0.3869956061,0.1948640191,0.5479991188,0.4966626382,0.0238109802,1.4199947384,0.1593386951,0.3177234260,0.5241222142,1.1724569916,1.0548458216,0.2621445727,0.7463167697,-0.0849194403,0.8033885509,-0.2190184577,0.6293294718,-0.0983312302,0.8951084466,2.0220233733,0.8934277602,0.4754300158,0.0179940055,0.8049394469,0.6222571999,0.3233914226,-0.2339746466,0.4967950198,-0.0644820108,0.0643121879,-0.0480750479,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.3854039603,0.5276523813,0.4586358647,0.3851125020,0.7139937217,-0.0717742680,0.6164951165,-0.1298536299,0.0778244350,2.0539485763,-0.0495949284,0.2957080686,-0.0990093698,1.4320559672,0.8525465690,0.8590166551,0.4753331980,0.3490809082,0.0214807420,0.3140055167,0.8519533800,0.9587464938,0.5967529680,0.1084792829,0.1874100881,0.2804396783,0.1770994936,-0.0976442384,-0.0454081683,-0.0437934828,-0.0096250619,-0.1304290168,-0.0747257081,0.8278927778,0.2909683453,-0.0243398963,-0.0376058193,-0.1087006506,-0.0850425689,-0.0708689977,-0.1845948000,1.2766757959,-0.0772429269,0.5924561907,0.3025678801,0.0787741060,0.5260521080,0.2275129454,-0.0888901164,-0.0148841539,BRCA
GSM480985,0.0407879981,-0.0289708189,-0.0778630277,0.0014083363,-0.0608324426,-0.0505063202,1.1625347307,0.2730189453,-0.0377684418,0.5214375071,0.4334531604,-0.0649934511,0.7307627691,2.1904622241,1.3860648959,-0.0760797338,0.3031341848,0.4735284309,0.3309724640,1.5010899506,0.4695950437,0.1577928896,1.4103516273,0.2231698683,0.2565436448,0.8006201253,0.9020442569,0.9619517792,0.3229465311,0.9612028782,-0.1344188681,0.6473955513,-0.0118988757,0.6384879346,-0.1254703736,1.0636305118,1.8178075153,0.7662042651,0.4509238059,0.0645904077,0.9412159958,0.5609422953,0.5854109176,-0.1576585554,0.3775698428,-0.1012832871,0.0869224134,-0.0342530832,1.5972294421,0.2363182238,0.5275128255,0.4824771165,0.3409020890,0.4521202200,0.5649788797,0.3733170288,0.7487222366,-0.0165247075,0.6136501327,-0.1761504112,0.0538346215,1.6670765338,0.0406736651,0.2382422053,-0.1130596082,1.1493220018,0.8536376064,0.5620005916,0.4960677786,0.3743994703,0.4686561711,0.3200257520,0.9115112276,0.8959703881,1.2071428033,0.9595268907,0.5769564773,0.4057916362,0.7727030019,-0.1023476910,-0.0550792462,-0.0452966946,0.2675418221,-0.0097899473,-0.0780995210,1.8315040226,0.3096802390,-0.1676917417,-0.0719874206,-0.1236231382,-0.1091076463,-0.0998298880,-0.1529311204,0.8484856859,-0.1119830355,0.6433924739,0.3405707169,0.1481528811,0.5768208967,1.7338282930,-0.1092378943,0.1249656190,BRCA
GSM480986,-0.0613950617,-0.0100979297,-0.0503341261,0.0760871144,-0.0370735928,-0.0540329919,1.3508609449,0.3807973232,-0.0624373969,0.5058162958,0.6701340191,0.1555775159,0.8776524156,2.3349008746,1.9648351340,0.0212313689,0.3711583552,0.3484060676,0.3619466726,0.7871840811,0.6206690983,0.0915992342,1.0706012746,0.1655364541,0.2548125319,0.5310721682,1.2574874233,1.0879376855,0.2916625174,0.9059672051,-0.0973488538,0.9602259283,-0.1856303076,0.5029104183,-0.1237236924,0.7935199528,2.2257816393,0.7602790206,0.3572855135,-0.0042790188,0.9283377825,0.7128700620,0.2910466744,-0.1283800956,0.5802761599,-0.0827025407,0.0848316987,-0.0651264098,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.3827300649,0.5276161861,0.5706250406,0.5725946952,0.7966307569,0.0824834229,0.5081571897,-0.1388460667,0.0844743560,2.3174076223,-0.0793845745,0.2837639618,-0.1001729551,0.8713629352,0.9353946786,0.7839062919,0.4085617637,0.3229744066,0.3959059936,0.3843216476,0.8755208067,0.6764137213,0.6767751641,0.3079955788,0.4814574752,0.4525440362,0.3579530970,-0.1265779347,-0.1176824370,-0.0083324027,0.1801931898,-0.0196407202,-0.0314181925,1.1685674731,0.0367948461,-0.0896578618,-0.0440935976,-0.1037963919,-0.1040579473,-0.0864964035,-0.1304427799,1.2209842923,-0.1141375628,0.4459777667,0.3061211907,0.0273207385,0.5440503550,0.6535826392,-0.1112118543,0.1161199381,BRCA
GSM480987,-0.1177404969,-0.0314649140,-0.0467100110,-0.0755755579,0.1982265699,-0.0733433564,0.9561490119,0.2020458693,-0.0562811985,0.6135009341,0.5947545545,0.4841272064,0.7742029317,1.0657314784,1.8450806802,-0.1281716766,0.3778557302,0.2882891527,-0.0610097518,2.5712111392,0.1123135203,-0.0757004709,0.8813240594,0.1034916394,0.4028693973,0.3550794774,1.1661598228,0.6078441045,0.0574592080,1.2356612913,-0.0868330574,-0.0003966681,-0.1020484576,0.3049977311,-0.0579537458,0.5396577952,1.6798553201,0.8366915836,0.2389650019,-0.0041532980,1.1037804131,0.7524098709,0.1764641986,-0.1516244504,0.5632921209,-0.0720566496,0.0585118207,-0.1253291883,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.3297560222,0.4570317386,0.5260457562,0.7588645808,0.7170214796,0.1031593607,0.3891538004,-0.0662291722,0.0511663564,1.9121642141,-0.0082405777,0.2364959457,-0.1135867587,1.3394475877,0.8780260834,0.1390306237,0.8660132522,0.2145047075,-0.0035160393,0.3890234986,0.4823463641,0.5847795974,-0.1032491552,-0.0101977218,0.2399629611,0.0066104551,-0.0070557828,-0.0858780350,-0.1398636673,-0.0035615952,0.9259599148,0.4495162415,-0.0780751954,0.3775965802,0.2965672326,-0.1066315739,0.3006490615,-0.1387654964,-0.0378788900,-0.0700392031,-0.1157815391,0.9180212573,-0.0700196949,0.3062889768,0.2509096731,-0.0024105624,0.6721313768,0.3220012047,-0.0952472927,-0.0076473621,BRCA
GSM480988,0.1270835193,-0.0249393861,-0.0520712201,0.1775221146,0.0119793867,-0.1251689817,1.0976330084,0.2373043370,0.0156358049,0.4483090917,0.6305095806,-0.0276060584,0.8473060921,2.4576389789,1.4932760986,0.0015672266,0.1301916772,0.2490599537,0.3942711436,0.6935721967,0.5432035022,-0.0740411404,0.9052912428,0.1689293426,0.1203508000,0.6144637026,1.1451398267,0.8604278209,0.1464195122,0.5378554523,-0.0927688793,0.7938619354,-0.1492280957,0.5119321555,-0.1065016748,0.7586201133,2.2301817603,0.6670131280,0.2502003758,-0.0381616795,0.7093335530,0.5546799707,0.0364090984,-0.1286355059,0.3307716022,-0.0652965111,0.0645759152,-0.0204962117,1.5759464525,0.3109120772,0.4110367248,0.6810503945,0.2888080597,0.4923907940,0.4829891018,0.6892718586,0.6912962379,-0.0181701116,0.5512484685,-0.0789457363,-0.0383270433,1.3670162843,-0.0020592896,0.0441387518,-0.1088605361,1.0878505970,0.6707278885,0.6210581084,0.2209763757,0.3158808795,-0.0170128345,0.3219505604,0.8547642460,0.5952524423,1.0308264361,0.4413706618,0.4046079807,0.2433668587,0.6749984970,-0.0923690686,-0.1411193696,-0.0169312344,-0.0165618559,-0.0962182085,0.0562963032,1.5271120535,0.2417796436,-0.0195990142,0.0115641625,-0.0256496472,-0.0164188035,-0.0811410938,-0.1253849119,0.9171021938,-0.0509541914,0.3967806799,0.2956867596,0.1202236573,0.3245102197,1.4099554420,-0.0483891869,0.0166109555,BRCA
GSM480989,-0.0270303439,0.0112633825,-0.1272560732,0.3746716064,-0.0393252251,-0.0669980058,0.6682628254,0.1316228062,-0.1955304281,0.4561344552,0.6841553131,0.3960123648,0.9086230601,2.6208845302,1.7183747148,0.0557358900,0.4043724635,0.2112542397,0.0513401362,0.2856450367,0.1905650546,-0.0660845452,0.4892180647,-0.0886837151,0.0200912099,0.4192595793,1.4132617302,1.1559712717,0.4143021801,0.5993327181,-0.1576438053,0.8200018041,-0.2098856206,0.3381318762,-0.1228035998,0.6540494401,2.0839382543,0.4140197684,0.1723780840,-0.0009295910,1.0994870811,0.6648718736,0.2640720831,-0.2562298905,0.6865057354,-0.0726361116,-0.1017395506,-0.1052780208,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.4202536828,0.4168803811,0.8519349658,0.5325530826,0.5911021925,0.0375987290,0.2192373374,-0.0408563306,0.0375365682,2.3223415930,0.1581356411,0.3176934777,-0.1026988891,1.4503438373,1.1224099571,1.0677040443,0.3754435785,0.1254392710,0.1265253301,0.2789209296,0.4700387904,0.3143859178,0.3092131203,-0.0287181588,0.1164513727,0.0364966773,0.2649862817,-0.0385395422,-0.0505662713,0.0030125228,0.1080318262,-0.1303395995,0.0152135714,1.7690416786,-0.0280618510,-0.0783362381,-0.0236061013,-0.0918863911,-0.0019992002,-0.0442133300,-0.2531328203,1.6577810662,-0.0951000943,0.2391110814,0.1041393924,0.0127705318,0.7406888563,1.6581963303,-0.0999682579,0.0987333377,BRCA
GSM480990,-0.0555891884,-0.0188042015,-0.0822622582,0.0005782629,0.0949212949,-0.0878610729,0.8183849113,0.1244135859,-0.0857716558,0.3805084057,0.9678177219,0.2617028852,0.7347391571,2.3965424226,2.5323146139,0.2099495596,0.4692344638,0.2772370632,0.1955064154,1.1568122738,0.2346211446,-0.0646462349,0.6201157256,0.0158633405,0.1267739086,0.4130142646,1.4319557610,1.1517067235,0.2441689003,0.9502829010,-0.1457245447,0.2018914469,-0.1924281686,0.3184949082,-0.1191736433,0.6895217888,1.9516628450,0.5210730648,0.3219937040,0.0472149767,1.2569765001,0.7222510494,-0.0541695836,-0.1730133201,0.7391202369,-0.1184552883,-0.0005416643,-0.0677892822,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.4702045261,0.4040678319,0.5468216389,0.5505317761,0.5124700949,0.1545863018,0.1815268757,-0.1292774052,0.1245269666,2.2060846408,-0.0766200014,0.3639611033,-0.1093312985,0.8189382064,1.1399565821,1.0079710025,0.7074387894,0.2346333858,0.1357124216,0.3184901411,0.3495328669,0.4204747106,0.2024768846,0.2468266006,0.1155510811,-0.0570322130,0.1183544428,-0.0441175239,-0.0738812136,-0.0577879403,0.0655208114,-0.1133310158,0.0199839941,1.3251033657,0.0043650316,-0.0757814064,-0.0769532841,-0.1455592768,-0.0791772105,-0.0287747290,-0.1814378130,1.7385086259,-0.1072894826,0.3608463919,0.0876675515,0.0599880825,0.7886103518,0.3180846662,-0.0908925049,0.0047592533,Control
GSM480991,-0.0295356824,0.0043778190,-0.0400263639,0.1472648866,-0.0219454672,-0.0440033018,1.0469395604,0.1756075131,-0.1043765836,0.4695376563,1.0414880084,0.3770860608,0.9623993304,2.5888637975,2.0876424451,-0.0162225069,0.3822606292,0.2545837700,0.5429381570,1.4321441188,0.4090924351,-0.1185876710,0.7864951706,0.0660234105,0.1707109178,0.4572952855,1.3351861720,1.0437163300,0.4185109420,0.9142568514,-0.0862842814,0.6792534293,-0.1776543783,0.4219880824,-0.0937623682,0.8135851005,2.3958708842,0.5661078423,0.3367405246,0.0648689188,1.2472408378,0.8390529259,0.1957089166,-0.1516057261,0.5422073619,-0.1084493166,-0.0071913414,-0.0556087527,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.4595783168,0.5071865046,0.6482640730,0.4671709960,0.7236467786,0.1750445278,0.3723191662,-0.1158871563,0.0588836264,2.3923240316,-0.0620754509,0.2691069538,-0.1111553375,1.0075701262,1.0769064036,0.7941210804,0.5811723371,0.2548893520,0.4461156087,0.3639532176,0.4903383693,0.5598204840,0.7335428132,0.4888265900,0.4096991478,0.4451607267,0.3740755329,0.0022260549,-0.1031896050,0.0007301160,0.0182633484,-0.0696551127,0.0331795253,1.6375737222,-0.0375853611,-0.0780078864,-0.0443149241,-0.1610407398,-0.0146138585,-0.0524391951,-0.1513912512,1.5449482256,-0.0673746251,0.3284342633,0.2397026908,-0.0162790011,0.7169337272,1.0660070778,-0.0907615531,0.1555729893,Control
GSM480992,-0.0199208882,-0.0220352950,-0.0682155463,0.2569293169,-0.0210971069,-0.0652067411,0.6665939561,0.1568766059,-0.0885431109,0.3800862124,1.1829189250,0.4586090882,0.7943037503,2.6123112814,2.0516000313,0.2682381322,0.4556893493,0.3281374639,0.3445932802,0.4399935394,0.3727006988,-0.0789544420,0.5256840844,0.1059529612,0.0794083070,0.3674736292,1.6510699948,1.2706938629,0.6244995780,0.5848525959,-0.1052214939,0.8116128593,-0.2227567680,0.3865627073,-0.1028343947,0.6908869928,2.3023018834,0.5830124984,0.1333302662,0.0450259004,0.8925691490,0.7926203149,0.0556201556,-0.0546531421,0.8514812704,-0.0931430934,-0.0122369724,-0.0616170052,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.4955356443,0.4130200728,0.9082788116,0.6848330431,0.4097217267,0.1619838233,0.3079451628,-0.0921796232,0.1346057261,2.7852531727,-0.0874094128,0.3634628315,-0.0990660072,1.5424996472,1.2896809784,1.0579590626,0.5338543657,0.2154794810,0.1892209372,0.3119192938,0.3735262640,0.4415234548,0.1755496548,0.0087293616,0.1679260019,0.0764855271,0.1607514701,-0.0332857417,-0.1084414386,-0.0160611587,0.1280271867,-0.0878744121,0.0051475023,1.4677773779,0.0076417342,-0.0933879700,-0.0557795602,-0.0458311947,-0.0078163425,-0.0069965332,-0.1839848028,1.8054043141,-0.0671036650,0.2946250316,0.2120288617,-0.0542850346,0.8554057643,0.3765023723,-0.0957190117,0.1035292027,Control
GSM480993,-0.0284443403,0.0051788399,-0.0473894537,0.0604751750,-0.0629249953,-0.0909664240,1.1139041867,0.2239596708,-0.0518364091,0.5930127984,1.0978839582,0.3127432673,0.8182735740,2.6500993669,2.2398881207,0.0673163891,0.3937792435,0.2949584148,0.4851258332,0.5330377602,0.4830037720,0.0211376818,0.7399564301,0.1276676427,0.0871241276,0.5721119152,1.3811694917,1.0818377999,0.3454880324,1.0657076714,-0.0746772757,0.7739135754,-0.1175146134,0.4360589218,-0.1187496406,0.8665301368,2.1670868793,0.7345213384,0.2735164897,0.0865606131,0.9085881339,0.8274797584,0.2499947586,-0.0883285870,0.7264497496,-0.0892992286,0.0665985894,0.0025515491,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.4348709144,0.4741801064,0.7940912880,0.6592196021,0.7140314231,0.0750380798,0.5537918077,-0.0937452182,0.0415849929,2.5135206126,-0.0401579579,0.2558302714,-0.0999917000,1.1808509004,0.9961075650,0.8928548188,0.5429977189,0.2677287386,0.1998303237,0.4134812063,0.6978857851,0.4999517977,0.5287777831,0.3206592424,0.0810459316,0.3591011205,0.2542896463,-0.0914440821,-0.0934126654,0.0128239214,0.0810368140,-0.0080362258,-0.0176598683,1.6169113333,0.1603763796,-0.0919787854,-0.0417602813,-0.1463351353,-0.1224551619,-0.0299895818,-0.1554353188,1.5929693334,-0.0782347104,0.2442460752,0.3169923441,0.1655339871,0.6450165635,1.0850217011,-0.0788091699,0.1040214929,Control
