@relation data

@attribute id string
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 1981 numeric
@attribute 1982 numeric
@attribute 207 numeric
@attribute 2280 numeric
@attribute 2475 numeric
@attribute 5164 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5515 numeric
@attribute 5728 numeric
@attribute 6194 numeric
@attribute 6198 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute 8569 numeric
@attribute 8661 numeric
@attribute 8672 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.8597522228,1.4740312099,1.6980434832,1.3468393417,1.9397812022,0.2667933806,0.2820005649,-0.1560220679,0.7530524665,0.6502234032,0.7694715564,1.7623662382,0.2529164747,1.9786010299,1.0731972919,0.7897334355,0.1938736673,1.0459823980,1.5281108517,0.7281345304,BRCA
GSM480985,0.5953675452,1.3213309200,1.1983822426,1.3158684833,1.4054429928,0.1522988446,0.2869626373,0.0036986776,0.6827738690,0.8534231111,1.5476133191,1.5972294421,0.1930055995,1.3981124721,1.1561554869,0.8176683512,0.2345843728,0.9076532049,1.4492484977,0.6814007142,BRCA
GSM480986,0.7773986020,1.2712737771,1.6997357923,1.4857006745,1.7577156492,0.4124206538,0.3590194074,-0.0742565341,0.6777039026,0.3758222094,0.9370587028,1.6820185006,0.1655263530,2.0648790811,0.9039376048,0.8369606192,0.2363372804,1.0086616582,1.3250626575,0.5372067568,BRCA
GSM480987,0.6698617379,1.8638020904,1.5315433110,1.3903638832,1.6769249506,0.2647279453,0.3142830003,-0.0418227968,0.5721121385,0.4246866423,0.9460729968,1.7100764543,0.0919696689,1.7945703094,0.7655862770,0.8187753238,0.0932189133,0.3957936416,1.1682285071,0.4809672668,BRCA
GSM480988,0.5148736254,1.1551737766,1.0212418811,1.1343976233,1.1675294143,0.4153908614,0.3580759724,-0.0631146144,0.3119734156,0.5025178531,0.6583551200,1.5759464525,0.1527773529,1.1622598935,1.0328786273,1.0524424439,0.0900821621,1.0219744084,1.3721447227,0.4765207713,BRCA
GSM480989,0.4703791842,1.9222560303,1.7066463195,1.3767673149,2.3074461223,0.3887531512,0.2633598632,-0.0791168219,0.6968581951,0.3040667095,0.5104212239,1.3931663536,0.0676769989,1.5248417939,0.2883380064,0.7036933890,0.2283198774,0.7987983298,0.6432442825,0.3790418214,BRCA
GSM480990,0.5808486115,1.7020355538,1.8287894392,1.3946415405,2.3939645291,0.3946847896,0.3352952178,-0.0834329350,0.6259951810,0.4307222246,0.5701667320,1.4343192951,0.1218786214,1.7433930315,0.6969770806,0.7404210174,0.2879380461,0.7315091442,0.8925187042,0.4655330825,Control
GSM480991,0.6048336293,1.6131960900,1.7079852364,1.3628488720,1.8290236989,0.2611886911,0.3894767673,-0.0714492495,0.7252390346,0.3718392522,0.6246844594,1.4974810705,0.1739077011,1.5108800084,0.6293849200,0.8705600685,0.3037084810,0.9600442277,0.9240003427,0.4250158252,Control
GSM480992,0.5169219855,1.7438820154,2.2112330549,1.3014979450,2.3328941266,0.3081058425,0.3958090664,0.0147490142,0.6805748290,0.3555988693,0.5310987036,1.2969635930,0.1157030584,1.5021562358,0.6317377240,0.7955047986,0.3770529599,0.9281852587,1.0938933814,0.5344421262,Control
GSM480993,0.6632197241,1.7381645814,1.6924103990,1.2880984890,1.9907199673,0.4590945721,0.3445785162,-0.0270244923,0.7050229798,0.3556248992,0.7338769277,1.6592786313,0.1433829642,1.9926175220,0.5767357118,0.7766399224,0.2714700667,0.8848772769,0.9708263353,0.4409479836,Control
GSM480994,0.5539001322,1.7538931593,1.6814029602,1.5153418748,2.2647942436,0.3296153225,0.3299252589,-0.0779937817,0.5992773101,0.3275596730,0.5206810317,1.6759646504,0.1103797782,1.5656565736,0.5851660909,0.6835792970,0.1985795051,0.7795617174,0.8486519220,0.3795770682,Control
GSM480995,0.6038034500,1.0732225756,1.9769839469,1.6074156305,2.2447793616,0.2192309921,0.3326354056,-0.1353731533,1.0833046500,0.4566130469,0.5458690926,1.5356110527,0.1639444389,1.5552684729,0.6536443566,0.7508807975,0.2038932479,0.7874697344,0.9365089487,0.4532433038,Control
GSM480996,0.6456787918,1.8906380460,2.1261168367,1.4011296949,2.1184759934,0.4847472901,0.3594596599,-0.1336503613,0.8159209524,0.3066054066,0.4963641018,1.6932988838,0.1608520306,1.6398426166,0.5232334436,0.8258100121,0.2064382108,0.7995261258,0.9070939869,0.4810966933,BRCA
GSM480997,0.3234704654,1.8841326385,1.7577300317,1.2404204953,2.3593104947,0.1603964267,0.2699822655,0.0678090901,0.6854798866,0.2881597711,0.1188000013,1.1570019613,0.1230948557,1.2750373723,0.3982155562,0.7044230195,0.2389062102,0.6680010846,0.5529250468,0.4888709507,BRCA
GSM480998,0.6373259878,1.7689048425,1.8333552725,1.4568487495,2.0572760636,0.4516443030,0.2290656001,-0.1199747692,1.0620929220,0.2050712937,0.6106414951,1.7485351502,0.2621259616,1.4890904362,0.6208744082,0.8475164178,0.1076097349,0.6276113997,0.6752573688,0.6383338272,BRCA
GSM480999,0.6438241653,0.9426014444,1.7542230488,1.4157189505,1.6031868988,0.2205397366,0.3293481091,-0.0574301276,0.9017953977,0.7125618634,1.3181974521,1.6111203642,0.2349046841,1.6623891315,0.9089607133,0.8350437174,0.2727988907,0.9923589527,1.4576642562,0.7380410770,BRCA
GSM481000,0.7633122476,1.0005374179,1.5894625994,1.2992693324,1.3439433907,0.0914715872,0.3326244197,-0.0105111501,0.8080812426,0.5280358451,1.0340813620,1.7189759345,0.1269371015,1.5187885442,0.9260042491,0.9036123456,0.2499314241,0.9283563614,1.1401642709,0.6670494348,BRCA
GSM481001,0.6716556324,0.7883755452,1.9274203215,1.5147018038,1.9257329968,0.2133361350,0.2912882211,-0.0450583961,0.8958595574,0.6979045826,0.8875800183,1.5139088801,0.1861470768,1.6282738278,0.6346775028,0.8069559158,0.1963270309,0.8702574672,1.1673025563,0.5991241120,BRCA
