@relation data

@attribute id string
@attribute 330 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7133 numeric
@attribute 7186 numeric
@attribute 841 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8772 numeric
@attribute 9530 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1151553402,-0.1203307158,1.4667636421,0.0407503399,-0.0815773857,0.1048994176,1.0991232922,0.1502289322,1.1454639601,0.2395461278,BRCA
GSM481003,0.0782197570,0.3678463830,1.3210169064,-0.0150242090,0.0369979428,0.1321838536,1.2488890655,0.0927192407,1.3959826067,0.1913491006,BRCA
GSM481004,-0.0223855249,-0.0368083989,1.4022095196,0.8039232566,0.0960737533,0.0914597162,1.2252235113,0.1418394002,1.4400380619,0.1057929711,BRCA
GSM481005,-0.0770504565,-0.1027448054,1.3140131507,0.1196174981,-0.0153414088,0.1227475022,1.0535859416,0.1484226488,1.2396340239,0.2065125657,BRCA
GSM481006,0.0507335691,-0.0591356744,1.1998099668,0.3729235640,-0.0463810288,0.1767319650,0.8621735083,0.1076701371,1.1236223613,-0.0383643322,BRCA
GSM481007,0.0713757331,0.1398046748,1.5900844355,0.1503481193,0.1268612003,0.1683203725,0.9311149749,0.0681875506,1.3381449249,0.0920892016,BRCA
GSM481008,-0.0053516436,-0.0821399172,1.2373752406,1.1995626164,0.3151042461,0.2110551038,1.3610299529,0.0933854235,1.3797544043,0.0953819020,Control
GSM481009,-0.1305474826,-0.1245508698,1.0942457432,0.3269099770,-0.4913612215,0.2052960319,0.5619953670,0.0010559037,0.7153020533,-0.0129690079,Control
GSM481010,0.0433095896,-0.0689478631,1.2312859525,0.1169206984,-0.1288154235,0.0754469297,1.1540054709,0.2645242032,1.3444891074,0.1943513640,Control
GSM481011,-0.0420718441,-0.0423061008,1.2472988190,0.4780643796,-0.0234986019,0.0645896237,1.4445699183,0.1111272328,1.3676190143,0.0567738009,Control
GSM481012,-0.0148528611,-0.0311700639,1.4204823094,0.6699163205,0.0011514491,0.1549620091,1.0606842966,0.2251819701,1.1537734513,0.1468521432,Control
GSM481013,0.0929003785,-0.0627147092,1.1602775286,1.2977037133,0.2717441113,0.1402898318,1.5755671661,0.0473983577,1.7014235457,0.2107993906,Control
GSM481014,0.3153782730,-0.0723417840,1.0337367212,0.8985677025,-0.0105862825,0.0670862334,0.8500642005,0.0510836801,0.9474871756,-0.0198636268,BRCA
GSM481015,-0.0420746275,-0.0646013246,1.5024561775,0.7171469181,0.0591209829,0.1899209407,1.4685288234,0.1198736366,1.4547775587,0.0296861964,BRCA
GSM481016,-0.0391699469,-0.0621314616,1.3481743960,0.3093695964,0.0215054122,0.1107827259,1.0801549642,0.2604883399,1.3155696971,0.1572874239,BRCA
GSM481017,-0.0152493156,-0.1499083621,0.9211265244,0.0495729831,-0.1188413726,0.1021767956,0.5356492494,0.2862196747,1.0333712837,0.1820355083,BRCA
GSM481018,-0.1465126165,-0.0238405286,1.5005533980,1.4134982526,-0.1012301941,0.1060857647,1.1049905870,0.0606727524,1.4888467808,0.1203058379,BRCA
GSM481019,0.3547704630,-0.0762645153,1.1889668928,0.1968713579,0.0465346155,0.0875246171,1.2704723208,0.2809851860,1.6588469677,0.1154970429,BRCA
