@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10312 numeric
@attribute 10332 numeric
@attribute 10333 numeric
@attribute 1051 numeric
@attribute 1054 numeric
@attribute 10892 numeric
@attribute 11151 numeric
@attribute 11261 numeric
@attribute 114609 numeric
@attribute 1263 numeric
@attribute 1378 numeric
@attribute 1385 numeric
@attribute 1387 numeric
@attribute 1432 numeric
@attribute 1509 numeric
@attribute 1520 numeric
@attribute 1594 numeric
@attribute 163688 numeric
@attribute 2033 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2207 numeric
@attribute 2213 numeric
@attribute 22925 numeric
@attribute 23365 numeric
@attribute 23545 numeric
@attribute 245972 numeric
@attribute 26253 numeric
@attribute 30835 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 317 numeric
@attribute 3313 numeric
@attribute 3329 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3445 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3586 numeric
@attribute 3587 numeric
@attribute 3588 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3606 numeric
@attribute 3654 numeric
@attribute 3656 numeric
@attribute 3684 numeric
@attribute 3687 numeric
@attribute 3689 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 387 numeric
@attribute 3916 numeric
@attribute 3920 numeric
@attribute 3929 numeric
@attribute 4046 numeric
@attribute 4055 numeric
@attribute 4261 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4800 numeric
@attribute 4801 numeric
@attribute 4802 numeric
@attribute 50617 numeric
@attribute 51135 numeric
@attribute 51561 numeric
@attribute 51606 numeric
@attribute 51806 numeric
@attribute 527 numeric
@attribute 5289 numeric
@attribute 533 numeric
@attribute 535 numeric
@attribute 537 numeric
@attribute 54106 numeric
@attribute 54205 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 56848 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 5894 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 5993 numeric
@attribute 5994 numeric
@attribute 6300 numeric
@attribute 637 numeric
@attribute 63928 numeric
@attribute 64127 numeric
@attribute 64170 numeric
@attribute 64581 numeric
@attribute 6714 numeric
@attribute 6772 numeric
@attribute 6850 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7096 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 718 numeric
@attribute 7421 numeric
@attribute 7879 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 820 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 8411 numeric
@attribute 842 numeric
@attribute 843 numeric
@attribute 8625 numeric
@attribute 8717 numeric
@attribute 8767 numeric
@attribute 8772 numeric
@attribute 8844 numeric
@attribute 8877 numeric
@attribute 8915 numeric
@attribute 9114 numeric
@attribute 929 numeric
@attribute 972 numeric
@attribute 9902 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.6738675032,-0.1264090053,-0.0109978593,2.6293720139,1.8916528225,0.4424673727,0.2667437756,0.7714346136,-0.0262908796,0.1565750084,-0.0576510539,0.3960468965,0.6728254087,0.6466643338,2.5257521338,0.1629681584,0.6762521676,-0.1416283464,1.8174475579,1.9397812022,0.1866127024,0.0379314159,-0.1128402543,0.0739850722,0.1632467478,0.1451175362,0.3848780062,-0.0336318367,-0.0859177344,0.0626108013,-0.0021598573,-0.0444646151,0.1910638078,0.0322430879,0.0734804541,-0.0575062146,-0.1060773984,-0.1346518659,-0.0876011369,0.2989577477,1.3923766186,0.3458519890,-0.1199885893,-0.0355491750,-0.0352307766,-0.1936514984,-0.0526817539,-0.1502639149,0.9466797090,1.8719507903,0.2482422408,-0.0177594677,0.1266020980,-0.2551962770,-0.1428527873,0.4874147010,-0.1427666815,-0.2414363771,0.7036440041,1.1724569916,0.1995121556,-0.0646153320,0.0333509762,0.0159100612,0.4470524510,0.0567569479,1.9894220193,2.1060530620,1.6075262523,-0.0849194403,-0.1065078466,0.2614450553,-0.1057172362,2.0220233733,0.4754300158,0.3192628647,0.7529475113,0.5126260101,2.4635784760,0.3233914226,-0.0166701952,0.5670613307,-0.0195479401,2.4183807174,0.0643121879,2.5227004687,0.0597448071,1.2688255211,-0.0480750479,0.2962079536,1.1392389064,1.3485143633,0.9049248654,0.5655952376,0.5276523813,0.4586358647,0.7139937217,-0.0717742680,0.6164951165,-0.1298536299,1.5197282433,0.3278578949,0.2177100353,0.9030967818,0.6075369654,2.0492663681,1.0918344888,0.6409841057,0.0813294935,0.8525465690,1.2133226274,0.4089852928,-0.0068966250,0.7954551236,-0.1348413536,0.0192318359,0.4331708691,-0.0176542930,-0.0230143287,0.6816845689,0.4766545553,-0.0716510054,1.2115081400,0.2120186358,0.5967529680,0.1084792829,0.2804396783,-0.0286056817,0.9943679759,0.8278927778,0.9691682384,1.5940009995,1.5891594400,0.9537983259,2.1997757852,0.2531493374,-0.0635502934,-0.0643923931,0.6420336235,0.1409569047,-0.0910400845,0.4014198135,0.2062981343,0.5924561907,0.2530695895,-0.0135339439,0.5124300121,0.4405293713,1.5521365895,1.0118299987,-0.0132191548,0.1923874770,0.7444675717,0.3081399427,0.2275129454,0.0223986725,0.2458327448,BRCA
GSM480985,0.6712534413,1.5248748063,-0.0960339078,0.0407879981,2.4440947902,1.4823193219,0.4501946859,0.0305588205,0.8597149872,-0.0505063202,0.0119815698,-0.0329578288,0.2730189453,0.6472114695,0.5214375071,3.0719434817,0.7136214170,0.0492544839,-0.0916407251,1.6404941344,1.4054429928,0.2867683454,-0.0435632045,-0.0980658331,0.8697795794,0.1718886270,0.0537479857,-0.0244346953,-0.0817626119,-0.0761863278,0.6915450320,0.1251381343,-0.0231436351,0.2698293427,-0.0650405677,0.0428558186,-0.1290383934,0.1628512691,0.0374173649,-0.1197701725,0.3494800181,1.0569273805,0.0051281369,-0.1568539746,-0.0688103966,-0.0579974532,-0.2161015719,-0.1283639223,-0.1919777421,1.6257408953,2.3712515981,-0.0314154737,0.2870424135,-0.0603622181,-0.2261143029,-0.0670007062,0.6309208981,-0.1356333635,-0.1827412749,0.2756597614,0.9020442569,0.6068051958,-0.1047203513,0.0461271413,0.4165791678,0.5544197005,0.1556939161,1.8852531751,2.2847706058,2.5246696042,-0.1344188681,-0.0776469760,0.2934712525,-0.0892143797,1.8178075153,0.4509238059,0.1741973036,1.3901590273,0.4555670373,2.7492374976,0.5854109176,0.1158271722,0.6211203963,-0.1604685536,2.1662541827,0.0869224134,2.2831419043,0.0651744295,1.5569773252,-0.0342530832,0.0386221876,1.0624773818,1.2292638585,0.8493034308,0.4722626175,0.4521202200,0.5649788797,0.7487222366,-0.0165247075,0.6136501327,-0.1761504112,0.8917866104,0.1547601853,0.2315313540,0.8407814422,0.6375350535,2.4413572296,0.8155272795,0.6127393824,0.1096045168,0.8536376064,1.3116177902,0.3878419484,-0.0052304801,0.8824251903,-0.1474278699,0.0245596794,0.5158665015,0.1336044773,-0.0673303304,0.8107330653,0.0235731251,0.0824852629,2.2415468245,0.3937102099,1.2071428033,0.9595268907,0.4057916362,0.0503361004,0.8512390850,1.8315040226,0.8025399741,1.5997153569,1.2845784730,0.9828057632,1.9199515841,0.0051101413,-0.0360112713,-0.0954384340,0.7133841506,0.1554803168,-0.0228043250,0.3647103445,0.1230658667,0.6433924739,0.2134292614,0.0119626756,0.4830309108,0.7702170055,1.5592530335,0.9433996992,-0.0364728995,0.2018806538,0.6990579716,0.3485498828,1.7338282930,0.2682488645,1.0600714552,BRCA
GSM480986,0.3637514705,1.4874231750,-0.0898837451,-0.0613950617,2.8491832149,1.5436264872,0.4420231449,0.1385445614,0.8397588544,-0.0540329919,0.0975300819,-0.0682137781,0.3807973232,0.7199448316,0.5058162958,2.9618167744,0.2504070161,0.4725129920,-0.1414109196,1.9671993852,1.7577156492,0.2145363198,-0.0710671727,-0.0504659953,0.1923500563,0.1408613691,0.1341092451,0.2060151435,0.0077884031,-0.0614579147,0.4945947789,0.1963292633,0.0140152021,0.2892794812,-0.0956911196,0.1620062226,-0.1481252838,0.1136571739,-0.0432058185,-0.1058928922,0.2234449131,1.2948669215,0.2045616440,-0.1459904786,-0.1096312147,-0.0646809692,-0.1664142668,-0.0855226764,-0.1827084002,1.0875774383,1.9573997111,0.0009803817,-0.0239051148,0.1871303074,-0.1601737868,-0.0188134887,0.6382400953,-0.1428892811,-0.1846981423,1.3583709663,1.2574874233,0.3151985997,-0.0637634593,-0.0187524876,0.2119055211,0.5183176570,0.0812981193,2.0062507787,2.2909580293,2.0824697685,-0.0973488538,-0.1071419190,0.2510336397,-0.0682876390,2.2257816393,0.3572855135,0.2375855381,0.6838605367,0.4840310794,2.4174837801,0.2910466744,0.0531987776,0.4854964733,-0.0450191986,2.6092237730,0.0848316987,2.6487076944,0.0582224142,1.4233209656,-0.0651264098,0.3220589667,1.1325124873,1.4755984701,0.6729391185,0.5177595145,0.5276161861,0.5706250406,0.7966307569,0.0824834229,0.5081571897,-0.1388460667,1.3150411108,0.3003267692,0.3771760837,0.9887473217,0.4979175688,2.2429037691,1.2441045095,0.4839221177,-0.0262396362,0.9353946786,1.5782780388,0.2413423070,0.0253748071,1.1835862659,-0.1310103294,-0.0112299898,0.3973238766,0.0595874811,-0.0464315283,0.8439718666,0.3622629331,0.0753126589,1.7475938090,0.3265607800,0.6767751641,0.3079955788,0.4525440362,-0.0117659394,1.0988370049,1.1685674731,0.9812012459,1.6874411899,1.6418533209,0.7694473286,2.1900971755,0.3643759714,-0.1068710505,-0.0770829322,0.6441054073,0.1217694167,0.0147778929,0.2347654519,0.1717739808,0.4459777667,0.4383908262,0.0226212136,0.5215375946,0.8699044535,1.6858405541,1.1722454262,-0.0618719623,0.4544829792,0.7976996219,0.3635885301,0.6535826392,0.1425747226,0.5038611337,BRCA
GSM480987,0.4741756265,1.4002731833,-0.1139859591,-0.1177404969,3.5319458380,2.2076860004,0.3700776133,-0.1539447139,0.6984377671,-0.0733433564,0.1346316296,-0.0586184299,0.2020458693,0.6522740087,0.6135009341,1.0866192647,0.0078317968,-0.0377739555,-0.1414936161,1.9626392814,1.6769249506,0.2593453904,0.2019710821,-0.0054656485,-0.0190233269,0.1640715872,0.0937184970,0.1147659657,-0.0352535075,-0.0912669745,0.0661166904,0.1146925516,-0.0216950949,-0.0708309157,0.1852427243,0.2594022517,-0.1046273241,-0.1178809743,-0.1097697392,-0.1023941331,0.1720295425,1.6032662574,0.0697260292,-0.1097571099,-0.0948572686,-0.1676894665,-0.1128342754,-0.0639082647,-0.0920013336,0.8234962476,2.0126327129,-0.0380365687,0.1687085862,0.4079698621,-0.2000680720,0.0035045611,0.5061939339,-0.1302193291,-0.1714984044,0.0018086004,1.1661598228,0.6032622396,-0.1693109225,0.0391995070,-0.1507511987,0.7885095960,0.0791740535,1.8972162525,2.4207307232,1.5825747084,-0.0868330574,-0.1076734520,0.3296206630,-0.0641573651,1.6798553201,0.2389650019,0.3032193462,0.5394896361,0.3864741830,0.5451265420,0.1764641986,-0.0151336657,0.4408101541,-0.0718489090,2.3018662334,0.0585118207,2.5250110229,0.0216528606,0.9225538754,-0.1253291883,0.4047028517,0.7104099762,1.6084967972,0.9346764925,0.4873980932,0.4570317386,0.5260457562,0.7170214796,0.1031593607,0.3891538004,-0.0662291722,0.5668156716,0.2333448372,0.1247138026,0.7455377609,0.3543124227,2.0837068451,1.2096861226,0.3882937707,0.1066961603,0.8780260834,1.4693110358,0.2664730561,0.1567118048,1.0083390245,-0.1119046295,-0.0685428832,0.0213360219,-0.0365701302,-0.0569087189,1.6194223358,-0.1189019291,0.1392795458,0.3280445553,0.7380631556,-0.1032491552,-0.0101977218,0.0066104551,-0.0407701192,1.2855681681,0.3775965802,0.6954333819,1.6678599905,1.3375803794,0.6854064385,1.7749855086,-0.0393749357,-0.0885894268,-0.0640990646,0.8422779248,0.0131572660,-0.1030090239,0.2230391835,0.1670144839,0.3062889768,0.1857093530,-0.0374388536,0.2989096445,0.5612895813,1.2659771626,1.2946500264,-0.0874698092,0.8300333254,0.5928302209,0.2633650197,0.3220012047,-0.0256328082,1.5217203558,BRCA
GSM480988,0.3666419161,1.9768290249,-0.0670766561,0.1270835193,2.2917015951,1.0706184854,0.3437374181,-0.1059275306,0.8607449488,-0.1251689817,0.0603662197,-0.0017623047,0.2373043370,0.6896800634,0.4483090917,2.3815003764,0.2853974567,0.4183523013,-0.1606387714,1.8828163351,1.1675294143,0.1712146028,-0.0183549198,-0.0717158681,0.4227038979,0.1365992489,0.0717317383,0.1387512824,0.0313935232,-0.0351869543,0.4122418322,0.0454927820,0.0066495671,0.2402783686,-0.0805971442,0.0238832242,-0.0136553543,-0.0180359739,-0.1178864969,-0.0838345339,0.2048250465,1.2620972210,0.0687183436,-0.2155395465,-0.1216714709,-0.1151237102,-0.1170662931,-0.0499219117,-0.1157230785,0.7043497048,1.9271321595,0.3082212135,-0.0187831094,0.0463543034,-0.1748360544,-0.0795647086,0.4477779373,-0.1597166529,-0.1901072972,0.5375493863,1.1451398267,0.1473579292,-0.0186350431,-0.0170452213,0.1527472083,0.2999578148,0.0942390446,1.6231118301,2.1178715942,1.9471457959,-0.0927688793,-0.0042355153,0.1491355724,-0.0311951002,2.2301817603,0.2502003758,0.1849439857,0.4321823335,0.3691212549,2.9510261086,0.0364090984,0.1610953816,0.4717482587,-0.1077501489,2.4824682474,0.0645759152,2.2279191218,0.0583560137,1.4222286624,-0.0204962117,0.0992772953,1.0280710610,1.3750535183,0.7414630045,0.1617906544,0.4923907940,0.4829891018,0.6912962379,-0.0181701116,0.5512484685,-0.0789457363,1.2879227399,0.4695531627,0.0354253387,0.6583364474,0.2872674861,1.9439897537,0.8276696512,0.4704262694,-0.0332379836,0.6707278885,1.6903656129,0.3992458859,-0.0337513612,1.0864184139,-0.1084911532,0.1977608937,0.4886375349,0.0396856301,-0.0468429086,0.7314281068,0.1783020112,-0.0270612048,1.3875513934,0.3109506394,1.0308264361,0.4413706618,0.2433668587,0.0001304974,0.9984557778,1.5271120535,0.9802092826,1.3581393623,1.4518957679,0.8568994044,2.2009519134,0.1184602400,-0.0432362018,-0.1012624690,0.6047102776,0.1260813951,-0.0674661944,0.1758982928,0.2149495928,0.3967806799,0.4995689597,-0.0271093216,0.2341585179,0.7674596748,1.5642477538,1.1240172577,-0.0169359028,-0.0245303878,0.4432948861,0.1802334750,1.4099554420,0.0746478193,0.5310072767,BRCA
GSM480989,0.2517094096,2.1277031632,-0.0518208673,-0.0270303439,2.9799936348,1.1166241964,0.0605518336,0.1441170161,1.0229797038,-0.0669980058,0.0956211998,-0.0339873365,0.1316228062,0.5010443183,0.4561344552,3.2184017500,0.3369124245,0.2394174389,-0.1988541156,1.8141472619,2.3074461223,0.2270790681,0.0487330010,0.0028768714,0.1626120084,0.0371562667,0.1336893973,0.4823784157,-0.0035712762,-0.0991281471,0.8770841099,0.1130909237,-0.0627682461,0.5084585080,-0.0473541224,0.0141822898,-0.0902577417,0.2084253303,-0.1505416402,0.0919470743,0.2827313408,0.8109230443,0.0416253691,-0.2096376306,-0.1344856783,-0.0775834191,-0.2043228039,-0.0385720141,-0.2689341306,0.5480022887,2.4026839435,0.0643515889,-0.0912345345,0.0336776683,-0.2916233484,-0.1027765080,0.9958066195,-0.1920061474,-0.2779082904,0.9557667673,1.4132617302,0.3957101606,-0.0350942307,0.0005911966,0.2589396170,0.4428248556,0.1149073330,2.4842128198,2.4502108280,1.6943778312,-0.1576438053,-0.0563462559,0.2595585878,-0.0396731464,2.0839382543,0.1723780840,0.1343519358,0.2283400925,0.4686470246,3.1985672843,0.2640720831,0.1340636461,0.4853385165,-0.0660787014,3.1747188966,-0.1017395506,3.3196494316,0.1251372889,1.6810859640,-0.1052780208,0.0888926102,0.8617932616,1.4386271053,0.5870933372,0.4391528262,0.4168803811,0.8519349658,0.5911021925,0.0375987290,0.2192373374,-0.0408563306,2.1237873399,0.3300517830,0.5766588003,1.2923590124,0.3360150366,2.7608228071,1.4573610425,0.4437155496,0.0373846114,1.1224099571,1.4498804947,0.1423048574,0.0401129422,1.1803532361,-0.0811708468,0.0944893369,0.5862763189,0.0862831829,-0.0013073004,0.5177749856,0.3515520029,0.0133025040,1.2185817174,0.1787676166,0.3092131203,-0.0287181588,0.0364966773,-0.0217998318,1.1939883348,1.7690416786,0.9725884551,1.6748652432,1.5590544180,0.7983118814,2.9188919440,0.4245331458,-0.0476141433,-0.1131204681,0.5547810792,0.1083134365,-0.0813194266,0.1138846011,0.1998820402,0.2391110814,0.5414225689,0.0340671556,0.5993849543,0.9244262918,1.0432216749,1.3094834884,-0.0367176270,0.1997893642,0.5138521928,0.5103131626,1.6581963303,0.0937890115,0.5815810548,BRCA
GSM480990,0.3166647480,1.9517909760,-0.1373916759,-0.0555891884,3.3532980548,1.2570449544,0.2637375599,0.0931400495,0.8392681946,-0.0878610729,0.1057886931,-0.0190065218,0.1244135859,0.6429370626,0.3805084057,2.6674814356,0.0180568368,1.2446684426,-0.1820909605,2.2293557487,2.3939645291,0.2749733657,-0.0813402728,-0.0370647031,0.0622051391,0.0654089239,0.0371921359,0.1128523393,0.0003970655,-0.0198553586,0.1208910512,0.1960860100,0.0098015560,0.0771852141,0.0482923948,0.1855409761,-0.0054088302,-0.0469217674,0.0769794038,0.0021974898,0.2409829762,1.0098055858,0.0877271981,-0.1833390939,-0.0603193185,-0.0836057560,-0.2017702788,-0.0773540400,-0.1534946757,0.6365606239,2.3051380366,0.8070518219,1.2702010869,0.1569095779,-0.1563080516,-0.1121471906,0.4184867099,-0.1445224128,-0.1840325179,0.3972254762,1.4319557610,0.6472554018,-0.0722914216,0.0761976738,0.0421455834,0.3581295984,0.0679819035,2.3151370526,2.4555683187,1.5628154933,-0.1457245447,-0.0194566878,0.2981384401,-0.1339479469,1.9516628450,0.3219937040,0.1806961899,0.3564559263,0.4957627628,2.0966728793,-0.0541695836,0.0888395586,0.5824783352,0.0198499129,3.1792538265,-0.0005416643,3.0851253934,0.0775462456,1.5961095689,-0.0677892822,0.0356193407,0.9861059069,1.2886391192,0.5830522417,0.4347083518,0.4040678319,0.5468216389,0.5124700949,0.1545863018,0.1815268757,-0.1292774052,1.1991209335,0.2754641091,0.4847173588,1.0487284085,0.3968275713,2.4835986494,1.3745097716,0.3387474729,-0.0140931005,1.1399565821,1.6092557097,0.0202610471,0.1445519146,0.5828239298,-0.1053477980,0.0618078872,0.1486134343,0.0178744301,0.0237829644,0.4939969672,0.0213613135,0.2451527447,0.8158590440,0.1661497030,0.2024768846,0.2468266006,-0.0570322130,-0.0152148257,1.1523818072,1.3251033657,1.0555033975,1.6903707285,1.4453520321,0.6829452796,2.5856389926,0.4549186632,-0.0387971694,-0.0783020266,0.5480292028,0.0558532586,0.0191974478,0.0401264709,0.0764739330,0.3608463919,0.3181734394,-0.0721569419,0.4528877960,0.9544915450,0.9586043766,1.3122771946,0.0430949193,1.0677356288,0.6795169592,0.4306118472,0.3180846662,0.1848716456,0.8438360122,Control
GSM480991,0.2500861962,1.9548463702,-0.0796883071,-0.0295356824,3.0218658714,1.2826640839,0.2592420291,0.0726026166,0.9410596814,-0.0440033018,0.0977756309,-0.0251235024,0.1756075131,0.7013037075,0.4695376563,3.3404715060,0.4148792883,0.3527387360,-0.1618150806,1.8172405640,1.8290236989,0.2449685031,0.0327042871,-0.0302126615,0.3176096991,0.0983325845,0.0986545528,0.6596218793,-0.0689191978,-0.0417920134,0.8700902536,0.2280225680,-0.0335729512,0.2943344935,0.0232491174,0.0698537100,-0.0889617601,0.7456210894,-0.0470037273,0.0457426893,0.1191125174,1.1073966495,0.0219104277,-0.1778612315,-0.0778660037,-0.1045818321,-0.1634213613,-0.1146401153,-0.1411837970,0.9760675002,2.3032767924,0.0797228272,0.1146655146,0.0010899390,-0.1673274888,-0.0613930924,0.6156522891,-0.1728493255,-0.1859649509,1.0451854930,1.3351861720,0.3926698512,0.0377825897,-0.0296601024,0.2775288068,0.5139666454,0.0256183829,2.0687043151,2.5096996652,2.2787851525,-0.0862842814,-0.0976739160,0.3021752780,-0.0853008362,2.3958708842,0.3367405246,0.2113286596,0.4927389833,0.4514043123,2.7468340529,0.1957089166,0.1618503861,0.4964059232,-0.0048325991,3.1350121101,-0.0071913414,2.8990819322,0.1604087682,1.8557779853,-0.0556087527,0.1039387215,1.0007687234,1.3283271537,0.6608008562,0.3957455124,0.5071865046,0.6482640730,0.7236467786,0.1750445278,0.3723191662,-0.1158871563,1.5476096728,0.4719882950,0.4295866277,1.0059922760,0.4750065618,2.5275594591,1.3862332976,0.3654298311,-0.0490740068,1.0769064036,1.5547995896,0.1299209389,0.1220167010,1.2640591513,-0.1263488267,0.2321143435,0.4266900403,0.0180158292,-0.0323408361,0.7248970133,0.2107880569,0.1592403697,1.9517531172,0.4247659047,0.7335428132,0.4888265900,0.4451607267,0.1726690396,1.1897217152,1.6375737222,1.0025340829,1.7480805594,1.5451146222,0.7246558555,2.3986895680,0.5203580332,-0.0434597657,-0.0664389667,0.5891530063,0.1548473247,-0.0238906682,0.1772719718,0.2183779771,0.3284342633,0.5430663557,0.0404280946,0.5110147574,0.9954326866,1.4371226762,1.1380086821,-0.0233121162,0.4585580809,0.7524973224,0.4589599152,1.0660070778,0.2758787877,0.6191725266,Control
GSM480992,0.2476967987,2.3609367311,-0.1065521197,-0.0199208882,3.5570694342,1.2427540556,0.1931913796,0.3892547004,0.9758864265,-0.0652067411,0.1049415353,0.0291223202,0.1568766059,0.7777832307,0.3800862124,3.6489519013,0.0405047584,0.8943518511,-0.1319793334,2.5581991299,2.3328941266,0.3295684198,-0.0269275308,-0.0798499438,-0.0431903531,0.1196216665,0.0869171159,0.0189752440,0.0140255867,-0.0606994525,0.3343284855,0.1347692112,0.0117455605,0.1602105837,0.0454827089,-0.0322465841,-0.0244123454,-0.0797030918,-0.0839464270,-0.0198893765,0.0999823145,1.0576793043,-0.0294562479,-0.1318738071,-0.0616193620,-0.0327074025,-0.1333063953,-0.1523727468,-0.1471509594,0.5103113658,1.9482593239,0.2392629278,0.2461778623,0.0448783156,-0.1863134343,-0.0833054560,0.3868363389,-0.1686027116,-0.1159208217,0.7666563989,1.6510699948,0.1861071183,0.0071480778,-0.0114897112,0.2887557880,0.3732452306,0.1000183866,2.4234709023,2.6620135665,1.5362635040,-0.1052214939,-0.1221894048,0.3950701073,-0.0442688729,2.3023018834,0.1333302662,0.0966037164,0.1821091868,0.4918168894,2.2214331427,0.0556201556,0.1179822050,0.4913583273,0.0357248699,3.4234994650,-0.0122369724,3.1821215418,0.1988145202,1.9009259739,-0.0616170052,-0.0133180718,1.0355044920,1.4482076389,0.4972681324,0.4195187698,0.4130200728,0.9082788116,0.4097217267,0.1619838233,0.3079451628,-0.0921796232,1.8157576812,0.6056668984,0.4719536303,1.2841898705,0.4015203798,2.5706607104,1.5691242666,0.3105769333,-0.0325755605,1.2896809784,1.4332472622,0.0306079235,0.0927470139,0.7394272332,-0.0713407049,0.1035504051,0.5110852264,0.0168269643,0.0106290712,0.4897415630,0.2635266241,0.2146601245,1.2877959238,0.3493119074,0.1755496548,0.0087293616,0.0764855271,-0.0538811761,1.3154176546,1.4677773779,1.1078650996,1.8753738065,1.4246134289,0.7415068230,2.6897532866,0.7067827030,-0.0718402782,-0.0227440883,0.5535295457,0.0925191902,-0.0014812882,0.0732875811,0.1025927702,0.2946250316,0.4716532580,0.0038334804,0.5441206414,1.0342417146,0.9022674223,1.1863660183,0.0000610931,0.5315144361,0.6273837210,0.5628421953,0.3765023723,0.1029967704,0.9544222968,Control
GSM480993,0.3786722400,1.8447848111,-0.1323889350,-0.0284443403,3.0794926222,1.3889009489,0.3946407571,0.4348231404,0.8986200048,-0.0909664240,0.1224118513,-0.0868276205,0.2239596708,0.7884631976,0.5930127984,3.3739577930,0.3842712446,0.8422161342,-0.1592113870,2.1836648658,1.9907199673,0.3003267815,-0.0097680694,-0.0883154576,0.2126101536,0.1102057849,0.2076407935,0.3843253352,0.0133974226,-0.0891760626,0.5518651867,0.0842804099,-0.0596483520,0.2476261285,0.1215528380,0.1667407294,-0.0892533154,0.9970571118,-0.0267558961,-0.0672223516,0.2123312633,1.1256431947,0.0254768662,-0.1627845147,-0.0709183736,-0.0435795975,-0.1360850570,-0.1179253427,-0.1658804081,0.7468825014,2.2365040929,0.1554126427,0.0334400552,0.2203348601,-0.0972517151,-0.0288161550,0.8238886930,-0.1339600720,-0.1286299384,1.2378913033,1.3811694917,0.4858470122,-0.1424441524,0.0213708134,0.1604505838,0.4200200984,-0.0802424204,2.1975401044,2.4204977969,1.9670651269,-0.0746772757,0.0519945713,0.2067370851,-0.0527511586,2.1670868793,0.2735164897,0.1803641666,0.3841329458,0.4871381997,2.7589055830,0.2499947586,0.1261789813,0.6403183415,-0.0363483728,2.9720670878,0.0665985894,2.8663656050,0.0359939708,1.7198129629,0.0025515491,0.1211480606,1.0264566022,1.5829170607,0.7091649962,0.5504608139,0.4741801064,0.7940912880,0.7140314231,0.0750380798,0.5537918077,-0.0937452182,1.6241304980,0.4177608620,0.4597184245,1.1132435460,0.4996459948,2.3244809424,1.2453332606,0.3602931440,0.0269303651,0.9961075650,1.5998766628,0.2930559434,0.0791702164,1.0875472625,-0.0537399848,0.0918707455,0.5987399332,0.0139823480,-0.0135325677,0.7950845586,0.3405437194,0.1564938422,1.7717089691,0.2084418686,0.5287777831,0.3206592424,0.3591011205,-0.0270253466,0.9243113236,1.6169113333,1.0976286877,1.7285056282,1.5856227239,0.8005855027,2.4490207491,0.3821579109,-0.0968572793,-0.0807639728,0.6798162911,0.1127858115,0.0083633621,0.1338819088,0.1875540034,0.2442460752,0.4849967851,0.0207828306,0.5030157463,0.8602189127,1.4509991654,1.3608774774,-0.0664294414,0.3548128514,0.7562543724,0.4237260454,1.0850217011,0.3328856269,0.9150769540,Control
